	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035651_Torulaspora_microellipsoides
104	OG0000104	YDL063C	genemark-flattened_line_0-processed-gene-4.54-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.54&CDS=1-1851, genemark-flattened_line_0-processed-gene-5.55-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.55&CDS=1-1851
105	OG0000105	YDL064W	genemark-flattened_line_0-processed-gene-4.73-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.73&CDS=1-471, genemark-flattened_line_0-processed-gene-5.51-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.51&CDS=1-471
106	OG0000106	YDL065C	genemark-flattened_line_0-processed-gene-4.55-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.55&CDS=1-969, genemark-flattened_line_0-processed-gene-5.54-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.54&CDS=1-969
107	OG0000107	YDL066W	genemark-flattened_line_0-processed-gene-4.76-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.76&CDS=1-1266, genemark-flattened_line_0-processed-gene-5.48-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.48&CDS=1-1266
108	OG0000108	YDL067C	snap_masked-flattened_line_0-processed-gene-4.101-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.101&CDS=1-180, snap_masked-flattened_line_0-processed-gene-5.102-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.102&CDS=1-180
109	OG0000109	YDL072C	genemark-flattened_line_0-processed-gene-4.59-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.59&CDS=1-558, genemark-flattened_line_0-processed-gene-4.84-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.84&CDS=1-558
110	OG0000110	YDL073W	snap_masked-flattened_line_0-processed-gene-4.106-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.106&CDS=1-3204, snap_masked-flattened_line_0-processed-gene-4.127-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.127&CDS=1-3204
111	OG0000111	YDL075W, YLR406C	genemark-flattened_line_3-processed-gene-5.86-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.86&CDS=1-342
112	OG0000112	YDL082W, YMR142C	snap_masked-flattened_line_38-processed-gene-0.235-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.235&CDS=1-594
113	OG0000113	YDL083C, YMR143W	snap_masked-flattened_line_38-processed-gene-0.280-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.280&CDS=1-429
114	OG0000114	YDL131W, YDL182W	genemark-flattened_line_11-processed-gene-3.101-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-3.101&CDS=1-1179
115	OG0000115	YDL134C, YDL188C	genemark-flattened_line_1-processed-gene-5.34-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.34&CDS=1-1161
116	OG0000116	YDL136W, YDL191W	augustus_masked-flattened_line_1-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.121&CDS=1-360
117	OG0000117	YDL161W, YLR206W	genemark-flattened_line_1-processed-gene-4.63-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-4.63&CDS=1-1521
118	OG0000118	YDL210W	augustus_masked-flattened_line_23-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.35&CDS=1-1704, genemark-flattened_line_23-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.86&CDS=1-1716
119	OG0000119	YDL211C, YNL176C	snap_masked-flattened_line_13-processed-gene-3.80-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.80&CDS=1-1455
120	OG0000120	YDL229W, YNL209W	genemark-flattened_line_13-processed-gene-4.169-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-4.169&CDS=1-1839
121	OG0000121	YDL246C, YJR159W	genemark-flattened_line_116-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.3&CDS=1-1071
122	OG0000122	YDR098C, YER174C	genemark-flattened_line_9-processed-gene-3.45-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.45&CDS=1-744
123	OG0000123	YDR144C, YLR120C	genemark-flattened_line_9-processed-gene-1.47-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.47&CDS=1-1650
124	OG0000124	YDR277C, YOR047C	genemark-flattened_line_11-processed-gene-4.140-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-4.140&CDS=1-1464
125	OG0000125	YDR312W, YHR066W	genemark-flattened_line_17-processed-gene-2.13-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.13&CDS=1-1332
126	OG0000126	YDR384C	genemark-flattened_line_112-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.6&CDS=1-825, genemark-flattened_line_15-processed-gene-4.97-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-4.97&CDS=1-837
127	OG0000127	YDR385W, YOR133W	maker-flattened_line_15-augustus-gene-4.187-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-4.187&CDS=1-4413
128	OG0000128	YDR418W, YEL054C	genemark-flattened_line_19-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.4&CDS=1-495
129	OG0000129	YDR447C, YML024W	genemark-flattened_line_5-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.84&CDS=1-408
130	OG0000130	YDR450W, YML026C	snap_masked-flattened_line_5-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.112&CDS=1-438
131	OG0000131	YDR500C, YLR185W	snap_masked-flattened_line_29-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.14&CDS=1-264
132	OG0000132	YDR502C, YLR180W	genemark-flattened_line_29-processed-gene-1.79-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.79&CDS=1-1146
133	OG0000133	YEL034W, YJR047C	genemark-flattened_line_1-processed-gene-5.16-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.16&CDS=1-471
134	OG0000134	YEL039C, YJR048W	genemark-flattened_line_1-processed-gene-5.39-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.39&CDS=1-330
135	OG0000135	YEL047C, YJR051W	maker-flattened_line_1-augustus-gene-5.115-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-5.115&CDS=1-1833
136	OG0000136	YEL070W, YNR073C	augustus_masked-flattened_line_98-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.7&CDS=1-1140
137	OG0000137	YER056C-A, YIL052C	genemark-flattened_line_27-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.89&CDS=1-378
138	OG0000138	YER062C, YIL053W	genemark-flattened_line_27-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.92&CDS=1-750
139	OG0000139	YER070W, YIL066C	genemark-flattened_line_27-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.10&CDS=1-2643
140	OG0000140	YER081W, YIL074C	genemark-flattened_line_13-processed-gene-3.20-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.20&CDS=1-1407
141	OG0000141	YER131W, YGL189C	genemark-flattened_line_7-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.18&CDS=1-357
142	OG0000142	YFL050C, YOL130W	genemark-flattened_line_42-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.62&CDS=1-2580
143	OG0000143	YFL059W, YNL333W	genemark-flattened_line_17-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.126&CDS=1-888
144	OG0000144	YFR031C-A, YIL018W	snap_masked-flattened_line_31-processed-gene-1.143-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.143&CDS=1-762
145	OG0000145	YFR053C, YGL253W	genemark-flattened_line_44-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.87&CDS=1-1458
146	OG0000146	YGL001C	genemark-flattened_line_0-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.104&CDS=1-1047, genemark-flattened_line_0-processed-gene-7.68-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.68&CDS=1-1047
147	OG0000147	YGL003C	augustus_masked-flattened_line_0-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.145&CDS=1-2772, augustus_masked-flattened_line_0-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.17&CDS=1-2772
148	OG0000148	YGL004C	augustus_masked-flattened_line_0-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.144&CDS=1-2064, augustus_masked-flattened_line_0-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.18&CDS=1-2064
149	OG0000149	YGL006W	genemark-flattened_line_0-processed-gene-1.77-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.77&CDS=1-3585, genemark-flattened_line_0-processed-gene-7.97-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.97&CDS=1-3585
150	OG0000150	YGL009C	genemark-flattened_line_0-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.73&CDS=1-2322, genemark-flattened_line_0-processed-gene-8.2-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.2&CDS=1-2322
151	OG0000151	YGL010W	genemark-flattened_line_0-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.93&CDS=1-528, genemark-flattened_line_0-processed-gene-8.0-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.0&CDS=1-528
152	OG0000152	YGL011C	genemark-flattened_line_0-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.74&CDS=1-762, genemark-flattened_line_0-processed-gene-7.100-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.100&CDS=1-762
153	OG0000153	YGL013C	genemark-flattened_line_0-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.75&CDS=1-3291, snap_masked-flattened_line_0-processed-gene-7.148-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.148&CDS=1-3291
154	OG0000154	YGL014W	maker-flattened_line_0-snap-gene-7.47-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-7.47&CDS=1-3918, snap_masked-flattened_line_0-processed-gene-1.48-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.48&CDS=1-2550
155	OG0000155	YGL016W	genemark-flattened_line_0-processed-gene-1.71-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.71&CDS=1-4620, genemark-flattened_line_0-processed-gene-8.4-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.4&CDS=1-4620
156	OG0000156	YGL018C	genemark-flattened_line_0-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.91&CDS=1-585, genemark-flattened_line_0-processed-gene-8.5-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.5&CDS=1-585
157	OG0000157	YGL019W	genemark-flattened_line_0-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.70&CDS=1-807, genemark-flattened_line_0-processed-gene-8.36-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.36&CDS=1-807
158	OG0000158	YGL020C	genemark-flattened_line_0-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.90&CDS=1-687, genemark-flattened_line_0-processed-gene-8.6-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.6&CDS=1-687
159	OG0000159	YGL022W	genemark-flattened_line_0-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.68&CDS=1-2160, genemark-flattened_line_0-processed-gene-8.38-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.38&CDS=1-2160
160	OG0000160	YGL023C	augustus_masked-flattened_line_0-processed-gene-8.158-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.158&CDS=1-2121, snap_masked-flattened_line_0-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.40&CDS=1-2121
161	OG0000161	YGL025C	augustus_masked-flattened_line_0-processed-gene-8.160-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.160&CDS=1-1095, snap_masked-flattened_line_0-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.38&CDS=1-1095
162	OG0000162	YGL026C	genemark-flattened_line_0-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.85&CDS=1-2127, genemark-flattened_line_0-processed-gene-8.11-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.11&CDS=1-2127
163	OG0000163	YGL027C	genemark-flattened_line_0-processed-gene-1.83-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.83&CDS=1-2481, genemark-flattened_line_0-processed-gene-8.13-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.13&CDS=1-2481
164	OG0000164	YGL028C	genemark-flattened_line_0-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.82&CDS=1-1479, genemark-flattened_line_0-processed-gene-8.14-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.14&CDS=1-1479
165	OG0000165	YGL029W	genemark-flattened_line_0-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.61&CDS=1-372, genemark-flattened_line_0-processed-gene-8.42-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.42&CDS=1-372
166	OG0000166	YGL030W	genemark-flattened_line_0-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.59&CDS=1-324, genemark-flattened_line_0-processed-gene-8.44-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.44&CDS=1-324
167	OG0000167	YGL033W	augustus_masked-flattened_line_0-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.106&CDS=1-636, augustus_masked-flattened_line_0-processed-gene-8.195-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.195&CDS=1-636
168	OG0000168	YGL036W	snap_masked-flattened_line_0-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.62&CDS=1-3411, snap_masked-flattened_line_0-processed-gene-8.120-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.120&CDS=1-3411
169	OG0000169	YGL037C	genemark-flattened_line_0-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.41&CDS=1-645, genemark-flattened_line_0-processed-gene-8.20-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.20&CDS=1-645
170	OG0000170	YGL038C	genemark-flattened_line_0-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.40&CDS=1-1416, genemark-flattened_line_0-processed-gene-8.21-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.21&CDS=1-1416
171	OG0000171	YGL040C	genemark-flattened_line_0-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.37&CDS=1-1020, genemark-flattened_line_0-processed-gene-8.24-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.24&CDS=1-1020
172	OG0000172	YGL041W-A	genemark-flattened_line_0-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.20&CDS=1-438, genemark-flattened_line_0-processed-gene-8.52-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.52&CDS=1-438
173	OG0000173	YGL043W	genemark-flattened_line_0-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.18&CDS=1-915, genemark-flattened_line_0-processed-gene-8.54-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.54&CDS=1-915
174	OG0000174	YGL044C	genemark-flattened_line_0-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.35&CDS=1-840, genemark-flattened_line_0-processed-gene-8.26-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.26&CDS=1-840
175	OG0000175	YGL045W	augustus_masked-flattened_line_0-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.94&CDS=1-1665, augustus_masked-flattened_line_0-processed-gene-8.204-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.204&CDS=1-1665
176	OG0000176	YGL049C, YGR162W	genemark-flattened_line_76-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.8&CDS=1-3054
177	OG0000177	YGL076C, YPL198W	genemark-flattened_line_21-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.20&CDS=1-732
178	OG0000178	YGL089C, YPL187W	genemark-flattened_line_23-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.114&CDS=1-429
179	OG0000179	YGL135W, YPL220W	snap_masked-flattened_line_21-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.49&CDS=1-651
180	OG0000180	YGL147C, YNL067W	genemark-flattened_line_38-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.156&CDS=1-573
181	OG0000181	YGL258W, YOR387C	genemark-flattened_line_44-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.128&CDS=1-618
182	OG0000182	YGR001C	maker-flattened_line_0-augustus-gene-1.5-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.5&CDS=1-741, maker-flattened_line_0-augustus-gene-7.52-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-7.52&CDS=1-741
183	OG0000183	YGR002C	genemark-flattened_line_0-processed-gene-2.140-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.140&CDS=1-1470, genemark-flattened_line_0-processed-gene-7.64-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.64&CDS=1-1470
184	OG0000184	YGR003W	genemark-flattened_line_0-processed-gene-2.111-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.111&CDS=1-2247, genemark-flattened_line_0-processed-gene-7.88-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.88&CDS=1-2247
185	OG0000185	YGR005C	maker-flattened_line_0-snap-gene-2.2-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.2&CDS=1-1449, maker-flattened_line_0-snap-gene-7.44-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-7.44&CDS=1-1449
186	OG0000186	YGR006W	genemark-flattened_line_0-processed-gene-2.113-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.113&CDS=1-741, genemark-flattened_line_0-processed-gene-7.86-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.86&CDS=1-741
187	OG0000187	YGR007W	genemark-flattened_line_0-processed-gene-2.115-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.115&CDS=1-969, genemark-flattened_line_0-processed-gene-7.84-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.84&CDS=1-969
188	OG0000188	YGR009C	genemark-flattened_line_0-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.25&CDS=1-2097, genemark-flattened_line_0-processed-gene-8.47-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.47&CDS=1-2097
189	OG0000189	YGR012W	genemark-flattened_line_0-processed-gene-2.118-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.118&CDS=1-1164, genemark-flattened_line_0-processed-gene-7.81-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.81&CDS=1-1164
190	OG0000190	YGR013W	genemark-flattened_line_0-processed-gene-2.119-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.119&CDS=1-1824, genemark-flattened_line_0-processed-gene-7.80-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.80&CDS=1-1824
191	OG0000191	YGR014W	augustus_masked-flattened_line_0-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.18&CDS=1-3159, snap_masked-flattened_line_0-processed-gene-7.128-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.128&CDS=1-3159
192	OG0000192	YGR015C	genemark-flattened_line_0-processed-gene-2.144-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.144&CDS=1-966, genemark-flattened_line_0-processed-gene-7.60-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.60&CDS=1-966
193	OG0000193	YGR016W	genemark-flattened_line_0-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.121&CDS=1-567, genemark-flattened_line_0-processed-gene-7.59-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.59&CDS=1-567
194	OG0000194	YGR017W	genemark-flattened_line_0-processed-gene-2.122-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.122&CDS=1-858, genemark-flattened_line_0-processed-gene-7.58-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.58&CDS=1-858
195	OG0000195	YGR019W	genemark-flattened_line_0-processed-gene-2.123-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.123&CDS=1-1413, genemark-flattened_line_0-processed-gene-7.57-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.57&CDS=1-1413
196	OG0000196	YGR020C	genemark-flattened_line_0-processed-gene-2.145-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.145&CDS=1-354, genemark-flattened_line_0-processed-gene-7.54-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.54&CDS=1-354
197	OG0000197	YGR021W	genemark-flattened_line_0-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.125&CDS=1-861, genemark-flattened_line_0-processed-gene-7.55-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.55&CDS=1-861
198	OG0000198	YGR024C	genemark-flattened_line_0-processed-gene-6.32-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.32&CDS=1-711, snap_masked-flattened_line_0-processed-gene-2.97-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.97&CDS=1-711
199	OG0000199	YGR026W	genemark-flattened_line_0-processed-gene-2.128-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.128&CDS=1-822, genemark-flattened_line_0-processed-gene-6.55-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.55&CDS=1-822
