	OrthologID	Lachancea_kluyveri	Saccharomyces_cerevisiae
54	OG0000054	augustus_masked-SAKL0A-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.57&CDS=1-1230, augustus_masked-SAKL0H-processed-gene-11.7-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.7&CDS=1-1392	YDR218C, YJR076C
55	OG0000055	augustus_masked-SAKL0H-processed-gene-22.19-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-22.19&CDS=1-4959, genemark-SAKL0H-processed-gene-0.40-mRNA-1_1&gene=genemark-SAKL0H-processed-gene-0.40&CDS=1-2802, maker-SAKL0A-snap-gene-8.77-mRNA-1_1&gene=maker-SAKL0A-snap-gene-8.77&CDS=1-4182	YLL048C
56	OG0000056	augustus_masked-SAKL0B-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-0.84&CDS=1-1635, augustus_masked-SAKL0D-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-SAKL0D-processed-gene-10.7&CDS=1-1650, augustus_masked-SAKL0F-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.109&CDS=1-1551	YIL162W
57	OG0000057	augustus_masked-SAKL0C-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-0.2&CDS=1-897, genemark-SAKL0B-processed-gene-0.19-mRNA-1_1&gene=genemark-SAKL0B-processed-gene-0.19&CDS=1-756, maker-SAKL0E-snap-gene-0.77-mRNA-1_1&gene=maker-SAKL0E-snap-gene-0.77&CDS=1-1347	YER185W
58	OG0000058	augustus_masked-SAKL0B-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-0.87&CDS=1-1908, augustus_masked-SAKL0D-processed-gene-11.301-mRNA-1_1&gene=augustus_masked-SAKL0D-processed-gene-11.301&CDS=1-747	YJR153W, YOL154W
59	OG0000059	augustus_masked-SAKL0B-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-0.96&CDS=1-1845, augustus_masked-SAKL0B-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-10.13&CDS=1-1875	YFL041W, YMR058W
60	OG0000060	augustus_masked-SAKL0E-processed-gene-9.48-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.48&CDS=1-1137, snap_masked-SAKL0B-processed-gene-1.46-mRNA-1_1&gene=snap_masked-SAKL0B-processed-gene-1.46&CDS=1-1125	YFL039C, YHR129C
61	OG0000061	augustus_masked-SAKL0B-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-1.11&CDS=1-1407, augustus_masked-SAKL0D-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-SAKL0D-processed-gene-5.15&CDS=1-1476	YBR263W, YLR058C
62	OG0000062	augustus_masked-SAKL0B-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-2.43&CDS=1-936, augustus_masked-SAKL0B-processed-gene-8.3-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-8.3&CDS=1-942	YGR086C, YPL004C
63	OG0000063	augustus_masked-SAKL0B-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-3.108&CDS=1-1569, augustus_masked-SAKL0H-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-0.60&CDS=1-3279	YLR343W, YMR307W
64	OG0000064	augustus_masked-SAKL0B-processed-gene-6.147-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-6.147&CDS=1-882, augustus_masked-SAKL0H-processed-gene-12.93-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.93&CDS=1-894	YLR146C, YPR069C
65	OG0000065	augustus_masked-SAKL0B-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-8.21&CDS=1-2232, augustus_masked-SAKL0G-processed-gene-12.111-mRNA-1_1&gene=augustus_masked-SAKL0G-processed-gene-12.111&CDS=1-2280	YAL023C, YGR199W
66	OG0000066	augustus_masked-SAKL0B-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-8.25&CDS=1-4662, augustus_masked-SAKL0G-processed-gene-9.49-mRNA-1_1&gene=augustus_masked-SAKL0G-processed-gene-9.49&CDS=1-5613	YHR023W, YOR326W
67	OG0000067	augustus_masked-SAKL0H-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-5.113&CDS=1-2463, genemark-SAKL0B-processed-gene-10.128-mRNA-1_1&gene=genemark-SAKL0B-processed-gene-10.128&CDS=1-2580	YMR054W, YOR270C
68	OG0000068	augustus_masked-SAKL0B-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-10.20&CDS=1-1395, augustus_masked-SAKL0G-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-SAKL0G-processed-gene-3.107&CDS=1-2559	YHR206W, YOR140W
69	OG0000069	augustus_masked-SAKL0B-processed-gene-10.46-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-10.46&CDS=1-855, genemark-SAKL0F-processed-gene-0.42-mRNA-1_1&gene=genemark-SAKL0F-processed-gene-0.42&CDS=1-1656	YGL254W, YNR064C
70	OG0000070	augustus_masked-SAKL0C-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-1.122&CDS=1-4422, augustus_masked-SAKL0C-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-3.13&CDS=1-4422, augustus_masked-SAKL0D-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-SAKL0D-processed-gene-7.16&CDS=1-4473	YLR247C
71	OG0000071	augustus_masked-SAKL0C-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-2.75&CDS=1-2136, maker-SAKL0E-augustus-gene-0.86-mRNA-1_1&gene=maker-SAKL0E-augustus-gene-0.86&CDS=1-2520	YLR188W, YPL270W
72	OG0000072	augustus_masked-SAKL0C-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-2.94&CDS=1-5964, augustus_masked-SAKL0E-processed-gene-11.266-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.266&CDS=1-4005	YIL159W, YNL271C
73	OG0000073	augustus_masked-SAKL0C-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-4.20&CDS=1-2364, augustus_masked-SAKL0H-processed-gene-20.48-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-20.48&CDS=1-2325	YJL200C, YLR304C
74	OG0000074	augustus_masked-SAKL0C-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-6.31&CDS=1-6660, augustus_masked-SAKL0F-processed-gene-11.145-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.145&CDS=1-3366	YJL130C, YJR109C
75	OG0000075	augustus_masked-SAKL0C-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-7.9&CDS=1-1941, augustus_masked-SAKL0H-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-5.116&CDS=1-1662	YDL025C, YOR267C
76	OG0000076	augustus_masked-SAKL0C-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-7.35&CDS=1-1710	YOL055C, YPL258C, YPR121W
77	OG0000077	augustus_masked-SAKL0E-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-0.109&CDS=1-2985, augustus_masked-SAKL0G-processed-gene-16.163-mRNA-1_1&gene=augustus_masked-SAKL0G-processed-gene-16.163&CDS=1-4236, maker-SAKL0C-augustus-gene-8.17-mRNA-1_1&gene=maker-SAKL0C-augustus-gene-8.17&CDS=1-2967, maker-SAKL0C-snap-gene-8.4-mRNA-1_1&gene=maker-SAKL0C-snap-gene-8.4&CDS=1-2823	
78	OG0000078	augustus_masked-SAKL0E-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-1.5&CDS=1-933, snap_masked-SAKL0C-processed-gene-8.121-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-8.121&CDS=1-942	YDR492W, YOL002C
79	OG0000079	augustus_masked-SAKL0C-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.46&CDS=1-1734, snap_masked-SAKL0C-processed-gene-10.49-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-10.49&CDS=1-1740	YDR497C, YOL103W
80	OG0000080	augustus_masked-SAKL0C-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.28&CDS=1-966, maker-SAKL0C-augustus-gene-9.1-mRNA-1_1&gene=maker-SAKL0C-augustus-gene-9.1&CDS=1-3897	YBR149W, YOL090W
81	OG0000081	augustus_masked-SAKL0C-processed-gene-9.45-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.45&CDS=1-408, augustus_masked-SAKL0E-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.119&CDS=1-408	YBR010W, YNL031C
82	OG0000082	augustus_masked-SAKL0C-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.29&CDS=1-309, augustus_masked-SAKL0E-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.118&CDS=1-309	YBR009C, YNL030W
83	OG0000083	augustus_masked-SAKL0C-processed-gene-11.25-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.25&CDS=1-1800, augustus_masked-SAKL0G-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-SAKL0G-processed-gene-9.21&CDS=1-1572	YHR050W, YOL122C
84	OG0000084	augustus_masked-SAKL0D-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-SAKL0D-processed-gene-2.108&CDS=1-3381, maker-SAKL0H-snap-gene-13.47-mRNA-1_1&gene=maker-SAKL0H-snap-gene-13.47&CDS=1-4338	YDR164C, YNR067C
85	OG0000085	augustus_masked-SAKL0D-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-SAKL0D-processed-gene-2.118&CDS=1-2574, augustus_masked-SAKL0E-processed-gene-6.145-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.145&CDS=1-2373	YBR059C, YIL095W
86	OG0000086	maker-SAKL0D-augustus-gene-5.2-mRNA-1_1&gene=maker-SAKL0D-augustus-gene-5.2&CDS=1-3192	YBR270C, YJL057C, YJL058C
87	OG0000087	augustus_masked-SAKL0D-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-SAKL0D-processed-gene-7.19&CDS=1-1233, augustus_masked-SAKL0H-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-2.128&CDS=1-1263	YDL066W, YLR174W
88	OG0000088	augustus_masked-SAKL0H-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-3.122&CDS=1-1941, genemark-SAKL0D-processed-gene-9.37-mRNA-1_1&gene=genemark-SAKL0D-processed-gene-9.37&CDS=1-1992	YJR045C, YLR369W
89	OG0000089	augustus_masked-SAKL0D-processed-gene-11.249-mRNA-1_1&gene=augustus_masked-SAKL0D-processed-gene-11.249&CDS=1-2124, augustus_masked-SAKL0H-processed-gene-12.87-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.87&CDS=1-2049	YAL054C, YLR153C
90	OG0000090	augustus_masked-SAKL0D-processed-gene-11.294-mRNA-1_1&gene=augustus_masked-SAKL0D-processed-gene-11.294&CDS=1-1149, maker-SAKL0D-snap-gene-11.212-mRNA-1_1&gene=maker-SAKL0D-snap-gene-11.212&CDS=1-1293	YAL060W, YAL061W
91	OG0000091	augustus_masked-SAKL0E-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-0.111&CDS=1-1128, maker-SAKL0D-augustus-gene-11.209-mRNA-1_1&gene=maker-SAKL0D-augustus-gene-11.209&CDS=1-1983, maker-SAKL0G-augustus-gene-16.195-mRNA-1_1&gene=maker-SAKL0G-augustus-gene-16.195&CDS=1-1533	YLL057C
92	OG0000092	augustus_masked-SAKL0D-processed-gene-11.254-mRNA-1_1&gene=augustus_masked-SAKL0D-processed-gene-11.254&CDS=1-1131, augustus_masked-SAKL0G-processed-gene-16.193-mRNA-1_1&gene=augustus_masked-SAKL0G-processed-gene-16.193&CDS=1-1296	YIL166C, YOL162W
93	OG0000093	augustus_masked-SAKL0E-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-0.104&CDS=1-2844, augustus_masked-SAKL0F-processed-gene-9.135-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.135&CDS=1-3336	YBL063W, YEL061C
94	OG0000094	maker-SAKL0E-snap-gene-1.42-mRNA-1_1&gene=maker-SAKL0E-snap-gene-1.42&CDS=1-3792	YMR006C, YMR008C, YOL011W
95	OG0000095	augustus_masked-SAKL0E-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-2.13&CDS=1-684, maker-SAKL0E-snap-gene-2.1-mRNA-1_1&gene=maker-SAKL0E-snap-gene-2.1&CDS=1-3951	YKL094W, YKL096W
96	OG0000096	augustus_masked-SAKL0E-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-2.38&CDS=1-2490, augustus_masked-SAKL0F-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-3.10&CDS=1-2226	YER017C, YMR089C
97	OG0000097	augustus_masked-SAKL0E-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-2.42&CDS=1-621	YFL060C, YMR095C, YNL334C
98	OG0000098	augustus_masked-SAKL0E-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-5.18&CDS=1-573, augustus_masked-SAKL0E-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.23&CDS=1-573	YGL147C, YNL067W
99	OG0000099	augustus_masked-SAKL0E-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.24&CDS=1-3840, maker-SAKL0H-augustus-gene-4.124-mRNA-1_1&gene=maker-SAKL0H-augustus-gene-4.124&CDS=1-4938	YIL126W, YOR290C
100	OG0000100	augustus_masked-SAKL0E-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.32&CDS=1-1584, augustus_masked-SAKL0H-processed-gene-21.91-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-21.91&CDS=1-1464	YER123W, YHR135C
101	OG0000101	augustus_masked-SAKL0F-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.132&CDS=1-1494, augustus_masked-SAKL0H-processed-gene-19.19-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-19.19&CDS=1-6183	YGL009C, YGL202W
102	OG0000102	augustus_masked-SAKL0F-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-3.33&CDS=1-3417, augustus_masked-SAKL0G-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-SAKL0G-processed-gene-0.19&CDS=1-3366	YER013W, YKR086W
103	OG0000103	augustus_masked-SAKL0F-processed-gene-6.148-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-6.148&CDS=1-3642, augustus_masked-SAKL0H-processed-gene-8.19-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-8.19&CDS=1-2127	YIL039W, YPL074W
104	OG0000104	augustus_masked-SAKL0F-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-6.136&CDS=1-1539	YER056C, YER060W, YER060W-A
105	OG0000105	augustus_masked-SAKL0F-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.105&CDS=1-2295, augustus_masked-SAKL0H-processed-gene-5.160-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-5.160&CDS=1-1317	YBL052C, YOR244W
106	OG0000106	augustus_masked-SAKL0F-processed-gene-12.256-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.256&CDS=1-1137, augustus_masked-SAKL0H-processed-gene-12.84-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.84&CDS=1-1140, augustus_masked-SAKL0H-processed-gene-13.12-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.12&CDS=1-1197	YLR130C
107	OG0000107	augustus_masked-SAKL0G-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-SAKL0G-processed-gene-1.42&CDS=1-1161, augustus_masked-SAKL0H-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-4.89&CDS=1-1665	YGR059W, YHR107C
108	OG0000108	augustus_masked-SAKL0H-processed-gene-20.21-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-20.21&CDS=1-5586, snap_masked-SAKL0G-processed-gene-4.50-mRNA-1_1&gene=snap_masked-SAKL0G-processed-gene-4.50&CDS=1-7332	YDR420W, YGR013W
109	OG0000109	augustus_masked-SAKL0G-processed-gene-15.6-mRNA-1_1&gene=augustus_masked-SAKL0G-processed-gene-15.6&CDS=1-2745, augustus_masked-SAKL0G-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-SAKL0G-processed-gene-9.26&CDS=1-2208	YHR031C, YML061C
110	OG0000110	augustus_masked-SAKL0G-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-SAKL0G-processed-gene-9.28&CDS=1-2466, snap_masked-SAKL0H-processed-gene-6.129-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-6.129&CDS=1-2571	YHR028C, YOR219C
111	OG0000111	maker-SAKL0G-augustus-gene-14.129-mRNA-1_1&gene=maker-SAKL0G-augustus-gene-14.129&CDS=1-1626	YHR216W, YLR432W, YML056C
112	OG0000112	augustus_masked-SAKL0H-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-1.38&CDS=1-5862, augustus_masked-SAKL0H-processed-gene-15.21-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.21&CDS=1-6528	YER172C, YGR271W
113	OG0000113	augustus_masked-SAKL0H-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-3.103&CDS=1-2478, snap_masked-SAKL0H-processed-gene-9.75-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-9.75&CDS=1-612	YDR253C, YGR067C
114	OG0000114	augustus_masked-SAKL0H-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.10&CDS=1-3297	YDR038C, YDR039C, YDR040C
115	OG0000115	augustus_masked-SAKL0H-processed-gene-14.1-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.1&CDS=1-4497, augustus_masked-SAKL0H-processed-gene-20.47-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-20.47&CDS=1-4674	YDR135C, YLL015W
116	OG0000116	snap_masked-SAKL0H-processed-gene-18.41-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-18.41&CDS=1-999, snap_masked-SAKL0H-processed-gene-18.42-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-18.42&CDS=1-951	YPR013C, YPR015C
117	OG0000117		YBR297W, YFL052W, YGR288W, YPR196W
118	OG0000118	augustus_masked-SAKL0A-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-0.21&CDS=1-3840, augustus_masked-SAKL0F-processed-gene-12.223-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.223&CDS=1-3843	YKL215C
119	OG0000119	augustus_masked-SAKL0A-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-2.34&CDS=1-1542	YMR199W, YPL256C
120	OG0000120	augustus_masked-SAKL0A-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-3.4&CDS=1-2118	YMR186W, YPL240C
121	OG0000121	augustus_masked-SAKL0A-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-3.10&CDS=1-876	YMR183C, YPL232W
122	OG0000122	augustus_masked-SAKL0A-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-3.11&CDS=1-5670, maker-SAKL0E-augustus-gene-7.39-mRNA-1_1&gene=maker-SAKL0E-augustus-gene-7.39&CDS=1-7824	YPL231W
123	OG0000123	augustus_masked-SAKL0A-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-3.20&CDS=1-651	YGL135W, YPL220W
124	OG0000124	augustus_masked-SAKL0A-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-4.12&CDS=1-1704, augustus_masked-SAKL0F-processed-gene-9.100-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.100&CDS=1-1692	YDL174C
125	OG0000125	augustus_masked-SAKL0A-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-4.14&CDS=1-732	YGL076C, YPL198W
126	OG0000126	augustus_masked-SAKL0A-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-4.43&CDS=1-1899	YOR389W, YPL277C
127	OG0000127	augustus_masked-SAKL0A-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.133&CDS=1-1422, snap_masked-SAKL0E-processed-gene-4.52-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-4.52&CDS=1-1347	YMR136W
128	OG0000128	augustus_masked-SAKL0A-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.122&CDS=1-3519	YBR218C, YGL062W
129	OG0000129	augustus_masked-SAKL0A-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-6.131&CDS=1-642	YLR293C, YOR185C
130	OG0000130	snap_masked-SAKL0A-processed-gene-7.61-mRNA-1_1&gene=snap_masked-SAKL0A-processed-gene-7.61&CDS=1-219	YLR287C-A, YOR182C
131	OG0000131	augustus_masked-SAKL0A-processed-gene-7.8-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-7.8&CDS=1-2175, augustus_masked-SAKL0E-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-0.110&CDS=1-1806	YLR286C
132	OG0000132	maker-SAKL0A-augustus-gene-7.50-mRNA-1_1&gene=maker-SAKL0A-augustus-gene-7.50&CDS=1-414	YHL001W, YKL006W
133	OG0000133	augustus_masked-SAKL0A-processed-gene-8.20-mRNA-1_1&gene=augustus_masked-SAKL0A-processed-gene-8.20&CDS=1-1461, augustus_masked-SAKL0C-processed-gene-11.43-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.43&CDS=1-1476	YGR197C
134	OG0000134	augustus_masked-SAKL0B-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-0.85&CDS=1-1557, snap_masked-SAKL0F-processed-gene-8.4-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-8.4&CDS=1-2205	YDL194W
135	OG0000135	augustus_masked-SAKL0B-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-0.103&CDS=1-1659, genemark-SAKL0H-processed-gene-0.42-mRNA-1_1&gene=genemark-SAKL0H-processed-gene-0.42&CDS=1-1689	YMR319C
136	OG0000136	genemark-SAKL0B-processed-gene-0.25-mRNA-1_1&gene=genemark-SAKL0B-processed-gene-0.25&CDS=1-1569, snap_masked-SAKL0C-processed-gene-11.246-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-11.246&CDS=1-1653	YFL055W
137	OG0000137	augustus_masked-SAKL0B-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-0.95&CDS=1-1062	YDL246C, YJR159W
138	OG0000138	augustus_masked-SAKL0B-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-0.99&CDS=1-1581, augustus_masked-SAKL0D-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-SAKL0D-processed-gene-8.108&CDS=1-1674	YFL040W
139	OG0000139	genemark-SAKL0B-processed-gene-3.45-mRNA-1_1&gene=genemark-SAKL0B-processed-gene-3.45&CDS=1-2214, maker-SAKL0H-snap-gene-7.55-mRNA-1_1&gene=maker-SAKL0H-snap-gene-7.55&CDS=1-2040	YPR003C
140	OG0000140	augustus_masked-SAKL0B-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-3.94&CDS=1-1122, augustus_masked-SAKL0H-processed-gene-16.36-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.36&CDS=1-1119	YER145C
141	OG0000141	snap_masked-SAKL0B-processed-gene-3.9-mRNA-1_1&gene=snap_masked-SAKL0B-processed-gene-3.9&CDS=1-894	YGL162W, YPR009W
142	OG0000142	augustus_masked-SAKL0B-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-3.116&CDS=1-324	YGR027C, YLR333C
143	OG0000143	augustus_masked-SAKL0B-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-5.111&CDS=1-552	YMR242C, YOR312C
144	OG0000144	augustus_masked-SAKL0B-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-5.123&CDS=1-441	YBR082C, YDR059C
145	OG0000145	augustus_masked-SAKL0B-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-5.105&CDS=1-2952, augustus_masked-SAKL0G-processed-gene-12.114-mRNA-1_1&gene=augustus_masked-SAKL0G-processed-gene-12.114&CDS=1-2835	YBR084W
146	OG0000146	snap_masked-SAKL0B-processed-gene-5.39-mRNA-1_1&gene=snap_masked-SAKL0B-processed-gene-5.39&CDS=1-588	YBL027W, YBR084C-A
147	OG0000147	augustus_masked-SAKL0B-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-6.134&CDS=1-279	YBR089C-A, YPR052C
148	OG0000148	maker-SAKL0B-snap-gene-7.50-mRNA-1_1&gene=maker-SAKL0B-snap-gene-7.50&CDS=1-2496	YBR118W, YPR080W
149	OG0000149	augustus_masked-SAKL0B-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-7.45&CDS=1-522	YGR085C, YPR102C
150	OG0000150	snap_masked-SAKL0B-processed-gene-8.93-mRNA-1_1&gene=snap_masked-SAKL0B-processed-gene-8.93&CDS=1-1395	YAL028W, YOR324C
151	OG0000151	augustus_masked-SAKL0B-processed-gene-9.115-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-9.115&CDS=1-1716, augustus_masked-SAKL0F-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-7.124&CDS=1-1674	YOR348C
152	OG0000152	augustus_masked-SAKL0B-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-10.34&CDS=1-2361	YKL072W, YMR053C
153	OG0000153	augustus_masked-SAKL0B-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-SAKL0B-processed-gene-10.40&CDS=1-783	YHR203C, YJR145C
