	OrthologID	Nakaseomyces_delphensis	Saccharomyces_cerevisiae
71	OG0000071	maker-NADE0S04-augustus-gene-2.80-mRNA-1_1&gene=maker-NADE0S04-augustus-gene-2.80&CDS=1-1512	YCR102C, YLR460C, YNL134C
72	OG0000072	augustus_masked-NADE0S04-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-2.75&CDS=1-1761, snap_masked-NADE0S12-processed-gene-4.25-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.25&CDS=1-1737	YNL095C, YOR092W
73	OG0000073	snap_masked-NADE0S04-processed-gene-6.81-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.81&CDS=1-564, snap_masked-NADE0S27-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.13&CDS=1-654	YGR049W, YLR356W
74	OG0000074	maker-NADE0S04-snap-gene-6.117-mRNA-1_1&gene=maker-NADE0S04-snap-gene-6.117&CDS=1-390, snap_masked-NADE0S06-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NADE0S06-processed-gene-1.110&CDS=1-390	YJL190C, YLR367W
75	OG0000075	snap_masked-NADE0S04-processed-gene-6.90-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.90&CDS=1-1485, snap_masked-NADE0S15-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NADE0S15-processed-gene-2.93&CDS=1-1431	YDL048C, YLR375W
76	OG0000076	maker-NADE0S04-augustus-gene-7.0-mRNA-1_1&gene=maker-NADE0S04-augustus-gene-7.0&CDS=1-2904, snap_masked-NADE0S17-processed-gene-3.19-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-3.19&CDS=1-1494	YDR198C, YLR238W
77	OG0000077	augustus_masked-NADE0S12-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-0.112&CDS=1-999, snap_masked-NADE0S04-processed-gene-9.30-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-9.30&CDS=1-993	YGR192C, YJR009C
78	OG0000078	snap_masked-NADE0S04-processed-gene-9.34-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-9.34&CDS=1-1593, snap_masked-NADE0S09-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-0.31&CDS=1-1911, snap_masked-NADE0S09-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-0.33&CDS=1-1521	YGR197C
79	OG0000079	augustus_masked-NADE0S04-processed-gene-9.106-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-9.106&CDS=1-1392, genemark-NADE0S09-processed-gene-6.52-mRNA-1_1&gene=genemark-NADE0S09-processed-gene-6.52&CDS=1-1167	YGL082W, YPL191C
80	OG0000080	augustus_masked-NADE0S04-processed-gene-9.109-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-9.109&CDS=1-1305, augustus_masked-NADE0S09-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-6.106&CDS=1-1716	YGL071W, YPL202C
81	OG0000081	augustus_masked-NADE0S05-processed-gene-8.30-mRNA-1_1&gene=augustus_masked-NADE0S05-processed-gene-8.30&CDS=1-5625, snap_masked-NADE0S04-processed-gene-10.145-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-10.145&CDS=1-3156	YGR119C, YMR047C
82	OG0000082	augustus_masked-NADE0S05-processed-gene-8.32-mRNA-1_1&gene=augustus_masked-NADE0S05-processed-gene-8.32&CDS=1-2436, maker-NADE0S04-snap-gene-10.210-mRNA-1_1&gene=maker-NADE0S04-snap-gene-10.210&CDS=1-2412	YKL072W, YMR053C
83	OG0000083	snap_masked-NADE0S04-processed-gene-10.146-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-10.146&CDS=1-2766, snap_masked-NADE0S25-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.118&CDS=1-2577	YMR054W, YOR270C
84	OG0000084	maker-NADE0S13-augustus-gene-2.177-mRNA-1_1&gene=maker-NADE0S13-augustus-gene-2.177&CDS=1-4953, snap_masked-NADE0S05-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-1.52&CDS=1-1812	YDL109C, YGL144C
85	OG0000085	snap_masked-NADE0S05-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-1.96&CDS=1-1935, snap_masked-NADE0S25-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.33&CDS=1-1179	YEL007W, YHR177W
86	OG0000086	snap_masked-NADE0S05-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-2.93&CDS=1-2559, snap_masked-NADE0S12-processed-gene-4.34-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.34&CDS=1-2313	YKR089C, YOR081C
87	OG0000087	snap_masked-NADE0S05-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-2.114&CDS=1-3183, snap_masked-NADE0S25-processed-gene-4.44-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.44&CDS=1-3429	YER013W, YKR086W
88	OG0000088	snap_masked-NADE0S05-processed-gene-3.22-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-3.22&CDS=1-2259, snap_masked-NADE0S27-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.110&CDS=1-2295	YOR256C, YPL176C
89	OG0000089	snap_masked-NADE0S05-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-3.26&CDS=1-2208, snap_masked-NADE0S09-processed-gene-8.124-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.124&CDS=1-2526	YML109W, YMR273C
90	OG0000090	snap_masked-NADE0S05-processed-gene-4.5-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-4.5&CDS=1-2433, snap_masked-NADE0S25-processed-gene-4.16-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.16&CDS=1-2169	YER017C, YMR089C
91	OG0000091	snap_masked-NADE0S05-processed-gene-4.24-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-4.24&CDS=1-1104, snap_masked-NADE0S05-processed-gene-6.42-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-6.42&CDS=1-1056	YMR303C, YOL086C
92	OG0000092	augustus_masked-NADE0S15-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NADE0S15-processed-gene-1.76&CDS=1-1305, snap_masked-NADE0S05-processed-gene-4.30-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-4.30&CDS=1-1164	YAL015C, YOL043C
93	OG0000093	snap_masked-NADE0S05-processed-gene-5.18-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-5.18&CDS=1-2211, snap_masked-NADE0S12-processed-gene-3.27-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.27&CDS=1-2259	YJL082W, YKR018C
94	OG0000094	snap_masked-NADE0S05-processed-gene-5.45-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-5.45&CDS=1-1302, snap_masked-NADE0S12-processed-gene-4.31-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.31&CDS=1-789	YNL108C, YOR110W
95	OG0000095	snap_masked-NADE0S05-processed-gene-6.38-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-6.38&CDS=1-3192, snap_masked-NADE0S15-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NADE0S15-processed-gene-1.32&CDS=1-3063	YBR150C, YOL089C
96	OG0000096	augustus_masked-NADE0S05-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-NADE0S05-processed-gene-6.103&CDS=1-9099, augustus_masked-NADE0S17-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-4.53&CDS=1-9270	YBR140C, YOL081W
97	OG0000097	augustus_masked-NADE0S25-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-2.35&CDS=1-2532, snap_masked-NADE0S05-processed-gene-7.122-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-7.122&CDS=1-2343	YDR409W, YOR156C
98	OG0000098	snap_masked-NADE0S05-processed-gene-8.94-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-8.94&CDS=1-4485, snap_masked-NADE0S25-processed-gene-2.125-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.125&CDS=1-4632	YDR406W, YOR153W
99	OG0000099	snap_masked-NADE0S05-processed-gene-8.101-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-8.101&CDS=1-1161, snap_masked-NADE0S25-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.119&CDS=1-1056	YLR270W, YOR173W
100	OG0000100	snap_masked-NADE0S05-processed-gene-9.128-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-9.128&CDS=1-471, snap_masked-NADE0S15-processed-gene-3.23-mRNA-1_1&gene=snap_masked-NADE0S15-processed-gene-3.23&CDS=1-471	YEL034W, YJR047C
101	OG0000101	snap_masked-NADE0S05-processed-gene-9.108-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-9.108&CDS=1-4575, snap_masked-NADE0S06-processed-gene-2.17-mRNA-1_1&gene=snap_masked-NADE0S06-processed-gene-2.17&CDS=1-4629	YDR135C, YLL015W
102	OG0000102	snap_masked-NADE0S05-processed-gene-9.110-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-9.110&CDS=1-1656, snap_masked-NADE0S17-processed-gene-2.78-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-2.78&CDS=1-1488	YDR132C, YLR108C
103	OG0000103	snap_masked-NADE0S05-processed-gene-10.0-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-10.0&CDS=1-2700, snap_masked-NADE0S18-processed-gene-1.177-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.177&CDS=1-1602	YBR172C, YPL105C
104	OG0000104	snap_masked-NADE0S05-processed-gene-10.17-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-10.17&CDS=1-1191, snap_masked-NADE0S09-processed-gene-9.185-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.185&CDS=1-1221	YDR218C, YJR076C
105	OG0000105	snap_masked-NADE0S05-processed-gene-10.34-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-10.34&CDS=1-2952, snap_masked-NADE0S06-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NADE0S06-processed-gene-2.36&CDS=1-2049	YGL049C, YGR162W
106	OG0000106	snap_masked-NADE0S05-processed-gene-10.73-mRNA-1_1&gene=snap_masked-NADE0S05-processed-gene-10.73&CDS=1-2337, snap_masked-NADE0S09-processed-gene-4.4-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-4.4&CDS=1-2328	YJL200C, YLR304C
107	OG0000107	snap_masked-NADE0S06-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NADE0S06-processed-gene-0.94&CDS=1-1146, snap_masked-NADE0S09-processed-gene-9.169-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.169&CDS=1-1149	YDR502C, YLR180W
108	OG0000108	augustus_masked-NADE0S06-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NADE0S06-processed-gene-3.8&CDS=1-915, snap_masked-NADE0S27-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.43&CDS=1-942	YDR492W, YOL002C
109	OG0000109	maker-NADE0S25-snap-gene-0.75-mRNA-1_1&gene=maker-NADE0S25-snap-gene-0.75&CDS=1-4068, snap_masked-NADE0S06-processed-gene-3.135-mRNA-1_1&gene=snap_masked-NADE0S06-processed-gene-3.135&CDS=1-2097	YMR008C, YOL011W
110	OG0000110	augustus_masked-NADE0S08-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NADE0S08-processed-gene-0.13&CDS=1-1836, snap_masked-NADE0S06-processed-gene-3.140-mRNA-1_1&gene=snap_masked-NADE0S06-processed-gene-3.140&CDS=1-1422	YNL299W, YOL115W
111	OG0000111	snap_masked-NADE0S06-processed-gene-4.96-mRNA-1_1&gene=snap_masked-NADE0S06-processed-gene-4.96&CDS=1-1647, snap_masked-NADE0S09-processed-gene-9.128-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.128&CDS=1-1770, snap_masked-NADE0S24-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.36&CDS=1-1551	YLR120C
112	OG0000112	snap_masked-NADE0S06-processed-gene-4.115-mRNA-1_1&gene=snap_masked-NADE0S06-processed-gene-4.115&CDS=1-432, snap_masked-NADE0S12-processed-gene-12.57-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-12.57&CDS=1-309	YCR083W, YLR043C
113	OG0000113	snap_masked-NADE0S06-processed-gene-7.95-mRNA-1_1&gene=snap_masked-NADE0S06-processed-gene-7.95&CDS=1-747, snap_masked-NADE0S09-processed-gene-8.99-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.99&CDS=1-750	YDR099W, YER177W
114	OG0000114	augustus_masked-NADE0S06-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-NADE0S06-processed-gene-7.14&CDS=1-1584, snap_masked-NADE0S12-processed-gene-7.10-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-7.10&CDS=1-1767	YMR198W, YPL253C
115	OG0000115	augustus_masked-NADE0S08-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NADE0S08-processed-gene-1.35&CDS=1-2382, augustus_masked-NADE0S17-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-0.34&CDS=1-1596, snap_masked-NADE0S16-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NADE0S16-processed-gene-0.76&CDS=1-2142, snap_masked-NADE0S17-processed-gene-1.0-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-1.0&CDS=1-2709	
116	OG0000116	augustus_masked-NADE0S17-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-2.107&CDS=1-1089, snap_masked-NADE0S09-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-1.28&CDS=1-957	YAL034C, YOR338W
117	OG0000117	augustus_masked-NADE0S09-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-1.118&CDS=1-609, snap_masked-NADE0S12-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.26&CDS=1-642	YBR264C, YKR014C
118	OG0000118	snap_masked-NADE0S09-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-1.35&CDS=1-1446, snap_masked-NADE0S24-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.53&CDS=1-1407	YBR263W, YLR058C
119	OG0000119	genemark-NADE0S09-processed-gene-1.70-mRNA-1_1&gene=genemark-NADE0S09-processed-gene-1.70&CDS=1-1656, snap_masked-NADE0S09-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-1.18&CDS=1-1767, snap_masked-NADE0S09-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-1.19&CDS=1-1878	YNL125C
120	OG0000120	augustus_masked-NADE0S17-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-1.52&CDS=1-2196, snap_masked-NADE0S09-processed-gene-2.99-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-2.99&CDS=1-1482	YMR177W, YPL227C
121	OG0000121	snap_masked-NADE0S09-processed-gene-2.102-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-2.102&CDS=1-2421, snap_masked-NADE0S17-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-1.29&CDS=1-2499	YGL139W, YPL221W
122	OG0000122	augustus_masked-NADE0S09-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-3.111&CDS=1-912, augustus_masked-NADE0S09-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-3.131&CDS=1-1119, augustus_masked-NADE0S09-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-5.76&CDS=1-1041	YKL164C
123	OG0000123	snap_masked-NADE0S09-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-3.24&CDS=1-2466, snap_masked-NADE0S09-processed-gene-5.12-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-5.12&CDS=1-2280	YJL165C, YKL168C
124	OG0000124	maker-NADE0S09-augustus-gene-4.87-mRNA-1_1&gene=maker-NADE0S09-augustus-gene-4.87&CDS=1-2373, snap_masked-NADE0S17-processed-gene-3.8-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-3.8&CDS=1-2475	YIL130W, YJL206C
125	OG0000125	snap_masked-NADE0S09-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-4.33&CDS=1-408, snap_masked-NADE0S27-processed-gene-4.111-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-4.111&CDS=1-408	YBR010W, YNL031C
126	OG0000126	augustus_masked-NADE0S09-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-6.144&CDS=1-624, maker-NADE0S17-snap-gene-2.84-mRNA-1_1&gene=maker-NADE0S17-snap-gene-2.84&CDS=1-4077	YLR277C, YOR179C
127	OG0000127	snap_masked-NADE0S09-processed-gene-7.20-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-7.20&CDS=1-6630, snap_masked-NADE0S25-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.36&CDS=1-3339	YJL130C, YJR109C
128	OG0000128	genemark-NADE0S09-processed-gene-8.55-mRNA-1_1&gene=genemark-NADE0S09-processed-gene-8.55&CDS=1-1509, snap_masked-NADE0S15-processed-gene-3.38-mRNA-1_1&gene=snap_masked-NADE0S15-processed-gene-3.38&CDS=1-1389	YEL047C, YJR051W
129	OG0000129	snap_masked-NADE0S09-processed-gene-9.165-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.165&CDS=1-885, snap_masked-NADE0S12-processed-gene-6.132-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.132&CDS=1-879	YLR146C, YPR069C
130	OG0000130	snap_masked-NADE0S09-processed-gene-9.154-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.154&CDS=1-7443, snap_masked-NADE0S25-processed-gene-4.25-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.25&CDS=1-7398	YJR066W, YKL203C
131	OG0000131	genemark-NADE0S12-processed-gene-7.71-mRNA-1_1&gene=genemark-NADE0S12-processed-gene-7.71&CDS=1-2733, snap_masked-NADE0S12-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.28&CDS=1-2577	YHR047C, YKL157W
132	OG0000132	augustus_masked-NADE0S27-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-1.82&CDS=1-1413, snap_masked-NADE0S12-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.10&CDS=1-1617	YHR050W, YLR034C
133	OG0000133	augustus_masked-NADE0S12-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-1.130&CDS=1-2148, snap_masked-NADE0S16-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NADE0S16-processed-gene-0.83&CDS=1-1452	YGR121C, YPR138C
134	OG0000134	augustus_masked-NADE0S16-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NADE0S16-processed-gene-0.71&CDS=1-1863, augustus_masked-NADE0S25-processed-gene-4.180-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-4.180&CDS=1-2415, augustus_masked-NADE0S26-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NADE0S26-processed-gene-0.5&CDS=1-1812, snap_masked-NADE0S12-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.122&CDS=1-1068	
135	OG0000135	maker-NADE0S18-augustus-gene-1.144-mRNA-1_1&gene=maker-NADE0S18-augustus-gene-1.144&CDS=1-2565, snap_masked-NADE0S12-processed-gene-5.95-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.95&CDS=1-1206	YBR207W, YOR099W
136	OG0000136	snap_masked-NADE0S12-processed-gene-5.98-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.98&CDS=1-1950, snap_masked-NADE0S17-processed-gene-6.131-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.131&CDS=1-1878	YBL042C, YBR021W
137	OG0000137	snap_masked-NADE0S12-processed-gene-9.13-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-9.13&CDS=1-543, snap_masked-NADE0S15-processed-gene-6.42-mRNA-1_1&gene=snap_masked-NADE0S15-processed-gene-6.42&CDS=1-543	YDL137W, YDL192W
138	OG0000138	snap_masked-NADE0S12-processed-gene-12.4-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-12.4&CDS=1-1419, snap_masked-NADE0S25-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.25&CDS=1-1722	YDL036C, YOL066C
139	OG0000139	maker-NADE0S12-augustus-gene-12.152-mRNA-1_1&gene=maker-NADE0S12-augustus-gene-12.152&CDS=1-2907, snap_masked-NADE0S27-processed-gene-7.8-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-7.8&CDS=1-2832	YBR084W, YGR204W
140	OG0000140	snap_masked-NADE0S12-processed-gene-12.33-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-12.33&CDS=1-1281, snap_masked-NADE0S17-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-2.72&CDS=1-1182	YDR125C, YLR099C
141	OG0000141	augustus_masked-NADE0S13-processed-gene-2.200-mRNA-1_1&gene=augustus_masked-NADE0S13-processed-gene-2.200&CDS=1-573, snap_masked-NADE0S17-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-3.11&CDS=1-573	YGL147C, YNL067W
142	OG0000142	augustus_masked-NADE0S13-processed-gene-2.210-mRNA-1_1&gene=augustus_masked-NADE0S13-processed-gene-2.210&CDS=1-3126, snap_masked-NADE0S27-processed-gene-8.173-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-8.173&CDS=1-3252	YBR245C, YOR304W
143	OG0000143	maker-NADE0S15-snap-gene-2.91-mRNA-1_1&gene=maker-NADE0S15-snap-gene-2.91&CDS=1-4779, snap_masked-NADE0S17-processed-gene-3.10-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-3.10&CDS=1-4038	YIL126W, YOR290C
144	OG0000144	augustus_masked-NADE0S15-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-NADE0S15-processed-gene-6.119&CDS=1-1773, genemark-NADE0S15-processed-gene-3.50-mRNA-1_1&gene=genemark-NADE0S15-processed-gene-3.50&CDS=1-7398	YNL268W, YNL271C
145	OG0000145	maker-NADE0S27-augustus-gene-8.83-mRNA-1_1&gene=maker-NADE0S27-augustus-gene-8.83&CDS=1-5250, snap_masked-NADE0S15-processed-gene-4.24-mRNA-1_1&gene=snap_masked-NADE0S15-processed-gene-4.24&CDS=1-3534	YBR218C, YGL062W
146	OG0000146	augustus_masked-NADE0S27-processed-gene-8.4-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-8.4&CDS=1-702, snap_masked-NADE0S15-processed-gene-5.118-mRNA-1_1&gene=snap_masked-NADE0S15-processed-gene-5.118&CDS=1-627	YBR242W, YGL101W
147	OG0000147	augustus_masked-NADE0S15-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-NADE0S15-processed-gene-5.81&CDS=1-438	YDL123W, YDR525W-A, YJL151C
148	OG0000148	snap_masked-NADE0S17-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-0.55&CDS=1-2109, snap_masked-NADE0S27-processed-gene-5.4-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-5.4&CDS=1-2049	YAL054C, YLR153C
149	OG0000149	snap_masked-NADE0S17-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-0.64&CDS=1-1191, snap_masked-NADE0S17-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-1.8&CDS=1-1194	YHR179W, YPL171C
150	OG0000150	snap_masked-NADE0S17-processed-gene-3.18-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-3.18&CDS=1-1764	YLR237W, YOR071C, YOR192C
151	OG0000151	snap_masked-NADE0S17-processed-gene-5.88-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.88&CDS=1-1902, snap_masked-NADE0S25-processed-gene-3.95-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.95&CDS=1-1974	YCR048W, YNR019W
152	OG0000152	augustus_masked-NADE0S17-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-5.66&CDS=1-915	YBL030C, YBR085W, YMR056C
153	OG0000153	augustus_masked-NADE0S22-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NADE0S22-processed-gene-0.0&CDS=1-2028, augustus_masked-NADE0S25-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-1.108&CDS=1-2610	YJR059W, YKL198C
154	OG0000154	snap_masked-NADE0S25-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.31&CDS=1-1671	YOL055C, YPL258C, YPR121W
155	OG0000155	augustus_masked-NADE0S25-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-1.106&CDS=1-2748, snap_masked-NADE0S25-processed-gene-4.24-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.24&CDS=1-3015	YJR061W, YKL201C
156	OG0000156		YAR066W, YHR214W, YIL169C, YOL155C
157	OG0000157	snap_masked-NADE0S01-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NADE0S01-processed-gene-0.100&CDS=1-2526	YDR385W, YOR133W
158	OG0000158	snap_masked-NADE0S01-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NADE0S01-processed-gene-0.102&CDS=1-1302, snap_masked-NADE0S27-processed-gene-6.59-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-6.59&CDS=1-1314	YPL145C
159	OG0000159	snap_masked-NADE0S01-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NADE0S01-processed-gene-1.83&CDS=1-3186, snap_masked-NADE0S27-processed-gene-3.62-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-3.62&CDS=1-3960	YML081W
160	OG0000160	augustus_masked-NADE0S08-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NADE0S08-processed-gene-1.34&CDS=1-1173, snap_masked-NADE0S01-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NADE0S01-processed-gene-1.71&CDS=1-1110	YHR208W
161	OG0000161	snap_masked-NADE0S03-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NADE0S03-processed-gene-0.7&CDS=1-1122, snap_masked-NADE0S06-processed-gene-5.17-mRNA-1_1&gene=snap_masked-NADE0S06-processed-gene-5.17&CDS=1-1155	YGR279C
