	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026256_Zygotorulaspora_mrakii
54	OG0000054	YDL025C, YNL183C	genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.73&CDS=1-2085, genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-1.44&CDS=1-2244
55	OG0000055	YDL066W, YLR174W	genemark-NODE_22_length_160053_cov_18.8378_ID_4430-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_22_length_160053_cov_18.8378_ID_4430-processed-gene-0.25&CDS=1-1269, genemark-NODE_27_length_102034_cov_18.5058_ID_6477-processed-gene-0.140-mRNA-1_1&gene=genemark-NODE_27_length_102034_cov_18.5058_ID_6477-processed-gene-0.140&CDS=1-1236
56	OG0000056	YDL126C, YLR397C	augustus_masked-NODE_22_length_160053_cov_18.8378_ID_4430-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_22_length_160053_cov_18.8378_ID_4430-processed-gene-0.169&CDS=1-4320, augustus_masked-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-2.71&CDS=1-2874
57	OG0000057	YDL138W, YDL194W	genemark-NODE_16_length_242885_cov_18.2149_ID_3109-processed-gene-1.148-mRNA-1_1&gene=genemark-NODE_16_length_242885_cov_18.2149_ID_3109-processed-gene-1.148&CDS=1-1578, maker-NODE_8_length_392823_cov_18.3038_ID_6921-augustus-gene-1.144-mRNA-1_1&gene=maker-NODE_8_length_392823_cov_18.3038_ID_6921-augustus-gene-1.144&CDS=1-3321
58	OG0000058	YDL210W	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.33&CDS=1-1713, genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.21-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.21&CDS=1-1722, genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.34-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.34&CDS=1-1683
59	OG0000059	YDR038C, YDR039C, YDR040C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.41-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.41&CDS=1-3309
60	OG0000060	YDR135C, YLL015W	genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-6.128-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-6.128&CDS=1-4536, snap_masked-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-5.84-mRNA-1_1&gene=snap_masked-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-5.84&CDS=1-4602
61	OG0000061	YDR144C, YLR120C, YLR121C	augustus_masked-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-6.72&CDS=1-2478
62	OG0000062	YDR256C, YGR088W	augustus_masked-NODE_34_length_54318_cov_17.7253_ID_6616-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_34_length_54318_cov_17.7253_ID_6616-processed-gene-0.81&CDS=1-1548, maker-NODE_1_length_1100707_cov_17.8797_ID_2461-augustus-gene-10.51-mRNA-1_1&gene=maker-NODE_1_length_1100707_cov_17.8797_ID_2461-augustus-gene-10.51&CDS=1-2823
63	OG0000063	YDR258C, YLL026W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.204-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.204&CDS=1-2445, maker-NODE_8_length_392823_cov_18.3038_ID_6921-snap-gene-2.3-mRNA-1_1&gene=maker-NODE_8_length_392823_cov_18.3038_ID_6921-snap-gene-2.3&CDS=1-4548
64	OG0000064	YDR368W, YOR120W	augustus_masked-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.122&CDS=1-924, maker-NODE_7_length_402487_cov_18.3106_ID_7148-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_7_length_402487_cov_18.3106_ID_7148-snap-gene-0.0&CDS=1-915
65	OG0000065	YDR420W, YGR014W	snap_masked-NODE_12_length_282192_cov_18.97_ID_9233-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_12_length_282192_cov_18.97_ID_9233-processed-gene-0.68&CDS=1-3543, snap_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-2.98&CDS=1-4662
66	OG0000066	YDR492W, YOL002C	genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-4.158-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-4.158&CDS=1-981, genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.132&CDS=1-963
67	OG0000067	YDR507C, YKL101W	genemark-NODE_28_length_89861_cov_18.1069_ID_5605-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_28_length_89861_cov_18.1069_ID_5605-processed-gene-0.119&CDS=1-3456, genemark-NODE_29_length_79791_cov_18.9627_ID_6201-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_29_length_79791_cov_18.9627_ID_6201-processed-gene-0.108&CDS=1-4206
68	OG0000068	YEL063C, YNL268W	augustus_masked-NODE_24_length_144926_cov_18.6856_ID_4282-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_24_length_144926_cov_18.6856_ID_4282-processed-gene-0.39&CDS=1-1800, genemark-NODE_24_length_144926_cov_18.6856_ID_4282-processed-gene-0.140-mRNA-1_1&gene=genemark-NODE_24_length_144926_cov_18.6856_ID_4282-processed-gene-0.140&CDS=1-1725
69	OG0000069	YEL070W, YNR073C	genemark-NODE_25_length_111172_cov_23.1056_ID_5719-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_25_length_111172_cov_23.1056_ID_5719-processed-gene-0.46&CDS=1-1512, genemark-NODE_30_length_72909_cov_19.772_ID_8197-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_30_length_72909_cov_19.772_ID_8197-processed-gene-0.95&CDS=1-1512
70	OG0000070	YER011W, YOR009W, YOR010C	genemark-NODE_18_length_201302_cov_18.8036_ID_4532-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_18_length_201302_cov_18.8036_ID_4532-processed-gene-0.18&CDS=1-699
71	OG0000071	YER017C, YMR089C	genemark-NODE_18_length_201302_cov_18.8036_ID_4532-processed-gene-1.151-mRNA-1_1&gene=genemark-NODE_18_length_201302_cov_18.8036_ID_4532-processed-gene-1.151&CDS=1-2352, genemark-NODE_29_length_79791_cov_18.9627_ID_6201-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_29_length_79791_cov_18.9627_ID_6201-processed-gene-0.111&CDS=1-2493
72	OG0000072	YER040W, YJL110C	genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-1.208-mRNA-1_1&gene=genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-1.208&CDS=1-1725, genemark-NODE_15_length_245419_cov_17.8024_ID_3878-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_15_length_245419_cov_17.8024_ID_3878-processed-gene-0.98&CDS=1-2478
73	OG0000073	YER056C, YER060W, YER060W-A	genemark-NODE_31_length_71823_cov_18.0035_ID_6311-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_31_length_71823_cov_18.0035_ID_6311-processed-gene-0.8&CDS=1-1611
74	OG0000074	YER123W, YHR135C	genemark-NODE_15_length_245419_cov_17.8024_ID_3878-processed-gene-1.218-mRNA-1_1&gene=genemark-NODE_15_length_245419_cov_17.8024_ID_3878-processed-gene-1.218&CDS=1-1536, genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-0.101&CDS=1-1770
75	OG0000075	YER172C, YGR271W	genemark-NODE_16_length_242885_cov_18.2149_ID_3109-processed-gene-1.201-mRNA-1_1&gene=genemark-NODE_16_length_242885_cov_18.2149_ID_3109-processed-gene-1.201&CDS=1-6489, genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-6.1-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-6.1&CDS=1-5868
76	OG0000076	YER175C, YHR209W	augustus_masked-NODE_32_length_66654_cov_19.2289_ID_6427-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_32_length_66654_cov_19.2289_ID_6427-processed-gene-0.34&CDS=1-855, genemark-NODE_16_length_242885_cov_18.2149_ID_3109-processed-gene-1.203-mRNA-1_1&gene=genemark-NODE_16_length_242885_cov_18.2149_ID_3109-processed-gene-1.203&CDS=1-882
77	OG0000077	YFL041W, YMR058W	augustus_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-0.10&CDS=1-1860, genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.8&CDS=1-1887
78	OG0000078	YFL053W, YML070W	augustus_masked-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-3.27&CDS=1-3387, genemark-NODE_37_length_49052_cov_19.6207_ID_6762-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_37_length_49052_cov_19.6207_ID_6762-processed-gene-0.2&CDS=1-1773
79	OG0000079	YGL073W, YOR140W	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.151-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.151&CDS=1-2535, genemark-NODE_9_length_376274_cov_18.1217_ID_6834-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_9_length_376274_cov_18.1217_ID_6834-processed-gene-0.24&CDS=1-1818
80	OG0000080	YGL077C, YNR056C	maker-NODE_2_length_708340_cov_18.0358_ID_2767-augustus-gene-4.100-mRNA-1_1&gene=maker-NODE_2_length_708340_cov_18.0358_ID_2767-augustus-gene-4.100&CDS=1-3249, maker-NODE_32_length_66654_cov_19.2289_ID_6427-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_32_length_66654_cov_19.2289_ID_6427-augustus-gene-0.0&CDS=1-2019
81	OG0000081	YGL147C, YNL067W	genemark-NODE_6_length_500760_cov_17.8614_ID_5473-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_6_length_500760_cov_17.8614_ID_5473-processed-gene-2.117&CDS=1-573, genemark-NODE_6_length_500760_cov_17.8614_ID_5473-processed-gene-4.28-mRNA-1_1&gene=genemark-NODE_6_length_500760_cov_17.8614_ID_5473-processed-gene-4.28&CDS=1-573
82	OG0000082	YGL255W, YML131W	maker-NODE_5_length_530276_cov_18.07_ID_7041-augustus-gene-0.130-mRNA-1_1&gene=maker-NODE_5_length_530276_cov_18.07_ID_7041-augustus-gene-0.130&CDS=1-1413, maker-NODE_5_length_530276_cov_18.07_ID_7041-snap-gene-0.79-mRNA-1_1&gene=maker-NODE_5_length_530276_cov_18.07_ID_7041-snap-gene-0.79&CDS=1-2307
83	OG0000083	YGR012W, YJL063C	maker-NODE_12_length_282192_cov_18.97_ID_9233-augustus-gene-0.90-mRNA-1_1&gene=maker-NODE_12_length_282192_cov_18.97_ID_9233-augustus-gene-0.90&CDS=1-2526, maker-NODE_7_length_402487_cov_18.3106_ID_7148-augustus-gene-2.1-mRNA-1_1&gene=maker-NODE_7_length_402487_cov_18.3106_ID_7148-augustus-gene-2.1&CDS=1-1845
84	OG0000084	YGR059W, YHR107C	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.31&CDS=1-1446, genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-0.27&CDS=1-1194
85	OG0000085	YGR086C, YPL004C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-10.134-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-10.134&CDS=1-984, genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.269-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.269&CDS=1-945
86	OG0000086	YGR192C, YJL052W, YJR009C	genemark-NODE_9_length_376274_cov_18.1217_ID_6834-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_9_length_376274_cov_18.1217_ID_6834-processed-gene-0.26&CDS=1-987
87	OG0000087	YGR240C, YMR205C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-0.90&CDS=1-2874, genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.48-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.48&CDS=1-2964
88	OG0000088	YHL007C, YNL298W	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.51&CDS=1-2589, genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.181-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.181&CDS=1-2934
89	OG0000089	YHR023W, YOR326W	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-4.16-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-4.16&CDS=1-5604, genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-1.47-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-1.47&CDS=1-4764
90	OG0000090	YHR028C, YOR219C	genemark-NODE_11_length_301531_cov_18.2014_ID_3036-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_11_length_301531_cov_18.2014_ID_3036-processed-gene-1.31&CDS=1-2712, genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-4.36-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-4.36&CDS=1-2511
91	OG0000091	YHR031C, YML061C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-4.39-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-4.39&CDS=1-2112, genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-3.98-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-3.98&CDS=1-2799
92	OG0000092	YHR179W, YPL171C	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-5.104-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-5.104&CDS=1-1197, genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.147-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.147&CDS=1-1191
93	OG0000093	YHR216W, YLR432W, YML056C	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-3.92-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-3.92&CDS=1-1563
94	OG0000094	YIL039W, YPL074W	augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-2.90&CDS=1-4530, genemark-NODE_18_length_201302_cov_18.8036_ID_4532-processed-gene-1.173-mRNA-1_1&gene=genemark-NODE_18_length_201302_cov_18.8036_ID_4532-processed-gene-1.173&CDS=1-4044
95	OG0000095	YIL126W, YOR290C	maker-NODE_12_length_282192_cov_18.97_ID_9233-augustus-gene-1.168-mRNA-1_1&gene=maker-NODE_12_length_282192_cov_18.97_ID_9233-augustus-gene-1.168&CDS=1-5298, maker-NODE_6_length_500760_cov_17.8614_ID_5473-snap-gene-4.54-mRNA-1_1&gene=maker-NODE_6_length_500760_cov_17.8614_ID_5473-snap-gene-4.54&CDS=1-3945
96	OG0000096	YIL130W, YJL206C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-10.120-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-10.120&CDS=1-1917, genemark-NODE_6_length_500760_cov_17.8614_ID_5473-processed-gene-4.31-mRNA-1_1&gene=genemark-NODE_6_length_500760_cov_17.8614_ID_5473-processed-gene-4.31&CDS=1-2925
97	OG0000097	YIL159W, YNL271C	genemark-NODE_11_length_301531_cov_18.2014_ID_3036-processed-gene-2.148-mRNA-1_1&gene=genemark-NODE_11_length_301531_cov_18.2014_ID_3036-processed-gene-2.148&CDS=1-4995, maker-NODE_24_length_144926_cov_18.6856_ID_4282-snap-gene-0.185-mRNA-1_1&gene=maker-NODE_24_length_144926_cov_18.6856_ID_4282-snap-gene-0.185&CDS=1-5601
98	OG0000098	YJL023C	augustus_masked-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.63&CDS=1-3489, snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.99-mRNA-1_1&gene=snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.99&CDS=1-900, snap_masked-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.3-mRNA-1_1&gene=snap_masked-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.3&CDS=1-2022
99	OG0000099	YJL130C, YJR109C	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.24-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.24&CDS=1-3336, snap_masked-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.94&CDS=1-6669
100	OG0000100	YJL200C, YLR304C	augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-10.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-10.35&CDS=1-2367, genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-2.54&CDS=1-2331
101	OG0000101	YJR130C, YLL058W	genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.84&CDS=1-1725, genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-3.132-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-3.132&CDS=1-2082
102	OG0000102	YKL080W, YPL048W	augustus_masked-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.118&CDS=1-4170, augustus_masked-NODE_34_length_54318_cov_17.7253_ID_6616-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_34_length_54318_cov_17.7253_ID_6616-processed-gene-0.80&CDS=1-1236
103	OG0000103	YKL146W, YNL101W	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-4.29-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-4.29&CDS=1-1938, genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-8.59-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-8.59&CDS=1-2151
104	OG0000104	YKR001C, YLL001W	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-3.116-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-3.116&CDS=1-2346, genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.174-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.174&CDS=1-2094
105	OG0000105	YKR042W, YNL066W	genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-1.205-mRNA-1_1&gene=genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-1.205&CDS=1-1161, genemark-NODE_6_length_500760_cov_17.8614_ID_5473-processed-gene-4.4-mRNA-1_1&gene=genemark-NODE_6_length_500760_cov_17.8614_ID_5473-processed-gene-4.4&CDS=1-1314
106	OG0000106	YLR144C, YNR067C	genemark-NODE_16_length_242885_cov_18.2149_ID_3109-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_16_length_242885_cov_18.2149_ID_3109-processed-gene-0.98&CDS=1-3303, genemark-NODE_23_length_150654_cov_17.9008_ID_3990-processed-gene-0.182-mRNA-1_1&gene=genemark-NODE_23_length_150654_cov_17.9008_ID_3990-processed-gene-0.182&CDS=1-2289
107	OG0000107	YLR146C, YPR069C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.38-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.38&CDS=1-885, genemark-NODE_23_length_150654_cov_17.9008_ID_3990-processed-gene-0.181-mRNA-1_1&gene=genemark-NODE_23_length_150654_cov_17.9008_ID_3990-processed-gene-0.181&CDS=1-900
108	OG0000108	YLR188W, YPL270W	genemark-NODE_24_length_144926_cov_18.6856_ID_4282-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_24_length_144926_cov_18.6856_ID_4282-processed-gene-0.131&CDS=1-5205, genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-5.92-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-5.92&CDS=1-2292
109	OG0000109	YLR237W, YOR071C, YOR192C	genemark-NODE_23_length_150654_cov_17.9008_ID_3990-processed-gene-0.152-mRNA-1_1&gene=genemark-NODE_23_length_150654_cov_17.9008_ID_3990-processed-gene-0.152&CDS=1-1818
110	OG0000110	YML111W, YNR069C	genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-1.26-mRNA-1_1&gene=genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-1.26&CDS=1-2718, genemark-NODE_16_length_242885_cov_18.2149_ID_3109-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_16_length_242885_cov_18.2149_ID_3109-processed-gene-0.99&CDS=1-2553
111	OG0000111	YMR006C, YMR008C, YOL011W	maker-NODE_3_length_705464_cov_18.5159_ID_3568-snap-gene-4.112-mRNA-1_1&gene=maker-NODE_3_length_705464_cov_18.5159_ID_3568-snap-gene-4.112&CDS=1-3843
112	OG0000112	YMR054W, YOR270C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-1.60&CDS=1-2472, genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.6&CDS=1-2568
113	OG0000113	YMR303C, YOL086C	genemark-NODE_29_length_79791_cov_18.9627_ID_6201-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_29_length_79791_cov_18.9627_ID_6201-processed-gene-0.89&CDS=1-1119, genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.146-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.146&CDS=1-1053
114	OG0000114	YNL059C, YPL231W	augustus_masked-NODE_6_length_500760_cov_17.8614_ID_5473-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-NODE_6_length_500760_cov_17.8614_ID_5473-processed-gene-3.68&CDS=1-7395, genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-1.56&CDS=1-5700
115	OG0000115		augustus_masked-NODE_113_length_868_cov_130.175_ID_14666-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_113_length_868_cov_130.175_ID_14666-processed-gene-0.1&CDS=1-810, augustus_masked-NODE_123_length_750_cov_146.564_ID_14785-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_123_length_750_cov_146.564_ID_14785-processed-gene-0.1&CDS=1-555, augustus_masked-NODE_458_length_275_cov_14.4545_ID_15127-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_458_length_275_cov_14.4545_ID_15127-processed-gene-0.1&CDS=1-207, augustus_masked-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-2.246-mRNA-1_1&gene=augustus_masked-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-2.246&CDS=1-657
