	OrthologID	Lodderomyces_elongisporus	Saccharomyces_cerevisiae
67	OG0000067	snap_masked-NW_001813679.1-processed-gene-7.71-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-7.71&CDS=1-1830, snap_masked-NW_001813680.1-processed-gene-5.57-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-5.57&CDS=1-1743	YJL172W, YOL153C
68	OG0000068	augustus_masked-NW_001813684.1-processed-gene-10.2-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-10.2&CDS=1-5649, snap_masked-NW_001813680.1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-0.77&CDS=1-1146	YER169W, YMR176W
69	OG0000069	snap_masked-NW_001813680.1-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.51&CDS=1-2658	YML111W, YMR275C, YNR069C
70	OG0000070	snap_masked-NW_001813680.1-processed-gene-9.86-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-9.86&CDS=1-2220, snap_masked-NW_001813683.1-processed-gene-18.46-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-18.46&CDS=1-2757	YDR314C, YER162C
71	OG0000071	maker-NW_001813680.1-snap-gene-10.3-mRNA-1_1&gene=maker-NW_001813680.1-snap-gene-10.3&CDS=1-2583, snap_masked-NW_001813685.1-processed-gene-30.18-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-30.18&CDS=1-2208	YDL113C, YDR425W
72	OG0000072	augustus_masked-NW_001813681.1-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NW_001813681.1-processed-gene-1.17&CDS=1-5451, snap_masked-NW_001813684.1-processed-gene-19.48-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.48&CDS=1-4620	YDR093W, YER166W
73	OG0000073	snap_masked-NW_001813681.1-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NW_001813681.1-processed-gene-2.16&CDS=1-5700, snap_masked-NW_001813682.1-processed-gene-13.60-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.60&CDS=1-4647	YHR023W, YOR326W
74	OG0000074	genemark-NW_001813681.1-processed-gene-2.60-mRNA-1_1&gene=genemark-NW_001813681.1-processed-gene-2.60&CDS=1-2976, snap_masked-NW_001813681.1-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NW_001813681.1-processed-gene-2.23&CDS=1-4194	YBR150C, YOL089C
75	OG0000075	snap_masked-NW_001813681.1-processed-gene-11.45-mRNA-1_1&gene=snap_masked-NW_001813681.1-processed-gene-11.45&CDS=1-1446, snap_masked-NW_001813682.1-processed-gene-5.115-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-5.115&CDS=1-1446, snap_masked-NW_001813685.1-processed-gene-21.54-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-21.54&CDS=1-1461	YKL221W
76	OG0000076	maker-NW_001813685.1-snap-gene-26.100-mRNA-1_1&gene=maker-NW_001813685.1-snap-gene-26.100&CDS=1-2157, maker-NW_001813685.1-snap-gene-26.101-mRNA-1_1&gene=maker-NW_001813685.1-snap-gene-26.101&CDS=1-2814, snap_masked-NW_001813681.1-processed-gene-11.15-mRNA-1_1&gene=snap_masked-NW_001813681.1-processed-gene-11.15&CDS=1-924	YJR019C
77	OG0000077	snap_masked-NW_001813681.1-processed-gene-11.48-mRNA-1_1&gene=snap_masked-NW_001813681.1-processed-gene-11.48&CDS=1-492, snap_masked-NW_001813684.1-processed-gene-5.9-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-5.9&CDS=1-474	YDR178W, YLR164W
78	OG0000078	maker-NW_001813681.1-snap-gene-11.8-mRNA-1_1&gene=maker-NW_001813681.1-snap-gene-11.8&CDS=1-1746, snap_masked-NW_001813683.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-0.9&CDS=1-1164	YER028C, YGL209W
79	OG0000079	maker-NW_001813682.1-snap-gene-0.106-mRNA-1_1&gene=maker-NW_001813682.1-snap-gene-0.106&CDS=1-1194, snap_masked-NW_001813682.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-0.65&CDS=1-1887	YER133W, YML016C
80	OG0000080	augustus_masked-NW_001813682.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-0.96&CDS=1-1260, snap_masked-NW_001813685.1-processed-gene-16.80-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-16.80&CDS=1-1314	YKL106W, YLR027C
81	OG0000081	snap_masked-NW_001813682.1-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-2.45&CDS=1-189, snap_masked-NW_001813682.1-processed-gene-3.30-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-3.30&CDS=1-189	YOL013W-A, YOR072W-B
82	OG0000082	augustus_masked-NW_001813682.1-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-2.90&CDS=1-4647, genemark-NW_001813683.1-processed-gene-2.11-mRNA-1_1&gene=genemark-NW_001813683.1-processed-gene-2.11&CDS=1-4218, snap_masked-NW_001813683.1-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-1.42&CDS=1-4368	YGR281W
83	OG0000083	snap_masked-NW_001813682.1-processed-gene-9.14-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-9.14&CDS=1-2508, snap_masked-NW_001813683.1-processed-gene-7.81-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-7.81&CDS=1-2487	YDR463W, YHR006W
84	OG0000084	augustus_masked-NW_001813682.1-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-10.25&CDS=1-408, snap_masked-NW_001813684.1-processed-gene-9.67-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.67&CDS=1-408	YBR010W, YNL031C
85	OG0000085	maker-NW_001813683.1-snap-gene-0.0-mRNA-1_1&gene=maker-NW_001813683.1-snap-gene-0.0&CDS=1-3351, snap_masked-NW_001813682.1-processed-gene-13.79-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.79&CDS=1-2625	YBR073W, YGL163C
86	OG0000086	snap_masked-NW_001813683.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-0.37&CDS=1-1374, snap_masked-NW_001813685.1-processed-gene-15.29-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-15.29&CDS=1-1374	YBR118W, YPR080W
87	OG0000087	augustus_masked-NW_001813683.1-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-2.86&CDS=1-1632, snap_masked-NW_001813683.1-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-2.47&CDS=1-1725, snap_masked-NW_001813684.1-processed-gene-6.60-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-6.60&CDS=1-1725	YCR023C
88	OG0000088	snap_masked-NW_001813683.1-processed-gene-4.98-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-4.98&CDS=1-2067, snap_masked-NW_001813684.1-processed-gene-8.69-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.69&CDS=1-2025	YAL054C, YLR153C
89	OG0000089	snap_masked-NW_001813683.1-processed-gene-6.42-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-6.42&CDS=1-1536	YER056C, YER060W, YER060W-A
90	OG0000090	augustus_masked-NW_001813683.1-processed-gene-12.18-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-12.18&CDS=1-2517, snap_masked-NW_001813683.1-processed-gene-12.63-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-12.63&CDS=1-2238, snap_masked-NW_001813683.1-processed-gene-9.100-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-9.100&CDS=1-2523	YPR159W
91	OG0000091	snap_masked-NW_001813683.1-processed-gene-10.93-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-10.93&CDS=1-1272, snap_masked-NW_001813684.1-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-2.56&CDS=1-2388	YJL137C, YKR058W
92	OG0000092	snap_masked-NW_001813683.1-processed-gene-10.100-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-10.100&CDS=1-993, snap_masked-NW_001813685.1-processed-gene-30.35-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-30.35&CDS=1-1119	YCL064C, YIL167W
93	OG0000093	snap_masked-NW_001813683.1-processed-gene-15.79-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-15.79&CDS=1-783, snap_masked-NW_001813685.1-processed-gene-20.74-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-20.74&CDS=1-786	YHL033C, YLL045C
94	OG0000094	snap_masked-NW_001813683.1-processed-gene-17.4-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-17.4&CDS=1-1605, snap_masked-NW_001813684.1-processed-gene-4.70-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-4.70&CDS=1-1872, snap_masked-NW_001813685.1-processed-gene-29.4-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-29.4&CDS=1-1869	YDL174C
95	OG0000095	snap_masked-NW_001813683.1-processed-gene-18.79-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-18.79&CDS=1-1455, snap_masked-NW_001813685.1-processed-gene-34.109-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-34.109&CDS=1-1323	YBL089W, YER119C
96	OG0000096	snap_masked-NW_001813683.1-processed-gene-19.37-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-19.37&CDS=1-1011	YGR192C, YJL052W, YJR009C
97	OG0000097	augustus_masked-NW_001813684.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-0.4&CDS=1-2130, snap_masked-NW_001813688.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NW_001813688.1-processed-gene-0.4&CDS=1-1029	YBR155W, YLR443W
98	OG0000098	maker-NW_001813684.1-snap-gene-0.0-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-0.0&CDS=1-2112, snap_masked-NW_001813684.1-processed-gene-17.65-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.65&CDS=1-2835	YAR035W, YER024W
99	OG0000099	snap_masked-NW_001813684.1-processed-gene-4.63-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-4.63&CDS=1-3378	YDR038C, YDR039C, YDR040C
100	OG0000100	snap_masked-NW_001813684.1-processed-gene-7.42-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-7.42&CDS=1-876	YFL059W, YMR096W, YNL333W
101	OG0000101	snap_masked-NW_001813684.1-processed-gene-7.39-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-7.39&CDS=1-711	YFL060C, YMR095C, YNL334C
102	OG0000102	augustus_masked-NW_001813685.1-processed-gene-21.71-mRNA-1_1&gene=augustus_masked-NW_001813685.1-processed-gene-21.71&CDS=1-1635, maker-NW_001813684.1-snap-gene-14.85-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-14.85&CDS=1-2805, snap_masked-NW_001813684.1-processed-gene-14.20-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-14.20&CDS=1-1170	YOR049C
103	OG0000103	snap_masked-NW_001813684.1-processed-gene-15.1-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.1&CDS=1-828, snap_masked-NW_001813684.1-processed-gene-21.42-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-21.42&CDS=1-792	YCR010C, YNR002C
104	OG0000104	snap_masked-NW_001813684.1-processed-gene-20.61-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-20.61&CDS=1-1956	YDR144C, YLR120C, YLR121C
105	OG0000105	snap_masked-NW_001813684.1-processed-gene-24.116-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-24.116&CDS=1-2541, snap_masked-NW_001813685.1-processed-gene-32.61-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-32.61&CDS=1-2916	YER017C, YMR089C
106	OG0000106	augustus_masked-NW_001813684.1-processed-gene-24.16-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-24.16&CDS=1-1554, augustus_masked-NW_001813685.1-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-NW_001813685.1-processed-gene-5.92&CDS=1-2262	YBL052C, YOR244W
107	OG0000107	augustus_masked-NW_001813684.1-processed-gene-24.51-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-24.51&CDS=1-2343, snap_masked-NW_001813685.1-processed-gene-16.51-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-16.51&CDS=1-2718	YNL183C, YOR267C
108	OG0000108	snap_masked-NW_001813685.1-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-2.42&CDS=1-1236, snap_masked-NW_001813685.1-processed-gene-25.78-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-25.78&CDS=1-1290	YDL066W, YLR174W
109	OG0000109	augustus_masked-NW_001813685.1-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-NW_001813685.1-processed-gene-4.87&CDS=1-1719, augustus_masked-NW_001813685.1-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-NW_001813685.1-processed-gene-8.14&CDS=1-1920, snap_masked-NW_001813685.1-processed-gene-4.17-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-4.17&CDS=1-1869	YJL163C
110	OG0000110	snap_masked-NW_001813685.1-processed-gene-6.79-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-6.79&CDS=1-1089	YCR102C, YLR460C, YNL134C
111	OG0000111	augustus_masked-NW_001813685.1-processed-gene-14.20-mRNA-1_1&gene=augustus_masked-NW_001813685.1-processed-gene-14.20&CDS=1-1863, snap_masked-NW_001813685.1-processed-gene-30.31-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-30.31&CDS=1-2229	YBR015C, YJL186W
112	OG0000112	augustus_masked-NW_001813685.1-processed-gene-17.81-mRNA-1_1&gene=augustus_masked-NW_001813685.1-processed-gene-17.81&CDS=1-978	YLL062C, YMR321C, YPL273W
113	OG0000113	genemark-NW_001813685.1-processed-gene-20.3-mRNA-1_1&gene=genemark-NW_001813685.1-processed-gene-20.3&CDS=1-1833	YLR152C, YNL095C, YOR092W
114	OG0000114	maker-NW_001813685.1-snap-gene-33.1-mRNA-1_1&gene=maker-NW_001813685.1-snap-gene-33.1&CDS=1-3381, snap_masked-NW_001813685.1-processed-gene-25.62-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-25.62&CDS=1-1731	YFL011W, YMR011W
115	OG0000115	snap_masked-NW_001813685.1-processed-gene-30.33-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-30.33&CDS=1-1362, snap_masked-NW_001813685.1-processed-gene-32.51-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-32.51&CDS=1-1356	YKL046C, YMR238W
116	OG0000116	snap_masked-NW_001813685.1-processed-gene-34.76-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-34.76&CDS=1-1755	YOL055C, YPL258C, YPR121W
117	OG0000117		YAL051W, YCR106W, YLL054C, YOR363C
118	OG0000118	augustus_masked-NW_001813675.1-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NW_001813675.1-processed-gene-1.61&CDS=1-5382	YML109W, YMR273C
119	OG0000119	snap_masked-NW_001813675.1-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NW_001813675.1-processed-gene-1.31&CDS=1-1071, snap_masked-NW_001813685.1-processed-gene-24.50-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-24.50&CDS=1-1095	YPL113C
120	OG0000120	snap_masked-NW_001813675.1-processed-gene-2.9-mRNA-1_1&gene=snap_masked-NW_001813675.1-processed-gene-2.9&CDS=1-1179	YDL204W, YDR233C
121	OG0000121	snap_masked-NW_001813675.1-processed-gene-2.15-mRNA-1_1&gene=snap_masked-NW_001813675.1-processed-gene-2.15&CDS=1-363	YFL034C-A, YLR061W
122	OG0000122	augustus_masked-NW_001813675.1-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NW_001813675.1-processed-gene-2.90&CDS=1-1374	YGR141W, YPR157W
123	OG0000123	snap_masked-NW_001813675.1-processed-gene-2.40-mRNA-1_1&gene=snap_masked-NW_001813675.1-processed-gene-2.40&CDS=1-912	YBR183W, YPL087W
124	OG0000124	snap_masked-NW_001813675.1-processed-gene-3.88-mRNA-1_1&gene=snap_masked-NW_001813675.1-processed-gene-3.88&CDS=1-2883	YDR351W, YHR103W
125	OG0000125	snap_masked-NW_001813675.1-processed-gene-3.110-mRNA-1_1&gene=snap_masked-NW_001813675.1-processed-gene-3.110&CDS=1-1920, snap_masked-NW_001813684.1-processed-gene-11.24-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-11.24&CDS=1-1917	YKL148C
126	OG0000126	snap_masked-NW_001813675.1-processed-gene-3.92-mRNA-1_1&gene=snap_masked-NW_001813675.1-processed-gene-3.92&CDS=1-3051	YBR172C, YPL105C
127	OG0000127	snap_masked-NW_001813676.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-0.12&CDS=1-435	YDR450W, YML026C
128	OG0000128	augustus_masked-NW_001813676.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NW_001813676.1-processed-gene-0.93&CDS=1-918	YDR451C, YML027W
129	OG0000129	genemark-NW_001813676.1-processed-gene-0.68-mRNA-1_1&gene=genemark-NW_001813676.1-processed-gene-0.68&CDS=1-1038	YLR270W, YOR173W
130	OG0000130	snap_masked-NW_001813676.1-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-1.35&CDS=1-1344	YOR390W, YPL279C
131	OG0000131	snap_masked-NW_001813676.1-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-1.61&CDS=1-1629, snap_masked-NW_001813678.1-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NW_001813678.1-processed-gene-1.8&CDS=1-1662	YIL166C
132	OG0000132	snap_masked-NW_001813676.1-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-1.71&CDS=1-876	YDL222C, YNL194C
133	OG0000133	snap_masked-NW_001813676.1-processed-gene-2.6-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-2.6&CDS=1-2451	YDL224C, YNL197C
134	OG0000134	snap_masked-NW_001813676.1-processed-gene-2.27-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-2.27&CDS=1-351	YCL035C, YDR513W
135	OG0000135	snap_masked-NW_001813676.1-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-2.12&CDS=1-1074	YGL096W, YPL177C
136	OG0000136	snap_masked-NW_001813676.1-processed-gene-3.82-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-3.82&CDS=1-1608	YCL011C, YNL004W
137	OG0000137	snap_masked-NW_001813676.1-processed-gene-3.60-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-3.60&CDS=1-1833, snap_masked-NW_001813676.1-processed-gene-3.61-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-3.61&CDS=1-1977	YMR258C
138	OG0000138	snap_masked-NW_001813676.1-processed-gene-3.89-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-3.89&CDS=1-1359	YBR066C, YDR043C
139	OG0000139	snap_masked-NW_001813676.1-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-3.91&CDS=1-2208	YJR054W, YML047C
140	OG0000140	augustus_masked-NW_001813676.1-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-NW_001813676.1-processed-gene-3.146&CDS=1-666, snap_masked-NW_001813700.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NW_001813700.1-processed-gene-0.5&CDS=1-666	YNL107W
141	OG0000141	snap_masked-NW_001813676.1-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-3.75&CDS=1-1017, snap_masked-NW_001813684.1-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-1.43&CDS=1-1017	YBR034C
142	OG0000142	snap_masked-NW_001813676.1-processed-gene-3.76-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-3.76&CDS=1-402, snap_masked-NW_001813684.1-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-1.44&CDS=1-402	YCL033C
143	OG0000143	snap_masked-NW_001813676.1-processed-gene-3.100-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-3.100&CDS=1-864, snap_masked-NW_001813684.1-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-1.60&CDS=1-948	YDL015C
144	OG0000144	snap_masked-NW_001813676.1-processed-gene-3.77-mRNA-1_1&gene=snap_masked-NW_001813676.1-processed-gene-3.77&CDS=1-462, snap_masked-NW_001813684.1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-1.45&CDS=1-462	YOR298C-A
145	OG0000145	snap_masked-NW_001813677.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NW_001813677.1-processed-gene-0.73&CDS=1-1437, snap_masked-NW_001813685.1-processed-gene-32.52-mRNA-1_1&gene=snap_masked-NW_001813685.1-processed-gene-32.52&CDS=1-1908	YDR338C
146	OG0000146	snap_masked-NW_001813677.1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NW_001813677.1-processed-gene-0.76&CDS=1-1272	YDR300C, YHR033W
147	OG0000147	snap_masked-NW_001813677.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NW_001813677.1-processed-gene-0.57&CDS=1-312	YGR209C, YLR043C
148	OG0000148	snap_masked-NW_001813677.1-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NW_001813677.1-processed-gene-0.90&CDS=1-372, snap_masked-NW_001813682.1-processed-gene-8.107-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.107&CDS=1-456	YNL322C
149	OG0000149	snap_masked-NW_001813677.1-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NW_001813677.1-processed-gene-1.51&CDS=1-2052	YIL009W, YMR246W
150	OG0000150	snap_masked-NW_001813677.1-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NW_001813677.1-processed-gene-1.38&CDS=1-1527, snap_masked-NW_001813681.1-processed-gene-6.76-mRNA-1_1&gene=snap_masked-NW_001813681.1-processed-gene-6.76&CDS=1-2070	YLR286C
151	OG0000151	snap_masked-NW_001813677.1-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NW_001813677.1-processed-gene-2.49&CDS=1-1878, snap_masked-NW_001813680.1-processed-gene-9.71-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-9.71&CDS=1-1899	YBR293W
152	OG0000152	snap_masked-NW_001813677.1-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NW_001813677.1-processed-gene-2.69&CDS=1-1695, snap_masked-NW_001813679.1-processed-gene-2.21-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-2.21&CDS=1-1713	YEL063C
153	OG0000153	augustus_masked-NW_001813677.1-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NW_001813677.1-processed-gene-3.77&CDS=1-1278	YDR312W, YHR066W
154	OG0000154	snap_masked-NW_001813677.1-processed-gene-3.67-mRNA-1_1&gene=snap_masked-NW_001813677.1-processed-gene-3.67&CDS=1-921	YBR024W, YBR037C
155	OG0000155	snap_masked-NW_001813677.1-processed-gene-4.106-mRNA-1_1&gene=snap_masked-NW_001813677.1-processed-gene-4.106&CDS=1-2694, snap_masked-NW_001813696.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NW_001813696.1-processed-gene-0.1&CDS=1-2304	YLR352W
156	OG0000156	snap_masked-NW_001813677.1-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NW_001813677.1-processed-gene-4.108&CDS=1-366, snap_masked-NW_001813696.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NW_001813696.1-processed-gene-0.3&CDS=1-366	YNL081C
157	OG0000157	maker-NW_001813678.1-snap-gene-0.104-mRNA-1_1&gene=maker-NW_001813678.1-snap-gene-0.104&CDS=1-1668	YNL108C, YOR110W
158	OG0000158	snap_masked-NW_001813678.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NW_001813678.1-processed-gene-1.7&CDS=1-2217, snap_masked-NW_001813684.1-processed-gene-3.27-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-3.27&CDS=1-1617	YMR110C
159	OG0000159	maker-NW_001813680.1-snap-gene-7.98-mRNA-1_1&gene=maker-NW_001813680.1-snap-gene-7.98&CDS=1-1095, snap_masked-NW_001813678.1-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NW_001813678.1-processed-gene-1.28&CDS=1-693	YNL103W
160	OG0000160	augustus_masked-NW_001813678.1-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NW_001813678.1-processed-gene-1.112&CDS=1-201	YLR264W, YOR167C
161	OG0000161	snap_masked-NW_001813678.1-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NW_001813678.1-processed-gene-1.32&CDS=1-1875	YDL155W, YLR210W
162	OG0000162	snap_masked-NW_001813678.1-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NW_001813678.1-processed-gene-1.39&CDS=1-627	YOR226C, YPL135W
