	OrthologID	Lachancea_mirantina	Saccharomyces_cerevisiae
86	OG0000086	genemark-LAMI0F-processed-gene-14.65-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-14.65&CDS=1-1863, genemark-LAMI0H-processed-gene-0.0-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-0.0&CDS=1-1854	YHL040C, YHL047C
87	OG0000087	genemark-LAMI0G-processed-gene-0.108-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-0.108&CDS=1-3078, maker-LAMI0H-snap-gene-15.3-mRNA-1_1&gene=maker-LAMI0H-snap-gene-15.3&CDS=1-4344	YLR144C, YNR067C
88	OG0000088	genemark-LAMI0G-processed-gene-1.25-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-1.25&CDS=1-1002, maker-LAMI0G-augustus-gene-14.3-mRNA-1_1&gene=maker-LAMI0G-augustus-gene-14.3&CDS=1-1794	YDL078C, YKL085W
89	OG0000089	genemark-LAMI0G-processed-gene-2.118-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-2.118&CDS=1-2991, genemark-LAMI0G-processed-gene-2.135-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-2.135&CDS=1-2691	YJR061W, YKL201C
90	OG0000090	genemark-LAMI0G-processed-gene-3.161-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-3.161&CDS=1-621	YFL060C, YMR095C, YNL334C
91	OG0000091	augustus_masked-LAMI0H-processed-gene-14.81-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-14.81&CDS=1-4521, genemark-LAMI0G-processed-gene-5.27-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-5.27&CDS=1-4605	YDR135C, YLL015W
92	OG0000092	genemark-LAMI0G-processed-gene-5.28-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-5.28&CDS=1-2331, genemark-LAMI0G-processed-gene-6.133-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-6.133&CDS=1-2367	YJL200C, YLR304C
93	OG0000093	genemark-LAMI0G-processed-gene-10.152-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-10.152&CDS=1-1542	YER056C, YER060W, YER060W-A
94	OG0000094	genemark-LAMI0G-processed-gene-11.15-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-11.15&CDS=1-1206, snap_masked-LAMI0G-processed-gene-11.108-mRNA-1_1&gene=snap_masked-LAMI0G-processed-gene-11.108&CDS=1-933, snap_masked-LAMI0G-processed-gene-11.109-mRNA-1_1&gene=snap_masked-LAMI0G-processed-gene-11.109&CDS=1-792	YJL158C
95	OG0000095	snap_masked-LAMI0G-processed-gene-12.118-mRNA-1_1&gene=snap_masked-LAMI0G-processed-gene-12.118&CDS=1-6663, snap_masked-LAMI0G-processed-gene-13.61-mRNA-1_1&gene=snap_masked-LAMI0G-processed-gene-13.61&CDS=1-3363	YJL130C, YJR109C
96	OG0000096	genemark-LAMI0G-processed-gene-13.3-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-13.3&CDS=1-1695	YOL055C, YPL258C, YPR121W
97	OG0000097	genemark-LAMI0G-processed-gene-14.227-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-14.227&CDS=1-1407, genemark-LAMI0H-processed-gene-10.37-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-10.37&CDS=1-1467	YBR263W, YLR058C
98	OG0000098	genemark-LAMI0H-processed-gene-1.30-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-1.30&CDS=1-1566	YHR216W, YLR432W, YML056C
99	OG0000099	genemark-LAMI0H-processed-gene-16.248-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.248&CDS=1-3219	YDR038C, YDR039C, YDR040C
100	OG0000100	genemark-LAMI0A-processed-gene-0.57-mRNA-1_1&gene=genemark-LAMI0A-processed-gene-0.57&CDS=1-975, snap_masked-LAMI0A-processed-gene-7.180-mRNA-1_1&gene=snap_masked-LAMI0A-processed-gene-7.180&CDS=1-975	YPL273W
101	OG0000101	genemark-LAMI0A-processed-gene-0.50-mRNA-1_1&gene=genemark-LAMI0A-processed-gene-0.50&CDS=1-1656, genemark-LAMI0C-processed-gene-9.173-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-9.173&CDS=1-1641	YLL055W
102	OG0000102	genemark-LAMI0G-processed-gene-9.122-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-9.122&CDS=1-1707, maker-LAMI0A-augustus-gene-1.140-mRNA-1_1&gene=maker-LAMI0A-augustus-gene-1.140&CDS=1-2928	YDL174C
103	OG0000103	genemark-LAMI0A-processed-gene-1.40-mRNA-1_1&gene=genemark-LAMI0A-processed-gene-1.40&CDS=1-2046	YKL187C, YLR413W
104	OG0000104	snap_masked-LAMI0A-processed-gene-2.93-mRNA-1_1&gene=snap_masked-LAMI0A-processed-gene-2.93&CDS=1-342	YDL075W, YLR406C
105	OG0000105	augustus_masked-LAMI0A-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-LAMI0A-processed-gene-2.64&CDS=1-1308, genemark-LAMI0F-processed-gene-6.119-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-6.119&CDS=1-1302	YLR392C
106	OG0000106	genemark-LAMI0A-processed-gene-3.143-mRNA-1_1&gene=genemark-LAMI0A-processed-gene-3.143&CDS=1-315	YMR230W, YOR293W
107	OG0000107	genemark-LAMI0A-processed-gene-6.3-mRNA-1_1&gene=genemark-LAMI0A-processed-gene-6.3&CDS=1-1977	YFR023W, YHR015W
108	OG0000108	genemark-LAMI0A-processed-gene-6.9-mRNA-1_1&gene=genemark-LAMI0A-processed-gene-6.9&CDS=1-1086, maker-LAMI0F-augustus-gene-11.87-mRNA-1_1&gene=maker-LAMI0F-augustus-gene-11.87&CDS=1-1728	YFL010C
109	OG0000109	genemark-LAMI0A-processed-gene-7.22-mRNA-1_1&gene=genemark-LAMI0A-processed-gene-7.22&CDS=1-2832, genemark-LAMI0E-processed-gene-7.30-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-7.30&CDS=1-2946	YBR084W
110	OG0000110	genemark-LAMI0A-processed-gene-7.60-mRNA-1_1&gene=genemark-LAMI0A-processed-gene-7.60&CDS=1-309	YGR209C, YLR043C
111	OG0000111	augustus_masked-LAMI0B-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LAMI0B-processed-gene-0.18&CDS=1-984, genemark-LAMI0G-processed-gene-11.17-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-11.17&CDS=1-1026	YKR066C
112	OG0000112	maker-LAMI0B-snap-gene-0.35-mRNA-1_1&gene=maker-LAMI0B-snap-gene-0.35&CDS=1-318	YHR141C, YNL162W
113	OG0000113	genemark-LAMI0B-processed-gene-0.88-mRNA-1_1&gene=genemark-LAMI0B-processed-gene-0.88&CDS=1-1056	YHR139C, YNL160W
114	OG0000114	snap_masked-LAMI0B-processed-gene-1.48-mRNA-1_1&gene=snap_masked-LAMI0B-processed-gene-1.48&CDS=1-1791	YHR123W, YNL130C
115	OG0000115	augustus_masked-LAMI0B-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-LAMI0B-processed-gene-1.101&CDS=1-1680, genemark-LAMI0G-processed-gene-14.210-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-14.210&CDS=1-1743	YNL125C
116	OG0000116	genemark-LAMI0B-processed-gene-2.109-mRNA-1_1&gene=genemark-LAMI0B-processed-gene-2.109&CDS=1-609	YBL072C, YER102W
117	OG0000117	genemark-LAMI0B-processed-gene-2.134-mRNA-1_1&gene=genemark-LAMI0B-processed-gene-2.134&CDS=1-324	YGR027C, YLR333C
118	OG0000118	genemark-LAMI0B-processed-gene-2.120-mRNA-1_1&gene=genemark-LAMI0B-processed-gene-2.120&CDS=1-381	YGR034W, YLR344W
119	OG0000119	genemark-LAMI0B-processed-gene-2.151-mRNA-1_1&gene=genemark-LAMI0B-processed-gene-2.151&CDS=1-621	YGL258W, YOR387C
120	OG0000120	snap_masked-LAMI0B-processed-gene-2.60-mRNA-1_1&gene=snap_masked-LAMI0B-processed-gene-2.60&CDS=1-834	YGL162W, YPR009W
121	OG0000121	snap_masked-LAMI0B-processed-gene-4.49-mRNA-1_1&gene=snap_masked-LAMI0B-processed-gene-4.49&CDS=1-3036	YDR222W, YLR225C
122	OG0000122	genemark-LAMI0B-processed-gene-5.36-mRNA-1_1&gene=genemark-LAMI0B-processed-gene-5.36&CDS=1-1200	YNL283C, YOL105C
123	OG0000123	genemark-LAMI0B-processed-gene-5.16-mRNA-1_1&gene=genemark-LAMI0B-processed-gene-5.16&CDS=1-1149	YOR390W, YPL279C
124	OG0000124	genemark-LAMI0B-processed-gene-5.26-mRNA-1_1&gene=genemark-LAMI0B-processed-gene-5.26&CDS=1-918	YBR147W, YOL092W
125	OG0000125	augustus_masked-LAMI0B-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-LAMI0B-processed-gene-5.107&CDS=1-2655	YBR150C, YOL089C
126	OG0000126	snap_masked-LAMI0B-processed-gene-6.45-mRNA-1_1&gene=snap_masked-LAMI0B-processed-gene-6.45&CDS=1-1677, snap_masked-LAMI0H-processed-gene-11.62-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-11.62&CDS=1-2229	YER001W
127	OG0000127	snap_masked-LAMI0B-processed-gene-6.67-mRNA-1_1&gene=snap_masked-LAMI0B-processed-gene-6.67&CDS=1-201	YLR264W, YOR167C
128	OG0000128	genemark-LAMI0H-processed-gene-13.84-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.84&CDS=1-3261, snap_masked-LAMI0B-processed-gene-7.54-mRNA-1_1&gene=snap_masked-LAMI0B-processed-gene-7.54&CDS=1-2124	YER176W
129	OG0000129	genemark-LAMI0B-processed-gene-7.118-mRNA-1_1&gene=genemark-LAMI0B-processed-gene-7.118&CDS=1-1500, genemark-LAMI0G-processed-gene-6.123-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-6.123&CDS=1-1497	YCR028C
130	OG0000130	genemark-LAMI0B-processed-gene-7.146-mRNA-1_1&gene=genemark-LAMI0B-processed-gene-7.146&CDS=1-711, genemark-LAMI0G-processed-gene-14.206-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-14.206&CDS=1-720	YDR533C
131	OG0000131	genemark-LAMI0B-processed-gene-7.149-mRNA-1_1&gene=genemark-LAMI0B-processed-gene-7.149&CDS=1-1101, genemark-LAMI0D-processed-gene-0.10-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-0.10&CDS=1-1476	YGR260W
132	OG0000132	genemark-LAMI0B-processed-gene-7.152-mRNA-1_1&gene=genemark-LAMI0B-processed-gene-7.152&CDS=1-1023	YDR541C, YOL151W
133	OG0000133	maker-LAMI0H-augustus-gene-3.0-mRNA-1_1&gene=maker-LAMI0H-augustus-gene-3.0&CDS=1-882, snap_masked-LAMI0C-processed-gene-0.68-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-0.68&CDS=1-387	YGR133W
134	OG0000134	genemark-LAMI0H-processed-gene-12.7-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.7&CDS=1-870, snap_masked-LAMI0C-processed-gene-0.72-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-0.72&CDS=1-861	YHR209W
135	OG0000135	augustus_masked-LAMI0C-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-0.12&CDS=1-2250, augustus_masked-LAMI0F-processed-gene-11.4-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-11.4&CDS=1-1878	YNL327W
136	OG0000136	snap_masked-LAMI0C-processed-gene-1.128-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-1.128&CDS=1-711	YMR206W, YNR014W
137	OG0000137	genemark-LAMI0C-processed-gene-2.39-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.39&CDS=1-2121	YMR186W, YPL240C
138	OG0000138	genemark-LAMI0C-processed-gene-2.22-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.22&CDS=1-873	YMR183C, YPL232W
139	OG0000139	genemark-LAMI0C-processed-gene-2.46-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.46&CDS=1-1794, genemark-LAMI0G-processed-gene-2.105-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-2.105&CDS=1-1704	YDL210W
140	OG0000140	genemark-LAMI0C-processed-gene-3.105-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.105&CDS=1-1362, genemark-LAMI0H-processed-gene-3.107-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-3.107&CDS=1-2193	YHR206W
141	OG0000141	augustus_masked-LAMI0C-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-3.60&CDS=1-783	YHR203C, YJR145C
142	OG0000142	genemark-LAMI0C-processed-gene-4.133-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.133&CDS=1-2538	YMR237W, YOR299W
143	OG0000143	genemark-LAMI0C-processed-gene-5.127-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.127&CDS=1-921	YBR054W, YDR033W
144	OG0000144	augustus_masked-LAMI0C-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-5.32&CDS=1-468	YBR048W, YDR025W
145	OG0000145	genemark-LAMI0C-processed-gene-6.111-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-6.111&CDS=1-1089	YLR270W, YOR173W
146	OG0000146	augustus_masked-LAMI0F-processed-gene-13.81-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-13.81&CDS=1-1386, genemark-LAMI0C-processed-gene-6.115-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-6.115&CDS=1-1044	YNL234W
147	OG0000147	augustus_masked-LAMI0C-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-6.36&CDS=1-8631	YBR140C, YOL081W
148	OG0000148	augustus_masked-LAMI0C-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-6.39&CDS=1-1680	YOL082W, YOL083W
149	OG0000149	genemark-LAMI0C-processed-gene-6.148-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-6.148&CDS=1-771	YBR005W, YDR003W
150	OG0000150	genemark-LAMI0C-processed-gene-6.130-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-6.130&CDS=1-2253	YBR001C, YDR001C
151	OG0000151	augustus_masked-LAMI0C-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-8.51&CDS=1-1362	YIL135C, YNL074C
152	OG0000152	genemark-LAMI0C-processed-gene-8.45-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-8.45&CDS=1-609	YMR242C, YOR312C
153	OG0000153	genemark-LAMI0C-processed-gene-9.171-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-9.171&CDS=1-1311, genemark-LAMI0D-processed-gene-0.31-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-0.31&CDS=1-1626	YMR319C
154	OG0000154	genemark-LAMI0C-processed-gene-9.205-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-9.205&CDS=1-1503, genemark-LAMI0F-processed-gene-14.88-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-14.88&CDS=1-1452	YNR058W
155	OG0000155	genemark-LAMI0D-processed-gene-0.45-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-0.45&CDS=1-1710	YNL098C, YOR101W
156	OG0000156	genemark-LAMI0D-processed-gene-1.129-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-1.129&CDS=1-1455	YFR053C, YGL253W
157	OG0000157	snap_masked-LAMI0D-processed-gene-2.82-mRNA-1_1&gene=snap_masked-LAMI0D-processed-gene-2.82&CDS=1-318	YHR021C, YKL156W
158	OG0000158	genemark-LAMI0D-processed-gene-3.120-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-3.120&CDS=1-735	YHR043C, YHR044C
159	OG0000159	genemark-LAMI0D-processed-gene-3.134-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-3.134&CDS=1-387	YJR094W-A, YPR043W
160	OG0000160	augustus_masked-LAMI0D-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-LAMI0D-processed-gene-3.51&CDS=1-1389	YDR247W, YPL026C
161	OG0000161	maker-LAMI0D-snap-gene-4.98-mRNA-1_1&gene=maker-LAMI0D-snap-gene-4.98&CDS=1-411	YBL087C, YER117W
162	OG0000162	genemark-LAMI0D-processed-gene-4.41-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-4.41&CDS=1-1233	YGR010W, YLR328W
163	OG0000163	genemark-LAMI0D-processed-gene-5.25-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-5.25&CDS=1-657	YAR002C-A, YGL002W
164	OG0000164	genemark-LAMI0D-processed-gene-5.29-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-5.29&CDS=1-1122	YCR105W, YMR318C
165	OG0000165	augustus_masked-LAMI0D-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-LAMI0D-processed-gene-5.126&CDS=1-2634	YBL005W, YGL013C
166	OG0000166	genemark-LAMI0D-processed-gene-6.106-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-6.106&CDS=1-2682, genemark-LAMI0G-processed-gene-14.208-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-14.208&CDS=1-2526	YPR022C
167	OG0000167	genemark-LAMI0D-processed-gene-6.97-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-6.97&CDS=1-357	YER131W, YGL189C
168	OG0000168	genemark-LAMI0D-processed-gene-7.121-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-7.121&CDS=1-4788	YER132C, YGL197W
169	OG0000169	genemark-LAMI0D-processed-gene-7.137-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-7.137&CDS=1-330	YEL039C, YJR048W
170	OG0000170	maker-LAMI0D-augustus-gene-7.7-mRNA-1_1&gene=maker-LAMI0D-augustus-gene-7.7&CDS=1-3000	YEL041W, YJR049C
171	OG0000171	genemark-LAMI0D-processed-gene-8.102-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-8.102&CDS=1-1374	YBR118W, YPR080W
172	OG0000172	genemark-LAMI0D-processed-gene-9.130-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-9.130&CDS=1-579	YGL089C, YPL187W
173	OG0000173	genemark-LAMI0D-processed-gene-9.143-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-9.143&CDS=1-1425, genemark-LAMI0G-processed-gene-5.14-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-5.14&CDS=1-1326	YKL221W
174	OG0000174	genemark-LAMI0D-processed-gene-10.32-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-10.32&CDS=1-495	YDR418W, YEL054C
175	OG0000175	genemark-LAMI0D-processed-gene-11.36-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-11.36&CDS=1-1335	YBL056W, YER089C
176	OG0000176	genemark-LAMI0D-processed-gene-11.15-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-11.15&CDS=1-2226	YBL067C, YER098W
177	OG0000177	genemark-LAMI0D-processed-gene-11.45-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-11.45&CDS=1-1284	YBL069W, YER101C
178	OG0000178	snap_masked-LAMI0D-processed-gene-11.158-mRNA-1_1&gene=snap_masked-LAMI0D-processed-gene-11.158&CDS=1-597	YDL082W, YMR142C
179	OG0000179	genemark-LAMI0D-processed-gene-11.20-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-11.20&CDS=1-429	YDL083C, YMR143W
180	OG0000180	genemark-LAMI0D-processed-gene-11.33-mRNA-1_1&gene=genemark-LAMI0D-processed-gene-11.33&CDS=1-1425	YBR020W, YDR009W
181	OG0000181	genemark-LAMI0E-processed-gene-0.29-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-0.29&CDS=1-795	YGR248W, YHR163W
182	OG0000182	snap_masked-LAMI0E-processed-gene-0.100-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-0.100&CDS=1-510	YGR243W, YHR162W
183	OG0000183	augustus_masked-LAMI0E-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-1.61&CDS=1-2274	YKL072W, YMR053C
184	OG0000184	maker-LAMI0E-augustus-gene-1.106-mRNA-1_1&gene=maker-LAMI0E-augustus-gene-1.106&CDS=1-4569	YGR092W, YPR111W
185	OG0000185	genemark-LAMI0E-processed-gene-3.126-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-3.126&CDS=1-1392	YIL085C, YNL029C
186	OG0000186	maker-LAMI0E-snap-gene-4.0-mRNA-1_1&gene=maker-LAMI0E-snap-gene-4.0&CDS=1-969	YNL301C, YOL120C
187	OG0000187	genemark-LAMI0E-processed-gene-4.27-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-4.27&CDS=1-1635	YEL007W, YHR177W
188	OG0000188	maker-LAMI0E-augustus-gene-6.98-mRNA-1_1&gene=maker-LAMI0E-augustus-gene-6.98&CDS=1-1047	YBR189W, YPL081W
189	OG0000189	genemark-LAMI0E-processed-gene-9.155-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-9.155&CDS=1-1326, snap_masked-LAMI0E-processed-gene-6.39-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-6.39&CDS=1-1182	YDL131W
190	OG0000190	snap_masked-LAMI0E-processed-gene-6.23-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-6.23&CDS=1-708	YBR181C, YPL090C
191	OG0000191	genemark-LAMI0E-processed-gene-6.124-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-6.124&CDS=1-1353	YBR177C, YPL095C
192	OG0000192	snap_masked-LAMI0E-processed-gene-7.147-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-7.147&CDS=1-453	YBR082C, YDR059C
193	OG0000193	snap_masked-LAMI0E-processed-gene-7.148-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-7.148&CDS=1-642	YBL027W, YBR084C-A
194	OG0000194	genemark-LAMI0E-processed-gene-8.109-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-8.109&CDS=1-915	YBL030C, YBR085W
195	OG0000195	snap_masked-LAMI0E-processed-gene-8.97-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-8.97&CDS=1-279	YBR089C-A, YPR052C
196	OG0000196	genemark-LAMI0E-processed-gene-13.178-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.178&CDS=1-909, genemark-LAMI0E-processed-gene-8.129-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-8.129&CDS=1-909	YPR058W
197	OG0000197	genemark-LAMI0E-processed-gene-8.138-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-8.138&CDS=1-522	YER067W, YIL057C
198	OG0000198	genemark-LAMI0E-processed-gene-9.128-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-9.128&CDS=1-1410	YER081W, YIL074C
199	OG0000199	genemark-LAMI0E-processed-gene-9.162-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-9.162&CDS=1-360	YDL136W, YDL191W
200	OG0000200	genemark-LAMI0E-processed-gene-9.166-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-9.166&CDS=1-2145, genemark-LAMI0G-processed-gene-14.175-mRNA-1_1&gene=genemark-LAMI0G-processed-gene-14.175&CDS=1-1536	YDL194W
201	OG0000201	genemark-LAMI0E-processed-gene-10.118-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-10.118&CDS=1-1089	YBR031W, YDR012W
202	OG0000202	genemark-LAMI0E-processed-gene-10.119-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-10.119&CDS=1-1497, genemark-LAMI0F-processed-gene-10.23-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.23&CDS=1-1689	YKL217W
203	OG0000203	maker-LAMI0E-augustus-gene-11.95-mRNA-1_1&gene=maker-LAMI0E-augustus-gene-11.95&CDS=1-1362	YDR353W, YHR106W
204	OG0000204	genemark-LAMI0E-processed-gene-12.132-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.132&CDS=1-2343	YDR379W, YOR127W
205	OG0000205	genemark-LAMI0E-processed-gene-12.139-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.139&CDS=1-2526	YDR385W, YOR133W
206	OG0000206	maker-LAMI0E-augustus-gene-13.116-mRNA-1_1&gene=maker-LAMI0E-augustus-gene-13.116&CDS=1-5595	YAR042W, YDL019C
207	OG0000207	genemark-LAMI0E-processed-gene-13.179-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.179&CDS=1-3021, genemark-LAMI0F-processed-gene-14.86-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-14.86&CDS=1-2025	YFL054C
208	OG0000208	genemark-LAMI0F-processed-gene-0.68-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.68&CDS=1-957	YCL050C, YDR530C
209	OG0000209	genemark-LAMI0F-processed-gene-0.80-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.80&CDS=1-330	YCL035C, YDR513W
210	OG0000210	genemark-LAMI0F-processed-gene-1.50-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.50&CDS=1-579	YCL026C-A, YCL026C-B
211	OG0000211	genemark-LAMI0F-processed-gene-1.57-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.57&CDS=1-1152	YDR502C, YLR180W
212	OG0000212	snap_masked-LAMI0F-processed-gene-1.15-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-1.15&CDS=1-264	YDR500C, YLR185W
213	OG0000213	genemark-LAMI0F-processed-gene-2.40-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.40&CDS=1-1659, maker-LAMI0F-augustus-gene-1.130-mRNA-1_1&gene=maker-LAMI0F-augustus-gene-1.130&CDS=1-3432	YNL268W
214	OG0000214	augustus_masked-LAMI0F-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-2.22&CDS=1-5748	YHR155W, YNL257C
215	OG0000215	genemark-LAMI0F-processed-gene-3.74-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.74&CDS=1-2346	YOR256C, YPL176C
216	OG0000216	augustus_masked-LAMI0F-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-4.110&CDS=1-2622	YAL051W, YOR363C
217	OG0000217	augustus_masked-LAMI0F-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-5.18&CDS=1-1200	YAL028W, YOR324C
218	OG0000218	genemark-LAMI0F-processed-gene-6.117-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-6.117&CDS=1-522	YGR085C, YPR102C
219	OG0000219	genemark-LAMI0F-processed-gene-7.160-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-7.160&CDS=1-1110	YIR013C, YLR013W
220	OG0000220	genemark-LAMI0F-processed-gene-8.124-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.124&CDS=1-1167, genemark-LAMI0H-processed-gene-6.39-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-6.39&CDS=1-1317	YOR099W
221	OG0000221	genemark-LAMI0F-processed-gene-10.36-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.36&CDS=1-1905	YGR138C, YPR156C
222	OG0000222	snap_masked-LAMI0F-processed-gene-10.122-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-10.122&CDS=1-1299	YGR142W, YPR158W
