	OrthologID	Metschnikowia_dekortum	Saccharomyces_cerevisiae
90	OG0000090	genemark-dek_s12-processed-gene-1.72-mRNA-1_1&gene=genemark-dek_s12-processed-gene-1.72&CDS=1-630, genemark-dek_s43-processed-gene-0.117-mRNA-1_1&gene=genemark-dek_s43-processed-gene-0.117&CDS=1-504	YOL032W
91	OG0000091	augustus_masked-dek_s12-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-dek_s12-processed-gene-1.15&CDS=1-636	YKR075C, YOR062C
92	OG0000092	snap_masked-dek_s12-processed-gene-1.190-mRNA-1_1&gene=snap_masked-dek_s12-processed-gene-1.190&CDS=1-2244, snap_masked-dek_s9-processed-gene-5.29-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-5.29&CDS=1-285	YPR185W
93	OG0000093	augustus_masked-dek_s2-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-dek_s2-processed-gene-2.91&CDS=1-804, genemark-dek_s12-processed-gene-1.96-mRNA-1_1&gene=genemark-dek_s12-processed-gene-1.96&CDS=1-2565	YCR030C
94	OG0000094	genemark-dek_s12-processed-gene-1.126-mRNA-1_1&gene=genemark-dek_s12-processed-gene-1.126&CDS=1-1374	YFL048C, YLR080W
95	OG0000095	genemark-dek_s19-processed-gene-3.6-mRNA-1_1&gene=genemark-dek_s19-processed-gene-3.6&CDS=1-1719, snap_masked-dek_s12-processed-gene-1.203-mRNA-1_1&gene=snap_masked-dek_s12-processed-gene-1.203&CDS=1-1674	YDR242W
96	OG0000096	genemark-dek_s120-processed-gene-0.3-mRNA-1_1&gene=genemark-dek_s120-processed-gene-0.3&CDS=1-1146	YML118W, YMR285C
97	OG0000097	augustus_masked-dek_s120-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-dek_s120-processed-gene-0.71&CDS=1-411	YDR447C, YML024W
98	OG0000098	genemark-dek_s13-processed-gene-0.3-mRNA-1_1&gene=genemark-dek_s13-processed-gene-0.3&CDS=1-642, genemark-dek_s86-processed-gene-0.39-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.39&CDS=1-579	YML001W
99	OG0000099	snap_masked-dek_s13-processed-gene-0.100-mRNA-1_1&gene=snap_masked-dek_s13-processed-gene-0.100&CDS=1-246	YHR021C, YKL156W
100	OG0000100	genemark-dek_s13-processed-gene-0.15-mRNA-1_1&gene=genemark-dek_s13-processed-gene-0.15&CDS=1-1176	YDR312W, YHR066W
101	OG0000101	genemark-dek_s13-processed-gene-0.20-mRNA-1_1&gene=genemark-dek_s13-processed-gene-0.20&CDS=1-435	YGR118W, YPR132W
102	OG0000102	augustus_masked-dek_s13-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-dek_s13-processed-gene-0.166&CDS=1-1713	YDL224C, YNL197C
103	OG0000103	genemark-dek_s131-processed-gene-0.41-mRNA-1_1&gene=genemark-dek_s131-processed-gene-0.41&CDS=1-1737	YER054C, YIL045W
104	OG0000104	genemark-dek_s137-processed-gene-1.3-mRNA-1_1&gene=genemark-dek_s137-processed-gene-1.3&CDS=1-1788	YEL034W, YJR047C
105	OG0000105	genemark-dek_s137-processed-gene-1.16-mRNA-1_1&gene=genemark-dek_s137-processed-gene-1.16&CDS=1-435	YBR082C, YDR059C
106	OG0000106	genemark-dek_s137-processed-gene-2.33-mRNA-1_1&gene=genemark-dek_s137-processed-gene-2.33&CDS=1-861, genemark-dek_s75-processed-gene-0.53-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.53&CDS=1-861	YIL124W
107	OG0000107	genemark-dek_s137-processed-gene-2.41-mRNA-1_1&gene=genemark-dek_s137-processed-gene-2.41&CDS=1-1350	YJL139C, YKR061W
108	OG0000108	genemark-dek_s137-processed-gene-2.60-mRNA-1_1&gene=genemark-dek_s137-processed-gene-2.60&CDS=1-507	YJL177W, YKL180W
109	OG0000109	augustus_masked-dek_s137-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-3.10&CDS=1-792	YIR013C, YLR013W
110	OG0000110	genemark-dek_s137-processed-gene-3.60-mRNA-1_1&gene=genemark-dek_s137-processed-gene-3.60&CDS=1-4119	YCR073C, YNR031C
111	OG0000111	genemark-dek_s137-processed-gene-4.138-mRNA-1_1&gene=genemark-dek_s137-processed-gene-4.138&CDS=1-2958	YGL049C, YGR162W
112	OG0000112	genemark-dek_s137-processed-gene-4.119-mRNA-1_1&gene=genemark-dek_s137-processed-gene-4.119&CDS=1-948	YJL133W, YKR052C
113	OG0000113	genemark-dek_s137-processed-gene-4.120-mRNA-1_1&gene=genemark-dek_s137-processed-gene-4.120&CDS=1-1512	YLL012W, YLR020C
114	OG0000114	genemark-dek_s137-processed-gene-4.146-mRNA-1_1&gene=genemark-dek_s137-processed-gene-4.146&CDS=1-819	YHR198C, YHR199C
115	OG0000115	genemark-dek_s137-processed-gene-5.137-mRNA-1_1&gene=genemark-dek_s137-processed-gene-5.137&CDS=1-390	YBL002W, YDR224C
116	OG0000116	genemark-dek_s137-processed-gene-5.117-mRNA-1_1&gene=genemark-dek_s137-processed-gene-5.117&CDS=1-390	YBL003C, YDR225W
117	OG0000117	snap_masked-dek_s137-processed-gene-5.100-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-5.100&CDS=1-3537	YNL087W, YOR086C
118	OG0000118	maker-dek_s137-augustus-gene-6.1-mRNA-1_1&gene=maker-dek_s137-augustus-gene-6.1&CDS=1-1425	YHR133C, YNL156C
119	OG0000119	genemark-dek_s137-processed-gene-6.128-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.128&CDS=1-369	YHR132W-A, YNL157W
120	OG0000120	genemark-dek_s26-processed-gene-4.42-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.42&CDS=1-1362, snap_masked-dek_s137-processed-gene-6.27-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-6.27&CDS=1-1347	YBR028C
121	OG0000121	snap_masked-dek_s137-processed-gene-6.33-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-6.33&CDS=1-393	YCR031C, YJL191W
122	OG0000122	genemark-dek_s137-processed-gene-7.60-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.60&CDS=1-474	YDR178W, YLR164W
123	OG0000123	genemark-dek_s137-processed-gene-7.67-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.67&CDS=1-678	YDR185C, YLR168C
124	OG0000124	genemark-dek_s137-processed-gene-7.47-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.47&CDS=1-588	YDR453C, YML028W
125	OG0000125	genemark-dek_s137-processed-gene-8.45-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.45&CDS=1-2622	YMR237W, YOR299W
126	OG0000126	genemark-dek_s137-processed-gene-8.74-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.74&CDS=1-1185	YHR123W, YNL130C
127	OG0000127	genemark-dek_s137-processed-gene-8.75-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.75&CDS=1-1782	YHR117W, YNL121C
128	OG0000128	genemark-dek_s137-processed-gene-8.65-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.65&CDS=1-1020	YAL034C, YOR338W
129	OG0000129	augustus_masked-dek_s137-processed-gene-9.4-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-9.4&CDS=1-360	YFL034C-A, YLR061W
130	OG0000130	genemark-dek_s137-processed-gene-9.125-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.125&CDS=1-3150	YML100W, YMR261C
131	OG0000131	genemark-dek_s137-processed-gene-9.155-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.155&CDS=1-768	YDR066C, YER139C
132	OG0000132	augustus_masked-dek_s137-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-9.21&CDS=1-4365	YLR028C, YMR120C
133	OG0000133	genemark-dek_s137-processed-gene-9.147-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.147&CDS=1-2814	YCR037C, YJL198W
134	OG0000134	snap_masked-dek_s137-processed-gene-10.115-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-10.115&CDS=1-2535	YBR172C, YPL105C
135	OG0000135	genemark-dek_s137-processed-gene-10.57-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.57&CDS=1-990	YKR076W, YMR251W
136	OG0000136	genemark-dek_s137-processed-gene-10.59-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.59&CDS=1-2976	YKL072W, YMR053C
137	OG0000137	maker-dek_s137-augustus-gene-11.197-mRNA-1_1&gene=maker-dek_s137-augustus-gene-11.197&CDS=1-4797	YFL055W, YGL078C
138	OG0000138	augustus_masked-dek_s138-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-dek_s138-processed-gene-0.26&CDS=1-723	YGL076C, YPL198W
139	OG0000139	augustus_masked-dek_s33-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-dek_s33-processed-gene-0.46&CDS=1-579, maker-dek_s142-augustus-gene-0.52-mRNA-1_1&gene=maker-dek_s142-augustus-gene-0.52&CDS=1-1425	YGR031W
140	OG0000140	maker-dek_s142-augustus-gene-0.53-mRNA-1_1&gene=maker-dek_s142-augustus-gene-0.53&CDS=1-2223	YBL089W, YER119C
141	OG0000141	genemark-dek_s142-processed-gene-0.7-mRNA-1_1&gene=genemark-dek_s142-processed-gene-0.7&CDS=1-651	YGL135W, YPL220W
142	OG0000142	augustus_masked-dek_s54-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-dek_s54-processed-gene-0.71&CDS=1-492, genemark-dek_s148-processed-gene-0.6-mRNA-1_1&gene=genemark-dek_s148-processed-gene-0.6&CDS=1-492	YPR017C
143	OG0000143	genemark-dek_s151-processed-gene-0.46-mRNA-1_1&gene=genemark-dek_s151-processed-gene-0.46&CDS=1-885	YMR222C, YOR280C
144	OG0000144	augustus_masked-dek_s38-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-dek_s38-processed-gene-0.5&CDS=1-4572, genemark-dek_s153-processed-gene-0.42-mRNA-1_1&gene=genemark-dek_s153-processed-gene-0.42&CDS=1-4650	YDR135C
145	OG0000145	genemark-dek_s17-processed-gene-0.50-mRNA-1_1&gene=genemark-dek_s17-processed-gene-0.50&CDS=1-1383	YGL257C, YNR059W
146	OG0000146	snap_masked-dek_s17-processed-gene-0.83-mRNA-1_1&gene=snap_masked-dek_s17-processed-gene-0.83&CDS=1-882	YHL034C, YLL046C
147	OG0000147	snap_masked-dek_s17-processed-gene-0.84-mRNA-1_1&gene=snap_masked-dek_s17-processed-gene-0.84&CDS=1-762	YFR031C-A, YIL018W
148	OG0000148	genemark-dek_s17-processed-gene-1.55-mRNA-1_1&gene=genemark-dek_s17-processed-gene-1.55&CDS=1-2007	YGR241C, YHR161C
149	OG0000149	genemark-dek_s17-processed-gene-1.94-mRNA-1_1&gene=genemark-dek_s17-processed-gene-1.94&CDS=1-1998	YDL109C, YGL144C
150	OG0000150	genemark-dek_s17-processed-gene-2.24-mRNA-1_1&gene=genemark-dek_s17-processed-gene-2.24&CDS=1-894	YBR104W, YPR058W
151	OG0000151	maker-dek_s17-augustus-gene-3.2-mRNA-1_1&gene=maker-dek_s17-augustus-gene-3.2&CDS=1-2376	YCR048W, YNR019W
152	OG0000152	augustus_masked-dek_s17-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-dek_s17-processed-gene-3.138&CDS=1-1992	YFR013W, YOL017W
153	OG0000153	genemark-dek_s25-processed-gene-5.40-mRNA-1_1&gene=genemark-dek_s25-processed-gene-5.40&CDS=1-2217, snap_masked-dek_s17-processed-gene-3.28-mRNA-1_1&gene=snap_masked-dek_s17-processed-gene-3.28&CDS=1-2184	YER015W
154	OG0000154	snap_masked-dek_s17-processed-gene-3.50-mRNA-1_1&gene=snap_masked-dek_s17-processed-gene-3.50&CDS=1-2526	YDR385W, YOR133W
155	OG0000155	genemark-dek_s17-processed-gene-3.89-mRNA-1_1&gene=genemark-dek_s17-processed-gene-3.89&CDS=1-1086	YDL246C, YJR159W
156	OG0000156	genemark-dek_s17-processed-gene-3.110-mRNA-1_1&gene=genemark-dek_s17-processed-gene-3.110&CDS=1-1437	YGR121C, YPR138C
157	OG0000157	augustus_masked-dek_s17-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-dek_s17-processed-gene-4.27&CDS=1-1491	YDR418W, YEL054C
158	OG0000158	augustus_masked-dek_s17-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-dek_s17-processed-gene-4.28&CDS=1-2961	YGR214W, YLR048W
159	OG0000159	snap_masked-dek_s17-processed-gene-4.116-mRNA-1_1&gene=snap_masked-dek_s17-processed-gene-4.116&CDS=1-903	YGL162W, YPR009W
160	OG0000160	genemark-dek_s17-processed-gene-4.84-mRNA-1_1&gene=genemark-dek_s17-processed-gene-4.84&CDS=1-870	YBR183W, YPL087W
161	OG0000161	genemark-dek_s17-processed-gene-4.75-mRNA-1_1&gene=genemark-dek_s17-processed-gene-4.75&CDS=1-780, snap_masked-dek_s60-processed-gene-0.31-mRNA-1_1&gene=snap_masked-dek_s60-processed-gene-0.31&CDS=1-186	YPL064C
162	OG0000162	genemark-dek_s40-processed-gene-0.98-mRNA-1_1&gene=genemark-dek_s40-processed-gene-0.98&CDS=1-1305, snap_masked-dek_s17-processed-gene-5.48-mRNA-1_1&gene=snap_masked-dek_s17-processed-gene-5.48&CDS=1-1518	YLR380W
163	OG0000163	augustus_masked-dek_s17-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-dek_s17-processed-gene-5.94&CDS=1-2823	YML085C, YML124C
164	OG0000164	genemark-dek_s17-processed-gene-5.11-mRNA-1_1&gene=genemark-dek_s17-processed-gene-5.11&CDS=1-1263	YMR177W, YPL224C
165	OG0000165	genemark-dek_s17-processed-gene-5.37-mRNA-1_1&gene=genemark-dek_s17-processed-gene-5.37&CDS=1-1737, genemark-dek_s46-processed-gene-0.49-mRNA-1_1&gene=genemark-dek_s46-processed-gene-0.49&CDS=1-1692	YKR093W
166	OG0000166	genemark-dek_s17-processed-gene-6.70-mRNA-1_1&gene=genemark-dek_s17-processed-gene-6.70&CDS=1-1839	YDL229W, YNL209W
167	OG0000167	genemark-dek_s17-processed-gene-6.57-mRNA-1_1&gene=genemark-dek_s17-processed-gene-6.57&CDS=1-561	YNL096C, YOR096W
168	OG0000168	genemark-dek_s17-processed-gene-7.71-mRNA-1_1&gene=genemark-dek_s17-processed-gene-7.71&CDS=1-1617	YDR497C, YOL103W
169	OG0000169	augustus_masked-dek_s17-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-dek_s17-processed-gene-7.14&CDS=1-2697	YDR206W, YLR233C
170	OG0000170	snap_masked-dek_s17-processed-gene-7.48-mRNA-1_1&gene=snap_masked-dek_s17-processed-gene-7.48&CDS=1-723	YDR151C, YLR136C
171	OG0000171	genemark-dek_s17-processed-gene-8.3-mRNA-1_1&gene=genemark-dek_s17-processed-gene-8.3&CDS=1-636, genemark-dek_s25-processed-gene-4.3-mRNA-1_1&gene=genemark-dek_s25-processed-gene-4.3&CDS=1-582	YBL049W
172	OG0000172	genemark-dek_s17-processed-gene-8.14-mRNA-1_1&gene=genemark-dek_s17-processed-gene-8.14&CDS=1-696	YMR233W, YOR295W
173	OG0000173	genemark-dek_s17-processed-gene-8.32-mRNA-1_1&gene=genemark-dek_s17-processed-gene-8.32&CDS=1-837, genemark-dek_s25-processed-gene-0.15-mRNA-1_1&gene=genemark-dek_s25-processed-gene-0.15&CDS=1-765	YMR234W
174	OG0000174	genemark-dek_s19-processed-gene-0.42-mRNA-1_1&gene=genemark-dek_s19-processed-gene-0.42&CDS=1-930	YNL302C, YOL121C
175	OG0000175	genemark-dek_s19-processed-gene-0.61-mRNA-1_1&gene=genemark-dek_s19-processed-gene-0.61&CDS=1-759	YIR035C, YIR036C
176	OG0000176	genemark-dek_s19-processed-gene-1.75-mRNA-1_1&gene=genemark-dek_s19-processed-gene-1.75&CDS=1-3717	YIL151C, YKR096W
177	OG0000177	snap_masked-dek_s19-processed-gene-1.40-mRNA-1_1&gene=snap_masked-dek_s19-processed-gene-1.40&CDS=1-5310	YIL149C, YKR095W
178	OG0000178	augustus_masked-dek_s19-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-dek_s19-processed-gene-2.11&CDS=1-1326	YIL123W, YNL066W
179	OG0000179	genemark-dek_s19-processed-gene-2.66-mRNA-1_1&gene=genemark-dek_s19-processed-gene-2.66&CDS=1-2202	YJR059W, YKL198C
180	OG0000180	augustus_masked-dek_s19-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-dek_s19-processed-gene-3.108&CDS=1-2568	YJL076W, YKR010C
181	OG0000181	maker-dek_s19-snap-gene-4.171-mRNA-1_1&gene=maker-dek_s19-snap-gene-4.171&CDS=1-2013	YJL134W, YKR053C
182	OG0000182	augustus_masked-dek_s19-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-dek_s19-processed-gene-4.9&CDS=1-2787	YJL138C, YKR059W
183	OG0000183	genemark-dek_s19-processed-gene-4.219-mRNA-1_1&gene=genemark-dek_s19-processed-gene-4.219&CDS=1-2442	YBR294W, YLR092W
184	OG0000184	genemark-dek_s19-processed-gene-4.192-mRNA-1_1&gene=genemark-dek_s19-processed-gene-4.192&CDS=1-921	YGR136W, YPR154W
185	OG0000185	augustus_masked-dek_s19-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-dek_s19-processed-gene-4.48&CDS=1-360	YDL136W, YDL191W
186	OG0000186	genemark-dek_s19-processed-gene-4.232-mRNA-1_1&gene=genemark-dek_s19-processed-gene-4.232&CDS=1-543	YDL137W, YDL192W
187	OG0000187	genemark-dek_s19-processed-gene-4.195-mRNA-1_1&gene=genemark-dek_s19-processed-gene-4.195&CDS=1-2193	YDL138W, YDL194W
188	OG0000188	genemark-dek_s19-processed-gene-4.197-mRNA-1_1&gene=genemark-dek_s19-processed-gene-4.197&CDS=1-507	YGR131W, YPR149W
189	OG0000189	augustus_masked-dek_s19-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-dek_s19-processed-gene-4.17&CDS=1-3774	YGR143W, YPR159W
190	OG0000190	genemark-dek_s19-processed-gene-4.237-mRNA-1_1&gene=genemark-dek_s19-processed-gene-4.237&CDS=1-822	YDL127W, YDL179W
191	OG0000191	genemark-dek_s19-processed-gene-4.204-mRNA-1_1&gene=genemark-dek_s19-processed-gene-4.204&CDS=1-2427	YIL105C, YNL047C
192	OG0000192	genemark-dek_s19-processed-gene-4.246-mRNA-1_1&gene=genemark-dek_s19-processed-gene-4.246&CDS=1-411	YBL087C, YER117W
193	OG0000193	genemark-dek_s19-processed-gene-4.247-mRNA-1_1&gene=genemark-dek_s19-processed-gene-4.247&CDS=1-1233	YNL283C, YOL105C
194	OG0000194	genemark-dek_s19-processed-gene-4.211-mRNA-1_1&gene=genemark-dek_s19-processed-gene-4.211&CDS=1-3645	YGL133W, YPL216W
195	OG0000195	genemark-dek_s2-processed-gene-0.15-mRNA-1_1&gene=genemark-dek_s2-processed-gene-0.15&CDS=1-519	YLR456W, YPR172W
196	OG0000196	genemark-dek_s2-processed-gene-0.28-mRNA-1_1&gene=genemark-dek_s2-processed-gene-0.28&CDS=1-1950	YDR146C, YLR131C
197	OG0000197	snap_masked-dek_s2-processed-gene-1.6-mRNA-1_1&gene=snap_masked-dek_s2-processed-gene-1.6&CDS=1-864	YLR270W, YOR173W
198	OG0000198	augustus_masked-dek_s2-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-dek_s2-processed-gene-1.88&CDS=1-480	YGL089C, YPL187W
199	OG0000199	maker-dek_s2-snap-gene-1.39-mRNA-1_1&gene=maker-dek_s2-snap-gene-1.39&CDS=1-291	YMR194W, YPL249C-A
200	OG0000200	snap_masked-dek_s2-processed-gene-2.41-mRNA-1_1&gene=snap_masked-dek_s2-processed-gene-2.41&CDS=1-318	YHR141C, YNL162W
201	OG0000201	genemark-dek_s2-processed-gene-2.11-mRNA-1_1&gene=genemark-dek_s2-processed-gene-2.11&CDS=1-315	YGR209C, YLR043C
202	OG0000202	genemark-dek_s2-processed-gene-2.18-mRNA-1_1&gene=genemark-dek_s2-processed-gene-2.18&CDS=1-1893	YMR008C, YOL011W
203	OG0000203	genemark-dek_s22-processed-gene-1.70-mRNA-1_1&gene=genemark-dek_s22-processed-gene-1.70&CDS=1-2250	YBL067C, YER098W
204	OG0000204	genemark-dek_s22-processed-gene-1.80-mRNA-1_1&gene=genemark-dek_s22-processed-gene-1.80&CDS=1-708	YBR181C, YPL090C
205	OG0000205	augustus_masked-dek_s22-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-dek_s22-processed-gene-2.6&CDS=1-1755	YBR021W, YIR028W
206	OG0000206	genemark-dek_s22-processed-gene-2.124-mRNA-1_1&gene=genemark-dek_s22-processed-gene-2.124&CDS=1-2370	YIL095W, YNL020C
207	OG0000207	genemark-dek_s22-processed-gene-2.147-mRNA-1_1&gene=genemark-dek_s22-processed-gene-2.147&CDS=1-1977	YCR026C, YEL016C
208	OG0000208	augustus_masked-dek_s22-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-dek_s22-processed-gene-2.33&CDS=1-2268	YAL062W, YOR375C
209	OG0000209	genemark-dek_s22-processed-gene-2.132-mRNA-1_1&gene=genemark-dek_s22-processed-gene-2.132&CDS=1-3177	YJL098W, YKR028W
210	OG0000210	augustus_masked-dek_s36-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-dek_s36-processed-gene-0.25&CDS=1-513, genemark-dek_s22-processed-gene-2.134-mRNA-1_1&gene=genemark-dek_s22-processed-gene-2.134&CDS=1-4077	YDR104C
211	OG0000211	snap_masked-dek_s22-processed-gene-2.108-mRNA-1_1&gene=snap_masked-dek_s22-processed-gene-2.108&CDS=1-300	YER056C-A, YIL052C
212	OG0000212	genemark-dek_s22-processed-gene-2.166-mRNA-1_1&gene=genemark-dek_s22-processed-gene-2.166&CDS=1-792	YER037W, YGL224C
213	OG0000213	maker-dek_s22-snap-gene-2.52-mRNA-1_1&gene=maker-dek_s22-snap-gene-2.52&CDS=1-312	YER057C, YIL051C
214	OG0000214	augustus_masked-dek_s22-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-dek_s22-processed-gene-2.50&CDS=1-372, genemark-dek_s26-processed-gene-3.95-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.95&CDS=1-2544	YOL078W
215	OG0000215	genemark-dek_s61-processed-gene-2.16-mRNA-1_1&gene=genemark-dek_s61-processed-gene-2.16&CDS=1-942, snap_masked-dek_s23-processed-gene-0.27-mRNA-1_1&gene=snap_masked-dek_s23-processed-gene-0.27&CDS=1-738	YLR063W
216	OG0000216	genemark-dek_s23-processed-gene-1.116-mRNA-1_1&gene=genemark-dek_s23-processed-gene-1.116&CDS=1-1599	YDR501W, YLR183C
217	OG0000217	snap_masked-dek_s23-processed-gene-1.9-mRNA-1_1&gene=snap_masked-dek_s23-processed-gene-1.9&CDS=1-249	YDR500C, YLR185W
218	OG0000218	genemark-dek_s23-processed-gene-1.118-mRNA-1_1&gene=genemark-dek_s23-processed-gene-1.118&CDS=1-4179	YCL024W, YDR507C
219	OG0000219	snap_masked-dek_s23-processed-gene-1.19-mRNA-1_1&gene=snap_masked-dek_s23-processed-gene-1.19&CDS=1-267	YBR089C-A, YPR052C
220	OG0000220	snap_masked-dek_s23-processed-gene-1.26-mRNA-1_1&gene=snap_masked-dek_s23-processed-gene-1.26&CDS=1-516	YMR242C, YOR312C
221	OG0000221	augustus_masked-dek_s23-processed-gene-1.201-mRNA-1_1&gene=augustus_masked-dek_s23-processed-gene-1.201&CDS=1-2001, genemark-dek_s23-processed-gene-1.143-mRNA-1_1&gene=genemark-dek_s23-processed-gene-1.143&CDS=1-1014	YJR019C
222	OG0000222	genemark-dek_s25-processed-gene-0.5-mRNA-1_1&gene=genemark-dek_s25-processed-gene-0.5&CDS=1-2133	YGR056W, YLR357W
223	OG0000223	genemark-dek_s25-processed-gene-1.39-mRNA-1_1&gene=genemark-dek_s25-processed-gene-1.39&CDS=1-1503	YJR054W, YML047C
224	OG0000224	genemark-dek_s25-processed-gene-1.59-mRNA-1_1&gene=genemark-dek_s25-processed-gene-1.59&CDS=1-1791	YGL158W, YLR248W
225	OG0000225	genemark-dek_s25-processed-gene-1.65-mRNA-1_1&gene=genemark-dek_s25-processed-gene-1.65&CDS=1-2397	YDR069C, YER144C
226	OG0000226	genemark-dek_s25-processed-gene-2.45-mRNA-1_1&gene=genemark-dek_s25-processed-gene-2.45&CDS=1-2853	YKL132C, YMR113W
227	OG0000227	genemark-dek_s25-processed-gene-2.61-mRNA-1_1&gene=genemark-dek_s25-processed-gene-2.61&CDS=1-600	YLR287C-A, YOR182C
228	OG0000228	genemark-dek_s25-processed-gene-2.62-mRNA-1_1&gene=genemark-dek_s25-processed-gene-2.62&CDS=1-342, genemark-dek_s96-processed-gene-2.91-mRNA-1_1&gene=genemark-dek_s96-processed-gene-2.91&CDS=1-357	YNL322C
229	OG0000229	genemark-dek_s25-processed-gene-2.52-mRNA-1_1&gene=genemark-dek_s25-processed-gene-2.52&CDS=1-2208	YDR505C, YLR177W
230	OG0000230	genemark-dek_s53-processed-gene-0.69-mRNA-1_1&gene=genemark-dek_s53-processed-gene-0.69&CDS=1-768, snap_masked-dek_s25-processed-gene-3.27-mRNA-1_1&gene=snap_masked-dek_s25-processed-gene-3.27&CDS=1-768	YLR441C
231	OG0000231	augustus_masked-dek_s75-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-dek_s75-processed-gene-0.148&CDS=1-2703, snap_masked-dek_s25-processed-gene-4.65-mRNA-1_1&gene=snap_masked-dek_s25-processed-gene-4.65&CDS=1-276	YPL003W
232	OG0000232	genemark-dek_s25-processed-gene-4.20-mRNA-1_1&gene=genemark-dek_s25-processed-gene-4.20&CDS=1-1587	YMR199W, YPL256C
233	OG0000233	genemark-dek_s25-processed-gene-5.37-mRNA-1_1&gene=genemark-dek_s25-processed-gene-5.37&CDS=1-360	YGR243W, YHR162W
234	OG0000234	genemark-dek_s25-processed-gene-5.54-mRNA-1_1&gene=genemark-dek_s25-processed-gene-5.54&CDS=1-2256	YMR119W, YNL008C
235	OG0000235	genemark-dek_s25-processed-gene-6.110-mRNA-1_1&gene=genemark-dek_s25-processed-gene-6.110&CDS=1-783	YGL096W, YPL177C
236	OG0000236	augustus_masked-dek_s25-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-dek_s25-processed-gene-6.15&CDS=1-3012	YFL004W, YPL019C
237	OG0000237	snap_masked-dek_s25-processed-gene-6.199-mRNA-1_1&gene=snap_masked-dek_s25-processed-gene-6.199&CDS=1-933	YEL006W, YIL006W
238	OG0000238	maker-dek_s25-augustus-gene-6.222-mRNA-1_1&gene=maker-dek_s25-augustus-gene-6.222&CDS=1-1743	YNL293W, YOL112W
239	OG0000239	genemark-dek_s26-processed-gene-0.0-mRNA-1_1&gene=genemark-dek_s26-processed-gene-0.0&CDS=1-1914	YEL047C, YJR051W
240	OG0000240	genemark-dek_s26-processed-gene-0.32-mRNA-1_1&gene=genemark-dek_s26-processed-gene-0.32&CDS=1-4374, genemark-dek_s9-processed-gene-7.91-mRNA-1_1&gene=genemark-dek_s9-processed-gene-7.91&CDS=1-4338	YDR011W
241	OG0000241	snap_masked-dek_s26-processed-gene-2.110-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-2.110&CDS=1-1911	YDR107C, YLR083C
