	OrthologID	Metschnikowia_santaceciliae	Saccharomyces_cerevisiae
37	OG0000037	genemark-sce_s103-processed-gene-0.26-mRNA-1_1&gene=genemark-sce_s103-processed-gene-0.26&CDS=1-792, genemark-sce_s43-processed-gene-2.137-mRNA-1_1&gene=genemark-sce_s43-processed-gene-2.137&CDS=1-759, genemark-sce_s652-processed-gene-0.71-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.71&CDS=1-771	YCR010C, YNR002C
38	OG0000038	genemark-sce_s118-processed-gene-0.121-mRNA-1_1&gene=genemark-sce_s118-processed-gene-0.121&CDS=1-4338, genemark-sce_s245-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_s245-processed-gene-0.5&CDS=1-4317, genemark-sce_s672-processed-gene-0.98-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.98&CDS=1-4572	YDR011W, YOR153W
39	OG0000039	genemark-sce_s118-processed-gene-2.3-mRNA-1_1&gene=genemark-sce_s118-processed-gene-2.3&CDS=1-1656, genemark-sce_s43-processed-gene-2.127-mRNA-1_1&gene=genemark-sce_s43-processed-gene-2.127&CDS=1-1527, maker-sce_s77-augustus-gene-0.67-mRNA-1_1&gene=maker-sce_s77-augustus-gene-0.67&CDS=1-1209	YER133W, YML016C
40	OG0000040	augustus_masked-sce_s33-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-sce_s33-processed-gene-0.99&CDS=1-1638, genemark-sce_s45-processed-gene-5.212-mRNA-1_1&gene=genemark-sce_s45-processed-gene-5.212&CDS=1-717, genemark-sce_s582-processed-gene-0.61-mRNA-1_1&gene=genemark-sce_s582-processed-gene-0.61&CDS=1-1575, snap_masked-sce_s118-processed-gene-2.113-mRNA-1_1&gene=snap_masked-sce_s118-processed-gene-2.113&CDS=1-594	YDR207C
41	OG0000041	augustus_masked-sce_s118-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-sce_s118-processed-gene-3.27&CDS=1-4752, augustus_masked-sce_s286-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-sce_s286-processed-gene-0.18&CDS=1-969, maker-sce_s158-augustus-gene-0.28-mRNA-1_1&gene=maker-sce_s158-augustus-gene-0.28&CDS=1-6660	YDR093W, YER166W
42	OG0000042	augustus_masked-sce_s120-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-sce_s120-processed-gene-0.110&CDS=1-8193, genemark-sce_s745-processed-gene-0.101-mRNA-1_1&gene=genemark-sce_s745-processed-gene-0.101&CDS=1-7686, snap_masked-sce_s737-processed-gene-0.50-mRNA-1_1&gene=snap_masked-sce_s737-processed-gene-0.50&CDS=1-699	YLR454W, YPR117W
43	OG0000043	augustus_masked-sce_s122-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-sce_s122-processed-gene-0.20&CDS=1-2526, augustus_masked-sce_s678-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-sce_s678-processed-gene-0.3&CDS=1-2919	YDR385W, YKL173W, YOR133W
44	OG0000044	genemark-sce_s132-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s132-processed-gene-0.4&CDS=1-3591, genemark-sce_s560-processed-gene-0.23-mRNA-1_1&gene=genemark-sce_s560-processed-gene-0.23&CDS=1-3069	YIL002C, YNL106C, YOR109W
45	OG0000045	augustus_masked-sce_s139-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-sce_s139-processed-gene-0.23&CDS=1-231, genemark-sce_s257-processed-gene-0.57-mRNA-1_1&gene=genemark-sce_s257-processed-gene-0.57&CDS=1-1281, snap_masked-sce_s8-processed-gene-0.3-mRNA-1_1&gene=snap_masked-sce_s8-processed-gene-0.3&CDS=1-453	YHR179W, YPL171C
46	OG0000046	augustus_masked-sce_s151-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-sce_s151-processed-gene-0.56&CDS=1-3525, augustus_masked-sce_s221-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-sce_s221-processed-gene-0.3&CDS=1-420, genemark-sce_s645-processed-gene-0.2-mRNA-1_1&gene=genemark-sce_s645-processed-gene-0.2&CDS=1-1347, snap_masked-sce_s84-processed-gene-0.28-mRNA-1_1&gene=snap_masked-sce_s84-processed-gene-0.28&CDS=1-300	YGL093W
47	OG0000047	genemark-sce_s151-processed-gene-1.61-mRNA-1_1&gene=genemark-sce_s151-processed-gene-1.61&CDS=1-1275, genemark-sce_s463-processed-gene-0.47-mRNA-1_1&gene=genemark-sce_s463-processed-gene-0.47&CDS=1-1191	YCR094W, YNL323W, YNR048W
48	OG0000048	augustus_masked-sce_s257-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-sce_s257-processed-gene-0.134&CDS=1-2952, maker-sce_s151-augustus-gene-1.52-mRNA-1_1&gene=maker-sce_s151-augustus-gene-1.52&CDS=1-3456, snap_masked-sce_s410-processed-gene-0.7-mRNA-1_1&gene=snap_masked-sce_s410-processed-gene-0.7&CDS=1-3183	YGL097W, YNL192W
49	OG0000049	genemark-sce_s159-processed-gene-0.33-mRNA-1_1&gene=genemark-sce_s159-processed-gene-0.33&CDS=1-1968, genemark-sce_s739-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s739-processed-gene-0.3&CDS=1-2196, snap_masked-sce_s238-processed-gene-0.33-mRNA-1_1&gene=snap_masked-sce_s238-processed-gene-0.33&CDS=1-1803	YLR098C, YOR337W
50	OG0000050	augustus_masked-sce_s3-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-sce_s3-processed-gene-3.15&CDS=1-2367, genemark-sce_s16-processed-gene-0.17-mRNA-1_1&gene=genemark-sce_s16-processed-gene-0.17&CDS=1-1077, genemark-sce_s332-processed-gene-0.98-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.98&CDS=1-1233, genemark-sce_s45-processed-gene-5.243-mRNA-1_1&gene=genemark-sce_s45-processed-gene-5.243&CDS=1-1332	YBR004C
51	OG0000051	genemark-sce_s169-processed-gene-0.38-mRNA-1_1&gene=genemark-sce_s169-processed-gene-0.38&CDS=1-930, genemark-sce_s43-processed-gene-0.34-mRNA-1_1&gene=genemark-sce_s43-processed-gene-0.34&CDS=1-594, snap_masked-sce_s436-processed-gene-0.35-mRNA-1_1&gene=snap_masked-sce_s436-processed-gene-0.35&CDS=1-663	YKR055W, YPR165W
52	OG0000052	genemark-sce_s17-processed-gene-0.73-mRNA-1_1&gene=genemark-sce_s17-processed-gene-0.73&CDS=1-1485, genemark-sce_s648-processed-gene-0.50-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.50&CDS=1-999	YBL056W, YBR125C, YER089C
53	OG0000053	maker-sce_s17-snap-gene-0.57-mRNA-1_1&gene=maker-sce_s17-snap-gene-0.57&CDS=1-1557	YBR297W, YFL052W, YGR288W, YPR196W
54	OG0000054	genemark-sce_s238-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s238-processed-gene-0.4&CDS=1-2166, genemark-sce_s487-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_s487-processed-gene-0.16&CDS=1-3396, snap_masked-sce_s170-processed-gene-0.22-mRNA-1_1&gene=snap_masked-sce_s170-processed-gene-0.22&CDS=1-378	YER041W, YGR258C
55	OG0000055	maker-sce_s190-augustus-gene-0.1-mRNA-1_1&gene=maker-sce_s190-augustus-gene-0.1&CDS=1-4773, snap_masked-sce_s399-processed-gene-0.24-mRNA-1_1&gene=snap_masked-sce_s399-processed-gene-0.24&CDS=1-3534	YML072C, YNL087W, YOR086C
56	OG0000056	genemark-sce_s2-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s2-processed-gene-0.8&CDS=1-993, genemark-sce_s45-processed-gene-0.81-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.81&CDS=1-1026, genemark-sce_s741-processed-gene-0.29-mRNA-1_1&gene=genemark-sce_s741-processed-gene-0.29&CDS=1-1002	YDL078C, YKL085W
57	OG0000057	genemark-sce_s2-processed-gene-0.17-mRNA-1_1&gene=genemark-sce_s2-processed-gene-0.17&CDS=1-1197, genemark-sce_s33-processed-gene-0.48-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.48&CDS=1-1272, genemark-sce_s77-processed-gene-0.39-mRNA-1_1&gene=genemark-sce_s77-processed-gene-0.39&CDS=1-1260	YKL106W, YLR027C
58	OG0000058	genemark-sce_s207-processed-gene-2.154-mRNA-1_1&gene=genemark-sce_s207-processed-gene-2.154&CDS=1-1278, genemark-sce_s56-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_s56-processed-gene-0.16&CDS=1-1449	YBR177C, YMR210W, YPL095C
59	OG0000059	genemark-sce_s332-processed-gene-0.117-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.117&CDS=1-2262, snap_masked-sce_s231-processed-gene-0.68-mRNA-1_1&gene=snap_masked-sce_s231-processed-gene-0.68&CDS=1-2457	YML111W, YMR275C, YNR069C
60	OG0000060	genemark-sce_s235-processed-gene-0.30-mRNA-1_1&gene=genemark-sce_s235-processed-gene-0.30&CDS=1-1155, genemark-sce_s33-processed-gene-0.75-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.75&CDS=1-1269, genemark-sce_s591-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_s591-processed-gene-0.1&CDS=1-1227	YBR207W, YER145C
61	OG0000061	augustus_masked-sce_s257-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-sce_s257-processed-gene-0.82&CDS=1-780, maker-sce_s257-augustus-gene-0.75-mRNA-1_1&gene=maker-sce_s257-augustus-gene-0.75&CDS=1-1971	YCL036W, YDR514C, YKL114C
62	OG0000062	genemark-sce_s257-processed-gene-0.30-mRNA-1_1&gene=genemark-sce_s257-processed-gene-0.30&CDS=1-3579, genemark-sce_s276-processed-gene-0.90-mRNA-1_1&gene=genemark-sce_s276-processed-gene-0.90&CDS=1-3660	YJL042W, YOR227W, YPL137C
63	OG0000063	augustus_masked-sce_s622-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-sce_s622-processed-gene-1.43&CDS=1-2736, snap_masked-sce_s262-processed-gene-0.57-mRNA-1_1&gene=snap_masked-sce_s262-processed-gene-0.57&CDS=1-429, snap_masked-sce_s621-processed-gene-0.22-mRNA-1_1&gene=snap_masked-sce_s621-processed-gene-0.22&CDS=1-360	YDR251W, YPL032C
64	OG0000064	augustus_masked-sce_s282-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-sce_s282-processed-gene-0.21&CDS=1-1119, genemark-sce_s45-processed-gene-0.50-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.50&CDS=1-3513, genemark-sce_s47-processed-gene-0.183-mRNA-1_1&gene=genemark-sce_s47-processed-gene-0.183&CDS=1-612	YFL005W, YNL233W
65	OG0000065	genemark-sce_s42-processed-gene-0.57-mRNA-1_1&gene=genemark-sce_s42-processed-gene-0.57&CDS=1-1896, genemark-sce_s513-processed-gene-0.28-mRNA-1_1&gene=genemark-sce_s513-processed-gene-0.28&CDS=1-2067, snap_masked-sce_s291-processed-gene-0.8-mRNA-1_1&gene=snap_masked-sce_s291-processed-gene-0.8&CDS=1-2115	YMR008C, YOL011W
66	OG0000066	genemark-sce_s295-processed-gene-0.46-mRNA-1_1&gene=genemark-sce_s295-processed-gene-0.46&CDS=1-1839, genemark-sce_s3-processed-gene-3.85-mRNA-1_1&gene=genemark-sce_s3-processed-gene-3.85&CDS=1-1932	YAL005C, YDL229W, YNL209W
67	OG0000067	genemark-sce_s295-processed-gene-1.97-mRNA-1_1&gene=genemark-sce_s295-processed-gene-1.97&CDS=1-2388, genemark-sce_s492-processed-gene-0.106-mRNA-1_1&gene=genemark-sce_s492-processed-gene-0.106&CDS=1-1572, genemark-sce_s648-processed-gene-0.61-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.61&CDS=1-2100	YGL257C, YNR059W
68	OG0000068	genemark-sce_s3-processed-gene-2.60-mRNA-1_1&gene=genemark-sce_s3-processed-gene-2.60&CDS=1-1395, genemark-sce_s93-processed-gene-0.52-mRNA-1_1&gene=genemark-sce_s93-processed-gene-0.52&CDS=1-1293	YBL089W, YER119C, YIL088C
69	OG0000069	genemark-sce_s3-processed-gene-2.63-mRNA-1_1&gene=genemark-sce_s3-processed-gene-2.63&CDS=1-1632, genemark-sce_s4-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s4-processed-gene-0.11&CDS=1-1953, genemark-sce_s47-processed-gene-0.138-mRNA-1_1&gene=genemark-sce_s47-processed-gene-0.138&CDS=1-1917	YBR015C, YJL186W
70	OG0000070	genemark-sce_s3-processed-gene-3.115-mRNA-1_1&gene=genemark-sce_s3-processed-gene-3.115&CDS=1-1458, genemark-sce_s417-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_s417-processed-gene-0.1&CDS=1-1824	YDL159W, YOR231W, YPL140C
71	OG0000071	genemark-sce_s38-processed-gene-0.19-mRNA-1_1&gene=genemark-sce_s38-processed-gene-0.19&CDS=1-2229, genemark-sce_s393-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s393-processed-gene-0.7&CDS=1-2319	YAL053W, YGL139W, YPL221W
72	OG0000072	genemark-sce_s410-processed-gene-0.21-mRNA-1_1&gene=genemark-sce_s410-processed-gene-0.21&CDS=1-2304, genemark-sce_s522-processed-gene-0.20-mRNA-1_1&gene=genemark-sce_s522-processed-gene-0.20&CDS=1-1509	YCR065W, YIL131C, YNL068C
73	OG0000073	augustus_masked-sce_s551-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-sce_s551-processed-gene-0.30&CDS=1-1761, maker-sce_s436-augustus-gene-0.63-mRNA-1_1&gene=maker-sce_s436-augustus-gene-0.63&CDS=1-4086	YBR118W, YMR189W, YPR080W
74	OG0000074	genemark-sce_s455-processed-gene-1.162-mRNA-1_1&gene=genemark-sce_s455-processed-gene-1.162&CDS=1-1503, maker-sce_s442-augustus-gene-0.22-mRNA-1_1&gene=maker-sce_s442-augustus-gene-0.22&CDS=1-1917	YMR169C, YMR170C, YOR374W
75	OG0000075	genemark-sce_s45-processed-gene-2.44-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.44&CDS=1-2814, genemark-sce_s70-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_s70-processed-gene-0.16&CDS=1-2493	YCR037C, YJL198W, YNR013C
76	OG0000076	genemark-sce_s456-processed-gene-0.55-mRNA-1_1&gene=genemark-sce_s456-processed-gene-0.55&CDS=1-1089, genemark-sce_s652-processed-gene-0.65-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.65&CDS=1-1182, snap_masked-sce_s68-processed-gene-0.64-mRNA-1_1&gene=snap_masked-sce_s68-processed-gene-0.64&CDS=1-513	YGL038C, YJR075W
77	OG0000077	genemark-sce_s463-processed-gene-0.80-mRNA-1_1&gene=genemark-sce_s463-processed-gene-0.80&CDS=1-1656, genemark-sce_s526-processed-gene-0.27-mRNA-1_1&gene=genemark-sce_s526-processed-gene-0.27&CDS=1-1515, genemark-sce_s745-processed-gene-0.80-mRNA-1_1&gene=genemark-sce_s745-processed-gene-0.80&CDS=1-1524	YGR260W, YIL166C
78	OG0000078	genemark-sce_s463-processed-gene-0.81-mRNA-1_1&gene=genemark-sce_s463-processed-gene-0.81&CDS=1-1080, genemark-sce_s56-processed-gene-0.17-mRNA-1_1&gene=genemark-sce_s56-processed-gene-0.17&CDS=1-1089, genemark-sce_s736-processed-gene-0.42-mRNA-1_1&gene=genemark-sce_s736-processed-gene-0.42&CDS=1-1098	YCR105W, YMR318C
79	OG0000079	genemark-sce_s518-processed-gene-0.17-mRNA-1_1&gene=genemark-sce_s518-processed-gene-0.17&CDS=1-3570, genemark-sce_s520-processed-gene-0.15-mRNA-1_1&gene=genemark-sce_s520-processed-gene-0.15&CDS=1-1620, genemark-sce_s737-processed-gene-0.19-mRNA-1_1&gene=genemark-sce_s737-processed-gene-0.19&CDS=1-1665	YLR343W, YMR307W
80	OG0000080	genemark-sce_s586-processed-gene-0.28-mRNA-1_1&gene=genemark-sce_s586-processed-gene-0.28&CDS=1-4515	YBL017C, YIL173W, YJL222W, YNR065C
81	OG0000081		YKL220C, YLL051C, YNR060W, YOR381W, YOR384W
82	OG0000082	augustus_masked-sce_C45326-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-sce_C45326-processed-gene-0.6&CDS=1-141, augustus_masked-sce_s170-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-sce_s170-processed-gene-0.1&CDS=1-2823	YDR206W, YLR233C
83	OG0000083	genemark-sce_s45-processed-gene-4.90-mRNA-1_1&gene=genemark-sce_s45-processed-gene-4.90&CDS=1-2550, snap_masked-sce_C45722-processed-gene-0.4-mRNA-1_1&gene=snap_masked-sce_C45722-processed-gene-0.4&CDS=1-285, snap_masked-sce_C45722-processed-gene-0.5-mRNA-1_1&gene=snap_masked-sce_C45722-processed-gene-0.5&CDS=1-408	YNL127W
84	OG0000084	genemark-sce_s447-processed-gene-0.128-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.128&CDS=1-2724, maker-sce_C46058-augustus-gene-0.0-mRNA-1_1&gene=maker-sce_C46058-augustus-gene-0.0&CDS=1-1632	YBR237W, YNL112W
85	OG0000085	genemark-sce_C46472-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_C46472-processed-gene-0.16&CDS=1-849, genemark-sce_s295-processed-gene-1.123-mRNA-1_1&gene=genemark-sce_s295-processed-gene-1.123&CDS=1-921	YIL043C, YML125C
86	OG0000086	genemark-sce_s541-processed-gene-0.50-mRNA-1_1&gene=genemark-sce_s541-processed-gene-0.50&CDS=1-1470, maker-sce_C46472-augustus-gene-0.25-mRNA-1_1&gene=maker-sce_C46472-augustus-gene-0.25&CDS=1-3921	YGL202W, YHR137W
87	OG0000087	augustus_masked-sce_s568-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-sce_s568-processed-gene-0.6&CDS=1-792, genemark-sce_s118-processed-gene-0.109-mRNA-1_1&gene=genemark-sce_s118-processed-gene-0.109&CDS=1-861	YIR013C, YLR013W
88	OG0000088	genemark-sce_s118-processed-gene-1.8-mRNA-1_1&gene=genemark-sce_s118-processed-gene-1.8&CDS=1-2814, genemark-sce_s70-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s70-processed-gene-0.11&CDS=1-2523	YBR073W, YGL163C
89	OG0000089	augustus_masked-sce_s374-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-sce_s374-processed-gene-0.41&CDS=1-2805, snap_masked-sce_s118-processed-gene-2.134-mRNA-1_1&gene=snap_masked-sce_s118-processed-gene-2.134&CDS=1-2529	YBR033W, YKL038W
90	OG0000090	genemark-sce_s118-processed-gene-2.13-mRNA-1_1&gene=genemark-sce_s118-processed-gene-2.13&CDS=1-1260, snap_masked-sce_s197-processed-gene-0.16-mRNA-1_1&gene=snap_masked-sce_s197-processed-gene-0.16&CDS=1-300	YDR132C, YLR108C
91	OG0000091	augustus_masked-sce_s118-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-sce_s118-processed-gene-2.72&CDS=1-1410, genemark-sce_s118-processed-gene-2.44-mRNA-1_1&gene=genemark-sce_s118-processed-gene-2.44&CDS=1-1362	YDR463W, YHR006W
92	OG0000092	genemark-sce_s118-processed-gene-3.75-mRNA-1_1&gene=genemark-sce_s118-processed-gene-3.75&CDS=1-993, genemark-sce_s621-processed-gene-0.34-mRNA-1_1&gene=genemark-sce_s621-processed-gene-0.34&CDS=1-990	YCR034W, YLR372W
93	OG0000093	augustus_masked-sce_s513-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-sce_s513-processed-gene-0.6&CDS=1-5367, genemark-sce_s118-processed-gene-3.100-mRNA-1_1&gene=genemark-sce_s118-processed-gene-3.100&CDS=1-3327	YBR275C, YOL086W-A
94	OG0000094	genemark-sce_s118-processed-gene-3.102-mRNA-1_1&gene=genemark-sce_s118-processed-gene-3.102&CDS=1-951, genemark-sce_s231-processed-gene-0.28-mRNA-1_1&gene=genemark-sce_s231-processed-gene-0.28&CDS=1-984	YBR002C, YMR101C
95	OG0000095	augustus_masked-sce_s443-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-sce_s443-processed-gene-0.0&CDS=1-519, genemark-sce_s118-processed-gene-3.82-mRNA-1_1&gene=genemark-sce_s118-processed-gene-3.82&CDS=1-7608	YBR140C, YOL081W
96	OG0000096	genemark-sce_s118-processed-gene-3.106-mRNA-1_1&gene=genemark-sce_s118-processed-gene-3.106&CDS=1-2580, snap_masked-sce_s443-processed-gene-0.14-mRNA-1_1&gene=snap_masked-sce_s443-processed-gene-0.14&CDS=1-402, snap_masked-sce_s743-processed-gene-0.23-mRNA-1_1&gene=snap_masked-sce_s743-processed-gene-0.23&CDS=1-309	YOL078W
97	OG0000097	genemark-sce_s118-processed-gene-3.83-mRNA-1_1&gene=genemark-sce_s118-processed-gene-3.83&CDS=1-3390, genemark-sce_s447-processed-gene-0.112-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.112&CDS=1-2613	YDR466W, YDR490C
98	OG0000098	genemark-sce_s120-processed-gene-0.173-mRNA-1_1&gene=genemark-sce_s120-processed-gene-0.173&CDS=1-3453, snap_masked-sce_s309-processed-gene-0.27-mRNA-1_1&gene=snap_masked-sce_s309-processed-gene-0.27&CDS=1-1758	YHR196W, YOR149C
99	OG0000099	genemark-sce_s120-processed-gene-0.155-mRNA-1_1&gene=genemark-sce_s120-processed-gene-0.155&CDS=1-984, genemark-sce_s259-processed-gene-0.37-mRNA-1_1&gene=genemark-sce_s259-processed-gene-0.37&CDS=1-978	YIL035C, YOR061W
100	OG0000100	augustus_masked-sce_s707-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-sce_s707-processed-gene-0.0&CDS=1-2220, genemark-sce_s122-processed-gene-0.88-mRNA-1_1&gene=genemark-sce_s122-processed-gene-0.88&CDS=1-2166, genemark-sce_s43-processed-gene-0.38-mRNA-1_1&gene=genemark-sce_s43-processed-gene-0.38&CDS=1-2076	YER015W
101	OG0000101	augustus_masked-sce_s122-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-sce_s122-processed-gene-1.151&CDS=1-2262, genemark-sce_s273-processed-gene-0.39-mRNA-1_1&gene=genemark-sce_s273-processed-gene-0.39&CDS=1-1500	YGR052W, YHR082C
102	OG0000102	augustus_masked-sce_s122-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-sce_s122-processed-gene-1.167&CDS=1-2490, genemark-sce_s640-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s640-processed-gene-0.7&CDS=1-1044	YMR303C, YOL086C
103	OG0000103	augustus_masked-sce_s213-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-sce_s213-processed-gene-0.2&CDS=1-6345, genemark-sce_s122-processed-gene-1.226-mRNA-1_1&gene=genemark-sce_s122-processed-gene-1.226&CDS=1-5784	YER172C, YGR271W
104	OG0000104	augustus_masked-sce_s123-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-sce_s123-processed-gene-0.35&CDS=1-435, augustus_masked-sce_s166-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-sce_s166-processed-gene-0.19&CDS=1-432, genemark-sce_s323-processed-gene-0.107-mRNA-1_1&gene=genemark-sce_s323-processed-gene-0.107&CDS=1-1761	YJR001W
105	OG0000105	genemark-sce_s128-processed-gene-0.67-mRNA-1_1&gene=genemark-sce_s128-processed-gene-0.67&CDS=1-891, snap_masked-sce_s328-processed-gene-0.5-mRNA-1_1&gene=snap_masked-sce_s328-processed-gene-0.5&CDS=1-333	YHR198C, YHR199C
106	OG0000106	genemark-sce_s128-processed-gene-0.68-mRNA-1_1&gene=genemark-sce_s128-processed-gene-0.68&CDS=1-1431, snap_masked-sce_s575-processed-gene-0.2-mRNA-1_1&gene=snap_masked-sce_s575-processed-gene-0.2&CDS=1-1464	YBR283C, YLR378C
107	OG0000107	genemark-sce_s128-processed-gene-0.96-mRNA-1_1&gene=genemark-sce_s128-processed-gene-0.96&CDS=1-2391, genemark-sce_s590-processed-gene-0.83-mRNA-1_1&gene=genemark-sce_s590-processed-gene-0.83&CDS=1-1290	YPL074W, YPR173C
108	OG0000108	genemark-sce_s128-processed-gene-0.102-mRNA-1_1&gene=genemark-sce_s128-processed-gene-0.102&CDS=1-1011, genemark-sce_s248-processed-gene-0.46-mRNA-1_1&gene=genemark-sce_s248-processed-gene-0.46&CDS=1-1095	YNL274C, YPL113C
109	OG0000109	augustus_masked-sce_s128-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-sce_s128-processed-gene-0.18&CDS=1-1329, augustus_masked-sce_s90-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-sce_s90-processed-gene-0.43&CDS=1-711	YDR319C, YGL126W
110	OG0000110	augustus_masked-sce_s128-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-sce_s128-processed-gene-0.51&CDS=1-1065, genemark-sce_s3-processed-gene-3.129-mRNA-1_1&gene=genemark-sce_s3-processed-gene-3.129&CDS=1-942	YDL047W, YNR032W
111	OG0000111	genemark-sce_s129-processed-gene-0.2-mRNA-1_1&gene=genemark-sce_s129-processed-gene-0.2&CDS=1-1410, genemark-sce_s590-processed-gene-0.59-mRNA-1_1&gene=genemark-sce_s590-processed-gene-0.59&CDS=1-1866	YKL221W, YNL125C
112	OG0000112	augustus_masked-sce_s729-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-sce_s729-processed-gene-0.4&CDS=1-2766, genemark-sce_s13-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s13-processed-gene-0.11&CDS=1-2337	YDL132W, YGR003W
113	OG0000113	augustus_masked-sce_s42-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-sce_s42-processed-gene-0.92&CDS=1-225, genemark-sce_s14-processed-gene-0.0-mRNA-1_1&gene=genemark-sce_s14-processed-gene-0.0&CDS=1-1719, genemark-sce_s463-processed-gene-0.79-mRNA-1_1&gene=genemark-sce_s463-processed-gene-0.79&CDS=1-1674	YDR242W
114	OG0000114	augustus_masked-sce_s14-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-sce_s14-processed-gene-0.83&CDS=1-3495, genemark-sce_s622-processed-gene-0.24-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.24&CDS=1-2931	YER017C, YMR089C
115	OG0000115	genemark-sce_s582-processed-gene-0.79-mRNA-1_1&gene=genemark-sce_s582-processed-gene-0.79&CDS=1-4644, genemark-sce_s61-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_s61-processed-gene-0.16&CDS=1-4602, snap_masked-sce_s14-processed-gene-0.70-mRNA-1_1&gene=snap_masked-sce_s14-processed-gene-0.70&CDS=1-4767	YDR135C
