	OrthologID	Saccharomyces_cerevisiae	Stagonospora_nodorum
1984	OG0001984	YKL189W	XP_001793271.1
1985	OG0001985	YKL190W	XP_001792601.1
1986	OG0001986	YKL191W	XP_001796807.1
1987	OG0001987	YKL192C	XP_001793316.1
1988	OG0001988	YKL193C	XP_001803131.1
1989	OG0001989	YKL195W	XP_001796348.1
1990	OG0001990	YKL196C	XP_001792733.1
1991	OG0001991	YKL197C	XP_001794111.1
1992	OG0001992	YKL203C	XP_001798566.1
1993	OG0001993	YKL205W	XP_001790945.1
1994	OG0001994	YKL207W	XP_001805366.1
1995	OG0001995	YKL209C	XP_001791419.1
1996	OG0001996	YKL210W	XP_001798867.1
1997	OG0001997	YKL211C	XP_001800830.1
1998	OG0001998	YKL212W	XP_001791757.1
1999	OG0001999	YKL213C	XP_001793596.1
2000	OG0002000	YKL216W	XP_001797312.1
2001	OG0002001	YKR001C	XP_001801275.1
2002	OG0002002	YKR002W	XP_001792586.1
2003	OG0002003	YKR009C	XP_001803860.1
2004	OG0002004	YKR016W	XP_001791743.1
2005	OG0002005	YKR017C	XP_001793294.1
2006	OG0002006	YKR023W	XP_001797631.1
2007	OG0002007	YKR024C	XP_001799045.1
2008	OG0002008	YKR026C	XP_001804210.1
2009	OG0002009	YKR030W	XP_001802385.1
2010	OG0002010	YKR031C	XP_001792071.1
2011	OG0002011	YKR034W	XP_001803541.1
2012	OG0002012	YKR035W-A	XP_001798733.1
2013	OG0002013	YKR038C	XP_001806575.1
2014	OG0002014	YKR043C	XP_001797909.1
2015	OG0002015	YKR048C	XP_001799713.1
2016	OG0002016	YKR051W	XP_001796278.1
2017	OG0002017	YKR054C	XP_001799150.1
2018	OG0002018	YKR056W	XP_001805156.1
2019	OG0002019	YKR060W	XP_001796268.1
2020	OG0002020	YKR062W	XP_001796962.1
2021	OG0002021	YKR063C	XP_001800382.1
2022	OG0002022	YKR065C	XP_001794279.1
2023	OG0002023	YKR066C	XP_001795354.1
2024	OG0002024	YKR068C	XP_001804365.1
2025	OG0002025	YKR071C	XP_001795423.1
2026	OG0002026	YKR080W	XP_001794522.1
2027	OG0002027	YKR081C	XP_001794520.1
2028	OG0002028	YKR082W	XP_001795426.1
2029	OG0002029	YKR087C	XP_001803964.1
2030	OG0002030	YKR090W	XP_001800487.1
2031	OG0002031	YKR092C	XP_001796792.1
2032	OG0002032	YKR097W	XP_001796667.1
2033	OG0002033	YLL001W	XP_001805341.1
2034	OG0002034	YLL002W	XP_001805649.1
2035	OG0002035	YLL006W	XP_001805445.1
2036	OG0002036	YLL008W	XP_001792589.1
2037	OG0002037	YLL011W	XP_001793173.1
2038	OG0002038	YLL014W	XP_001794559.1
2039	OG0002039	YLL018C	XP_001791045.1
2040	OG0002040	YLL018C-A	XP_001805219.1
2041	OG0002041	YLL023C	XP_001803674.1
2042	OG0002042	YLL027W	XP_001805818.1
2043	OG0002043	YLL029W	XP_001799625.1
2044	OG0002044	YLL031C	XP_001792150.1
2045	OG0002045	YLL034C	XP_001799091.1
2046	OG0002046	YLL036C	XP_001806113.1
2047	OG0002047	YLL040C	XP_001804516.1
2048	OG0002048	YLL041C	XP_001793919.1
2049	OG0002049	YLL048C	XP_001799631.1
2050	OG0002050	YLL050C	XP_001806588.1
2051	OG0002051	YLL058W	XP_001805893.1
2052	OG0002052	YLL063C	XP_001793895.1
2053	OG0002053	YLR006C	XP_001799869.1
2054	OG0002054	YLR009W	XP_001804825.1
2055	OG0002055	YLR015W	XP_001801007.1
2056	OG0002056	YLR017W	XP_001802590.1
2057	OG0002057	YLR019W	XP_001803123.1
2058	OG0002058	YLR022C	XP_001792671.1
2059	OG0002059	YLR023C	XP_001794214.1
2060	OG0002060	YLR025W	XP_001795893.1
2061	OG0002061	YLR026C	XP_001790939.1
2062	OG0002062	YLR032W	XP_001800539.1
2063	OG0002063	YLR045C	XP_001804491.1
2064	OG0002064	YLR051C	XP_001799328.1
2065	OG0002065	YLR055C	XP_001793826.1
2066	OG0002066	YLR056W	XP_001799644.1
2067	OG0002067	YLR060W	XP_001802153.1
2068	OG0002068	YLR063W	XP_001806115.1
2069	OG0002069	YLR066W	XP_001801226.1
2070	OG0002070	YLR069C	XP_001791306.1
2071	OG0002071	YLR074C	XP_001802459.1
2072	OG0002072	YLR075W	XP_001793734.1
2073	OG0002073	YLR077W	XP_001802208.1
2074	OG0002074	YLR078C	XP_001796415.1
2075	OG0002075	YLR084C	XP_001794962.1
2076	OG0002076	YLR086W	XP_001802346.1
2077	OG0002077	YLR087C	XP_001796279.1
2078	OG0002078	YLR088W	XP_001802233.1
2079	OG0002079	YLR097C	XP_001805846.1
2080	OG0002080	YLR099W-A	XP_001802142.1
2081	OG0002081	YLR100W	XP_001796576.1
2082	OG0002082	YLR103C	XP_001796692.1
2083	OG0002083	YLR105C	XP_001801214.1
2084	OG0002084	YLR106C	XP_001804091.1
2085	OG0002085	YLR107W	XP_001800969.1
2086	OG0002086	YLR109W	XP_001797922.1
2087	OG0002087	YLR113W	XP_001803505.1
2088	OG0002088	YLR114C	XP_001803503.1
2089	OG0002089	YLR115W	XP_001793290.1
2090	OG0002090	YLR116W	XP_001801968.1
2091	OG0002091	YLR117C	XP_001797343.1
2092	OG0002092	YLR126C	XP_001798952.1
2093	OG0002093	YLR129W	XP_001795047.1
2094	OG0002094	YLR130C	XP_001791481.1
2095	OG0002095	YLR132C	XP_001795057.1
2096	OG0002096	YLR137W	XP_001803847.1
2097	OG0002097	YLR143W	XP_001794325.1
2098	OG0002098	YLR148W	XP_001799417.1
2099	OG0002099	YLR151C	XP_001795090.1
2100	OG0002100	YLR153C	XP_001805792.1
2101	OG0002101	YLR163C	XP_001801860.1
2102	OG0002102	YLR166C	XP_001795137.1
2103	OG0002103	YLR172C	XP_001793722.1
2104	OG0002104	YLR174W	XP_001792084.1
2105	OG0002105	YLR175W	XP_001799567.1
2106	OG0002106	YLR176C	XP_001805516.1
2107	OG0002107	YLR186W	XP_001802489.1
2108	OG0002108	YLR188W	XP_001793540.1
2109	OG0002109	YLR189C	XP_001793879.1
2110	OG0002110	YLR191W	XP_001794820.1
2111	OG0002111	YLR193C	XP_001795868.1
2112	OG0002112	YLR195C	XP_001791563.1
2113	OG0002113	YLR196W	XP_001795050.1
2114	OG0002114	YLR197W	XP_001802492.1
2115	OG0002115	YLR201C	XP_001793645.1
2116	OG0002116	YLR203C	XP_001792944.1
2117	OG0002117	YLR205C	XP_001800654.1
2118	OG0002118	YLR207W	XP_001801576.1
2119	OG0002119	YLR208W	XP_001797118.1
2120	OG0002120	YLR209C	XP_001799327.1
2121	OG0002121	YLR215C	XP_001792211.1
2122	OG0002122	YLR218C	XP_001798740.1
2123	OG0002123	YLR234W	XP_001804860.1
2124	OG0002124	YLR239C	XP_001791526.1
2125	OG0002125	YLR240W	XP_001803105.1
2126	OG0002126	YLR241W	XP_001794447.1
2127	OG0002127	YLR242C	XP_001802788.1
2128	OG0002128	YLR243W	XP_001800006.1
2129	OG0002129	YLR244C	XP_001791391.1
2130	OG0002130	YLR247C	XP_001794440.1
2131	OG0002131	YLR250W	XP_001798976.1
2132	OG0002132	YLR253W	XP_001795510.1
2133	OG0002133	YLR259C	XP_001806589.1
2134	OG0002134	YLR268W	XP_001792269.1
2135	OG0002135	YLR271W	XP_001795120.1
2136	OG0002136	YLR272C	XP_001793663.1
2137	OG0002137	YLR274W	XP_001805679.1
2138	OG0002138	YLR275W	XP_001800722.1
2139	OG0002139	YLR276C	XP_001793547.1
2140	OG0002140	YLR277C	XP_001792516.1
2141	OG0002141	YLR281C	XP_001792187.1
2142	OG0002142	YLR285W	XP_001800853.1
2143	OG0002143	YLR286C	XP_001798989.1
2144	OG0002144	YLR289W	XP_001792061.1
2145	OG0002145	YLR290C	XP_001799979.1
2146	OG0002146	YLR291C	XP_001795362.1
2147	OG0002147	YLR298C	XP_001796856.1
2148	OG0002148	YLR299W	XP_001794056.1
2149	OG0002149	YLR304C	XP_001802460.1
2150	OG0002150	YLR305C	XP_001794472.1
2151	OG0002151	YLR307W, YLR308W	
2152	OG0002152	YLR309C	XP_001798402.1
2153	OG0002153	YLR312W-A	XP_001805650.1
2154	OG0002154	YLR313C	XP_001791148.1
2155	OG0002155	YLR316C	XP_001795951.1
2156	OG0002156	YLR318W	XP_001794030.1
2157	OG0002157	YLR319C	XP_001795670.1
2158	OG0002158	YLR321C	XP_001797110.1
2159	OG0002159	YLR323C	XP_001806515.1
2160	OG0002160	YLR325C	XP_001794204.1
2161	OG0002161	YLR330W	XP_001797794.1
2162	OG0002162	YLR336C	XP_001793305.1
2163	OG0002163	YLR337C	XP_001797398.1
2164	OG0002164	YLR340W	XP_001805396.1
2165	OG0002165	YLR342W	XP_001802256.1
2166	OG0002166	YLR347C	XP_001793003.1
2167	OG0002167	YLR348C	XP_001797860.1
2168	OG0002168	YLR351C	XP_001801782.1
2169	OG0002169	YLR354C	XP_001799969.1
2170	OG0002170	YLR355C	XP_001796942.1
2171	OG0002171	YLR359W	XP_001796745.1
2172	OG0002172	YLR362W	XP_001797997.1
2173	OG0002173	YLR370C	XP_001806583.1
2174	OG0002174	YLR371W	XP_001799863.1
2175	OG0002175	YLR377C	XP_001804533.1
2176	OG0002176	YLR378C	XP_001800372.1
2177	OG0002177	YLR380W	XP_001802275.1
2178	OG0002178	YLR382C	XP_001791790.1
2179	OG0002179	YLR383W	XP_001804718.1
2180	OG0002180	YLR384C	XP_001795655.1
2181	OG0002181	YLR386W	XP_001793632.1
2182	OG0002182	YLR387C	XP_001796891.1
2183	OG0002183	YLR389C	XP_001801272.1
2184	OG0002184	YLR393W	XP_001797208.1
2185	OG0002185	YLR396C	XP_001794824.1
2186	OG0002186	YLR398C	XP_001798562.1
2187	OG0002187	YLR401C	XP_001801867.1
2188	OG0002188	YLR403W	XP_001801740.1
2189	OG0002189	YLR409C	XP_001798763.1
2190	OG0002190	YLR410W	XP_001798765.1
2191	OG0002191	YLR414C	XP_001795777.1
2192	OG0002192	YLR417W	XP_001802994.1
2193	OG0002193	YLR418C	XP_001803880.1
2194	OG0002194	YLR419W	XP_001800425.1
2195	OG0002195	YLR420W	XP_001793629.1
2196	OG0002196	YLR422W	XP_001797935.1
2197	OG0002197	YLR427W	XP_001790852.1
2198	OG0002198	YLR429W	XP_001803166.1
2199	OG0002199	YLR430W	XP_001798086.1
2200	OG0002200	YLR433C	XP_001801475.1
2201	OG0002201	YLR435W	XP_001803263.1
2202	OG0002202	YLR438C-A	XP_001800717.1
2203	OG0002203	YLR438W	XP_001794255.1
2204	OG0002204	YLR439W	XP_001802836.1
2205	OG0002205	YLR441C	XP_001799717.1
2206	OG0002206	YLR447C	XP_001792129.1
2207	OG0002207	YLR451W	XP_001791137.1
2208	OG0002208	YLR452C	XP_001795589.1
2209	OG0002209	YLR454W	XP_001800784.1
2210	OG0002210	YLR459W	XP_001791507.1
2211	OG0002211	YML001W	XP_001800224.1
2212	OG0002212	YML002W	XP_001797144.1
2213	OG0002213	YML004C	XP_001803373.1
2214	OG0002214	YML005W	XP_001798943.1
2215	OG0002215	YML007W	XP_001796673.1
2216	OG0002216	YML008C	XP_001798754.1
2217	OG0002217	YML012W	XP_001796939.1
2218	OG0002218	YML014W	XP_001791988.1
2219	OG0002219	YML018C	XP_001800225.1
2220	OG0002220	YML020W	XP_001800693.1
2221	OG0002221	YML021C	XP_001802222.1
2222	OG0002222	YML022W	XP_001800173.1
2223	OG0002223	YML025C	XP_001806243.1
2224	OG0002224	YML032C	XP_001795555.1
2225	OG0002225	YML035C	XP_001806646.1
2226	OG0002226	YML036W	XP_001800078.1
2227	OG0002227	YML038C	XP_001793270.1
2228	OG0002228	YML042W	XP_001796363.1
2229	OG0002229	YML046W	XP_001794055.1
2230	OG0002230	YML049C	XP_001793047.1
2231	OG0002231	YML054C	XP_001793146.1
2232	OG0002232	YML055W	XP_001805367.1
2233	OG0002233	YML056C	XP_001791107.1
2234	OG0002234	YML059C	XP_001798544.1
2235	OG0002235	YML060W	XP_001794877.1
2236	OG0002236	YML061C	XP_001800727.1
2237	OG0002237	YML064C	XP_001800613.1
2238	OG0002238	YML067C	XP_001800803.1
2239	OG0002239	YML069W	XP_001791578.1
2240	OG0002240	YML077W	XP_001799498.1
2241	OG0002241	YML079W	XP_001803273.1
2242	OG0002242	YML080W	XP_001792982.1
2243	OG0002243	YML081C-A	XP_001791011.1
2244	OG0002244	YML086C	XP_001792488.1
2245	OG0002245	YML092C	XP_001797876.1
2246	OG0002246	YML093W	XP_001804640.1
2247	OG0002247	YML094W	XP_001805183.1
2248	OG0002248	YML095C	XP_001797080.1
2249	OG0002249	YML096W	XP_001799198.1
2250	OG0002250	YML097C	XP_001799199.1
2251	OG0002251	YML098W	XP_001795270.1
2252	OG0002252	YML102W	XP_001790965.1
2253	OG0002253	YML104C	XP_001805174.1
2254	OG0002254	YML105C	XP_001792637.1
2255	OG0002255	YML110C	XP_001796571.1
2256	OG0002256	YML121W	XP_001801368.1
2257	OG0002257	YML126C	XP_001798671.1
2258	OG0002258	YML127W	XP_001804530.1
2259	OG0002259	YML128C	XP_001798333.1
2260	OG0002260	YML130C	XP_001795107.1
2261	OG0002261	YMR002W	XP_001790990.1
2262	OG0002262	YMR004W	XP_001806199.1
2263	OG0002263	YMR009W	XP_001799522.1
2264	OG0002264	YMR010W	XP_001801305.1
2265	OG0002265	YMR012W	XP_001804874.1
2266	OG0002266	YMR013C	XP_001793914.1
2267	OG0002267	YMR015C	XP_001796443.1
2268	OG0002268	YMR023C	XP_001791831.1
2269	OG0002269	YMR024W	XP_001796382.1
2270	OG0002270	YMR026C	XP_001799256.1
2271	OG0002271	YMR027W	XP_001805488.1
2272	OG0002272	YMR028W	XP_001798833.1
2273	OG0002273	YMR033W	XP_001798545.1
2274	OG0002274	YMR034C	XP_001791677.1
2275	OG0002275	YMR035W	XP_001796470.1
2276	OG0002276	YMR036C	XP_001793473.1
2277	OG0002277	YMR038C	XP_001798655.1
2278	OG0002278	YMR039C	XP_001793197.1
2279	OG0002279	YMR041C	XP_001798750.1
2280	OG0002280	YMR043W	XP_001798091.1
2281	OG0002281	YMR048W	XP_001798561.1
2282	OG0002282	YMR049C	XP_001797170.1
2283	OG0002283	YMR055C	XP_001795089.1
2284	OG0002284	YMR058W	XP_001792899.1
2285	OG0002285	YMR059W	XP_001791902.1
2286	OG0002286	YMR061W	XP_001802386.1
2287	OG0002287	YMR062C	XP_001799670.1
2288	OG0002288	YMR063W	XP_001790933.1
2289	OG0002289	YMR067C	XP_001794330.1
2290	OG0002290	YMR068W	XP_001806060.1
2291	OG0002291	YMR069W	XP_001793979.1
2292	OG0002292	YMR071C	XP_001793105.1
2293	OG0002293	YMR076C	XP_001803020.1
2294	OG0002294	YMR077C	XP_001799092.1
2295	OG0002295	YMR078C	XP_001803596.1
2296	OG0002296	YMR080C	XP_001800973.1
2297	OG0002297	YMR089C	XP_001804983.1
2298	OG0002298	YMR091C	XP_001798771.1
2299	OG0002299	YMR092C	XP_001793834.1
2300	OG0002300	YMR093W	XP_001801882.1
2301	OG0002301	YMR096W	XP_001799626.1
2302	OG0002302	YMR097C	XP_001806495.1
2303	OG0002303	YMR099C	XP_001797001.1
2304	OG0002304	YMR100W	XP_001806167.1
2305	OG0002305	YMR105C	XP_001798748.1
2306	OG0002306	YMR106C	XP_001802136.1
2307	OG0002307	YMR108W	XP_001798477.1
2308	OG0002308	YMR109W	XP_001795096.1
2309	OG0002309	YMR114C	XP_001804546.1
2310	OG0002310	YMR116C	XP_001796854.1
2311	OG0002311	YMR117C	XP_001796287.1
2312	OG0002312	YMR120C	XP_001792111.1
2313	OG0002313	YMR123W	XP_001802174.1
2314	OG0002314	YMR125W	XP_001799501.1
2315	OG0002315	YMR128W	XP_001791797.1
2316	OG0002316	YMR129W	XP_001802336.1
2317	OG0002317	YMR131C	XP_001800614.1
2318	OG0002318	YMR132C	XP_001799068.1
2319	OG0002319	YMR137C	XP_001805424.1
2320	OG0002320	YMR139W	XP_001799502.1
2321	OG0002321	YMR140W	XP_001798466.1
2322	OG0002322	YMR149W	XP_001790921.1
2323	OG0002323	YMR150C	XP_001800797.1
2324	OG0002324	YMR154C	XP_001802472.1
2325	OG0002325	YMR155W	XP_001803630.1
2326	OG0002326	YMR158W	XP_001790797.1
2327	OG0002327	YMR162C	XP_001806168.1
2328	OG0002328	YMR165C	XP_001804455.1
2329	OG0002329	YMR166C	XP_001796338.1
2330	OG0002330	YMR167W	XP_001799059.1
2331	OG0002331	YMR171C	XP_001793070.1
2332	OG0002332	YMR178W	XP_001804179.1
2333	OG0002333	YMR186W	XP_001791544.1
2334	OG0002334	YMR189W	XP_001798543.1
2335	OG0002335	YMR190C	XP_001802466.1
2336	OG0002336	YMR193W	XP_001797951.1
2337	OG0002337	YMR194C-B	XP_001798801.1
2338	OG0002338	YMR196W	XP_001797625.1
2339	OG0002339	YMR197C	XP_001797961.1
2340	OG0002340	YMR200W	XP_001803872.1
2341	OG0002341	YMR201C	XP_001799513.1
2342	OG0002342	YMR203W	XP_001800866.1
2343	OG0002343	YMR208W	XP_001794454.1
2344	OG0002344	YMR210W	XP_001792334.1
2345	OG0002345	YMR211W	XP_001792534.1
2346	OG0002346	YMR212C	XP_001796179.1
2347	OG0002347	YMR214W	XP_001793660.1
2348	OG0002348	YMR216C	XP_001798401.1
2349	OG0002349	YMR217W	XP_001799145.1
2350	OG0002350	YMR220W	XP_001797211.1
2351	OG0002351	YMR223W	XP_001804735.1
2352	OG0002352	YMR224C	XP_001805149.1
2353	OG0002353	YMR225C	XP_001794846.1
2354	OG0002354	YMR226C	XP_001799140.1
2355	OG0002355	YMR227C	XP_001794906.1
2356	OG0002356	YMR229C	XP_001800560.1
2357	OG0002357	YMR231W	XP_001797283.1
2358	OG0002358	YMR235C	XP_001805401.1
2359	OG0002359	YMR236W	XP_001804447.1
2360	OG0002360	YMR239C	XP_001799684.1
2361	OG0002361	YMR240C	XP_001792397.1
2362	OG0002362	YMR241W	XP_001792375.1
2363	OG0002363	YMR244C-A	XP_001804704.1
2364	OG0002364	YMR247C	XP_001799768.1
2365	OG0002365	YMR259C	XP_001803917.1
2366	OG0002366	YMR260C	XP_001797778.1
2367	OG0002367	YMR263W	XP_001802945.1
2368	OG0002368	YMR265C	XP_001804725.1
2369	OG0002369	YMR268C	XP_001801885.1
2370	OG0002370	YMR269W	XP_001804452.1
2371	OG0002371	YMR272C	XP_001792999.1
2372	OG0002372	YMR274C	XP_001791987.1
2373	OG0002373	YMR276W	XP_001801663.1
2374	OG0002374	YMR277W	XP_001793878.1
2375	OG0002375	YMR278W	XP_001793724.1
2376	OG0002376	YMR281W	XP_001800265.1
2377	OG0002377	YMR283C	XP_001806563.1
2378	OG0002378	YMR286W	XP_001805718.1
2379	OG0002379	YMR287C	XP_001791277.1
2380	OG0002380	YMR288W	XP_001794816.1
2381	OG0002381	YMR290C	XP_001796163.1
2382	OG0002382	YMR292W	XP_001792718.1
2383	OG0002383	YMR293C	XP_001792737.1
2384	OG0002384	YMR296C	XP_001802255.1
2385	OG0002385	YMR297W	XP_001792672.1
2386	OG0002386	YMR300C	XP_001797647.1
2387	OG0002387	YMR301C	XP_001805992.1
2388	OG0002388	YMR302C	XP_001792116.1
2389	OG0002389	YMR304W	XP_001801169.1
2390	OG0002390	YMR308C	XP_001802424.1
2391	OG0002391	YMR309C	XP_001792757.1
2392	OG0002392	YMR311C	XP_001801310.1
2393	OG0002393	YMR314W	XP_001792330.1
2394	OG0002394	YMR315W	XP_001800467.1
2395	OG0002395	YNL001W	XP_001791240.1
2396	OG0002396	YNL003C	XP_001797188.1
2397	OG0002397	YNL005C	XP_001801276.1
2398	OG0002398	YNL006W	XP_001795669.1
2399	OG0002399	YNL010W	XP_001798797.1
2400	OG0002400	YNL011C	XP_001806146.1
2401	OG0002401	YNL014W	XP_001796257.1
2402	OG0002402	YNL015W	XP_001796259.1
2403	OG0002403	YNL016W	XP_001800726.1
2404	OG0002404	YNL020C	XP_001801993.1
2405	OG0002405	YNL021W	XP_001791925.1
2406	OG0002406	YNL022C	XP_001792969.1
2407	OG0002407	YNL024C	XP_001795339.1
2408	OG0002408	YNL024C-A	XP_001795269.1
2409	OG0002409	YNL025C	XP_001797560.1
2410	OG0002410	YNL026W	XP_001798373.1
2411	OG0002411	YNL032W	XP_001795392.1
2412	OG0002412	YNL035C	XP_001801407.1
2413	OG0002413	YNL037C	XP_001794201.1
2414	OG0002414	YNL039W	XP_001806567.1
2415	OG0002415	YNL040W	XP_001791632.1
2416	OG0002416	YNL041C	XP_001793732.1
2417	OG0002417	YNL044W	XP_001794088.1
2418	OG0002418	YNL045W	XP_001802980.1
2419	OG0002419	YNL048W	XP_001795808.1
2420	OG0002420	YNL051W	XP_001802407.1
2421	OG0002421	YNL059C	XP_001792715.1
2422	OG0002422	YNL061W	XP_001806586.1
2423	OG0002423	YNL062C	XP_001806571.1
2424	OG0002424	YNL063W	XP_001791799.1
2425	OG0002425	YNL064C	XP_001795022.1
2426	OG0002426	YNL070W	XP_001799547.1
2427	OG0002427	YNL071W	XP_001796448.1
2428	OG0002428	YNL072W	XP_001791881.1
2429	OG0002429	YNL075W	XP_001797590.1
2430	OG0002430	YNL081C	XP_001794503.1
2431	OG0002431	YNL082W	XP_001796446.1
2432	OG0002432	YNL085W	XP_001800298.1
2433	OG0002433	YNL088W	XP_001796729.1
2434	OG0002434	YNL091W	XP_001798393.1
2435	OG0002435	YNL102W	XP_001798698.1
2436	OG0002436	YNL107W	XP_001799987.1
2437	OG0002437	YNL110C	XP_001795842.1
2438	OG0002438	YNL111C	XP_001802719.1
2439	OG0002439	YNL112W	XP_001798683.1
2440	OG0002440	YNL113W	XP_001799665.1
2441	OG0002441	YNL115C	XP_001795055.1
2442	OG0002442	YNL118C	XP_001800576.1
2443	OG0002443	YNL119W	XP_001800475.1
2444	OG0002444	YNL123W	XP_001793864.1
2445	OG0002445	YNL124W	XP_001806025.1
2446	OG0002446	YNL127W	XP_001791866.1
2447	OG0002447	YNL128W	XP_001803589.1
2448	OG0002448	YNL129W	XP_001805789.1
2449	OG0002449	YNL131W	XP_001800867.1
2450	OG0002450	YNL132W	XP_001794795.1
2451	OG0002451	YNL136W	XP_001796374.1
2452	OG0002452	YNL137C	XP_001796424.1
2453	OG0002453	YNL138W	XP_001796385.1
2454	OG0002454	YNL138W-A	XP_001801999.1
2455	OG0002455	YNL139C	XP_001799653.1
2456	OG0002456	YNL141W	XP_001794061.1
2457	OG0002457	YNL147W	XP_001792873.1
2458	OG0002458	YNL148C	XP_001791888.1
2459	OG0002459	YNL153C	XP_001792641.1
2460	OG0002460	YNL161W	XP_001797573.1
2461	OG0002461	YNL163C	XP_001800242.1
2462	OG0002462	YNL168C	XP_001794637.1
2463	OG0002463	YNL169C	XP_001792909.1
2464	OG0002464	YNL172W	XP_001805898.1
2465	OG0002465	YNL175C	XP_001802132.1
2466	OG0002466	YNL177C	XP_001801883.1
2467	OG0002467	YNL178W	XP_001801889.1
2468	OG0002468	YNL181W	XP_001797346.1
2469	OG0002469	YNL182C	XP_001791641.1
2470	OG0002470	YNL185C	XP_001793876.1
2471	OG0002471	YNL189W	XP_001800558.1
2472	OG0002472	YNL191W	XP_001800559.1
2473	OG0002473	YNL200C	XP_001793436.1
2474	OG0002474	YNL201C	XP_001804052.1
2475	OG0002475	YNL202W	XP_001806498.1
2476	OG0002476	YNL206C	XP_001795315.1
2477	OG0002477	YNL207W	XP_001804216.1
2478	OG0002478	YNL209W	XP_001794823.1
2479	OG0002479	YNL212W	XP_001793372.1
2480	OG0002480	YNL213C	XP_001805814.1
2481	OG0002481	YNL217W	XP_001803154.1
2482	OG0002482	YNL218W	XP_001798009.1
2483	OG0002483	YNL219C	XP_001806024.1
2484	OG0002484	YNL220W	XP_001805858.1
2485	OG0002485	YNL221C	XP_001798031.1
2486	OG0002486	YNL222W	XP_001791228.1
2487	OG0002487	YNL223W	XP_001804795.1
2488	OG0002488	YNL224C	XP_001804796.1
2489	OG0002489	YNL227C	XP_001802446.1
2490	OG0002490	YNL231C	XP_001800626.1
2491	OG0002491	YNL232W	XP_001800612.1
2492	OG0002492	YNL233W	XP_001792650.1
2493	OG0002493	YNL237W	XP_001799514.1
2494	OG0002494	YNL238W	XP_001794838.1
2495	OG0002495	YNL239W	XP_001796529.1
2496	OG0002496	YNL240C	XP_001797492.1
2497	OG0002497	YNL241C	XP_001799710.1
2498	OG0002498	YNL242W	XP_001801731.1
2499	OG0002499	YNL243W	XP_001791366.1
2500	OG0002500	YNL245C	XP_001797536.1
2501	OG0002501	YNL247W	XP_001801247.1
2502	OG0002502	YNL248C	XP_001799355.1
2503	OG0002503	YNL250W	XP_001804393.1
2504	OG0002504	YNL251C	XP_001792373.1
2505	OG0002505	YNL252C	XP_001806513.1
2506	OG0002506	YNL256W	XP_001803801.1
2507	OG0002507	YNL262W	XP_001802183.1
2508	OG0002508	YNL263C	XP_001798142.1
2509	OG0002509	YNL267W	XP_001803998.1
2510	OG0002510	YNL271C	XP_001791819.1
2511	OG0002511	YNL273W	XP_001798436.1
2512	OG0002512	YNL274C	XP_001805051.1
2513	OG0002513	YNL277W	XP_001804084.1
2514	OG0002514	YNL279W	XP_001805747.1
2515	OG0002515	YNL280C	XP_001792290.1
2516	OG0002516	YNL284C	XP_001806223.1
2517	OG0002517	YNL286W	XP_001797223.1
2518	OG0002518	YNL287W	XP_001790962.1
2519	OG0002519	YNL288W	XP_001797303.1
2520	OG0002520	YNL289W	XP_001804519.1
2521	OG0002521	YNL290W	XP_001806584.1
2522	OG0002522	YNL291C	XP_001792322.1
2523	OG0002523	YNL294C	XP_001806197.1
2524	OG0002524	YNL297C	XP_001797495.1
2525	OG0002525	YNL298W	XP_001799555.1
2526	OG0002526	YNL305C	XP_001793423.1
2527	OG0002527	YNL306W	XP_001797274.1
2528	OG0002528	YNL308C	XP_001791978.1
2529	OG0002529	YNL312W	XP_001797452.1
2530	OG0002530	YNL313C	XP_001796402.1
2531	OG0002531	YNL315C	XP_001793925.1
2532	OG0002532	YNL316C	XP_001799728.1
2533	OG0002533	YNL317W	XP_001803919.1
2534	OG0002534	YNL320W	XP_001794163.1
2535	OG0002535	YNL321W	XP_001793115.1
2536	OG0002536	YNL325C	XP_001798800.1
2537	OG0002537	YNL328C	XP_001804826.1
2538	OG0002538	YNL329C	XP_001794950.1
2539	OG0002539	YNR003C	XP_001791140.1
2540	OG0002540	YNR006W	XP_001803378.1
2541	OG0002541	YNR007C	XP_001803981.1
2542	OG0002542	YNR008W	XP_001793668.1
2543	OG0002543	YNR012W	XP_001798986.1
2544	OG0002544	YNR013C	XP_001797697.1
2545	OG0002545	YNR015W	XP_001805310.1
2546	OG0002546	YNR016C	XP_001793413.1
2547	OG0002547	YNR017W	XP_001802916.1
2548	OG0002548	YNR018W	XP_001792250.1
2549	OG0002549	YNR020C	XP_001802855.1
2550	OG0002550	YNR029C	XP_001802797.1
2551	OG0002551	YNR030W	XP_001794865.1
2552	OG0002552	YNR035C	XP_001795046.1
2553	OG0002553	YNR036C	XP_001799219.1
2554	OG0002554	YNR039C	XP_001798330.1
2555	OG0002555	YNR043W	XP_001795245.1
2556	OG0002556	YNR046W	XP_001794035.1
2557	OG0002557	YNR050C	XP_001799619.1
2558	OG0002558	YNR052C	XP_001799451.1
2559	OG0002559	YNR053C	XP_001790811.1
2560	OG0002560	YNR054C	XP_001797535.1
2561	OG0002561	YOL001W	XP_001791927.1
2562	OG0002562	YOL004W	XP_001795099.1
2563	OG0002563	YOL005C	XP_001794335.1
2564	OG0002564	YOL006C	XP_001795067.1
2565	OG0002565	YOL009C	XP_001804334.1
2566	OG0002566	YOL010W	XP_001794837.1
