	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_kudriavzevii
82	OG0000082	YDL137W, YDL192W	augustus_masked-Skud_4-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-1.66&CDS=1-543, augustus_masked-Skud_4-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-2.116&CDS=1-543
83	OG0000083	YDL138W, YDL194W	augustus_masked-Skud_4-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-2.115&CDS=1-2307, genemark-Skud_4-processed-gene-1.106-mRNA-1_1&gene=genemark-Skud_4-processed-gene-1.106&CDS=1-2652
84	OG0000084	YDL178W, YEL071W	augustus_masked-Skud_5-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-Skud_5-processed-gene-0.56&CDS=1-1488, maker-Skud_4-augustus-gene-1.4-mRNA-1_1&gene=maker-Skud_4-augustus-gene-1.4&CDS=1-2562
85	OG0000085	YDL229W, YNL209W	augustus_masked-Skud_14-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.62&CDS=1-2688, augustus_masked-Skud_4-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-0.41&CDS=1-1839
86	OG0000086	YDR038C, YDR039C, YDR040C	augustus_masked-Skud_4-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-5.130&CDS=1-3270
87	OG0000087	YDR093W, YER166W	augustus_masked-Skud_4-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-6.8&CDS=1-4848, augustus_masked-Skud_5-processed-gene-4.171-mRNA-1_1&gene=augustus_masked-Skud_5-processed-gene-4.171&CDS=1-4719
88	OG0000088	YDR099W, YER177W	augustus_masked-Skud_4-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-6.10&CDS=1-804, genemark-Skud_5-processed-gene-4.106-mRNA-1_1&gene=genemark-Skud_5-processed-gene-4.106&CDS=1-807
89	OG0000089	YDR107C, YLR083C	augustus_masked-Skud_12-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-Skud_12-processed-gene-2.45&CDS=1-1992, augustus_masked-Skud_4-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-6.27&CDS=1-2016
90	OG0000090	YDR111C, YLR089C	augustus_masked-Skud_12-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-Skud_12-processed-gene-3.96&CDS=1-1674, augustus_masked-Skud_4-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-6.29&CDS=1-1521
91	OG0000091	YDR122W, YLR096W	augustus_masked-Skud_12-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-Skud_12-processed-gene-3.85&CDS=1-3480, genemark-Skud_4-processed-gene-6.52-mRNA-1_1&gene=genemark-Skud_4-processed-gene-6.52&CDS=1-3195
92	OG0000092	YDR134C, YNR044W	augustus_masked-Skud_4-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-7.51&CDS=1-408, genemark-Skud_14-processed-gene-6.94-mRNA-1_1&gene=genemark-Skud_14-processed-gene-6.94&CDS=1-2583
93	OG0000093	YDR300C, YHR033W	augustus_masked-Skud_4-processed-gene-10.69-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-10.69&CDS=1-1284, genemark-Skud_8-processed-gene-1.55-mRNA-1_1&gene=genemark-Skud_8-processed-gene-1.55&CDS=1-1275
94	OG0000094	YDR341C, YHR091C	augustus_masked-Skud_4-processed-gene-11.58-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-11.58&CDS=1-1803, genemark-Skud_8-processed-gene-2.114-mRNA-1_1&gene=genemark-Skud_8-processed-gene-2.114&CDS=1-1797
95	OG0000095	YDR358W, YHR108W	augustus_masked-Skud_4-processed-gene-11.63-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-11.63&CDS=1-1665, augustus_masked-Skud_8-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.119&CDS=1-5274
96	OG0000096	YDR368W, YOR120W	augustus_masked-Skud_15-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-5.8&CDS=1-936, augustus_masked-Skud_4-processed-gene-11.66-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-11.66&CDS=1-1608
97	OG0000097	YDR436W, YML016C	augustus_masked-Skud_13-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-Skud_13-processed-gene-2.83&CDS=1-2073, maker-Skud_4-augustus-gene-12.1-mRNA-1_1&gene=maker-Skud_4-augustus-gene-12.1&CDS=1-2553
98	OG0000098	YDR447C, YML024W	augustus_masked-Skud_13-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-Skud_13-processed-gene-2.59&CDS=1-408, augustus_masked-Skud_4-processed-gene-12.39-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-12.39&CDS=1-408
99	OG0000099	YDR453C, YML028W	augustus_masked-Skud_13-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-Skud_13-processed-gene-2.57&CDS=1-588, augustus_masked-Skud_4-processed-gene-12.42-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-12.42&CDS=1-588
100	OG0000100	YDR497C, YOL103W	augustus_masked-Skud_15-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.75&CDS=1-1851, augustus_masked-Skud_4-processed-gene-13.199-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-13.199&CDS=1-1752
101	OG0000101	YDR502C, YLR180W	augustus_masked-Skud_12-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-Skud_12-processed-gene-4.68&CDS=1-1146, augustus_masked-Skud_4-processed-gene-13.202-mRNA-1_1&gene=augustus_masked-Skud_4-processed-gene-13.202&CDS=1-1152
102	OG0000102	YDR541C, YOL151W	augustus_masked-Skud_5-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-Skud_5-processed-gene-0.55&CDS=1-1032, maker-Skud_15-augustus-gene-0.0-mRNA-1_1&gene=maker-Skud_15-augustus-gene-0.0&CDS=1-1683
103	OG0000103	YEL022W, YJR031C	augustus_masked-Skud_10-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-Skud_10-processed-gene-4.134&CDS=1-4251, augustus_masked-Skud_5-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-Skud_5-processed-gene-1.66&CDS=1-4383
104	OG0000104	YEL030W, YJR045C	augustus_masked-Skud_5-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-Skud_5-processed-gene-1.61&CDS=1-1938, genemark-Skud_10-processed-gene-4.95-mRNA-1_1&gene=genemark-Skud_10-processed-gene-4.95&CDS=1-1983
105	OG0000105	YEL034W, YJR047C	augustus_masked-Skud_10-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-Skud_10-processed-gene-4.140&CDS=1-471, augustus_masked-Skud_5-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-Skud_5-processed-gene-0.54&CDS=1-471
106	OG0000106	YEL047C, YJR051W	augustus_masked-Skud_10-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-Skud_10-processed-gene-4.122&CDS=1-1503, maker-Skud_5-augustus-gene-0.109-mRNA-1_1&gene=maker-Skud_5-augustus-gene-0.109&CDS=1-1872
107	OG0000107	YEL063C, YNL268W	augustus_masked-Skud_14-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.14&CDS=1-1836, augustus_masked-Skud_5-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-Skud_5-processed-gene-0.59&CDS=1-1770
108	OG0000108	YER011W, YOR010C	augustus_masked-Skud_15-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-3.23&CDS=1-726, genemark-Skud_5-processed-gene-1.34-mRNA-1_1&gene=genemark-Skud_5-processed-gene-1.34&CDS=1-750
109	OG0000109	YER017C, YMR089C	augustus_masked-Skud_13-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-Skud_13-processed-gene-4.67&CDS=1-2472, augustus_masked-Skud_5-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-Skud_5-processed-gene-1.97&CDS=1-2679
110	OG0000110	YER039C, YGL225W	augustus_masked-Skud_5-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-Skud_5-processed-gene-2.77&CDS=1-1023, augustus_masked-Skud_7-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-0.64&CDS=1-1008
111	OG0000111	YER070W, YIL066C	augustus_masked-Skud_5-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-Skud_5-processed-gene-3.11&CDS=1-2658, genemark-Skud_9-processed-gene-2.85-mRNA-1_1&gene=genemark-Skud_9-processed-gene-2.85&CDS=1-2598
112	OG0000112	YER073W, YOR374W	augustus_masked-Skud_15-processed-gene-9.121-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-9.121&CDS=1-1557, genemark-Skud_5-processed-gene-3.51-mRNA-1_1&gene=genemark-Skud_5-processed-gene-3.51&CDS=1-1932
113	OG0000113	YER081W, YIL074C	augustus_masked-Skud_5-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-Skud_5-processed-gene-3.18&CDS=1-1407, augustus_masked-Skud_9-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.111&CDS=1-1407
114	OG0000114	YER131W, YGL189C	augustus_masked-Skud_5-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-Skud_5-processed-gene-4.152&CDS=1-357, augustus_masked-Skud_7-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-1.111&CDS=1-357
115	OG0000115	YFL004W, YPL019C	augustus_masked-Skud_16-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-Skud_16-processed-gene-4.142&CDS=1-2511, augustus_masked-Skud_6-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-Skud_6-processed-gene-1.106&CDS=1-2472
116	OG0000116	YFL011W, YMR011W	augustus_masked-Skud_13-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-Skud_13-processed-gene-2.76&CDS=1-1641, augustus_masked-Skud_6-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-Skud_6-processed-gene-1.101&CDS=1-1638
117	OG0000117	YFR015C, YLR258W	augustus_masked-Skud_12-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-Skud_12-processed-gene-6.98&CDS=1-2115, augustus_masked-Skud_6-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-Skud_6-processed-gene-1.114&CDS=1-2121
118	OG0000118	YFR024C-A, YHR016C	augustus_masked-Skud_8-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.28&CDS=1-1425, maker-Skud_6-augustus-gene-1.3-mRNA-1_1&gene=maker-Skud_6-augustus-gene-1.3&CDS=1-1377
119	OG0000119	YFR031C-A, YIL018W	snap_masked-Skud_6-processed-gene-1.220-mRNA-1_1&gene=snap_masked-Skud_6-processed-gene-1.220&CDS=1-762, snap_masked-Skud_9-processed-gene-2.29-mRNA-1_1&gene=snap_masked-Skud_9-processed-gene-2.29&CDS=1-762
120	OG0000120	YFR053C, YGL253W	augustus_masked-Skud_6-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-Skud_6-processed-gene-1.158&CDS=1-1455, augustus_masked-Skud_7-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-0.53&CDS=1-1458
121	OG0000121	YGL008C, YPL036W	augustus_masked-Skud_7-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-4.38&CDS=1-2745, genemark-Skud_16-processed-gene-4.72-mRNA-1_1&gene=genemark-Skud_16-processed-gene-4.72&CDS=1-2841
122	OG0000122	YGL039W, YGL157W	augustus_masked-Skud_7-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-4.8&CDS=1-1044, genemark-Skud_7-processed-gene-2.48-mRNA-1_1&gene=genemark-Skud_7-processed-gene-2.48&CDS=1-1044
123	OG0000123	YGL049C, YGR162W	augustus_masked-Skud_7-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-4.21&CDS=1-2751, augustus_masked-Skud_7-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-8.61&CDS=1-2853
124	OG0000124	YGL076C, YPL198W	augustus_masked-Skud_7-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-3.90&CDS=1-732, genemark-Skud_16-processed-gene-1.66-mRNA-1_1&gene=genemark-Skud_16-processed-gene-1.66&CDS=1-642
125	OG0000125	YGL084C, YPL189W	augustus_masked-Skud_16-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-Skud_16-processed-gene-1.111&CDS=1-1824, augustus_masked-Skud_7-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-3.87&CDS=1-1680
126	OG0000126	YGL139W, YPL221W	augustus_masked-Skud_7-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-2.19&CDS=1-2406, genemark-Skud_16-processed-gene-1.57-mRNA-1_1&gene=genemark-Skud_16-processed-gene-1.57&CDS=1-2367
127	OG0000127	YGL147C, YNL067W	augustus_masked-Skud_14-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-5.55&CDS=1-573, genemark-Skud_7-processed-gene-2.66-mRNA-1_1&gene=genemark-Skud_7-processed-gene-2.66&CDS=1-573
128	OG0000128	YGL258W, YOR387C	augustus_masked-Skud_15-processed-gene-9.144-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-9.144&CDS=1-618, augustus_masked-Skud_7-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-0.49&CDS=1-618
129	OG0000129	YGR027C, YLR333C	augustus_masked-Skud_12-processed-gene-7.123-mRNA-1_1&gene=augustus_masked-Skud_12-processed-gene-7.123&CDS=1-324, augustus_masked-Skud_7-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-5.88&CDS=1-324
130	OG0000130	YGR034W, YLR344W	augustus_masked-Skud_7-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-5.69&CDS=1-381, maker-Skud_12-snap-gene-7.3-mRNA-1_1&gene=maker-Skud_12-snap-gene-7.3&CDS=1-381
131	OG0000131	YGR056W, YLR357W	augustus_masked-Skud_7-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-6.92&CDS=1-2772, genemark-Skud_12-processed-gene-7.75-mRNA-1_1&gene=genemark-Skud_12-processed-gene-7.75&CDS=1-2667
132	OG0000132	YGR070W, YLR371W	augustus_masked-Skud_7-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-6.98&CDS=1-3471, genemark-Skud_12-processed-gene-8.25-mRNA-1_1&gene=genemark-Skud_12-processed-gene-8.25&CDS=1-4044
133	OG0000133	YGR085C, YPR102C	augustus_masked-Skud_16-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-Skud_16-processed-gene-7.17&CDS=1-522, augustus_masked-Skud_7-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-6.118&CDS=1-522
134	OG0000134	YGR086C, YPL004C	augustus_masked-Skud_16-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-Skud_16-processed-gene-5.73&CDS=1-990, augustus_masked-Skud_7-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-6.119&CDS=1-1008
135	OG0000135	YGR092W, YPR111W	augustus_masked-Skud_16-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-Skud_16-processed-gene-7.22&CDS=1-1680, genemark-Skud_7-processed-gene-6.62-mRNA-1_1&gene=genemark-Skud_7-processed-gene-6.62&CDS=1-1719
136	OG0000136	YGR121C, YPR138C	augustus_masked-Skud_16-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-Skud_16-processed-gene-7.66&CDS=1-1467, augustus_masked-Skud_7-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-7.111&CDS=1-1482
137	OG0000137	YGR124W, YPR145W	augustus_masked-Skud_16-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-Skud_16-processed-gene-7.37&CDS=1-1716, augustus_masked-Skud_7-processed-gene-7.93-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-7.93&CDS=1-1716
138	OG0000138	YGR138C, YPR156C	augustus_masked-Skud_16-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-Skud_16-processed-gene-7.73&CDS=1-1866, augustus_masked-Skud_7-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-7.116&CDS=1-1833
139	OG0000139	YGR143W, YPR159W	augustus_masked-Skud_16-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-Skud_16-processed-gene-7.41&CDS=1-2160, augustus_masked-Skud_7-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-7.101&CDS=1-2316
140	OG0000140	YGR214W, YLR048W	augustus_masked-Skud_7-processed-gene-9.178-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.178&CDS=1-1074, maker-Skud_12-augustus-gene-2.0-mRNA-1_1&gene=maker-Skud_12-augustus-gene-2.0&CDS=1-753
141	OG0000141	YGR254W, YHR174W	augustus_masked-Skud_7-processed-gene-9.192-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.192&CDS=1-1311, augustus_masked-Skud_8-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.147&CDS=1-1311
142	OG0000142	YGR256W, YHR183W	augustus_masked-Skud_7-processed-gene-9.193-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.193&CDS=1-1476, maker-Skud_8-augustus-gene-3.307-mRNA-1_1&gene=maker-Skud_8-augustus-gene-3.307&CDS=1-3174
143	OG0000143	YGR279C, YMR305C	augustus_masked-Skud_13-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-Skud_13-processed-gene-7.66&CDS=1-1143, augustus_masked-Skud_7-processed-gene-9.227-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.227&CDS=1-1155
144	OG0000144	YHL035C, YLL048C	augustus_masked-Skud_12-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-Skud_12-processed-gene-0.25&CDS=1-4983, augustus_masked-Skud_8-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.64&CDS=1-4761
145	OG0000145	YHR001W, YKR003W	augustus_masked-Skud_8-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.61&CDS=1-1311, genemark-Skud_11-processed-gene-4.60-mRNA-1_1&gene=genemark-Skud_11-processed-gene-4.60&CDS=1-1344
146	OG0000146	YHR135C, YNL154C	augustus_masked-Skud_14-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.146&CDS=1-1683, augustus_masked-Skud_8-processed-gene-3.175-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.175&CDS=1-1938
147	OG0000147	YHR141C, YNL162W	maker-Skud_14-snap-gene-3.5-mRNA-1_1&gene=maker-Skud_14-snap-gene-3.5&CDS=1-318, snap_masked-Skud_8-processed-gene-3.86-mRNA-1_1&gene=snap_masked-Skud_8-processed-gene-3.86&CDS=1-318
148	OG0000148	YHR210C, YNR071C	augustus_masked-Skud_14-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.64&CDS=1-1026, augustus_masked-Skud_8-processed-gene-3.199-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.199&CDS=1-1023
149	OG0000149	YIL013C, YOR011W	augustus_masked-Skud_15-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-3.6&CDS=1-4179, augustus_masked-Skud_9-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-3.118&CDS=1-4221
150	OG0000150	YIL109C, YNL049C	augustus_masked-Skud_9-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.70&CDS=1-2778, snap_masked-Skud_14-processed-gene-5.36-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-5.36&CDS=1-2628
151	OG0000151	YIL123W, YNL066W	genemark-Skud_14-processed-gene-5.96-mRNA-1_1&gene=genemark-Skud_14-processed-gene-5.96&CDS=1-1278, snap_masked-Skud_9-processed-gene-1.6-mRNA-1_1&gene=snap_masked-Skud_9-processed-gene-1.6&CDS=1-1380
152	OG0000152	YIL133C, YNL069C	augustus_masked-Skud_14-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.33&CDS=1-594, genemark-Skud_9-processed-gene-0.35-mRNA-1_1&gene=genemark-Skud_9-processed-gene-0.35&CDS=1-597
153	OG0000153	YIL151C, YKR096W	augustus_masked-Skud_9-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-0.58&CDS=1-5094, genemark-Skud_11-processed-gene-5.31-mRNA-1_1&gene=genemark-Skud_11-processed-gene-5.31&CDS=1-3639
154	OG0000154	YIR031C, YNL117W	augustus_masked-Skud_14-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.1&CDS=1-3267, augustus_masked-Skud_9-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-3.155&CDS=1-2856
155	OG0000155	YJL045W, YKL148C	augustus_masked-Skud_10-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-Skud_10-processed-gene-3.27&CDS=1-1902, maker-Skud_11-augustus-gene-1.142-mRNA-1_1&gene=maker-Skud_11-augustus-gene-1.142&CDS=1-3201
156	OG0000156	YJL079C, YKR013W	augustus_masked-Skud_10-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-Skud_10-processed-gene-2.64&CDS=1-879, augustus_masked-Skud_11-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-Skud_11-processed-gene-4.109&CDS=1-990
157	OG0000157	YJL095W, YKR028W	augustus_masked-Skud_10-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-Skud_10-processed-gene-2.46&CDS=1-12474, augustus_masked-Skud_11-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-Skud_11-processed-gene-4.116&CDS=1-3135
158	OG0000158	YJL116C, YKR042W	augustus_masked-Skud_10-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-Skud_10-processed-gene-1.83&CDS=1-1005, genemark-Skud_11-processed-gene-5.7-mRNA-1_1&gene=genemark-Skud_11-processed-gene-5.7&CDS=1-1089
159	OG0000159	YJL139C, YKR061W	genemark-Skud_10-processed-gene-1.119-mRNA-1_1&gene=genemark-Skud_10-processed-gene-1.119&CDS=1-1272, snap_masked-Skud_11-processed-gene-5.121-mRNA-1_1&gene=snap_masked-Skud_11-processed-gene-5.121&CDS=1-1944
160	OG0000160	YJL172W, YOL153C	augustus_masked-Skud_15-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.77&CDS=1-1743, genemark-Skud_10-processed-gene-0.22-mRNA-1_1&gene=genemark-Skud_10-processed-gene-0.22&CDS=1-1728
161	OG0000161	YJL177W, YKL180W	augustus_masked-Skud_10-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-Skud_10-processed-gene-0.52&CDS=1-552, maker-Skud_11-augustus-gene-1.137-mRNA-1_1&gene=maker-Skud_11-augustus-gene-1.137&CDS=1-558
162	OG0000162	YJR066W, YKL203C	augustus_masked-Skud_10-processed-gene-5.207-mRNA-1_1&gene=augustus_masked-Skud_10-processed-gene-5.207&CDS=1-7398, genemark-Skud_11-processed-gene-0.94-mRNA-1_1&gene=genemark-Skud_11-processed-gene-0.94&CDS=1-7416
163	OG0000163	YJR130C, YML082W	augustus_masked-Skud_13-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-Skud_13-processed-gene-1.62&CDS=1-1947, maker-Skud_10-augustus-gene-5.5-mRNA-1_1&gene=maker-Skud_10-augustus-gene-5.5&CDS=1-2901
164	OG0000164	YKL081W, YPL048W	augustus_masked-Skud_16-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-Skud_16-processed-gene-4.114&CDS=1-1530, genemark-Skud_11-processed-gene-2.27-mRNA-1_1&gene=genemark-Skud_11-processed-gene-2.27&CDS=1-1233
165	OG0000165	YKL104C, YMR084W	augustus_masked-Skud_11-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-Skud_11-processed-gene-2.78&CDS=1-2151, maker-Skud_13-snap-gene-4.0-mRNA-1_1&gene=maker-Skud_13-snap-gene-4.0&CDS=1-1866
166	OG0000166	YKL126W, YMR104C	genemark-Skud_11-processed-gene-2.3-mRNA-1_1&gene=genemark-Skud_11-processed-gene-2.3&CDS=1-2040, genemark-Skud_13-processed-gene-4.119-mRNA-1_1&gene=genemark-Skud_13-processed-gene-4.119&CDS=1-2031
167	OG0000167	YKL127W, YMR105C	genemark-Skud_11-processed-gene-2.2-mRNA-1_1&gene=genemark-Skud_11-processed-gene-2.2&CDS=1-1710, genemark-Skud_13-processed-gene-4.120-mRNA-1_1&gene=genemark-Skud_13-processed-gene-4.120&CDS=1-1707
168	OG0000168	YKL129C, YMR109W	augustus_masked-Skud_11-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-Skud_11-processed-gene-1.135&CDS=1-3816, genemark-Skud_13-processed-gene-4.103-mRNA-1_1&gene=genemark-Skud_13-processed-gene-4.103&CDS=1-3603
169	OG0000169	YKL163W, YKL164C	augustus_masked-Skud_11-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-Skud_11-processed-gene-1.110&CDS=1-1179, augustus_masked-Skud_11-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-Skud_11-processed-gene-1.124&CDS=1-1008
170	OG0000170	YLL010C, YLR019W	augustus_masked-Skud_12-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-Skud_12-processed-gene-1.20&CDS=1-1014, genemark-Skud_12-processed-gene-1.68-mRNA-1_1&gene=genemark-Skud_12-processed-gene-1.68&CDS=1-1245
171	OG0000171	YLL051C, YPR192W	augustus_masked-Skud_12-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-Skud_12-processed-gene-0.24&CDS=1-5814, augustus_masked-Skud_16-processed-gene-7.55-mRNA-1_1&gene=augustus_masked-Skud_16-processed-gene-7.55&CDS=1-918
172	OG0000172	YLR028C, YMR120C	augustus_masked-Skud_12-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-Skud_12-processed-gene-2.9&CDS=1-1773, augustus_masked-Skud_13-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-Skud_13-processed-gene-4.81&CDS=1-1776
