	OrthologID	Cyberlindnera_jadinii	Saccharomyces_cerevisiae
64	OG0000064	genemark-scaffold_1-processed-gene-2.138-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.138&CDS=1-309, genemark-scaffold_7-processed-gene-3.10-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.10&CDS=1-309	YBR009C, YNL030W
65	OG0000065	genemark-scaffold_1-processed-gene-2.176-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.176&CDS=1-711	YFL060C, YMR095C, YNL334C
66	OG0000066	genemark-scaffold_1-processed-gene-2.147-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.147&CDS=1-879	YFL059W, YMR096W, YNL333W
67	OG0000067	genemark-scaffold_1-processed-gene-3.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.24&CDS=1-573, genemark-scaffold_25-processed-gene-0.16-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.16&CDS=1-573	YGL147C, YNL067W
68	OG0000068	genemark-scaffold_1-processed-gene-3.36-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.36&CDS=1-3567, snap_masked-scaffold_3-processed-gene-10.48-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.48&CDS=1-3354	YDR507C, YKL101W
69	OG0000069	genemark-scaffold_1-processed-gene-4.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.6&CDS=1-2004, genemark-scaffold_16-processed-gene-0.101-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.101&CDS=1-2154, genemark-scaffold_4-processed-gene-0.129-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.129&CDS=1-2076	YER015W
70	OG0000070	genemark-scaffold_1-processed-gene-4.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.14&CDS=1-1149, genemark-scaffold_2-processed-gene-10.107-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.107&CDS=1-1188	YGL038C, YJR075W
71	OG0000071	genemark-scaffold_1-processed-gene-5.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.29&CDS=1-516, genemark-scaffold_16-processed-gene-1.158-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.158&CDS=1-585	YDR178W, YLR164W
72	OG0000072	genemark-scaffold_1-processed-gene-6.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.32&CDS=1-2664, genemark-scaffold_3-processed-gene-6.96-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.96&CDS=1-2175	YGL120C, YNR011C
73	OG0000073	genemark-scaffold_1-processed-gene-7.127-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.127&CDS=1-819, genemark-scaffold_23-processed-gene-0.162-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.162&CDS=1-858, genemark-scaffold_26-processed-gene-0.118-mRNA-1_1&gene=genemark-scaffold_26-processed-gene-0.118&CDS=1-858	YJL174W
74	OG0000074	genemark-scaffold_1-processed-gene-7.135-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.135&CDS=1-1962, genemark-scaffold_11-processed-gene-2.115-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.115&CDS=1-2412	YER047C, YPL074W
75	OG0000075	genemark-scaffold_1-processed-gene-8.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.6&CDS=1-597, genemark-scaffold_21-processed-gene-0.176-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.176&CDS=1-597	YDL082W, YMR142C
76	OG0000076	genemark-scaffold_1-processed-gene-8.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.8&CDS=1-1308, genemark-scaffold_3-processed-gene-9.151-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.151&CDS=1-1227	YGR254W, YHR174W
77	OG0000077	genemark-scaffold_1-processed-gene-8.38-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.38&CDS=1-2673, genemark-scaffold_7-processed-gene-2.10-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.10&CDS=1-2688	YMR266W, YOL084W
78	OG0000078	augustus_masked-scaffold_2-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.99&CDS=1-3267, genemark-scaffold_1-processed-gene-9.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.13&CDS=1-2574, genemark-scaffold_19-processed-gene-0.293-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.293&CDS=1-3162	YMR312W
79	OG0000079	genemark-scaffold_1-processed-gene-9.23-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.23&CDS=1-450, genemark-scaffold_4-processed-gene-5.40-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.40&CDS=1-300	YER112W, YLR147C
80	OG0000080	genemark-scaffold_1-processed-gene-9.25-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.25&CDS=1-858, genemark-scaffold_2-processed-gene-8.50-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-8.50&CDS=1-1431	YIR013C, YLR013W
81	OG0000081	genemark-scaffold_1-processed-gene-10.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.102&CDS=1-243, snap_masked-scaffold_5-processed-gene-3.82-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.82&CDS=1-243	YDR378C, YPR182W
82	OG0000082	genemark-scaffold_1-processed-gene-10.134-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.134&CDS=1-1002, genemark-scaffold_4-processed-gene-8.97-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.97&CDS=1-1011	YIL035C, YOR061W
83	OG0000083	genemark-scaffold_3-processed-gene-10.205-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.205&CDS=1-5319, maker-scaffold_1-snap-gene-10.5-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.5&CDS=1-4227	YIL159W, YNL271C
84	OG0000084	genemark-scaffold_1-processed-gene-11.21-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.21&CDS=1-1185, genemark-scaffold_4-processed-gene-6.21-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.21&CDS=1-1218	YBR025C, YHL014C
85	OG0000085	genemark-scaffold_1-processed-gene-11.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.30&CDS=1-1746, genemark-scaffold_4-processed-gene-0.117-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.117&CDS=1-1701, maker-scaffold_1-augustus-gene-18.124-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-18.124&CDS=1-3375	YHR064C
86	OG0000086	genemark-scaffold_1-processed-gene-11.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.34&CDS=1-1203, genemark-scaffold_13-processed-gene-3.157-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.157&CDS=1-585	YIR017C, YNL103W
87	OG0000087	augustus_masked-scaffold_1-processed-gene-13.104-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.104&CDS=1-5610, maker-scaffold_27-snap-gene-0.55-mRNA-1_1&gene=maker-scaffold_27-snap-gene-0.55&CDS=1-5172	YIL126W, YOR290C
88	OG0000088	genemark-scaffold_1-processed-gene-13.46-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.46&CDS=1-2304, genemark-scaffold_5-processed-gene-1.45-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.45&CDS=1-1614	YDL138W, YDL194W
89	OG0000089	genemark-scaffold_1-processed-gene-15.110-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-15.110&CDS=1-2499, genemark-scaffold_8-processed-gene-2.17-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.17&CDS=1-2172	YFL047W, YHR182W
90	OG0000090	augustus_masked-scaffold_1-processed-gene-16.15-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.15&CDS=1-1167	YLL062C, YMR321C, YPL273W
91	OG0000091	genemark-scaffold_1-processed-gene-17.35-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-17.35&CDS=1-2139, genemark-scaffold_2-processed-gene-5.46-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.46&CDS=1-1332	YBL052C, YOR244W
92	OG0000092	augustus_masked-scaffold_8-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.29&CDS=1-603, genemark-scaffold_1-processed-gene-17.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-17.14&CDS=1-1149, genemark-scaffold_21-processed-gene-0.140-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.140&CDS=1-858	YBL054W
93	OG0000093	genemark-scaffold_1-processed-gene-17.40-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-17.40&CDS=1-1032, genemark-scaffold_4-processed-gene-8.90-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.90&CDS=1-1068	YDR197W, YHR063C
94	OG0000094	genemark-scaffold_1-processed-gene-18.172-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-18.172&CDS=1-1932, genemark-scaffold_11-processed-gene-2.107-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.107&CDS=1-981	YER133W, YML016C
95	OG0000095	genemark-scaffold_10-processed-gene-0.22-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.22&CDS=1-1542, genemark-scaffold_18-processed-gene-1.19-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.19&CDS=1-1599	YBR139W, YMR297W
96	OG0000096	genemark-scaffold_17-processed-gene-1.16-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.16&CDS=1-1506, snap_masked-scaffold_10-processed-gene-0.78-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-0.78&CDS=1-1713	YDR295C, YPR179C
97	OG0000097	genemark-scaffold_10-processed-gene-1.109-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-1.109&CDS=1-1500, genemark-scaffold_2-processed-gene-0.39-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.39&CDS=1-1506	YMR169C, YMR170C
98	OG0000098	augustus_masked-scaffold_16-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-1.103&CDS=1-930, genemark-scaffold_6-processed-gene-6.55-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.55&CDS=1-1056, maker-scaffold_10-snap-gene-1.4-mRNA-1_1&gene=maker-scaffold_10-snap-gene-1.4&CDS=1-2976	YDL237W
99	OG0000099	genemark-scaffold_10-processed-gene-3.63-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-3.63&CDS=1-807, genemark-scaffold_7-processed-gene-4.210-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.210&CDS=1-873	YJR116W, YPR114W
100	OG0000100	genemark-scaffold_11-processed-gene-0.30-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.30&CDS=1-1359, genemark-scaffold_22-processed-gene-0.24-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.24&CDS=1-1110	YJL155C, YOL136C
101	OG0000101	genemark-scaffold_11-processed-gene-2.106-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.106&CDS=1-246, snap_masked-scaffold_18-processed-gene-1.130-mRNA-1_1&gene=snap_masked-scaffold_18-processed-gene-1.130&CDS=1-243	YHR021C, YKL156W
102	OG0000102	genemark-scaffold_11-processed-gene-3.186-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.186&CDS=1-1356, genemark-scaffold_14-processed-gene-0.22-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.22&CDS=1-1245	YJL193W, YOR307C
103	OG0000103	genemark-scaffold_11-processed-gene-3.158-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.158&CDS=1-1113	YCR102C, YLR460C, YNL134C
104	OG0000104	genemark-scaffold_11-processed-gene-3.193-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.193&CDS=1-1005, genemark-scaffold_3-processed-gene-1.59-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.59&CDS=1-996	YCR034W, YLR372W
105	OG0000105	genemark-scaffold_11-processed-gene-3.217-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.217&CDS=1-1641, genemark-scaffold_9-processed-gene-3.261-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.261&CDS=1-1644, maker-scaffold_6-snap-gene-6.70-mRNA-1_1&gene=maker-scaffold_6-snap-gene-6.70&CDS=1-1755	YIL166C
106	OG0000106	augustus_masked-scaffold_5-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.99&CDS=1-2979, genemark-scaffold_12-processed-gene-1.41-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.41&CDS=1-1740, genemark-scaffold_29-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_29-processed-gene-0.12&CDS=1-1629	YNL239W
107	OG0000107	genemark-scaffold_12-processed-gene-2.126-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.126&CDS=1-813, genemark-scaffold_17-processed-gene-1.48-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.48&CDS=1-705, genemark-scaffold_2-processed-gene-3.32-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.32&CDS=1-774	YKL055C
108	OG0000108	genemark-scaffold_12-processed-gene-3.151-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.151&CDS=1-3762, genemark-scaffold_3-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.4&CDS=1-3762	YER132C, YGL197W
109	OG0000109	genemark-scaffold_13-processed-gene-0.103-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.103&CDS=1-1224, genemark-scaffold_19-processed-gene-0.316-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.316&CDS=1-1224	YKL081W, YPL048W
110	OG0000110	genemark-scaffold_13-processed-gene-2.106-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.106&CDS=1-879, genemark-scaffold_26-processed-gene-0.138-mRNA-1_1&gene=genemark-scaffold_26-processed-gene-0.138&CDS=1-894	YLR146C, YPR069C
111	OG0000111	genemark-scaffold_13-processed-gene-2.135-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.135&CDS=1-423, genemark-scaffold_18-processed-gene-1.6-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.6&CDS=1-663	YDR134C, YLR110C
112	OG0000112	genemark-scaffold_13-processed-gene-3.113-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.113&CDS=1-1281, genemark-scaffold_4-processed-gene-6.30-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.30&CDS=1-1389	YHL019C, YPL259C
113	OG0000113	genemark-scaffold_13-processed-gene-3.160-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.160&CDS=1-561, genemark-scaffold_18-processed-gene-1.52-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.52&CDS=1-3702	YDL037C, YIR019C
114	OG0000114	genemark-scaffold_13-processed-gene-3.172-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.172&CDS=1-1665, genemark-scaffold_14-processed-gene-1.138-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.138&CDS=1-1170, genemark-scaffold_4-processed-gene-1.97-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.97&CDS=1-1566	YFL021W
115	OG0000115	genemark-scaffold_14-processed-gene-1.107-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.107&CDS=1-2655, snap_masked-scaffold_14-processed-gene-1.11-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-1.11&CDS=1-2499	YBR150C, YOL089C
116	OG0000116	maker-scaffold_14-augustus-gene-2.183-mRNA-1_1&gene=maker-scaffold_14-augustus-gene-2.183&CDS=1-1770, snap_masked-scaffold_8-processed-gene-2.50-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.50&CDS=1-1347	YLR361C, YOR137C
117	OG0000117	genemark-scaffold_15-processed-gene-0.50-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.50&CDS=1-1410, genemark-scaffold_48-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_48-processed-gene-0.8&CDS=1-1410, maker-scaffold_3-snap-gene-10.166-mRNA-1_1&gene=maker-scaffold_3-snap-gene-10.166&CDS=1-1998	YOL119C
118	OG0000118	genemark-scaffold_2-processed-gene-0.22-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.22&CDS=1-4056, genemark-scaffold_3-processed-gene-7.92-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.92&CDS=1-4143, maker-scaffold_16-augustus-gene-0.81-mRNA-1_1&gene=maker-scaffold_16-augustus-gene-0.81&CDS=1-8169	YGR281W
119	OG0000119	genemark-scaffold_6-processed-gene-6.16-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.16&CDS=1-780, snap_masked-scaffold_16-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scaffold_16-processed-gene-0.29&CDS=1-780	YHL033C, YLL045C
120	OG0000120	genemark-scaffold_16-processed-gene-1.183-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.183&CDS=1-1671, genemark-scaffold_3-processed-gene-2.3-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.3&CDS=1-1806	YDL113C, YDR425W
121	OG0000121	genemark-scaffold_17-processed-gene-1.33-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.33&CDS=1-459, genemark-scaffold_17-processed-gene-1.34-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.34&CDS=1-459	YEL066W, YPR193C
122	OG0000122	genemark-scaffold_18-processed-gene-1.11-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.11&CDS=1-408, genemark-scaffold_2-processed-gene-3.48-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.48&CDS=1-408	YDR471W, YHR010W
123	OG0000123	genemark-scaffold_19-processed-gene-0.271-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.271&CDS=1-2214, genemark-scaffold_23-processed-gene-0.154-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.154&CDS=1-1374	YBR118W, YPR080W
124	OG0000124	genemark-scaffold_19-processed-gene-0.292-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.292&CDS=1-1233, genemark-scaffold_6-processed-gene-2.10-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.10&CDS=1-1326	YDL066W, YLR174W
125	OG0000125	genemark-scaffold_19-processed-gene-0.250-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.250&CDS=1-2094, genemark-scaffold_6-processed-gene-3.139-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.139&CDS=1-2091	YER075C, YOR208W
126	OG0000126	genemark-scaffold_8-processed-gene-1.120-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.120&CDS=1-5697, maker-scaffold_2-snap-gene-0.141-mRNA-1_1&gene=maker-scaffold_2-snap-gene-0.141&CDS=1-5478	YLR342W, YMR306W
127	OG0000127	augustus_masked-scaffold_2-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.130&CDS=1-828, genemark-scaffold_4-processed-gene-4.51-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.51&CDS=1-927	YBR002C, YMR101C
128	OG0000128	genemark-scaffold_5-processed-gene-4.35-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.35&CDS=1-1476, maker-scaffold_2-snap-gene-0.149-mRNA-1_1&gene=maker-scaffold_2-snap-gene-0.149&CDS=1-1491	YBR263W, YLR058C
129	OG0000129	genemark-scaffold_2-processed-gene-1.20-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.20&CDS=1-1533, genemark-scaffold_2-processed-gene-11.47-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.47&CDS=1-1467	YCL037C, YDR515W
130	OG0000130	genemark-scaffold_2-processed-gene-1.11-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.11&CDS=1-1770, genemark-scaffold_3-processed-gene-10.212-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.212&CDS=1-1398	YBR212W, YHR086W
131	OG0000131	genemark-scaffold_2-processed-gene-2.51-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.51&CDS=1-1437, genemark-scaffold_2-processed-gene-4.148-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.148&CDS=1-1143	YJL081C, YPR034W
132	OG0000132	genemark-scaffold_2-processed-gene-5.45-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.45&CDS=1-2415, genemark-scaffold_6-processed-gene-1.128-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.128&CDS=1-2448	YMR054W, YOR270C
133	OG0000133	genemark-scaffold_24-processed-gene-0.117-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.117&CDS=1-1344, genemark-scaffold_24-processed-gene-0.157-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.157&CDS=1-1341	YKL046C, YMR238W
134	OG0000134	genemark-scaffold_24-processed-gene-0.159-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.159&CDS=1-1458, genemark-scaffold_5-processed-gene-6.27-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.27&CDS=1-1557	YHR050W, YLR034C
135	OG0000135	augustus_masked-scaffold_3-processed-gene-10.129-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.129&CDS=1-846, genemark-scaffold_24-processed-gene-0.163-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.163&CDS=1-1884, maker-scaffold_24-snap-gene-0.175-mRNA-1_1&gene=maker-scaffold_24-snap-gene-0.175&CDS=1-3651	YMR058W
136	OG0000136	genemark-scaffold_7-processed-gene-4.259-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.259&CDS=1-954, maker-scaffold_25-snap-gene-0.73-mRNA-1_1&gene=maker-scaffold_25-snap-gene-0.73&CDS=1-912	YDL114W, YLR426W
137	OG0000137	genemark-scaffold_27-processed-gene-0.19-mRNA-1_1&gene=genemark-scaffold_27-processed-gene-0.19&CDS=1-1407, genemark-scaffold_27-processed-gene-0.44-mRNA-1_1&gene=genemark-scaffold_27-processed-gene-0.44&CDS=1-1134	YGR059W, YHR107C
138	OG0000138	genemark-scaffold_3-processed-gene-1.48-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.48&CDS=1-375, genemark-scaffold_6-processed-gene-2.24-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.24&CDS=1-393	YER056C-A, YIL052C
139	OG0000139	genemark-scaffold_4-processed-gene-5.39-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.39&CDS=1-1068, maker-scaffold_3-augustus-gene-3.57-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.57&CDS=1-1392	YBL016W, YGR040W
140	OG0000140	genemark-scaffold_3-processed-gene-7.102-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.102&CDS=1-2895, genemark-scaffold_4-processed-gene-9.171-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.171&CDS=1-2469	YJL089W, YMR280C
141	OG0000141	genemark-scaffold_4-processed-gene-2.47-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.47&CDS=1-1356, genemark-scaffold_6-processed-gene-5.121-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.121&CDS=1-1416	YOL027C, YPR125W
142	OG0000142	genemark-scaffold_4-processed-gene-4.41-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.41&CDS=1-1572	YOL055C, YPL258C, YPR121W
143	OG0000143	genemark-scaffold_4-processed-gene-5.33-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.33&CDS=1-1104, genemark-scaffold_9-processed-gene-0.98-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.98&CDS=1-1128	YDR106W, YFL039C
144	OG0000144	genemark-scaffold_5-processed-gene-0.51-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.51&CDS=1-390, genemark-scaffold_7-processed-gene-2.31-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.31&CDS=1-393	YBL003C, YDR225W
145	OG0000145	genemark-scaffold_5-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.32&CDS=1-393, genemark-scaffold_7-processed-gene-2.13-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.13&CDS=1-396	YBL002W, YDR224C
146	OG0000146	augustus_masked-scaffold_5-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.77&CDS=1-990	YBR019C, YHR210C, YNR071C
147	OG0000147	genemark-scaffold_6-processed-gene-0.29-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.29&CDS=1-3066, genemark-scaffold_9-processed-gene-2.123-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.123&CDS=1-3063	YBR245C, YOR304W
148	OG0000148	augustus_masked-scaffold_6-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.114&CDS=1-945, augustus_masked-scaffold_6-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.115&CDS=1-894	YBR104W, YPR058W
149	OG0000149	genemark-scaffold_6-processed-gene-2.34-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.34&CDS=1-1077, genemark-scaffold_8-processed-gene-4.216-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.216&CDS=1-1035	YER107C, YOR026W
150	OG0000150	augustus_masked-scaffold_8-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.10&CDS=1-777, genemark-scaffold_9-processed-gene-3.307-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.307&CDS=1-783	YHR203C, YJR145C
