	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034637_Ogataea_populiabae
29	OG0000029	YDL210W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.91&CDS=1-1665, augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-0.4&CDS=1-1650, augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.126&CDS=1-1644, snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.88-mRNA-1_1&gene=snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.88&CDS=1-1746
30	OG0000030	YDL244W, YFL058W, YJR156C, YNL332W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.150-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.150&CDS=1-1032
31	OG0000031	YER028C, YGL035C, YGL209W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-0.132&CDS=1-1428, genemark-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-2.113&CDS=1-1707
32	OG0000032	YER054C, YIL045W, YLR273C, YOR178C	snap_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.208-mRNA-1_1&gene=snap_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.208&CDS=1-1563
33	OG0000033	YER133W, YML016C	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.115&CDS=1-1182, augustus_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.63&CDS=1-1764, augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.74&CDS=1-1623
34	OG0000034	YGL092W, YKL068W, YMR047C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.81&CDS=1-3153, snap_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.139&CDS=1-3696
35	OG0000035	YGR197C, YJR015W	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-0.65&CDS=1-2091, augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.168-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.168&CDS=1-1560, maker-NODE_4_length_820312_cov_17.3491_ID_7-snap-gene-7.64-mRNA-1_1&gene=maker-NODE_4_length_820312_cov_17.3491_ID_7-snap-gene-7.64&CDS=1-1578
36	OG0000036	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-5.124&CDS=1-4278, snap_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.56&CDS=1-3057
37	OG0000037	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.34&CDS=1-3846, augustus_masked-NODE_28_length_82418_cov_27.1609_ID_55-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_28_length_82418_cov_27.1609_ID_55-processed-gene-0.5&CDS=1-3771
38	OG0000038	YJL190C, YLR367W, YOL132W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.66&CDS=1-390, augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.101&CDS=1-1683
39	OG0000039	YJR061W, YKL201C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.77&CDS=1-2337, augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-4.67&CDS=1-2304, snap_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-2.131-mRNA-1_1&gene=snap_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-2.131&CDS=1-2373
40	OG0000040	YKL071W	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.90&CDS=1-759, augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.82&CDS=1-759, augustus_masked-NODE_29_length_75141_cov_29.9276_ID_57-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_29_length_75141_cov_29.9276_ID_57-processed-gene-0.71&CDS=1-738, augustus_masked-NODE_43_length_20651_cov_32.218_ID_85-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_43_length_20651_cov_32.218_ID_85-processed-gene-0.3&CDS=1-735
41	OG0000041	YML072C, YNL087W, YOR086C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.79&CDS=1-4041, snap_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.70&CDS=1-3540
42	OG0000042	YML111W, YMR275C, YNR069C	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.152&CDS=1-2427, snap_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.300-mRNA-1_1&gene=snap_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.300&CDS=1-2265
43	OG0000043	YMR169C, YMR170C	augustus_masked-NODE_39_length_30136_cov_13.8783_ID_77-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_39_length_30136_cov_13.8783_ID_77-processed-gene-0.16&CDS=1-1497, augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-3.108&CDS=1-1506, augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-0.56&CDS=1-1485
44	OG0000044	YMR303C, YOL086C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.135&CDS=1-1113, augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.50&CDS=1-1047, snap_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.88-mRNA-1_1&gene=snap_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.88&CDS=1-1053
45	OG0000045	Q0045, Q0065, Q0070	maker-NODE_33_length_34779_cov_56.702_ID_65-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_33_length_34779_cov_56.702_ID_65-snap-gene-0.2&CDS=1-642, maker-NODE_33_length_34779_cov_56.702_ID_65-snap-gene-0.8-mRNA-1_1&gene=maker-NODE_33_length_34779_cov_56.702_ID_65-snap-gene-0.8&CDS=1-594
46	OG0000046	Q0105, Q0110, Q0115, Q0120	maker-NODE_33_length_34779_cov_56.702_ID_65-snap-gene-0.7-mRNA-1_1&gene=maker-NODE_33_length_34779_cov_56.702_ID_65-snap-gene-0.7&CDS=1-741
47	OG0000047	YAL018C, YOL048C	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.90&CDS=1-729, maker-NODE_9_length_486071_cov_15.0348_ID_17-augustus-gene-2.49-mRNA-1_1&gene=maker-NODE_9_length_486071_cov_15.0348_ID_17-augustus-gene-2.49&CDS=1-1272
48	OG0000048	YAL054C, YLR153C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-6.131&CDS=1-2013, augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-4.49&CDS=1-2025
49	OG0000049	YAR002C-A, YGL002W, YHR110W	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.59&CDS=1-651
50	OG0000050	YAR035W, YER024W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.149&CDS=1-2211, augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.72&CDS=1-2277
51	OG0000051	YBL002W, YDR224C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.69&CDS=1-393, snap_masked-NODE_37_length_30479_cov_17.269_ID_73-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_37_length_30479_cov_17.269_ID_73-processed-gene-0.48&CDS=1-393
52	OG0000052	YBL003C, YDR225W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.58&CDS=1-393, snap_masked-NODE_37_length_30479_cov_17.269_ID_73-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_37_length_30479_cov_17.269_ID_73-processed-gene-0.36&CDS=1-393
53	OG0000053	YBL011W, YKR067W	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.150&CDS=1-1983, augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-2.0&CDS=1-2181
54	OG0000054	YBL052C, YOR244W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.59&CDS=1-1419, augustus_masked-NODE_28_length_82418_cov_27.1609_ID_55-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_28_length_82418_cov_27.1609_ID_55-processed-gene-0.6&CDS=1-2184
55	OG0000055	YBL063W, YEL061C	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.63&CDS=1-4914, augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.140-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.140&CDS=1-3096
56	OG0000056	YBR006W	augustus_masked-NODE_20_length_170422_cov_25.4208_ID_39-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-NODE_20_length_170422_cov_25.4208_ID_39-processed-gene-0.207&CDS=1-1461, snap_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.49&CDS=1-1503, snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-1.179-mRNA-1_1&gene=snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-1.179&CDS=1-1491
57	OG0000057	YBR009C, YNL030W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.11&CDS=1-309, augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-4.33&CDS=1-309
58	OG0000058	YBR025C, YHL014C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.63&CDS=1-1185, augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.63&CDS=1-1251
59	OG0000059	YBR139W, YMR297W	augustus_masked-NODE_21_length_170036_cov_23.214_ID_41-processed-gene-0.260-mRNA-1_1&gene=augustus_masked-NODE_21_length_170036_cov_23.214_ID_41-processed-gene-0.260&CDS=1-1671, augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.84&CDS=1-1749
60	OG0000060	YBR175W, YCL039W	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.251-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.251&CDS=1-1785, snap_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.268-mRNA-1_1&gene=snap_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.268&CDS=1-990
61	OG0000061	YBR207W, YER145C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.132&CDS=1-1200, augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.96&CDS=1-1239
62	OG0000062	YBR212W, YHR086W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.87&CDS=1-1542, augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-1.78&CDS=1-1695
63	OG0000063	YBR237W, YNL112W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.104&CDS=1-2730, augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.120&CDS=1-1620
64	OG0000064	YBR238C, YGL107C	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-0.93&CDS=1-1860, maker-NODE_4_length_820312_cov_17.3491_ID_7-snap-gene-6.52-mRNA-1_1&gene=maker-NODE_4_length_820312_cov_17.3491_ID_7-snap-gene-6.52&CDS=1-3843
65	OG0000065	YBR245C, YOR304W	augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.71&CDS=1-3123, augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.23&CDS=1-3120
66	OG0000066	YBR249C, YDR035W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.66&CDS=1-1101, augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.141&CDS=1-1119
67	OG0000067	YBR263W, YLR058C	snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-1.60&CDS=1-1410, snap_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.88&CDS=1-1476
68	OG0000068	YBR293W	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-0.51&CDS=1-1635, augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-9.72&CDS=1-1749, augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-0.77&CDS=1-1644
69	OG0000069	YCL037C, YDR515W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.100&CDS=1-1689, augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.77&CDS=1-1905
70	OG0000070	YCL067C, YCR039C, YCR096C	maker-NODE_42_length_22622_cov_14.3648_ID_83-snap-gene-0.22-mRNA-1_1&gene=maker-NODE_42_length_22622_cov_14.3648_ID_83-snap-gene-0.22&CDS=1-189
71	OG0000071	YCR065W, YIL131C	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-0.75&CDS=1-1836, augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.124&CDS=1-1992
72	OG0000072	YCR098C, YOR049C	augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.77&CDS=1-1182, maker-NODE_3_length_894456_cov_15.2133_ID_5-augustus-gene-3.48-mRNA-1_1&gene=maker-NODE_3_length_894456_cov_15.2133_ID_5-augustus-gene-3.48&CDS=1-3036
73	OG0000073	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_44_length_11395_cov_59.0299_ID_87-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_44_length_11395_cov_59.0299_ID_87-processed-gene-0.3&CDS=1-1032
74	OG0000074	YCR105W, YMR318C	augustus_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-1.21&CDS=1-1119, augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-0.25&CDS=1-1074
75	OG0000075	YDL029W, YDR106W	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.163&CDS=1-1167, augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.201-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.201&CDS=1-1158
76	OG0000076	YDL085W, YMR145C	augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.100&CDS=1-1749, augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.76&CDS=1-1656
77	OG0000077	YDL091C, YML013W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-3.17&CDS=1-1671, augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-0.71&CDS=1-1635
78	OG0000078	YDL113C, YDR425W	augustus_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-1.2&CDS=1-2034, genemark-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.148-mRNA-1_1&gene=genemark-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.148&CDS=1-1602
79	OG0000079	YDL216C, YFR004W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-0.86&CDS=1-1302, augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.250-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.250&CDS=1-933
80	OG0000080	YDR011W, YPL058C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.58&CDS=1-4476, augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-4.52&CDS=1-4467
81	OG0000081	YDR032C	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.58&CDS=1-597, augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.20&CDS=1-597, augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.39&CDS=1-783
82	OG0000082	YDR037W, YNL073W	augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.144&CDS=1-1767, augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.70&CDS=1-1671
83	OG0000083	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.18&CDS=1-3231
84	OG0000084	YDR125C, YLR099C	augustus_masked-NODE_30_length_60598_cov_15.6208_ID_59-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_30_length_60598_cov_15.6208_ID_59-processed-gene-0.49&CDS=1-1359, snap_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.59-mRNA-1_1&gene=snap_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.59&CDS=1-1272
85	OG0000085	YDR144C, YLR120C, YLR121C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.26&CDS=1-1770
