	OrthologID	Ogataea_methanolica	Saccharomyces_cerevisiae
49	OG0000049	-processed-gene-0.26-mRNA-1_1&gene=snap_masked-gi|1002316323|dbj|BCKW01000014.1|-processed-gene-0.26&CDS=1-1002, -processed-gene-0.32-mRNA-1_1&gene=augustus_masked-gi|1002316322|dbj|BCKW01000015.1|-processed-gene-0.32&CDS=1-990, -processed-gene-28.22-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-28.22&CDS=1-987	YPR127W
50	OG0000050	-processed-gene-0.38-mRNA-1_1&gene=snap_masked-gi|1002316322|dbj|BCKW01000015.1|-processed-gene-0.38&CDS=1-426, -processed-gene-26.73-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-26.73&CDS=1-1401, -snap-gene-0.30-mRNA-1_1&gene=maker-gi|1002316323|dbj|BCKW01000014.1|-snap-gene-0.30&CDS=1-852	YNL097C
51	OG0000051	-processed-gene-0.65-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.65&CDS=1-909, -processed-gene-3.115-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-3.115&CDS=1-909	YHR133C, YNL156C
52	OG0000052	-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.49&CDS=1-1989, -processed-gene-1.68-mRNA-1_1&gene=snap_masked-gi|1002316329|dbj|BCKW01000008.1|-processed-gene-1.68&CDS=1-2184	YCR106W, YLL054C
53	OG0000053	-processed-gene-0.119-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.119&CDS=1-1464, -processed-gene-25.99-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-25.99&CDS=1-1500, -processed-gene-5.113-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.113&CDS=1-1410	YHR176W
54	OG0000054	-processed-gene-2.139-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.139&CDS=1-2697, -processed-gene-20.38-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-20.38&CDS=1-2514	YHR028C, YOR219C
55	OG0000055	-processed-gene-10.125-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.125&CDS=1-1587, -processed-gene-2.5-mRNA-1_1&gene=snap_masked-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.5&CDS=1-2190	YIR013C, YLR013W
56	OG0000056	-processed-gene-0.7-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.7&CDS=1-1731, -processed-gene-1.78-mRNA-1_1&gene=genemark-gi|1002316332|dbj|BCKW01000005.1|-processed-gene-1.78&CDS=1-1752	YDL091C, YML013W
57	OG0000057	-processed-gene-0.42-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.42&CDS=1-1872, -processed-gene-6.72-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-6.72&CDS=1-1704	YCL037C, YDR515W
58	OG0000058	-processed-gene-1.31-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.31&CDS=1-3858, -snap-gene-33.115-mRNA-1_1&gene=maker-gi|1002316335|dbj|BCKW01000002.1|-snap-gene-33.115&CDS=1-3261	YJL089W, YMR280C
59	OG0000059	-processed-gene-13.92-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.92&CDS=1-963, -processed-gene-2.59-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-2.59&CDS=1-960	YKR076W, YMR251W
60	OG0000060	-processed-gene-2.67-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-2.67&CDS=1-3240	YDR038C, YDR039C, YDR040C
61	OG0000061	-augustus-gene-1.70-mRNA-1_1&gene=maker-gi|1002316329|dbj|BCKW01000008.1|-augustus-gene-1.70&CDS=1-2034, -processed-gene-3.51-mRNA-1_1&gene=genemark-gi|1002316331|dbj|BCKW01000006.1|-processed-gene-3.51&CDS=1-2058	YIL038C, YPR072W
62	OG0000062	-processed-gene-2.5-mRNA-1_1&gene=genemark-gi|1002316329|dbj|BCKW01000008.1|-processed-gene-2.5&CDS=1-3108, -processed-gene-3.4-mRNA-1_1&gene=augustus_masked-gi|1002316330|dbj|BCKW01000007.1|-processed-gene-3.4&CDS=1-3222	YBR245C, YOR304W
63	OG0000063	-processed-gene-0.101-mRNA-1_1&gene=genemark-gi|1002316330|dbj|BCKW01000007.1|-processed-gene-0.101&CDS=1-2049, -processed-gene-15.83-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-15.83&CDS=1-1398	YHL019C, YPL259C
64	OG0000064	-augustus-gene-10.139-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-augustus-gene-10.139&CDS=1-2418, -processed-gene-0.105-mRNA-1_1&gene=genemark-gi|1002316330|dbj|BCKW01000007.1|-processed-gene-0.105&CDS=1-525	YLR143W, YML073C
65	OG0000065	-processed-gene-2.51-mRNA-1_1&gene=genemark-gi|1002316330|dbj|BCKW01000007.1|-processed-gene-2.51&CDS=1-2793, -processed-gene-5.58-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.58&CDS=1-1809	YGR052W, YHR082C
66	OG0000066	-processed-gene-1.31-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-1.31&CDS=1-1368, -processed-gene-2.85-mRNA-1_1&gene=genemark-gi|1002316330|dbj|BCKW01000007.1|-processed-gene-2.85&CDS=1-1461	YOL027C, YPR125W
67	OG0000067	-processed-gene-22.66-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-22.66&CDS=1-516, -processed-gene-6.142-mRNA-1_1&gene=genemark-gi|1002316330|dbj|BCKW01000007.1|-processed-gene-6.142&CDS=1-495	YEL066W, YPR193C
68	OG0000068	-processed-gene-15.35-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-15.35&CDS=1-1467, -processed-gene-6.156-mRNA-1_1&gene=genemark-gi|1002316330|dbj|BCKW01000007.1|-processed-gene-6.156&CDS=1-933	YFR004W, YLR073C
69	OG0000069	-processed-gene-0.108-mRNA-1_1&gene=genemark-gi|1002316331|dbj|BCKW01000006.1|-processed-gene-0.108&CDS=1-2163, -processed-gene-10.130-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.130&CDS=1-2181, -processed-gene-6.70-mRNA-1_1&gene=augustus_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-6.70&CDS=1-3324	YBR015C
70	OG0000070	-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-gi|1002316331|dbj|BCKW01000006.1|-processed-gene-2.122&CDS=1-2013, -processed-gene-3.77-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.77&CDS=1-2022	YAL054C, YLR153C
71	OG0000071	-processed-gene-2.19-mRNA-1_1&gene=genemark-gi|1002316331|dbj|BCKW01000006.1|-processed-gene-2.19&CDS=1-1248, -processed-gene-33.26-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-33.26&CDS=1-1536	YJL081C, YPR034W
72	OG0000072	-snap-gene-2.1-mRNA-1_1&gene=maker-gi|1002316331|dbj|BCKW01000006.1|-snap-gene-2.1&CDS=1-2910, -snap-gene-5.80-mRNA-1_1&gene=maker-gi|1002316335|dbj|BCKW01000002.1|-snap-gene-5.80&CDS=1-3918	YDR466W, YDR490C
73	OG0000073	-processed-gene-15.28-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-15.28&CDS=1-2178, -processed-gene-3.59-mRNA-1_1&gene=genemark-gi|1002316331|dbj|BCKW01000006.1|-processed-gene-3.59&CDS=1-2715	YHR031C, YML061C
74	OG0000074	-processed-gene-7.49-mRNA-1_1&gene=genemark-gi|1002316331|dbj|BCKW01000006.1|-processed-gene-7.49&CDS=1-1479, -processed-gene-7.67-mRNA-1_1&gene=genemark-gi|1002316332|dbj|BCKW01000005.1|-processed-gene-7.67&CDS=1-1512	YMR169C, YMR170C
75	OG0000075	-processed-gene-0.61-mRNA-1_1&gene=genemark-gi|1002316332|dbj|BCKW01000005.1|-processed-gene-0.61&CDS=1-1839, -processed-gene-15.31-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-15.31&CDS=1-1770, -processed-gene-24.17-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-24.17&CDS=1-1833	YKR093W
76	OG0000076	-processed-gene-5.71-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.71&CDS=1-573, -processed-gene-6.38-mRNA-1_1&gene=genemark-gi|1002316332|dbj|BCKW01000005.1|-processed-gene-6.38&CDS=1-573	YGL147C, YNL067W
77	OG0000077	-processed-gene-33.47-mRNA-1_1&gene=snap_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-33.47&CDS=1-987, -processed-gene-6.64-mRNA-1_1&gene=genemark-gi|1002316332|dbj|BCKW01000005.1|-processed-gene-6.64&CDS=1-1692	YDL037C, YIR019C
78	OG0000078	-processed-gene-13.43-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-13.43&CDS=1-2337, -processed-gene-7.65-mRNA-1_1&gene=genemark-gi|1002316332|dbj|BCKW01000005.1|-processed-gene-7.65&CDS=1-2238	YAR035W, YER024W
79	OG0000079	-processed-gene-7.16-mRNA-1_1&gene=snap_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.16&CDS=1-5637, -processed-gene-7.78-mRNA-1_1&gene=genemark-gi|1002316332|dbj|BCKW01000005.1|-processed-gene-7.78&CDS=1-5340	YIL159W, YNL271C
80	OG0000080	-processed-gene-11.15-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-11.15&CDS=1-2853, -processed-gene-9.122-mRNA-1_1&gene=genemark-gi|1002316332|dbj|BCKW01000005.1|-processed-gene-9.122&CDS=1-2667	YMR266W, YOL084W
81	OG0000081	-processed-gene-1.42-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-1.42&CDS=1-3114	YLR152C, YNL095C, YOR092W
82	OG0000082	-processed-gene-1.67-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-1.67&CDS=1-1101	YBR205W, YDR483W, YOR099W
83	OG0000083	-processed-gene-11.8-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-11.8&CDS=1-1704, -processed-gene-3.104-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-3.104&CDS=1-1731	YLR433C, YML057W
84	OG0000084	-processed-gene-12.64-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.64&CDS=1-2187, -snap-gene-28.129-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-28.129&CDS=1-2595	YER017C, YMR089C
85	OG0000085	-processed-gene-13.121-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.121&CDS=1-5793, -processed-gene-13.24-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.24&CDS=1-5511	YGR184C, YLR024C
86	OG0000086	-processed-gene-13.126-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.126&CDS=1-3219, -processed-gene-23.49-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-23.49&CDS=1-2070	YGL257C, YNR059W
87	OG0000087	-processed-gene-13.98-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.98&CDS=1-1332, -processed-gene-5.44-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.44&CDS=1-1221	YFR014C, YOL016C
88	OG0000088	-processed-gene-0.65-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.65&CDS=1-1872	YOR389W, YPL277C, YPL278C
89	OG0000089	-processed-gene-32.32-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-32.32&CDS=1-1026, -processed-gene-4.48-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-4.48&CDS=1-1029	YBR175W, YMR146C
90	OG0000090	-processed-gene-6.0-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-6.0&CDS=1-984	YLL062C, YMR321C, YPL273W
91	OG0000091	-processed-gene-4.14-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.14&CDS=1-885, -processed-gene-8.89-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-8.89&CDS=1-1065	YBR151W, YML050W
92	OG0000092	-processed-gene-8.115-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-8.115&CDS=1-1587, -snap-gene-4.0-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-4.0&CDS=1-2004	YER054C, YIL045W
93	OG0000093	-processed-gene-11.40-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-11.40&CDS=1-390, -processed-gene-28.14-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-28.14&CDS=1-390	YBL003C, YDR225W
94	OG0000094	-processed-gene-11.22-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-11.22&CDS=1-393, -processed-gene-28.31-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-28.31&CDS=1-393	YBL002W, YDR224C
95	OG0000095	-processed-gene-14.55-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.55&CDS=1-1368, -processed-gene-18.129-mRNA-1_1&gene=snap_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-18.129&CDS=1-357, -processed-gene-19.9-mRNA-1_1&gene=snap_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-19.9&CDS=1-300	YML015C
96	OG0000096	-processed-gene-23.44-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-23.44&CDS=1-1959, -processed-gene-3.57-mRNA-1_1&gene=snap_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.57&CDS=1-1746	YBR238C, YGL107C
97	OG0000097	-processed-gene-33.23-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-33.23&CDS=1-864, -processed-gene-33.24-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-33.24&CDS=1-936, -processed-gene-5.67-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.67&CDS=1-1200	YDL237W
98	OG0000098	-processed-gene-13.68-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-13.68&CDS=1-5415, -processed-gene-22.0-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-22.0&CDS=1-5676	YGR032W, YLR342W
99	OG0000099	-processed-gene-18.10-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-18.10&CDS=1-1203, -processed-gene-20.13-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-20.13&CDS=1-1275	YMR253C, YPL264C
100	OG0000100	-processed-gene-1.127-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.127&CDS=1-2274, -processed-gene-18.16-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-18.16&CDS=1-2352	YAL023C, YGR199W
101	OG0000101	-processed-gene-19.69-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-19.69&CDS=1-309, -processed-gene-27.84-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-27.84&CDS=1-309	YBR009C, YNL030W
102	OG0000102	-processed-gene-19.51-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-19.51&CDS=1-408, -processed-gene-27.64-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-27.64&CDS=1-408	YBR010W, YNL031C
103	OG0000103	-processed-gene-23.74-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-23.74&CDS=1-3084, -snap-gene-25.69-mRNA-1_1&gene=maker-gi|1002316335|dbj|BCKW01000002.1|-snap-gene-25.69&CDS=1-5142	YGL066W, YOR032C
104	OG0000104	-snap-gene-23.0-mRNA-1_1&gene=maker-gi|1002316335|dbj|BCKW01000002.1|-snap-gene-23.0&CDS=1-3123	YER056C, YER060W, YER060W-A
105	OG0000105	-processed-gene-23.67-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-23.67&CDS=1-1497, -processed-gene-6.104-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.104&CDS=1-1365	YDR125C, YLR099C
106	OG0000106	-processed-gene-24.42-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-24.42&CDS=1-1278, -processed-gene-25.94-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-25.94&CDS=1-1101	YBR207W, YER145C
107	OG0000107	-processed-gene-27.53-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-27.53&CDS=1-1914	YDR144C, YLR120C, YLR121C
108	OG0000108	-processed-gene-29.15-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-29.15&CDS=1-1104, -processed-gene-6.15-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.15&CDS=1-1836, -processed-gene-9.105-mRNA-1_1&gene=snap_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.105&CDS=1-816	YJR107W
109	OG0000109	-augustus-gene-31.1-mRNA-1_1&gene=maker-gi|1002316335|dbj|BCKW01000002.1|-augustus-gene-31.1&CDS=1-1581, -processed-gene-29.34-mRNA-1_1&gene=snap_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-29.34&CDS=1-3009	YBR237W, YNL112W
110	OG0000110	-processed-gene-31.14-mRNA-1_1&gene=snap_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-31.14&CDS=1-687, -snap-gene-2.2-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-2.2&CDS=1-1203	YLR178C, YLR179C
111	OG0000111	-processed-gene-20.75-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-20.75&CDS=1-1398, -processed-gene-33.58-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-33.58&CDS=1-1335	YGL194C, YPR068C
112	OG0000112	-processed-gene-1.125-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.125&CDS=1-978	YOL055C, YPL258C, YPR121W
113	OG0000113	-processed-gene-17.107-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-17.107&CDS=1-2226, -processed-gene-4.40-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.40&CDS=1-2076	YBL011W, YKR067W
114	OG0000114	-processed-gene-15.124-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-15.124&CDS=1-3777, -processed-gene-15.29-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-15.29&CDS=1-3606, -processed-gene-5.38-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.38&CDS=1-3186	YOR296W
115	OG0000115	-processed-gene-6.100-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.100&CDS=1-906	YFL059W, YMR096W, YNL333W
116	OG0000116	-processed-gene-6.87-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.87&CDS=1-786	YFL060C, YMR095C, YNL334C
117	OG0000117	-processed-gene-12.89-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-12.89&CDS=1-1632, -processed-gene-16.55-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-16.55&CDS=1-1647	YEL063C, YNL270C
118	OG0000118	-processed-gene-28.19-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-28.19&CDS=1-2253	YMR006C, YMR008C, YOL011W
119	OG0000119	-processed-gene-0.11-mRNA-1_1&gene=genemark-gi|1002316321|dbj|BCKW01000016.1|-processed-gene-0.11&CDS=1-549	YCL066W, YCR040W
120	OG0000120	-processed-gene-0.19-mRNA-1_1&gene=genemark-gi|1002316321|dbj|BCKW01000016.1|-processed-gene-0.19&CDS=1-3129, -processed-gene-0.60-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.60&CDS=1-3129	YNL243W
121	OG0000121	-processed-gene-0.12-mRNA-1_1&gene=genemark-gi|1002316321|dbj|BCKW01000016.1|-processed-gene-0.12&CDS=1-327, -processed-gene-0.73-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.73&CDS=1-327	YNL244C
122	OG0000122	-processed-gene-0.13-mRNA-1_1&gene=genemark-gi|1002316321|dbj|BCKW01000016.1|-processed-gene-0.13&CDS=1-564, -processed-gene-0.72-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.72&CDS=1-564	YNL245C
123	OG0000123	-processed-gene-0.20-mRNA-1_1&gene=genemark-gi|1002316321|dbj|BCKW01000016.1|-processed-gene-0.20&CDS=1-714, -processed-gene-0.59-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.59&CDS=1-714	YMR134W
124	OG0000124	-processed-gene-0.15-mRNA-1_1&gene=genemark-gi|1002316321|dbj|BCKW01000016.1|-processed-gene-0.15&CDS=1-1167, -processed-gene-0.70-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.70&CDS=1-1167	YGR012W
125	OG0000125	-processed-gene-0.21-mRNA-1_1&gene=genemark-gi|1002316321|dbj|BCKW01000016.1|-processed-gene-0.21&CDS=1-1836, -processed-gene-0.58-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.58&CDS=1-1836	YFL002C
126	OG0000126	-processed-gene-0.16-mRNA-1_1&gene=genemark-gi|1002316321|dbj|BCKW01000016.1|-processed-gene-0.16&CDS=1-1290, -processed-gene-0.69-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.69&CDS=1-1290	YFL001W
127	OG0000127	-processed-gene-0.17-mRNA-1_1&gene=genemark-gi|1002316321|dbj|BCKW01000016.1|-processed-gene-0.17&CDS=1-1272, -processed-gene-0.68-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.68&CDS=1-1272	YGL164C
128	OG0000128	-processed-gene-0.49-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.49&CDS=1-3333, -processed-gene-2.72-mRNA-1_1&gene=snap_masked-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.72&CDS=1-3399	YER158C
129	OG0000129	-processed-gene-0.56-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.56&CDS=1-369	YHR132W-A, YNL157W
130	OG0000130	-processed-gene-0.57-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.57&CDS=1-1053, -processed-gene-3.151-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-3.151&CDS=1-1053	YMR294W
131	OG0000131	-processed-gene-0.66-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.66&CDS=1-1110, -processed-gene-3.114-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-3.114&CDS=1-1110	YGR173W
132	OG0000132	-processed-gene-0.83-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.83&CDS=1-2490, -processed-gene-5.50-mRNA-1_1&gene=genemark-gi|1002316329|dbj|BCKW01000008.1|-processed-gene-5.50&CDS=1-2490	YOR141C
133	OG0000133	-processed-gene-0.89-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.89&CDS=1-453	YIL111W, YNL052W
134	OG0000134	-processed-gene-0.103-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.103&CDS=1-1416	YCL040W, YDR516C
135	OG0000135	-processed-gene-0.112-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.112&CDS=1-2718	YDR069C, YER144C
136	OG0000136	-processed-gene-1.17-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.17&CDS=1-2640, -processed-gene-33.97-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-33.97&CDS=1-2823	YDL170W
137	OG0000137	-processed-gene-2.126-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.126&CDS=1-594	YBL072C, YER102W
138	OG0000138	-processed-gene-2.109-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.109&CDS=1-978	YBL068W, YER099C
139	OG0000139	-processed-gene-2.130-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.130&CDS=1-1467	YBL089W, YER119C
140	OG0000140	-processed-gene-0.113-mRNA-1_1&gene=snap_masked-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.113&CDS=1-987, -processed-gene-8.16-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-8.16&CDS=1-942	YKL094W
141	OG0000141	-processed-gene-0.48-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.48&CDS=1-4185	YLL016W, YLR310C
