	OrthologID	Saccharomyces_cerevisiae	yHAB166_Kazachstania_yakushimaensis
50	OG0000050	YAL061W	augustus_masked-scf7180000044488-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000044488-processed-gene-0.11&CDS=1-1176, augustus_masked-scf7180000044570-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000044570-processed-gene-0.75&CDS=1-879, augustus_masked-scf7180000044572-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000044572-processed-gene-0.2&CDS=1-1176
51	OG0000051	YBL014C	augustus_masked-scf7180000044593-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000044593-processed-gene-0.91&CDS=1-654, augustus_masked-scf7180000044598-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000044598-processed-gene-0.18&CDS=1-3126, augustus_masked-scf7180000044608-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000044608-processed-gene-0.29&CDS=1-288
52	OG0000052	YBL022C, YPL222W	genemark-scf7180000044648-processed-gene-1.14-mRNA-1_1&gene=genemark-scf7180000044648-processed-gene-1.14&CDS=1-4878, maker-scf7180000044596-snap-gene-0.39-mRNA-1_1&gene=maker-scf7180000044596-snap-gene-0.39&CDS=1-3639
53	OG0000053	YBL075C, YLL024C	augustus_masked-scf7180000044598-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000044598-processed-gene-0.35&CDS=1-1920, genemark-scf7180000044593-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000044593-processed-gene-0.39&CDS=1-1941
54	OG0000054	YBL084C	augustus_masked-scf7180000044360-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000044360-processed-gene-0.2&CDS=1-324, snap_masked-scf7180000044400-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000044400-processed-gene-0.0&CDS=1-189, snap_masked-scf7180000044595-processed-gene-1.119-mRNA-1_1&gene=snap_masked-scf7180000044595-processed-gene-1.119&CDS=1-2304
55	OG0000055	YBR009C, YNL030W	augustus_masked-scf7180000044633-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-scf7180000044633-processed-gene-0.120&CDS=1-309, augustus_masked-scf7180000044645-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-2.122&CDS=1-309
56	OG0000056	YBR128C, YBR130C	augustus_masked-scf7180000044644-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-2.37&CDS=1-2484, snap_masked-scf7180000044623-processed-gene-0.70-mRNA-1_1&gene=snap_masked-scf7180000044623-processed-gene-0.70&CDS=1-1065
57	OG0000057	YBR138C, YOL076W	augustus_masked-scf7180000044153-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000044153-processed-gene-0.2&CDS=1-471, augustus_masked-scf7180000044574-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-0.100&CDS=1-3828
58	OG0000058	YBR221C, YBR222C	genemark-scf7180000044625-processed-gene-0.170-mRNA-1_1&gene=genemark-scf7180000044625-processed-gene-0.170&CDS=1-2055, maker-scf7180000044557-augustus-gene-0.12-mRNA-1_1&gene=maker-scf7180000044557-augustus-gene-0.12&CDS=1-2727
59	OG0000059	YBR234C, YGL110C	augustus_masked-scf7180000043843-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000043843-processed-gene-0.2&CDS=1-1074, augustus_masked-scf7180000044627-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-scf7180000044627-processed-gene-2.124&CDS=1-3009
60	OG0000060	YCL067C, YCR039C, YCR096C	genemark-scf7180000044492-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000044492-processed-gene-0.1&CDS=1-564
61	OG0000061	YCR043C	augustus_masked-scf7180000044441-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000044441-processed-gene-0.1&CDS=1-405, augustus_masked-scf7180000044478-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000044478-processed-gene-0.0&CDS=1-405, augustus_masked-scf7180000044502-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000044502-processed-gene-0.1&CDS=1-405
62	OG0000062	YCR106W, YLL054C	genemark-scf7180000044643-processed-gene-1.22-mRNA-1_1&gene=genemark-scf7180000044643-processed-gene-1.22&CDS=1-1500, snap_masked-scf7180000044586-processed-gene-0.106-mRNA-1_1&gene=snap_masked-scf7180000044586-processed-gene-0.106&CDS=1-2433
63	OG0000063	YDL085W, YMR145C	augustus_masked-scf7180000044547-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000044547-processed-gene-0.11&CDS=1-1878, snap_masked-scf7180000044591-processed-gene-0.96-mRNA-1_1&gene=snap_masked-scf7180000044591-processed-gene-0.96&CDS=1-735
64	OG0000064	YDL088C, YMR153W	augustus_masked-scf7180000044062-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000044062-processed-gene-0.2&CDS=1-573, snap_masked-scf7180000044591-processed-gene-0.102-mRNA-1_1&gene=snap_masked-scf7180000044591-processed-gene-0.102&CDS=1-1923
65	OG0000065	YDL138W, YDL194W	augustus_masked-scf7180000044632-processed-gene-2.205-mRNA-1_1&gene=augustus_masked-scf7180000044632-processed-gene-2.205&CDS=1-2790, augustus_masked-scf7180000044640-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-scf7180000044640-processed-gene-2.37&CDS=1-2388
66	OG0000066	YDL149W	augustus_masked-scf7180000044640-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-scf7180000044640-processed-gene-2.43&CDS=1-2994, genemark-scf7180000043864-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000043864-processed-gene-0.2&CDS=1-1074, snap_masked-scf7180000043865-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000043865-processed-gene-0.2&CDS=1-1023
67	OG0000067	YDL161W, YLR206W	augustus_masked-scf7180000044632-processed-gene-2.210-mRNA-1_1&gene=augustus_masked-scf7180000044632-processed-gene-2.210&CDS=1-1923, genemark-scf7180000044640-processed-gene-2.122-mRNA-1_1&gene=genemark-scf7180000044640-processed-gene-2.122&CDS=1-1404
68	OG0000068	YDL202W	augustus_masked-scf7180000044594-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-scf7180000044594-processed-gene-0.169&CDS=1-615, snap_masked-scf7180000044107-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000044107-processed-gene-0.1&CDS=1-393, snap_masked-scf7180000044437-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000044437-processed-gene-0.1&CDS=1-201
69	OG0000069	YDR030C	augustus_masked-scf7180000043882-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000043882-processed-gene-0.2&CDS=1-675, augustus_masked-scf7180000043883-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000043883-processed-gene-0.3&CDS=1-687, snap_masked-scf7180000044645-processed-gene-1.107-mRNA-1_1&gene=snap_masked-scf7180000044645-processed-gene-1.107&CDS=1-1617
70	OG0000070	YDR038C, YDR039C, YDR040C	augustus_masked-scf7180000044645-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-2.134&CDS=1-3246
71	OG0000071	YDR111C, YLR089C	augustus_masked-scf7180000044627-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-scf7180000044627-processed-gene-4.21&CDS=1-1647, augustus_masked-scf7180000044643-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-scf7180000044643-processed-gene-1.182&CDS=1-1476
72	OG0000072	YDR144C, YLR120C, YLR121C	genemark-scf7180000044645-processed-gene-4.86-mRNA-1_1&gene=genemark-scf7180000044645-processed-gene-4.86&CDS=1-1710
73	OG0000073	YDR179W-A	snap_masked-scf7180000043860-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000043860-processed-gene-0.2&CDS=1-900, snap_masked-scf7180000043861-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000043861-processed-gene-0.2&CDS=1-654, snap_masked-scf7180000044589-processed-gene-1.44-mRNA-1_1&gene=snap_masked-scf7180000044589-processed-gene-1.44&CDS=1-1611
74	OG0000074	YDR206W, YLR233C	augustus_masked-scf7180000044589-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-scf7180000044589-processed-gene-1.157&CDS=1-3087, snap_masked-scf7180000044594-processed-gene-0.124-mRNA-1_1&gene=snap_masked-scf7180000044594-processed-gene-0.124&CDS=1-2043
75	OG0000075	YDR285W	augustus_masked-scf7180000044049-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000044049-processed-gene-0.1&CDS=1-609, augustus_masked-scf7180000044054-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000044054-processed-gene-0.1&CDS=1-549, augustus_masked-scf7180000044630-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-scf7180000044630-processed-gene-1.171&CDS=1-2847
76	OG0000076	YDR326C, YHR079C	maker-scf7180000044639-augustus-gene-1.76-mRNA-1_1&gene=maker-scf7180000044639-augustus-gene-1.76&CDS=1-7290, snap_masked-scf7180000044573-processed-gene-0.66-mRNA-1_1&gene=snap_masked-scf7180000044573-processed-gene-0.66&CDS=1-4743
77	OG0000077	YDR331W, YDR332W	augustus_masked-scf7180000044573-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-scf7180000044573-processed-gene-0.164&CDS=1-3855, genemark-scf7180000044640-processed-gene-0.41-mRNA-1_1&gene=genemark-scf7180000044640-processed-gene-0.41&CDS=1-1443
78	OG0000078	YDR381W	augustus_masked-scf7180000044349-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000044349-processed-gene-0.0&CDS=1-336, augustus_masked-scf7180000044615-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000044615-processed-gene-0.0&CDS=1-342, maker-scf7180000044640-augustus-gene-1.103-mRNA-1_1&gene=maker-scf7180000044640-augustus-gene-1.103&CDS=1-729
79	OG0000079	YDR385W, YOR133W	augustus_masked-scf7180000044639-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-0.110&CDS=1-4167, augustus_masked-scf7180000044640-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-scf7180000044640-processed-gene-1.21&CDS=1-2526
80	OG0000080	YDR406W, YOR153W	augustus_masked-scf7180000044632-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000044632-processed-gene-0.0&CDS=1-4467, augustus_masked-scf7180000044640-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-scf7180000044640-processed-gene-1.30&CDS=1-4833
81	OG0000081	YDR418W, YEL054C	augustus_masked-scf7180000044632-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000044632-processed-gene-0.8&CDS=1-492, augustus_masked-scf7180000044640-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scf7180000044640-processed-gene-1.34&CDS=1-492
82	OG0000082	YDR420W, YGR014W	snap_masked-scf7180000044593-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000044593-processed-gene-0.10&CDS=1-5034, snap_masked-scf7180000044631-processed-gene-1.52-mRNA-1_1&gene=snap_masked-scf7180000044631-processed-gene-1.52&CDS=1-3645
83	OG0000083	YDR427W	augustus_masked-scf7180000044593-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000044593-processed-gene-0.86&CDS=1-1191, snap_masked-scf7180000043851-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000043851-processed-gene-0.5&CDS=1-708, snap_masked-scf7180000043854-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000043854-processed-gene-0.0&CDS=1-708
84	OG0000084	YEL047C, YJR051W	augustus_masked-scf7180000044627-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000044627-processed-gene-0.13&CDS=1-1404, snap_masked-scf7180000044595-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000044595-processed-gene-0.43&CDS=1-1521
85	OG0000085	YER056C, YER060W-A	augustus_masked-scf7180000044641-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-scf7180000044641-processed-gene-0.115&CDS=1-1593, augustus_masked-scf7180000044641-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scf7180000044641-processed-gene-0.98&CDS=1-1581
86	OG0000086	YER064C, YIL056W	augustus_masked-scf7180000044641-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000044641-processed-gene-0.94&CDS=1-1659, augustus_masked-scf7180000044648-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-2.22&CDS=1-1533
87	OG0000087	YER070W, YIL066C	augustus_masked-scf7180000044640-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-scf7180000044640-processed-gene-2.6&CDS=1-2520, augustus_masked-scf7180000044642-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000044642-processed-gene-0.60&CDS=1-2676
88	OG0000088	YER129W, YGL179C	augustus_masked-scf7180000044288-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000044288-processed-gene-0.1&CDS=1-372, augustus_masked-scf7180000044648-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-3.137&CDS=1-3429
89	OG0000089	YFR053C, YGL253W	augustus_masked-scf7180000044597-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-0.50&CDS=1-1458, augustus_masked-scf7180000044648-processed-gene-4.231-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-4.231&CDS=1-1458
90	OG0000090	YGL048C, YGR162W	augustus_masked-scf7180000044598-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000044598-processed-gene-0.11&CDS=1-2520, maker-scf7180000044616-snap-gene-0.51-mRNA-1_1&gene=maker-scf7180000044616-snap-gene-0.51&CDS=1-4233
91	OG0000091	YGR027C, YLR333C	augustus_masked-scf7180000044611-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-scf7180000044611-processed-gene-2.39&CDS=1-321, augustus_masked-scf7180000044631-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.141&CDS=1-321
92	OG0000092	YGR142W, YPR158W	snap_masked-scf7180000044013-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000044013-processed-gene-0.2&CDS=1-636, snap_masked-scf7180000044623-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000044623-processed-gene-0.45&CDS=1-1023
93	OG0000093	YGR192C, YJR009C	augustus_masked-scf7180000044608-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000044608-processed-gene-0.34&CDS=1-996, augustus_masked-scf7180000044627-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-scf7180000044627-processed-gene-3.2&CDS=1-993
94	OG0000094	YGR202C, YJR019C	augustus_masked-scf7180000044057-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000044057-processed-gene-0.1&CDS=1-558, augustus_masked-scf7180000044569-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000044569-processed-gene-0.18&CDS=1-3123
95	OG0000095	YGR221C, YHR149C	augustus_masked-scf7180000044284-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000044284-processed-gene-0.2&CDS=1-360, snap_masked-scf7180000044569-processed-gene-0.66-mRNA-1_1&gene=snap_masked-scf7180000044569-processed-gene-0.66&CDS=1-2247
96	OG0000096	YGR241C, YHR161C	augustus_masked-scf7180000044569-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000044569-processed-gene-0.8&CDS=1-2127, augustus_masked-scf7180000044617-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.134&CDS=1-1614
97	OG0000097	YHR028C, YHR031C	augustus_masked-scf7180000043976-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000043976-processed-gene-0.1&CDS=1-783, maker-scf7180000044608-augustus-gene-0.26-mRNA-1_1&gene=maker-scf7180000044608-augustus-gene-0.26&CDS=1-7059
98	OG0000098	YHR043C, YHR044C	augustus_masked-scf7180000043825-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000043825-processed-gene-0.0&CDS=1-477, maker-scf7180000044639-snap-gene-2.41-mRNA-1_1&gene=maker-scf7180000044639-snap-gene-2.41&CDS=1-1422
99	OG0000099	YHR131C, YNL144C	augustus_masked-scf7180000044646-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.62&CDS=1-1614, maker-scf7180000044643-snap-gene-0.35-mRNA-1_1&gene=maker-scf7180000044643-snap-gene-0.35&CDS=1-2388
100	OG0000100	YHR139C, YNL160W	augustus_masked-scf7180000044643-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000044643-processed-gene-0.41&CDS=1-1230, augustus_masked-scf7180000044646-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.66&CDS=1-1122
101	OG0000101	YHR198C, YHR199C	augustus_masked-scf7180000044634-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000044634-processed-gene-0.7&CDS=1-1470, snap_masked-scf7180000044634-processed-gene-0.137-mRNA-1_1&gene=snap_masked-scf7180000044634-processed-gene-0.137&CDS=1-843
102	OG0000102	YIL013C, YOR011W	augustus_masked-scf7180000044600-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000044600-processed-gene-0.50&CDS=1-4179, augustus_masked-scf7180000044641-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-scf7180000044641-processed-gene-1.98&CDS=1-4083
103	OG0000103	YIL125W, YOR290C	augustus_masked-scf7180000044588-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000044588-processed-gene-0.20&CDS=1-10491, augustus_masked-scf7180000044647-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-1.88&CDS=1-6861
104	OG0000104	YIL149C, YKR095W	augustus_masked-scf7180000044642-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000044642-processed-gene-0.42&CDS=1-3552, snap_masked-scf7180000044611-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scf7180000044611-processed-gene-0.52&CDS=1-3945
105	OG0000105	YIL171W	augustus_masked-scf7180000044551-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000044551-processed-gene-0.1&CDS=1-279, maker-scf7180000044642-augustus-gene-0.221-mRNA-1_1&gene=maker-scf7180000044642-augustus-gene-0.221&CDS=1-1035, snap_masked-scf7180000044626-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000044626-processed-gene-0.7&CDS=1-276
106	OG0000106	YIR033W, YKL020C	augustus_masked-scf7180000044645-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-4.151&CDS=1-3180, maker-scf7180000044579-snap-gene-0.1-mRNA-1_1&gene=maker-scf7180000044579-snap-gene-0.1&CDS=1-3921
107	OG0000107	YJL102W, YKR028W	augustus_masked-scf7180000044601-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000044601-processed-gene-0.16&CDS=1-2994, maker-scf7180000044595-augustus-gene-1.59-mRNA-1_1&gene=maker-scf7180000044595-augustus-gene-1.59&CDS=1-8058
108	OG0000108	YJL110C, YKR034W	augustus_masked-scf7180000044595-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-1.127&CDS=1-2586, genemark-scf7180000044601-processed-gene-0.174-mRNA-1_1&gene=genemark-scf7180000044601-processed-gene-0.174&CDS=1-1467
109	OG0000109	YJL129C, YKR050W	augustus_masked-scf7180000044583-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-scf7180000044583-processed-gene-0.198&CDS=1-4302, maker-scf7180000044601-augustus-gene-0.60-mRNA-1_1&gene=maker-scf7180000044601-augustus-gene-0.60&CDS=1-4164
110	OG0000110	YJL133W, YKR052C	augustus_masked-scf7180000044583-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-scf7180000044583-processed-gene-0.166&CDS=1-1041, augustus_masked-scf7180000044601-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000044601-processed-gene-0.6&CDS=1-939
111	OG0000111	YJL139C, YKR061W	augustus_masked-scf7180000044601-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000044601-processed-gene-0.31&CDS=1-1263, snap_masked-scf7180000044583-processed-gene-0.118-mRNA-1_1&gene=snap_masked-scf7180000044583-processed-gene-0.118&CDS=1-1281
112	OG0000112	YJL164C, YKL166C, YPL203W	maker-scf7180000044477-snap-gene-0.4-mRNA-1_1&gene=maker-scf7180000044477-snap-gene-0.4&CDS=1-2598
113	OG0000113	YJL177W, YKL180W	augustus_masked-scf7180000044583-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-scf7180000044583-processed-gene-0.155&CDS=1-552, snap_masked-scf7180000044612-processed-gene-2.132-mRNA-1_1&gene=snap_masked-scf7180000044612-processed-gene-2.132&CDS=1-552
114	OG0000114	YJR041C	augustus_masked-scf7180000044276-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000044276-processed-gene-0.2&CDS=1-375, augustus_masked-scf7180000044293-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000044293-processed-gene-0.2&CDS=1-369, augustus_masked-scf7180000044594-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-scf7180000044594-processed-gene-0.188&CDS=1-3552
115	OG0000115	YJR045C, YLR369W	augustus_masked-scf7180000044597-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-0.59&CDS=1-1956, snap_masked-scf7180000044611-processed-gene-3.150-mRNA-1_1&gene=snap_masked-scf7180000044611-processed-gene-3.150&CDS=1-4257
116	OG0000116	YJR130C, YLL058W, YML082W	maker-scf7180000044634-snap-gene-0.50-mRNA-1_1&gene=maker-scf7180000044634-snap-gene-0.50&CDS=1-2412
117	OG0000117	YJR136C	augustus_masked-scf7180000043961-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000043961-processed-gene-0.1&CDS=1-828, augustus_masked-scf7180000043968-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000043968-processed-gene-0.1&CDS=1-813, augustus_masked-scf7180000044609-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000044609-processed-gene-0.94&CDS=1-4425
118	OG0000118	YKL068W, YMR047C	augustus_masked-scf7180000044579-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000044579-processed-gene-0.20&CDS=1-3132, snap_masked-scf7180000044645-processed-gene-4.17-mRNA-1_1&gene=snap_masked-scf7180000044645-processed-gene-4.17&CDS=1-3129
