	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034988_Candida_fructus
71	OG0000071	YDL144C	augustus_masked-flattened_line_12-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.6&CDS=1-1002, augustus_masked-flattened_line_28-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.170&CDS=1-1053, augustus_masked-flattened_line_50-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.21&CDS=1-1059
72	OG0000072	YDL174C, YGR286C	augustus_masked-flattened_line_0-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.109&CDS=1-1767, augustus_masked-flattened_line_28-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.12&CDS=1-2583
73	OG0000073	YDR038C, YDR039C, YDR040C	augustus_masked-flattened_line_143-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_143-processed-gene-0.6&CDS=1-3252
74	OG0000074	YDR125C, YLR099C	augustus_masked-flattened_line_44-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.54&CDS=1-1422, augustus_masked-flattened_line_6-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.111&CDS=1-1320
75	OG0000075	YDR135C	augustus_masked-flattened_line_0-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.10&CDS=1-3900, augustus_masked-flattened_line_89-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.101&CDS=1-4659, snap_masked-flattened_line_85-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.8&CDS=1-4812
76	OG0000076	YDR143C	augustus_masked-flattened_line_56-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.13&CDS=1-984, augustus_masked-flattened_line_56-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.52&CDS=1-984, snap_masked-flattened_line_44-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.133&CDS=1-1317
77	OG0000077	YDR379W, YOR127W	augustus_masked-flattened_line_113-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.79&CDS=1-2562, augustus_masked-flattened_line_89-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.130&CDS=1-894
78	OG0000078	YDR395W, YJR132W	augustus_masked-flattened_line_32-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.69&CDS=1-3093, maker-flattened_line_81-augustus-gene-0.45-mRNA-1_1&gene=maker-flattened_line_81-augustus-gene-0.45&CDS=1-3996
79	OG0000079	YDR402C	augustus_masked-flattened_line_4-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.127&CDS=1-1611, augustus_masked-flattened_line_75-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.103&CDS=1-1611, augustus_masked-flattened_line_8-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.36&CDS=1-1563
80	OG0000080	YDR471W, YHR010W	augustus_masked-flattened_line_16-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.13&CDS=1-3147, augustus_masked-flattened_line_24-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.48&CDS=1-2487
81	OG0000081	YEL047C, YJR051W	augustus_masked-flattened_line_69-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.31&CDS=1-1419, augustus_masked-flattened_line_95-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.1&CDS=1-1914
82	OG0000082	YER075C, YOR208W	augustus_masked-flattened_line_24-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.40&CDS=1-2580, augustus_masked-flattened_line_54-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.198&CDS=1-1785
83	OG0000083	YER133W, YML016C	augustus_masked-flattened_line_121-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_121-processed-gene-0.56&CDS=1-1506, maker-flattened_line_57-augustus-gene-0.137-mRNA-1_1&gene=maker-flattened_line_57-augustus-gene-0.137&CDS=1-1206
84	OG0000084	YER172C, YGR271W	augustus_masked-flattened_line_59-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.36&CDS=1-6177, augustus_masked-flattened_line_8-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.11&CDS=1-5745
85	OG0000085	YFL042C, YHR079C	augustus_masked-flattened_line_10-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.94&CDS=1-5676, augustus_masked-flattened_line_57-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.31&CDS=1-2493
86	OG0000086	YFL047W, YHR182W	augustus_masked-flattened_line_0-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.15&CDS=1-2613, genemark-flattened_line_24-processed-gene-1.109-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.109&CDS=1-4188
87	OG0000087	YFL050C, YOL130W	augustus_masked-flattened_line_101-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_101-processed-gene-0.96&CDS=1-1761, augustus_masked-flattened_line_34-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.26&CDS=1-2184
88	OG0000088	YGL003C, YGL116W	augustus_masked-flattened_line_149-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_149-processed-gene-0.40&CDS=1-1833, augustus_masked-flattened_line_77-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.14&CDS=1-1689
89	OG0000089	YGL253W, YLR446W	augustus_masked-flattened_line_24-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.112&CDS=1-1449, augustus_masked-flattened_line_38-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.18&CDS=1-1602
90	OG0000090	YGR059W, YHR107C	augustus_masked-flattened_line_115-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_115-processed-gene-0.87&CDS=1-1344, augustus_masked-flattened_line_8-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.42&CDS=1-1146
91	OG0000091	YGR068C, YOR018W	augustus_masked-flattened_line_143-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_143-processed-gene-0.3&CDS=1-2151, augustus_masked-flattened_line_8-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.2&CDS=1-1779
92	OG0000092	YGR154C, YKR076W, YMR251W	maker-flattened_line_2-augustus-gene-3.123-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.123&CDS=1-1944
93	OG0000093	YGR240C, YMR205C	augustus_masked-flattened_line_0-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.4&CDS=1-2835, augustus_masked-flattened_line_8-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.36&CDS=1-2931
94	OG0000094	YGR249W, YOR140W	augustus_masked-flattened_line_14-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.86&CDS=1-2106, augustus_masked-flattened_line_8-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.35&CDS=1-1449
95	OG0000095	YGR281W	augustus_masked-flattened_line_18-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.40&CDS=1-4197, augustus_masked-flattened_line_38-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.46&CDS=1-4443, augustus_masked-flattened_line_6-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.103&CDS=1-4224
96	OG0000096	YHL007C, YNL298W	augustus_masked-flattened_line_12-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.4&CDS=1-3648, augustus_masked-flattened_line_71-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.145&CDS=1-2259
97	OG0000097	YHL033C, YLL045C	augustus_masked-flattened_line_61-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.49&CDS=1-786, augustus_masked-flattened_line_83-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_83-processed-gene-0.30&CDS=1-774
98	OG0000098	YHR023W, YOR326W	augustus_masked-flattened_line_4-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.90&CDS=1-6018, augustus_masked-flattened_line_67-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.1&CDS=1-4677
99	OG0000099	YHR052W, YJR107W	augustus_masked-flattened_line_34-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.31&CDS=1-3357, augustus_masked-flattened_line_89-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.128&CDS=1-1164
100	OG0000100	YHR179W, YPL171C	augustus_masked-flattened_line_6-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.95&CDS=1-1215, augustus_masked-flattened_line_8-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.6&CDS=1-1221
101	OG0000101	YIL035C, YOR061W	augustus_masked-flattened_line_0-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.123&CDS=1-978, augustus_masked-flattened_line_155-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_155-processed-gene-0.20&CDS=1-981
102	OG0000102	YIL117C, YNL058C	augustus_masked-flattened_line_81-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.12&CDS=1-801, snap_masked-flattened_line_101-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.11&CDS=1-759
103	OG0000103	YIL126W, YOR290C	augustus_masked-flattened_line_30-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.0&CDS=1-3780, maker-flattened_line_115-snap-gene-0.66-mRNA-1_1&gene=maker-flattened_line_115-snap-gene-0.66&CDS=1-4791
104	OG0000104	YIR031C, YNL117W	augustus_masked-flattened_line_119-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_119-processed-gene-0.10&CDS=1-1674, augustus_masked-flattened_line_97-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.23&CDS=1-1653
105	OG0000105	YIR033W, YKL020C, YOR278W	genemark-flattened_line_121-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_121-processed-gene-0.50&CDS=1-4044
106	OG0000106	YJL060W, YML059C	augustus_masked-flattened_line_121-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_121-processed-gene-0.55&CDS=1-1305, maker-flattened_line_57-augustus-gene-0.141-mRNA-1_1&gene=maker-flattened_line_57-augustus-gene-0.141&CDS=1-2487
107	OG0000107	YJL172W, YOL153C	augustus_masked-flattened_line_153-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_153-processed-gene-0.35&CDS=1-3414, augustus_masked-flattened_line_4-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.28&CDS=1-1737
108	OG0000108	YJL190C, YLR367W	augustus_masked-flattened_line_14-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.23&CDS=1-390, augustus_masked-flattened_line_40-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.24&CDS=1-390
109	OG0000109	YJR019C	augustus_masked-flattened_line_26-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.142&CDS=1-1008, augustus_masked-flattened_line_26-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.143&CDS=1-1005, augustus_masked-flattened_line_26-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.144&CDS=1-1017
110	OG0000110	YKL046C, YMR238W	augustus_masked-flattened_line_38-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.63&CDS=1-1359, augustus_masked-flattened_line_50-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.41&CDS=1-1347
111	OG0000111	YKL106W, YLR027C	augustus_masked-flattened_line_111-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_111-processed-gene-0.89&CDS=1-1275, augustus_masked-flattened_line_57-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.53&CDS=1-1260
112	OG0000112	YKR039W	augustus_masked-flattened_line_109-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.64&CDS=1-1725, augustus_masked-flattened_line_109-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.76&CDS=1-1758, maker-flattened_line_8-snap-gene-2.197-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-2.197&CDS=1-1806
113	OG0000113	YKR042W, YNL066W	augustus_masked-flattened_line_133-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_133-processed-gene-0.13&CDS=1-1287, augustus_masked-flattened_line_40-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.79&CDS=1-1005
114	OG0000114	YLL062C, YMR321C, YPL273W	augustus_masked-flattened_line_117-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_117-processed-gene-0.74&CDS=1-1002
115	OG0000115	YLR455W, YMR044W	augustus_masked-flattened_line_151-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_151-processed-gene-0.50&CDS=1-1218, augustus_masked-flattened_line_44-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.62&CDS=1-1320
116	OG0000116	YMR266W, YOL084W	augustus_masked-flattened_line_20-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.142&CDS=1-2544, augustus_masked-flattened_line_79-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.8&CDS=1-2676
117	OG0000117	YNL148C, YPL174C	augustus_masked-flattened_line_28-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.163&CDS=1-2532, augustus_masked-flattened_line_52-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.200&CDS=1-711
118	OG0000118	YNL183C, YOR267C	augustus_masked-flattened_line_69-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.19&CDS=1-2274, maker-flattened_line_38-snap-gene-0.87-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-0.87&CDS=1-1683
119	OG0000119	YNL283C, YOL105C	augustus_masked-flattened_line_151-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_151-processed-gene-0.47&CDS=1-966, augustus_masked-flattened_line_2-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.142&CDS=1-1161
120	OG0000120	YOL055C, YPL258C, YPR121W	augustus_masked-flattened_line_107-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_107-processed-gene-0.25&CDS=1-1566
121	OG0000121	YOL087C, YOR272W	augustus_masked-flattened_line_16-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.22&CDS=1-3084, augustus_masked-flattened_line_20-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.147&CDS=1-1377
122	OG0000122	YOL119C	augustus_masked-flattened_line_127-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_127-processed-gene-0.61&CDS=1-1497, augustus_masked-flattened_line_14-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.25&CDS=1-1422, genemark-flattened_line_40-processed-gene-0.208-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.208&CDS=1-1509
123	OG0000123	YOR059C	augustus_masked-flattened_line_4-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.31&CDS=1-1620, augustus_masked-flattened_line_56-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.59&CDS=1-1431, augustus_masked-flattened_line_56-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.6&CDS=1-1431
124	OG0000124	YOR348C	augustus_masked-flattened_line_105-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.94&CDS=1-1695, augustus_masked-flattened_line_12-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.32&CDS=1-1668, augustus_masked-flattened_line_4-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.105&CDS=1-1668
125	OG0000125	YAL010C	augustus_masked-flattened_line_56-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.3&CDS=1-1368, augustus_masked-flattened_line_56-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.62&CDS=1-1368
126	OG0000126	YAL011W	genemark-flattened_line_56-processed-gene-0.177-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.177&CDS=1-2508, genemark-flattened_line_56-processed-gene-0.185-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.185&CDS=1-2508
127	OG0000127	YAL015C, YOL043C	snap_masked-flattened_line_48-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.74&CDS=1-1185
128	OG0000128	YAL017W, YOL045W	genemark-flattened_line_97-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_97-processed-gene-0.113&CDS=1-3417
129	OG0000129	YAL034C, YOR338W	augustus_masked-flattened_line_28-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.10&CDS=1-1035
130	OG0000130	YAL040C	augustus_masked-flattened_line_0-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.117&CDS=1-1350, augustus_masked-flattened_line_4-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.89&CDS=1-1215
131	OG0000131	YAL051W, YLL054C, YOR363C	
132	OG0000132	YAL056W, YOR371C	augustus_masked-flattened_line_4-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.8&CDS=1-3102
133	OG0000133	YAR008W	augustus_masked-flattened_line_56-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.0&CDS=1-723, augustus_masked-flattened_line_56-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.65&CDS=1-723
134	OG0000134	YBL003C, YDR225W	augustus_masked-flattened_line_6-processed-gene-2.195-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.195&CDS=1-384
135	OG0000135	YBL027W, YBR084C-A	augustus_masked-flattened_line_34-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.46&CDS=1-600
136	OG0000136	YBL056W, YER089C	augustus_masked-flattened_line_0-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.100&CDS=1-1416
137	OG0000137	YBL068W, YER099C	augustus_masked-flattened_line_26-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.136&CDS=1-969
138	OG0000138	YBL072C, YER102W	augustus_masked-flattened_line_105-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.77&CDS=1-591
139	OG0000139	YBL079W, YER105C	augustus_masked-flattened_line_2-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.143&CDS=1-4332
140	OG0000140	YBL085W, YER114C	augustus_masked-flattened_line_133-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_133-processed-gene-0.19&CDS=1-2658
141	OG0000141	YBL087C, YER117W	augustus_masked-flattened_line_2-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.143&CDS=1-411
142	OG0000142	YBL089W, YER119C	augustus_masked-flattened_line_99-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.78&CDS=1-1287
