	OrthologID	Lachancea_lanzarotensis	Saccharomyces_cerevisiae
64	OG0000064	maker-LN736365.1-augustus-gene-2.78-mRNA-1_1&gene=maker-LN736365.1-augustus-gene-2.78&CDS=1-3648, snap_masked-LN736361.1-processed-gene-1.76-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-1.76&CDS=1-2058	YKR001C, YLL001W
65	OG0000065	snap_masked-LN736361.1-processed-gene-2.94-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-2.94&CDS=1-2862, snap_masked-LN736372.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-LN736372.1-processed-gene-0.11&CDS=1-2562	YHL007C, YNL298W
66	OG0000066	augustus_masked-LN736361.1-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-LN736361.1-processed-gene-2.34&CDS=1-651	YFL060C, YMR095C, YNL334C
67	OG0000067	snap_masked-LN736361.1-processed-gene-3.82-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-3.82&CDS=1-1938, snap_masked-LN736381.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-LN736381.1-processed-gene-0.7&CDS=1-1677	YJR130C, YLL058W
68	OG0000068	snap_masked-LN736361.1-processed-gene-3.61-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-3.61&CDS=1-1752, snap_masked-LN736365.1-processed-gene-5.47-mRNA-1_1&gene=snap_masked-LN736365.1-processed-gene-5.47&CDS=1-1773	YHR194W, YOR147W
69	OG0000069	augustus_masked-LN736361.1-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-LN736361.1-processed-gene-4.86&CDS=1-1584, snap_masked-LN736363.1-processed-gene-8.50-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.50&CDS=1-996	YDL078C, YKL085W
70	OG0000070	augustus_masked-LN736376.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-LN736376.1-processed-gene-0.49&CDS=1-6018, snap_masked-LN736361.1-processed-gene-4.33-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-4.33&CDS=1-3855	YDR420W, YGR014W
71	OG0000071	augustus_masked-LN736372.1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-LN736372.1-processed-gene-1.34&CDS=1-1668, snap_masked-LN736361.1-processed-gene-4.35-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-4.35&CDS=1-1167	YGR012W, YJL063C
72	OG0000072	snap_masked-LN736361.1-processed-gene-5.86-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-5.86&CDS=1-1371, snap_masked-LN736364.1-processed-gene-8.133-mRNA-1_1&gene=snap_masked-LN736364.1-processed-gene-8.133&CDS=1-1440, snap_masked-LN736366.1-processed-gene-4.82-mRNA-1_1&gene=snap_masked-LN736366.1-processed-gene-4.82&CDS=1-1347	YNL234W
73	OG0000073	snap_masked-LN736361.1-processed-gene-5.92-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-5.92&CDS=1-1236, snap_masked-LN736366.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-LN736366.1-processed-gene-0.52&CDS=1-1131, snap_masked-LN736382.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-LN736382.1-processed-gene-0.7&CDS=1-1146	YGL255W
74	OG0000074	snap_masked-LN736361.1-processed-gene-7.20-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-7.20&CDS=1-2427, snap_masked-LN736362.1-processed-gene-0.90-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-0.90&CDS=1-2346	YBR059C, YIL095W
75	OG0000075	snap_masked-LN736361.1-processed-gene-9.138-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-9.138&CDS=1-960, snap_masked-LN736367.1-processed-gene-1.96-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-1.96&CDS=1-957	YDR492W, YOL002C
76	OG0000076	snap_masked-LN736362.1-processed-gene-1.60-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-1.60&CDS=1-408, snap_masked-LN736368.1-processed-gene-5.131-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-5.131&CDS=1-408	YBR010W, YNL031C
77	OG0000077	snap_masked-LN736362.1-processed-gene-1.57-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-1.57&CDS=1-309, snap_masked-LN736368.1-processed-gene-5.150-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-5.150&CDS=1-309	YBR009C, YNL030W
78	OG0000078	snap_masked-LN736362.1-processed-gene-1.81-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-1.81&CDS=1-900, snap_masked-LN736362.1-processed-gene-4.60-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-4.60&CDS=1-882	YLR146C, YPR069C
79	OG0000079	snap_masked-LN736362.1-processed-gene-1.82-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-1.82&CDS=1-2316, snap_masked-LN736365.1-processed-gene-4.35-mRNA-1_1&gene=snap_masked-LN736365.1-processed-gene-4.35&CDS=1-3636	YLR144C, YNR067C
80	OG0000080	maker-LN736362.1-augustus-gene-2.137-mRNA-1_1&gene=maker-LN736362.1-augustus-gene-2.137&CDS=1-1767	YLR237W, YOR071C, YOR192C
81	OG0000081	augustus_masked-LN736362.1-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-LN736362.1-processed-gene-3.109&CDS=1-573, snap_masked-LN736363.1-processed-gene-7.26-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.26&CDS=1-573	YGL147C, YNL067W
82	OG0000082	snap_masked-LN736362.1-processed-gene-3.16-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-3.16&CDS=1-1506, snap_masked-LN736362.1-processed-gene-3.35-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-3.35&CDS=1-1509	YMR169C, YMR170C
83	OG0000083	snap_masked-LN736362.1-processed-gene-6.14-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-6.14&CDS=1-1251, snap_masked-LN736362.1-processed-gene-8.76-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.76&CDS=1-1233	YDL066W, YLR174W
84	OG0000084	snap_masked-LN736362.1-processed-gene-7.12-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-7.12&CDS=1-2517, snap_masked-LN736363.1-processed-gene-5.19-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.19&CDS=1-2040	YHR031C, YML061C
85	OG0000085	snap_masked-LN736362.1-processed-gene-8.91-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.91&CDS=1-1614, snap_masked-LN736370.1-processed-gene-4.70-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-4.70&CDS=1-2121	YCR008W, YKL168C
86	OG0000086	snap_masked-LN736363.1-processed-gene-1.62-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.62&CDS=1-1110	YCR102C, YLR460C, YNL134C
87	OG0000087	snap_masked-LN736363.1-processed-gene-2.120-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.120&CDS=1-1182, snap_masked-LN736364.1-processed-gene-7.93-mRNA-1_1&gene=snap_masked-LN736364.1-processed-gene-7.93&CDS=1-1332	YDL131W, YDL182W
88	OG0000088	snap_masked-LN736363.1-processed-gene-2.126-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.126&CDS=1-2163, snap_masked-LN736367.1-processed-gene-3.91-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-3.91&CDS=1-2340	YER047C, YPL074W
89	OG0000089	snap_masked-LN736363.1-processed-gene-5.22-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.22&CDS=1-2463, snap_masked-LN736369.1-processed-gene-1.58-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-1.58&CDS=1-2622	YHR028C, YOR219C
90	OG0000090	snap_masked-LN736363.1-processed-gene-5.43-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.43&CDS=1-5577, snap_masked-LN736368.1-processed-gene-6.110-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-6.110&CDS=1-4719	YHR023W, YOR326W
91	OG0000091	snap_masked-LN736363.1-processed-gene-6.65-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.65&CDS=1-1809, snap_masked-LN736368.1-processed-gene-5.104-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-5.104&CDS=1-2181	YKL146W, YNL101W
92	OG0000092	snap_masked-LN736363.1-processed-gene-8.4-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.4&CDS=1-1230, snap_masked-LN736370.1-processed-gene-4.94-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-4.94&CDS=1-1791	YJL162C, YNL064C
93	OG0000093	augustus_masked-LN736366.1-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-LN736366.1-processed-gene-5.14&CDS=1-1173, snap_masked-LN736363.1-processed-gene-8.17-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.17&CDS=1-1311	YDR125C, YGR110W
94	OG0000094	snap_masked-LN736363.1-processed-gene-8.19-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.19&CDS=1-966, snap_masked-LN736363.1-processed-gene-8.20-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.20&CDS=1-924	YMR316W, YOR385W
95	OG0000095	augustus_masked-LN736372.1-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-LN736372.1-processed-gene-2.166&CDS=1-3210, snap_masked-LN736364.1-processed-gene-2.80-mRNA-1_1&gene=snap_masked-LN736364.1-processed-gene-2.80&CDS=1-3072	YBR245C, YOR304W
96	OG0000096	augustus_masked-LN736364.1-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-LN736364.1-processed-gene-6.86&CDS=1-4893, snap_masked-LN736366.1-processed-gene-1.141-mRNA-1_1&gene=snap_masked-LN736366.1-processed-gene-1.141&CDS=1-3288	YBL022C, YPL222W
97	OG0000097	snap_masked-LN736365.1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-LN736365.1-processed-gene-1.49&CDS=1-2253, snap_masked-LN736368.1-processed-gene-6.107-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-6.107&CDS=1-2229	YAL023C, YGR199W
98	OG0000098	maker-LN736374.1-augustus-gene-0.239-mRNA-1_1&gene=maker-LN736374.1-augustus-gene-0.239&CDS=1-3945, snap_masked-LN736365.1-processed-gene-3.52-mRNA-1_1&gene=snap_masked-LN736365.1-processed-gene-3.52&CDS=1-1881	YLR069C, YMR058W
99	OG0000099	snap_masked-LN736365.1-processed-gene-4.25-mRNA-1_1&gene=snap_masked-LN736365.1-processed-gene-4.25&CDS=1-2706, snap_masked-LN736369.1-processed-gene-4.96-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.96&CDS=1-2898	YMR266W, YOL084W
100	OG0000100	genemark-LN736369.1-processed-gene-3.32-mRNA-1_1&gene=genemark-LN736369.1-processed-gene-3.32&CDS=1-1380, snap_masked-LN736365.1-processed-gene-6.50-mRNA-1_1&gene=snap_masked-LN736365.1-processed-gene-6.50&CDS=1-894	YER028C, YGL035C
101	OG0000101	snap_masked-LN736365.1-processed-gene-6.30-mRNA-1_1&gene=snap_masked-LN736365.1-processed-gene-6.30&CDS=1-2523, snap_masked-LN736367.1-processed-gene-6.164-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.164&CDS=1-3297	YFR040W, YKR028W
102	OG0000102	augustus_masked-LN736366.1-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-LN736366.1-processed-gene-2.74&CDS=1-6201	YIL110W, YIL111W, YNL052W
103	OG0000103	augustus_masked-LN736366.1-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-LN736366.1-processed-gene-5.7&CDS=1-1557, snap_masked-LN736370.1-processed-gene-4.79-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-4.79&CDS=1-1806	YDR131C, YJL149W
104	OG0000104	snap_masked-LN736366.1-processed-gene-6.84-mRNA-1_1&gene=snap_masked-LN736366.1-processed-gene-6.84&CDS=1-6558, snap_masked-LN736369.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-0.32&CDS=1-5865	YER172C, YGR271W
105	OG0000105	maker-LN736374.1-augustus-gene-0.240-mRNA-1_1&gene=maker-LN736374.1-augustus-gene-0.240&CDS=1-2298, snap_masked-LN736367.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-0.56&CDS=1-900	YHR018C, YKL107W
106	OG0000106	snap_masked-LN736367.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-0.68&CDS=1-2217, snap_masked-LN736370.1-processed-gene-1.97-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-1.97&CDS=1-2073	YLR188W, YPL270W
107	OG0000107	augustus_masked-LN736371.1-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-LN736371.1-processed-gene-2.27&CDS=1-4506, snap_masked-LN736367.1-processed-gene-4.94-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-4.94&CDS=1-2784	YBR038W, YNL192W
108	OG0000108	snap_masked-LN736367.1-processed-gene-4.100-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-4.100&CDS=1-948, snap_masked-LN736367.1-processed-gene-6.175-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.175&CDS=1-936	YGR086C, YPL004C
109	OG0000109	maker-LN736370.1-augustus-gene-4.8-mRNA-1_1&gene=maker-LN736370.1-augustus-gene-4.8&CDS=1-7890, snap_masked-LN736368.1-processed-gene-3.106-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-3.106&CDS=1-3354	YJL130C, YJR109C
110	OG0000110	snap_masked-LN736369.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-0.30&CDS=1-1578, snap_masked-LN736369.1-processed-gene-4.139-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.139&CDS=1-1470	YBR139W, YMR297W
111	OG0000111	snap_masked-LN736369.1-processed-gene-3.75-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.75&CDS=1-627, snap_masked-LN736369.1-processed-gene-4.117-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.117&CDS=1-603	YBR264C, YKR014C
112	OG0000112	snap_masked-LN736369.1-processed-gene-4.76-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.76&CDS=1-1479, snap_masked-LN736374.1-processed-gene-0.126-mRNA-1_1&gene=snap_masked-LN736374.1-processed-gene-0.126&CDS=1-1407	YBR263W, YLR058C
113	OG0000113	snap_masked-LN736369.1-processed-gene-4.104-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.104&CDS=1-1884, snap_masked-LN736370.1-processed-gene-3.51-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-3.51&CDS=1-1665	YBR015C, YJL186W
114	OG0000114	snap_masked-LN736371.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-LN736371.1-processed-gene-0.70&CDS=1-1743, snap_masked-LN736371.1-processed-gene-2.147-mRNA-1_1&gene=snap_masked-LN736371.1-processed-gene-2.147&CDS=1-2289	YDL025C, YNL183C
115	OG0000115	snap_masked-LN736371.1-processed-gene-1.70-mRNA-1_1&gene=snap_masked-LN736371.1-processed-gene-1.70&CDS=1-1728	YOL055C, YPL258C, YPR121W
116	OG0000116	snap_masked-LN736371.1-processed-gene-2.83-mRNA-1_1&gene=snap_masked-LN736371.1-processed-gene-2.83&CDS=1-3270	YDR038C, YDR039C, YDR040C
117	OG0000117	snap_masked-LN736375.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-LN736375.1-processed-gene-0.44&CDS=1-1125, snap_masked-LN736378.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LN736378.1-processed-gene-0.3&CDS=1-1125	YDL243C, YNL331C
118	OG0000118		YBR068C, YCL025C, YDR046C, YDR508C
119	OG0000119		YGR109W-A, YGR109W-B, YIL082W, YIL082W-A
120	OG0000120	snap_masked-LN736360.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-0.19&CDS=1-1842	YOR389W, YPL277C
121	OG0000121	snap_masked-LN736360.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-0.6&CDS=1-1194, snap_masked-LN736361.1-processed-gene-5.107-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-5.107&CDS=1-1197	YFR055W
122	OG0000122	maker-LN736360.1-augustus-gene-1.43-mRNA-1_1&gene=maker-LN736360.1-augustus-gene-1.43&CDS=1-5640	YAR042W, YDL019C
123	OG0000123	augustus_masked-LN736360.1-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-1.35&CDS=1-354	YBR016W, YDL012C
124	OG0000124	augustus_masked-LN736360.1-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-1.39&CDS=1-1092	YBR031W, YDR012W
125	OG0000125	genemark-LN736360.1-processed-gene-2.10-mRNA-1_1&gene=genemark-LN736360.1-processed-gene-2.10&CDS=1-612	YER056C-A, YIL052C
126	OG0000126	snap_masked-LN736360.1-processed-gene-2.59-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-2.59&CDS=1-1413	YER059W, YIL050W
127	OG0000127	snap_masked-LN736360.1-processed-gene-2.89-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-2.89&CDS=1-747	YER062C, YIL053W
128	OG0000128	maker-LN736369.1-augustus-gene-2.91-mRNA-1_1&gene=maker-LN736369.1-augustus-gene-2.91&CDS=1-3975, snap_masked-LN736360.1-processed-gene-2.72-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-2.72&CDS=1-2646	YER070W
129	OG0000129	snap_masked-LN736360.1-processed-gene-2.83-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-2.83&CDS=1-1410	YER081W, YIL074C
130	OG0000130	maker-LN736360.1-augustus-gene-3.44-mRNA-1_1&gene=maker-LN736360.1-augustus-gene-3.44&CDS=1-915	YOR226C, YPL135W
131	OG0000131	snap_masked-LN736360.1-processed-gene-3.98-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-3.98&CDS=1-1344	YOR229W, YOR230W
132	OG0000132	maker-LN736360.1-snap-gene-3.0-mRNA-1_1&gene=maker-LN736360.1-snap-gene-3.0&CDS=1-4443	YOR231W, YPL140C
133	OG0000133	snap_masked-LN736360.1-processed-gene-3.124-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-3.124&CDS=1-321	YOR234C, YPL143W
134	OG0000134	snap_masked-LN736360.1-processed-gene-4.126-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-4.126&CDS=1-2364	YOR256C, YPL176C
135	OG0000135	snap_masked-LN736360.1-processed-gene-4.136-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-4.136&CDS=1-1008, snap_masked-LN736363.1-processed-gene-5.24-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.24&CDS=1-1008	YPR127W
136	OG0000136	snap_masked-LN736360.1-processed-gene-5.73-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-5.73&CDS=1-1674, snap_masked-LN736368.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.22&CDS=1-1710	YDL174C
137	OG0000137	snap_masked-LN736360.1-processed-gene-5.90-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-5.90&CDS=1-411	YBL087C, YER117W
138	OG0000138	snap_masked-LN736360.1-processed-gene-6.32-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-6.32&CDS=1-606	YBL072C, YER102W
139	OG0000139	snap_masked-LN736360.1-processed-gene-6.12-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-6.12&CDS=1-1281	YBL069W, YER101C
140	OG0000140	snap_masked-LN736360.1-processed-gene-7.56-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-7.56&CDS=1-2526	YDR385W, YOR133W
141	OG0000141	augustus_masked-LN736360.1-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-7.129&CDS=1-510	YGR131W, YPR149W
142	OG0000142	augustus_masked-LN736360.1-processed-gene-7.117-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-7.117&CDS=1-1455	YGR121C, YPR138C
143	OG0000143	snap_masked-LN736360.1-processed-gene-8.101-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-8.101&CDS=1-435	YGR118W, YPR132W
144	OG0000144	snap_masked-LN736360.1-processed-gene-8.108-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-8.108&CDS=1-723, snap_masked-LN736373.1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-LN736373.1-processed-gene-1.45&CDS=1-714	YIR042C
145	OG0000145	snap_masked-LN736360.1-processed-gene-10.72-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-10.72&CDS=1-738	YDL048C, YLR375W
146	OG0000146	snap_masked-LN736360.1-processed-gene-10.82-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-10.82&CDS=1-315	YMR230W, YOR293W
147	OG0000147	snap_masked-LN736360.1-processed-gene-10.87-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-10.87&CDS=1-1122	YCR105W, YMR318C
148	OG0000148	snap_masked-LN736360.1-processed-gene-11.41-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-11.41&CDS=1-1197	YHR179W, YPL171C
149	OG0000149	augustus_masked-LN736360.1-processed-gene-11.22-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-11.22&CDS=1-2340	YBL005W, YGL013C
150	OG0000150	genemark-LN736360.1-processed-gene-12.93-mRNA-1_1&gene=genemark-LN736360.1-processed-gene-12.93&CDS=1-360	YER131W, YGL189C
151	OG0000151	maker-LN736360.1-augustus-gene-12.77-mRNA-1_1&gene=maker-LN736360.1-augustus-gene-12.77&CDS=1-5544	YER132C, YGL197W
152	OG0000152	snap_masked-LN736360.1-processed-gene-13.55-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.55&CDS=1-768	YHL033C, YLL045C
153	OG0000153	snap_masked-LN736360.1-processed-gene-13.81-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.81&CDS=1-1233	YGR109C, YPR120C
154	OG0000154	snap_masked-LN736360.1-processed-gene-14.30-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.30&CDS=1-762	YFR031C-A, YIL018W
155	OG0000155	snap_masked-LN736360.1-processed-gene-16.103-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-16.103&CDS=1-1245	YDR277C, YOR047C
156	OG0000156	augustus_masked-LN736361.1-processed-gene-9.222-mRNA-1_1&gene=augustus_masked-LN736361.1-processed-gene-9.222&CDS=1-855, snap_masked-LN736360.1-processed-gene-16.104-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-16.104&CDS=1-684, snap_masked-LN736364.1-processed-gene-1.103-mRNA-1_1&gene=snap_masked-LN736364.1-processed-gene-1.103&CDS=1-936	
157	OG0000157	snap_masked-LN736360.1-processed-gene-16.124-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-16.124&CDS=1-1149, snap_masked-LN736375.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-LN736375.1-processed-gene-0.53&CDS=1-1059	YOR049C
158	OG0000158	augustus_masked-LN736360.1-processed-gene-16.36-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-16.36&CDS=1-819	YKR075C, YOR062C
159	OG0000159	snap_masked-LN736360.1-processed-gene-17.79-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-17.79&CDS=1-1506, snap_masked-LN736363.1-processed-gene-2.104-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.104&CDS=1-1311	YNR058W
160	OG0000160	augustus_masked-LN736360.1-processed-gene-17.154-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-17.154&CDS=1-1773, genemark-LN736377.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LN736377.1-processed-gene-0.26&CDS=1-1509, maker-LN736369.1-snap-gene-0.39-mRNA-1_1&gene=maker-LN736369.1-snap-gene-0.39&CDS=1-2034	
161	OG0000161	maker-LN736361.1-snap-gene-1.110-mRNA-1_1&gene=maker-LN736361.1-snap-gene-1.110&CDS=1-414	YHL001W, YKL006W
162	OG0000162	maker-LN736361.1-augustus-gene-2.42-mRNA-1_1&gene=maker-LN736361.1-augustus-gene-2.42&CDS=1-3900	YKL091C, YMR079W
163	OG0000163	genemark-LN736361.1-processed-gene-2.75-mRNA-1_1&gene=genemark-LN736361.1-processed-gene-2.75&CDS=1-438, snap_masked-LN736361.1-processed-gene-2.124-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-2.124&CDS=1-1260	YKL096W
164	OG0000164	snap_masked-LN736361.1-processed-gene-2.111-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-2.111&CDS=1-885	YFL059W, YNL333W
165	OG0000165	snap_masked-LN736361.1-processed-gene-2.118-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-2.118&CDS=1-2259	YKL121W, YMR102C
166	OG0000166	snap_masked-LN736361.1-processed-gene-3.71-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-3.71&CDS=1-318	YHR141C, YNL162W
167	OG0000167	snap_masked-LN736361.1-processed-gene-3.73-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-3.73&CDS=1-1203	YHR139C, YNL160W
168	OG0000168	snap_masked-LN736361.1-processed-gene-4.14-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-4.14&CDS=1-612	YLR029C, YMR121C
169	OG0000169	snap_masked-LN736361.1-processed-gene-4.37-mRNA-1_1&gene=snap_masked-LN736361.1-processed-gene-4.37&CDS=1-1326	YGR010W, YLR328W
170	OG0000170	augustus_masked-LN736361.1-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-LN736361.1-processed-gene-4.101&CDS=1-1641	YBR270C, YJL058C
171	OG0000171	augustus_masked-LN736361.1-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-LN736361.1-processed-gene-7.100&CDS=1-804	YMR206W, YNR014W
172	OG0000172	augustus_masked-LN736361.1-processed-gene-8.2-mRNA-1_1&gene=augustus_masked-LN736361.1-processed-gene-8.2&CDS=1-1266, snap_masked-LN736363.1-processed-gene-1.94-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.94&CDS=1-1809	YNL159C
