	OrthologID	Saccharomyces_cerevisiae	Tetrapisispora_blattae
70	OG0000070	YGL166W, YMR021C, YPR008W	genemark-NC_020187-processed-gene-0.77-mRNA-1_1&gene=genemark-NC_020187-processed-gene-0.77&CDS=1-1719
71	OG0000071	YGL216W, YPL155C	genemark-NC_020187-processed-gene-12.27-mRNA-1_1&gene=genemark-NC_020187-processed-gene-12.27&CDS=1-2403, genemark-NC_020187-processed-gene-4.51-mRNA-1_1&gene=genemark-NC_020187-processed-gene-4.51&CDS=1-1338
72	OG0000072	YGR056W, YLR357W	genemark-NC_020188-processed-gene-5.13-mRNA-1_1&gene=genemark-NC_020188-processed-gene-5.13&CDS=1-2730, maker-NC_020185-snap-gene-20.129-mRNA-1_1&gene=maker-NC_020185-snap-gene-20.129&CDS=1-3033
73	OG0000073	YGR086C, YPL004C	genemark-NC_020186-processed-gene-11.49-mRNA-1_1&gene=genemark-NC_020186-processed-gene-11.49&CDS=1-1407, genemark-NC_020187-processed-gene-5.12-mRNA-1_1&gene=genemark-NC_020187-processed-gene-5.12&CDS=1-1041
74	OG0000074	YGR109C, YPR120C	genemark-NC_020187-processed-gene-6.56-mRNA-1_1&gene=genemark-NC_020187-processed-gene-6.56&CDS=1-1296, genemark-NC_020189-processed-gene-1.38-mRNA-1_1&gene=genemark-NC_020189-processed-gene-1.38&CDS=1-1830
75	OG0000075	YGR131W, YPR149W	genemark-NC_020187-processed-gene-10.54-mRNA-1_1&gene=genemark-NC_020187-processed-gene-10.54&CDS=1-558, genemark-NC_020188-processed-gene-7.92-mRNA-1_1&gene=genemark-NC_020188-processed-gene-7.92&CDS=1-567
76	OG0000076	YGR154C, YKR076W, YMR251W	genemark-NC_020191-processed-gene-5.62-mRNA-1_1&gene=genemark-NC_020191-processed-gene-5.62&CDS=1-1068
77	OG0000077	YGR197C, YJR015W	genemark-NC_020186-processed-gene-18.94-mRNA-1_1&gene=genemark-NC_020186-processed-gene-18.94&CDS=1-2343, genemark-NC_020192-processed-gene-5.104-mRNA-1_1&gene=genemark-NC_020192-processed-gene-5.104&CDS=1-1824
78	OG0000078	YGR254W, YHR174W	genemark-NC_020187-processed-gene-16.9-mRNA-1_1&gene=genemark-NC_020187-processed-gene-16.9&CDS=1-1311, genemark-NC_020189-processed-gene-3.13-mRNA-1_1&gene=genemark-NC_020189-processed-gene-3.13&CDS=1-1311
79	OG0000079	YGR281W	augustus_masked-NC_020185-processed-gene-16.65-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-16.65&CDS=1-3678, augustus_masked-NC_020187-processed-gene-16.103-mRNA-1_1&gene=augustus_masked-NC_020187-processed-gene-16.103&CDS=1-4455, genemark-NC_020187-processed-gene-15.63-mRNA-1_1&gene=genemark-NC_020187-processed-gene-15.63&CDS=1-4131
80	OG0000080	YHR216W, YLR432W, YML056C	genemark-NC_020189-processed-gene-11.51-mRNA-1_1&gene=genemark-NC_020189-processed-gene-11.51&CDS=1-1569
81	OG0000081	YIL121W	genemark-NC_020189-processed-gene-9.81-mRNA-1_1&gene=genemark-NC_020189-processed-gene-9.81&CDS=1-1824, maker-NC_020189-snap-gene-9.108-mRNA-1_1&gene=maker-NC_020189-snap-gene-9.108&CDS=1-1893, snap_masked-NC_020192-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NC_020192-processed-gene-1.86&CDS=1-1767
82	OG0000082	YJL133W, YKR052C	genemark-NC_020186-processed-gene-18.117-mRNA-1_1&gene=genemark-NC_020186-processed-gene-18.117&CDS=1-960, genemark-NC_020188-processed-gene-13.152-mRNA-1_1&gene=genemark-NC_020188-processed-gene-13.152&CDS=1-984
83	OG0000083	YJL158C	augustus_masked-NC_020192-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-NC_020192-processed-gene-7.57&CDS=1-744, genemark-NC_020185-processed-gene-2.66-mRNA-1_1&gene=genemark-NC_020185-processed-gene-2.66&CDS=1-723, snap_masked-NC_020187-processed-gene-14.34-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-14.34&CDS=1-645
84	OG0000084	YJL164C, YKL166C, YPL203W	maker-NC_020185-snap-gene-5.120-mRNA-1_1&gene=maker-NC_020185-snap-gene-5.120&CDS=1-2094
85	OG0000085	YJL190C, YLR367W	genemark-NC_020188-processed-gene-7.79-mRNA-1_1&gene=genemark-NC_020188-processed-gene-7.79&CDS=1-390, maker-NC_020185-snap-gene-20.127-mRNA-1_1&gene=maker-NC_020185-snap-gene-20.127&CDS=1-390
86	OG0000086	YJL200C, YLR304C	genemark-NC_020186-processed-gene-23.38-mRNA-1_1&gene=genemark-NC_020186-processed-gene-23.38&CDS=1-2328, genemark-NC_020194-processed-gene-1.53-mRNA-1_1&gene=genemark-NC_020194-processed-gene-1.53&CDS=1-2325
87	OG0000087	YJR130C, YLL058W, YML082W	augustus_masked-NC_020189-processed-gene-12.94-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-12.94&CDS=1-2103
88	OG0000088	YKL068W, YMR047C	augustus_masked-NC_020185-processed-gene-25.175-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-25.175&CDS=1-3420, genemark-NC_020186-processed-gene-16.76-mRNA-1_1&gene=genemark-NC_020186-processed-gene-16.76&CDS=1-3171
89	OG0000089	YKR093W	genemark-NC_020185-processed-gene-22.28-mRNA-1_1&gene=genemark-NC_020185-processed-gene-22.28&CDS=1-1899, genemark-NC_020186-processed-gene-11.46-mRNA-1_1&gene=genemark-NC_020186-processed-gene-11.46&CDS=1-1845, genemark-NC_020189-processed-gene-2.68-mRNA-1_1&gene=genemark-NC_020189-processed-gene-2.68&CDS=1-1890
90	OG0000090	YLR146C, YPR069C	genemark-NC_020185-processed-gene-10.73-mRNA-1_1&gene=genemark-NC_020185-processed-gene-10.73&CDS=1-909, genemark-NC_020192-processed-gene-3.99-mRNA-1_1&gene=genemark-NC_020192-processed-gene-3.99&CDS=1-885
91	OG0000091	YLR178C, YLR179C	genemark-NC_020185-processed-gene-12.89-mRNA-1_1&gene=genemark-NC_020185-processed-gene-12.89&CDS=1-642, genemark-NC_020186-processed-gene-1.61-mRNA-1_1&gene=genemark-NC_020186-processed-gene-1.61&CDS=1-567
92	OG0000092	YML111W, YMR275C	genemark-NC_020186-processed-gene-7.69-mRNA-1_1&gene=genemark-NC_020186-processed-gene-7.69&CDS=1-3207, maker-NC_020188-snap-gene-8.3-mRNA-1_1&gene=maker-NC_020188-snap-gene-8.3&CDS=1-3285
93	OG0000093	YML116W, YMR279C	genemark-NC_020187-processed-gene-2.31-mRNA-1_1&gene=genemark-NC_020187-processed-gene-2.31&CDS=1-1800, maker-NC_020188-snap-gene-8.4-mRNA-1_1&gene=maker-NC_020188-snap-gene-8.4&CDS=1-3273
94	OG0000094	YMR177W, YPL224C	genemark-NC_020185-processed-gene-14.128-mRNA-1_1&gene=genemark-NC_020185-processed-gene-14.128&CDS=1-1647, genemark-NC_020185-processed-gene-5.44-mRNA-1_1&gene=genemark-NC_020185-processed-gene-5.44&CDS=1-1383
95	OG0000095	YNL095C, YOR092W	genemark-NC_020186-processed-gene-4.116-mRNA-1_1&gene=genemark-NC_020186-processed-gene-4.116&CDS=1-2157, maker-NC_020186-snap-gene-3.97-mRNA-1_1&gene=maker-NC_020186-snap-gene-3.97&CDS=1-1617
96	OG0000096	YOR153W	genemark-NC_020188-processed-gene-4.40-mRNA-1_1&gene=genemark-NC_020188-processed-gene-4.40&CDS=1-6513, snap_masked-NC_020185-processed-gene-5.113-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-5.113&CDS=1-4863, snap_masked-NC_020188-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NC_020188-processed-gene-4.91&CDS=1-4785
97	OG0000097		augustus_masked-NC_020186-processed-gene-20.45-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-20.45&CDS=1-1308, snap_masked-NC_020185-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-0.4&CDS=1-450, snap_masked-NC_020187-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-1.100&CDS=1-441, snap_masked-NC_020190-processed-gene-4.89-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-4.89&CDS=1-420
98	OG0000098	YAL007C, YOR016C	genemark-NC_020185-processed-gene-11.39-mRNA-1_1&gene=genemark-NC_020185-processed-gene-11.39&CDS=1-636
99	OG0000099	YAL042W	genemark-NC_020185-processed-gene-11.3-mRNA-1_1&gene=genemark-NC_020185-processed-gene-11.3&CDS=1-1218, genemark-NC_020190-processed-gene-4.39-mRNA-1_1&gene=genemark-NC_020190-processed-gene-4.39&CDS=1-1242
100	OG0000100	YAL051W, YOR363C	snap_masked-NC_020189-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NC_020189-processed-gene-1.103&CDS=1-3822
101	OG0000101	YAL056W, YOR371C	snap_masked-NC_020185-processed-gene-10.107-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-10.107&CDS=1-2514
102	OG0000102	YAL058W	genemark-NC_020185-processed-gene-10.63-mRNA-1_1&gene=genemark-NC_020185-processed-gene-10.63&CDS=1-1677, genemark-NC_020190-processed-gene-4.47-mRNA-1_1&gene=genemark-NC_020190-processed-gene-4.47&CDS=1-1761
103	OG0000103	YAL062W, YOR375C	genemark-NC_020190-processed-gene-4.46-mRNA-1_1&gene=genemark-NC_020190-processed-gene-4.46&CDS=1-1395
104	OG0000104	YAR042W	genemark-NC_020186-processed-gene-3.28-mRNA-1_1&gene=genemark-NC_020186-processed-gene-3.28&CDS=1-3780, maker-NC_020191-snap-gene-2.0-mRNA-1_1&gene=maker-NC_020191-snap-gene-2.0&CDS=1-4140
105	OG0000105	YBL002W, YDR224C	genemark-NC_020190-processed-gene-0.51-mRNA-1_1&gene=genemark-NC_020190-processed-gene-0.51&CDS=1-387
106	OG0000106	YBL005W, YGL013C	snap_masked-NC_020185-processed-gene-22.75-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-22.75&CDS=1-3330
107	OG0000107	YBL027W, YBR084C-A	augustus_masked-NC_020193-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-NC_020193-processed-gene-5.94&CDS=1-549
108	OG0000108	YBL061C	genemark-NC_020187-processed-gene-12.17-mRNA-1_1&gene=genemark-NC_020187-processed-gene-12.17&CDS=1-1590, snap_masked-NC_020187-processed-gene-12.122-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-12.122&CDS=1-2010
109	OG0000109	YBL067C, YER098W	genemark-NC_020188-processed-gene-1.21-mRNA-1_1&gene=genemark-NC_020188-processed-gene-1.21&CDS=1-3513
110	OG0000110	YBL069W, YER101C	snap_masked-NC_020193-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-0.76&CDS=1-1281
111	OG0000111	YBL072C, YER102W	genemark-NC_020193-processed-gene-0.27-mRNA-1_1&gene=genemark-NC_020193-processed-gene-0.27&CDS=1-600
112	OG0000112	YBL085W, YER114C	snap_masked-NC_020193-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-2.93&CDS=1-4662
113	OG0000113	YBL087C, YER117W	snap_masked-NC_020188-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NC_020188-processed-gene-1.71&CDS=1-411
114	OG0000114	YBL089W, YER119C	maker-NC_020190-snap-gene-3.2-mRNA-1_1&gene=maker-NC_020190-snap-gene-3.2&CDS=1-2562
115	OG0000115	YBL101C	genemark-NC_020190-processed-gene-3.53-mRNA-1_1&gene=genemark-NC_020190-processed-gene-3.53&CDS=1-4041, genemark-NC_020193-processed-gene-1.129-mRNA-1_1&gene=genemark-NC_020193-processed-gene-1.129&CDS=1-2979
116	OG0000116	YBL103C	genemark-NC_020190-processed-gene-3.54-mRNA-1_1&gene=genemark-NC_020190-processed-gene-3.54&CDS=1-2406, genemark-NC_020193-processed-gene-1.128-mRNA-1_1&gene=genemark-NC_020193-processed-gene-1.128&CDS=1-1245
117	OG0000117	YBR005W, YDR003W	genemark-NC_020185-processed-gene-0.46-mRNA-1_1&gene=genemark-NC_020185-processed-gene-0.46&CDS=1-831
118	OG0000118	YBR024W, YBR037C	genemark-NC_020191-processed-gene-7.16-mRNA-1_1&gene=genemark-NC_020191-processed-gene-7.16&CDS=1-909
119	OG0000119	YBR031W, YDR012W	genemark-NC_020191-processed-gene-7.19-mRNA-1_1&gene=genemark-NC_020191-processed-gene-7.19&CDS=1-1086
120	OG0000120	YBR036C	genemark-NC_020191-processed-gene-7.17-mRNA-1_1&gene=genemark-NC_020191-processed-gene-7.17&CDS=1-1281, genemark-NC_020193-processed-gene-4.41-mRNA-1_1&gene=genemark-NC_020193-processed-gene-4.41&CDS=1-1257
121	OG0000121	YBR048W, YDR025W	snap_masked-NC_020191-processed-gene-8.141-mRNA-1_1&gene=snap_masked-NC_020191-processed-gene-8.141&CDS=1-465
122	OG0000122	YBR059C	genemark-NC_020189-processed-gene-6.75-mRNA-1_1&gene=genemark-NC_020189-processed-gene-6.75&CDS=1-3183, genemark-NC_020193-processed-gene-4.60-mRNA-1_1&gene=genemark-NC_020193-processed-gene-4.60&CDS=1-4080
123	OG0000123	YBR078W, YDR055W	genemark-NC_020193-processed-gene-4.50-mRNA-1_1&gene=genemark-NC_020193-processed-gene-4.50&CDS=1-1320
124	OG0000124	YBR080C	augustus_masked-NC_020193-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NC_020193-processed-gene-4.33&CDS=1-2604, genemark-NC_020191-processed-gene-8.117-mRNA-1_1&gene=genemark-NC_020191-processed-gene-8.117&CDS=1-2286
125	OG0000125	YBR089C-A, YPR052C	snap_masked-NC_020193-processed-gene-5.27-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-5.27&CDS=1-282
126	OG0000126	YBR112C	genemark-NC_020192-processed-gene-3.98-mRNA-1_1&gene=genemark-NC_020192-processed-gene-3.98&CDS=1-2067, maker-NC_020190-snap-gene-3.1-mRNA-1_1&gene=maker-NC_020190-snap-gene-3.1&CDS=1-3201
127	OG0000127	YBR121C	genemark-NC_020187-processed-gene-5.22-mRNA-1_1&gene=genemark-NC_020187-processed-gene-5.22&CDS=1-1989, snap_masked-NC_020190-processed-gene-7.34-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-7.34&CDS=1-1965
128	OG0000128	YBR132C	genemark-NC_020187-processed-gene-6.35-mRNA-1_1&gene=genemark-NC_020187-processed-gene-6.35&CDS=1-1740, genemark-NC_020190-processed-gene-8.34-mRNA-1_1&gene=genemark-NC_020190-processed-gene-8.34&CDS=1-1755
129	OG0000129	YBR147W, YOL092W	genemark-NC_020189-processed-gene-8.71-mRNA-1_1&gene=genemark-NC_020189-processed-gene-8.71&CDS=1-1014
130	OG0000130	YBR181C, YPL090C	snap_masked-NC_020186-processed-gene-10.112-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-10.112&CDS=1-708
131	OG0000131	YBR183W, YPL087W	genemark-NC_020186-processed-gene-10.18-mRNA-1_1&gene=genemark-NC_020186-processed-gene-10.18&CDS=1-876
132	OG0000132	YBR191W, YPL079W	maker-NC_020186-snap-gene-10.0-mRNA-1_1&gene=maker-NC_020186-snap-gene-10.0&CDS=1-996
133	OG0000133	YBR197C, YPL077C	snap_masked-NC_020192-processed-gene-8.29-mRNA-1_1&gene=snap_masked-NC_020192-processed-gene-8.29&CDS=1-738
134	OG0000134	YBR218C	genemark-NC_020185-processed-gene-24.34-mRNA-1_1&gene=genemark-NC_020185-processed-gene-24.34&CDS=1-3525, genemark-NC_020190-processed-gene-6.68-mRNA-1_1&gene=genemark-NC_020190-processed-gene-6.68&CDS=1-3546
135	OG0000135	YBR244W, YIR037W	genemark-NC_020186-processed-gene-3.9-mRNA-1_1&gene=genemark-NC_020186-processed-gene-3.9&CDS=1-501
136	OG0000136	YBR287W	snap_masked-NC_020187-processed-gene-6.13-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-6.13&CDS=1-1383, snap_masked-NC_020188-processed-gene-13.7-mRNA-1_1&gene=snap_masked-NC_020188-processed-gene-13.7&CDS=1-1527
137	OG0000137	YBR293W, YMR088C	genemark-NC_020190-processed-gene-7.97-mRNA-1_1&gene=genemark-NC_020190-processed-gene-7.97&CDS=1-2964
138	OG0000138	YBR294W, YLR092W	maker-NC_020190-snap-gene-7.3-mRNA-1_1&gene=maker-NC_020190-snap-gene-7.3&CDS=1-2535
139	OG0000139	YCL035C, YDR513W	maker-NC_020185-augustus-gene-12.143-mRNA-1_1&gene=maker-NC_020185-augustus-gene-12.143&CDS=1-780
140	OG0000140	YCL040W	genemark-NC_020185-processed-gene-12.60-mRNA-1_1&gene=genemark-NC_020185-processed-gene-12.60&CDS=1-1488, genemark-NC_020185-processed-gene-18.96-mRNA-1_1&gene=genemark-NC_020185-processed-gene-18.96&CDS=1-1518
141	OG0000141	YCL050C, YDR530C	genemark-NC_020185-processed-gene-12.73-mRNA-1_1&gene=genemark-NC_020185-processed-gene-12.73&CDS=1-960
142	OG0000142	YCL051W, YDR528W	augustus_masked-NC_020185-processed-gene-12.110-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-12.110&CDS=1-3363
143	OG0000143	YCL063W	augustus_masked-NC_020185-processed-gene-17.76-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-17.76&CDS=1-369, snap_masked-NC_020185-processed-gene-18.41-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-18.41&CDS=1-1893
144	OG0000144	YCL068C, YCR038C	augustus_masked-NC_020194-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NC_020194-processed-gene-1.69&CDS=1-4833
145	OG0000145	YCR010C, YNR002C	genemark-NC_020188-processed-gene-10.76-mRNA-1_1&gene=genemark-NC_020188-processed-gene-10.76&CDS=1-870
146	OG0000146	YCR020C	genemark-NC_020185-processed-gene-3.54-mRNA-1_1&gene=genemark-NC_020185-processed-gene-3.54&CDS=1-654, genemark-NC_020194-processed-gene-1.52-mRNA-1_1&gene=genemark-NC_020194-processed-gene-1.52&CDS=1-654
147	OG0000147	YCR026C, YEL016C	snap_masked-NC_020185-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-3.11&CDS=1-2532
148	OG0000148	YCR037C	genemark-NC_020187-processed-gene-14.61-mRNA-1_1&gene=genemark-NC_020187-processed-gene-14.61&CDS=1-2874, genemark-NC_020194-processed-gene-1.41-mRNA-1_1&gene=genemark-NC_020194-processed-gene-1.41&CDS=1-2649
149	OG0000149	YCR091W, YNR047W	augustus_masked-NC_020190-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NC_020190-processed-gene-0.79&CDS=1-3744
150	OG0000150	YCR105W	genemark-NC_020185-processed-gene-16.95-mRNA-1_1&gene=genemark-NC_020185-processed-gene-16.95&CDS=1-1083, genemark-NC_020185-processed-gene-6.71-mRNA-1_1&gene=genemark-NC_020185-processed-gene-6.71&CDS=1-1074
151	OG0000151	YDL022W	augustus_masked-NC_020190-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NC_020190-processed-gene-2.59&CDS=1-1200, genemark-NC_020186-processed-gene-3.14-mRNA-1_1&gene=genemark-NC_020186-processed-gene-3.14&CDS=1-1203
152	OG0000152	YDL048C, YLR375W	maker-NC_020193-snap-gene-6.102-mRNA-1_1&gene=maker-NC_020193-snap-gene-6.102&CDS=1-1596
153	OG0000153	YDL075W, YLR406C	snap_masked-NC_020185-processed-gene-15.88-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-15.88&CDS=1-339
154	OG0000154	YDL082W, YMR142C	snap_masked-NC_020186-processed-gene-21.18-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-21.18&CDS=1-600
155	OG0000155	YDL083C, YMR143W	augustus_masked-NC_020186-processed-gene-21.50-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-21.50&CDS=1-429
156	OG0000156	YDL126C	genemark-NC_020194-processed-gene-1.43-mRNA-1_1&gene=genemark-NC_020194-processed-gene-1.43&CDS=1-2556, maker-NC_020187-snap-gene-11.110-mRNA-1_1&gene=maker-NC_020187-snap-gene-11.110&CDS=1-2913
157	OG0000157	YDL127W, YDL179W	genemark-NC_020187-processed-gene-11.33-mRNA-1_1&gene=genemark-NC_020187-processed-gene-11.33&CDS=1-1104
158	OG0000158	YDL128W	genemark-NC_020190-processed-gene-5.52-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.52&CDS=1-1212, snap_masked-NC_020194-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NC_020194-processed-gene-1.29&CDS=1-1257
159	OG0000159	YDL131W, YDL182W	genemark-NC_020185-processed-gene-14.106-mRNA-1_1&gene=genemark-NC_020185-processed-gene-14.106&CDS=1-1266
160	OG0000160	YDL136W, YDL191W	snap_masked-NC_020190-processed-gene-5.28-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-5.28&CDS=1-384
161	OG0000161	YDL137W	genemark-NC_020185-processed-gene-14.104-mRNA-1_1&gene=genemark-NC_020185-processed-gene-14.104&CDS=1-543, snap_masked-NC_020190-processed-gene-5.29-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-5.29&CDS=1-543
162	OG0000162	YDL138W, YDL194W	snap_masked-NC_020190-processed-gene-5.32-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-5.32&CDS=1-2640
163	OG0000163	YDL161W, YLR206W	genemark-NC_020189-processed-gene-1.39-mRNA-1_1&gene=genemark-NC_020189-processed-gene-1.39&CDS=1-1797
164	OG0000164	YDL173W	genemark-NC_020185-processed-gene-22.9-mRNA-1_1&gene=genemark-NC_020185-processed-gene-22.9&CDS=1-1131, genemark-NC_020187-processed-gene-12.30-mRNA-1_1&gene=genemark-NC_020187-processed-gene-12.30&CDS=1-726
165	OG0000165	YDL178W, YEL071W	maker-NC_020190-augustus-gene-5.2-mRNA-1_1&gene=maker-NC_020190-augustus-gene-5.2&CDS=1-2571
166	OG0000166	YDR001C	genemark-NC_020190-processed-gene-0.39-mRNA-1_1&gene=genemark-NC_020190-processed-gene-0.39&CDS=1-2418, genemark-NC_020191-processed-gene-1.92-mRNA-1_1&gene=genemark-NC_020191-processed-gene-1.92&CDS=1-2952
167	OG0000167	YDR011W	genemark-NC_020191-processed-gene-7.14-mRNA-1_1&gene=genemark-NC_020191-processed-gene-7.14&CDS=1-4533, snap_masked-NC_020193-processed-gene-4.75-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-4.75&CDS=1-4893
168	OG0000168	YDR096W, YER169W	snap_masked-NC_020190-processed-gene-9.137-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-9.137&CDS=1-1956
169	OG0000169	YDR110W	augustus_masked-NC_020189-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-11.10&CDS=1-1443, snap_masked-NC_020190-processed-gene-7.31-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-7.31&CDS=1-1335
170	OG0000170	YDR122W, YLR096W	genemark-NC_020187-processed-gene-11.8-mRNA-1_1&gene=genemark-NC_020187-processed-gene-11.8&CDS=1-3909
171	OG0000171	YDR132C, YLR108C	augustus_masked-NC_020188-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-NC_020188-processed-gene-9.84&CDS=1-1587
172	OG0000172	YDR151C, YLR136C	augustus_masked-NC_020192-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NC_020192-processed-gene-2.23&CDS=1-1044
173	OG0000173	YDR178W, YLR164W	genemark-NC_020192-processed-gene-2.62-mRNA-1_1&gene=genemark-NC_020192-processed-gene-2.62&CDS=1-594
174	OG0000174	YDR185C, YLR168C	genemark-NC_020192-processed-gene-2.45-mRNA-1_1&gene=genemark-NC_020192-processed-gene-2.45&CDS=1-651
175	OG0000175	YDR207C	genemark-NC_020192-processed-gene-1.15-mRNA-1_1&gene=genemark-NC_020192-processed-gene-1.15&CDS=1-1545, genemark-NC_020192-processed-gene-1.21-mRNA-1_1&gene=genemark-NC_020192-processed-gene-1.21&CDS=1-900
176	OG0000176	YDR213W	genemark-NC_020193-processed-gene-6.32-mRNA-1_1&gene=genemark-NC_020193-processed-gene-6.32&CDS=1-3774, maker-NC_020192-snap-gene-1.0-mRNA-1_1&gene=maker-NC_020192-snap-gene-1.0&CDS=1-1848
177	OG0000177	YDR222W, YLR225C	genemark-NC_020193-processed-gene-6.33-mRNA-1_1&gene=genemark-NC_020193-processed-gene-6.33&CDS=1-1305
178	OG0000178	YDR247W, YPL026C	genemark-NC_020185-processed-gene-4.46-mRNA-1_1&gene=genemark-NC_020185-processed-gene-4.46&CDS=1-1458
179	OG0000179	YDR253C, YPL038W	genemark-NC_020185-processed-gene-3.69-mRNA-1_1&gene=genemark-NC_020185-processed-gene-3.69&CDS=1-672
180	OG0000180	YDR272W, YOR040W	genemark-NC_020194-processed-gene-2.76-mRNA-1_1&gene=genemark-NC_020194-processed-gene-2.76&CDS=1-1116
181	OG0000181	YDR277C, YOR047C	maker-NC_020185-snap-gene-23.119-mRNA-1_1&gene=maker-NC_020185-snap-gene-23.119&CDS=1-1341
182	OG0000182	YDR293C	genemark-NC_020185-processed-gene-7.42-mRNA-1_1&gene=genemark-NC_020185-processed-gene-7.42&CDS=1-3939, genemark-NC_020187-processed-gene-8.47-mRNA-1_1&gene=genemark-NC_020187-processed-gene-8.47&CDS=1-3936
183	OG0000183	YDR312W, YHR066W	genemark-NC_020185-processed-gene-7.50-mRNA-1_1&gene=genemark-NC_020185-processed-gene-7.50&CDS=1-1413
184	OG0000184	YDR326C	augustus_masked-NC_020185-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-7.124&CDS=1-3702, genemark-NC_020192-processed-gene-4.46-mRNA-1_1&gene=genemark-NC_020192-processed-gene-4.46&CDS=1-5124
