	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034661_Dipodascus_albidus
58	OG0000058	YBR033W, YKL038W	augustus_masked-flattened_line_126-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.37&CDS=1-1428, snap_masked-flattened_line_134-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.106&CDS=1-1290
59	OG0000059	YBR078W, YDR055W	genemark-flattened_line_14-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.117&CDS=1-1212, genemark-flattened_line_8-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.59&CDS=1-1245
60	OG0000060	YBR118W, YPR080W	genemark-flattened_line_274-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_274-processed-gene-0.1&CDS=1-1374, genemark-flattened_line_6-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.76&CDS=1-1374
61	OG0000061	YBR140C, YOL081W	augustus_masked-flattened_line_112-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.36&CDS=1-7857, snap_masked-flattened_line_227-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_227-processed-gene-0.10&CDS=1-7971
62	OG0000062	YBR151W, YML050W	genemark-flattened_line_170-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_170-processed-gene-0.56&CDS=1-924, genemark-flattened_line_74-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.168&CDS=1-816
63	OG0000063	YBR172C, YPL105C	maker-flattened_line_88-snap-gene-0.162-mRNA-1_1&gene=maker-flattened_line_88-snap-gene-0.162&CDS=1-2874, snap_masked-flattened_line_42-processed-gene-1.123-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.123&CDS=1-1422
64	OG0000064	YBR181C, YPL090C	genemark-flattened_line_116-processed-gene-0.158-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.158&CDS=1-720, genemark-flattened_line_52-processed-gene-0.170-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.170&CDS=1-714
65	OG0000065	YBR183W, YPL087W	genemark-flattened_line_74-processed-gene-0.180-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.180&CDS=1-846, genemark-flattened_line_86-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.133&CDS=1-864
66	OG0000066	YBR216C, YGL060W	augustus_masked-flattened_line_54-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.188&CDS=1-1851, snap_masked-flattened_line_60-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.35&CDS=1-1815
67	OG0000067	YBR238C, YGL107C	augustus_masked-flattened_line_36-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.1&CDS=1-1653, snap_masked-flattened_line_142-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.1&CDS=1-1581
68	OG0000068	YBR239C	genemark-flattened_line_192-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_192-processed-gene-0.85&CDS=1-1662, genemark-flattened_line_38-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.55&CDS=1-1641, genemark-flattened_line_6-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.89&CDS=1-1182
69	OG0000069	YBR288C, YOL062C	genemark-flattened_line_140-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.25&CDS=1-1287, genemark-flattened_line_38-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.23&CDS=1-1584
70	OG0000070	YBR294W, YLR092W	genemark-flattened_line_48-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.36&CDS=1-2349, genemark-flattened_line_90-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.45&CDS=1-2385
71	OG0000071	YCL011C, YNL004W	augustus_masked-flattened_line_168-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_168-processed-gene-0.49&CDS=1-1188, genemark-flattened_line_46-processed-gene-0.254-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.254&CDS=1-1029
72	OG0000072	YCL024W, YDR507C	genemark-flattened_line_0-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.32&CDS=1-3237, genemark-flattened_line_70-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.59&CDS=1-2727
73	OG0000073	YCL036W, YDR514C	augustus_masked-flattened_line_2-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.10&CDS=1-960, genemark-flattened_line_76-processed-gene-0.200-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.200&CDS=1-1011
74	OG0000074	YCL064C, YIL167W	genemark-flattened_line_16-processed-gene-1.238-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.238&CDS=1-954, genemark-flattened_line_80-processed-gene-0.181-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.181&CDS=1-1086
75	OG0000075	YCR010C, YNR002C	genemark-flattened_line_46-processed-gene-0.268-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.268&CDS=1-816, genemark-flattened_line_6-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.104&CDS=1-786
76	OG0000076	YCR065W	genemark-flattened_line_134-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.28&CDS=1-1338, genemark-flattened_line_2-processed-gene-4.33-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.33&CDS=1-1830, genemark-flattened_line_6-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.97&CDS=1-1830
77	OG0000077	YCR073C, YNR031C	genemark-flattened_line_106-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.124&CDS=1-3609, genemark-flattened_line_68-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.132&CDS=1-4254
78	OG0000078	YCR094W, YNR048W	genemark-flattened_line_164-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_164-processed-gene-0.92&CDS=1-1233, genemark-flattened_line_38-processed-gene-1.6-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.6&CDS=1-1230
79	OG0000079	YCR095C, YNL099C	genemark-flattened_line_176-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_176-processed-gene-0.57&CDS=1-699, genemark-flattened_line_70-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.29&CDS=1-576
80	OG0000080	YCR102C, YLR460C, YNL134C	augustus_masked-flattened_line_78-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.146&CDS=1-1140
81	OG0000081	YDL003W, YPR007C	augustus_masked-flattened_line_90-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.105&CDS=1-1497, genemark-flattened_line_98-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.148&CDS=1-1614
82	OG0000082	YDL025C	genemark-flattened_line_106-processed-gene-0.155-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.155&CDS=1-1530, genemark-flattened_line_188-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_188-processed-gene-0.84&CDS=1-2160, genemark-flattened_line_239-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_239-processed-gene-0.20&CDS=1-1518
83	OG0000083	YDL049C, YJL174W	genemark-flattened_line_116-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.135&CDS=1-801, genemark-flattened_line_76-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.169&CDS=1-774
84	OG0000084	YDL057W	augustus_masked-flattened_line_82-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.89&CDS=1-921, augustus_masked-flattened_line_88-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.149&CDS=1-1806, snap_masked-flattened_line_2-processed-gene-1.169-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.169&CDS=1-1752
85	OG0000085	YDL061C, YLR388W	genemark-flattened_line_116-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.129&CDS=1-159, genemark-flattened_line_46-processed-gene-0.205-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.205&CDS=1-168
86	OG0000086	YDL085W, YMR145C	genemark-flattened_line_26-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.31&CDS=1-1677, genemark-flattened_line_80-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.168&CDS=1-1710
87	OG0000087	YDL131W, YDL182W	genemark-flattened_line_110-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.117&CDS=1-1323, genemark-flattened_line_50-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.44&CDS=1-1254
88	OG0000088	YDL161W, YLR206W	genemark-flattened_line_215-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_215-processed-gene-0.32&CDS=1-708, maker-flattened_line_184-snap-gene-0.42-mRNA-1_1&gene=maker-flattened_line_184-snap-gene-0.42&CDS=1-1491
89	OG0000089	YDL224C, YNL197C	augustus_masked-flattened_line_20-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.3&CDS=1-2376, augustus_masked-flattened_line_8-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.14&CDS=1-1773
90	OG0000090	YDR011W, YNR070W	genemark-flattened_line_170-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_170-processed-gene-0.65&CDS=1-4323, maker-flattened_line_4-snap-gene-2.208-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.208&CDS=1-9120
91	OG0000091	YDR037W, YNL073W	genemark-flattened_line_2-processed-gene-5.134-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.134&CDS=1-1728, genemark-flattened_line_40-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.32&CDS=1-2340
92	OG0000092	YDR038C, YDR039C, YDR040C	genemark-flattened_line_142-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.101&CDS=1-3195
93	OG0000093	YDR069C, YER144C	genemark-flattened_line_84-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.43&CDS=1-2805, snap_masked-flattened_line_8-processed-gene-2.199-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.199&CDS=1-2148
94	OG0000094	YDR107C, YLR083C	genemark-flattened_line_144-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_144-processed-gene-0.7&CDS=1-1869, genemark-flattened_line_24-processed-gene-1.211-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.211&CDS=1-1782
95	OG0000095	YDR132C, YLR108C	genemark-flattened_line_118-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.75&CDS=1-1311, genemark-flattened_line_2-processed-gene-6.208-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.208&CDS=1-1446
96	OG0000096	YDR178W, YLR164W	genemark-flattened_line_118-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.108&CDS=1-465, genemark-flattened_line_26-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.18&CDS=1-486
97	OG0000097	YDR200C, YLR238W	genemark-flattened_line_102-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.168&CDS=1-1113, genemark-flattened_line_86-processed-gene-0.165-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.165&CDS=1-1386
98	OG0000098	YDR242W	augustus_masked-flattened_line_106-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.70&CDS=1-1623, genemark-flattened_line_0-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.111&CDS=1-1665, maker-flattened_line_164-snap-gene-0.80-mRNA-1_1&gene=maker-flattened_line_164-snap-gene-0.80&CDS=1-2979
99	OG0000099	YDR247W, YPL026C	augustus_masked-flattened_line_12-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.215&CDS=1-1401, genemark-flattened_line_90-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.30&CDS=1-1347
100	OG0000100	YDR273W, YOR042W	augustus_masked-flattened_line_194-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_194-processed-gene-0.28&CDS=1-1290, snap_masked-flattened_line_72-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.56&CDS=1-684
101	OG0000101	YDR277C, YOR047C	genemark-flattened_line_150-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.21&CDS=1-849, genemark-flattened_line_168-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_168-processed-gene-0.17&CDS=1-876
102	OG0000102	YDR338C	genemark-flattened_line_58-processed-gene-0.181-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.181&CDS=1-1638, genemark-flattened_line_6-processed-gene-2.242-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.242&CDS=1-1497, genemark-flattened_line_94-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.10&CDS=1-1755
103	OG0000103	YDR348C, YHR097C	augustus_masked-flattened_line_52-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.41&CDS=1-864, genemark-flattened_line_96-processed-gene-0.154-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.154&CDS=1-942
104	OG0000104	YDR368W, YOR120W	genemark-flattened_line_26-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.33&CDS=1-924, genemark-flattened_line_74-processed-gene-0.173-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.173&CDS=1-927
105	OG0000105	YDR379W, YOR127W	genemark-flattened_line_102-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.157&CDS=1-2997, genemark-flattened_line_34-processed-gene-1.145-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.145&CDS=1-2841
106	OG0000106	YDR450W, YML026C	genemark-flattened_line_14-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.124&CDS=1-441, snap_masked-flattened_line_106-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.6&CDS=1-450
107	OG0000107	YDR458C, YML034W	augustus_masked-flattened_line_24-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.46&CDS=1-2538, augustus_masked-flattened_line_48-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.207&CDS=1-2157
108	OG0000108	YDR463W, YHR006W	genemark-flattened_line_18-processed-gene-1.54-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.54&CDS=1-1332, genemark-flattened_line_98-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.117&CDS=1-1278
109	OG0000109	YDR471W, YHR010W	genemark-flattened_line_154-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_154-processed-gene-0.40&CDS=1-411, genemark-flattened_line_2-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.105&CDS=1-411
110	OG0000110	YDR501W, YLR183C	genemark-flattened_line_12-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.23&CDS=1-1605, genemark-flattened_line_291-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_291-processed-gene-0.1&CDS=1-1536
111	OG0000111	YEL007W	genemark-flattened_line_22-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.22&CDS=1-1521, genemark-flattened_line_48-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.34&CDS=1-1089, genemark-flattened_line_52-processed-gene-0.216-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.216&CDS=1-1044
112	OG0000112	YEL065W	genemark-flattened_line_18-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.13&CDS=1-1815, maker-flattened_line_18-snap-gene-0.101-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.101&CDS=1-3912, maker-flattened_line_18-snap-gene-0.102-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.102&CDS=1-1836
113	OG0000113	YER056C-A, YIL052C	genemark-flattened_line_30-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.104&CDS=1-375, genemark-flattened_line_4-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.41&CDS=1-375
114	OG0000114	YER057C, YIL051C	genemark-flattened_line_8-processed-gene-2.64-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.64&CDS=1-378, snap_masked-flattened_line_134-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.112&CDS=1-393
115	OG0000115	YER131W, YGL189C	genemark-flattened_line_225-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_225-processed-gene-0.15&CDS=1-360, genemark-flattened_line_72-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.149&CDS=1-360
116	OG0000116	YER159C, YJL065C	genemark-flattened_line_243-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_243-processed-gene-0.7&CDS=1-624, genemark-flattened_line_4-processed-gene-2.122-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.122&CDS=1-429
117	OG0000117	YER166W	genemark-flattened_line_116-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.149&CDS=1-5289, genemark-flattened_line_18-processed-gene-1.50-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.50&CDS=1-4896, genemark-flattened_line_92-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.37&CDS=1-4338
118	OG0000118	YFL042C, YLR072W	augustus_masked-flattened_line_2-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.60&CDS=1-2208, genemark-flattened_line_142-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.122&CDS=1-2625
119	OG0000119	YFL050C, YOL130W	genemark-flattened_line_108-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.15&CDS=1-1704, genemark-flattened_line_164-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_164-processed-gene-0.96&CDS=1-1803
120	OG0000120	YFR022W, YOR018W	genemark-flattened_line_128-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.29&CDS=1-2193, genemark-flattened_line_58-processed-gene-0.180-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.180&CDS=1-1782
121	OG0000121	YGL031C, YGR148C	genemark-flattened_line_150-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.3&CDS=1-462, genemark-flattened_line_72-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.131&CDS=1-462
122	OG0000122	YGL049C, YGR162W	genemark-flattened_line_40-processed-gene-1.44-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.44&CDS=1-2520, snap_masked-flattened_line_134-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.116&CDS=1-2778
123	OG0000123	YGL147C, YNL067W	genemark-flattened_line_106-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.141&CDS=1-663, genemark-flattened_line_70-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.57&CDS=1-567
124	OG0000124	YGL153W, YGL155W	genemark-flattened_line_54-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.19&CDS=1-984, maker-flattened_line_76-augustus-gene-0.70-mRNA-1_1&gene=maker-flattened_line_76-augustus-gene-0.70&CDS=1-1851
125	OG0000125	YGL160W, YLR047C	genemark-flattened_line_108-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.22&CDS=1-1641, maker-flattened_line_58-augustus-gene-0.75-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.75&CDS=1-1680
126	OG0000126	YGL227W	augustus_masked-flattened_line_50-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.128&CDS=1-1752, augustus_masked-flattened_line_50-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.98&CDS=1-1386, genemark-flattened_line_233-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_233-processed-gene-0.5&CDS=1-1236
127	OG0000127	YGR070W, YLR371W	genemark-flattened_line_112-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.139&CDS=1-3705, genemark-flattened_line_227-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_227-processed-gene-0.4&CDS=1-3642
