	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035037_Candida_montana
23	OG0000023	YMR006C, YMR008C, YNL012W, YOL011W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-4.54&CDS=1-1968, maker-NODE_9_length_624420_cov_24.2558_ID_17-augustus-gene-1.52-mRNA-1_1&gene=maker-NODE_9_length_624420_cov_24.2558_ID_17-augustus-gene-1.52&CDS=1-2817
24	OG0000024	YMR083W, YMR303C, YOL086C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.104&CDS=1-1116, augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-0.63&CDS=1-1053, augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.5&CDS=1-1107
25	OG0000025	YOR374W, YPL061W	augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-0.1&CDS=1-1491, augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-2.30&CDS=1-1488, augustus_masked-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.48&CDS=1-1542, maker-NODE_30_length_41900_cov_31.1864_ID_59-snap-gene-0.60-mRNA-1_1&gene=maker-NODE_30_length_41900_cov_31.1864_ID_59-snap-gene-0.60&CDS=1-1947
26	OG0000026		augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-2.125&CDS=1-1941, augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-2.4&CDS=1-2250, augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-2.5&CDS=1-2091, augustus_masked-NODE_30_length_41900_cov_31.1864_ID_59-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_30_length_41900_cov_31.1864_ID_59-processed-gene-0.19&CDS=1-3117, augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-4.9&CDS=1-2751, maker-NODE_30_length_41900_cov_31.1864_ID_59-augustus-gene-0.36-mRNA-1_1&gene=maker-NODE_30_length_41900_cov_31.1864_ID_59-augustus-gene-0.36&CDS=1-3714
27	OG0000027	YAR019C, YDR523C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.22&CDS=1-1434, augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.15&CDS=1-3045, genemark-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.94-mRNA-1_1&gene=genemark-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.94&CDS=1-1407
28	OG0000028	YBR015C	augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.35&CDS=1-1779, augustus_masked-NODE_25_length_135234_cov_23.6472_ID_49-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_25_length_135234_cov_23.6472_ID_49-processed-gene-0.133&CDS=1-1755, augustus_masked-NODE_32_length_26508_cov_32.0862_ID_63-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_32_length_26508_cov_32.0862_ID_63-processed-gene-0.9&CDS=1-1986, augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.117&CDS=1-1650
29	OG0000029	YBR298C, YDL247W, YGR289C, YJR160C	augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.250-mRNA-1_1&gene=augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.250&CDS=1-1599
30	OG0000030	YCL069W, YGR224W, YKR105C, YPR198W	snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.29-mRNA-1_1&gene=snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.29&CDS=1-1764
31	OG0000031	YDL078C, YKL085W	augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-1.12&CDS=1-1005, augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.187&CDS=1-1056, augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.37&CDS=1-1002
32	OG0000032	YDL138W, YDL194W	augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.33&CDS=1-1602, augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.71&CDS=1-1617, maker-NODE_6_length_737178_cov_21.3816_ID_11-augustus-gene-1.140-mRNA-1_1&gene=maker-NODE_6_length_737178_cov_21.3816_ID_11-augustus-gene-1.140&CDS=1-2886
33	OG0000033	YDL161W, YLL038C, YLR206W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.140&CDS=1-681, maker-NODE_22_length_186515_cov_21.886_ID_43-augustus-gene-0.85-mRNA-1_1&gene=maker-NODE_22_length_186515_cov_21.886_ID_43-augustus-gene-0.85&CDS=1-1428
34	OG0000034	YDL174C	augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.82&CDS=1-1698, augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-1.93&CDS=1-1689, augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-1.193&CDS=1-2046, augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.149&CDS=1-1605
35	OG0000035	YDR144C, YLR120C, YLR121C	augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.161&CDS=1-1737, augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.190&CDS=1-1881
36	OG0000036	YDR185C, YLR168C, YMR088C	augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-0.82&CDS=1-1806, augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-2.11&CDS=1-2346
37	OG0000037	YDR242W	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-2.128&CDS=1-1611, augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-2.114&CDS=1-1713, augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-0.36&CDS=1-1596, augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-1.30&CDS=1-1719
38	OG0000038	YDR436W, YER133W, YML016C	augustus_masked-NODE_32_length_26508_cov_32.0862_ID_63-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_32_length_26508_cov_32.0862_ID_63-processed-gene-0.17&CDS=1-981, snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-0.124&CDS=1-1635
39	OG0000039	YDR533C, YMR322C, YOR391C, YPL280W	augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.184&CDS=1-732
40	OG0000040	YER015W	augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.60&CDS=1-2073, augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.78&CDS=1-2142, augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.71&CDS=1-2121, augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.87&CDS=1-2244
41	OG0000041	YER185W, YGR213C, YLR046C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-6.37&CDS=1-960, augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-6.65&CDS=1-993
42	OG0000042	YFR040W, YGL229C, YKR028W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-1.24&CDS=1-2799, augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.125&CDS=1-3987
43	OG0000043	YGL185C, YPL113C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.155&CDS=1-1104, augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.27&CDS=1-1101, augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.124&CDS=1-2199
44	OG0000044	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.108&CDS=1-4113
45	OG0000045	YKL220C, YNR060W, YOR381W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-4.86&CDS=1-2136, snap_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-4.125-mRNA-1_1&gene=snap_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-4.125&CDS=1-1848
46	OG0000046	YML131W	augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-1.50&CDS=1-1101, augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-0.12&CDS=1-1098, augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-0.26&CDS=1-1101, augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.144&CDS=1-1077
47	OG0000047	YAL023C, YGR199W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-6.63&CDS=1-2277, augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.83&CDS=1-2184
48	OG0000048	YAL054C, YLR153C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-1.11&CDS=1-2004, snap_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.133-mRNA-1_1&gene=snap_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.133&CDS=1-2049
49	OG0000049	YBL002W, YDR224C	augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-0.19&CDS=1-399, augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.49&CDS=1-399
50	OG0000050	YBL011W, YKR067W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-10.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-10.93&CDS=1-2019, augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.10&CDS=1-2133
51	OG0000051	YBL016W, YGR040W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-11.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-11.113&CDS=1-1083, augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-1.175&CDS=1-1050
52	OG0000052	YBL042C, YBR021W, YIR028W	maker-NODE_10_length_454652_cov_34.2411_ID_19-augustus-gene-3.87-mRNA-1_1&gene=maker-NODE_10_length_454652_cov_34.2411_ID_19-augustus-gene-3.87&CDS=1-3540
53	OG0000053	YBL063W, YEL061C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-4.60&CDS=1-3282, augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-4.55&CDS=1-2811
54	OG0000054	YBR002C, YMR101C	augustus_masked-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.16&CDS=1-810, augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.37&CDS=1-939
55	OG0000055	YBR009C, YNL030W	augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-1.135&CDS=1-309, augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-4.45&CDS=1-309
56	OG0000056	YBR010W, YNL031C	augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-1.103&CDS=1-408, augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-4.21&CDS=1-408
57	OG0000057	YBR026C, YBR207W	augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.105&CDS=1-1260, maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-6.273-mRNA-1_1&gene=maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-6.273&CDS=1-2364
58	OG0000058	YBR118W, YPR080W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.52&CDS=1-1374, maker-NODE_29_length_59448_cov_23.6071_ID_57-snap-gene-0.81-mRNA-1_1&gene=maker-NODE_29_length_59448_cov_23.6071_ID_57-snap-gene-0.81&CDS=1-2196
59	OG0000059	YBR150C, YOL089C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.2&CDS=1-2763, snap_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.37-mRNA-1_1&gene=snap_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.37&CDS=1-2586
60	OG0000060	YBR151W, YML050W	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-0.133&CDS=1-819, augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-6.36&CDS=1-885
61	OG0000061	YBR181C, YPL090C	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-2.126&CDS=1-708, augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.48&CDS=1-708
62	OG0000062	YBR244W, YIR037W, YKL026C	maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-0.142-mRNA-1_1&gene=maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-0.142&CDS=1-1464
63	OG0000063	YBR245C, YOR304W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.120&CDS=1-3108, maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-11.2-mRNA-1_1&gene=maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-11.2&CDS=1-3096
64	OG0000064	YCL029C, YNL148C	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-1.146&CDS=1-2472, augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.65&CDS=1-714
65	OG0000065	YDL049C, YJL174W	augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.177&CDS=1-825, augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.20&CDS=1-876
66	OG0000066	YDL056W, YER111C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-5.175-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-5.175&CDS=1-2304, maker-NODE_1_length_1500601_cov_22.1594_ID_1-snap-gene-7.106-mRNA-1_1&gene=maker-NODE_1_length_1500601_cov_22.1594_ID_1-snap-gene-7.106&CDS=1-1965
67	OG0000067	YDL082W, YMR142C	augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.62&CDS=1-597, augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-4.85&CDS=1-597
68	OG0000068	YDL114W, YLR435W	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-3.124&CDS=1-1440, augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-5.197-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-5.197&CDS=1-873
69	OG0000069	YDL145C, YEL040W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.3&CDS=1-1410, augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.74&CDS=1-5058
70	OG0000070	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.100&CDS=1-3147
71	OG0000071	YDR134C, YLR110C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.20&CDS=1-390, maker-NODE_2_length_1027597_cov_21.5416_ID_3-snap-gene-6.50-mRNA-1_1&gene=maker-NODE_2_length_1027597_cov_21.5416_ID_3-snap-gene-6.50&CDS=1-1875
72	OG0000072	YDR135C, YLL015W	augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-1.187&CDS=1-4611, augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-8.3-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-8.3&CDS=1-4371
73	OG0000073	YDR155C, YDR304C	augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-0.46&CDS=1-486, snap_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-4.109-mRNA-1_1&gene=snap_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-4.109&CDS=1-723
74	OG0000074	YDR178W, YLR164W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.33&CDS=1-528, augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.55&CDS=1-531
