	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034622_Pichia_occidentalis
32	OG0000032	YKR039W	genemark-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-1.114&CDS=1-1779, genemark-NODE_95_length_21587_cov_29.9477_ID_189-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_95_length_21587_cov_29.9477_ID_189-processed-gene-0.13&CDS=1-1752, snap_masked-NODE_57_length_67361_cov_26.3817_ID_113-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_57_length_67361_cov_26.3817_ID_113-processed-gene-0.67&CDS=1-1752, snap_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.22&CDS=1-1806
33	OG0000033	YLR098C, YOR337W	augustus_masked-NODE_43_length_95476_cov_25.2629_ID_85-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_43_length_95476_cov_25.2629_ID_85-processed-gene-0.80&CDS=1-1929, genemark-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-1.38&CDS=1-1953, genemark-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.64&CDS=1-1719
34	OG0000034	YML072C, YNL087W, YOR086C	snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.192-mRNA-1_1&gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.192&CDS=1-4416, snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.4-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.4&CDS=1-3567
35	OG0000035	YAL005C, YLL024C	augustus_masked-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.72&CDS=1-3300, snap_masked-NODE_84_length_30007_cov_20.0141_ID_167-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_84_length_30007_cov_20.0141_ID_167-processed-gene-0.2&CDS=1-1938
36	OG0000036	YAL054C, YLR153C	snap_masked-NODE_51_length_81196_cov_13.707_ID_101-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_51_length_81196_cov_13.707_ID_101-processed-gene-0.94&CDS=1-2016, snap_masked-NODE_83_length_30234_cov_12.8437_ID_165-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_83_length_30234_cov_12.8437_ID_165-processed-gene-0.4&CDS=1-2022
37	OG0000037	YAR035W, YER024W	genemark-NODE_38_length_102016_cov_13.5702_ID_75-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_38_length_102016_cov_13.5702_ID_75-processed-gene-0.88&CDS=1-2253, snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-0.14&CDS=1-2112
38	OG0000038	YBR009C, YNL030W	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.227-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.227&CDS=1-309, snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.62&CDS=1-309
39	OG0000039	YBR010W, YNL031C	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.188-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.188&CDS=1-408, snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.30&CDS=1-408
40	OG0000040	YBR237W, YNL112W	genemark-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-1.46&CDS=1-2967, maker-NODE_19_length_174713_cov_14.3632_ID_37-snap-gene-0.87-mRNA-1_1&gene=maker-NODE_19_length_174713_cov_14.3632_ID_37-snap-gene-0.87&CDS=1-1629
41	OG0000041	YBR238C, YGL107C	maker-NODE_6_length_336941_cov_13.1986_ID_11-snap-gene-2.53-mRNA-1_1&gene=maker-NODE_6_length_336941_cov_13.1986_ID_11-snap-gene-2.53&CDS=1-3954, snap_masked-NODE_23_length_160100_cov_17.154_ID_45-processed-gene-0.200-mRNA-1_1&gene=snap_masked-NODE_23_length_160100_cov_17.154_ID_45-processed-gene-0.200&CDS=1-1917
42	OG0000042	YBR245C, YOR304W	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.178-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.178&CDS=1-3267, snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.201-mRNA-1_1&gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.201&CDS=1-3525
43	OG0000043	YBR293W, YDR270W	genemark-NODE_46_length_93283_cov_13.2941_ID_91-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_46_length_93283_cov_13.2941_ID_91-processed-gene-0.129&CDS=1-1605, maker-NODE_80_length_34662_cov_16.1382_ID_159-snap-gene-0.51-mRNA-1_1&gene=maker-NODE_80_length_34662_cov_16.1382_ID_159-snap-gene-0.51&CDS=1-5280
44	OG0000044	YBR294W, YLR092W	maker-NODE_2_length_426856_cov_13.6764_ID_3-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_2_length_426856_cov_13.6764_ID_3-augustus-gene-1.1&CDS=1-2739, snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-1.233-mRNA-1_1&gene=snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-1.233&CDS=1-2748
45	OG0000045	YCL037C, YDR515W	genemark-NODE_53_length_74432_cov_16.8354_ID_105-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_53_length_74432_cov_16.8354_ID_105-processed-gene-0.115&CDS=1-1038, snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.43&CDS=1-1428
46	OG0000046	YDL057W, YER111C	augustus_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.110&CDS=1-4662, genemark-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-4.109-mRNA-1_1&gene=genemark-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-4.109&CDS=1-3402
47	OG0000047	YDL206W, YGL163C	maker-NODE_31_length_125139_cov_12.901_ID_61-snap-gene-0.110-mRNA-1_1&gene=maker-NODE_31_length_125139_cov_12.901_ID_61-snap-gene-0.110&CDS=1-4311, snap_masked-NODE_105_length_12804_cov_14.6273_ID_209-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_105_length_12804_cov_14.6273_ID_209-processed-gene-0.1&CDS=1-2721
48	OG0000048	YDR038C, YDR039C, YDR040C	snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-0.19&CDS=1-3234
49	OG0000049	YDR051C, YER080W	genemark-NODE_57_length_67361_cov_26.3817_ID_113-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_57_length_67361_cov_26.3817_ID_113-processed-gene-0.42&CDS=1-2592, snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-1.119&CDS=1-801
50	OG0000050	YDR135C, YLL015W	genemark-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-4.140-mRNA-1_1&gene=genemark-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-4.140&CDS=1-4626, snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-0.33&CDS=1-4692
51	OG0000051	YDR170C, YPR095C	genemark-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-1.104&CDS=1-6351, snap_masked-NODE_51_length_81196_cov_13.707_ID_101-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_51_length_81196_cov_13.707_ID_101-processed-gene-0.83&CDS=1-4080
52	OG0000052	YDR242W	snap_masked-NODE_14_length_241051_cov_15.2247_ID_27-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_14_length_241051_cov_15.2247_ID_27-processed-gene-0.93&CDS=1-1791, snap_masked-NODE_34_length_122449_cov_15.1049_ID_67-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_34_length_122449_cov_15.1049_ID_67-processed-gene-0.95&CDS=1-1614, snap_masked-NODE_45_length_93823_cov_19.417_ID_89-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_45_length_93823_cov_19.417_ID_89-processed-gene-0.16&CDS=1-1641
53	OG0000053	YDR466W, YDR490C	genemark-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.200-mRNA-1_1&gene=genemark-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.200&CDS=1-3969, genemark-NODE_62_length_56362_cov_14.0575_ID_123-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_62_length_56362_cov_14.0575_ID_123-processed-gene-0.33&CDS=1-3237
54	OG0000054	YEL063C, YNL268W, YNL270C	maker-NODE_46_length_93283_cov_13.2941_ID_91-snap-gene-0.46-mRNA-1_1&gene=maker-NODE_46_length_93283_cov_13.2941_ID_91-snap-gene-0.46&CDS=1-3354
55	OG0000055	YER017C, YMR089C	snap_masked-NODE_14_length_241051_cov_15.2247_ID_27-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_14_length_241051_cov_15.2247_ID_27-processed-gene-1.34&CDS=1-2178, snap_masked-NODE_62_length_56362_cov_14.0575_ID_123-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_62_length_56362_cov_14.0575_ID_123-processed-gene-0.8&CDS=1-2706
56	OG0000056	YER054C, YIL045W	snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-3.133-mRNA-1_1&gene=snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-3.133&CDS=1-2040, snap_masked-NODE_81_length_33609_cov_25.4733_ID_161-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_81_length_33609_cov_25.4733_ID_161-processed-gene-0.7&CDS=1-2097
57	OG0000057	YER067W, YIL057C	snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.230-mRNA-1_1&gene=snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.230&CDS=1-543, snap_masked-NODE_65_length_46641_cov_12.6516_ID_129-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_65_length_46641_cov_12.6516_ID_129-processed-gene-0.1&CDS=1-573
58	OG0000058	YER171W, YGR271W	genemark-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.149-mRNA-1_1&gene=genemark-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.149&CDS=1-8844, snap_masked-NODE_38_length_102016_cov_13.5702_ID_75-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_38_length_102016_cov_13.5702_ID_75-processed-gene-0.25&CDS=1-6003
59	OG0000059	YFL017W-A, YNL147W	snap_masked-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.7&CDS=1-222, snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-1.9&CDS=1-435
60	OG0000060	YFL059W, YMR096W, YNL333W	snap_masked-NODE_28_length_136305_cov_23.9313_ID_55-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_28_length_136305_cov_23.9313_ID_55-processed-gene-0.120&CDS=1-894
61	OG0000061	YFL060C, YMR095C, YNL334C	snap_masked-NODE_28_length_136305_cov_23.9313_ID_55-processed-gene-0.154-mRNA-1_1&gene=snap_masked-NODE_28_length_136305_cov_23.9313_ID_55-processed-gene-0.154&CDS=1-801
62	OG0000062	YFR031C-A, YIL018W	snap_masked-NODE_17_length_177823_cov_14.5037_ID_33-processed-gene-0.160-mRNA-1_1&gene=snap_masked-NODE_17_length_177823_cov_14.5037_ID_33-processed-gene-0.160&CDS=1-765, snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.26&CDS=1-765
63	OG0000063	YGL112C, YPL208W	maker-NODE_53_length_74432_cov_16.8354_ID_105-augustus-gene-0.40-mRNA-1_1&gene=maker-NODE_53_length_74432_cov_16.8354_ID_105-augustus-gene-0.40&CDS=1-3462, snap_masked-NODE_46_length_93283_cov_13.2941_ID_91-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_46_length_93283_cov_13.2941_ID_91-processed-gene-0.25&CDS=1-1731
64	OG0000064	YGR052W, YHR082C	snap_masked-NODE_52_length_75054_cov_17.1998_ID_103-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_52_length_75054_cov_17.1998_ID_103-processed-gene-0.71&CDS=1-1440, snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-2.44&CDS=1-3006
65	OG0000065	YGR087C, YLR044C, YLR134W	genemark-NODE_28_length_136305_cov_23.9313_ID_55-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_28_length_136305_cov_23.9313_ID_55-processed-gene-0.91&CDS=1-1722
66	OG0000066	YGR154C, YKR076W, YMR251W	snap_masked-NODE_40_length_98049_cov_14.4109_ID_79-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_40_length_98049_cov_14.4109_ID_79-processed-gene-0.92&CDS=1-3042
67	OG0000067	YGR240C, YMR205C	augustus_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-3.14&CDS=1-3078, genemark-NODE_56_length_67904_cov_15.3873_ID_111-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_56_length_67904_cov_15.3873_ID_111-processed-gene-0.78&CDS=1-2868
68	OG0000068	YHL008C	augustus_masked-NODE_145_length_1817_cov_14.9446_ID_289-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_145_length_1817_cov_14.9446_ID_289-processed-gene-0.1&CDS=1-1164, augustus_masked-NODE_148_length_1815_cov_14.4534_ID_295-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_148_length_1815_cov_14.4534_ID_295-processed-gene-0.2&CDS=1-1164, snap_masked-NODE_23_length_160100_cov_17.154_ID_45-processed-gene-0.174-mRNA-1_1&gene=snap_masked-NODE_23_length_160100_cov_17.154_ID_45-processed-gene-0.174&CDS=1-1977
69	OG0000069	YHL019C, YPL259C	snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-0.23&CDS=1-1806, snap_masked-NODE_20_length_173296_cov_14.6245_ID_39-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_20_length_173296_cov_14.6245_ID_39-processed-gene-0.64&CDS=1-1455
70	OG0000070	YHR028C, YOR219C	snap_masked-NODE_19_length_174713_cov_14.3632_ID_37-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_19_length_174713_cov_14.3632_ID_37-processed-gene-0.70&CDS=1-2559, snap_masked-NODE_55_length_68333_cov_13.5349_ID_109-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_55_length_68333_cov_13.5349_ID_109-processed-gene-0.76&CDS=1-2979
71	OG0000071	YHR031C, YML061C	snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-1.55&CDS=1-2622, snap_masked-NODE_43_length_95476_cov_25.2629_ID_85-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_43_length_95476_cov_25.2629_ID_85-processed-gene-0.36&CDS=1-2007
72	OG0000072	YHR179W, YPL171C	snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-4.56-mRNA-1_1&gene=snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-4.56&CDS=1-1197, snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-0.18&CDS=1-1194
73	OG0000073	YIL126W, YOR290C	maker-NODE_8_length_292825_cov_17.2616_ID_15-snap-gene-1.104-mRNA-1_1&gene=maker-NODE_8_length_292825_cov_17.2616_ID_15-snap-gene-1.104&CDS=1-5280, snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.17&CDS=1-4389
74	OG0000074	YIL151C, YKR096W	maker-NODE_11_length_281462_cov_14.3937_ID_21-snap-gene-1.87-mRNA-1_1&gene=maker-NODE_11_length_281462_cov_14.3937_ID_21-snap-gene-1.87&CDS=1-5373, snap_masked-NODE_23_length_160100_cov_17.154_ID_45-processed-gene-0.188-mRNA-1_1&gene=snap_masked-NODE_23_length_160100_cov_17.154_ID_45-processed-gene-0.188&CDS=1-1221
75	OG0000075	YIL160C, YNL271C	augustus_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-1.222-mRNA-1_1&gene=augustus_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-1.222&CDS=1-7224, snap_masked-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.56&CDS=1-5568
76	OG0000076	YJL089W, YMR280C	maker-NODE_10_length_288871_cov_13.1341_ID_19-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_10_length_288871_cov_13.1341_ID_19-snap-gene-0.4&CDS=1-3573, snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.49-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.49&CDS=1-3726
77	OG0000077	YJL172W, YOL153C	augustus_masked-NODE_35_length_116319_cov_14.0214_ID_69-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_35_length_116319_cov_14.0214_ID_69-processed-gene-0.1&CDS=1-1740, snap_masked-NODE_25_length_151388_cov_15.4933_ID_49-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_25_length_151388_cov_15.4933_ID_49-processed-gene-0.42&CDS=1-1725
78	OG0000078	YJR061W, YKL201C	genemark-NODE_19_length_174713_cov_14.3632_ID_37-processed-gene-0.170-mRNA-1_1&gene=genemark-NODE_19_length_174713_cov_14.3632_ID_37-processed-gene-0.170&CDS=1-2589, snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.72&CDS=1-2490
79	OG0000079	YKL222C, YLR266C, YOR162C, YOR172W	
80	OG0000080	YKR089C, YOR081C	augustus_masked-NODE_443_length_495_cov_9.4492_ID_885-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_443_length_495_cov_9.4492_ID_885-processed-gene-0.0&CDS=1-483, snap_masked-NODE_79_length_37097_cov_14.3101_ID_157-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_79_length_37097_cov_14.3101_ID_157-processed-gene-0.5&CDS=1-2310
81	OG0000081	YLL052C, YLL053C, YPR192W	snap_masked-NODE_45_length_93823_cov_19.417_ID_89-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_45_length_93823_cov_19.417_ID_89-processed-gene-0.44&CDS=1-798
82	OG0000082	YML116W, YMR279C, YOR378W	snap_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.67-mRNA-1_1&gene=snap_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.67&CDS=1-1665
83	OG0000083	YMR006C, YMR008C, YOL011W	snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-1.29&CDS=1-2046
84	OG0000084	YMR169C, YMR170C	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-0.81&CDS=1-1503, snap_masked-NODE_51_length_81196_cov_13.707_ID_101-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_51_length_81196_cov_13.707_ID_101-processed-gene-0.69&CDS=1-1509
85	OG0000085	YMR183C, YPL232W	snap_masked-NODE_29_length_136136_cov_17.0007_ID_57-processed-gene-0.183-mRNA-1_1&gene=snap_masked-NODE_29_length_136136_cov_17.0007_ID_57-processed-gene-0.183&CDS=1-867, snap_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-1.16&CDS=1-927
86	OG0000086	YMR319C	augustus_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-0.59&CDS=1-1638, snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-0.100&CDS=1-1734, snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-0.99&CDS=1-1665
87	OG0000087	YNL127W	genemark-NODE_37_length_110318_cov_13.8186_ID_73-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_37_length_110318_cov_13.8186_ID_73-processed-gene-0.41&CDS=1-4986, snap_masked-NODE_14_length_241051_cov_15.2247_ID_27-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_14_length_241051_cov_15.2247_ID_27-processed-gene-0.92&CDS=1-1842, snap_masked-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-1.259-mRNA-1_1&gene=snap_masked-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-1.259&CDS=1-1920
88	OG0000088	YOL055C, YPL258C, YPR121W	snap_masked-NODE_50_length_86358_cov_14.1155_ID_99-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_50_length_86358_cov_14.1155_ID_99-processed-gene-0.78&CDS=1-1653
89	OG0000089	YOL119C, YOR306C	genemark-NODE_35_length_116319_cov_14.0214_ID_69-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_35_length_116319_cov_14.0214_ID_69-processed-gene-0.95&CDS=1-1605, snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-1.35&CDS=1-1473
90	OG0000090	YOR049C	genemark-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-1.166-mRNA-1_1&gene=genemark-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-1.166&CDS=1-879, genemark-NODE_17_length_177823_cov_14.5037_ID_33-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_17_length_177823_cov_14.5037_ID_33-processed-gene-0.16&CDS=1-1419, snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-0.20&CDS=1-960
91	OG0000091	YOR348C	snap_masked-NODE_15_length_212988_cov_14.2066_ID_29-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_15_length_212988_cov_14.2066_ID_29-processed-gene-0.37&CDS=1-1731, snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-4.55-mRNA-1_1&gene=snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-4.55&CDS=1-1734, snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-0.30&CDS=1-1725
92	OG0000092	YOR390W, YPL279C	genemark-NODE_50_length_86358_cov_14.1155_ID_99-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_50_length_86358_cov_14.1155_ID_99-processed-gene-0.67&CDS=1-1431, snap_masked-NODE_50_length_86358_cov_14.1155_ID_99-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_50_length_86358_cov_14.1155_ID_99-processed-gene-0.97&CDS=1-1266
93	OG0000093	YPL265W	genemark-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.111&CDS=1-1608, genemark-NODE_43_length_95476_cov_25.2629_ID_85-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_43_length_95476_cov_25.2629_ID_85-processed-gene-0.101&CDS=1-1593, snap_masked-NODE_43_length_95476_cov_25.2629_ID_85-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_43_length_95476_cov_25.2629_ID_85-processed-gene-0.27&CDS=1-1608
94	OG0000094	Q0045, Q0065, Q0070	maker-NODE_82_length_30242_cov_1152.93_ID_163-snap-gene-0.5-mRNA-1_1&gene=maker-NODE_82_length_30242_cov_1152.93_ID_163-snap-gene-0.5&CDS=1-288
