	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034654_Aciculoconidium_aculeatum
28	OG0000028	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_42_length_144261_cov_33.5316_ID_83-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_42_length_144261_cov_33.5316_ID_83-processed-gene-0.26&CDS=1-3273, maker-NODE_8_length_400105_cov_32.716_ID_15-augustus-gene-3.121-mRNA-1_1&gene=maker-NODE_8_length_400105_cov_32.716_ID_15-augustus-gene-3.121&CDS=1-4089
29	OG0000029	YDR178W, YLR164W, YPR166C	augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-0.10&CDS=1-777, augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-3.155&CDS=1-453
30	OG0000030	YER176W	augustus_masked-NODE_104_length_31709_cov_36.1325_ID_207-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_104_length_31709_cov_36.1325_ID_207-processed-gene-0.17&CDS=1-2382, augustus_masked-NODE_122_length_16844_cov_31.0266_ID_243-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_122_length_16844_cov_31.0266_ID_243-processed-gene-0.18&CDS=1-2721, augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-2.22&CDS=1-3288, augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-3.193-mRNA-1_1&gene=augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-3.193&CDS=1-2553
31	OG0000031	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.112&CDS=1-2307
32	OG0000032	YGR177C, YOR377W	augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.25&CDS=1-1371, augustus_masked-NODE_32_length_166326_cov_37.3169_ID_63-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_32_length_166326_cov_37.3169_ID_63-processed-gene-0.142&CDS=1-1257, snap_masked-NODE_73_length_69561_cov_35.2141_ID_145-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_73_length_69561_cov_35.2141_ID_145-processed-gene-0.63&CDS=1-1407
33	OG0000033	YJR004C	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-1.37&CDS=1-4776, augustus_masked-NODE_46_length_125620_cov_33.9717_ID_91-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_46_length_125620_cov_33.9717_ID_91-processed-gene-0.3&CDS=1-4047, augustus_masked-NODE_728_length_270_cov_43.6846_ID_1455-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_728_length_270_cov_43.6846_ID_1455-processed-gene-0.1&CDS=1-267, maker-NODE_35_length_157193_cov_34.9667_ID_69-augustus-gene-0.68-mRNA-1_1&gene=maker-NODE_35_length_157193_cov_34.9667_ID_69-augustus-gene-0.68&CDS=1-5037
34	OG0000034	YKL094W	augustus_masked-NODE_38_length_152608_cov_30.7873_ID_75-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_38_length_152608_cov_30.7873_ID_75-processed-gene-0.37&CDS=1-915, augustus_masked-NODE_43_length_136554_cov_31.962_ID_85-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_43_length_136554_cov_31.962_ID_85-processed-gene-0.103&CDS=1-1029, augustus_masked-NODE_69_length_72551_cov_34.0668_ID_137-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_69_length_72551_cov_34.0668_ID_137-processed-gene-0.3&CDS=1-903, maker-NODE_70_length_72228_cov_33.8195_ID_139-snap-gene-0.54-mRNA-1_1&gene=maker-NODE_70_length_72228_cov_33.8195_ID_139-snap-gene-0.54&CDS=1-2829
35	OG0000035	YLR207W, YOR017W	augustus_masked-NODE_54_length_99570_cov_37.5858_ID_107-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_54_length_99570_cov_37.5858_ID_107-processed-gene-0.8&CDS=1-1554, snap_masked-NODE_52_length_101915_cov_36.2178_ID_103-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_52_length_101915_cov_36.2178_ID_103-processed-gene-0.68&CDS=1-1788, snap_masked-NODE_62_length_78786_cov_31.4809_ID_123-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_62_length_78786_cov_31.4809_ID_123-processed-gene-0.76&CDS=1-2985
36	OG0000036	YML111W, YMR275C, YNR068C, YNR069C	augustus_masked-NODE_33_length_164750_cov_33.4327_ID_65-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_33_length_164750_cov_33.4327_ID_65-processed-gene-0.25&CDS=1-2664
37	OG0000037	YMR234W	augustus_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.139&CDS=1-879, augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.130&CDS=1-543, augustus_masked-NODE_91_length_42780_cov_34.7684_ID_181-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_91_length_42780_cov_34.7684_ID_181-processed-gene-0.29&CDS=1-570, maker-NODE_65_length_77767_cov_34.5944_ID_129-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_65_length_77767_cov_34.5944_ID_129-snap-gene-0.2&CDS=1-1347
38	OG0000038	YOR049C	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.94&CDS=1-1323, augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-5.30&CDS=1-1290, augustus_masked-NODE_83_length_51503_cov_33.7249_ID_165-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_83_length_51503_cov_33.7249_ID_165-processed-gene-0.11&CDS=1-1323, maker-NODE_43_length_136554_cov_31.962_ID_85-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_43_length_136554_cov_31.962_ID_85-snap-gene-0.2&CDS=1-957
39	OG0000039	YPL276W	snap_masked-NODE_137_length_11605_cov_82.9894_ID_273-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_137_length_11605_cov_82.9894_ID_273-processed-gene-0.4&CDS=1-441, snap_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.28&CDS=1-441, snap_masked-NODE_41_length_145925_cov_32.5917_ID_81-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_41_length_145925_cov_32.5917_ID_81-processed-gene-0.103&CDS=1-441, snap_masked-NODE_89_length_43261_cov_34.9976_ID_177-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_89_length_43261_cov_34.9976_ID_177-processed-gene-0.54&CDS=1-441
40	OG0000040	Q0045, Q0060, Q0065, Q0070	maker-NODE_77_length_61037_cov_951.503_ID_153-snap-gene-0.30-mRNA-1_1&gene=maker-NODE_77_length_61037_cov_951.503_ID_153-snap-gene-0.30&CDS=1-156
41	OG0000041	YAR035W, YER024W	augustus_masked-NODE_119_length_18958_cov_34.2892_ID_237-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_119_length_18958_cov_34.2892_ID_237-processed-gene-0.28&CDS=1-2322, augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-2.12&CDS=1-2127
42	OG0000042	YBL002W, YDR224C	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.87&CDS=1-399, augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-1.16&CDS=1-399
43	OG0000043	YBL042C, YBR021W, YIR028W	maker-NODE_7_length_403571_cov_37.4828_ID_13-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_7_length_403571_cov_37.4828_ID_13-augustus-gene-0.3&CDS=1-3237
44	OG0000044	YBR009C, YNL030W	augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-0.39&CDS=1-309, augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-1.23&CDS=1-309
45	OG0000045	YBR010W, YNL031C	augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-0.17&CDS=1-408, augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-1.42&CDS=1-408
46	OG0000046	YBR062C, YDL102W	augustus_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.152&CDS=1-339, maker-NODE_2_length_899148_cov_35.27_ID_3-augustus-gene-1.6-mRNA-1_1&gene=maker-NODE_2_length_899148_cov_35.27_ID_3-augustus-gene-1.6&CDS=1-3717
47	OG0000047	YBR078W, YDR055W	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-3.127&CDS=1-1275, augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-3.150&CDS=1-1257
48	OG0000048	YBR239C, YJL103C	augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-1.45&CDS=1-1464, augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-3.138&CDS=1-1647
49	OG0000049	YBR245C, YOR304W	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-1.61&CDS=1-3576, augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-0.71&CDS=1-2892
50	OG0000050	YCL025C, YDR508C	augustus_masked-NODE_62_length_78786_cov_31.4809_ID_123-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_62_length_78786_cov_31.4809_ID_123-processed-gene-0.19&CDS=1-1707, augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-0.25&CDS=1-1683
51	OG0000051	YCR028C, YDR242W	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-1.35&CDS=1-4641, augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-3.140&CDS=1-1725
52	OG0000052	YCR105W, YMR318C	augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-0.93&CDS=1-1098, augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-3.73&CDS=1-1095
53	OG0000053	YDL124W	augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-0.0&CDS=1-888, augustus_masked-NODE_33_length_164750_cov_33.4327_ID_65-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_33_length_164750_cov_33.4327_ID_65-processed-gene-0.0&CDS=1-915, augustus_masked-NODE_95_length_35770_cov_31.5532_ID_189-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_95_length_35770_cov_31.5532_ID_189-processed-gene-0.6&CDS=1-915
54	OG0000054	YDL246C, YJR159W, YLR070C	maker-NODE_18_length_287367_cov_35.4547_ID_35-augustus-gene-1.256-mRNA-1_1&gene=maker-NODE_18_length_287367_cov_35.4547_ID_35-augustus-gene-1.256&CDS=1-1572
55	OG0000055	YDR134C, YLR110C	augustus_masked-NODE_44_length_135740_cov_34.0102_ID_87-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-NODE_44_length_135740_cov_34.0102_ID_87-processed-gene-0.196&CDS=1-1053, augustus_masked-NODE_65_length_77767_cov_34.5944_ID_129-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_65_length_77767_cov_34.5944_ID_129-processed-gene-0.90&CDS=1-1572
56	OG0000056	YDR144C, YLR120C, YLR121C	augustus_masked-NODE_51_length_109764_cov_34.2802_ID_101-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_51_length_109764_cov_34.2802_ID_101-processed-gene-0.82&CDS=1-1788
57	OG0000057	YDR276C, YDR525W-A, YJL151C	augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-1.20&CDS=1-438
58	OG0000058	YER056C, YER060W, YER060W-A	augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-2.26&CDS=1-2979
59	OG0000059	YER075C, YOR208W	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.54&CDS=1-2250, genemark-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-0.108&CDS=1-2613
60	OG0000060	YER175C	augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-0.63&CDS=1-912, augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-0.12&CDS=1-927, augustus_masked-NODE_157_length_7455_cov_34.2235_ID_313-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_157_length_7455_cov_34.2235_ID_313-processed-gene-0.3&CDS=1-762
61	OG0000061	YFL059W, YMR096W, YNL333W	augustus_masked-NODE_28_length_181478_cov_35.4096_ID_55-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_28_length_181478_cov_35.4096_ID_55-processed-gene-0.129&CDS=1-825
62	OG0000062	YFL060C, YMR095C, YNL334C	augustus_masked-NODE_28_length_181478_cov_35.4096_ID_55-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_28_length_181478_cov_35.4096_ID_55-processed-gene-0.154&CDS=1-615
63	OG0000063	YGL257C, YIL014W, YNR059W	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.68&CDS=1-2388
64	OG0000064	YGR087C, YLR044C, YLR134W	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.215-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.215&CDS=1-1779
65	OG0000065	YGR121C, YPR138C	augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-2.157&CDS=1-1428, augustus_masked-NODE_67_length_76714_cov_33.3077_ID_133-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_67_length_76714_cov_33.3077_ID_133-processed-gene-0.70&CDS=1-1380
66	OG0000066	YHL019C, YPL259C	augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-1.37&CDS=1-1335, genemark-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-0.122&CDS=1-1881
67	OG0000067	YHL033C, YLL045C	augustus_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.26&CDS=1-780, snap_masked-NODE_91_length_42780_cov_34.7684_ID_181-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_91_length_42780_cov_34.7684_ID_181-processed-gene-0.9&CDS=1-783
68	OG0000068	YIR035C, YIR036C	augustus_masked-NODE_19_length_260818_cov_32.8456_ID_37-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_19_length_260818_cov_32.8456_ID_37-processed-gene-1.126&CDS=1-759, augustus_masked-NODE_93_length_37414_cov_36.1603_ID_185-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_93_length_37414_cov_36.1603_ID_185-processed-gene-0.5&CDS=1-759
69	OG0000069	YJL089W, YMR280C	augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.4&CDS=1-3210, snap_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-2.22&CDS=1-2790
70	OG0000070	YJR019C	augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.32&CDS=1-978, augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.33&CDS=1-1017, snap_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.118&CDS=1-963
71	OG0000071	YKL126W, YMR104C	genemark-NODE_42_length_144261_cov_33.5316_ID_83-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_42_length_144261_cov_33.5316_ID_83-processed-gene-0.85&CDS=1-1986, genemark-NODE_57_length_87900_cov_38.0757_ID_113-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_57_length_87900_cov_38.0757_ID_113-processed-gene-0.93&CDS=1-2151
72	OG0000072	YKL128C	augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-0.30&CDS=1-921, augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.40&CDS=1-978, augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-0.92&CDS=1-936
73	OG0000073	YKR076W, YMR251W	augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-0.24&CDS=1-909, augustus_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-1.116&CDS=1-930
74	OG0000074	YLL005C, YMR266W	augustus_masked-NODE_35_length_157193_cov_34.9667_ID_69-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_35_length_157193_cov_34.9667_ID_69-processed-gene-0.41&CDS=1-2688, snap_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.134&CDS=1-2592
75	OG0000075	YLL015W	augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-0.21&CDS=1-4425, augustus_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-2.50&CDS=1-4497, augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.3&CDS=1-4863
76	OG0000076	YLL053C, YPR192W	augustus_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-2.38&CDS=1-846, augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-4.10&CDS=1-792
77	OG0000077	YLL062C, YMR321C, YPL273W	snap_masked-NODE_57_length_87900_cov_38.0757_ID_113-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_57_length_87900_cov_38.0757_ID_113-processed-gene-0.71&CDS=1-1017
78	OG0000078	YLR031W, YMR124W	snap_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.62&CDS=1-2091, snap_masked-NODE_23_length_218239_cov_32.4129_ID_45-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_23_length_218239_cov_32.4129_ID_45-processed-gene-1.122&CDS=1-987
79	OG0000079	YLR264W, YOR167C	augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-1.16&CDS=1-201, augustus_masked-NODE_48_length_123830_cov_34.721_ID_95-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_48_length_123830_cov_34.721_ID_95-processed-gene-0.71&CDS=1-201
80	OG0000080	YLR361C, YOR137C	augustus_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-1.110&CDS=1-1620, augustus_masked-NODE_71_length_71194_cov_36.5473_ID_141-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_71_length_71194_cov_36.5473_ID_141-processed-gene-0.64&CDS=1-2106
81	OG0000081	YLR454W, YPR117W	augustus_masked-NODE_16_length_320525_cov_33.7835_ID_31-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_16_length_320525_cov_33.7835_ID_31-processed-gene-0.9&CDS=1-7518, snap_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.57-mRNA-1_1&gene=snap_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.57&CDS=1-7977
82	OG0000082	YMR303C, YOL086C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-6.11&CDS=1-1044, augustus_masked-NODE_56_length_89561_cov_35.5468_ID_111-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_56_length_89561_cov_35.5468_ID_111-processed-gene-0.21&CDS=1-1044
