	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034748_Lipomyces_oligophaga
25	OG0000025	YDL090C, YPR127W	augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-6.150&CDS=1-2379, maker-NODE_13_length_191982_cov_25.1951_ID_25-snap-gene-0.174-mRNA-1_1&gene=maker-NODE_13_length_191982_cov_25.1951_ID_25-snap-gene-0.174&CDS=1-999, maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-5.96-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-5.96&CDS=1-1989
26	OG0000026	YDL132W, YGR003W	genemark-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-4.3-mRNA-1_1&gene=genemark-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-4.3&CDS=1-2262, maker-NODE_10_length_547460_cov_24.7089_ID_19-augustus-gene-4.184-mRNA-1_1&gene=maker-NODE_10_length_547460_cov_24.7089_ID_19-augustus-gene-4.184&CDS=1-2400, snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-11.53-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-11.53&CDS=1-2370
27	OG0000027	YDL155W, YGR108W, YPR119W	snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-12.21-mRNA-1_1&gene=snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-12.21&CDS=1-1578, snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-1.20&CDS=1-1584
28	OG0000028	YDL161W, YLR206W	augustus_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-1.136&CDS=1-1890, maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-1.78-mRNA-1_1&gene=maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-1.78&CDS=1-1554, snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-1.94&CDS=1-1392
29	OG0000029	YDR011W, YOR153W	augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-9.65&CDS=1-4419, maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-9.130-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-9.130&CDS=1-4518, snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-1.116&CDS=1-4452
30	OG0000030	YDR021W, YJL138C, YKR059W	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-7.138-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-7.138&CDS=1-1203, snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-8.123-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-8.123&CDS=1-1206
31	OG0000031	YDR038C, YDR039C, YDR040C	maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-1.154-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-1.154&CDS=1-3132, snap_masked-NODE_12_length_340936_cov_24.8538_ID_23-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_12_length_340936_cov_24.8538_ID_23-processed-gene-0.26&CDS=1-3495
32	OG0000032	YDR107C, YDR159W, YLR083C	augustus_masked-NODE_12_length_340936_cov_24.8538_ID_23-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-NODE_12_length_340936_cov_24.8538_ID_23-processed-gene-2.138&CDS=1-4671, maker-NODE_10_length_547460_cov_24.7089_ID_19-snap-gene-1.63-mRNA-1_1&gene=maker-NODE_10_length_547460_cov_24.7089_ID_19-snap-gene-1.63&CDS=1-1899
33	OG0000033	YEL022W, YJR031C, YPR095C	augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-8.158-mRNA-1_1&gene=augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-8.158&CDS=1-3573, maker-NODE_6_length_1161583_cov_24.6584_ID_11-augustus-gene-2.78-mRNA-1_1&gene=maker-NODE_6_length_1161583_cov_24.6584_ID_11-augustus-gene-2.78&CDS=1-5190
34	OG0000034	YER066W, YFL009W	maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-7.71-mRNA-1_1&gene=maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-7.71&CDS=1-2853, snap_masked-NODE_12_length_340936_cov_24.8538_ID_23-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_12_length_340936_cov_24.8538_ID_23-processed-gene-1.37&CDS=1-1623, snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-14.150-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-14.150&CDS=1-1425
35	OG0000035	YFL050C, YKL064W, YOL130W	augustus_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-8.83&CDS=1-2610, snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-20.50-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-20.50&CDS=1-2292
36	OG0000036	YGR154C, YKR076W, YMR251W	maker-NODE_11_length_459259_cov_25.0738_ID_21-augustus-gene-3.291-mRNA-1_1&gene=maker-NODE_11_length_459259_cov_25.0738_ID_21-augustus-gene-3.291&CDS=1-2031, snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-8.157-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-8.157&CDS=1-969
37	OG0000037	YIL120W, YIL121W, YNL065W	snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-2.14&CDS=1-1692, snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-5.67-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-5.67&CDS=1-1662
38	OG0000038	YJL020C, YLL016W, YLR310C	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-0.58-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-0.58&CDS=1-3879, snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-2.106-mRNA-1_1&gene=snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-2.106&CDS=1-3498
39	OG0000039	YJL163C	augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-17.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-17.32&CDS=1-1716, maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-11.37-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-11.37&CDS=1-1755, maker-NODE_4_length_1392634_cov_25.4388_ID_7-augustus-gene-1.129-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-augustus-gene-1.129&CDS=1-1662, snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-8.41-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-8.41&CDS=1-1872
40	OG0000040	YLR414C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-0.14&CDS=1-819, snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-23.40-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-23.40&CDS=1-810, snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-0.21&CDS=1-792, snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-10.103-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-10.103&CDS=1-822
41	OG0000041	YMR006C, YMR008C, YOL011W	augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-10.139-mRNA-1_1&gene=augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-10.139&CDS=1-2043, snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-8.98-mRNA-1_1&gene=snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-8.98&CDS=1-2187
42	OG0000042	YMR111C, YOL116W	augustus_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-1.140&CDS=1-1764, augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-3.72&CDS=1-2172, snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-20.30-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-20.30&CDS=1-1470
43	OG0000043	Q0105, Q0110, Q0115, Q0120	maker-NODE_15_length_53192_cov_381.9_ID_29-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_15_length_53192_cov_381.9_ID_29-snap-gene-0.1&CDS=1-384
44	OG0000044	YAR003W, YCL039W	augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-7.50&CDS=1-1902, snap_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-1.101&CDS=1-1296
45	OG0000045	YBL037W, YPR029C	maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-5.128-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-5.128&CDS=1-2604, snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-2.155-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-2.155&CDS=1-2004
46	OG0000046	YBL052C, YOR244W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-23.91-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-23.91&CDS=1-1647, snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-3.0-mRNA-1_1&gene=snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-3.0&CDS=1-2427
47	OG0000047	YBL088C, YBR136W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-17.81-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-17.81&CDS=1-6906, snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-11.23-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-11.23&CDS=1-1581
48	OG0000048	YBL095W, YER182W	augustus_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-1.142&CDS=1-801, snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-20.34-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-20.34&CDS=1-966
49	OG0000049	YBR054W, YDR033W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-9.121-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-9.121&CDS=1-1779, snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-0.8&CDS=1-930
50	OG0000050	YBR073W, YGL163C	maker-NODE_10_length_547460_cov_24.7089_ID_19-snap-gene-3.46-mRNA-1_1&gene=maker-NODE_10_length_547460_cov_24.7089_ID_19-snap-gene-3.46&CDS=1-2409, maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-11.155-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-11.155&CDS=1-2901
51	OG0000051	YBR160W, YPR161C	maker-NODE_11_length_459259_cov_25.0738_ID_21-snap-gene-3.188-mRNA-1_1&gene=maker-NODE_11_length_459259_cov_25.0738_ID_21-snap-gene-3.188&CDS=1-975, snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-0.36&CDS=1-1449
52	OG0000052	YBR196C, YKL135C	augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-4.29&CDS=1-2049, maker-NODE_11_length_459259_cov_25.0738_ID_21-augustus-gene-3.269-mRNA-1_1&gene=maker-NODE_11_length_459259_cov_25.0738_ID_21-augustus-gene-3.269&CDS=1-3591
53	OG0000053	YBR199W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-11.0-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-11.0&CDS=1-1476, maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-3.139-mRNA-1_1&gene=maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-3.139&CDS=1-1251, snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-6.29-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-6.29&CDS=1-1260
54	OG0000054	YBR237W, YNL112W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-21.108-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-21.108&CDS=1-2877, maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-12.158-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-12.158&CDS=1-1644
55	OG0000055	YBR249C, YDR035W	genemark-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-7.94-mRNA-1_1&gene=genemark-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-7.94&CDS=1-1299, snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-7.78-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-7.78&CDS=1-1107
56	OG0000056	YCL024W, YDR507C, YKL101W	snap_masked-NODE_13_length_191982_cov_25.1951_ID_25-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_13_length_191982_cov_25.1951_ID_25-processed-gene-0.68&CDS=1-4176
57	OG0000057	YCR068W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-5.84-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-5.84&CDS=1-1245, maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-12.66-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-12.66&CDS=1-1218, snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-0.16&CDS=1-1287
58	OG0000058	YCR107W, YJR155W, YOL165C	snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-14.71-mRNA-1_1&gene=snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-14.71&CDS=1-504
59	OG0000059	YDL003W, YPR007C	maker-NODE_4_length_1392634_cov_25.4388_ID_7-augustus-gene-1.110-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-augustus-gene-1.110&CDS=1-1734, snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-0.11&CDS=1-1689
60	OG0000060	YDL056W, YLR182W	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-6.35-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-6.35&CDS=1-2409, snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-7.42-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-7.42&CDS=1-2811
61	OG0000061	YDL159W, YJL128C	genemark-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-1.114&CDS=1-1530, maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-7.143-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-7.143&CDS=1-2028
62	OG0000062	YDL212W	augustus_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-12.160-mRNA-1_1&gene=augustus_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-12.160&CDS=1-1821, maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-12.116-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-12.116&CDS=1-1245, maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-0.76-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-0.76&CDS=1-1254
63	OG0000063	YDL216C, YFR004W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-22.57-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-22.57&CDS=1-930, maker-NODE_9_length_547499_cov_24.6718_ID_17-snap-gene-1.62-mRNA-1_1&gene=maker-NODE_9_length_547499_cov_24.6718_ID_17-snap-gene-1.62&CDS=1-1020
64	OG0000064	YDL246C, YJR159W	maker-NODE_18_length_13644_cov_24.6279_ID_35-snap-gene-0.8-mRNA-1_1&gene=maker-NODE_18_length_13644_cov_24.6279_ID_35-snap-gene-0.8&CDS=1-1092, snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-18.68-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-18.68&CDS=1-1059
65	OG0000065	YDR020C, YNR012W	genemark-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-5.89-mRNA-1_1&gene=genemark-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-5.89&CDS=1-702, maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-6.61-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-6.61&CDS=1-1386
66	OG0000066	YDR172W, YKR084C	maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-16.43-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-16.43&CDS=1-2607, snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-4.74-mRNA-1_1&gene=snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-4.74&CDS=1-2133
67	OG0000067	YDR378C, YPR182W	maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-9.147-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-9.147&CDS=1-255, snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-6.198-mRNA-1_1&gene=snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-6.198&CDS=1-258
68	OG0000068	YDR459C, YNL326C	maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-4.163-mRNA-1_1&gene=maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-4.163&CDS=1-1104, snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-14.128-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-14.128&CDS=1-1296
69	OG0000069	YDR497C, YOL103W	snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-10.128-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-10.128&CDS=1-1716, snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-4.69-mRNA-1_1&gene=snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-4.69&CDS=1-1773
70	OG0000070	YDR523C, YJL095W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-6.51-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-6.51&CDS=1-6144, maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-12.117-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-12.117&CDS=1-1950
71	OG0000071	YDR524C, YIL044C	maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-13.117-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-13.117&CDS=1-3240, maker-NODE_9_length_547499_cov_24.6718_ID_17-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_9_length_547499_cov_24.6718_ID_17-snap-gene-0.3&CDS=1-1413
72	OG0000072	YEL041W, YJR049C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-12.47-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-12.47&CDS=1-1770, snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-9.12-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-9.12&CDS=1-1695
73	OG0000073	YER020W, YHR005C	maker-NODE_7_length_759464_cov_25.2552_ID_13-augustus-gene-4.53-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-augustus-gene-4.53&CDS=1-1074, snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-3.28-mRNA-1_1&gene=snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-3.28&CDS=1-1068
74	OG0000074	YER056C, YER060W, YER060W-A	snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-5.69-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-5.69&CDS=1-1581
75	OG0000075	YER065C, YPR006C	maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-11.30-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-11.30&CDS=1-1656, snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-6.107-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-6.107&CDS=1-1662
76	OG0000076	YER185W, YGR213C	genemark-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-0.12&CDS=1-843, maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-5.92-mRNA-1_1&gene=maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-5.92&CDS=1-858
77	OG0000077	YFL005W, YFL038C	maker-NODE_9_length_547499_cov_24.6718_ID_17-snap-gene-0.8-mRNA-1_1&gene=maker-NODE_9_length_547499_cov_24.6718_ID_17-snap-gene-0.8&CDS=1-648, snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-10.121-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-10.121&CDS=1-606
78	OG0000078	YFL034C-B, YIL106W	maker-NODE_5_length_1291908_cov_25.0437_ID_9-augustus-gene-11.125-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-augustus-gene-11.125&CDS=1-813, snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-7.147-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-7.147&CDS=1-729
79	OG0000079	YFL053W, YML070W	maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-12.132-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-12.132&CDS=1-2697, maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-0.77-mRNA-1_1&gene=maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-0.77&CDS=1-1743
80	OG0000080	YFL059W, YMR096W, YNL333W	maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-6.76-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-6.76&CDS=1-918
81	OG0000081	YFL060C, YMR095C, YNL334C	maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-10.57-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-10.57&CDS=1-747
82	OG0000082	YGL003C, YGL116W	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-5.80-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-5.80&CDS=1-1545, snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-0.32&CDS=1-1530
83	OG0000083	YGL019W, YOR039W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-9.30-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-9.30&CDS=1-678, snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-11.233-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-11.233&CDS=1-1317
