	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041693_Debaryomyces_nepalensis
38	OG0000038	YER185W, YGR213C	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-0.31&CDS=1-927, maker-NODE_4_length_882405_cov_13.2916_ID_4850-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_4_length_882405_cov_13.2916_ID_4850-augustus-gene-0.4&CDS=1-3600, snap_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-18.59-mRNA-1_1&gene=snap_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-18.59&CDS=1-1005
39	OG0000039	YFL053W, YML070W	augustus_masked-NODE_15_length_260885_cov_15.7848_ID_1933-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_15_length_260885_cov_15.7848_ID_1933-processed-gene-0.57&CDS=1-3624, augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-6.5&CDS=1-1737, augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-1.84&CDS=1-1815
40	OG0000040	YGL120C, YNR011C	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-1.14&CDS=1-2703, augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-1.21&CDS=1-3555, augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-3.118&CDS=1-2289
41	OG0000041	YHR032W	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.81&CDS=1-3780, augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-5.96&CDS=1-1728, maker-NODE_20_length_47766_cov_12.4286_ID_3312-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_20_length_47766_cov_12.4286_ID_3312-augustus-gene-0.1&CDS=1-2634, snap_masked-NODE_21_length_36062_cov_28.2349_ID_3395-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_21_length_36062_cov_28.2349_ID_3395-processed-gene-0.17&CDS=1-1419
42	OG0000042	YHR206W, YOR140W	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-1.5&CDS=1-1701, augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-16.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-16.38&CDS=1-2370, augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-8.154-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-8.154&CDS=1-1719
43	OG0000043	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.25&CDS=1-3132, augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-0.80&CDS=1-3474
44	OG0000044	YJL109C, YOR348C	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-3.236-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-3.236&CDS=1-7509, augustus_masked-NODE_21_length_36062_cov_28.2349_ID_3395-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_21_length_36062_cov_28.2349_ID_3395-processed-gene-0.52&CDS=1-1611, maker-NODE_8_length_604693_cov_13.7067_ID_1552-augustus-gene-0.59-mRNA-1_1&gene=maker-NODE_8_length_604693_cov_13.7067_ID_1552-augustus-gene-0.59&CDS=1-1605
45	OG0000045	YKL128C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.142&CDS=1-996, augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-9.145-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-9.145&CDS=1-930, augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-2.83&CDS=1-1014, augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-1.85&CDS=1-984
46	OG0000046	YLR155C, YLR157C, YLR158C, YLR160C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-9.144-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-9.144&CDS=1-1080
47	OG0000047	YPR022C	augustus_masked-NODE_17_length_143923_cov_18.8303_ID_3205-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_17_length_143923_cov_18.8303_ID_3205-processed-gene-0.58&CDS=1-2394, augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-15.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-15.36&CDS=1-2412, augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-3.13&CDS=1-3498, snap_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-8.64-mRNA-1_1&gene=snap_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-8.64&CDS=1-2259
48	OG0000048	YAL023C, YGR199W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-9.147-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-9.147&CDS=1-2301, augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-6.12&CDS=1-2337
49	OG0000049	YBL002W, YDR224C	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-7.57&CDS=1-387, augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.40&CDS=1-387
50	OG0000050	YBL003C, YDR225W	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-7.15&CDS=1-390, augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.14&CDS=1-390
51	OG0000051	YBL011W, YKR067W	augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.179-mRNA-1_1&gene=augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.179&CDS=1-2148, augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-3.83&CDS=1-2394
52	OG0000052	YBL042C, YBR021W, YIR028W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-6.95&CDS=1-5172
53	OG0000053	YBR002C, YMR101C	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-4.15&CDS=1-1047, maker-NODE_1_length_1979145_cov_16.84_ID_2150-snap-gene-8.173-mRNA-1_1&gene=maker-NODE_1_length_1979145_cov_16.84_ID_2150-snap-gene-8.173&CDS=1-915
54	OG0000054	YBR009C, YNL030W	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-4.163&CDS=1-309, augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.111&CDS=1-309
55	OG0000055	YBR010W, YNL031C	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-4.142&CDS=1-408, augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.87&CDS=1-408
56	OG0000056	YBR011C, YMR267W	augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.28&CDS=1-861, augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-4.125&CDS=1-954
57	OG0000057	YBR025C, YHL014C	augustus_masked-NODE_15_length_260885_cov_15.7848_ID_1933-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_15_length_260885_cov_15.7848_ID_1933-processed-gene-0.49&CDS=1-1188, augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-9.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-9.113&CDS=1-1245
58	OG0000058	YBR132C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.11&CDS=1-1812, augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-6.46&CDS=1-1749, augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-7.122-mRNA-1_1&gene=augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-7.122&CDS=1-1635
59	OG0000059	YBR139W, YMR297W	augustus_masked-NODE_18_length_106977_cov_16.0576_ID_3274-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_18_length_106977_cov_16.0576_ID_3274-processed-gene-0.30&CDS=1-1671, augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-4.120&CDS=1-1641
60	OG0000060	YBR150C, YOL089C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-0.101&CDS=1-2295, snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-0.14&CDS=1-2652
61	OG0000061	YBR239C, YJL103C	genemark-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.115-mRNA-1_1&gene=genemark-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.115&CDS=1-1554, maker-NODE_4_length_882405_cov_13.2916_ID_4850-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_4_length_882405_cov_13.2916_ID_4850-augustus-gene-0.5&CDS=1-1728
62	OG0000062	YBR245C, YOR304W	augustus_masked-NODE_18_length_106977_cov_16.0576_ID_3274-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_18_length_106977_cov_16.0576_ID_3274-processed-gene-0.40&CDS=1-3123, augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-2.79&CDS=1-3111
63	OG0000063	YBR263W, YLR058C	augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.149&CDS=1-1410, augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-4.159&CDS=1-1476
64	OG0000064	YBR293W	maker-NODE_21_length_36062_cov_28.2349_ID_3395-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_21_length_36062_cov_28.2349_ID_3395-augustus-gene-0.0&CDS=1-3234, maker-NODE_53_length_1049_cov_24.9557_ID_4610-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_53_length_1049_cov_24.9557_ID_4610-snap-gene-0.1&CDS=1-1008, snap_masked-NODE_43_length_1869_cov_26.8394_ID_4576-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_43_length_1869_cov_26.8394_ID_4576-processed-gene-0.1&CDS=1-1257
65	OG0000065	YDL020C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.24&CDS=1-1419, augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.108&CDS=1-1416, snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.122-mRNA-1_1&gene=snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.122&CDS=1-2196
66	OG0000066	YDL035C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.12&CDS=1-2085, augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.92&CDS=1-885, genemark-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-0.17&CDS=1-1269
67	OG0000067	YDL056W, YER111C	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-3.31&CDS=1-2673, maker-NODE_10_length_472640_cov_12.5405_ID_2051-augustus-gene-0.113-mRNA-1_1&gene=maker-NODE_10_length_472640_cov_12.5405_ID_2051-augustus-gene-0.113&CDS=1-2853
68	OG0000068	YDL066W, YLR174W	augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-0.26&CDS=1-1311, augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-9.126-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-9.126&CDS=1-1230
69	OG0000069	YDL113C, YDR425W	augustus_masked-NODE_15_length_260885_cov_15.7848_ID_1933-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_15_length_260885_cov_15.7848_ID_1933-processed-gene-1.136&CDS=1-1869, augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-13.35&CDS=1-1950
70	OG0000070	YDL137W, YDL192W	augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-3.142&CDS=1-543, augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.57&CDS=1-543
71	OG0000071	YDL144C	augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.183-mRNA-1_1&gene=augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.183&CDS=1-1038, augustus_masked-NODE_21_length_36062_cov_28.2349_ID_3395-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_21_length_36062_cov_28.2349_ID_3395-processed-gene-0.45&CDS=1-1002, snap_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-0.4&CDS=1-999
72	OG0000072	YDL156W, YKL132C, YMR113W	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-4.90&CDS=1-2988
73	OG0000073	YDL246C, YJR159W	augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-1.132&CDS=1-1083, augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.86&CDS=1-1086
74	OG0000074	YDR037W, YNL073W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-7.82&CDS=1-1779, augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-0.61&CDS=1-1647
75	OG0000075	YDR109C, YNL249C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-4.83&CDS=1-2226, augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-3.34&CDS=1-1707
76	OG0000076	YDR135C, YLL015W	augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-2.85&CDS=1-5499, augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-5.9&CDS=1-6792
77	OG0000077	YDR207C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-10.137-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-10.137&CDS=1-795, augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-11.119-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-11.119&CDS=1-1560, maker-NODE_2_length_1047957_cov_13.0036_ID_1457-snap-gene-4.5-mRNA-1_1&gene=maker-NODE_2_length_1047957_cov_13.0036_ID_1457-snap-gene-4.5&CDS=1-1134
78	OG0000078	YDR216W, YML080W	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-4.78&CDS=1-3852, maker-NODE_7_length_741361_cov_11.406_ID_2867-snap-gene-3.92-mRNA-1_1&gene=maker-NODE_7_length_741361_cov_11.406_ID_2867-snap-gene-3.92&CDS=1-4722
79	OG0000079	YDR368W, YOR120W	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-5.135&CDS=1-927, maker-NODE_17_length_143923_cov_18.8303_ID_3205-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_17_length_143923_cov_18.8303_ID_3205-augustus-gene-0.2&CDS=1-2628
80	OG0000080	YDR395W, YJR132W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.133&CDS=1-3030, augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-8.156-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-8.156&CDS=1-3168
81	OG0000081	YDR463W, YHR006W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-10.166-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-10.166&CDS=1-1176, genemark-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-4.115-mRNA-1_1&gene=genemark-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-4.115&CDS=1-1653
82	OG0000082	YDR541C, YOL151W	augustus_masked-NODE_18_length_106977_cov_16.0576_ID_3274-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_18_length_106977_cov_16.0576_ID_3274-processed-gene-0.18&CDS=1-1014, augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-0.114&CDS=1-1011
83	OG0000083	YEL063C, YNL270C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-18.208-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-18.208&CDS=1-1632, maker-NODE_4_length_882405_cov_13.2916_ID_4850-snap-gene-5.53-mRNA-1_1&gene=maker-NODE_4_length_882405_cov_13.2916_ID_4850-snap-gene-5.53&CDS=1-3339
84	OG0000084	YER017C, YMR089C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.8&CDS=1-2934, maker-NODE_8_length_604693_cov_13.7067_ID_1552-augustus-gene-3.102-mRNA-1_1&gene=maker-NODE_8_length_604693_cov_13.7067_ID_1552-augustus-gene-3.102&CDS=1-3453
85	OG0000085	YER062C, YIL053W	augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-0.97&CDS=1-759, augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-4.87&CDS=1-783
86	OG0000086	YER070W, YIL066C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-18.162-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-18.162&CDS=1-2583, augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-4.72&CDS=1-6744
87	OG0000087	YER075C, YOR208W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-13.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-13.31&CDS=1-1959, augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.162-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.162&CDS=1-2547
88	OG0000088	YER133W, YML016C	augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-0.62&CDS=1-1701, maker-NODE_12_length_401645_cov_13.8051_ID_2448-snap-gene-1.8-mRNA-1_1&gene=maker-NODE_12_length_401645_cov_13.8051_ID_2448-snap-gene-1.8&CDS=1-1191
89	OG0000089	YER175C, YMR280C	augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.138&CDS=1-882, maker-NODE_3_length_1003114_cov_11.7128_ID_1650-augustus-gene-9.4-mRNA-1_1&gene=maker-NODE_3_length_1003114_cov_11.7128_ID_1650-augustus-gene-9.4&CDS=1-4191
