	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041713_Debaryomyces_maramus
42	OG0000042	YER015W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.172-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.172&CDS=1-2271, augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.127&CDS=1-2253, augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-3.16&CDS=1-2187, maker-NODE_7_length_764832_cov_27.519_ID_1967-snap-gene-4.137-mRNA-1_1&gene=maker-NODE_7_length_764832_cov_27.519_ID_1967-snap-gene-4.137&CDS=1-4509
43	OG0000043	YER045C, YIL036W, YNL167C	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-9.317-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-9.317&CDS=1-1116, maker-NODE_5_length_1251503_cov_26.723_ID_1834-augustus-gene-4.2-mRNA-1_1&gene=maker-NODE_5_length_1251503_cov_26.723_ID_1834-augustus-gene-4.2&CDS=1-2097
44	OG0000044	YER056C, YER060W, YER060W-A	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-0.134&CDS=1-1494, snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-6.145-mRNA-1_1&gene=snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-6.145&CDS=1-1539
45	OG0000045	YGL185C, YNL274C, YPL113C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.40&CDS=1-1047, snap_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.212-mRNA-1_1&gene=snap_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.212&CDS=1-1089
46	OG0000046	YGL257C, YNR059W	augustus_masked-NODE_11_length_142748_cov_44.3038_ID_2194-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_11_length_142748_cov_44.3038_ID_2194-processed-gene-0.25&CDS=1-1629, augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-11.130-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-11.130&CDS=1-2385, maker-NODE_4_length_1354523_cov_30.1699_ID_1712-augustus-gene-4.52-mRNA-1_1&gene=maker-NODE_4_length_1354523_cov_30.1699_ID_1712-augustus-gene-4.52&CDS=1-2154
47	OG0000047	YGR032W, YMR306W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-12.64-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-12.64&CDS=1-6585, augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-5.0&CDS=1-5370, maker-NODE_7_length_764832_cov_27.519_ID_1967-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_7_length_764832_cov_27.519_ID_1967-augustus-gene-0.2&CDS=1-5205
48	OG0000048	YHL033C, YLL045C	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-6.245-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-6.245&CDS=1-801, augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-6.246-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-6.246&CDS=1-783, snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-7.109-mRNA-1_1&gene=snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-7.109&CDS=1-786
49	OG0000049	YHR206W, YOR140W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-0.90&CDS=1-2187, augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.110&CDS=1-1692, augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.8&CDS=1-1680
50	OG0000050	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-3.46&CDS=1-3432, augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-5.42&CDS=1-3123
51	OG0000051	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-1.192&CDS=1-4047, augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.28&CDS=1-3924
52	OG0000052	YJL079C, YKR013W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-1.44&CDS=1-1059, augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-2.108&CDS=1-765, augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-5.48&CDS=1-558
53	OG0000053	YKL217W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-8.109&CDS=1-1512, augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-0.94&CDS=1-1566, maker-NODE_2_length_1781626_cov_27.7105_ID_1459-augustus-gene-1.138-mRNA-1_1&gene=maker-NODE_2_length_1781626_cov_27.7105_ID_1459-augustus-gene-1.138&CDS=1-2667, maker-NODE_2_length_1781626_cov_27.7105_ID_1459-augustus-gene-16.308-mRNA-1_1&gene=maker-NODE_2_length_1781626_cov_27.7105_ID_1459-augustus-gene-16.308&CDS=1-1524
54	OG0000054	YKL222C, YLR266C, YOR162C, YOR172W	snap_masked-NODE_20_length_5927_cov_57.5105_ID_2656-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_20_length_5927_cov_57.5105_ID_2656-processed-gene-0.5&CDS=1-1965
55	OG0000055	YLR154C-H, YLR156C-A, YLR157C-C, YLR159C-A	maker-NODE_3_length_1617016_cov_26.7539_ID_6023-snap-gene-3.169-mRNA-1_1&gene=maker-NODE_3_length_1617016_cov_26.7539_ID_6023-snap-gene-3.169&CDS=1-240
56	OG0000056	YLR343W, YMR307W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-12.60-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-12.60&CDS=1-1674, augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-5.12&CDS=1-1698, augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-5.26&CDS=1-1659
57	OG0000057	YML072C, YNL087W, YOR086C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-5.43&CDS=1-4827, maker-NODE_5_length_1251503_cov_26.723_ID_1834-snap-gene-5.149-mRNA-1_1&gene=maker-NODE_5_length_1251503_cov_26.723_ID_1834-snap-gene-5.149&CDS=1-4803
58	OG0000058	YML111W, YMR275C, YNR069C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-14.37-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-14.37&CDS=1-2796, snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-4.98-mRNA-1_1&gene=snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-4.98&CDS=1-2193
59	OG0000059	YMR008C, YOL011W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-2.173-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-2.173&CDS=1-1893, augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-9.40-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-9.40&CDS=1-1992, snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-17.143-mRNA-1_1&gene=snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-17.143&CDS=1-3114
60	OG0000060	Q0045, Q0065, Q0070	maker-NODE_14_length_26251_cov_1821.97_ID_7145-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_14_length_26251_cov_1821.97_ID_7145-snap-gene-0.4&CDS=1-336, maker-NODE_14_length_26251_cov_1821.97_ID_7145-snap-gene-0.8-mRNA-1_1&gene=maker-NODE_14_length_26251_cov_1821.97_ID_7145-snap-gene-0.8&CDS=1-489
61	OG0000061	Q0105, Q0110, Q0115, Q0120	maker-NODE_14_length_26251_cov_1821.97_ID_7145-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_14_length_26251_cov_1821.97_ID_7145-snap-gene-0.3&CDS=1-465
62	OG0000062	YAL023C, YGR199W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-17.91-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-17.91&CDS=1-2301, augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-6.6&CDS=1-2343
63	OG0000063	YAR019C, YDR523C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-11.109&CDS=1-1392, augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.10&CDS=1-3582
64	OG0000064	YAR035W, YER024W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-6.144&CDS=1-2592, augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-4.25&CDS=1-2256
65	OG0000065	YAR066W, YHR214W, YIL169C, YOL155C	
66	OG0000066	YBL002W, YDR224C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-7.140-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-7.140&CDS=1-387, augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.126-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.126&CDS=1-387
67	OG0000067	YBL003C, YDR225W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-7.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-7.117&CDS=1-390, augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.150-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.150&CDS=1-393
68	OG0000068	YBL097W, YGL009C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-8.42&CDS=1-2208, maker-NODE_4_length_1354523_cov_30.1699_ID_1712-augustus-gene-5.47-mRNA-1_1&gene=maker-NODE_4_length_1354523_cov_30.1699_ID_1712-augustus-gene-5.47&CDS=1-4422
69	OG0000069	YBR002C, YMR101C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-8.162-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-8.162&CDS=1-1038, maker-NODE_3_length_1617016_cov_26.7539_ID_6023-augustus-gene-8.109-mRNA-1_1&gene=maker-NODE_3_length_1617016_cov_26.7539_ID_6023-augustus-gene-8.109&CDS=1-942
70	OG0000070	YBR009C, YNL030W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-7.18&CDS=1-309, augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-7.48&CDS=1-309
71	OG0000071	YBR011C, YMR267W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.153-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.153&CDS=1-1011, augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-5.39&CDS=1-858
72	OG0000072	YBR078W, YDR055W	augustus_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-1.200&CDS=1-1239, maker-NODE_3_length_1617016_cov_26.7539_ID_6023-snap-gene-4.49-mRNA-1_1&gene=maker-NODE_3_length_1617016_cov_26.7539_ID_6023-snap-gene-4.49&CDS=1-1269
73	OG0000073	YBR150C, YOL089C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-7.25&CDS=1-2346, augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-7.26&CDS=1-2664
74	OG0000074	YBR191W, YPL079W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-8.34&CDS=1-480, maker-NODE_8_length_399332_cov_32.6513_ID_1889-augustus-gene-2.242-mRNA-1_1&gene=maker-NODE_8_length_399332_cov_32.6513_ID_1889-augustus-gene-2.242&CDS=1-480
75	OG0000075	YBR245C, YOR304W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.135-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.135&CDS=1-3066, maker-NODE_11_length_142748_cov_44.3038_ID_2194-augustus-gene-0.74-mRNA-1_1&gene=maker-NODE_11_length_142748_cov_44.3038_ID_2194-augustus-gene-0.74&CDS=1-4242
76	OG0000076	YBR249C, YDR035W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-3.11&CDS=1-1104, maker-NODE_3_length_1617016_cov_26.7539_ID_6023-augustus-gene-9.49-mRNA-1_1&gene=maker-NODE_3_length_1617016_cov_26.7539_ID_6023-augustus-gene-9.49&CDS=1-1119
77	OG0000077	YBR293W, YMR088C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-3.113&CDS=1-1728, augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-0.13&CDS=1-1668
78	OG0000078	YCL036W, YDR514C	snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.194-mRNA-1_1&gene=snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.194&CDS=1-1008, snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.195-mRNA-1_1&gene=snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.195&CDS=1-894
79	OG0000079	YCR105W, YMR318C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.39-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.39&CDS=1-1092, augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-9.348-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-9.348&CDS=1-1080
80	OG0000080	YDL020C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-10.32&CDS=1-1431, augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-7.20&CDS=1-1380, snap_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-10.81-mRNA-1_1&gene=snap_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-10.81&CDS=1-2199
81	OG0000081	YDL056W, YER111C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-3.141&CDS=1-2709, maker-NODE_7_length_764832_cov_27.519_ID_1967-augustus-gene-1.121-mRNA-1_1&gene=maker-NODE_7_length_764832_cov_27.519_ID_1967-augustus-gene-1.121&CDS=1-2832
82	OG0000082	YDL066W, YLR174W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.260-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.260&CDS=1-1230, augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-6.155-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-6.155&CDS=1-1311
83	OG0000083	YDL137W, YDL192W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-0.106&CDS=1-543, augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-6.223-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-6.223&CDS=1-543
84	OG0000084	YDL206W, YDR236C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-6.112&CDS=1-1800, augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-2.111&CDS=1-2139
85	OG0000085	YDL216C, YFR004W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-2.133&CDS=1-936, augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-0.123&CDS=1-1575
86	OG0000086	YDL230W, YER075C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-12.22&CDS=1-2535, augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-8.131-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-8.131&CDS=1-948
87	OG0000087	YDL236W, YGL141W	augustus_masked-NODE_12_length_69897_cov_27.2079_ID_2240-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_12_length_69897_cov_27.2079_ID_2240-processed-gene-0.9&CDS=1-3888, augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-5.19&CDS=1-924
88	OG0000088	YDR144C, YLR120C, YLR121C	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-8.151-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-8.151&CDS=1-1779
89	OG0000089	YDR207C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-11.119-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-11.119&CDS=1-1320, augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-4.16&CDS=1-1590, snap_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-6.91-mRNA-1_1&gene=snap_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-6.91&CDS=1-807
90	OG0000090	YDR259C, YOR028C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.157-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.157&CDS=1-816, snap_masked-NODE_108_length_441_cov_0.771875_ID_4915-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_108_length_441_cov_0.771875_ID_4915-processed-gene-0.0&CDS=1-336
91	OG0000091	YDR382W, YOL039W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-5.46&CDS=1-327, augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-2.30&CDS=1-333
92	OG0000092	YDR463W, YHR006W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-11.124-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-11.124&CDS=1-1602, augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-5.41&CDS=1-1110
93	OG0000093	YDR466W, YDR490C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-12.12-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-12.12&CDS=1-2589, augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.135-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.135&CDS=1-3138
94	OG0000094	YER017C, YMR089C	snap_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-10.55-mRNA-1_1&gene=snap_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-10.55&CDS=1-2946, snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.58-mRNA-1_1&gene=snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.58&CDS=1-3525
95	OG0000095	YER028C, YGL209W	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.269-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.269&CDS=1-1533, maker-NODE_9_length_268801_cov_36.1453_ID_2040-snap-gene-0.88-mRNA-1_1&gene=maker-NODE_9_length_268801_cov_36.1453_ID_2040-snap-gene-0.88&CDS=1-1218
