	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026142_Citeromyces_matritensis
34	OG0000034	YBR207W	augustus_masked-scf7180000040467-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000040467-processed-gene-0.2&CDS=1-1023, augustus_masked-scf7180000041930-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000041930-processed-gene-0.13&CDS=1-1023, snap_masked-scf7180000040280-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000040280-processed-gene-0.2&CDS=1-1137, snap_masked-scf7180000043183-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000043183-processed-gene-0.28&CDS=1-1137
35	OG0000035	YCR026C, YEL016C	genemark-scf7180000043332-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000043332-processed-gene-0.29&CDS=1-1374, snap_masked-scf7180000042129-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042129-processed-gene-0.0&CDS=1-2010, snap_masked-scf7180000042730-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042730-processed-gene-0.0&CDS=1-2010
36	OG0000036	YDL217C	snap_masked-scf7180000040082-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000040082-processed-gene-0.4&CDS=1-546, snap_masked-scf7180000042154-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042154-processed-gene-0.0&CDS=1-546, snap_masked-scf7180000042510-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000042510-processed-gene-0.4&CDS=1-546, snap_masked-scf7180000043346-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000043346-processed-gene-0.4&CDS=1-546
37	OG0000037	YDR108W	augustus_masked-scf7180000040073-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000040073-processed-gene-0.1&CDS=1-537, snap_masked-scf7180000041502-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000041502-processed-gene-0.0&CDS=1-360, snap_masked-scf7180000042666-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000042666-processed-gene-0.5&CDS=1-183, snap_masked-scf7180000042898-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000042898-processed-gene-0.2&CDS=1-1869
38	OG0000038	YDR116C	snap_masked-scf7180000040057-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000040057-processed-gene-0.3&CDS=1-978, snap_masked-scf7180000040139-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000040139-processed-gene-0.7&CDS=1-978, snap_masked-scf7180000042121-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000042121-processed-gene-0.8&CDS=1-978, snap_masked-scf7180000042174-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000042174-processed-gene-0.3&CDS=1-978
39	OG0000039	YDR216W	augustus_masked-scf7180000040252-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000040252-processed-gene-0.3&CDS=1-1515, augustus_masked-scf7180000042120-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000042120-processed-gene-0.53&CDS=1-1536, snap_masked-scf7180000040531-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000040531-processed-gene-0.0&CDS=1-2586, snap_masked-scf7180000041943-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000041943-processed-gene-0.12&CDS=1-2586
40	OG0000040	YDR399W	augustus_masked-scf7180000040403-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000040403-processed-gene-0.5&CDS=1-519, augustus_masked-scf7180000040404-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000040404-processed-gene-0.2&CDS=1-540, maker-scf7180000040440-snap-gene-0.1-mRNA-1_1&gene=maker-scf7180000040440-snap-gene-0.1&CDS=1-645, maker-scf7180000042887-snap-gene-0.65-mRNA-1_1&gene=maker-scf7180000042887-snap-gene-0.65&CDS=1-645
41	OG0000041	YDR525W-A, YJL151C	snap_masked-scf7180000042335-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000042335-processed-gene-0.21&CDS=1-354, snap_masked-scf7180000043127-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000043127-processed-gene-0.14&CDS=1-354, snap_masked-scf7180000043134-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scf7180000043134-processed-gene-0.32&CDS=1-339
42	OG0000042	YDR533C, YMR322C, YOR391C, YPL280W	snap_masked-scf7180000043285-processed-gene-0.72-mRNA-1_1&gene=snap_masked-scf7180000043285-processed-gene-0.72&CDS=1-705
43	OG0000043	YDR541C, YGL039W, YGL157W, YOL151W	snap_masked-scf7180000043182-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000043182-processed-gene-0.47&CDS=1-1002
44	OG0000044	YER056C, YER060W, YER060W-A	snap_masked-scf7180000042956-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000042956-processed-gene-0.13&CDS=1-1545, snap_masked-scf7180000043166-processed-gene-0.58-mRNA-1_1&gene=snap_masked-scf7180000043166-processed-gene-0.58&CDS=1-1548
45	OG0000045	YER162C	augustus_masked-scf7180000040375-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000040375-processed-gene-0.3&CDS=1-1443, augustus_masked-scf7180000040425-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000040425-processed-gene-0.2&CDS=1-768, snap_masked-scf7180000041965-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000041965-processed-gene-0.1&CDS=1-768, snap_masked-scf7180000043261-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000043261-processed-gene-0.2&CDS=1-2379
46	OG0000046	YER185W, YGR213C, YLR046C	snap_masked-scf7180000041932-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000041932-processed-gene-0.5&CDS=1-759, snap_masked-scf7180000043302-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000043302-processed-gene-0.11&CDS=1-858
47	OG0000047	YFL007W	augustus_masked-scf7180000040361-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000040361-processed-gene-0.4&CDS=1-1386, augustus_masked-scf7180000043242-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000043242-processed-gene-0.7&CDS=1-6504, snap_masked-scf7180000040362-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000040362-processed-gene-0.5&CDS=1-1290, snap_masked-scf7180000040876-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000040876-processed-gene-0.0&CDS=1-819
48	OG0000048	YFL048C, YLR080W	augustus_masked-scf7180000040233-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000040233-processed-gene-0.4&CDS=1-201, augustus_masked-scf7180000040233-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000040233-processed-gene-0.5&CDS=1-420, augustus_masked-scf7180000042860-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000042860-processed-gene-0.0&CDS=1-1818
49	OG0000049	YGR009C	augustus_masked-scf7180000040485-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000040485-processed-gene-0.0&CDS=1-1266, augustus_masked-scf7180000043247-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000043247-processed-gene-0.21&CDS=1-1266, snap_masked-scf7180000040108-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000040108-processed-gene-0.6&CDS=1-999, snap_masked-scf7180000043042-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000043042-processed-gene-0.5&CDS=1-999
50	OG0000050	YGR258C	augustus_masked-scf7180000040150-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000040150-processed-gene-0.4&CDS=1-3015, snap_masked-scf7180000042009-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000042009-processed-gene-0.11&CDS=1-2877, snap_masked-scf7180000042302-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000042302-processed-gene-0.8&CDS=1-2388, snap_masked-scf7180000042921-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000042921-processed-gene-0.9&CDS=1-2877
51	OG0000051	YHR081W	genemark-scf7180000040399-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000040399-processed-gene-0.1&CDS=1-489, genemark-scf7180000040418-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000040418-processed-gene-0.1&CDS=1-489, genemark-scf7180000042204-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000042204-processed-gene-0.1&CDS=1-489, snap_masked-scf7180000042095-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000042095-processed-gene-0.2&CDS=1-492
52	OG0000052	YHR110W	augustus_masked-scf7180000040072-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000040072-processed-gene-0.0&CDS=1-537, augustus_masked-scf7180000043106-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000043106-processed-gene-0.1&CDS=1-537, snap_masked-scf7180000040435-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000040435-processed-gene-0.4&CDS=1-636, snap_masked-scf7180000042216-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000042216-processed-gene-0.4&CDS=1-636
53	OG0000053	YHR148W	genemark-scf7180000042911-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000042911-processed-gene-0.14&CDS=1-549, snap_masked-scf7180000040242-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000040242-processed-gene-0.0&CDS=1-549, snap_masked-scf7180000040955-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000040955-processed-gene-0.4&CDS=1-549, snap_masked-scf7180000043032-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000043032-processed-gene-0.30&CDS=1-549
54	OG0000054	YHR187W	augustus_masked-scf7180000042009-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000042009-processed-gene-0.2&CDS=1-732, augustus_masked-scf7180000042921-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000042921-processed-gene-0.37&CDS=1-732, snap_masked-scf7180000041975-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000041975-processed-gene-0.8&CDS=1-246, snap_masked-scf7180000042302-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000042302-processed-gene-0.7&CDS=1-876
55	OG0000055	YHR202W, YHR203C, YJR145C	augustus_masked-scf7180000042855-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000042855-processed-gene-0.6&CDS=1-2841, snap_masked-scf7180000042010-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000042010-processed-gene-0.5&CDS=1-1314
56	OG0000056	YIR005W	genemark-scf7180000043113-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000043113-processed-gene-0.2&CDS=1-510, genemark-scf7180000043191-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000043191-processed-gene-0.2&CDS=1-510, maker-scf7180000042458-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000042458-augustus-gene-0.0&CDS=1-519, snap_masked-scf7180000043304-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000043304-processed-gene-0.1&CDS=1-516
57	OG0000057	YJL082W, YKR018C	maker-scf7180000040401-snap-gene-0.4-mRNA-1_1&gene=maker-scf7180000040401-snap-gene-0.4&CDS=1-2451, snap_masked-scf7180000040429-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000040429-processed-gene-0.0&CDS=1-2109, snap_masked-scf7180000042939-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000042939-processed-gene-0.3&CDS=1-2109
58	OG0000058	YJL132W	augustus_masked-scf7180000040182-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000040182-processed-gene-0.2&CDS=1-585, augustus_masked-scf7180000042200-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000042200-processed-gene-0.1&CDS=1-1938, augustus_masked-scf7180000042659-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000042659-processed-gene-0.3&CDS=1-585, snap_masked-scf7180000042275-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000042275-processed-gene-0.1&CDS=1-1938
59	OG0000059	YJR061W, YKL201C	augustus_masked-scf7180000040377-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000040377-processed-gene-0.1&CDS=1-441, augustus_masked-scf7180000041978-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000041978-processed-gene-0.2&CDS=1-2463, maker-scf7180000043147-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000043147-snap-gene-0.2&CDS=1-4239
60	OG0000060	YJR143C	augustus_masked-scf7180000040215-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000040215-processed-gene-0.1&CDS=1-2028, augustus_masked-scf7180000040376-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000040376-processed-gene-0.1&CDS=1-2028, augustus_masked-scf7180000042872-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000042872-processed-gene-0.5&CDS=1-1746, augustus_masked-scf7180000042996-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000042996-processed-gene-0.1&CDS=1-1746
61	OG0000061	YJR152W	augustus_masked-scf7180000043209-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000043209-processed-gene-0.7&CDS=1-1524, snap_masked-scf7180000042071-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042071-processed-gene-0.0&CDS=1-912, snap_masked-scf7180000042973-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000042973-processed-gene-0.13&CDS=1-1557, snap_masked-scf7180000043227-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000043227-processed-gene-0.2&CDS=1-1581
62	OG0000062	YKL222C, YLR266C, YOR162C, YOR172W	augustus_masked-scf7180000042645-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000042645-processed-gene-0.21&CDS=1-1917
63	OG0000063	YKR070W	genemark-scf7180000040982-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000040982-processed-gene-0.0&CDS=1-750, genemark-scf7180000043134-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000043134-processed-gene-0.16&CDS=1-750, maker-scf7180000042547-snap-gene-0.1-mRNA-1_1&gene=maker-scf7180000042547-snap-gene-0.1&CDS=1-1125, maker-scf7180000042669-snap-gene-0.6-mRNA-1_1&gene=maker-scf7180000042669-snap-gene-0.6&CDS=1-1125
64	OG0000064	YKR084C	maker-scf7180000040212-snap-gene-0.8-mRNA-1_1&gene=maker-scf7180000040212-snap-gene-0.8&CDS=1-2250, maker-scf7180000040214-snap-gene-0.5-mRNA-1_1&gene=maker-scf7180000040214-snap-gene-0.5&CDS=1-2250, snap_masked-scf7180000040478-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000040478-processed-gene-0.4&CDS=1-2223, snap_masked-scf7180000042890-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000042890-processed-gene-0.17&CDS=1-2223
65	OG0000065	YOL055C, YPL258C, YPR121W	snap_masked-scf7180000040145-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000040145-processed-gene-0.0&CDS=1-1563, snap_masked-scf7180000041973-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000041973-processed-gene-0.10&CDS=1-1563
66	OG0000066	YOR301W	augustus_masked-scf7180000042005-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000042005-processed-gene-0.4&CDS=1-1125, snap_masked-scf7180000040104-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000040104-processed-gene-0.3&CDS=1-1236, snap_masked-scf7180000042001-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042001-processed-gene-0.0&CDS=1-1236, snap_masked-scf7180000042912-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000042912-processed-gene-0.9&CDS=1-1104
67	OG0000067	YOR358W	snap_masked-scf7180000042176-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000042176-processed-gene-0.6&CDS=1-744, snap_masked-scf7180000042186-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000042186-processed-gene-0.8&CDS=1-744, snap_masked-scf7180000042525-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000042525-processed-gene-0.3&CDS=1-744, snap_masked-scf7180000042546-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000042546-processed-gene-0.11&CDS=1-744
68	OG0000068	YPL154C	snap_masked-scf7180000040188-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000040188-processed-gene-0.4&CDS=1-1233, snap_masked-scf7180000040359-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000040359-processed-gene-0.0&CDS=1-1233, snap_masked-scf7180000040875-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000040875-processed-gene-0.2&CDS=1-1233, snap_masked-scf7180000042897-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000042897-processed-gene-0.23&CDS=1-1233
69	OG0000069	YPR036W	augustus_masked-scf7180000040121-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000040121-processed-gene-0.3&CDS=1-198, augustus_masked-scf7180000040626-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000040626-processed-gene-0.1&CDS=1-606, augustus_masked-scf7180000042128-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000042128-processed-gene-0.0&CDS=1-1047, maker-scf7180000043364-augustus-gene-0.10-mRNA-1_1&gene=maker-scf7180000043364-augustus-gene-0.10&CDS=1-1185
70	OG0000070		augustus_masked-scf7180000040386-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000040386-processed-gene-0.1&CDS=1-153, genemark-scf7180000043053-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000043053-processed-gene-0.32&CDS=1-1422, snap_masked-scf7180000040102-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000040102-processed-gene-0.15&CDS=1-1575, snap_masked-scf7180000043053-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000043053-processed-gene-0.11&CDS=1-1572, snap_masked-scf7180000043150-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000043150-processed-gene-0.5&CDS=1-1563
71	OG0000071	YAL032C	augustus_masked-scf7180000043059-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000043059-processed-gene-0.3&CDS=1-630, genemark-scf7180000041937-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000041937-processed-gene-0.0&CDS=1-1017, genemark-scf7180000042002-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000042002-processed-gene-0.6&CDS=1-1017
72	OG0000072	YAL043C	augustus_masked-scf7180000040566-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000040566-processed-gene-0.0&CDS=1-672, augustus_masked-scf7180000041265-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000041265-processed-gene-0.1&CDS=1-414, snap_masked-scf7180000043308-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000043308-processed-gene-0.8&CDS=1-2115
73	OG0000073	YBL009W, YGL021W	augustus_masked-scf7180000043019-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000043019-processed-gene-0.3&CDS=1-1782, snap_masked-scf7180000040510-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000040510-processed-gene-0.1&CDS=1-477
74	OG0000074	YBL040C	snap_masked-scf7180000041018-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000041018-processed-gene-0.2&CDS=1-636, snap_masked-scf7180000043285-processed-gene-0.62-mRNA-1_1&gene=snap_masked-scf7180000043285-processed-gene-0.62&CDS=1-636, snap_masked-scf7180000043329-processed-gene-0.79-mRNA-1_1&gene=snap_masked-scf7180000043329-processed-gene-0.79&CDS=1-402
75	OG0000075	YBR009C, YNL030W	snap_masked-scf7180000042982-processed-gene-0.25-mRNA-1_1&gene=snap_masked-scf7180000042982-processed-gene-0.25&CDS=1-309, snap_masked-scf7180000043188-processed-gene-0.108-mRNA-1_1&gene=snap_masked-scf7180000043188-processed-gene-0.108&CDS=1-309
76	OG0000076	YBR010W, YNL031C	snap_masked-scf7180000042982-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000042982-processed-gene-0.40&CDS=1-408, snap_masked-scf7180000043188-processed-gene-0.89-mRNA-1_1&gene=snap_masked-scf7180000043188-processed-gene-0.89&CDS=1-408
77	OG0000077	YBR056W	augustus_masked-scf7180000040950-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000040950-processed-gene-0.0&CDS=1-747, genemark-scf7180000043084-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000043084-processed-gene-0.11&CDS=1-708, snap_masked-scf7180000042512-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000042512-processed-gene-0.36&CDS=1-1494
78	OG0000078	YBR086C	augustus_masked-scf7180000040186-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000040186-processed-gene-0.2&CDS=1-948, augustus_masked-scf7180000043324-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000043324-processed-gene-0.35&CDS=1-963, snap_masked-scf7180000043251-processed-gene-0.82-mRNA-1_1&gene=snap_masked-scf7180000043251-processed-gene-0.82&CDS=1-2877
79	OG0000079	YBR110W	augustus_masked-scf7180000040913-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000040913-processed-gene-0.1&CDS=1-1173, genemark-scf7180000042537-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000042537-processed-gene-0.6&CDS=1-1179, genemark-scf7180000043316-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000043316-processed-gene-0.7&CDS=1-1356
80	OG0000080	YBR150C, YOL089C	augustus_masked-scf7180000042582-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000042582-processed-gene-0.93&CDS=1-2037, genemark-scf7180000043235-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000043235-processed-gene-0.30&CDS=1-2106
81	OG0000081	YBR151W, YML050W	augustus_masked-scf7180000043147-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000043147-processed-gene-0.17&CDS=1-873, snap_masked-scf7180000042582-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000042582-processed-gene-0.10&CDS=1-852
82	OG0000082	YBR213W	genemark-scf7180000040473-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000040473-processed-gene-0.6&CDS=1-807, genemark-scf7180000041952-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000041952-processed-gene-0.12&CDS=1-807, genemark-scf7180000042074-processed-gene-0.34-mRNA-1_1&gene=genemark-scf7180000042074-processed-gene-0.34&CDS=1-807
