	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034865_Zygosaccharomyces_kombuchaensis
47	OG0000047	YBR199W, YIL039W	augustus_masked-NODE_23_length_125485_cov_9.78924_ID_45-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_23_length_125485_cov_9.78924_ID_45-processed-gene-0.25&CDS=1-5520, augustus_masked-NODE_74_length_49301_cov_9.68972_ID_147-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_74_length_49301_cov_9.68972_ID_147-processed-gene-0.13&CDS=1-3504
48	OG0000048	YBR245C, YOR304W	genemark-NODE_9_length_194024_cov_10.486_ID_17-processed-gene-0.312-mRNA-1_1&gene=genemark-NODE_9_length_194024_cov_10.486_ID_17-processed-gene-0.312&CDS=1-3243, snap_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-0.108&CDS=1-3156
49	OG0000049	YBR263W, YLR058C	genemark-NODE_12_length_156093_cov_10.091_ID_23-processed-gene-0.198-mRNA-1_1&gene=genemark-NODE_12_length_156093_cov_10.091_ID_23-processed-gene-0.198&CDS=1-1407, genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.128&CDS=1-1482
50	OG0000050	YBR264C, YOR089C	augustus_masked-NODE_21_length_130730_cov_9.96357_ID_41-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_21_length_130730_cov_9.96357_ID_41-processed-gene-0.37&CDS=1-633, genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.167-mRNA-1_1&gene=genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.167&CDS=1-600
51	OG0000051	YBR298C, YDL247W, YJR160C	genemark-NODE_126_length_12865_cov_19.7342_ID_251-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_126_length_12865_cov_19.7342_ID_251-processed-gene-0.4&CDS=1-1824
52	OG0000052	YCR004C, YDR032C	genemark-NODE_54_length_72242_cov_10.1191_ID_107-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_54_length_72242_cov_10.1191_ID_107-processed-gene-0.19&CDS=1-984, genemark-NODE_5_length_237353_cov_10.2062_ID_9-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_5_length_237353_cov_10.2062_ID_9-processed-gene-1.8&CDS=1-597
53	OG0000053	YCR037C, YNR013C	genemark-NODE_49_length_78948_cov_10.0161_ID_97-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_49_length_78948_cov_10.0161_ID_97-processed-gene-0.84&CDS=1-2811, genemark-NODE_4_length_248975_cov_10.4936_ID_7-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_4_length_248975_cov_10.4936_ID_7-processed-gene-1.95&CDS=1-2553
54	OG0000054	YCR098C, YDR427W	augustus_masked-NODE_106_length_23827_cov_9.65821_ID_211-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_106_length_23827_cov_9.65821_ID_211-processed-gene-0.35&CDS=1-6225, genemark-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.47&CDS=1-1740
55	OG0000055	YDL025C, YOR267C	genemark-NODE_11_length_172022_cov_10.5353_ID_21-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_11_length_172022_cov_10.5353_ID_21-processed-gene-0.121&CDS=1-2031, genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-0.46&CDS=1-1968
56	OG0000056	YDL049C, YJL174W	augustus_masked-NODE_115_length_19432_cov_9.63642_ID_229-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_115_length_19432_cov_9.63642_ID_229-processed-gene-0.4&CDS=1-825, genemark-NODE_33_length_103731_cov_10.142_ID_65-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_33_length_103731_cov_10.142_ID_65-processed-gene-0.31&CDS=1-783
57	OG0000057	YDL131W, YDL182W	maker-NODE_2_length_270538_cov_10.4682_ID_3-augustus-gene-1.196-mRNA-1_1&gene=maker-NODE_2_length_270538_cov_10.4682_ID_3-augustus-gene-1.196&CDS=1-1515, snap_masked-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.8&CDS=1-1179
58	OG0000058	YDL178W, YEL071W	augustus_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.257-mRNA-1_1&gene=augustus_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.257&CDS=1-1605, genemark-NODE_116_length_19065_cov_10.3975_ID_231-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_116_length_19065_cov_10.3975_ID_231-processed-gene-0.2&CDS=1-1488
59	OG0000059	YDL210W	genemark-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.90&CDS=1-1719, genemark-NODE_36_length_97025_cov_10.3479_ID_71-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_36_length_97025_cov_10.3479_ID_71-processed-gene-0.146&CDS=1-1740, genemark-NODE_80_length_43608_cov_10.3984_ID_159-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_80_length_43608_cov_10.3984_ID_159-processed-gene-0.22&CDS=1-1743
60	OG0000060	YDR135C, YLL015W	genemark-NODE_43_length_87113_cov_10.1534_ID_85-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_43_length_87113_cov_10.1534_ID_85-processed-gene-0.50&CDS=1-4653, genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-0.25&CDS=1-4581
61	OG0000061	YDR155C, YML080W	augustus_masked-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.188&CDS=1-10380, genemark-NODE_93_length_36286_cov_9.55737_ID_185-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_93_length_36286_cov_9.55737_ID_185-processed-gene-0.44&CDS=1-486
62	OG0000062	YDR160W, YLR138W	augustus_masked-NODE_35_length_98866_cov_10.0283_ID_69-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_35_length_98866_cov_10.0283_ID_69-processed-gene-0.30&CDS=1-11181, genemark-NODE_55_length_72100_cov_9.9165_ID_109-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_55_length_72100_cov_9.9165_ID_109-processed-gene-0.49&CDS=1-1884
63	OG0000063	YDR242W	augustus_masked-NODE_34_length_101184_cov_9.8563_ID_67-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_34_length_101184_cov_9.8563_ID_67-processed-gene-0.140&CDS=1-1650, genemark-NODE_4_length_248975_cov_10.4936_ID_7-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_4_length_248975_cov_10.4936_ID_7-processed-gene-1.128&CDS=1-1719, genemark-NODE_86_length_39638_cov_10.8208_ID_171-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_86_length_39638_cov_10.8208_ID_171-processed-gene-0.25&CDS=1-1653
64	OG0000064	YDR270W, YLR314C	augustus_masked-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.89&CDS=1-10338, augustus_masked-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.31&CDS=1-5910
65	OG0000065	YDR507C, YKL101W	maker-NODE_6_length_231626_cov_10.3373_ID_11-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_6_length_231626_cov_10.3373_ID_11-snap-gene-1.0&CDS=1-3528, snap_masked-NODE_5_length_237353_cov_10.2062_ID_9-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_5_length_237353_cov_10.2062_ID_9-processed-gene-1.144&CDS=1-4695
66	OG0000066	YER017C, YMR089C	augustus_masked-NODE_103_length_26248_cov_9.43939_ID_205-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_103_length_26248_cov_9.43939_ID_205-processed-gene-0.2&CDS=1-2181, augustus_masked-NODE_5_length_237353_cov_10.2062_ID_9-processed-gene-1.217-mRNA-1_1&gene=augustus_masked-NODE_5_length_237353_cov_10.2062_ID_9-processed-gene-1.217&CDS=1-5511
67	OG0000067	YER056C, YER060W, YER060W-A	genemark-NODE_29_length_117365_cov_10.3771_ID_57-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_29_length_117365_cov_10.3771_ID_57-processed-gene-0.78&CDS=1-1626
68	OG0000068	YER123W, YHR135C	genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.196-mRNA-1_1&gene=genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.196&CDS=1-1779, genemark-NODE_40_length_91572_cov_10.4183_ID_79-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_40_length_91572_cov_10.4183_ID_79-processed-gene-0.104&CDS=1-1557
69	OG0000069	YER150W	genemark-NODE_96_length_33163_cov_10.2154_ID_191-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_96_length_33163_cov_10.2154_ID_191-processed-gene-0.34&CDS=1-1935, maker-NODE_223_length_741_cov_14.793_ID_445-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_223_length_741_cov_14.793_ID_445-augustus-gene-0.0&CDS=1-609, snap_masked-NODE_155_length_4009_cov_8.62342_ID_309-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_155_length_4009_cov_8.62342_ID_309-processed-gene-0.1&CDS=1-1734
70	OG0000070	YER172C, YGR271W	snap_masked-NODE_15_length_140987_cov_10.7637_ID_29-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_15_length_140987_cov_10.7637_ID_29-processed-gene-0.27&CDS=1-6432, snap_masked-NODE_37_length_96101_cov_10.3271_ID_73-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_37_length_96101_cov_10.3271_ID_73-processed-gene-0.93&CDS=1-5880
71	OG0000071	YFL039C, YHR129C	genemark-NODE_12_length_156093_cov_10.091_ID_23-processed-gene-0.172-mRNA-1_1&gene=genemark-NODE_12_length_156093_cov_10.091_ID_23-processed-gene-0.172&CDS=1-1080, genemark-NODE_38_length_94868_cov_10.6646_ID_75-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_38_length_94868_cov_10.6646_ID_75-processed-gene-0.59&CDS=1-1146
72	OG0000072	YFL053W, YML070W	augustus_masked-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-0.128&CDS=1-7866, genemark-NODE_85_length_39781_cov_9.81307_ID_169-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_85_length_39781_cov_9.81307_ID_169-processed-gene-0.8&CDS=1-1773
73	OG0000073	YGL194C, YNL330C	augustus_masked-NODE_30_length_116000_cov_10.3755_ID_59-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_30_length_116000_cov_10.3755_ID_59-processed-gene-0.52&CDS=1-4821, augustus_masked-NODE_33_length_103731_cov_10.142_ID_65-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_33_length_103731_cov_10.142_ID_65-processed-gene-0.114&CDS=1-1401
74	OG0000074	YGR059W, YHR107C	genemark-NODE_34_length_101184_cov_9.8563_ID_67-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_34_length_101184_cov_9.8563_ID_67-processed-gene-0.25&CDS=1-1176, genemark-NODE_36_length_97025_cov_10.3479_ID_71-processed-gene-0.133-mRNA-1_1&gene=genemark-NODE_36_length_97025_cov_10.3479_ID_71-processed-gene-0.133&CDS=1-2103
75	OG0000075	YGR086C, YPL004C	genemark-NODE_49_length_78948_cov_10.0161_ID_97-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_49_length_78948_cov_10.0161_ID_97-processed-gene-0.88&CDS=1-1077, genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.68&CDS=1-996
76	OG0000076	YGR192C, YJL052W, YJR009C	genemark-NODE_59_length_68813_cov_10.7158_ID_117-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_59_length_68813_cov_10.7158_ID_117-processed-gene-0.27&CDS=1-996
77	OG0000077	YGR240C, YMR205C	genemark-NODE_36_length_97025_cov_10.3479_ID_71-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_36_length_97025_cov_10.3479_ID_71-processed-gene-0.114&CDS=1-2970, genemark-NODE_4_length_248975_cov_10.4936_ID_7-processed-gene-1.102-mRNA-1_1&gene=genemark-NODE_4_length_248975_cov_10.4936_ID_7-processed-gene-1.102&CDS=1-2874
78	OG0000078	YGR249W, YOR140W	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.0&CDS=1-1959, genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.166-mRNA-1_1&gene=genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.166&CDS=1-1077
79	OG0000079	YGR254W, YHR174W	genemark-NODE_115_length_19432_cov_9.63642_ID_229-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_115_length_19432_cov_9.63642_ID_229-processed-gene-0.13&CDS=1-1332, genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.131&CDS=1-1311
80	OG0000080	YHL007C, YNL298W	genemark-NODE_20_length_132078_cov_10.6674_ID_39-processed-gene-0.180-mRNA-1_1&gene=genemark-NODE_20_length_132078_cov_10.6674_ID_39-processed-gene-0.180&CDS=1-2724, snap_masked-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.35&CDS=1-2973
81	OG0000081	YHR023W, YOR326W	genemark-NODE_44_length_86606_cov_10.0517_ID_87-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_44_length_86606_cov_10.0517_ID_87-processed-gene-0.76&CDS=1-4767, genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.177-mRNA-1_1&gene=genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.177&CDS=1-5766
82	OG0000082	YHR028C, YOR219C	augustus_masked-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.156&CDS=1-2568, maker-NODE_63_length_64077_cov_10.365_ID_125-augustus-gene-0.66-mRNA-1_1&gene=maker-NODE_63_length_64077_cov_10.365_ID_125-augustus-gene-0.66&CDS=1-3852
83	OG0000083	YHR139C, YNL160W	augustus_masked-NODE_87_length_38849_cov_20.0425_ID_173-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_87_length_38849_cov_20.0425_ID_173-processed-gene-0.4&CDS=1-939, genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.192-mRNA-1_1&gene=genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.192&CDS=1-1113
84	OG0000084	YHR216W, YLR432W, YML056C	genemark-NODE_3_length_264769_cov_10.0898_ID_5-processed-gene-1.101-mRNA-1_1&gene=genemark-NODE_3_length_264769_cov_10.0898_ID_5-processed-gene-1.101&CDS=1-1563
85	OG0000085	YIL120W, YIL121W	augustus_masked-NODE_17_length_134973_cov_10.1453_ID_33-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_17_length_134973_cov_10.1453_ID_33-processed-gene-0.35&CDS=1-2706, genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.57&CDS=1-1647
86	OG0000086	YIL126W, YOR290C	genemark-NODE_17_length_134973_cov_10.1453_ID_33-processed-gene-0.166-mRNA-1_1&gene=genemark-NODE_17_length_134973_cov_10.1453_ID_33-processed-gene-0.166&CDS=1-3951, maker-NODE_34_length_101184_cov_9.8563_ID_67-snap-gene-0.146-mRNA-1_1&gene=maker-NODE_34_length_101184_cov_9.8563_ID_67-snap-gene-0.146&CDS=1-4749
87	OG0000087	YJL043W, YKR015C, YOL015W	augustus_masked-NODE_42_length_88937_cov_10.0104_ID_83-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_42_length_88937_cov_10.0104_ID_83-processed-gene-0.9&CDS=1-1473
88	OG0000088	YJL127C, YPL148C	genemark-NODE_15_length_140987_cov_10.7637_ID_29-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_15_length_140987_cov_10.7637_ID_29-processed-gene-0.58&CDS=1-1578, maker-NODE_31_length_109248_cov_10.3659_ID_61-augustus-gene-0.72-mRNA-1_1&gene=maker-NODE_31_length_109248_cov_10.3659_ID_61-augustus-gene-0.72&CDS=1-1986
89	OG0000089	YJL130C, YJR109C	genemark-NODE_15_length_140987_cov_10.7637_ID_29-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_15_length_140987_cov_10.7637_ID_29-processed-gene-0.60&CDS=1-6648, genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.17&CDS=1-3345
90	OG0000090	YJL200C, YLR304C	genemark-NODE_43_length_87113_cov_10.1534_ID_85-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_43_length_87113_cov_10.1534_ID_85-processed-gene-0.51&CDS=1-2334, genemark-NODE_49_length_78948_cov_10.0161_ID_97-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_49_length_78948_cov_10.0161_ID_97-processed-gene-0.102&CDS=1-2367
91	OG0000091	YJR045C, YLR369W	genemark-NODE_115_length_19432_cov_9.63642_ID_229-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_115_length_19432_cov_9.63642_ID_229-processed-gene-0.20&CDS=1-1935, maker-NODE_107_length_23720_cov_10.296_ID_213-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_107_length_23720_cov_10.296_ID_213-augustus-gene-0.1&CDS=1-2301
92	OG0000092	YKL046C, YMR238W	augustus_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-0.24&CDS=1-2613, maker-NODE_76_length_48989_cov_9.58268_ID_151-augustus-gene-0.49-mRNA-1_1&gene=maker-NODE_76_length_48989_cov_9.58268_ID_151-augustus-gene-0.49&CDS=1-1854
93	OG0000093	YKL220C, YNR060W, YOR381W	snap_masked-NODE_61_length_65637_cov_10.5637_ID_121-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_61_length_65637_cov_10.5637_ID_121-processed-gene-0.70&CDS=1-2025
94	OG0000094	YKR001C, YLL001W	augustus_masked-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.9&CDS=1-6888, genemark-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.20&CDS=1-2103
95	OG0000095	YLL056C	genemark-NODE_110_length_22568_cov_10.4364_ID_219-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_110_length_22568_cov_10.4364_ID_219-processed-gene-0.9&CDS=1-891, genemark-NODE_173_length_2193_cov_9.60243_ID_345-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_173_length_2193_cov_9.60243_ID_345-processed-gene-0.2&CDS=1-606, snap_masked-NODE_33_length_103731_cov_10.142_ID_65-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_33_length_103731_cov_10.142_ID_65-processed-gene-0.49&CDS=1-939
96	OG0000096	YLL057C	genemark-NODE_43_length_87113_cov_10.1534_ID_85-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_43_length_87113_cov_10.1534_ID_85-processed-gene-0.44&CDS=1-1218, genemark-NODE_64_length_62397_cov_9.98418_ID_127-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_64_length_62397_cov_9.98418_ID_127-processed-gene-0.37&CDS=1-1251, genemark-NODE_8_length_199619_cov_10.5096_ID_15-processed-gene-0.145-mRNA-1_1&gene=genemark-NODE_8_length_199619_cov_10.5096_ID_15-processed-gene-0.145&CDS=1-1197
97	OG0000097	YLL062C, YPL273W	genemark-NODE_87_length_38849_cov_20.0425_ID_173-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_87_length_38849_cov_20.0425_ID_173-processed-gene-0.15&CDS=1-2175, maker-NODE_130_length_10934_cov_10.6462_ID_259-snap-gene-0.9-mRNA-1_1&gene=maker-NODE_130_length_10934_cov_10.6462_ID_259-snap-gene-0.9&CDS=1-879
98	OG0000098	YLR069C, YMR058W	augustus_masked-NODE_12_length_156093_cov_10.091_ID_23-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_12_length_156093_cov_10.091_ID_23-processed-gene-0.57&CDS=1-8289, genemark-NODE_78_length_46909_cov_9.83267_ID_155-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_78_length_46909_cov_9.83267_ID_155-processed-gene-0.1&CDS=1-3270
99	OG0000099	YLR188W, YPL270W	genemark-NODE_64_length_62397_cov_9.98418_ID_127-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_64_length_62397_cov_9.98418_ID_127-processed-gene-0.32&CDS=1-2364, genemark-NODE_6_length_231626_cov_10.3373_ID_11-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_6_length_231626_cov_10.3373_ID_11-processed-gene-1.16&CDS=1-4908
100	OG0000100	YLR237W, YOR071C, YOR192C	genemark-NODE_30_length_116000_cov_10.3755_ID_59-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_30_length_116000_cov_10.3755_ID_59-processed-gene-0.55&CDS=1-1944
101	OG0000101	YLR267W	augustus_masked-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.160&CDS=1-1701, augustus_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.219-mRNA-1_1&gene=augustus_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.219&CDS=1-1308, snap_masked-NODE_29_length_117365_cov_10.3771_ID_57-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_29_length_117365_cov_10.3771_ID_57-processed-gene-0.163&CDS=1-1620
102	OG0000102	YLR342W, YMR306W	augustus_masked-NODE_37_length_96101_cov_10.3271_ID_73-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_37_length_96101_cov_10.3271_ID_73-processed-gene-0.14&CDS=1-5568, snap_masked-NODE_26_length_120234_cov_10.458_ID_51-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_26_length_120234_cov_10.458_ID_51-processed-gene-0.93&CDS=1-5643
103	OG0000103	YLR343W, YMR307W	augustus_masked-NODE_37_length_96101_cov_10.3271_ID_73-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_37_length_96101_cov_10.3271_ID_73-processed-gene-0.15&CDS=1-1695, snap_masked-NODE_26_length_120234_cov_10.458_ID_51-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_26_length_120234_cov_10.458_ID_51-processed-gene-0.94&CDS=1-1692
104	OG0000104	YMR006C, YMR008C, YOL011W	maker-NODE_29_length_117365_cov_10.3771_ID_57-snap-gene-0.175-mRNA-1_1&gene=maker-NODE_29_length_117365_cov_10.3771_ID_57-snap-gene-0.175&CDS=1-3804
105	OG0000105	YMR054W, YOR270C	genemark-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.71&CDS=1-2445, genemark-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.21&CDS=1-2595
106	OG0000106	YMR215W, YOL132W	augustus_masked-NODE_20_length_132078_cov_10.6674_ID_39-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_20_length_132078_cov_10.6674_ID_39-processed-gene-0.15&CDS=1-2229, genemark-NODE_34_length_101184_cov_9.8563_ID_67-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_34_length_101184_cov_9.8563_ID_67-processed-gene-0.7&CDS=1-1584
107	OG0000107	YMR253C, YPL264C	genemark-NODE_18_length_133720_cov_10.4426_ID_35-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_18_length_133720_cov_10.4426_ID_35-processed-gene-0.90&CDS=1-1128, genemark-NODE_3_length_264769_cov_10.0898_ID_5-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_3_length_264769_cov_10.0898_ID_5-processed-gene-1.92&CDS=1-1119
108	OG0000108	YMR266W, YOL084W	genemark-NODE_11_length_172022_cov_10.5353_ID_21-processed-gene-0.191-mRNA-1_1&gene=genemark-NODE_11_length_172022_cov_10.5353_ID_21-processed-gene-0.191&CDS=1-2730, maker-NODE_18_length_133720_cov_10.4426_ID_35-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_18_length_133720_cov_10.4426_ID_35-augustus-gene-0.4&CDS=1-3594
