	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034986_Candida_oregonensis
26	OG0000026	YDR242W	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.108&CDS=1-1638, snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-0.54&CDS=1-1722, snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.97&CDS=1-1668, snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.31&CDS=1-1635, snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-0.1&CDS=1-1641
27	OG0000027	YDR338C, YHR032W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.116-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.116&CDS=1-1770, snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.79-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.79&CDS=1-1746, snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.80-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.80&CDS=1-1692, snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.136-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.136&CDS=1-1431
28	OG0000028	YER054C, YIL045W, YLR273C, YOR178C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-5.118-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-5.118&CDS=1-1995, snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.51&CDS=1-1533
29	OG0000029	YGR249W, YHR206W, YOR140W	augustus_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-0.82&CDS=1-1548, snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.23-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.23&CDS=1-1911, snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.34&CDS=1-1161
30	OG0000030	YGR263C	augustus_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.108&CDS=1-1209, augustus_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-2.66&CDS=1-951, snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.2&CDS=1-1239, snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.79-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.79&CDS=1-1191, snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.36&CDS=1-1143
31	OG0000031	YKL106W, YLR027C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.105-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.105&CDS=1-1200, snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.143-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.143&CDS=1-1197, snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.166-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.166&CDS=1-1254, snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.24&CDS=1-1275
32	OG0000032	YLL005C, YMR266W, YOL084W	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.104-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.104&CDS=1-2703, snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-0.67&CDS=1-2568, snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-3.145-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-3.145&CDS=1-2550
33	OG0000033	YLR154C-H, YLR156C-A, YLR157C-C, YLR159C-A	maker-NODE_1_length_1660530_cov_44.6465_ID_1-snap-gene-12.132-mRNA-1_1&gene=maker-NODE_1_length_1660530_cov_44.6465_ID_1-snap-gene-12.132&CDS=1-189, maker-NODE_9_length_451826_cov_59.5865_ID_17-snap-gene-3.0-mRNA-1_1&gene=maker-NODE_9_length_451826_cov_59.5865_ID_17-snap-gene-3.0&CDS=1-339
34	OG0000034	YML111W, YMR275C, YNR069C	augustus_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.36&CDS=1-2799, snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.56&CDS=1-2238, snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.58&CDS=1-2088
35	OG0000035	YMR006C, YMR008C, YOL011W	maker-NODE_8_length_763746_cov_51.4564_ID_15-augustus-gene-6.283-mRNA-1_1&gene=maker-NODE_8_length_763746_cov_51.4564_ID_15-augustus-gene-6.283&CDS=1-3792, snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.40-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.40&CDS=1-2070, snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-3.129-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-3.129&CDS=1-1824
36	OG0000036	YBL017C, YIL173W, YJL222W, YNR065C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-6.145-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-6.145&CDS=1-4638
37	OG0000037	YBL089W, YER119C, YIL088C	maker-NODE_3_length_981849_cov_61.5484_ID_5-augustus-gene-8.98-mRNA-1_1&gene=maker-NODE_3_length_981849_cov_61.5484_ID_5-augustus-gene-8.98&CDS=1-2055, snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.115-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.115&CDS=1-1320
38	OG0000038	YBR010W, YNL031C	snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.50&CDS=1-408, snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-3.87-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-3.87&CDS=1-408, snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.28-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.28&CDS=1-408
39	OG0000039	YBR015C, YJL186W	augustus_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.141&CDS=1-2055, snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.74-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.74&CDS=1-1962, snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.139-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.139&CDS=1-1599
40	OG0000040	YBR033W, YKL038W	genemark-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.153-mRNA-1_1&gene=genemark-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.153&CDS=1-2187, snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-1.86&CDS=1-2580, snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.83-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.83&CDS=1-930
41	OG0000041	YBR038W, YNL192W	augustus_masked-NODE_16_length_131685_cov_45.3429_ID_31-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_16_length_131685_cov_45.3429_ID_31-processed-gene-0.35&CDS=1-3357, snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.47-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.47&CDS=1-3045, snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.106-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.106&CDS=1-2889
42	OG0000042	YBR297W, YFL052W, YGR288W, YPR196W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-1.49&CDS=1-1932
43	OG0000043	YBR298C, YDL247W, YJR160C	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.83&CDS=1-1695, snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-1.48&CDS=1-1740
44	OG0000044	YCL024W, YDR507C, YKL101W	genemark-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.26-mRNA-1_1&gene=genemark-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.26&CDS=1-4383, snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.10-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.10&CDS=1-3894
45	OG0000045	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-1.95&CDS=1-2517, snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-4.106-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-4.106&CDS=1-2805
46	OG0000046	YCR094W, YNL323W, YNR048W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-6.118-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-6.118&CDS=1-1197, snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.58-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.58&CDS=1-1260
47	OG0000047	YDL159W, YOR231W, YPL140C	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-0.71&CDS=1-1401, snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-12.120-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-12.120&CDS=1-1272
48	OG0000048	YDL244W, YFL058W, YJR156C, YNL332W	snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-1.111-mRNA-1_1&gene=snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-1.111&CDS=1-1026
49	OG0000049	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-8.98&CDS=1-3426, snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-1.50&CDS=1-3216
50	OG0000050	YDR144C, YLR120C, YLR121C	augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-3.201-mRNA-1_1&gene=augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-3.201&CDS=1-1608, snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-13.39-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-13.39&CDS=1-1410
51	OG0000051	YDR326C, YFL042C, YHR080C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-5.94-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-5.94&CDS=1-2418, snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.46&CDS=1-2433
52	OG0000052	YDR385W, YKL173W, YOR133W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.29-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.29&CDS=1-2871, snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.103-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.103&CDS=1-2526
53	OG0000053	YDR533C, YMR322C, YOR391C, YPL280W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-0.89&CDS=1-696
54	OG0000054	YEL006W, YIL006W, YIL134W	maker-NODE_7_length_871080_cov_57.3584_ID_13-augustus-gene-6.108-mRNA-1_1&gene=maker-NODE_7_length_871080_cov_57.3584_ID_13-augustus-gene-6.108&CDS=1-1092, snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-1.108&CDS=1-1056
55	OG0000055	YGL247W, YHR036W	maker-NODE_5_length_957844_cov_53.4892_ID_9-snap-gene-7.123-mRNA-1_1&gene=maker-NODE_5_length_957844_cov_53.4892_ID_9-snap-gene-7.123&CDS=1-3678, maker-NODE_7_length_871080_cov_57.3584_ID_13-augustus-gene-5.165-mRNA-1_1&gene=maker-NODE_7_length_871080_cov_57.3584_ID_13-augustus-gene-5.165&CDS=1-3078, snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-4.108&CDS=1-1275
56	OG0000056	YGL257C, YNR059W	snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-0.13&CDS=1-2136, snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-1.112&CDS=1-1575, snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.20-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.20&CDS=1-2478
57	OG0000057	YGR192C, YJL052W, YJR009C	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.85-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.85&CDS=1-996, snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.62&CDS=1-990
58	OG0000058	YGR197C, YJR015W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-5.116-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-5.116&CDS=1-1527, snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-5.138-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-5.138&CDS=1-1752, snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.116-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.116&CDS=1-1503
59	OG0000059	YHR179W, YPL171C	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.114&CDS=1-1224, snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-0.102&CDS=1-1218, snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.96-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.96&CDS=1-1200
60	OG0000060	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.28&CDS=1-3735, snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.38-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.38&CDS=1-3330
61	OG0000061	YIL150C	maker-NODE_6_length_904599_cov_47.8862_ID_11-snap-gene-8.108-mRNA-1_1&gene=maker-NODE_6_length_904599_cov_47.8862_ID_11-snap-gene-8.108&CDS=1-2994, maker-NODE_9_length_451826_cov_59.5865_ID_17-augustus-gene-1.98-mRNA-1_1&gene=maker-NODE_9_length_451826_cov_59.5865_ID_17-augustus-gene-1.98&CDS=1-3210, snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-14.44-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-14.44&CDS=1-1569, snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-0.99&CDS=1-1575
62	OG0000062	YJL042W, YOR227W, YPL137C	snap_masked-NODE_16_length_131685_cov_45.3429_ID_31-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_16_length_131685_cov_45.3429_ID_31-processed-gene-0.138&CDS=1-3543, snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.91&CDS=1-3606
63	OG0000063	YJL079C, YKR013W	snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.77&CDS=1-789, snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.16-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.16&CDS=1-1068, snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.87&CDS=1-1161
64	OG0000064	YJL172W, YOL153C	maker-NODE_9_length_451826_cov_59.5865_ID_17-snap-gene-2.53-mRNA-1_1&gene=maker-NODE_9_length_451826_cov_59.5865_ID_17-snap-gene-2.53&CDS=1-3384, snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-2.77&CDS=1-1788, snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.70&CDS=1-1728
65	OG0000065	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
66	OG0000066	YLR034C, YOL122C	maker-NODE_2_length_1008149_cov_54.5014_ID_3-augustus-gene-9.133-mRNA-1_1&gene=maker-NODE_2_length_1008149_cov_54.5014_ID_3-augustus-gene-9.133&CDS=1-2277, snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.123-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.123&CDS=1-1626, snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.69-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.69&CDS=1-1452
67	OG0000067	YLR098C, YOR337W	genemark-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-3.64-mRNA-1_1&gene=genemark-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-3.64&CDS=1-1308, snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-13.27-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-13.27&CDS=1-3669, snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.1-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.1&CDS=1-1995
68	OG0000068	YLR380W	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-0.33&CDS=1-1308, snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.42&CDS=1-1584, snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.135-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.135&CDS=1-1332, snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-8.33-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-8.33&CDS=1-1308
69	OG0000069	YMR303C, YOL086C	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.81-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.81&CDS=1-1044, snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-0.123&CDS=1-1041, snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.77&CDS=1-1107
70	OG0000070	YOR049C	maker-NODE_7_length_871080_cov_57.3584_ID_13-snap-gene-3.102-mRNA-1_1&gene=maker-NODE_7_length_871080_cov_57.3584_ID_13-snap-gene-3.102&CDS=1-1899, snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-3.77-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-3.77&CDS=1-1215, snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-4.83-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-4.83&CDS=1-1281, snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.27-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.27&CDS=1-1308
71	OG0000071	YPR194C	augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.73&CDS=1-2640, snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.10-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.10&CDS=1-2706, snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.16-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.16&CDS=1-2703, snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.33-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.33&CDS=1-2721
72	OG0000072	YAL051W, YCR106W, YLL054C, YOR363C	
73	OG0000073	YAL054C, YLR153C	augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-2.82&CDS=1-2034, snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-3.60-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-3.60&CDS=1-2073
74	OG0000074	YAR035W, YER024W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-0.29&CDS=1-2247, snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.130-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.130&CDS=1-2469
