	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035268_Wickerhamomyces_hampshirensis
21	OG0000021	YHR137W, YMR152W	genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-0.134&CDS=1-1383, genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-5.18-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-5.18&CDS=1-1572, genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-0.105&CDS=1-1050, maker-NODE_16_length_214857_cov_18.8876_ID_4634-augustus-gene-0.74-mRNA-1_1&gene=maker-NODE_16_length_214857_cov_18.8876_ID_4634-augustus-gene-0.74&CDS=1-1803, maker-NODE_1_length_2064379_cov_23.1478_ID_10436-snap-gene-16.111-mRNA-1_1&gene=maker-NODE_1_length_2064379_cov_23.1478_ID_10436-snap-gene-16.111&CDS=1-3975
22	OG0000022	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	genemark-NODE_17_length_172630_cov_35.0434_ID_4407-processed-gene-0.252-mRNA-1_1&gene=genemark-NODE_17_length_172630_cov_35.0434_ID_4407-processed-gene-0.252&CDS=1-2334, snap_masked-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-1.1-mRNA-1_1&gene=snap_masked-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-1.1&CDS=1-1818
23	OG0000023	YKR055W, YNL090W, YPR165W	augustus_masked-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-4.134&CDS=1-672, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.118-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.118&CDS=1-912, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.28-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.28&CDS=1-603, snap_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-1.107&CDS=1-657
24	OG0000024	YMR293C, YPL088W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-18.110-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-18.110&CDS=1-1074, genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-2.158-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-2.158&CDS=1-1044, genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-5.27-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-5.27&CDS=1-1071, maker-NODE_3_length_1364554_cov_21.9612_ID_3295-augustus-gene-4.93-mRNA-1_1&gene=maker-NODE_3_length_1364554_cov_21.9612_ID_3295-augustus-gene-4.93&CDS=1-2466, maker-NODE_8_length_533836_cov_19.8766_ID_4568-snap-gene-3.60-mRNA-1_1&gene=maker-NODE_8_length_533836_cov_19.8766_ID_4568-snap-gene-3.60&CDS=1-903
25	OG0000025	YAL063C, YAL064C-A, YAR050W, YHR211W, YHR213W, YKR102W	
26	OG0000026	YBL011W, YKR067W, YNR074C	genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.19&CDS=1-1992, maker-NODE_4_length_1185655_cov_19.7506_ID_4185-augustus-gene-8.105-mRNA-1_1&gene=maker-NODE_4_length_1185655_cov_19.7506_ID_4185-augustus-gene-8.105&CDS=1-3210, snap_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-8.66-mRNA-1_1&gene=snap_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-8.66&CDS=1-1113
27	OG0000027	YBL017C, YIL173W, YJL222W, YNR065C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-16.52-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-16.52&CDS=1-4752, maker-NODE_5_length_756861_cov_23.9656_ID_3894-snap-gene-5.99-mRNA-1_1&gene=maker-NODE_5_length_756861_cov_23.9656_ID_3894-snap-gene-5.99&CDS=1-4599
28	OG0000028	YBL063W, YEL061C, YKL079W	genemark-NODE_15_length_246556_cov_32.6908_ID_5762-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_15_length_246556_cov_32.6908_ID_5762-processed-gene-1.44&CDS=1-2796, genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-7.115-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-7.115&CDS=1-2196, genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-4.7-mRNA-1_1&gene=genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-4.7&CDS=1-3219
29	OG0000029	YBR089C-A, YKL032C, YMR072W, YPR052C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-9.147-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-9.147&CDS=1-606, snap_masked-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-6.20-mRNA-1_1&gene=snap_masked-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-6.20&CDS=1-276
30	OG0000030	YBR298C, YDL247W, YGR289C, YJR160C	genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-1.53&CDS=1-1755, genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.68&CDS=1-1734
31	OG0000031	YCL037C, YDL051W, YDR515W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-9.151-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-9.151&CDS=1-1455, genemark-NODE_21_length_62229_cov_19.6615_ID_10144-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_21_length_62229_cov_19.6615_ID_10144-processed-gene-0.24&CDS=1-909, genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-9.118-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-9.118&CDS=1-1614
32	OG0000032	YCR027C, YGR152C, YOR101W	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.1-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.1&CDS=1-543, genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.154-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.154&CDS=1-714, genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-7.40-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-7.40&CDS=1-693
33	OG0000033	YDL025C, YNL183C, YOR267C	genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.8&CDS=1-1689, genemark-NODE_19_length_137538_cov_25.1073_ID_4721-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_19_length_137538_cov_25.1073_ID_4721-processed-gene-0.20&CDS=1-1602, genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-1.7&CDS=1-2346
34	OG0000034	YDL047W, YDR075W, YNR032W	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.67&CDS=1-918, genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-0.118&CDS=1-978, genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-9.129-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-9.129&CDS=1-927
35	OG0000035	YDL216C, YFR004W, YLR073C	genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-0.33&CDS=1-1620, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-11.42-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-11.42&CDS=1-930, maker-NODE_4_length_1185655_cov_19.7506_ID_4185-augustus-gene-3.104-mRNA-1_1&gene=maker-NODE_4_length_1185655_cov_19.7506_ID_4185-augustus-gene-3.104&CDS=1-1299
36	OG0000036	YGL185C, YPL113C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-15.47-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-15.47&CDS=1-1074, genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-16.42-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-16.42&CDS=1-1101, genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-3.151-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-3.151&CDS=1-1116, genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-0.26&CDS=1-1068
37	OG0000037	YGR003W	augustus_masked-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.121&CDS=1-4020, genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-1.90&CDS=1-1707, genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-5.15-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-5.15&CDS=1-1647, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-12.256-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-12.256&CDS=1-1626, genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-5.3-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-5.3&CDS=1-1572
38	OG0000038	YGR067C, YMR182C	augustus_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-7.37&CDS=1-1491, augustus_masked-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-2.216-mRNA-1_1&gene=augustus_masked-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-2.216&CDS=1-1188, genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-2.115&CDS=1-1284, genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-0.96&CDS=1-2214
39	OG0000039	YGR197C, YJR015W	genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-2.155-mRNA-1_1&gene=genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-2.155&CDS=1-1533, genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.110-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.110&CDS=1-1554, genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.133-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.133&CDS=1-1803, genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.145-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.145&CDS=1-1566
40	OG0000040	YHR050W, YLR034C, YOL122C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-9.142-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-9.142&CDS=1-1662, genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-9.165-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-9.165&CDS=1-1428, genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-0.44&CDS=1-1698
41	OG0000041	YHR206W, YOR140W	augustus_masked-NODE_524_length_395_cov_0.940141_ID_8174-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_524_length_395_cov_0.940141_ID_8174-processed-gene-0.0&CDS=1-390, genemark-NODE_15_length_246556_cov_32.6908_ID_5762-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_15_length_246556_cov_32.6908_ID_5762-processed-gene-0.118&CDS=1-1365, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.27-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.27&CDS=1-2376, genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-0.103&CDS=1-1911
42	OG0000042	YJL099W, YKR027W, YMR237W, YOR299W	genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-5.16-mRNA-1_1&gene=genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-5.16&CDS=1-2058, maker-NODE_13_length_282211_cov_32.6201_ID_4070-snap-gene-1.210-mRNA-1_1&gene=maker-NODE_13_length_282211_cov_32.6201_ID_4070-snap-gene-1.210&CDS=1-2439
43	OG0000043	YJL139C, YKR061W, YOR099W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-12.290-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-12.290&CDS=1-1218, genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-6.39-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-6.39&CDS=1-1260, snap_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-4.40-mRNA-1_1&gene=snap_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-4.40&CDS=1-1080
44	OG0000044	YKL055C	genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-1.34&CDS=1-780, genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-1.235-mRNA-1_1&gene=genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-1.235&CDS=1-753, genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-7.136-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-7.136&CDS=1-810, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-4.127-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-4.127&CDS=1-720, genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-6.212-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-6.212&CDS=1-789
45	OG0000045	YKL222C, YLR266C, YOR162C, YOR172W	augustus_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.34&CDS=1-1788, genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-6.274-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-6.274&CDS=1-2544
46	OG0000046	YLR237W, YOR071C, YOR192C	genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-1.233-mRNA-1_1&gene=genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-1.233&CDS=1-1704, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-11.29-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-11.29&CDS=1-1689, genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-3.161-mRNA-1_1&gene=genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-3.161&CDS=1-1665
47	OG0000047	YML116W, YMR279C, YOR378W	augustus_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-4.31&CDS=1-3768, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-12.318-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-12.318&CDS=1-1512, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-6.152-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-6.152&CDS=1-1503
48	OG0000048	YMR008C, YOL011W	augustus_masked-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-2.91&CDS=1-1827, genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-1.78&CDS=1-1806, genemark-NODE_15_length_246556_cov_32.6908_ID_5762-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_15_length_246556_cov_32.6908_ID_5762-processed-gene-1.16&CDS=1-1980, genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-13.121-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-13.121&CDS=1-1827
49	OG0000049	YMR073C, YNL111C	augustus_masked-NODE_247_length_439_cov_0.810976_ID_7577-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_247_length_439_cov_0.810976_ID_7577-processed-gene-0.0&CDS=1-279, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-9.128-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-9.128&CDS=1-477, genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-4.137-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-4.137&CDS=1-366, snap_masked-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.114&CDS=1-633
50	OG0000050	YOR389W, YPL277C, YPL278C	augustus_masked-NODE_190_length_453_cov_0.777778_ID_7330-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_190_length_453_cov_0.777778_ID_7330-processed-gene-0.2&CDS=1-357, augustus_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-12.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-12.66&CDS=1-1731, genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-1.72&CDS=1-1791
51	OG0000051		genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-1.67&CDS=1-2739, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.16-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.16&CDS=1-3165, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.39-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.39&CDS=1-2829, genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-1.12&CDS=1-2448, maker-NODE_14_length_278270_cov_29.3736_ID_3947-snap-gene-0.100-mRNA-1_1&gene=maker-NODE_14_length_278270_cov_29.3736_ID_3947-snap-gene-0.100&CDS=1-2874, snap_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-5.147-mRNA-1_1&gene=snap_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-5.147&CDS=1-2688
52	OG0000052	YAR019C, YDR523C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.71-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.71&CDS=1-3051, genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-9.45-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-9.45&CDS=1-1494, genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-6.245-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-6.245&CDS=1-1473
53	OG0000053	YBL089W, YER119C, YIL088C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-16.8-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-16.8&CDS=1-1224, maker-NODE_2_length_1379909_cov_21.984_ID_3444-augustus-gene-12.105-mRNA-1_1&gene=maker-NODE_2_length_1379909_cov_21.984_ID_3444-augustus-gene-12.105&CDS=1-1494
54	OG0000054	YBR118W, YKR084C, YPR080W	augustus_masked-NODE_41_length_1353_cov_37.9831_ID_10502-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_41_length_1353_cov_37.9831_ID_10502-processed-gene-0.0&CDS=1-1329, maker-NODE_6_length_661877_cov_25.9127_ID_4294-augustus-gene-1.114-mRNA-1_1&gene=maker-NODE_6_length_661877_cov_25.9127_ID_4294-augustus-gene-1.114&CDS=1-2253
55	OG0000055	YDL037C, YIR019C	augustus_masked-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-0.66&CDS=1-1548, augustus_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-0.72&CDS=1-1380, genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-0.105&CDS=1-1386
56	OG0000056	YDL056W, YLR182W	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-9.50-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-9.50&CDS=1-2229, genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-0.9&CDS=1-2184, maker-NODE_1_length_2064379_cov_23.1478_ID_10436-snap-gene-2.147-mRNA-1_1&gene=maker-NODE_1_length_2064379_cov_23.1478_ID_10436-snap-gene-2.147&CDS=1-1857
57	OG0000057	YDL072C, YKL065C, YMR040W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-4.36-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-4.36&CDS=1-612, genemark-NODE_20_length_122089_cov_36.9871_ID_4685-processed-gene-0.144-mRNA-1_1&gene=genemark-NODE_20_length_122089_cov_36.9871_ID_4685-processed-gene-0.144&CDS=1-534
58	OG0000058	YDL138W	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.38&CDS=1-1662, genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-8.116-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-8.116&CDS=1-2022, genemark-NODE_21_length_62229_cov_19.6615_ID_10144-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_21_length_62229_cov_19.6615_ID_10144-processed-gene-0.9&CDS=1-1605, genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-5.6-mRNA-1_1&gene=genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-5.6&CDS=1-1611
59	OG0000059	YDL174C	genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-1.1-mRNA-1_1&gene=genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-1.1&CDS=1-1692, genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-14.26-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-14.26&CDS=1-1671, genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-7.20-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-7.20&CDS=1-1707, genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-0.99&CDS=1-1674
