	OrthologID	Cyberlindnera_fabianii_JCM3601	Saccharomyces_cerevisiae
45	OG0000045	-processed-gene-16.33-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.33&CDS=1-2862, -processed-gene-7.85-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-7.85&CDS=1-2430	YFR040W, YGL229C, YKR028W
46	OG0000046	-processed-gene-13.69-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-13.69&CDS=1-1716, -processed-gene-15.97-mRNA-1_1&gene=genemark-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-15.97&CDS=1-2022, -processed-gene-4.120-mRNA-1_1&gene=snap_masked-gi|1002316267|dbj|BCGI01000003.1|-processed-gene-4.120&CDS=1-1695, -processed-gene-8.15-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-8.15&CDS=1-1734	YDL174C
47	OG0000047	-processed-gene-17.27-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-17.27&CDS=1-1581, -processed-gene-2.152-mRNA-1_1&gene=snap_masked-gi|1002316267|dbj|BCGI01000003.1|-processed-gene-2.152&CDS=1-2097, -processed-gene-8.38-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-8.38&CDS=1-2529	YGL216W, YKL079W
48	OG0000048	-processed-gene-11.61-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-11.61&CDS=1-1188, -processed-gene-3.105-mRNA-1_1&gene=genemark-gi|1002316267|dbj|BCGI01000003.1|-processed-gene-3.105&CDS=1-900, -snap-gene-3.1-mRNA-1_1&gene=maker-gi|1002316267|dbj|BCGI01000003.1|-snap-gene-3.1&CDS=1-5139	YIL046W, YOR049C
49	OG0000049	-processed-gene-1.9-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.9&CDS=1-1746, -processed-gene-23.69-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.69&CDS=1-1485, -processed-gene-9.150-mRNA-1_1&gene=snap_masked-gi|1002316267|dbj|BCGI01000003.1|-processed-gene-9.150&CDS=1-1803, -snap-gene-3.152-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-3.152&CDS=1-1695	YHR032W
50	OG0000050	-processed-gene-1.131-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-1.131&CDS=1-1788, -processed-gene-3.26-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.26&CDS=1-1722, -processed-gene-30.25-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-30.25&CDS=1-1731	YJL172W, YOL153C
51	OG0000051	-processed-gene-4.2-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.2&CDS=1-2043, -processed-gene-7.40-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-7.40&CDS=1-789, -processed-gene-8.1-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.1&CDS=1-2610	YOR032C, YOR344C
52	OG0000052	-processed-gene-15.22-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.22&CDS=1-1536, -processed-gene-3.61-mRNA-1_1&gene=genemark-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-3.61&CDS=1-1470, -processed-gene-4.43-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.43&CDS=1-3081	YAR019C, YDR523C
53	OG0000053	-processed-gene-13.24-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-13.24&CDS=1-4233, -processed-gene-17.53-mRNA-1_1&gene=snap_masked-gi|1002316267|dbj|BCGI01000003.1|-processed-gene-17.53&CDS=1-4209, -processed-gene-29.47-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-29.47&CDS=1-4098, -processed-gene-5.41-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.41&CDS=1-4083	YGR281W
54	OG0000054	-processed-gene-12.90-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.90&CDS=1-1953, -processed-gene-18.219-mRNA-1_1&gene=snap_masked-gi|1002316267|dbj|BCGI01000003.1|-processed-gene-18.219&CDS=1-1374, -processed-gene-7.120-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-7.120&CDS=1-2208	YHR206W, YOR140W
55	OG0000055	-processed-gene-10.131-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-10.131&CDS=1-1869, -processed-gene-14.115-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.115&CDS=1-1713, -processed-gene-17.23-mRNA-1_1&gene=snap_masked-gi|1002316267|dbj|BCGI01000003.1|-processed-gene-17.23&CDS=1-1692	YDR380W, YLR044C
56	OG0000056	-processed-gene-0.92-mRNA-1_1&gene=snap_masked-gi|1002316267|dbj|BCGI01000003.1|-processed-gene-0.92&CDS=1-1338, -processed-gene-5.70-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-5.70&CDS=1-1362, -snap-gene-1.115-mRNA-1_1&gene=maker-gi|1002316267|dbj|BCGI01000003.1|-snap-gene-1.115&CDS=1-1386	YKL046C, YMR238W
57	OG0000057	-processed-gene-15.119-mRNA-1_1&gene=snap_masked-gi|1002316267|dbj|BCGI01000003.1|-processed-gene-15.119&CDS=1-999, -processed-gene-30.53-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-30.53&CDS=1-1440	YER028C, YGL035C, YGL209W
58	OG0000058	-processed-gene-14.128-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-14.128&CDS=1-1230, -snap-gene-2.4-mRNA-1_1&gene=maker-gi|1002316268|dbj|BCGI01000002.1|-snap-gene-2.4&CDS=1-1482	YBL089W, YER119C, YIL088C
59	OG0000059	-processed-gene-15.139-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-15.139&CDS=1-987, -processed-gene-19.18-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.18&CDS=1-1614, -snap-gene-10.10-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-10.10&CDS=1-552	YBR062C, YDR143C
60	OG0000060	-processed-gene-15.176-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-15.176&CDS=1-696	YDR533C, YMR322C, YOR391C, YPL280W
61	OG0000061	-processed-gene-17.35-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-17.35&CDS=1-2604, -processed-gene-19.7-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-19.7&CDS=1-2457	YCR037C, YJL198W, YNR013C
62	OG0000062	-processed-gene-11.28-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-11.28&CDS=1-1626, -processed-gene-23.54-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.54&CDS=1-1725	YLR237W, YOR071C, YOR192C
63	OG0000063	-processed-gene-0.36-mRNA-1_1&gene=genemark-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.36&CDS=1-2076, -processed-gene-12.61-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-12.61&CDS=1-2250	YLR188W, YPL270W
64	OG0000064	-processed-gene-0.105-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.105&CDS=1-1110, -processed-gene-0.125-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.125&CDS=1-1245	YGR108W, YPR119W
65	OG0000065	-processed-gene-1.0-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.0&CDS=1-3213, -processed-gene-3.37-mRNA-1_1&gene=augustus_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-3.37&CDS=1-3432	YDR216W, YML081W
66	OG0000066	-processed-gene-2.2-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.2&CDS=1-861, -processed-gene-4.64-mRNA-1_1&gene=augustus_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-4.64&CDS=1-918	YBR011C, YMR267W
67	OG0000067	-processed-gene-3.144-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.144&CDS=1-3510, -processed-gene-7.33-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.33&CDS=1-3333	YDR507C, YKL101W
68	OG0000068	-processed-gene-7.89-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-7.89&CDS=1-4683, -snap-gene-3.208-mRNA-1_1&gene=maker-gi|1002316263|dbj|BCGI01000007.1|-snap-gene-3.208&CDS=1-5727	YHR023W, YOR326W
69	OG0000069	-processed-gene-3.179-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.179&CDS=1-2094, -processed-gene-8.131-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-8.131&CDS=1-3108	YHR031C, YML061C
70	OG0000070	-processed-gene-14.204-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.204&CDS=1-573, -processed-gene-3.180-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.180&CDS=1-573	YGL147C, YNL067W
71	OG0000071	-processed-gene-12.147-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-12.147&CDS=1-1170, -processed-gene-3.190-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.190&CDS=1-1278	YHL019C, YPL259C
72	OG0000072	-processed-gene-1.127-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.127&CDS=1-1302, -processed-gene-18.26-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.26&CDS=1-1209	YJL193W, YOR307C
73	OG0000073	-processed-gene-1.129-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.129&CDS=1-1098	YCR102C, YLR460C, YNL134C
74	OG0000074	-processed-gene-2.13-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.13&CDS=1-2343, -processed-gene-20.111-mRNA-1_1&gene=genemark-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-20.111&CDS=1-1875	YER047C, YPL074W
75	OG0000075	-processed-gene-2.71-mRNA-1_1&gene=genemark-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.71&CDS=1-669, -processed-gene-5.13-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-5.13&CDS=1-690	YDR391C, YOR013W
76	OG0000076	-processed-gene-15.125-mRNA-1_1&gene=snap_masked-gi|1002316267|dbj|BCGI01000003.1|-processed-gene-15.125&CDS=1-1512, -processed-gene-5.106-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-5.106&CDS=1-1500	YMR169C, YMR170C
77	OG0000077	-processed-gene-10.125-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-10.125&CDS=1-1050, -processed-gene-17.91-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.91&CDS=1-1107, -processed-gene-6.36-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.36&CDS=1-1062	YPL088W
78	OG0000078	-processed-gene-2.149-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.149&CDS=1-870, -processed-gene-7.40-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.40&CDS=1-828	YJR116W, YPR114W
79	OG0000079	-processed-gene-1.97-mRNA-1_1&gene=genemark-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-1.97&CDS=1-1311, -processed-gene-19.15-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.15&CDS=1-1296, -processed-gene-8.3-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.3&CDS=1-1185	YAL061W
80	OG0000080	-processed-gene-13.71-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-13.71&CDS=1-1548, -processed-gene-8.21-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.21&CDS=1-1686	YLR361C, YOR137C
81	OG0000081	-processed-gene-8.35-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.35&CDS=1-1074, -processed-gene-9.126-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.126&CDS=1-1116, -processed-gene-9.138-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.138&CDS=1-1086	YEL046C
82	OG0000082	-processed-gene-6.136-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-6.136&CDS=1-2163, -processed-gene-8.36-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.36&CDS=1-2346	YAR035W, YER024W
83	OG0000083	-processed-gene-13.146-mRNA-1_1&gene=snap_masked-gi|1002316267|dbj|BCGI01000003.1|-processed-gene-13.146&CDS=1-1758, -processed-gene-17.104-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.104&CDS=1-1743, -processed-gene-9.121-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.121&CDS=1-1605	YBR293W
84	OG0000084	-processed-gene-10.31-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.31&CDS=1-1539, -processed-gene-3.16-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-3.16&CDS=1-1575	YBR139W, YMR297W
85	OG0000085	-processed-gene-1.66-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-1.66&CDS=1-1365, -processed-gene-12.103-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.103&CDS=1-1572, -processed-gene-18.88-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-18.88&CDS=1-1413	YHR137W
86	OG0000086	-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-2.107&CDS=1-2196, -processed-gene-2.47-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-2.47&CDS=1-1869	YER075C, YOR208W
87	OG0000087	-processed-gene-3.104-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-3.104&CDS=1-2100, -snap-gene-8.146-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-8.146&CDS=1-2229	YJR131W, YLR057W
88	OG0000088	-processed-gene-16.44-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.44&CDS=1-2652, -processed-gene-4.9-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-4.9&CDS=1-2694	YMR266W, YOL084W
89	OG0000089	-processed-gene-4.27-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-4.27&CDS=1-1503, -processed-gene-4.52-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-4.52&CDS=1-1353	YNL095C, YOR092W
90	OG0000090	-processed-gene-5.9-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-5.9&CDS=1-1530	YER056C, YER060W, YER060W-A
91	OG0000091	-processed-gene-14.194-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.194&CDS=1-1485, -snap-gene-5.60-mRNA-1_1&gene=maker-gi|1002316265|dbj|BCGI01000005.1|-snap-gene-5.60&CDS=1-1134	YGR059W, YHR107C
92	OG0000092	-processed-gene-11.73-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-11.73&CDS=1-1689, -processed-gene-6.52-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-6.52&CDS=1-1554, -processed-gene-7.86-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-7.86&CDS=1-1611	YCR023C
93	OG0000093	-processed-gene-14.166-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.166&CDS=1-717, -processed-gene-6.57-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-6.57&CDS=1-717	YBR181C, YPL090C
94	OG0000094	-processed-gene-11.36-mRNA-1_1&gene=snap_masked-gi|1002316267|dbj|BCGI01000003.1|-processed-gene-11.36&CDS=1-2178, -processed-gene-6.80-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-6.80&CDS=1-2010	YBL011W, YKR067W
95	OG0000095	-processed-gene-17.46-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.46&CDS=1-2691, -processed-gene-17.6-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.6&CDS=1-2631, -snap-gene-7.49-mRNA-1_1&gene=maker-gi|1002316265|dbj|BCGI01000005.1|-snap-gene-7.49&CDS=1-5403	YPR194C
96	OG0000096	-processed-gene-16.79-mRNA-1_1&gene=genemark-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-16.79&CDS=1-894, -processed-gene-17.1-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-17.1&CDS=1-894, -processed-gene-7.68-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-7.68&CDS=1-915	YLL056C
97	OG0000097	-processed-gene-15.166-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-15.166&CDS=1-1377, -processed-gene-7.45-mRNA-1_1&gene=augustus_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-7.45&CDS=1-1158, -processed-gene-7.71-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-7.71&CDS=1-1443	YOL137W
98	OG0000098	-processed-gene-13.60-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-13.60&CDS=1-2157, -processed-gene-8.11-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-8.11&CDS=1-1860	YIL038C, YPR072W
99	OG0000099	-augustus-gene-13.58-mRNA-1_1&gene=maker-gi|1002316268|dbj|BCGI01000002.1|-augustus-gene-13.58&CDS=1-831, -processed-gene-8.41-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-8.41&CDS=1-783	YHL033C, YLL045C
100	OG0000100	-processed-gene-7.41-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-7.41&CDS=1-1464, -processed-gene-9.94-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-9.94&CDS=1-1506	YOL027C, YPR125W
101	OG0000101	-processed-gene-10.31-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-10.31&CDS=1-1578, -processed-gene-15.125-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.125&CDS=1-1512	YGL247W, YHR036W
102	OG0000102	-processed-gene-10.47-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-10.47&CDS=1-975, -snap-gene-11.44-mRNA-1_1&gene=maker-gi|1002316267|dbj|BCGI01000003.1|-snap-gene-11.44&CDS=1-1572	YJL158C, YJL160C
103	OG0000103	-processed-gene-12.67-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-12.67&CDS=1-1401, -processed-gene-14.189-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.189&CDS=1-1422	YNR001C, YPR001W
104	OG0000104	-processed-gene-12.24-mRNA-1_1&gene=augustus_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-12.24&CDS=1-1374, -snap-gene-13.7-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-13.7&CDS=1-2241	YBR118W, YPR080W
105	OG0000105	-processed-gene-14.171-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.171&CDS=1-1647, -processed-gene-15.51-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.51&CDS=1-1605	YER065C, YPR006C
106	OG0000106	-augustus-gene-14.221-mRNA-1_1&gene=maker-gi|1002316265|dbj|BCGI01000005.1|-augustus-gene-14.221&CDS=1-5670, -processed-gene-26.30-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-26.30&CDS=1-3759	YIL126W, YOR290C
107	OG0000107	-processed-gene-14.157-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.157&CDS=1-936, -processed-gene-3.0-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.0&CDS=1-957	YDL114W, YLR426W
108	OG0000108	-processed-gene-0.53-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.53&CDS=1-1038, -processed-gene-1.25-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-1.25&CDS=1-1077	YER107C, YOR026W
109	OG0000109	-processed-gene-1.37-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.37&CDS=1-1554, -processed-gene-23.84-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.84&CDS=1-1347	YKL124W, YMR171C
110	OG0000110	-processed-gene-1.50-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.50&CDS=1-1641, -processed-gene-10.29-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-10.29&CDS=1-1767	YDR037W, YNL073W
111	OG0000111	-processed-gene-9.12-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-9.12&CDS=1-2484, -snap-gene-2.150-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-2.150&CDS=1-2202	YCR065W, YIL131C
112	OG0000112	-processed-gene-1.178-mRNA-1_1&gene=snap_masked-gi|1002316267|dbj|BCGI01000003.1|-processed-gene-1.178&CDS=1-597, -processed-gene-4.11-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.11&CDS=1-597	YDL082W, YMR142C
113	OG0000113	-processed-gene-0.39-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-0.39&CDS=1-537, -processed-gene-4.19-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.19&CDS=1-534	YDR178W, YLR164W
114	OG0000114	-processed-gene-4.147-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.147&CDS=1-1221, -snap-gene-0.43-mRNA-1_1&gene=maker-gi|1002316268|dbj|BCGI01000002.1|-snap-gene-0.43&CDS=1-1206	YCR094W, YNL323W
115	OG0000115	-processed-gene-1.17-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-1.17&CDS=1-2478, -processed-gene-5.49-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.49&CDS=1-2439	YMR054W, YOR270C
116	OG0000116	-processed-gene-29.0-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-29.0&CDS=1-2388, -processed-gene-5.50-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-5.50&CDS=1-1341	YBL052C, YOR244W
117	OG0000117	-processed-gene-10.131-mRNA-1_1&gene=snap_masked-gi|1002316267|dbj|BCGI01000003.1|-processed-gene-10.131&CDS=1-1713, -processed-gene-7.5-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.5&CDS=1-1428	YBR212W, YHR086W
118	OG0000118	-processed-gene-11.14-mRNA-1_1&gene=snap_masked-gi|1002316268|dbj|BCGI01000002.1|-processed-gene-11.14&CDS=1-4182, -processed-gene-7.7-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.7&CDS=1-5244	YIL159W, YNL271C
119	OG0000119	-processed-gene-7.24-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.24&CDS=1-1686, -processed-gene-7.8-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-7.8&CDS=1-1677	YEL063C, YNL268W
120	OG0000120	-processed-gene-18.260-mRNA-1_1&gene=snap_masked-gi|1002316267|dbj|BCGI01000003.1|-processed-gene-18.260&CDS=1-777, -processed-gene-8.17-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.17&CDS=1-777	YHR203C, YJR145C
121	OG0000121	-processed-gene-25.80-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.80&CDS=1-2022, -processed-gene-8.25-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-8.25&CDS=1-1539	YGL160W, YLR047C
