	OrthologID	Saccharomyces_cerevisiae	Xylona_heveae
2052	OG0002052	YKR051W	XP_018189008.1
2053	OG0002053	YKR054C	XP_018184895.1
2054	OG0002054	YKR056W	XP_018185047.1
2055	OG0002055	YKR060W	XP_018188922.1
2056	OG0002056	YKR062W	XP_018190475.1
2057	OG0002057	YKR063C	XP_018192186.1
2058	OG0002058	YKR065C	XP_018192320.1
2059	OG0002059	YKR066C	XP_018190325.1
2060	OG0002060	YKR068C	XP_018189821.1
2061	OG0002061	YKR071C	XP_018191185.1
2062	OG0002062	YKR079C	XP_018189566.1
2063	OG0002063	YKR080W	XP_018189371.1
2064	OG0002064	YKR081C	XP_018189372.1
2065	OG0002065	YKR082W	XP_018191186.1
2066	OG0002066	YKR085C	XP_018184580.1
2067	OG0002067	YKR087C	XP_018187190.1
2068	OG0002068	YKR088C	XP_018191481.1
2069	OG0002069	YKR090W	XP_018185195.1
2070	OG0002070	YKR092C	XP_018190495.1
2071	OG0002071	YKR093W	XP_018185597.1
2072	OG0002072	YKR097W	XP_018186669.1
2073	OG0002073	YLL002W	XP_018185829.1
2074	OG0002074	YLL004W	XP_018191546.1
2075	OG0002075	YLL006W	XP_018186859.1
2076	OG0002076	YLL008W	XP_018189674.1
2077	OG0002077	YLL009C	XP_018189285.1
2078	OG0002078	YLL011W	XP_018190812.1
2079	OG0002079	YLL013C	XP_018186917.1
2080	OG0002080	YLL014W	XP_018191462.1
2081	OG0002081	YLL018C	XP_018184824.1
2082	OG0002082	YLL018C-A	XP_018184380.1
2083	OG0002083	YLL019C	XP_018189539.1
2084	OG0002084	YLL023C	XP_018188913.1
2085	OG0002085	YLL027W	XP_018185484.1
2086	OG0002086	YLL029W	XP_018184747.1
2087	OG0002087	YLL031C	XP_018186919.1
2088	OG0002088	YLL032C	XP_018189018.1
2089	OG0002089	YLL034C	XP_018191081.1
2090	OG0002090	YLL035W	XP_018190094.1
2091	OG0002091	YLL036C	XP_018192150.1
2092	OG0002092	YLL039C	XP_018184774.1
2093	OG0002093	YLL040C	XP_018190387.1
2094	OG0002094	YLL041C	XP_018192525.1
2095	OG0002095	YLL050C	XP_018186127.1
2096	OG0002096	YLL055W	XP_018184707.1
2097	OG0002097	YLL056C	XP_018185107.1
2098	OG0002098	YLL063C	XP_018185463.1
2099	OG0002099	YLR002C	XP_018187129.1
2100	OG0002100	YLR005W	XP_018186159.1
2101	OG0002101	YLR006C	XP_018188536.1
2102	OG0002102	YLR007W	XP_018186802.1
2103	OG0002103	YLR008C	XP_018187597.1
2104	OG0002104	YLR009W	XP_018189720.1
2105	OG0002105	YLR015W	XP_018186812.1
2106	OG0002106	YLR016C	XP_018190258.1
2107	OG0002107	YLR017W	XP_018186586.1
2108	OG0002108	YLR019W	XP_018187608.1
2109	OG0002109	YLR022C	XP_018189648.1
2110	OG0002110	YLR025W	XP_018185160.1
2111	OG0002111	YLR026C	XP_018185971.1
2112	OG0002112	YLR038C	XP_018185525.1
2113	OG0002113	YLR045C	XP_018190427.1
2114	OG0002114	YLR051C	XP_018186761.1
2115	OG0002115	YLR055C	XP_018188628.1
2116	OG0002116	YLR056W	XP_018186833.1
2117	OG0002117	YLR059C	XP_018188058.1
2118	OG0002118	YLR060W	XP_018187747.1
2119	OG0002119	YLR063W	XP_018189159.1
2120	OG0002120	YLR066W	XP_018185901.1
2121	OG0002121	YLR069C	XP_018191782.1
2122	OG0002122	YLR071C	XP_018187922.1
2123	OG0002123	YLR074C	XP_018184461.1
2124	OG0002124	YLR075W	XP_018185627.1
2125	OG0002125	YLR077W	XP_018187884.1
2126	OG0002126	YLR078C	XP_018188932.1
2127	OG0002127	YLR084C	XP_018191429.1
2128	OG0002128	YLR085C	XP_018188347.1
2129	OG0002129	YLR086W	XP_018187448.1
2130	OG0002130	YLR087C	XP_018189007.1
2131	OG0002131	YLR088W	XP_018184459.1
2132	OG0002132	YLR097C	XP_018189938.1
2133	OG0002133	YLR099W-A	XP_018184512.1
2134	OG0002134	YLR100W	XP_018190390.1
2135	OG0002135	YLR103C	XP_018190702.1
2136	OG0002136	YLR105C	XP_018185795.1
2137	OG0002137	YLR106C	XP_018187165.1
2138	OG0002138	YLR109W	XP_018186451.1
2139	OG0002139	YLR113W	XP_018189012.1
2140	OG0002140	YLR114C	XP_018189011.1
2141	OG0002141	YLR115W	XP_018187311.1
2142	OG0002142	YLR116W	XP_018187726.1
2143	OG0002143	YLR117C	XP_018191951.1
2144	OG0002144	YLR118C	XP_018186392.1
2145	OG0002145	YLR127C	XP_018189933.1
2146	OG0002146	YLR129W	XP_018191461.1
2147	OG0002147	YLR132C	XP_018191683.1
2148	OG0002148	YLR137W	XP_018190966.1
2149	OG0002149	YLR143W	XP_018192255.1
2150	OG0002150	YLR144C	XP_018190440.1
2151	OG0002151	YLR147C	XP_018192127.1
2152	OG0002152	YLR148W	XP_018188095.1
2153	OG0002153	YLR151C	XP_018191458.1
2154	OG0002154	YLR153C	XP_018185502.1
2155	OG0002155	YLR163C	XP_018187578.1
2156	OG0002156	YLR166C	XP_018189288.1
2157	OG0002157	YLR167W	XP_018187484.1
2158	OG0002158	YLR170C	XP_018189135.1
2159	OG0002159	YLR172C	XP_018190719.1
2160	OG0002160	YLR175W	XP_018188224.1
2161	OG0002161	YLR176C	XP_018188134.1
2162	OG0002162	YLR186W	XP_018187328.1
2163	OG0002163	YLR188W	XP_018187280.1
2164	OG0002164	YLR189C	XP_018187437.1
2165	OG0002165	YLR191W	XP_018191666.1
2166	OG0002166	YLR195C	XP_018191781.1
2167	OG0002167	YLR196W	XP_018191591.1
2168	OG0002168	YLR197W	XP_018187489.1
2169	OG0002169	YLR200W	XP_018190096.1
2170	OG0002170	YLR203C	XP_018189687.1
2171	OG0002171	YLR205C	XP_018192109.1
2172	OG0002172	YLR207W	XP_018187621.1
2173	OG0002173	YLR209C	XP_018186762.1
2174	OG0002174	YLR215C	XP_018186909.1
2175	OG0002175	YLR218C	XP_018188321.1
2176	OG0002176	YLR221C	XP_018184470.1
2177	OG0002177	YLR222C	XP_018190157.1
2178	OG0002178	YLR229C	XP_018187023.1
2179	OG0002179	YLR231C	XP_018188296.1
2180	OG0002180	YLR234W	XP_018189725.1
2181	OG0002181	YLR239C	XP_018187078.1
2182	OG0002182	YLR240W	XP_018188550.1
2183	OG0002183	YLR241W	XP_018192385.1
2184	OG0002184	YLR242C	XP_018190947.1
2185	OG0002185	YLR243W	XP_018191838.1
2186	OG0002186	YLR244C	XP_018190483.1
2187	OG0002187	YLR245C	XP_018189339.1
2188	OG0002188	YLR246W	XP_018186072.1
2189	OG0002189	YLR247C	XP_018190249.1
2190	OG0002190	YLR248W	XP_018190074.1
2191	OG0002191	YLR250W	XP_018184985.1
2192	OG0002192	YLR251W	XP_018189789.1
2193	OG0002193	YLR253W	XP_018191222.1
2194	OG0002194	YLR259C	XP_018186126.1
2195	OG0002195	YLR262C	XP_018188795.1
2196	OG0002196	YLR262C-A	XP_018185339.1
2197	OG0002197	YLR268W	XP_018186940.1
2198	OG0002198	YLR271W	XP_018191548.1
2199	OG0002199	YLR272C	XP_018187368.1
2200	OG0002200	YLR274W	XP_018185771.1
2201	OG0002201	YLR275W	XP_018192194.1
2202	OG0002202	YLR276C	XP_018187284.1
2203	OG0002203	YLR277C	XP_018189523.1
2204	OG0002204	YLR281C	XP_018186896.1
2205	OG0002205	YLR285W	XP_018189187.1
2206	OG0002206	YLR286C	XP_018186008.1
2207	OG0002207	YLR290C	XP_018187292.1
2208	OG0002208	YLR291C	XP_018191208.1
2209	OG0002209	YLR293C	XP_018187663.1
2210	OG0002210	YLR295C	XP_018185334.1
2211	OG0002211	YLR298C	XP_018184521.1
2212	OG0002212	YLR299W	XP_018192530.1
2213	OG0002213	YLR303W	XP_018186237.1
2214	OG0002214	YLR305C	XP_018192448.1
2215	OG0002215	YLR306W	XP_018184584.1
2216	OG0002216	YLR312W-A	XP_018185830.1
2217	OG0002217	YLR313C	XP_018189970.1
2218	OG0002218	YLR316C	XP_018186315.1
2219	OG0002219	YLR319C	XP_018191121.1
2220	OG0002220	YLR321C	XP_018191893.1
2221	OG0002221	YLR323C	XP_018188501.1
2222	OG0002222	YLR325C	XP_018190303.1
2223	OG0002223	YLR326W	XP_018192230.1
2224	OG0002224	YLR330W	XP_018186364.1
2225	OG0002225	YLR337C	XP_018187808.1
2226	OG0002226	YLR340W	XP_018191491.1
2227	OG0002227	YLR342W	XP_018184467.1
2228	OG0002228	YLR345W	XP_018186837.1
2229	OG0002229	YLR347C	XP_018185287.1
2230	OG0002230	YLR348C	XP_018185585.1
2231	OG0002231	YLR351C	XP_018189884.1
2232	OG0002232	YLR352W	XP_018190416.1
2233	OG0002233	YLR354C	XP_018188519.1
2234	OG0002234	YLR355C	XP_018184583.1
2235	OG0002235	YLR359W	XP_018185209.1
2236	OG0002236	YLR361C	XP_018190574.1
2237	OG0002237	YLR370C	XP_018186103.1
2238	OG0002238	YLR371W	XP_018188540.1
2239	OG0002239	YLR377C	XP_018190452.1
2240	OG0002240	YLR378C	XP_018184739.1
2241	OG0002241	YLR380W	XP_018184449.1
2242	OG0002242	YLR382C	XP_018186970.1
2243	OG0002243	YLR383W	XP_018184436.1
2244	OG0002244	YLR384C	XP_018191301.1
2245	OG0002245	YLR386W	XP_018187456.1
2246	OG0002246	YLR389C	XP_018185719.1
2247	OG0002247	YLR392C	XP_018189802.1
2248	OG0002248	YLR393W	XP_018187829.1
2249	OG0002249	YLR396C	XP_018191567.1
2250	OG0002250	YLR398C	XP_018188258.1
2251	OG0002251	YLR399C	XP_018185474.1
2252	OG0002252	YLR401C	XP_018187573.1
2253	OG0002253	YLR403W	XP_018187635.1
2254	OG0002254	YLR405W	XP_018185332.1
2255	OG0002255	YLR409C	XP_018186738.1
2256	OG0002256	YLR410W	XP_018186739.1
2257	OG0002257	YLR411W	XP_018187511.1
2258	OG0002258	YLR414C	XP_018191198.1
2259	OG0002259	YLR417W	XP_018191039.1
2260	OG0002260	YLR418C	XP_018190882.1
2261	OG0002261	YLR420W	XP_018185141.1
2262	OG0002262	YLR422W	XP_018185410.1
2263	OG0002263	YLR423C	XP_018187224.1
2264	OG0002264	YLR427W	XP_018186277.1
2265	OG0002265	YLR429W	XP_018187207.1
2266	OG0002266	YLR430W	XP_018186379.1
2267	OG0002267	YLR435W	XP_018186637.1
2268	OG0002268	YLR438C-A	XP_018192242.1
2269	OG0002269	YLR438W	XP_018190318.1
2270	OG0002270	YLR439W	XP_018190945.1
2271	OG0002271	YLR441C	XP_018188235.1
2272	OG0002272	YLR447C	XP_018190834.1
2273	OG0002273	YLR452C	XP_018190884.1
2274	OG0002274	YLR459W	XP_018191795.1
2275	OG0002275	YML001W	XP_018192140.1
2276	OG0002276	YML002W	XP_018184373.1
2277	OG0002277	YML004C	XP_018186679.1
2278	OG0002278	YML005W	XP_018184984.1
2279	OG0002279	YML007W	XP_018186635.1
2280	OG0002280	YML008C	XP_018188241.1
2281	OG0002281	YML010W	XP_018191748.1
2282	OG0002282	YML012W	XP_018184511.1
2283	OG0002283	YML014W	XP_018186259.1
2284	OG0002284	YML018C	XP_018192139.1
2285	OG0002285	YML020W	XP_018192141.1
2286	OG0002286	YML021C	XP_018189941.1
2287	OG0002287	YML025C	XP_018192211.1
2288	OG0002288	YML032C	XP_018191249.1
2289	OG0002289	YML035C	XP_018189394.1
2290	OG0002290	YML036W	XP_018189995.1
2291	OG0002291	YML038C	XP_018189951.1
2292	OG0002292	YML042W	XP_018187059.1
2293	OG0002293	YML046W	XP_018190340.1
2294	OG0002294	YML049C	XP_018189688.1
2295	OG0002295	YML051W	XP_018184864.1
2296	OG0002296	YML055W	XP_018189362.1
2297	OG0002297	YML056C	XP_018189987.1
2298	OG0002298	YML059C	XP_018186756.1
2299	OG0002299	YML060W	XP_018191417.1
2300	OG0002300	YML064C	XP_018192480.1
2301	OG0002301	YML067C	XP_018189139.1
2302	OG0002302	YML069W	XP_018190603.1
2303	OG0002303	YML077W	XP_018188139.1
2304	OG0002304	YML079W	XP_018191732.1
2305	OG0002305	YML080W	XP_018189563.1
2306	OG0002306	YML081C-A	XP_018184794.1
2307	OG0002307	YML086C	XP_018185283.1
2308	OG0002308	YML092C	XP_018185569.1
2309	OG0002309	YML093W	XP_018190441.1
2310	OG0002310	YML094W	XP_018191866.1
2311	OG0002311	YML095C	XP_018191996.1
2312	OG0002312	YML096W	XP_018191989.1
2313	OG0002313	YML097C	XP_018191988.1
2314	OG0002314	YML098W	XP_018191115.1
2315	OG0002315	YML102W	XP_018191773.1
2316	OG0002316	YML103C	XP_018185215.1
2317	OG0002317	YML105C	XP_018189536.1
2318	OG0002318	YML110C	XP_018186626.1
2319	OG0002319	YML121W	XP_018192252.1
2320	OG0002320	YML123C	XP_018187318.1
2321	OG0002321	YML127W	XP_018186628.1
2322	OG0002322	YML128C	XP_018188033.1
2323	OG0002323	YML130C	XP_018191681.1
2324	OG0002324	YMR001C	XP_018191650.1
2325	OG0002325	YMR002W	XP_018186064.1
2326	OG0002326	YMR003W	XP_018191254.1
2327	OG0002327	YMR004W	XP_018192474.1
2328	OG0002328	YMR009W	XP_018186863.1
2329	OG0002329	YMR010W	XP_018185884.1
2330	OG0002330	YMR012W	XP_018187783.1
2331	OG0002331	YMR013C	XP_018190334.1
2332	OG0002332	YMR022W	XP_018185797.1
2333	OG0002333	YMR023C	XP_018186962.1
2334	OG0002334	YMR024W	XP_018188955.1
2335	OG0002335	YMR026C	XP_018188729.1
2336	OG0002336	YMR027W	XP_018188121.1
2337	OG0002337	YMR028W	XP_018188668.1
2338	OG0002338	YMR032W	XP_018185329.1
2339	OG0002339	YMR033W	XP_018186755.1
2340	OG0002340	YMR035W	XP_018188894.1
2341	OG0002341	YMR036C	XP_018187986.1
2342	OG0002342	YMR038C	XP_018188364.1
2343	OG0002343	YMR039C	XP_018185685.1
2344	OG0002344	YMR041C	XP_018188433.1
2345	OG0002345	YMR043W	XP_018186387.1
2346	OG0002346	YMR048W	XP_018188257.1
2347	OG0002347	YMR049C	XP_018192015.1
2348	OG0002348	YMR055C	XP_018191450.1
2349	OG0002349	YMR058W	XP_018189490.1
2350	OG0002350	YMR059W	XP_018191717.1
2351	OG0002351	YMR061W	XP_018184418.1
2352	OG0002352	YMR062C	XP_018185114.1
2353	OG0002353	YMR063W	XP_018185975.1
2354	OG0002354	YMR068W	XP_018187346.1
2355	OG0002355	YMR069W	XP_018191794.1
2356	OG0002356	YMR071C	XP_018188038.1
2357	OG0002357	YMR074C	XP_018187805.1
2358	OG0002358	YMR075W	XP_018187033.1
2359	OG0002359	YMR076C	XP_018187035.1
2360	OG0002360	YMR077C	XP_018191080.1
2361	OG0002361	YMR078C	XP_018189044.1
2362	OG0002362	YMR083W	XP_018185051.1
2363	OG0002363	YMR089C	XP_018189724.1
2364	OG0002364	YMR091C	XP_018185224.1
2365	OG0002365	YMR092C	XP_018185640.1
2366	OG0002366	YMR093W	XP_018184541.1
2367	OG0002367	YMR097C	XP_018188557.1
2368	OG0002368	YMR098C	XP_018188726.1
2369	OG0002369	YMR099C	XP_018191720.1
2370	OG0002370	YMR100W	XP_018192132.1
2371	OG0002371	YMR105C	XP_018188061.1
2372	OG0002372	YMR106C	XP_018189713.1
2373	OG0002373	YMR109W	XP_018191653.1
2374	OG0002374	YMR110C	XP_018184612.1
2375	OG0002375	YMR114C	XP_018184485.1
2376	OG0002376	YMR117C	XP_018188976.1
2377	OG0002377	YMR120C	XP_018190137.1
2378	OG0002378	YMR121C	XP_018185538.1
2379	OG0002379	YMR123W	XP_018189903.1
2380	OG0002380	YMR128W	XP_018186905.1
2381	OG0002381	YMR129W	XP_018184439.1
2382	OG0002382	YMR130W	XP_018188029.1
2383	OG0002383	YMR131C	XP_018192479.1
2384	OG0002384	YMR132C	XP_018191073.1
2385	OG0002385	YMR137C	XP_018189235.1
2386	OG0002386	YMR140W	XP_018188426.1
2387	OG0002387	YMR146C	XP_018184571.1
2388	OG0002388	YMR149W	XP_018191734.1
2389	OG0002389	YMR150C	XP_018192209.1
2390	OG0002390	YMR155W	XP_018188986.1
2391	OG0002391	YMR158W	XP_018191817.1
2392	OG0002392	YMR159C	XP_018192144.1
2393	OG0002393	YMR161W	XP_018191312.1
2394	OG0002394	YMR162C	XP_018192131.1
2395	OG0002395	YMR165C	XP_018187583.1
2396	OG0002396	YMR166C	XP_018188887.1
2397	OG0002397	YMR167W	XP_018188686.1
2398	OG0002398	YMR171C	XP_018185294.1
2399	OG0002399	YMR178W	XP_018188710.1
2400	OG0002400	YMR185W	XP_018185018.1
2401	OG0002401	YMR188C	XP_018187429.1
2402	OG0002402	YMR189W	XP_018186797.1
2403	OG0002403	YMR193W	XP_018185492.1
2404	OG0002404	YMR194C-B	XP_018191877.1
2405	OG0002405	YMR196W	XP_018185544.1
2406	OG0002406	YMR197C	XP_018185487.1
2407	OG0002407	YMR200W	XP_018190968.1
2408	OG0002408	YMR201C	XP_018186088.1
2409	OG0002409	YMR203W	XP_018186836.1
2410	OG0002410	YMR205C	XP_018188251.1
2411	OG0002411	YMR208W	XP_018190144.1
2412	OG0002412	YMR210W	XP_018186865.1
2413	OG0002413	YMR211W	XP_018189614.1
2414	OG0002414	YMR212C	XP_018187724.1
2415	OG0002415	YMR213W	XP_018188735.1
2416	OG0002416	YMR214W	XP_018185618.1
2417	OG0002417	YMR216C	XP_018186792.1
2418	OG0002418	YMR217W	XP_018184944.1
2419	OG0002419	YMR218C	XP_018186308.1
2420	OG0002420	YMR220W	XP_018188805.1
2421	OG0002421	YMR221C	XP_018188009.1
2422	OG0002422	YMR223W	XP_018184455.1
2423	OG0002423	YMR224C	XP_018185041.1
2424	OG0002424	YMR225C	XP_018191533.1
2425	OG0002425	YMR226C	XP_018188773.1
2426	OG0002426	YMR227C	XP_018189265.1
2427	OG0002427	YMR229C	XP_018192082.1
2428	OG0002428	YMR231W	XP_018185008.1
2429	OG0002429	YMR234W	XP_018186297.1
2430	OG0002430	YMR235C	XP_018189286.1
2431	OG0002431	YMR236W	XP_018187584.1
2432	OG0002432	YMR239C	XP_018186211.1
2433	OG0002433	YMR240C	XP_018186221.1
2434	OG0002434	YMR241W	XP_018186232.1
2435	OG0002435	YMR244C-A	XP_018187320.1
2436	OG0002436	YMR244W	XP_018190722.1
2437	OG0002437	YMR247C	XP_018190753.1
2438	OG0002438	YMR259C	XP_018187216.1
2439	OG0002439	YMR260C	XP_018186365.1
2440	OG0002440	YMR262W	XP_018189040.1
2441	OG0002441	YMR263W	XP_018190911.1
2442	OG0002442	YMR265C	XP_018187390.1
2443	OG0002443	YMR266W	XP_018188853.1
2444	OG0002444	YMR268C	XP_018184537.1
2445	OG0002445	YMR269W	XP_018187586.1
2446	OG0002446	YMR272C	XP_018189501.1
2447	OG0002447	YMR274C	XP_018186849.1
2448	OG0002448	YMR276W	XP_018189800.1
2449	OG0002449	YMR277W	XP_018187438.1
2450	OG0002450	YMR278W	XP_018187411.1
2451	OG0002451	YMR281W	XP_018192240.1
2452	OG0002452	YMR283C	XP_018188109.1
2453	OG0002453	YMR286W	XP_018185523.1
2454	OG0002454	YMR287C	XP_018192265.1
2455	OG0002455	YMR288W	XP_018191467.1
2456	OG0002456	YMR289W	XP_018185151.1
2457	OG0002457	YMR290C	XP_018184523.1
2458	OG0002458	YMR292W	XP_018186770.1
2459	OG0002459	YMR293C	XP_018188247.1
2460	OG0002460	YMR297W	XP_018189649.1
2461	OG0002461	YMR300C	XP_018184892.1
2462	OG0002462	YMR301C	XP_018187451.1
2463	OG0002463	YMR302C	XP_018186169.1
2464	OG0002464	YMR304W	XP_018185896.1
2465	OG0002465	YMR305C	XP_018184468.1
2466	OG0002466	YMR307W	XP_018184464.1
2467	OG0002467	YMR308C	XP_018190125.1
2468	OG0002468	YMR309C	XP_018188276.1
2469	OG0002469	YMR311C	XP_018185819.1
2470	OG0002470	YMR314W	XP_018186943.1
2471	OG0002471	YMR315W	XP_018192113.1
2472	OG0002472	YNL001W	XP_018190054.1
2473	OG0002473	YNL003C	XP_018184897.1
2474	OG0002474	YNL005C	XP_018185932.1
2475	OG0002475	YNL006W	XP_018191202.1
2476	OG0002476	YNL007C	XP_018188159.1
2477	OG0002477	YNL010W	XP_018184937.1
2478	OG0002478	YNL011C	XP_018192262.1
2479	OG0002479	YNL016W	XP_018192300.1
2480	OG0002480	YNL021W	XP_018186154.1
2481	OG0002481	YNL022C	XP_018189508.1
2482	OG0002482	YNL023C	XP_018192345.1
2483	OG0002483	YNL024C	XP_018191126.1
2484	OG0002484	YNL024C-A	XP_018191114.1
2485	OG0002485	YNL025C	XP_018184919.1
2486	OG0002486	YNL026W	XP_018188455.1
2487	OG0002487	YNL027W	XP_018191352.1
2488	OG0002488	YNL035C	XP_018187622.1
2489	OG0002489	YNL036W	XP_018185802.1
2490	OG0002490	YNL037C	XP_018190217.1
2491	OG0002491	YNL038W	XP_018190831.1
2492	OG0002492	YNL039W	XP_018188218.1
2493	OG0002493	YNL040W	XP_018187114.1
2494	OG0002494	YNL041C	XP_018187425.1
2495	OG0002495	YNL044W	XP_018190227.1
2496	OG0002496	YNL045W	XP_018187116.1
2497	OG0002497	YNL048W	XP_018191351.1
2498	OG0002498	YNL051W	XP_018187327.1
2499	OG0002499	YNL054W	XP_018185638.1
2500	OG0002500	YNL055C	XP_018191243.1
2501	OG0002501	YNL059C	XP_018186767.1
2502	OG0002502	YNL061W	XP_018186129.1
2503	OG0002503	YNL062C	XP_018186105.1
2504	OG0002504	YNL063W	XP_018186972.1
2505	OG0002505	YNL064C	XP_018191495.1
2506	OG0002506	YNL070W	XP_018186828.1
2507	OG0002507	YNL071W	XP_018188903.1
2508	OG0002508	YNL072W	XP_018186264.1
2509	OG0002509	YNL075W	XP_018185297.1
2510	OG0002510	YNL080C	XP_018186056.1
2511	OG0002511	YNL081C	XP_018190290.1
2512	OG0002512	YNL082W	XP_018188984.1
2513	OG0002513	YNL084C	XP_018189034.1
2514	OG0002514	YNL088W	XP_018190743.1
2515	OG0002515	YNL090W	XP_018185357.1
2516	OG0002516	YNL091W	XP_018185356.1
2517	OG0002517	YNL092W	XP_018189666.1
2518	OG0002518	YNL094W	XP_018185099.1
2519	OG0002519	YNL099C	XP_018188675.1
2520	OG0002520	YNL102W	XP_018188273.1
2521	OG0002521	YNL107W	XP_018187293.1
2522	OG0002522	YNL110C	XP_018191271.1
2523	OG0002523	YNL111C	XP_018186684.1
2524	OG0002524	YNL112W	XP_018188298.1
2525	OG0002525	YNL113W	XP_018188207.1
2526	OG0002526	YNL115C	XP_018191544.1
2527	OG0002527	YNL118C	XP_018192231.1
2528	OG0002528	YNL119W	XP_018192229.1
2529	OG0002529	YNL123W	XP_018190728.1
2530	OG0002530	YNL124W	XP_018190761.1
2531	OG0002531	YNL127W	XP_018186950.1
2532	OG0002532	YNL128W	XP_018188911.1
2533	OG0002533	YNL129W	XP_018185477.1
2534	OG0002534	YNL131W	XP_018192169.1
2535	OG0002535	YNL132W	XP_018191593.1
2536	OG0002536	YNL135C	XP_018191044.1
2537	OG0002537	YNL136W	XP_018188952.1
2538	OG0002538	YNL137C	XP_018188960.1
2539	OG0002539	YNL138W	XP_018188958.1
2540	OG0002540	YNL139C	XP_018188363.1
2541	OG0002541	YNL141W	XP_018189655.1
2542	OG0002542	YNL147W	XP_018185246.1
2543	OG0002543	YNL148C	XP_018186262.1
2544	OG0002544	YNL151C	XP_018188378.1
2545	OG0002545	YNL153C	XP_018189619.1
2546	OG0002546	YNL155W	XP_018191033.1
2547	OG0002547	YNL161W	XP_018191961.1
2548	OG0002548	YNL163C	XP_018192198.1
2549	OG0002549	YNL168C	XP_018191472.1
2550	OG0002550	YNL169C	XP_018189690.1
2551	OG0002551	YNL172W	XP_018190236.1
2552	OG0002552	YNL175C	XP_018185139.1
2553	OG0002553	YNL177C	XP_018184536.1
2554	OG0002554	YNL178W	XP_018187745.1
2555	OG0002555	YNL181W	XP_018188801.1
2556	OG0002556	YNL182C	XP_018184848.1
2557	OG0002557	YNL185C	XP_018184887.1
2558	OG0002558	YNL187W	XP_018184880.1
2559	OG0002559	YNL189W	XP_018192103.1
2560	OG0002560	YNL191W	XP_018192306.1
2561	OG0002561	YNL200C	XP_018188593.1
2562	OG0002562	YNL201C	XP_018188483.1
2563	OG0002563	YNL206C	XP_018191326.1
2564	OG0002564	YNL207W	XP_018188692.1
2565	OG0002565	YNL211C	XP_018190119.1
2566	OG0002566	YNL212W	XP_018187385.1
2567	OG0002567	YNL213C	XP_018185549.1
2568	OG0002568	YNL216W	XP_018186730.1
2569	OG0002569	YNL217W	XP_018188542.1
2570	OG0002570	YNL218W	XP_018185401.1
2571	OG0002571	YNL219C	XP_018190762.1
2572	OG0002572	YNL220W	XP_018192097.1
2573	OG0002573	YNL221C	XP_018186445.1
2574	OG0002574	YNL222W	XP_018189968.1
2575	OG0002575	YNL223W	XP_018184444.1
2576	OG0002576	YNL224C	XP_018184443.1
2577	OG0002577	YNL227C	XP_018184442.1
2578	OG0002578	YNL230C	XP_018190084.1
2579	OG0002579	YNL231C	XP_018192202.1
2580	OG0002580	YNL232W	XP_018191611.1
2581	OG0002581	YNL233W	XP_018189562.1
2582	OG0002582	YNL237W	XP_018188157.1
2583	OG0002583	YNL238W	XP_018191483.1
2584	OG0002584	YNL239W	XP_018190698.1
2585	OG0002585	YNL240C	XP_018187824.1
2586	OG0002586	YNL241C	XP_018191537.1
2587	OG0002587	YNL242W	XP_018189880.1
2588	OG0002588	YNL243W	XP_018186047.1
2589	OG0002589	YNL244C	XP_018186057.1
2590	OG0002590	YNL245C	XP_018185417.1
2591	OG0002591	YNL247W	XP_018185959.1
2592	OG0002592	YNL248C	XP_018184672.1
2593	OG0002593	YNL251C	XP_018186229.1
2594	OG0002594	YNL252C	XP_018187084.1
2595	OG0002595	YNL256W	XP_018190992.1
2596	OG0002596	YNL259C	XP_018187081.1
2597	OG0002597	YNL261W	XP_018186225.1
2598	OG0002598	YNL262W	XP_018190122.1
2599	OG0002599	YNL263C	XP_018186351.1
2600	OG0002600	YNL265C	XP_018190724.1
2601	OG0002601	YNL267W	XP_018187209.1
2602	OG0002602	YNL271C	XP_018186965.1
2603	OG0002603	YNL272C	XP_018186068.1
2604	OG0002604	YNL273W	XP_018188324.1
2605	OG0002605	YNL274C	XP_018191966.1
2606	OG0002606	YNL275W	XP_018189707.1
2607	OG0002607	YNL277W	XP_018188376.1
2608	OG0002608	YNL279W	XP_018185467.1
2609	OG0002609	YNL280C	XP_018189083.1
2610	OG0002610	YNL283C	XP_018187499.1
2611	OG0002611	YNL284C	XP_018192281.1
2612	OG0002612	YNL286W	XP_018191832.1
2613	OG0002613	YNL287W	XP_018184830.1
2614	OG0002614	YNL288W	XP_018191924.1
2615	OG0002615	YNL291C	XP_018188150.1
2616	OG0002616	YNL292W	XP_018192138.1
2617	OG0002617	YNL294C	XP_018192486.1
2618	OG0002618	YNL297C	XP_018187866.1
2619	OG0002619	YNL305C	XP_018188527.1
2620	OG0002620	YNL306W	XP_018184371.1
2621	OG0002621	YNL308C	XP_018189078.1
2622	OG0002622	YNL310C	XP_018187958.1
2623	OG0002623	YNL312W	XP_018188682.1
2624	OG0002624	YNL313C	XP_018188884.1
2625	OG0002625	YNL315C	XP_018192380.1
2626	OG0002626	YNL316C	XP_018186879.1
2627	OG0002627	YNL317W	XP_018187149.1
2628	OG0002628	YNL320W	XP_018192338.1
2629	OG0002629	YNL321W	XP_018188261.1
2630	OG0002630	YNL325C	XP_018188781.1
2631	OG0002631	YNL326C	XP_018188509.1
2632	OG0002632	YNL329C	XP_018189239.1
2633	OG0002633	YNL330C	XP_018190062.1
2634	OG0002634	YNR003C	XP_018187993.1
