	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034749_Lipomyces_mesembrius
26	OG0000026	YDR021W, YJL138C, YKR059W	maker-NODE_35_length_160252_cov_15.5261_ID_69-augustus-gene-0.220-mRNA-1_1&gene=maker-NODE_35_length_160252_cov_15.5261_ID_69-augustus-gene-0.220&CDS=1-1188, snap_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-5.62-mRNA-1_1&gene=snap_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-5.62&CDS=1-1161
27	OG0000027	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_15_length_311211_cov_15.4653_ID_29-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_15_length_311211_cov_15.4653_ID_29-processed-gene-2.8&CDS=1-2904, maker-NODE_7_length_493755_cov_15.7063_ID_13-augustus-gene-2.150-mRNA-1_1&gene=maker-NODE_7_length_493755_cov_15.7063_ID_13-augustus-gene-2.150&CDS=1-3441
28	OG0000028	YDR144C, YLR120C, YLR121C	augustus_masked-NODE_17_length_260486_cov_14.3054_ID_33-processed-gene-1.335-mRNA-1_1&gene=augustus_masked-NODE_17_length_260486_cov_14.3054_ID_33-processed-gene-1.335&CDS=1-1614, augustus_masked-NODE_35_length_160252_cov_15.5261_ID_69-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-NODE_35_length_160252_cov_15.5261_ID_69-processed-gene-0.207&CDS=1-1392
29	OG0000029	YDR533C, YMR322C, YOR391C, YPL280W	maker-NODE_43_length_130487_cov_14.9211_ID_85-augustus-gene-0.173-mRNA-1_1&gene=maker-NODE_43_length_130487_cov_14.9211_ID_85-augustus-gene-0.173&CDS=1-723
30	OG0000030	YDR541C, YGL039W, YGL157W, YOL151W	augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-0.18&CDS=1-990
31	OG0000031	YFL050C, YKL064W, YOL130W	augustus_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-1.122&CDS=1-2172, maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-5.96-mRNA-1_1&gene=maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-5.96&CDS=1-2418
32	OG0000032	YGR260W	maker-NODE_19_length_258083_cov_16.6613_ID_37-augustus-gene-0.114-mRNA-1_1&gene=maker-NODE_19_length_258083_cov_16.6613_ID_37-augustus-gene-0.114&CDS=1-1464, maker-NODE_25_length_224029_cov_16.3037_ID_49-augustus-gene-1.21-mRNA-1_1&gene=maker-NODE_25_length_224029_cov_16.3037_ID_49-augustus-gene-1.21&CDS=1-1470, maker-NODE_48_length_111463_cov_15.638_ID_95-augustus-gene-0.57-mRNA-1_1&gene=maker-NODE_48_length_111463_cov_15.638_ID_95-augustus-gene-0.57&CDS=1-2211, maker-NODE_8_length_468094_cov_15.2478_ID_15-augustus-gene-3.25-mRNA-1_1&gene=maker-NODE_8_length_468094_cov_15.2478_ID_15-augustus-gene-3.25&CDS=1-1530
33	OG0000033	YHR172W, YNL126W	augustus_masked-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-0.112&CDS=1-2565, augustus_masked-NODE_464_length_381_cov_0.833333_ID_927-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_464_length_381_cov_0.833333_ID_927-processed-gene-0.0&CDS=1-354, maker-NODE_60_length_78334_cov_16.878_ID_119-augustus-gene-0.90-mRNA-1_1&gene=maker-NODE_60_length_78334_cov_16.878_ID_119-augustus-gene-0.90&CDS=1-2064
34	OG0000034	YJL163C	augustus_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-1.150&CDS=1-1722, maker-NODE_13_length_358725_cov_30.8807_ID_25-augustus-gene-1.102-mRNA-1_1&gene=maker-NODE_13_length_358725_cov_30.8807_ID_25-augustus-gene-1.102&CDS=1-1806, maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-7.327-mRNA-1_1&gene=maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-7.327&CDS=1-1806, maker-NODE_4_length_601463_cov_15.82_ID_7-augustus-gene-5.9-mRNA-1_1&gene=maker-NODE_4_length_601463_cov_15.82_ID_7-augustus-gene-5.9&CDS=1-1671
35	OG0000035	YKL046C	augustus_masked-NODE_80_length_41548_cov_18.1142_ID_159-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_80_length_41548_cov_18.1142_ID_159-processed-gene-0.54&CDS=1-1362, genemark-NODE_37_length_158016_cov_20.0057_ID_73-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_37_length_158016_cov_20.0057_ID_73-processed-gene-0.37&CDS=1-1611, genemark-NODE_49_length_110114_cov_14.4297_ID_97-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_49_length_110114_cov_14.4297_ID_97-processed-gene-0.41&CDS=1-1347, maker-NODE_13_length_358725_cov_30.8807_ID_25-augustus-gene-2.188-mRNA-1_1&gene=maker-NODE_13_length_358725_cov_30.8807_ID_25-augustus-gene-2.188&CDS=1-1422
36	OG0000036	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
37	OG0000037	YML116W, YMR279C, YOR378W	augustus_masked-NODE_21_length_250742_cov_15.7371_ID_41-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_21_length_250742_cov_15.7371_ID_41-processed-gene-0.41&CDS=1-1704, augustus_masked-NODE_21_length_250742_cov_15.7371_ID_41-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_21_length_250742_cov_15.7371_ID_41-processed-gene-0.47&CDS=1-1596
38	OG0000038	YMR006C, YMR008C, YOL011W	augustus_masked-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-3.191-mRNA-1_1&gene=augustus_masked-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-3.191&CDS=1-1989, augustus_masked-NODE_13_length_358725_cov_30.8807_ID_25-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_13_length_358725_cov_30.8807_ID_25-processed-gene-1.134&CDS=1-2127
39	OG0000039	YPR127W	augustus_masked-NODE_28_length_198098_cov_14.6317_ID_55-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_28_length_198098_cov_14.6317_ID_55-processed-gene-0.114&CDS=1-1008, genemark-NODE_40_length_149697_cov_15.2151_ID_79-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_40_length_149697_cov_15.2151_ID_79-processed-gene-0.31&CDS=1-1002, genemark-NODE_55_length_86702_cov_16.9862_ID_109-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_55_length_86702_cov_16.9862_ID_109-processed-gene-0.101&CDS=1-1038, maker-NODE_39_length_154449_cov_17.406_ID_77-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_39_length_154449_cov_17.406_ID_77-augustus-gene-0.7&CDS=1-987
40	OG0000040	YBL032W, YBR233W	augustus_masked-NODE_76_length_49739_cov_16.5948_ID_151-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_76_length_49739_cov_16.5948_ID_151-processed-gene-0.3&CDS=1-1002, maker-NODE_3_length_646201_cov_15.3204_ID_5-snap-gene-1.96-mRNA-1_1&gene=maker-NODE_3_length_646201_cov_15.3204_ID_5-snap-gene-1.96&CDS=1-1224
41	OG0000041	YBL037W, YPR029C	augustus_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-0.2&CDS=1-2616, augustus_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-1.140&CDS=1-1899
42	OG0000042	YBL067C, YER098W	augustus_masked-NODE_57_length_81531_cov_15.4655_ID_113-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_57_length_81531_cov_15.4655_ID_113-processed-gene-0.97&CDS=1-1707, maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-3.42-mRNA-1_1&gene=maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-3.42&CDS=1-2004
43	OG0000043	YBL068W-A, YBL069W, YER101C	augustus_masked-NODE_23_length_235910_cov_15.3382_ID_45-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_23_length_235910_cov_15.3382_ID_45-processed-gene-1.61&CDS=1-1050
44	OG0000044	YBL095W, YER182W	augustus_masked-NODE_24_length_235071_cov_15.251_ID_47-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_24_length_235071_cov_15.251_ID_47-processed-gene-1.59&CDS=1-660, maker-NODE_4_length_601463_cov_15.82_ID_7-augustus-gene-4.169-mRNA-1_1&gene=maker-NODE_4_length_601463_cov_15.82_ID_7-augustus-gene-4.169&CDS=1-834
45	OG0000045	YBR009C, YNL030W	augustus_masked-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-4.315-mRNA-1_1&gene=augustus_masked-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-4.315&CDS=1-309, maker-NODE_62_length_67569_cov_15.8204_ID_123-augustus-gene-0.11-mRNA-1_1&gene=maker-NODE_62_length_67569_cov_15.8204_ID_123-augustus-gene-0.11&CDS=1-309
46	OG0000046	YBR015C, YJL186W	augustus_masked-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-0.96&CDS=1-1212, maker-NODE_120_length_7312_cov_18.9864_ID_239-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_120_length_7312_cov_18.9864_ID_239-snap-gene-0.1&CDS=1-753
47	OG0000047	YBR078W, YDR055W, YDR522C	maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-3.4-mRNA-1_1&gene=maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-3.4&CDS=1-1233
48	OG0000048	YBR082C, YGR133W	maker-NODE_21_length_250742_cov_15.7371_ID_41-augustus-gene-1.8-mRNA-1_1&gene=maker-NODE_21_length_250742_cov_15.7371_ID_41-augustus-gene-1.8&CDS=1-441, maker-NODE_3_length_646201_cov_15.3204_ID_5-augustus-gene-3.25-mRNA-1_1&gene=maker-NODE_3_length_646201_cov_15.3204_ID_5-augustus-gene-3.25&CDS=1-501
49	OG0000049	YBR151W, YML050W	maker-NODE_20_length_256387_cov_16.8461_ID_39-augustus-gene-1.14-mRNA-1_1&gene=maker-NODE_20_length_256387_cov_16.8461_ID_39-augustus-gene-1.14&CDS=1-861, maker-NODE_7_length_493755_cov_15.7063_ID_13-augustus-gene-2.162-mRNA-1_1&gene=maker-NODE_7_length_493755_cov_15.7063_ID_13-augustus-gene-2.162&CDS=1-939
50	OG0000050	YCL026C-A, YCL026C-B	maker-NODE_20_length_256387_cov_16.8461_ID_39-augustus-gene-0.115-mRNA-1_1&gene=maker-NODE_20_length_256387_cov_16.8461_ID_39-augustus-gene-0.115&CDS=1-606, maker-NODE_52_length_94199_cov_16.7239_ID_103-augustus-gene-0.140-mRNA-1_1&gene=maker-NODE_52_length_94199_cov_16.7239_ID_103-augustus-gene-0.140&CDS=1-651
51	OG0000051	YCL069W, YGR224W, YKR105C, YPR198W	
52	OG0000052	YCR068W	augustus_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-5.73&CDS=1-1254, genemark-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-1.25&CDS=1-1260, maker-NODE_6_length_504130_cov_14.9719_ID_11-snap-gene-1.123-mRNA-1_1&gene=maker-NODE_6_length_504130_cov_14.9719_ID_11-snap-gene-1.123&CDS=1-993
53	OG0000053	YDL047W, YDR075W	maker-NODE_18_length_258954_cov_16.5537_ID_35-augustus-gene-1.289-mRNA-1_1&gene=maker-NODE_18_length_258954_cov_16.5537_ID_35-augustus-gene-1.289&CDS=1-945, maker-NODE_56_length_82890_cov_14.8861_ID_111-augustus-gene-0.132-mRNA-1_1&gene=maker-NODE_56_length_82890_cov_14.8861_ID_111-augustus-gene-0.132&CDS=1-918
54	OG0000054	YDL056W, YLR182W	maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-3.241-mRNA-1_1&gene=maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-3.241&CDS=1-2766, snap_masked-NODE_50_length_109880_cov_16.4944_ID_99-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_50_length_109880_cov_16.4944_ID_99-processed-gene-0.89&CDS=1-2439
55	OG0000055	YDL159W, YJL128C	augustus_masked-NODE_34_length_164680_cov_15.313_ID_67-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_34_length_164680_cov_15.313_ID_67-processed-gene-0.54&CDS=1-1521, augustus_masked-NODE_56_length_82890_cov_14.8861_ID_111-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_56_length_82890_cov_14.8861_ID_111-processed-gene-0.23&CDS=1-1548
56	OG0000056	YDL213C, YIR005W	augustus_masked-NODE_44_length_122160_cov_15.4681_ID_87-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-NODE_44_length_122160_cov_15.4681_ID_87-processed-gene-0.163&CDS=1-804, maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-1.13-mRNA-1_1&gene=maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-1.13&CDS=1-438
57	OG0000057	YDR371W	augustus_masked-NODE_241_length_799_cov_13.4824_ID_481-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_241_length_799_cov_13.4824_ID_481-processed-gene-0.0&CDS=1-795, snap_masked-NODE_30_length_182192_cov_15.3438_ID_59-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_30_length_182192_cov_15.3438_ID_59-processed-gene-0.127&CDS=1-846, snap_masked-NODE_45_length_120014_cov_17.0418_ID_89-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_45_length_120014_cov_17.0418_ID_89-processed-gene-0.100&CDS=1-1218
58	OG0000058	YDR447C, YML024W	augustus_masked-NODE_21_length_250742_cov_15.7371_ID_41-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_21_length_250742_cov_15.7371_ID_41-processed-gene-0.48&CDS=1-366, augustus_masked-NODE_67_length_60484_cov_17.8945_ID_133-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_67_length_60484_cov_17.8945_ID_133-processed-gene-0.13&CDS=1-363
59	OG0000059	YEL047C, YJR051W	genemark-NODE_396_length_415_cov_0.728188_ID_791-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_396_length_415_cov_0.728188_ID_791-processed-gene-0.1&CDS=1-366, snap_masked-NODE_58_length_81304_cov_17.232_ID_115-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_58_length_81304_cov_17.232_ID_115-processed-gene-0.118&CDS=1-1905
60	OG0000060	YER020W, YHR005C	augustus_masked-NODE_44_length_122160_cov_15.4681_ID_87-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_44_length_122160_cov_15.4681_ID_87-processed-gene-0.174&CDS=1-1062, maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-3.93-mRNA-1_1&gene=maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-3.93&CDS=1-1068
61	OG0000061	YER027C, YGL208W	augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-1.176&CDS=1-1074, snap_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-1.80&CDS=1-378
62	OG0000062	YER041W, YGR258C	maker-NODE_30_length_182192_cov_15.3438_ID_59-augustus-gene-0.252-mRNA-1_1&gene=maker-NODE_30_length_182192_cov_15.3438_ID_59-augustus-gene-0.252&CDS=1-1380, maker-NODE_40_length_149697_cov_15.2151_ID_79-augustus-gene-0.157-mRNA-1_1&gene=maker-NODE_40_length_149697_cov_15.2151_ID_79-augustus-gene-0.157&CDS=1-2922
63	OG0000063	YER066W, YFL009W	genemark-NODE_93_length_23645_cov_18.2416_ID_185-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_93_length_23645_cov_18.2416_ID_185-processed-gene-0.19&CDS=1-1083, maker-NODE_48_length_111463_cov_15.638_ID_95-augustus-gene-0.47-mRNA-1_1&gene=maker-NODE_48_length_111463_cov_15.638_ID_95-augustus-gene-0.47&CDS=1-2838
64	OG0000064	YER132C, YGL197W	augustus_masked-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-3.204-mRNA-1_1&gene=augustus_masked-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-3.204&CDS=1-1680, maker-NODE_56_length_82890_cov_14.8861_ID_111-augustus-gene-0.120-mRNA-1_1&gene=maker-NODE_56_length_82890_cov_14.8861_ID_111-augustus-gene-0.120&CDS=1-2085
65	OG0000065	YER145C	maker-NODE_13_length_358725_cov_30.8807_ID_25-snap-gene-2.213-mRNA-1_1&gene=maker-NODE_13_length_358725_cov_30.8807_ID_25-snap-gene-2.213&CDS=1-1188, maker-NODE_39_length_154449_cov_17.406_ID_77-augustus-gene-0.21-mRNA-1_1&gene=maker-NODE_39_length_154449_cov_17.406_ID_77-augustus-gene-0.21&CDS=1-1275, maker-NODE_4_length_601463_cov_15.82_ID_7-augustus-gene-1.52-mRNA-1_1&gene=maker-NODE_4_length_601463_cov_15.82_ID_7-augustus-gene-1.52&CDS=1-1092
66	OG0000066	YFL005W, YFL038C	genemark-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-1.79&CDS=1-606, snap_masked-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-3.49-mRNA-1_1&gene=snap_masked-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-3.49&CDS=1-567
67	OG0000067	YFL034C-A, YLR061W	augustus_masked-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-0.19&CDS=1-132, genemark-NODE_284_length_606_cov_30.8425_ID_567-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_284_length_606_cov_30.8425_ID_567-processed-gene-0.2&CDS=1-318
68	OG0000068	YFL034C-B, YIL106W	augustus_masked-NODE_13_length_358725_cov_30.8807_ID_25-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_13_length_358725_cov_30.8807_ID_25-processed-gene-0.122&CDS=1-783, augustus_masked-NODE_38_length_156219_cov_15.4386_ID_75-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_38_length_156219_cov_15.4386_ID_75-processed-gene-0.60&CDS=1-687
69	OG0000069	YFL059W, YMR096W, YNL333W	maker-NODE_2_length_781223_cov_15.3897_ID_3-snap-gene-6.76-mRNA-1_1&gene=maker-NODE_2_length_781223_cov_15.3897_ID_3-snap-gene-6.76&CDS=1-1029
70	OG0000070	YFL060C, YMR095C, YNL334C	maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-2.94-mRNA-1_1&gene=maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-2.94&CDS=1-759
71	OG0000071	YFR004W, YLR073C	maker-NODE_20_length_256387_cov_16.8461_ID_39-augustus-gene-1.16-mRNA-1_1&gene=maker-NODE_20_length_256387_cov_16.8461_ID_39-augustus-gene-1.16&CDS=1-933, maker-NODE_8_length_468094_cov_15.2478_ID_15-augustus-gene-3.31-mRNA-1_1&gene=maker-NODE_8_length_468094_cov_15.2478_ID_15-augustus-gene-3.31&CDS=1-1308
72	OG0000072	YGL003C, YGL116W	augustus_masked-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-2.17&CDS=1-1524, augustus_masked-NODE_25_length_224029_cov_16.3037_ID_49-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_25_length_224029_cov_16.3037_ID_49-processed-gene-1.146&CDS=1-1608
73	OG0000073	YGL019W, YOR039W	augustus_masked-NODE_4_length_601463_cov_15.82_ID_7-processed-gene-5.152-mRNA-1_1&gene=augustus_masked-NODE_4_length_601463_cov_15.82_ID_7-processed-gene-5.152&CDS=1-687, snap_masked-NODE_34_length_164680_cov_15.313_ID_67-processed-gene-0.295-mRNA-1_1&gene=snap_masked-NODE_34_length_164680_cov_15.313_ID_67-processed-gene-0.295&CDS=1-1155
74	OG0000074	YGL181W, YIL044C	augustus_masked-NODE_27_length_211305_cov_14.7586_ID_53-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_27_length_211305_cov_14.7586_ID_53-processed-gene-0.102&CDS=1-2478, augustus_masked-NODE_46_length_118822_cov_18.328_ID_91-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-NODE_46_length_118822_cov_18.328_ID_91-processed-gene-0.164&CDS=1-1431
75	OG0000075	YGR192C, YJL052W, YJR009C	maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-2.13-mRNA-1_1&gene=maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-2.13&CDS=1-1014
76	OG0000076	YHL003C, YKL008C	augustus_masked-NODE_24_length_235071_cov_15.251_ID_47-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_24_length_235071_cov_15.251_ID_47-processed-gene-1.71&CDS=1-1350, snap_masked-NODE_425_length_398_cov_0.836299_ID_849-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_425_length_398_cov_0.836299_ID_849-processed-gene-0.0&CDS=1-303
77	OG0000077	YHR175W	genemark-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-2.49-mRNA-1_1&gene=genemark-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-2.49&CDS=1-555, maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-2.204-mRNA-1_1&gene=maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-2.204&CDS=1-492, snap_masked-NODE_44_length_122160_cov_15.4681_ID_87-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_44_length_122160_cov_15.4681_ID_87-processed-gene-0.72&CDS=1-516
78	OG0000078	YHR179W, YPL171C	augustus_masked-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-0.20&CDS=1-1083, augustus_masked-NODE_74_length_52476_cov_14.6655_ID_147-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_74_length_52476_cov_14.6655_ID_147-processed-gene-0.17&CDS=1-1089
79	OG0000079	YIL045W, YLR273C, YOR178C	maker-NODE_6_length_504130_cov_14.9719_ID_11-snap-gene-0.32-mRNA-1_1&gene=maker-NODE_6_length_504130_cov_14.9719_ID_11-snap-gene-0.32&CDS=1-2541
80	OG0000080	YIL120W, YIL121W, YNL065W	augustus_masked-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-3.100&CDS=1-1638
81	OG0000081	YIL166C	genemark-NODE_16_length_279401_cov_15.9753_ID_31-processed-gene-1.155-mRNA-1_1&gene=genemark-NODE_16_length_279401_cov_15.9753_ID_31-processed-gene-1.155&CDS=1-1383, snap_masked-NODE_84_length_37792_cov_17.0498_ID_167-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_84_length_37792_cov_17.0498_ID_167-processed-gene-0.2&CDS=1-1785, snap_masked-NODE_88_length_27493_cov_36.6133_ID_175-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_88_length_27493_cov_36.6133_ID_175-processed-gene-0.23&CDS=1-1467
82	OG0000082	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-1.124&CDS=1-1569
83	OG0000083	YJL124C, YJR022W	augustus_masked-NODE_13_length_358725_cov_30.8807_ID_25-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_13_length_358725_cov_30.8807_ID_25-processed-gene-0.143&CDS=1-294, augustus_masked-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-0.14&CDS=1-426
84	OG0000084	YJR005W, YKL135C	genemark-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-7.218-mRNA-1_1&gene=genemark-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-7.218&CDS=1-1893, maker-NODE_4_length_601463_cov_15.82_ID_7-snap-gene-3.94-mRNA-1_1&gene=maker-NODE_4_length_601463_cov_15.82_ID_7-snap-gene-3.94&CDS=1-2082
85	OG0000085	YJR058C, YLR170C	genemark-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-3.147-mRNA-1_1&gene=genemark-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-3.147&CDS=1-492, maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-2.98-mRNA-1_1&gene=maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-2.98&CDS=1-471
86	OG0000086	YJR137C	genemark-NODE_39_length_154449_cov_17.406_ID_77-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_39_length_154449_cov_17.406_ID_77-processed-gene-0.95&CDS=1-4473, maker-NODE_103_length_16315_cov_17.2105_ID_205-snap-gene-0.10-mRNA-1_1&gene=maker-NODE_103_length_16315_cov_17.2105_ID_205-snap-gene-0.10&CDS=1-2973, maker-NODE_4_length_601463_cov_15.82_ID_7-augustus-gene-1.47-mRNA-1_1&gene=maker-NODE_4_length_601463_cov_15.82_ID_7-augustus-gene-1.47&CDS=1-4488
