	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035658_Starmera_amethionina
59	OG0000059	YBR011C, YML103C	maker-flattened_line_44-snap-gene-0.68-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.68&CDS=1-5598, snap_masked-flattened_line_138-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.36&CDS=1-861
60	OG0000060	YBR025C, YHL014C	snap_masked-flattened_line_10-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.51&CDS=1-1239, snap_masked-flattened_line_80-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.103&CDS=1-1185
61	OG0000061	YBR026C, YBR207W	maker-flattened_line_18-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.4&CDS=1-2478, snap_masked-flattened_line_188-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_188-processed-gene-0.10&CDS=1-1188
62	OG0000062	YBR038W, YNL192W	augustus_masked-flattened_line_80-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.142&CDS=1-2886, genemark-flattened_line_110-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.6&CDS=1-3255
63	OG0000063	YBR067C, YIL011W, YOR010C	snap_masked-flattened_line_338-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_338-processed-gene-0.4&CDS=1-579
64	OG0000064	YBR118W, YPR080W	augustus_masked-flattened_line_772-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_772-processed-gene-0.2&CDS=1-861, maker-flattened_line_50-snap-gene-0.183-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.183&CDS=1-1620
65	OG0000065	YBR139W, YMR297W	snap_masked-flattened_line_10-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.106&CDS=1-1554, snap_masked-flattened_line_4-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.131&CDS=1-1392
66	OG0000066	YBR150C, YOL089C	augustus_masked-flattened_line_94-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.10&CDS=1-2238, snap_masked-flattened_line_86-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.96&CDS=1-2994
67	OG0000067	YBR151W, YML050W	snap_masked-flattened_line_176-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_176-processed-gene-0.27&CDS=1-765, snap_masked-flattened_line_728-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_728-processed-gene-0.1&CDS=1-753
68	OG0000068	YBR177C, YPL095C	snap_masked-flattened_line_62-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.85&CDS=1-1293, snap_masked-flattened_line_96-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.55&CDS=1-1305
69	OG0000069	YBR181C, YPL090C	augustus_masked-flattened_line_24-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.42&CDS=1-714, snap_masked-flattened_line_98-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.91&CDS=1-708
70	OG0000070	YBR245C, YOR304W	genemark-flattened_line_156-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.21&CDS=1-3957, snap_masked-flattened_line_34-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.41&CDS=1-3126
71	OG0000071	YCL037C, YDR515W	snap_masked-flattened_line_132-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_132-processed-gene-0.82&CDS=1-1365, snap_masked-flattened_line_34-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.85&CDS=1-1461
72	OG0000072	YCR003W	augustus_masked-flattened_line_1258-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_1258-processed-gene-0.1&CDS=1-216, augustus_masked-flattened_line_36-processed-gene-0.238-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.238&CDS=1-498, augustus_masked-flattened_line_6-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.51&CDS=1-405
73	OG0000073	YCR034W, YLR372W	augustus_masked-flattened_line_20-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.32&CDS=1-1008, snap_masked-flattened_line_18-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.115&CDS=1-915
74	OG0000074	YCR105W, YMR318C	snap_masked-flattened_line_116-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.50&CDS=1-1152, snap_masked-flattened_line_2-processed-gene-2.91-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.91&CDS=1-1149
75	OG0000075	YDL025C, YOR267C	snap_masked-flattened_line_32-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.69&CDS=1-1815, snap_masked-flattened_line_62-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.109&CDS=1-1320
76	OG0000076	YDL029W, YDR106W	snap_masked-flattened_line_24-processed-gene-0.195-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.195&CDS=1-1071, snap_masked-flattened_line_28-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.151&CDS=1-1167
77	OG0000077	YDL061C, YLR388W	genemark-flattened_line_1094-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_1094-processed-gene-0.1&CDS=1-165, genemark-flattened_line_960-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_960-processed-gene-0.0&CDS=1-165
78	OG0000078	YDL066W, YLR174W	snap_masked-flattened_line_2-processed-gene-2.86-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.86&CDS=1-1239, snap_masked-flattened_line_56-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.88&CDS=1-1290
79	OG0000079	YDL113C, YDR425W	snap_masked-flattened_line_50-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.87&CDS=1-1707, snap_masked-flattened_line_56-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.112&CDS=1-1602
80	OG0000080	YDL138W, YDL194W	snap_masked-flattened_line_40-processed-gene-0.207-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.207&CDS=1-1977, snap_masked-flattened_line_76-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.60&CDS=1-1644
81	OG0000081	YDL170W, YHR200W	augustus_masked-flattened_line_44-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.23&CDS=1-2022, snap_masked-flattened_line_148-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.44&CDS=1-1968
82	OG0000082	YDL216C, YFR004W	genemark-flattened_line_6-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.78&CDS=1-1560, snap_masked-flattened_line_0-processed-gene-2.113-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.113&CDS=1-933
83	OG0000083	YDR011W, YNR070W	augustus_masked-flattened_line_310-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_310-processed-gene-0.4&CDS=1-2694, augustus_masked-flattened_line_406-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_406-processed-gene-0.2&CDS=1-2694
84	OG0000084	YDR037W, YNL073W	augustus_masked-flattened_line_12-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.200&CDS=1-1506, snap_masked-flattened_line_2-processed-gene-2.148-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.148&CDS=1-1770
85	OG0000085	YDR038C, YDR039C, YDR040C	snap_masked-flattened_line_56-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.92&CDS=1-3147
86	OG0000086	YDR075W, YNR032W	genemark-flattened_line_64-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.105&CDS=1-714, snap_masked-flattened_line_24-processed-gene-0.248-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.248&CDS=1-741
87	OG0000087	YDR135C, YLL015W	augustus_masked-flattened_line_24-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.75&CDS=1-4257, augustus_masked-flattened_line_52-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.165&CDS=1-4431
88	OG0000088	YDR142C, YER124C	augustus_masked-flattened_line_60-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.194&CDS=1-411, snap_masked-flattened_line_28-processed-gene-0.207-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.207&CDS=1-1647
89	OG0000089	YDR144C, YLR120C, YLR121C	augustus_masked-flattened_line_188-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_188-processed-gene-0.29&CDS=1-1800
90	OG0000090	YDR155C, YML078W	snap_masked-flattened_line_44-processed-gene-0.179-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.179&CDS=1-531, snap_masked-flattened_line_72-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.110&CDS=1-486
91	OG0000091	YDR342C, YDR343C, YHR092C	snap_masked-flattened_line_124-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_124-processed-gene-0.50&CDS=1-1662
92	OG0000092	YDR378C, YPR182W	maker-flattened_line_92-augustus-gene-0.143-mRNA-1_1&gene=maker-flattened_line_92-augustus-gene-0.143&CDS=1-243, snap_masked-flattened_line_46-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.133&CDS=1-237
93	OG0000093	YDR399W, YJR133W	maker-flattened_line_34-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.8&CDS=1-618, snap_masked-flattened_line_0-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.115&CDS=1-630
94	OG0000094	YDR463W, YHR006W	snap_masked-flattened_line_0-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.116&CDS=1-921, snap_masked-flattened_line_4-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.67&CDS=1-1422
95	OG0000095	YDR466W, YDR490C	snap_masked-flattened_line_100-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.5&CDS=1-3141, snap_masked-flattened_line_4-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.69&CDS=1-2313
96	OG0000096	YDR475C, YOR019W	augustus_masked-flattened_line_36-processed-gene-0.236-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.236&CDS=1-2061, augustus_masked-flattened_line_88-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.3&CDS=1-1701
97	OG0000097	YEL029C, YNR027W	snap_masked-flattened_line_116-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.53&CDS=1-930, snap_masked-flattened_line_8-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.59&CDS=1-936
98	OG0000098	YER017C, YMR089C	augustus_masked-flattened_line_100-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.123&CDS=1-2574, snap_masked-flattened_line_154-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_154-processed-gene-0.40&CDS=1-3507
99	OG0000099	YER027C, YGL208W	snap_masked-flattened_line_434-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_434-processed-gene-0.1&CDS=1-867, snap_masked-flattened_line_484-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_484-processed-gene-0.4&CDS=1-870
100	OG0000100	YER047C, YPL074W	snap_masked-flattened_line_6-processed-gene-1.223-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.223&CDS=1-1875, snap_masked-flattened_line_8-processed-gene-1.159-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.159&CDS=1-2388
101	OG0000101	YER056C, YER060W, YER060W-A	snap_masked-flattened_line_80-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.86&CDS=1-1557
102	OG0000102	YER075C, YOR208W	augustus_masked-flattened_line_0-processed-gene-2.242-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.242&CDS=1-2277, augustus_masked-flattened_line_68-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.25&CDS=1-1524
103	OG0000103	YER107C, YOR026W	augustus_masked-flattened_line_36-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.200&CDS=1-1074, snap_masked-flattened_line_12-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.68&CDS=1-1062
104	OG0000104	YER152C, YPL088W	augustus_masked-flattened_line_66-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.22&CDS=1-2286, snap_masked-flattened_line_42-processed-gene-0.213-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.213&CDS=1-1320
105	OG0000105	YER176W	maker-flattened_line_346-augustus-gene-0.7-mRNA-1_1&gene=maker-flattened_line_346-augustus-gene-0.7&CDS=1-2928, maker-flattened_line_394-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_394-snap-gene-0.1&CDS=1-2298, maker-flattened_line_6-snap-gene-1.128-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-1.128&CDS=1-5172
106	OG0000106	YFL021W, YKR034W	augustus_masked-flattened_line_136-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.25&CDS=1-1338, snap_masked-flattened_line_0-processed-gene-2.158-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.158&CDS=1-1929
107	OG0000107	YFL029C, YLR113W	augustus_masked-flattened_line_136-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.23&CDS=1-678, snap_masked-flattened_line_24-processed-gene-0.209-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.209&CDS=1-1050
108	OG0000108	YFL041W, YMR058W	snap_masked-flattened_line_18-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.51&CDS=1-1884, snap_masked-flattened_line_30-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.116&CDS=1-1881
109	OG0000109	YFR032C-A, YFR033C	maker-flattened_line_102-snap-gene-0.6-mRNA-1_1&gene=maker-flattened_line_102-snap-gene-0.6&CDS=1-513, snap_masked-flattened_line_94-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.98&CDS=1-597
110	OG0000110	YGL004C	augustus_masked-flattened_line_342-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_342-processed-gene-0.5&CDS=1-477, augustus_masked-flattened_line_502-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_502-processed-gene-0.1&CDS=1-477, snap_masked-flattened_line_334-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_334-processed-gene-0.7&CDS=1-801
111	OG0000111	YGL016W	augustus_masked-flattened_line_110-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.98&CDS=1-1173, augustus_masked-flattened_line_334-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_334-processed-gene-0.2&CDS=1-2055, augustus_masked-flattened_line_356-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_356-processed-gene-0.1&CDS=1-1173
112	OG0000112	YGL038C, YJR075W	snap_masked-flattened_line_70-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.124&CDS=1-1593, snap_masked-flattened_line_86-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.131&CDS=1-1167
113	OG0000113	YGL082W, YPL191C	snap_masked-flattened_line_446-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_446-processed-gene-0.8&CDS=1-1011, snap_masked-flattened_line_462-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_462-processed-gene-0.1&CDS=1-1011
114	OG0000114	YGL147C, YNL067W	snap_masked-flattened_line_40-processed-gene-0.192-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.192&CDS=1-573, snap_masked-flattened_line_54-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.78&CDS=1-573
115	OG0000115	YGR049W, YLR356W	snap_masked-flattened_line_442-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_442-processed-gene-0.5&CDS=1-588, snap_masked-flattened_line_524-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_524-processed-gene-0.2&CDS=1-588
116	OG0000116	YGR052W	augustus_masked-flattened_line_194-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_194-processed-gene-0.31&CDS=1-660, augustus_masked-flattened_line_442-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_442-processed-gene-0.1&CDS=1-735, augustus_masked-flattened_line_678-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_678-processed-gene-0.0&CDS=1-735
117	OG0000117	YGR067C, YMR182C	snap_masked-flattened_line_12-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.31&CDS=1-1881, snap_masked-flattened_line_82-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.117&CDS=1-870
118	OG0000118	YGR192C, YJL052W, YJR009C	snap_masked-flattened_line_2-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.89&CDS=1-999
119	OG0000119	YGR240C, YMR205C	snap_masked-flattened_line_16-processed-gene-1.50-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.50&CDS=1-2928, snap_masked-flattened_line_212-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_212-processed-gene-0.8&CDS=1-2478
120	OG0000120	YGR249W, YOR140W	augustus_masked-flattened_line_0-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.12&CDS=1-1953, snap_masked-flattened_line_106-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.50&CDS=1-1491
121	OG0000121	YGR260W	augustus_masked-flattened_line_40-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.39&CDS=1-1497, snap_masked-flattened_line_64-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.52&CDS=1-1464, snap_masked-flattened_line_96-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.49&CDS=1-1458
122	OG0000122	YHL019C, YPL259C	augustus_masked-flattened_line_24-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.24&CDS=1-1227, snap_masked-flattened_line_18-processed-gene-1.133-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.133&CDS=1-1410
123	OG0000123	YHL027W, YJL056C	snap_masked-flattened_line_22-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.135&CDS=1-2319, snap_masked-flattened_line_48-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.45&CDS=1-1836
124	OG0000124	YHL039W, YPL208W	augustus_masked-flattened_line_172-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.10&CDS=1-1686, snap_masked-flattened_line_96-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.59&CDS=1-1707
125	OG0000125	YHR031C, YML061C	augustus_masked-flattened_line_104-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.67&CDS=1-1992, snap_masked-flattened_line_20-processed-gene-0.280-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.280&CDS=1-2769
126	OG0000126	YHR176W	maker-flattened_line_204-snap-gene-0.32-mRNA-1_1&gene=maker-flattened_line_204-snap-gene-0.32&CDS=1-1434, snap_masked-flattened_line_110-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.33&CDS=1-1386, snap_masked-flattened_line_22-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.143&CDS=1-1539
127	OG0000127	YHR203C, YJR145C	snap_masked-flattened_line_0-processed-gene-2.82-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.82&CDS=1-783, snap_masked-flattened_line_64-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.32&CDS=1-783
128	OG0000128	YHR216W, YLR432W, YML056C	snap_masked-flattened_line_520-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_520-processed-gene-0.0&CDS=1-1131
129	OG0000129	YIL038C, YPR072W	snap_masked-flattened_line_0-processed-gene-2.115-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.115&CDS=1-1845, snap_masked-flattened_line_130-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.64&CDS=1-1911
