	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035695_Hanseniaspora_pseudoguilliermondii
87	OG0000087	YBR001C, YDR001C	augustus_masked-flattened_line_32-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.53&CDS=1-2241
88	OG0000088	YBR005W, YDR003W	genemark-flattened_line_32-processed-gene-0.147-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.147&CDS=1-663
89	OG0000089	YBR009C, YNL030W	augustus_masked-flattened_line_28-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.62&CDS=1-309
90	OG0000090	YBR010W, YNL031C	augustus_masked-flattened_line_28-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.17&CDS=1-417
91	OG0000091	YBR014C, YDL010W	augustus_masked-flattened_line_32-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.36&CDS=1-639
92	OG0000092	YBR024W, YBR037C	augustus_masked-flattened_line_38-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.122&CDS=1-885
93	OG0000093	YBR031W, YDR012W	augustus_masked-flattened_line_126-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.9&CDS=1-1086
94	OG0000094	YBR048W, YDR025W	augustus_masked-flattened_line_22-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.121&CDS=1-468
95	OG0000095	YBR049C, YDR026C	augustus_masked-flattened_line_22-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.100&CDS=1-1860
96	OG0000096	YBR066C, YDR043C	augustus_masked-flattened_line_22-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.97&CDS=1-738
97	OG0000097	YBR082C, YDR059C	augustus_masked-flattened_line_0-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.133&CDS=1-441
98	OG0000098	YBR084W	augustus_masked-flattened_line_0-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.114&CDS=1-2883, augustus_masked-flattened_line_130-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.17&CDS=1-2805
99	OG0000099	YBR089C-A, YPR052C	augustus_masked-flattened_line_0-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.104&CDS=1-297
100	OG0000100	YBR104W, YPR058W	augustus_masked-flattened_line_0-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.103&CDS=1-891
101	OG0000101	YBR118W, YPR080W	augustus_masked-flattened_line_100-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.38&CDS=1-1368
102	OG0000102	YBR140C, YOL081W	augustus_masked-flattened_line_8-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.47&CDS=1-9351
103	OG0000103	YBR147W, YOL092W	augustus_masked-flattened_line_38-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.121&CDS=1-894
104	OG0000104	YBR161W, YPL057C	augustus_masked-flattened_line_14-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.136&CDS=1-1305
105	OG0000105	YBR169C, YPL106C	augustus_masked-flattened_line_18-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.93&CDS=1-2034
106	OG0000106	YBR172C, YPL105C	augustus_masked-flattened_line_18-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.91&CDS=1-3573
107	OG0000107	YBR177C, YPL095C	augustus_masked-flattened_line_18-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.84&CDS=1-1425
108	OG0000108	YBR181C, YPL090C	augustus_masked-flattened_line_18-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.99&CDS=1-708
109	OG0000109	YBR182C, YPL089C	augustus_masked-flattened_line_18-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.98&CDS=1-2283
110	OG0000110	YBR183W, YPL087W	genemark-flattened_line_18-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.36&CDS=1-960
111	OG0000111	YBR189W, YPL081W	maker-flattened_line_18-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-1.1&CDS=1-966
112	OG0000112	YBR214W, YGL056C	augustus_masked-flattened_line_48-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.12&CDS=1-1704
113	OG0000113	YBR216C, YGL060W	augustus_masked-flattened_line_48-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.39&CDS=1-1620
114	OG0000114	YBR238C, YGL107C	augustus_masked-flattened_line_2-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.68&CDS=1-2730
115	OG0000115	YBR241C, YGL104C	augustus_masked-flattened_line_2-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.136&CDS=1-1314
116	OG0000116	YBR242W, YGL101W	augustus_masked-flattened_line_2-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.120&CDS=1-654
117	OG0000117	YBR244W, YIR037W	augustus_masked-flattened_line_2-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.138&CDS=1-480
118	OG0000118	YBR270C, YJL058C	augustus_masked-flattened_line_78-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.81&CDS=1-1878
119	OG0000119	YBR273C, YJL048C	augustus_masked-flattened_line_78-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.93&CDS=1-1014
120	OG0000120	YBR291C, YFR045W	augustus_masked-flattened_line_22-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.56&CDS=1-1044
121	OG0000121	YBR294W, YLR092W	augustus_masked-flattened_line_4-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.71&CDS=1-2505
122	OG0000122	YCL011C, YNL004W	augustus_masked-flattened_line_36-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.77&CDS=1-1362
123	OG0000123	YCL026C-A, YCL026C-B	augustus_masked-flattened_line_6-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.126&CDS=1-585
124	OG0000124	YCL035C, YDR513W	augustus_masked-flattened_line_6-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.86&CDS=1-414
125	OG0000125	YCL036W, YDR514C	augustus_masked-flattened_line_28-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.12&CDS=1-1368
126	OG0000126	YCL037C, YDR515W	snap_masked-flattened_line_6-processed-gene-3.8-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.8&CDS=1-1350
127	OG0000127	YCL040W, YDR516C	augustus_masked-flattened_line_6-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.100&CDS=1-1491
128	OG0000128	YCL050C, YDR530C	augustus_masked-flattened_line_6-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.108&CDS=1-1053
129	OG0000129	YCL068C, YCR038C	augustus_masked-flattened_line_6-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.84&CDS=1-4152
130	OG0000130	YCR004C, YDR032C	augustus_masked-flattened_line_38-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.86&CDS=1-606
131	OG0000131	YCR031C, YJL191W	augustus_masked-flattened_line_6-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.75&CDS=1-408
132	OG0000132	YCR037C, YJL198W	augustus_masked-flattened_line_6-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.79&CDS=1-2943
133	OG0000133	YCR048W, YNR019W	genemark-flattened_line_0-processed-gene-5.67-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.67&CDS=1-1488
134	OG0000134	YCR067C, YNR026C	augustus_masked-flattened_line_0-processed-gene-5.176-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.176&CDS=1-2949
135	OG0000135	YCR073C, YNR031C	augustus_masked-flattened_line_22-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.11&CDS=1-5847
136	OG0000136	YCR073W-A, YNR034W	snap_masked-flattened_line_22-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.115&CDS=1-1029
137	OG0000137	YCR094W, YNR048W	augustus_masked-flattened_line_22-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.6&CDS=1-1281
138	OG0000138	YCR105W, YMR318C	augustus_masked-flattened_line_10-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.6&CDS=1-1173
139	OG0000139	YDL021W, YOL056W	augustus_masked-flattened_line_30-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.193&CDS=1-960
140	OG0000140	YDL022W, YOL059W	augustus_masked-flattened_line_32-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.16&CDS=1-1338
141	OG0000141	YDL042C, YOL068C	augustus_masked-flattened_line_38-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.82&CDS=1-2103
142	OG0000142	YDL048C, YLR375W	augustus_masked-flattened_line_16-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.68&CDS=1-1089
143	OG0000143	YDL049C, YJL174W	augustus_masked-flattened_line_14-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.11&CDS=1-837
144	OG0000144	YDL075W, YLR406C	augustus_masked-flattened_line_52-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.89&CDS=1-339
145	OG0000145	YDL082W, YMR142C	augustus_masked-flattened_line_2-processed-gene-5.153-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.153&CDS=1-594
146	OG0000146	YDL083C, YMR143W	augustus_masked-flattened_line_2-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.130&CDS=1-414
147	OG0000147	YDL085W, YMR145C	augustus_masked-flattened_line_2-processed-gene-5.145-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.145&CDS=1-1518
148	OG0000148	YDL088C, YMR153W	augustus_masked-flattened_line_2-processed-gene-5.164-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.164&CDS=1-1590
149	OG0000149	YDL109C, YGL144C	augustus_masked-flattened_line_84-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.13&CDS=1-2055
150	OG0000150	YDL127W, YDL179W	augustus_masked-flattened_line_118-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.6&CDS=1-1065
151	OG0000151	YDL134C, YDL188C	augustus_masked-flattened_line_34-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.154&CDS=1-1158
152	OG0000152	YDL136W, YDL191W	augustus_masked-flattened_line_34-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.123&CDS=1-360
153	OG0000153	YDL137W, YDL192W	maker-flattened_line_34-snap-gene-0.59-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.59&CDS=1-1059
154	OG0000154	YDL138W, YDL194W	augustus_masked-flattened_line_34-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.158&CDS=1-3030
155	OG0000155	YDL155W, YLR210W	augustus_masked-flattened_line_34-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.167&CDS=1-1473
156	OG0000156	YDL161W, YLR206W	augustus_masked-flattened_line_10-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.8&CDS=1-1350
157	OG0000157	YDL175C, YIL079C	snap_masked-flattened_line_118-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.21&CDS=1-918
158	OG0000158	YDL222C, YNL194C	genemark-flattened_line_26-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.74&CDS=1-1098
159	OG0000159	YDL224C, YNL197C	snap_masked-flattened_line_26-processed-gene-0.234-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.234&CDS=1-1992
160	OG0000160	YDR069C, YER144C	snap_masked-flattened_line_232-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_232-processed-gene-0.0&CDS=1-1593
161	OG0000161	YDR096W, YER169W	augustus_masked-flattened_line_56-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.44&CDS=1-1560
162	OG0000162	YDR098C, YER174C	augustus_masked-flattened_line_56-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.16&CDS=1-699
163	OG0000163	YDR099W, YER177W	augustus_masked-flattened_line_56-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.41&CDS=1-801
164	OG0000164	YDR107C, YLR083C	augustus_masked-flattened_line_66-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.61&CDS=1-1947
165	OG0000165	YDR122W, YLR096W	augustus_masked-flattened_line_14-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.122&CDS=1-3567
166	OG0000166	YDR125C, YLR099C	augustus_masked-flattened_line_6-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.137&CDS=1-1281
167	OG0000167	YDR132C, YLR108C	genemark-flattened_line_14-processed-gene-1.183-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.183&CDS=1-1872
168	OG0000168	YDR146C, YLR131C	augustus_masked-flattened_line_14-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.45&CDS=1-2535
169	OG0000169	YDR147W, YLR133W	augustus_masked-flattened_line_14-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.16&CDS=1-1620
170	OG0000170	YDR151C, YLR136C	augustus_masked-flattened_line_14-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.47&CDS=1-681
171	OG0000171	YDR178W, YLR164W	augustus_masked-flattened_line_66-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.71&CDS=1-540
172	OG0000172	YDR185C, YLR168C	augustus_masked-flattened_line_66-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.53&CDS=1-1566
173	OG0000173	YDR200C, YLR238W	augustus_masked-flattened_line_14-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.108&CDS=1-1410
174	OG0000174	YDR213W, YLR228C	maker-flattened_line_18-snap-gene-0.40-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.40&CDS=1-2769
175	OG0000175	YDR223W, YLR223C	snap_masked-flattened_line_18-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.71&CDS=1-2094
176	OG0000176	YDR244W, YMR018W	augustus_masked-flattened_line_18-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.100&CDS=1-1578
177	OG0000177	YDR247W, YPL026C	genemark-flattened_line_18-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.29&CDS=1-1512
178	OG0000178	YDR251W, YPL032C	augustus_masked-flattened_line_18-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.138&CDS=1-2550
179	OG0000179	YDR252W, YPL037C	augustus_masked-flattened_line_18-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.137&CDS=1-474
180	OG0000180	YDR253C, YPL038W	augustus_masked-flattened_line_18-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.105&CDS=1-915
181	OG0000181	YDR263C, YOR033C	snap_masked-flattened_line_36-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.28&CDS=1-2100
182	OG0000182	YDR264C, YOR034C	augustus_masked-flattened_line_76-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.10&CDS=1-2544
183	OG0000183	YDR272W, YOR040W	augustus_masked-flattened_line_4-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.105&CDS=1-840
184	OG0000184	YDR273W, YOR042W	augustus_masked-flattened_line_4-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.104&CDS=1-1242
185	OG0000185	YDR277C, YOR047C	augustus_masked-flattened_line_4-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.84&CDS=1-1200
186	OG0000186	YDR295C, YPR179C	augustus_masked-flattened_line_92-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.53&CDS=1-2337
187	OG0000187	YDR300C, YHR033W	augustus_masked-flattened_line_10-processed-gene-2.175-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.175&CDS=1-1215
188	OG0000188	YDR303C, YHR056C	augustus_masked-flattened_line_10-processed-gene-2.179-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.179&CDS=1-2334
189	OG0000189	YDR312W, YHR066W	augustus_masked-flattened_line_12-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.122&CDS=1-1371
190	OG0000190	YDR326C, YHR080C	augustus_masked-flattened_line_12-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.78&CDS=1-2709
191	OG0000191	YDR348C, YHR097C	augustus_masked-flattened_line_76-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.6&CDS=1-1383
192	OG0000192	YDR351W, YHR103W	augustus_masked-flattened_line_4-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.99&CDS=1-3111
193	OG0000193	YDR358W, YHR108W	augustus_masked-flattened_line_4-processed-gene-3.312-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.312&CDS=1-1635
194	OG0000194	YDR368W, YOR120W	augustus_masked-flattened_line_14-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.13&CDS=1-954
195	OG0000195	YDR379W, YOR127W	augustus_masked-flattened_line_4-processed-gene-3.329-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.329&CDS=1-3066
196	OG0000196	YDR385W, YOR133W	augustus_masked-flattened_line_4-processed-gene-3.281-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.281&CDS=1-2526
197	OG0000197	YDR409W, YOR156C	augustus_masked-flattened_line_4-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.127&CDS=1-2085
198	OG0000198	YDR418W, YEL054C	augustus_masked-flattened_line_128-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.17&CDS=1-495
199	OG0000199	YDR447C, YML024W	augustus_masked-flattened_line_12-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.58&CDS=1-402
200	OG0000200	YDR450W, YML026C	genemark-flattened_line_12-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.114&CDS=1-1401
201	OG0000201	YDR451C, YML027W	augustus_masked-flattened_line_12-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.89&CDS=1-852
202	OG0000202	YDR463W, YHR006W	augustus_masked-flattened_line_12-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.114&CDS=1-2061
203	OG0000203	YDR471W, YHR010W	augustus_masked-flattened_line_12-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.92&CDS=1-408
204	OG0000204	YDR497C, YOL103W	augustus_masked-flattened_line_8-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.163&CDS=1-1953
205	OG0000205	YDR500C, YLR185W	augustus_masked-flattened_line_6-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.96&CDS=1-261
206	OG0000206	YDR501W, YLR183C	snap_masked-flattened_line_6-processed-gene-3.58-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.58&CDS=1-1374
207	OG0000207	YDR505C, YLR177W	augustus_masked-flattened_line_6-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.127&CDS=1-2196
208	OG0000208	YDR525W-A, YJL151C	augustus_masked-flattened_line_8-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.65&CDS=1-354
