	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034675_Blastobotrys_mokoenaii
37	OG0000037	YPR194C	snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-0.35&CDS=1-2592, snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.129-mRNA-1_1&gene=snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.129&CDS=1-2754, snap_masked-NODE_31_length_153071_cov_36.322_ID_61-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_31_length_153071_cov_36.322_ID_61-processed-gene-0.39&CDS=1-2604, snap_masked-NODE_78_length_13373_cov_36.0506_ID_155-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_78_length_13373_cov_36.0506_ID_155-processed-gene-0.8&CDS=1-2661
38	OG0000038	Q0045, Q0060, Q0065, Q0070	maker-NODE_67_length_26379_cov_970.937_ID_133-snap-gene-0.23-mRNA-1_1&gene=maker-NODE_67_length_26379_cov_970.937_ID_133-snap-gene-0.23&CDS=1-186
39	OG0000039	YAR019C, YDR523C	genemark-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.31&CDS=1-3741, snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-0.65&CDS=1-1629
40	OG0000040	YBL032W, YBR233W	snap_masked-NODE_20_length_213633_cov_36.2652_ID_39-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_20_length_213633_cov_36.2652_ID_39-processed-gene-0.53&CDS=1-1593, snap_masked-NODE_27_length_175143_cov_36.313_ID_53-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_27_length_175143_cov_36.313_ID_53-processed-gene-0.92&CDS=1-984
41	OG0000041	YBL063W, YEL061C	maker-NODE_19_length_213996_cov_36.8084_ID_37-snap-gene-1.65-mRNA-1_1&gene=maker-NODE_19_length_213996_cov_36.8084_ID_37-snap-gene-1.65&CDS=1-3045, snap_masked-NODE_47_length_85844_cov_37.2975_ID_93-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_47_length_85844_cov_37.2975_ID_93-processed-gene-0.74&CDS=1-3078
42	OG0000042	YBL068W-A, YBL069W, YER101C	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-4.103-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-4.103&CDS=1-1143
43	OG0000043	YBR009C, YNL030W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-8.8-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-8.8&CDS=1-309, snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-0.105&CDS=1-309
44	OG0000044	YBR010W, YNL031C	snap_masked-NODE_12_length_291457_cov_35.5689_ID_23-processed-gene-1.251-mRNA-1_1&gene=snap_masked-NODE_12_length_291457_cov_35.5689_ID_23-processed-gene-1.251&CDS=1-420, snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-0.127&CDS=1-420
45	OG0000045	YBR038W, YNL192W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-2.7&CDS=1-2916, snap_masked-NODE_27_length_175143_cov_36.313_ID_53-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_27_length_175143_cov_36.313_ID_53-processed-gene-0.99&CDS=1-3195
46	OG0000046	YBR052C, YCR004C, YDR032C	maker-NODE_5_length_573879_cov_35.9527_ID_9-snap-gene-2.58-mRNA-1_1&gene=maker-NODE_5_length_573879_cov_35.9527_ID_9-snap-gene-2.58&CDS=1-2760
47	OG0000047	YBR073W, YGL163C	snap_masked-NODE_49_length_80644_cov_35.6353_ID_97-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_49_length_80644_cov_35.6353_ID_97-processed-gene-0.26&CDS=1-2439, snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.183-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.183&CDS=1-2844
48	OG0000048	YBR084W, YGR204W	snap_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-0.134&CDS=1-2769, snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-1.34&CDS=1-2817
49	OG0000049	YBR161W, YPL057C	snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.61&CDS=1-903, snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-1.92&CDS=1-903
50	OG0000050	YBR229C	snap_masked-NODE_15_length_249261_cov_35.9522_ID_29-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_15_length_249261_cov_35.9522_ID_29-processed-gene-1.101&CDS=1-2562, snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.53&CDS=1-2613, snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-4.97-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-4.97&CDS=1-2730
51	OG0000051	YCL011C, YNL004W	augustus_masked-NODE_63_length_39639_cov_36.8155_ID_125-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_63_length_39639_cov_36.8155_ID_125-processed-gene-0.41&CDS=1-465, augustus_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.53&CDS=1-333
52	OG0000052	YCL029C, YNL148C	snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.122-mRNA-1_1&gene=snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.122&CDS=1-1908, snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-1.132&CDS=1-699
53	OG0000053	YCL074W	augustus_masked-NODE_142_length_2018_cov_119.747_ID_283-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_142_length_2018_cov_119.747_ID_283-processed-gene-0.2&CDS=1-972, augustus_masked-NODE_150_length_1864_cov_355.16_ID_299-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_150_length_1864_cov_355.16_ID_299-processed-gene-0.2&CDS=1-939, snap_masked-NODE_206_length_1169_cov_112.298_ID_411-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_206_length_1169_cov_112.298_ID_411-processed-gene-0.2&CDS=1-405
54	OG0000054	YCR102C, YLR460C, YNL134C	snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.176-mRNA-1_1&gene=snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.176&CDS=1-1041
55	OG0000055	YDL056W, YLR182W	snap_masked-NODE_57_length_53682_cov_38.2443_ID_113-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_57_length_53682_cov_38.2443_ID_113-processed-gene-0.29&CDS=1-2331, snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.79&CDS=1-2271
56	OG0000056	YDL174C	genemark-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-1.151-mRNA-1_1&gene=genemark-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-1.151&CDS=1-1683, snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.162-mRNA-1_1&gene=snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.162&CDS=1-1614, snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-5.25-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-5.25&CDS=1-1707
57	OG0000057	YDL230W, YOR208W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-5.160-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-5.160&CDS=1-2052, snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-0.49&CDS=1-831
58	OG0000058	YDR038C, YDR039C, YDR040C	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-5.50-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-5.50&CDS=1-3219
59	OG0000059	YDR178W, YLR164W	snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-0.28&CDS=1-501, snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-0.112&CDS=1-459
60	OG0000060	YDR451C, YML027W	genemark-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-7.28-mRNA-1_1&gene=genemark-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-7.28&CDS=1-741, snap_masked-NODE_49_length_80644_cov_35.6353_ID_97-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_49_length_80644_cov_35.6353_ID_97-processed-gene-0.31&CDS=1-1044
61	OG0000061	YER028C, YGL209W	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-1.5&CDS=1-1206, snap_masked-NODE_48_length_81606_cov_37.5732_ID_95-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_48_length_81606_cov_37.5732_ID_95-processed-gene-0.98&CDS=1-1542
62	OG0000062	YER056C, YER060W, YER060W-A	maker-NODE_3_length_652801_cov_36.0555_ID_5-snap-gene-3.97-mRNA-1_1&gene=maker-NODE_3_length_652801_cov_36.0555_ID_5-snap-gene-3.97&CDS=1-3054
63	OG0000063	YFL059W, YMR096W, YNL333W	maker-NODE_7_length_514569_cov_35.9165_ID_13-snap-gene-2.51-mRNA-1_1&gene=maker-NODE_7_length_514569_cov_35.9165_ID_13-snap-gene-2.51&CDS=1-879
64	OG0000064	YFL060C, YMR095C, YNL334C	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-2.78-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-2.78&CDS=1-657
65	OG0000065	YGL120C, YNR011C	snap_masked-NODE_23_length_189928_cov_36.9488_ID_45-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_23_length_189928_cov_36.9488_ID_45-processed-gene-0.58&CDS=1-2982, snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.60&CDS=1-2181
66	OG0000066	YGL156W	genemark-NODE_60_length_48957_cov_36.3055_ID_119-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_60_length_48957_cov_36.3055_ID_119-processed-gene-0.65&CDS=1-3222, snap_masked-NODE_16_length_234033_cov_177.797_ID_31-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_16_length_234033_cov_177.797_ID_31-processed-gene-1.64&CDS=1-2943, snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-0.106&CDS=1-3234
67	OG0000067	YGL160W, YLR047C	snap_masked-NODE_13_length_273656_cov_36.2819_ID_25-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_13_length_273656_cov_36.2819_ID_25-processed-gene-1.76&CDS=1-1761, snap_masked-NODE_41_length_107853_cov_36.7081_ID_81-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_41_length_107853_cov_36.7081_ID_81-processed-gene-0.103&CDS=1-1443
68	OG0000068	YGL205W	genemark-NODE_36_length_117742_cov_35.7736_ID_71-processed-gene-0.142-mRNA-1_1&gene=genemark-NODE_36_length_117742_cov_35.7736_ID_71-processed-gene-0.142&CDS=1-1986, snap_masked-NODE_33_length_148847_cov_36.5932_ID_65-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_33_length_148847_cov_36.5932_ID_65-processed-gene-0.108&CDS=1-2109, snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.198-mRNA-1_1&gene=snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.198&CDS=1-2058
69	OG0000069	YGR087C, YLR044C, YLR134W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-0.44&CDS=1-1692
70	OG0000070	YHR048W	genemark-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-2.114&CDS=1-1473, snap_masked-NODE_13_length_273656_cov_36.2819_ID_25-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NODE_13_length_273656_cov_36.2819_ID_25-processed-gene-1.36&CDS=1-1455, snap_masked-NODE_13_length_273656_cov_36.2819_ID_25-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_13_length_273656_cov_36.2819_ID_25-processed-gene-1.79&CDS=1-1473
71	OG0000071	YIL120W, YIL121W	maker-NODE_25_length_184078_cov_35.73_ID_49-snap-gene-0.153-mRNA-1_1&gene=maker-NODE_25_length_184078_cov_35.73_ID_49-snap-gene-0.153&CDS=1-1464, snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-2.93&CDS=1-1620
72	OG0000072	YIR033W, YKL020C	maker-NODE_3_length_652801_cov_36.0555_ID_5-snap-gene-0.43-mRNA-1_1&gene=maker-NODE_3_length_652801_cov_36.0555_ID_5-snap-gene-0.43&CDS=1-2772, snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-2.47&CDS=1-3297
73	OG0000073	YJL092W, YOL095C	augustus_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-4.135&CDS=1-4140, genemark-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.78&CDS=1-1830
74	OG0000074	YJL172W, YOL153C	augustus_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-1.75&CDS=1-1803, snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-0.2&CDS=1-1638
75	OG0000075	YJR005W, YKL135C	snap_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-1.92&CDS=1-2199, snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.93&CDS=1-2070
76	OG0000076	YJR119C, YMR176W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.105&CDS=1-2307, snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-1.21&CDS=1-4263
77	OG0000077	YKL043W	genemark-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-2.137-mRNA-1_1&gene=genemark-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-2.137&CDS=1-1422, snap_masked-NODE_37_length_116394_cov_36.1522_ID_73-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_37_length_116394_cov_36.1522_ID_73-processed-gene-0.92&CDS=1-1545, snap_masked-NODE_53_length_73696_cov_34.7263_ID_105-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_53_length_73696_cov_34.7263_ID_105-processed-gene-0.42&CDS=1-1791
78	OG0000078	YKL188C, YPL147W	augustus_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-4.110&CDS=1-2313, snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-1.25&CDS=1-2058
79	OG0000079	YKR093W	snap_masked-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-0.77&CDS=1-1683, snap_masked-NODE_57_length_53682_cov_38.2443_ID_113-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_57_length_53682_cov_38.2443_ID_113-processed-gene-0.35&CDS=1-1773, snap_masked-NODE_58_length_51929_cov_35.905_ID_115-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_58_length_51929_cov_35.905_ID_115-processed-gene-0.60&CDS=1-1749
80	OG0000080	YLL028W	snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.237-mRNA-1_1&gene=snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.237&CDS=1-1764, snap_masked-NODE_53_length_73696_cov_34.7263_ID_105-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_53_length_73696_cov_34.7263_ID_105-processed-gene-0.32&CDS=1-1692, snap_masked-NODE_53_length_73696_cov_34.7263_ID_105-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_53_length_73696_cov_34.7263_ID_105-processed-gene-0.52&CDS=1-1644
81	OG0000081	YLL048C	augustus_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-8.127&CDS=1-4350, snap_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-2.52&CDS=1-5073, snap_masked-NODE_18_length_214091_cov_36.9011_ID_35-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_18_length_214091_cov_36.9011_ID_35-processed-gene-0.70&CDS=1-5001
82	OG0000082	YLL062C, YMR321C, YPL273W	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-0.108&CDS=1-915
83	OG0000083	YLR034C, YOL122C	genemark-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-0.116&CDS=1-1626, snap_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-2.23&CDS=1-1929
84	OG0000084	YLR090W, YNL064C	snap_masked-NODE_18_length_214091_cov_36.9011_ID_35-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_18_length_214091_cov_36.9011_ID_35-processed-gene-1.99&CDS=1-1239, snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-3.98&CDS=1-1233
85	OG0000085	YMR169C, YMR170C	snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.55&CDS=1-1479, snap_masked-NODE_52_length_73906_cov_40.1028_ID_103-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_52_length_73906_cov_40.1028_ID_103-processed-gene-0.47&CDS=1-1509
86	OG0000086	YMR280C, YPL248C	maker-NODE_5_length_573879_cov_35.9527_ID_9-snap-gene-1.56-mRNA-1_1&gene=maker-NODE_5_length_573879_cov_35.9527_ID_9-snap-gene-1.56&CDS=1-2013, snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-4.235-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-4.235&CDS=1-2319
87	OG0000087	YOL055C, YPL258C, YPR121W	snap_masked-NODE_29_length_161128_cov_35.597_ID_57-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_29_length_161128_cov_35.597_ID_57-processed-gene-0.99&CDS=1-1521
88	OG0000088	YOR306C	augustus_masked-NODE_16_length_234033_cov_177.797_ID_31-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_16_length_234033_cov_177.797_ID_31-processed-gene-1.106&CDS=1-1479, genemark-NODE_16_length_234033_cov_177.797_ID_31-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_16_length_234033_cov_177.797_ID_31-processed-gene-1.27&CDS=1-1521, snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.145&CDS=1-1446
89	OG0000089	YOR388C	snap_masked-NODE_12_length_291457_cov_35.5689_ID_23-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_12_length_291457_cov_35.5689_ID_23-processed-gene-0.96&CDS=1-1080, snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.124-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.124&CDS=1-1080, snap_masked-NODE_35_length_132968_cov_35.6456_ID_69-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_35_length_132968_cov_35.6456_ID_69-processed-gene-0.47&CDS=1-1080
90	OG0000090	YPL088W	augustus_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.44&CDS=1-1005, augustus_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.45&CDS=1-1023, snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-6.56-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-6.56&CDS=1-1014
91	OG0000091	YAL007C, YOR016C	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.103-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.103&CDS=1-615
92	OG0000092	YAL015C, YOL043C	augustus_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-2.23&CDS=1-990
93	OG0000093	YAL017W, YOL045W	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-2.85&CDS=1-3015
94	OG0000094	YAL018C, YOL048C	maker-NODE_12_length_291457_cov_35.5689_ID_23-snap-gene-1.96-mRNA-1_1&gene=maker-NODE_12_length_291457_cov_35.5689_ID_23-snap-gene-1.96&CDS=1-894
95	OG0000095	YAL034C, YOR338W	snap_masked-NODE_28_length_169718_cov_36.0306_ID_55-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_28_length_169718_cov_36.0306_ID_55-processed-gene-0.133&CDS=1-1173
96	OG0000096	YAR002C-A, YGL002W	maker-NODE_20_length_213633_cov_36.2652_ID_39-snap-gene-1.130-mRNA-1_1&gene=maker-NODE_20_length_213633_cov_36.2652_ID_39-snap-gene-1.130&CDS=1-639
97	OG0000097	YBL002W, YDR224C	snap_masked-NODE_20_length_213633_cov_36.2652_ID_39-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_20_length_213633_cov_36.2652_ID_39-processed-gene-1.113&CDS=1-414
98	OG0000098	YBL009W, YGL021W	snap_masked-NODE_15_length_249261_cov_35.9522_ID_29-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_15_length_249261_cov_35.9522_ID_29-processed-gene-0.86&CDS=1-3105
99	OG0000099	YBL021C	snap_masked-NODE_15_length_249261_cov_35.9522_ID_29-processed-gene-1.134-mRNA-1_1&gene=snap_masked-NODE_15_length_249261_cov_35.9522_ID_29-processed-gene-1.134&CDS=1-438, snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-1.140&CDS=1-552
