	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034611_Saturnispora_mendoncae
37	OG0000037	YER045C, YIL036W, YNL167C	augustus_masked-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.82&CDS=1-1704, snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-2.77&CDS=1-1527
38	OG0000038	YFL014W	augustus_masked-NODE_427_length_293_cov_50.5833_ID_853-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_427_length_293_cov_50.5833_ID_853-processed-gene-0.1&CDS=1-276, augustus_masked-NODE_68_length_2817_cov_118.46_ID_135-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_68_length_2817_cov_118.46_ID_135-processed-gene-0.0&CDS=1-153, genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-3.140-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-3.140&CDS=1-342, genemark-NODE_208_length_789_cov_151.033_ID_415-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_208_length_789_cov_151.033_ID_415-processed-gene-0.0&CDS=1-342
39	OG0000039	YHL009W-B, YJL113W, YPL060C-A	snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-0.35&CDS=1-1008, snap_masked-NODE_60_length_3183_cov_79.9072_ID_119-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_60_length_3183_cov_79.9072_ID_119-processed-gene-0.0&CDS=1-276
40	OG0000040	YHR023W, YOR326W	genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.200-mRNA-1_1&gene=genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.200&CDS=1-7998, maker-NODE_20_length_127495_cov_41.6239_ID_39-snap-gene-0.69-mRNA-1_1&gene=maker-NODE_20_length_127495_cov_41.6239_ID_39-snap-gene-0.69&CDS=1-4467, snap_masked-NODE_30_length_76848_cov_41.9915_ID_59-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_30_length_76848_cov_41.9915_ID_59-processed-gene-0.72&CDS=1-4584
41	OG0000041	YIL107C, YOL136C	augustus_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.52&CDS=1-1836, genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-3.133-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-3.133&CDS=1-3855, snap_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.161-mRNA-1_1&gene=snap_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.161&CDS=1-1716
42	OG0000042	YIR013C, YLL021W, YLR013W	maker-NODE_1_length_724845_cov_40.9392_ID_1-augustus-gene-4.59-mRNA-1_1&gene=maker-NODE_1_length_724845_cov_40.9392_ID_1-augustus-gene-4.59&CDS=1-4554, snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-3.24&CDS=1-1650
43	OG0000043	YJR061W, YKL201C	augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-2.36&CDS=1-2214, augustus_masked-NODE_34_length_60141_cov_41.4034_ID_67-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_34_length_60141_cov_41.4034_ID_67-processed-gene-0.93&CDS=1-2496, maker-NODE_15_length_240345_cov_42.9318_ID_29-snap-gene-1.160-mRNA-1_1&gene=maker-NODE_15_length_240345_cov_42.9318_ID_29-snap-gene-1.160&CDS=1-3447
44	OG0000044	YJR152W	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.26-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.26&CDS=1-1605, genemark-NODE_41_length_6765_cov_42.1278_ID_81-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_41_length_6765_cov_42.1278_ID_81-processed-gene-0.11&CDS=1-1566, maker-NODE_9_length_282536_cov_40.9967_ID_17-snap-gene-1.294-mRNA-1_1&gene=maker-NODE_9_length_282536_cov_40.9967_ID_17-snap-gene-1.294&CDS=1-1557, maker-NODE_9_length_282536_cov_40.9967_ID_17-snap-gene-1.297-mRNA-1_1&gene=maker-NODE_9_length_282536_cov_40.9967_ID_17-snap-gene-1.297&CDS=1-3096
45	OG0000045	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
46	OG0000046	YLR152C, YNL095C, YOR092W	augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.122&CDS=1-2928, maker-NODE_1_length_724845_cov_40.9392_ID_1-augustus-gene-3.2-mRNA-1_1&gene=maker-NODE_1_length_724845_cov_40.9392_ID_1-augustus-gene-3.2&CDS=1-3558
47	OG0000047	YML072C, YNL087W, YOR086C	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.279-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.279&CDS=1-5250, genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.35-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.35&CDS=1-3441
48	OG0000048	YML096W, YPL272C	augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-3.61&CDS=1-1272, maker-NODE_1_length_724845_cov_40.9392_ID_1-snap-gene-4.57-mRNA-1_1&gene=maker-NODE_1_length_724845_cov_40.9392_ID_1-snap-gene-4.57&CDS=1-3009, snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-1.35&CDS=1-1308
49	OG0000049	YMR303C, YOL086C	genemark-NODE_25_length_110766_cov_39.8115_ID_49-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_25_length_110766_cov_39.8115_ID_49-processed-gene-0.21&CDS=1-1116, genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.11-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.11&CDS=1-1122, genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-1.34&CDS=1-1044
50	OG0000050		genemark-NODE_25_length_110766_cov_39.8115_ID_49-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_25_length_110766_cov_39.8115_ID_49-processed-gene-0.6&CDS=1-3072, maker-NODE_15_length_240345_cov_42.9318_ID_29-snap-gene-0.102-mRNA-1_1&gene=maker-NODE_15_length_240345_cov_42.9318_ID_29-snap-gene-0.102&CDS=1-2841, snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.164-mRNA-1_1&gene=snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.164&CDS=1-2586, snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.165-mRNA-1_1&gene=snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.165&CDS=1-2781, snap_masked-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.262-mRNA-1_1&gene=snap_masked-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.262&CDS=1-2712
51	OG0000051	YAL067C, YGR065C	genemark-NODE_22_length_113822_cov_43.625_ID_43-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_22_length_113822_cov_43.625_ID_43-processed-gene-0.27&CDS=1-1626, maker-NODE_15_length_240345_cov_42.9318_ID_29-snap-gene-1.157-mRNA-1_1&gene=maker-NODE_15_length_240345_cov_42.9318_ID_29-snap-gene-1.157&CDS=1-4131
52	OG0000052	YAR035W, YER024W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.155-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.155&CDS=1-2193, genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-0.94&CDS=1-2085
53	OG0000053	YBL008W, YCL039W	augustus_masked-NODE_35_length_59254_cov_45.4742_ID_69-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_35_length_59254_cov_45.4742_ID_69-processed-gene-0.54&CDS=1-1545, genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-1.143-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-1.143&CDS=1-2676
54	OG0000054	YBL011W, YKR067W	genemark-NODE_27_length_108070_cov_42.5938_ID_53-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_27_length_108070_cov_42.5938_ID_53-processed-gene-0.0&CDS=1-2094, snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.108&CDS=1-1980
55	OG0000055	YBR005W, YDR003W	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.142&CDS=1-570, snap_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-0.125&CDS=1-633
56	OG0000056	YBR021W, YIR028W	maker-NODE_10_length_262436_cov_41.334_ID_19-snap-gene-1.281-mRNA-1_1&gene=maker-NODE_10_length_262436_cov_41.334_ID_19-snap-gene-1.281&CDS=1-5412, snap_masked-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.71&CDS=1-1779
57	OG0000057	YBR025C, YHL014C	genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.23&CDS=1-1185, genemark-NODE_27_length_108070_cov_42.5938_ID_53-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_27_length_108070_cov_42.5938_ID_53-processed-gene-0.20&CDS=1-1179
58	OG0000058	YBR052C, YCR004C, YDR032C	maker-NODE_1_length_724845_cov_40.9392_ID_1-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_1_length_724845_cov_40.9392_ID_1-snap-gene-0.3&CDS=1-1422
59	OG0000059	YBR073W, YGL163C	augustus_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-1.61&CDS=1-2469, maker-NODE_4_length_635359_cov_41.4667_ID_7-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_4_length_635359_cov_41.4667_ID_7-snap-gene-0.1&CDS=1-4203
60	OG0000060	YBR175W, YMR146C	genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.54&CDS=1-936, genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.268-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.268&CDS=1-1038
61	OG0000061	YBR187W, YBR218C	augustus_masked-NODE_35_length_59254_cov_45.4742_ID_69-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_35_length_59254_cov_45.4742_ID_69-processed-gene-0.48&CDS=1-6447, augustus_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-0.97&CDS=1-3822
62	OG0000062	YBR199W, YJR139C	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.4-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.4&CDS=1-1407, maker-NODE_9_length_282536_cov_40.9967_ID_17-augustus-gene-0.78-mRNA-1_1&gene=maker-NODE_9_length_282536_cov_40.9967_ID_17-augustus-gene-0.78&CDS=1-2028
63	OG0000063	YBR238C, YGL107C	genemark-NODE_22_length_113822_cov_43.625_ID_43-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_22_length_113822_cov_43.625_ID_43-processed-gene-0.48&CDS=1-1710, maker-NODE_5_length_544853_cov_41.9478_ID_9-snap-gene-4.62-mRNA-1_1&gene=maker-NODE_5_length_544853_cov_41.9478_ID_9-snap-gene-4.62&CDS=1-3648
64	OG0000064	YBR244W, YIR037W	genemark-NODE_24_length_112108_cov_42.372_ID_47-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_24_length_112108_cov_42.372_ID_47-processed-gene-0.62&CDS=1-477, genemark-NODE_54_length_3681_cov_96.7195_ID_107-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_54_length_3681_cov_96.7195_ID_107-processed-gene-0.1&CDS=1-477
65	OG0000065	YBR263W, YLR058C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.124-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.124&CDS=1-1410, genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-3.29-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-3.29&CDS=1-1473
66	OG0000066	YBR283C, YLR378C	augustus_masked-NODE_27_length_108070_cov_42.5938_ID_53-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-NODE_27_length_108070_cov_42.5938_ID_53-processed-gene-0.185&CDS=1-1956, genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-0.124&CDS=1-1452
67	OG0000067	YCL037C, YDR515W	genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.190-mRNA-1_1&gene=genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.190&CDS=1-888, snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-4.86-mRNA-1_1&gene=snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-4.86&CDS=1-1110
68	OG0000068	YCL067C, YCR039C, YCR096C	snap_masked-NODE_101_length_2009_cov_21.4794_ID_201-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_101_length_2009_cov_21.4794_ID_201-processed-gene-0.1&CDS=1-189
69	OG0000069	YCR010C, YNR002C	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.56-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.56&CDS=1-804, snap_masked-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.254-mRNA-1_1&gene=snap_masked-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.254&CDS=1-792
70	OG0000070	YCR098C, YFL053W	augustus_masked-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.112&CDS=1-3882, genemark-NODE_46_length_4386_cov_51.5284_ID_91-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_46_length_4386_cov_51.5284_ID_91-processed-gene-0.3&CDS=1-1602
71	OG0000071	YCR102C, YLR460C, YNL134C	genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.213-mRNA-1_1&gene=genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.213&CDS=1-1074
72	OG0000072	YCR105W, YMR318C	genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.83&CDS=1-1077, maker-NODE_1_length_724845_cov_40.9392_ID_1-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_1_length_724845_cov_40.9392_ID_1-snap-gene-0.2&CDS=1-2133
73	OG0000073	YDL066W, YLR174W	genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.28&CDS=1-1230, genemark-NODE_31_length_66966_cov_40.8582_ID_61-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_31_length_66966_cov_40.8582_ID_61-processed-gene-0.82&CDS=1-1269
74	OG0000074	YDL126C, YLR397C	genemark-NODE_23_length_113240_cov_44.465_ID_45-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_23_length_113240_cov_44.465_ID_45-processed-gene-0.15&CDS=1-2514, maker-NODE_2_length_712999_cov_40.8768_ID_3-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_2_length_712999_cov_40.8768_ID_3-augustus-gene-0.7&CDS=1-4332
75	OG0000075	YDL144C	genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.225-mRNA-1_1&gene=genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.225&CDS=1-1026, genemark-NODE_27_length_108070_cov_42.5938_ID_53-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_27_length_108070_cov_42.5938_ID_53-processed-gene-0.11&CDS=1-1017, genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-4.40-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-4.40&CDS=1-1029
76	OG0000076	YDL159W, YJL128C	genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.326-mRNA-1_1&gene=genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.326&CDS=1-1743, snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-0.13&CDS=1-1461
77	OG0000077	YDL174C	genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-1.16&CDS=1-1665, genemark-NODE_22_length_113822_cov_43.625_ID_43-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_22_length_113822_cov_43.625_ID_43-processed-gene-0.0&CDS=1-1656, snap_masked-NODE_24_length_112108_cov_42.372_ID_47-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_24_length_112108_cov_42.372_ID_47-processed-gene-0.115&CDS=1-1686
78	OG0000078	YDR037W, YNL073W	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.103-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.103&CDS=1-1740, genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.265-mRNA-1_1&gene=genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.265&CDS=1-1584
79	OG0000079	YDR038C, YDR039C, YDR040C	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.95-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.95&CDS=1-3204
80	OG0000080	YDR135C, YLL015W	genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.176-mRNA-1_1&gene=genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.176&CDS=1-4548, genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-0.116&CDS=1-4425
81	OG0000081	YDR143C	maker-NODE_14_length_251873_cov_41.9906_ID_27-snap-gene-1.225-mRNA-1_1&gene=maker-NODE_14_length_251873_cov_41.9906_ID_27-snap-gene-1.225&CDS=1-1707, snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.236-mRNA-1_1&gene=snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.236&CDS=1-1134, snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-1.23&CDS=1-504
82	OG0000082	YDR242W	genemark-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.32&CDS=1-1662, genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.56&CDS=1-1710, genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-4.31-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-4.31&CDS=1-1680
83	OG0000083	YDR295C, YPR179C	augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.185-mRNA-1_1&gene=augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.185&CDS=1-2172, genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-0.103&CDS=1-1854
84	OG0000084	YDR334W, YFR038W	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.36-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.36&CDS=1-2250, snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.73&CDS=1-4293
85	OG0000085	YDR338C, YHR032W	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.17-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.17&CDS=1-1764, snap_masked-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-0.9&CDS=1-1845
86	OG0000086	YDR465C, YLR034C	snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-0.31&CDS=1-1461, snap_masked-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.141-mRNA-1_1&gene=snap_masked-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.141&CDS=1-2910
87	OG0000087	YDR466W, YDR490C	genemark-NODE_31_length_66966_cov_40.8582_ID_61-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_31_length_66966_cov_40.8582_ID_61-processed-gene-0.100&CDS=1-1935, maker-NODE_2_length_712999_cov_40.8768_ID_3-snap-gene-2.101-mRNA-1_1&gene=maker-NODE_2_length_712999_cov_40.8768_ID_3-snap-gene-2.101&CDS=1-2820
88	OG0000088	YDR497C, YOL103W	augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-4.116&CDS=1-1530, maker-NODE_3_length_680843_cov_41.5593_ID_5-snap-gene-5.234-mRNA-1_1&gene=maker-NODE_3_length_680843_cov_41.5593_ID_5-snap-gene-5.234&CDS=1-1728
89	OG0000089	YER047C, YPR173C	genemark-NODE_22_length_113822_cov_43.625_ID_43-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_22_length_113822_cov_43.625_ID_43-processed-gene-0.42&CDS=1-1746, genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.34-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.34&CDS=1-1323
90	OG0000090	YER056C, YER060W, YER060W-A	genemark-NODE_30_length_76848_cov_41.9915_ID_59-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_30_length_76848_cov_41.9915_ID_59-processed-gene-0.19&CDS=1-468
91	OG0000091	YER070W, YIL066C	genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-1.10&CDS=1-3534, genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.32&CDS=1-2631
92	OG0000092	YER172C, YGR271W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.177-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.177&CDS=1-6615, maker-NODE_13_length_255369_cov_41.7759_ID_25-augustus-gene-1.89-mRNA-1_1&gene=maker-NODE_13_length_255369_cov_41.7759_ID_25-augustus-gene-1.89&CDS=1-8817
93	OG0000093	YFL011W, YMR011W	genemark-NODE_29_length_89722_cov_41.7838_ID_57-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_29_length_89722_cov_41.7838_ID_57-processed-gene-0.33&CDS=1-1611, genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-2.15&CDS=1-1614
94	OG0000094	YFL039C, YHR128W	maker-NODE_1_length_724845_cov_40.9392_ID_1-snap-gene-5.5-mRNA-1_1&gene=maker-NODE_1_length_724845_cov_40.9392_ID_1-snap-gene-5.5&CDS=1-1728, snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.86-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.86&CDS=1-1128
