	OrthologID	Metschnikowia_matae	Saccharomyces_cerevisiae
26	OG0000026	augustus_masked-mat-_s395-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-mat-_s395-processed-gene-0.6&CDS=1-2715, snap_masked-mat-_s156-processed-gene-2.53-mRNA-1_1&gene=snap_masked-mat-_s156-processed-gene-2.53&CDS=1-1692, snap_masked-mat-_s174-processed-gene-0.94-mRNA-1_1&gene=snap_masked-mat-_s174-processed-gene-0.94&CDS=1-1731	YDR160W, YOR348C, YPL265W
27	OG0000027	snap_masked-mat-_s170-processed-gene-1.74-mRNA-1_1&gene=snap_masked-mat-_s170-processed-gene-1.74&CDS=1-942, snap_masked-mat-_s181-processed-gene-0.31-mRNA-1_1&gene=snap_masked-mat-_s181-processed-gene-0.31&CDS=1-918, snap_masked-mat-_s485-processed-gene-1.64-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.64&CDS=1-1065	YDL047W, YDR075W, YNR032W
28	OG0000028	genemark-mat-_s179-processed-gene-0.80-mRNA-1_1&gene=genemark-mat-_s179-processed-gene-0.80&CDS=1-2067, genemark-mat-_s718-processed-gene-0.5-mRNA-1_1&gene=genemark-mat-_s718-processed-gene-0.5&CDS=1-2487, snap_masked-mat-_s495-processed-gene-0.59-mRNA-1_1&gene=snap_masked-mat-_s495-processed-gene-0.59&CDS=1-2073	YMR006C, YMR008C, YOL011W
29	OG0000029	snap_masked-mat-_s210-processed-gene-0.53-mRNA-1_1&gene=snap_masked-mat-_s210-processed-gene-0.53&CDS=1-786, snap_masked-mat-_s485-processed-gene-0.71-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-0.71&CDS=1-1092, snap_masked-mat-_s509-processed-gene-0.80-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.80&CDS=1-759, snap_masked-mat-_s6-processed-gene-0.99-mRNA-1_1&gene=snap_masked-mat-_s6-processed-gene-0.99&CDS=1-891	YJL079C, YKR013W
30	OG0000030	augustus_masked-mat-_s436-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-mat-_s436-processed-gene-0.115&CDS=1-1719, genemark-mat-_s233-processed-gene-0.38-mRNA-1_1&gene=genemark-mat-_s233-processed-gene-0.38&CDS=1-1002, snap_masked-mat-_s641-processed-gene-0.199-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.199&CDS=1-1086	YDL246C, YJR159W, YOR329C
31	OG0000031	augustus_masked-mat-_s278-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mat-_s278-processed-gene-0.4&CDS=1-2538, augustus_masked-mat-_s490-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_s490-processed-gene-0.2&CDS=1-816, snap_masked-mat-_s509-processed-gene-0.88-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.88&CDS=1-2097	YBR001C, YDR001C, YOR035C
32	OG0000032	maker-mat-_s641-augustus-gene-0.3-mRNA-1_1&gene=maker-mat-_s641-augustus-gene-0.3&CDS=1-2571, snap_masked-mat-_s302-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.20&CDS=1-1701, snap_masked-mat-_s404-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mat-_s404-processed-gene-0.4&CDS=1-1950, snap_masked-mat-_s413-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s413-processed-gene-0.2&CDS=1-1746	YBR008C, YLL028W
33	OG0000033	snap_masked-mat-_s306-processed-gene-0.70-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-0.70&CDS=1-1182, snap_masked-mat-_s310-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mat-_s310-processed-gene-0.37&CDS=1-1311, snap_masked-mat-_s88-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mat-_s88-processed-gene-0.33&CDS=1-1005	YHL028W, YNL283C, YOL105C
34	OG0000034	snap_masked-mat-_s31-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.21&CDS=1-1389	YAR071W, YBR092C, YBR093C, YDL024C, YHR215W
35	OG0000035	augustus_masked-mat-_s329-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mat-_s329-processed-gene-0.24&CDS=1-1527, augustus_masked-mat-_s438-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mat-_s438-processed-gene-0.28&CDS=1-228, augustus_masked-mat-_s489-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mat-_s489-processed-gene-0.0&CDS=1-1458, snap_masked-mat-_s489-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mat-_s489-processed-gene-0.16&CDS=1-1929	YGR197C, YJR015W
36	OG0000036	maker-mat-_s472-augustus-gene-0.98-mRNA-1_1&gene=maker-mat-_s472-augustus-gene-0.98&CDS=1-2439, snap_masked-mat-_s482-processed-gene-0.120-mRNA-1_1&gene=snap_masked-mat-_s482-processed-gene-0.120&CDS=1-2118, snap_masked-mat-_s710-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mat-_s710-processed-gene-0.6&CDS=1-1473	YGR249W, YHR206W, YOR140W
37	OG0000037	maker-mat-_s94-snap-gene-0.171-mRNA-1_1&gene=maker-mat-_s94-snap-gene-0.171&CDS=1-2826, snap_masked-mat-_s472-processed-gene-2.98-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-2.98&CDS=1-3066, snap_masked-mat-_s573-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mat-_s573-processed-gene-0.38&CDS=1-3093	YBR245C, YFR038W, YOR304W
38	OG0000038	augustus_masked-mat-_s67-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-mat-_s67-processed-gene-0.90&CDS=1-1965, snap_masked-mat-_s608-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mat-_s608-processed-gene-0.1&CDS=1-189, snap_masked-mat-_s67-processed-gene-0.47-mRNA-1_1&gene=snap_masked-mat-_s67-processed-gene-0.47&CDS=1-780	YCL036W, YDR514C, YKL114C
39	OG0000039	genemark-mat-_s736-processed-gene-0.3-mRNA-1_1&gene=genemark-mat-_s736-processed-gene-0.3&CDS=1-1794, snap_masked-mat-_s626-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s626-processed-gene-0.2&CDS=1-2574, snap_masked-mat-_s682-processed-gene-0.45-mRNA-1_1&gene=snap_masked-mat-_s682-processed-gene-0.45&CDS=1-2664	YLL005C, YMR266W, YOL084W
40	OG0000040		YAL063C, YAL064C-A, YAR050W, YHR211W, YHR213W, YKR102W
41	OG0000041	augustus_masked-mat-_C29155-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mat-_C29155-processed-gene-0.1&CDS=1-153, augustus_masked-mat-_C33271-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mat-_C33271-processed-gene-0.0&CDS=1-333, augustus_masked-mat-_s362-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-mat-_s362-processed-gene-0.34&CDS=1-1395	YFL048C, YLR080W
42	OG0000042	augustus_masked-mat-_C38211-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mat-_C38211-processed-gene-0.0&CDS=1-906	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A
43	OG0000043	snap_masked-mat-_C45125-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mat-_C45125-processed-gene-0.19&CDS=1-2262	YBR297W, YFL052W, YGR288W, YPR196W
44	OG0000044	augustus_masked-mat-_s107-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-mat-_s107-processed-gene-0.35&CDS=1-567, maker-mat-_s509-snap-gene-0.136-mRNA-1_1&gene=maker-mat-_s509-snap-gene-0.136&CDS=1-1533, snap_masked-mat-_s253-processed-gene-0.32-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-0.32&CDS=1-1326	YBR239C, YJL103C
45	OG0000045	augustus_masked-mat-_s110-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mat-_s110-processed-gene-0.3&CDS=1-1677, snap_masked-mat-_s156-processed-gene-2.13-mRNA-1_1&gene=snap_masked-mat-_s156-processed-gene-2.13&CDS=1-2496, snap_masked-mat-_s171-processed-gene-1.81-mRNA-1_1&gene=snap_masked-mat-_s171-processed-gene-1.81&CDS=1-1155	YDR523C, YHR102W
46	OG0000046	snap_masked-mat-_s112-processed-gene-0.231-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.231&CDS=1-999, snap_masked-mat-_s754-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s754-processed-gene-0.2&CDS=1-1482	YBL056W, YBR125C, YER089C
47	OG0000047	augustus_masked-mat-_s118-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-mat-_s118-processed-gene-0.61&CDS=1-1254, genemark-mat-_s36-processed-gene-0.17-mRNA-1_1&gene=genemark-mat-_s36-processed-gene-0.17&CDS=1-1221	YDR427W, YGL076C, YPL198W
48	OG0000048	snap_masked-mat-_s12-processed-gene-0.35-mRNA-1_1&gene=snap_masked-mat-_s12-processed-gene-0.35&CDS=1-1971, snap_masked-mat-_s14-processed-gene-0.67-mRNA-1_1&gene=snap_masked-mat-_s14-processed-gene-0.67&CDS=1-1824, snap_masked-mat-_s170-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mat-_s170-processed-gene-0.40&CDS=1-2196	YLR098C, YOR337W
49	OG0000049	snap_masked-mat-_s13-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mat-_s13-processed-gene-0.6&CDS=1-1347, snap_masked-mat-_s429-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mat-_s429-processed-gene-0.3&CDS=1-1155, snap_masked-mat-_s616-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mat-_s616-processed-gene-0.13&CDS=1-1290	YBR207W, YER145C
50	OG0000050	snap_masked-mat-_s134-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mat-_s134-processed-gene-0.13&CDS=1-1938, snap_masked-mat-_s170-processed-gene-0.61-mRNA-1_1&gene=snap_masked-mat-_s170-processed-gene-0.61&CDS=1-1458	YDL159W, YOR231W, YPL140C
51	OG0000051	augustus_masked-mat-_s482-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-mat-_s482-processed-gene-0.162&CDS=1-2553, genemark-mat-_s31-processed-gene-0.168-mRNA-1_1&gene=genemark-mat-_s31-processed-gene-0.168&CDS=1-1563, maker-mat-_s14-augustus-gene-0.0-mRNA-1_1&gene=maker-mat-_s14-augustus-gene-0.0&CDS=1-7155	YER156C, YJL039C
52	OG0000052	augustus_masked-mat-_s648-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_s648-processed-gene-0.2&CDS=1-312, snap_masked-mat-_s151-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mat-_s151-processed-gene-0.20&CDS=1-7977, snap_masked-mat-_s306-processed-gene-1.146-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.146&CDS=1-7686	YLR454W, YPR117W
53	OG0000053	augustus_masked-mat-_s170-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-mat-_s170-processed-gene-1.15&CDS=1-408, snap_masked-mat-_s171-processed-gene-1.92-mRNA-1_1&gene=snap_masked-mat-_s171-processed-gene-1.92&CDS=1-408, snap_masked-mat-_s547-processed-gene-0.61-mRNA-1_1&gene=snap_masked-mat-_s547-processed-gene-0.61&CDS=1-408	YBR010W, YNL031C
54	OG0000054	snap_masked-mat-_s170-processed-gene-1.135-mRNA-1_1&gene=snap_masked-mat-_s170-processed-gene-1.135&CDS=1-1626, snap_masked-mat-_s330-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mat-_s330-processed-gene-0.37&CDS=1-1917, snap_masked-mat-_s551-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mat-_s551-processed-gene-0.17&CDS=1-1935	YBR015C, YJL186W
55	OG0000055	augustus_masked-mat-_s703-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mat-_s703-processed-gene-0.4&CDS=1-1662, genemark-mat-_s66-processed-gene-2.3-mRNA-1_1&gene=genemark-mat-_s66-processed-gene-2.3&CDS=1-594, maker-mat-_s180-snap-gene-0.82-mRNA-1_1&gene=maker-mat-_s180-snap-gene-0.82&CDS=1-1668, snap_masked-mat-_s606-processed-gene-0.102-mRNA-1_1&gene=snap_masked-mat-_s606-processed-gene-0.102&CDS=1-717	YDR207C
56	OG0000056	augustus_masked-mat-_s180-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-mat-_s180-processed-gene-0.5&CDS=1-1653, snap_masked-mat-_s55-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s55-processed-gene-0.2&CDS=1-1806	YDR342C, YDR343C, YHR092C
57	OG0000057	snap_masked-mat-_s180-processed-gene-0.35-mRNA-1_1&gene=snap_masked-mat-_s180-processed-gene-0.35&CDS=1-1272, snap_masked-mat-_s509-processed-gene-1.100-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.100&CDS=1-1197, snap_masked-mat-_s84-processed-gene-0.60-mRNA-1_1&gene=snap_masked-mat-_s84-processed-gene-0.60&CDS=1-1260	YKL106W, YLR027C
58	OG0000058	augustus_masked-mat-_s302-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-mat-_s302-processed-gene-0.97&CDS=1-2463, snap_masked-mat-_s204-processed-gene-0.59-mRNA-1_1&gene=snap_masked-mat-_s204-processed-gene-0.59&CDS=1-267	YBR089C-A, YDL002C, YPR052C
59	OG0000059	snap_masked-mat-_s204-processed-gene-0.96-mRNA-1_1&gene=snap_masked-mat-_s204-processed-gene-0.96&CDS=1-1413, snap_masked-mat-_s67-processed-gene-0.74-mRNA-1_1&gene=snap_masked-mat-_s67-processed-gene-0.74&CDS=1-1449	YCL040W, YDR516C, YGL253W
60	OG0000060	snap_masked-mat-_s210-processed-gene-1.81-mRNA-1_1&gene=snap_masked-mat-_s210-processed-gene-1.81&CDS=1-4512	YBL017C, YIL173W, YJL222W, YNR065C
61	OG0000061	maker-mat-_s330-snap-gene-0.49-mRNA-1_1&gene=maker-mat-_s330-snap-gene-0.49&CDS=1-1917, snap_masked-mat-_s24-processed-gene-0.90-mRNA-1_1&gene=snap_masked-mat-_s24-processed-gene-0.90&CDS=1-1503	YMR169C, YMR170C, YOR374W
62	OG0000062	maker-mat-_s532-snap-gene-0.39-mRNA-1_1&gene=maker-mat-_s532-snap-gene-0.39&CDS=1-3414, snap_masked-mat-_s253-processed-gene-0.49-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-0.49&CDS=1-1701, snap_masked-mat-_s253-processed-gene-2.116-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.116&CDS=1-1752	YJL172W, YOL153C
63	OG0000063	augustus_masked-mat-_s383-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-mat-_s383-processed-gene-0.76&CDS=1-486, snap_masked-mat-_s253-processed-gene-2.103-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.103&CDS=1-540, snap_masked-mat-_s606-processed-gene-0.75-mRNA-1_1&gene=snap_masked-mat-_s606-processed-gene-0.75&CDS=1-618	YDR155C, YDR304C
64	OG0000064	augustus_masked-mat-_s253-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-mat-_s253-processed-gene-2.27&CDS=1-5673, snap_masked-mat-_s253-processed-gene-2.150-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.150&CDS=1-5400, snap_masked-mat-_s510-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mat-_s510-processed-gene-0.12&CDS=1-216	YGR184C, YLR024C
65	OG0000065	augustus_masked-mat-_s757-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-mat-_s757-processed-gene-0.168&CDS=1-1359, snap_masked-mat-_s264-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mat-_s264-processed-gene-0.19&CDS=1-1314	YBL089W, YER119C, YIL088C
66	OG0000066	augustus_masked-mat-_s285-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-mat-_s285-processed-gene-0.11&CDS=1-306, augustus_masked-mat-_s285-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-mat-_s285-processed-gene-0.12&CDS=1-1740, augustus_masked-mat-_s339-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-mat-_s339-processed-gene-0.31&CDS=1-327, snap_masked-mat-_s748-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mat-_s748-processed-gene-0.11&CDS=1-2130	YDR081C
67	OG0000067	snap_masked-mat-_s30-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mat-_s30-processed-gene-0.3&CDS=1-2844, snap_masked-mat-_s306-processed-gene-1.90-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.90&CDS=1-2337, snap_masked-mat-_s91-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mat-_s91-processed-gene-0.10&CDS=1-309	YDL132W, YGR003W
68	OG0000068	augustus_masked-mat-_s326-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-mat-_s326-processed-gene-0.44&CDS=1-4827, snap_masked-mat-_s591-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mat-_s591-processed-gene-0.43&CDS=1-3552	YML072C, YNL087W, YOR086C
69	OG0000069	augustus_masked-mat-_s575-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_s575-processed-gene-0.2&CDS=1-3771, snap_masked-mat-_s376-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mat-_s376-processed-gene-0.40&CDS=1-4572, snap_masked-mat-_s66-processed-gene-2.168-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.168&CDS=1-4374	YDR011W, YOR153W
70	OG0000070	snap_masked-mat-_s38-processed-gene-0.93-mRNA-1_1&gene=snap_masked-mat-_s38-processed-gene-0.93&CDS=1-3621, snap_masked-mat-_s682-processed-gene-0.71-mRNA-1_1&gene=snap_masked-mat-_s682-processed-gene-0.71&CDS=1-3069	YIL002C, YNL106C, YOR109W
71	OG0000071	snap_masked-mat-_s397-processed-gene-1.50-mRNA-1_1&gene=snap_masked-mat-_s397-processed-gene-1.50&CDS=1-1815, snap_masked-mat-_s438-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mat-_s438-processed-gene-0.15&CDS=1-1722, snap_masked-mat-_s90-processed-gene-0.34-mRNA-1_1&gene=snap_masked-mat-_s90-processed-gene-0.34&CDS=1-1734	YDR338C, YHR032W
72	OG0000072	maker-mat-_s409-snap-gene-0.4-mRNA-1_1&gene=maker-mat-_s409-snap-gene-0.4&CDS=1-2214, snap_masked-mat-_s619-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mat-_s619-processed-gene-0.7&CDS=1-1512	YCR065W, YIL131C, YNL068C
73	OG0000073	snap_masked-mat-_s47-processed-gene-1.150-mRNA-1_1&gene=snap_masked-mat-_s47-processed-gene-1.150&CDS=1-3660, snap_masked-mat-_s67-processed-gene-1.13-mRNA-1_1&gene=snap_masked-mat-_s67-processed-gene-1.13&CDS=1-3576	YJL042W, YOR227W, YPL137C
74	OG0000074	snap_masked-mat-_s472-processed-gene-2.62-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-2.62&CDS=1-2814, snap_masked-mat-_s682-processed-gene-0.62-mRNA-1_1&gene=snap_masked-mat-_s682-processed-gene-0.62&CDS=1-2499	YCR037C, YJL198W, YNR013C
75	OG0000075	snap_masked-mat-_s472-processed-gene-4.14-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.14&CDS=1-1026, snap_masked-mat-_s509-processed-gene-0.65-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.65&CDS=1-1002, snap_masked-mat-_s509-processed-gene-1.129-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.129&CDS=1-993	YDL078C, YKL085W
76	OG0000076	augustus_masked-mat-_s485-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_s485-processed-gene-0.2&CDS=1-2517, snap_masked-mat-_s75-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s75-processed-gene-0.2&CDS=1-891	YJL139C, YKL172W, YKR061W
77	OG0000077	snap_masked-mat-_s485-processed-gene-0.74-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-0.74&CDS=1-2904, snap_masked-mat-_s641-processed-gene-0.233-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.233&CDS=1-2526	YDR385W, YKL173W, YOR133W
78	OG0000078	augustus_masked-mat-_s84-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-mat-_s84-processed-gene-0.82&CDS=1-1209, snap_masked-mat-_s512-processed-gene-0.168-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.168&CDS=1-1527, snap_masked-mat-_s66-processed-gene-2.124-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.124&CDS=1-1656	YER133W, YML016C
79	OG0000079	maker-mat-_s574-snap-gene-0.115-mRNA-1_1&gene=maker-mat-_s574-snap-gene-0.115&CDS=1-207	YLR154C-H, YLR156C-A, YLR157C-C, YLR159C-A
80	OG0000080	augustus_masked-mat-_s67-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-mat-_s67-processed-gene-0.96&CDS=1-435, augustus_masked-mat-_s7-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-mat-_s7-processed-gene-0.14&CDS=1-450	YBR067C, YIL011W, YOR010C
81	OG0000081	augustus_masked-mat-_s90-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_s90-processed-gene-0.2&CDS=1-3021, snap_masked-mat-_s67-processed-gene-1.4-mRNA-1_1&gene=snap_masked-mat-_s67-processed-gene-1.4&CDS=1-2952, snap_masked-mat-_s681-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mat-_s681-processed-gene-0.11&CDS=1-3219	YBR038W, YNL192W
82	OG0000082		YKL220C, YLL051C, YNR060W, YOR381W, YOR384W
83	OG0000083	augustus_masked-mat-_C29465-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mat-_C29465-processed-gene-0.0&CDS=1-219, augustus_masked-mat-_s611-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-mat-_s611-processed-gene-0.14&CDS=1-1362, snap_masked-mat-_s617-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mat-_s617-processed-gene-0.1&CDS=1-627	YPL110C
84	OG0000084	augustus_masked-mat-_C32009-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mat-_C32009-processed-gene-0.0&CDS=1-282, snap_masked-mat-_s440-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s440-processed-gene-0.2&CDS=1-861, snap_masked-mat-_s66-processed-gene-0.42-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-0.42&CDS=1-3534	YKL092C
85	OG0000085	augustus_masked-mat-_s15-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-mat-_s15-processed-gene-0.72&CDS=1-477, snap_masked-mat-_C32315-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mat-_C32315-processed-gene-0.1&CDS=1-219, snap_masked-mat-_s253-processed-gene-1.132-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.132&CDS=1-2586	YMR212C
86	OG0000086	augustus_masked-mat-_C32935-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_C32935-processed-gene-0.2&CDS=1-303, augustus_masked-mat-_s570-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mat-_s570-processed-gene-0.9&CDS=1-651, snap_masked-mat-_s491-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mat-_s491-processed-gene-0.4&CDS=1-339	YJR133W
87	OG0000087	augustus_masked-mat-_C32995-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_C32995-processed-gene-0.2&CDS=1-315, augustus_masked-mat-_s382-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_s382-processed-gene-0.2&CDS=1-1035, snap_masked-mat-_s474-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mat-_s474-processed-gene-0.18&CDS=1-2319	YJR090C
88	OG0000088	augustus_masked-mat-_C33377-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_C33377-processed-gene-0.2&CDS=1-276, snap_masked-mat-_s142-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s142-processed-gene-0.2&CDS=1-426, snap_masked-mat-_s306-processed-gene-1.105-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.105&CDS=1-3582	YJL074C
89	OG0000089	augustus_masked-mat-_C40269-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mat-_C40269-processed-gene-0.0&CDS=1-1341, augustus_masked-mat-_C42777-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mat-_C42777-processed-gene-0.0&CDS=1-3552, genemark-mat-_s738-processed-gene-0.6-mRNA-1_1&gene=genemark-mat-_s738-processed-gene-0.6&CDS=1-528, snap_masked-mat-_s499-processed-gene-0.0-mRNA-1_1&gene=snap_masked-mat-_s499-processed-gene-0.0&CDS=1-249	
90	OG0000090	augustus_masked-mat-_C41757-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mat-_C41757-processed-gene-0.0&CDS=1-1758, snap_masked-mat-_s151-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mat-_s151-processed-gene-0.18&CDS=1-1929	YDR398W, YHR196W
91	OG0000091	maker-mat-_s482-augustus-gene-0.68-mRNA-1_1&gene=maker-mat-_s482-augustus-gene-0.68&CDS=1-2559, snap_masked-mat-_C42413-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mat-_C42413-processed-gene-0.1&CDS=1-1044	YMR303C, YOL086C
92	OG0000092	genemark-mat-_s66-processed-gene-1.108-mRNA-1_1&gene=genemark-mat-_s66-processed-gene-1.108&CDS=1-951, snap_masked-mat-_C44921-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mat-_C44921-processed-gene-0.3&CDS=1-984	YBR002C, YMR101C
93	OG0000093	snap_masked-mat-_C45125-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mat-_C45125-processed-gene-0.18&CDS=1-3249	YDR038C, YDR039C, YDR040C
94	OG0000094	snap_masked-mat-_s100-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mat-_s100-processed-gene-0.4&CDS=1-1083, snap_masked-mat-_s573-processed-gene-0.31-mRNA-1_1&gene=snap_masked-mat-_s573-processed-gene-0.31&CDS=1-990	YCL064C, YIL167W
95	OG0000095	snap_masked-mat-_s101-processed-gene-0.251-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.251&CDS=1-1188, snap_masked-mat-_s714-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s714-processed-gene-0.9&CDS=1-1191	YBR025C, YHL014C
96	OG0000096	snap_masked-mat-_s101-processed-gene-0.226-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.226&CDS=1-2412, snap_masked-mat-_s158-processed-gene-0.25-mRNA-1_1&gene=snap_masked-mat-_s158-processed-gene-0.25&CDS=1-1572	YGL257C, YNR059W
97	OG0000097	augustus_masked-mat-_s189-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-mat-_s189-processed-gene-0.11&CDS=1-1941, snap_masked-mat-_s101-processed-gene-0.260-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.260&CDS=1-1521, snap_masked-mat-_s253-processed-gene-0.52-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-0.52&CDS=1-1305	YLR380W
