	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034950_Citeromyces_hawaiiensis
50	OG0000050	YML096W	augustus_masked-scf7180000030908-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000030908-processed-gene-0.0&CDS=1-948, augustus_masked-scf7180000031338-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031338-processed-gene-0.0&CDS=1-516, augustus_masked-scf7180000031436-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000031436-processed-gene-0.27&CDS=1-1485, genemark-scf7180000030908-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000030908-processed-gene-0.8&CDS=1-474
51	OG0000051	YMR055C	augustus_masked-scf7180000028698-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000028698-processed-gene-0.4&CDS=1-804, augustus_masked-scf7180000029818-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000029818-processed-gene-0.0&CDS=1-870, augustus_masked-scf7180000030873-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000030873-processed-gene-0.4&CDS=1-804, genemark-scf7180000030511-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000030511-processed-gene-0.9&CDS=1-855
52	OG0000052	YMR100W	augustus_masked-scf7180000031066-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031066-processed-gene-0.5&CDS=1-1728, snap_masked-scf7180000028675-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000028675-processed-gene-0.5&CDS=1-402, snap_masked-scf7180000029555-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000029555-processed-gene-0.2&CDS=1-462, snap_masked-scf7180000029571-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000029571-processed-gene-0.2&CDS=1-402
53	OG0000053	YMR194W, YPL249C-A	genemark-scf7180000031631-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000031631-processed-gene-0.14&CDS=1-291, maker-scf7180000030705-augustus-gene-0.4-mRNA-1_1&gene=maker-scf7180000030705-augustus-gene-0.4&CDS=1-297, maker-scf7180000030803-augustus-gene-0.10-mRNA-1_1&gene=maker-scf7180000030803-augustus-gene-0.10&CDS=1-297
54	OG0000054	YNL092W	augustus_masked-scf7180000029612-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000029612-processed-gene-0.0&CDS=1-180, augustus_masked-scf7180000031667-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000031667-processed-gene-0.7&CDS=1-438, genemark-scf7180000029459-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000029459-processed-gene-0.1&CDS=1-522, snap_masked-scf7180000031642-processed-gene-0.44-mRNA-1_1&gene=snap_masked-scf7180000031642-processed-gene-0.44&CDS=1-1194
55	OG0000055	YNL098C, YOR101W	maker-scf7180000030791-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000030791-augustus-gene-0.0&CDS=1-432, maker-scf7180000031076-augustus-gene-0.7-mRNA-1_1&gene=maker-scf7180000031076-augustus-gene-0.7&CDS=1-669, snap_masked-scf7180000031597-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000031597-processed-gene-0.2&CDS=1-669
56	OG0000056	YNL151C	augustus_masked-scf7180000029495-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000029495-processed-gene-0.5&CDS=1-678, augustus_masked-scf7180000029496-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000029496-processed-gene-0.4&CDS=1-702, augustus_masked-scf7180000030471-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000030471-processed-gene-0.5&CDS=1-702, augustus_masked-scf7180000031114-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031114-processed-gene-0.5&CDS=1-486
57	OG0000057	YNL152W	augustus_masked-scf7180000031112-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031112-processed-gene-0.4&CDS=1-1503, snap_masked-scf7180000029496-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000029496-processed-gene-0.3&CDS=1-783, snap_masked-scf7180000030471-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000030471-processed-gene-0.15&CDS=1-633, snap_masked-scf7180000031114-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000031114-processed-gene-0.2&CDS=1-1503
58	OG0000058	YNL219C	augustus_masked-scf7180000030077-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000030077-processed-gene-0.2&CDS=1-489, maker-scf7180000031560-snap-gene-0.19-mRNA-1_1&gene=maker-scf7180000031560-snap-gene-0.19&CDS=1-2007, snap_masked-scf7180000029880-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000029880-processed-gene-0.1&CDS=1-588, snap_masked-scf7180000031044-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000031044-processed-gene-0.3&CDS=1-765
59	OG0000059	YOL055C, YPL258C, YPR121W	augustus_masked-scf7180000030600-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000030600-processed-gene-0.5&CDS=1-1563, snap_masked-scf7180000030688-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000030688-processed-gene-0.10&CDS=1-681
60	OG0000060		augustus_masked-scf7180000030027-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000030027-processed-gene-0.2&CDS=1-537, snap_masked-scf7180000029294-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000029294-processed-gene-0.0&CDS=1-264, snap_masked-scf7180000031428-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000031428-processed-gene-0.3&CDS=1-399, snap_masked-scf7180000031577-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scf7180000031577-processed-gene-0.57&CDS=1-1824, snap_masked-scf7180000031577-processed-gene-0.71-mRNA-1_1&gene=snap_masked-scf7180000031577-processed-gene-0.71&CDS=1-1623
61	OG0000061	YAL011W	augustus_masked-scf7180000031007-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000031007-processed-gene-0.18&CDS=1-2025, snap_masked-scf7180000029952-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000029952-processed-gene-0.1&CDS=1-297, snap_masked-scf7180000031606-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000031606-processed-gene-0.15&CDS=1-405
62	OG0000062	YBL003C, YDR225W	augustus_masked-scf7180000030476-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000030476-processed-gene-0.43&CDS=1-393, augustus_masked-scf7180000030529-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000030529-processed-gene-0.13&CDS=1-390
63	OG0000063	YBL009W, YGL021W	augustus_masked-scf7180000030781-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000030781-processed-gene-0.0&CDS=1-399, snap_masked-scf7180000031480-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000031480-processed-gene-0.2&CDS=1-1806
64	OG0000064	YBL067C, YER098W	augustus_masked-scf7180000030694-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000030694-processed-gene-0.0&CDS=1-657, augustus_masked-scf7180000031432-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031432-processed-gene-0.4&CDS=1-1788
65	OG0000065	YBR009C, YNL030W	augustus_masked-scf7180000030534-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000030534-processed-gene-0.40&CDS=1-309, augustus_masked-scf7180000031468-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000031468-processed-gene-0.44&CDS=1-309
66	OG0000066	YBR010W, YNL031C	augustus_masked-scf7180000030534-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scf7180000030534-processed-gene-0.48&CDS=1-408, augustus_masked-scf7180000031468-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000031468-processed-gene-0.18&CDS=1-408
67	OG0000067	YBR014C, YDL010W	augustus_masked-scf7180000031257-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031257-processed-gene-0.4&CDS=1-624, augustus_masked-scf7180000031427-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000031427-processed-gene-0.20&CDS=1-624
68	OG0000068	YBR151W	augustus_masked-scf7180000030586-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000030586-processed-gene-0.29&CDS=1-852, augustus_masked-scf7180000031552-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000031552-processed-gene-0.13&CDS=1-852, genemark-scf7180000031073-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000031073-processed-gene-0.2&CDS=1-369
69	OG0000069	YCL045C	augustus_masked-scf7180000030759-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000030759-processed-gene-0.5&CDS=1-2361, snap_masked-scf7180000030112-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000030112-processed-gene-0.0&CDS=1-411, snap_masked-scf7180000031006-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000031006-processed-gene-0.11&CDS=1-246
70	OG0000070	YCL050C, YDR530C	augustus_masked-scf7180000029046-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000029046-processed-gene-0.2&CDS=1-543, augustus_masked-scf7180000031570-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031570-processed-gene-0.5&CDS=1-990
71	OG0000071	YCL067C, YCR039C, YCR096C	snap_masked-scf7180000030232-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000030232-processed-gene-0.0&CDS=1-267
72	OG0000072	YCL068C, YCR038C	augustus_masked-scf7180000031538-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031538-processed-gene-0.2&CDS=1-3165, snap_masked-scf7180000031663-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000031663-processed-gene-0.12&CDS=1-249
73	OG0000073	YCR071C	augustus_masked-scf7180000028828-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000028828-processed-gene-0.0&CDS=1-351, genemark-scf7180000030277-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000030277-processed-gene-0.3&CDS=1-330, genemark-scf7180000031158-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000031158-processed-gene-0.5&CDS=1-330
74	OG0000074	YCR091W, YNR047W	augustus_masked-scf7180000029489-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000029489-processed-gene-0.0&CDS=1-828, augustus_masked-scf7180000030682-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000030682-processed-gene-0.0&CDS=1-450
75	OG0000075	YDL001W	augustus_masked-scf7180000029007-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000029007-processed-gene-0.0&CDS=1-1161, augustus_masked-scf7180000030529-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000030529-processed-gene-0.10&CDS=1-1161, augustus_masked-scf7180000030642-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000030642-processed-gene-0.8&CDS=1-1161
76	OG0000076	YDL134C	augustus_masked-scf7180000029535-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000029535-processed-gene-0.2&CDS=1-1056, augustus_masked-scf7180000030603-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000030603-processed-gene-0.60&CDS=1-1056, augustus_masked-scf7180000031523-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000031523-processed-gene-0.8&CDS=1-1056
77	OG0000077	YDR027C	augustus_masked-scf7180000028696-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000028696-processed-gene-0.10&CDS=1-3189, augustus_masked-scf7180000029863-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000029863-processed-gene-0.2&CDS=1-699, augustus_masked-scf7180000030636-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000030636-processed-gene-0.10&CDS=1-639
78	OG0000078	YDR038C, YDR039C, YDR040C	augustus_masked-scf7180000031572-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031572-processed-gene-0.2&CDS=1-3144
79	OG0000079	YDR103W, YJL157C	augustus_masked-scf7180000029522-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000029522-processed-gene-0.2&CDS=1-1653, augustus_masked-scf7180000031675-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000031675-processed-gene-0.50&CDS=1-2223
80	OG0000080	YDR122W, YLR096W	augustus_masked-scf7180000030514-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000030514-processed-gene-0.1&CDS=1-807, augustus_masked-scf7180000030525-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000030525-processed-gene-0.2&CDS=1-2796
81	OG0000081	YDR144C, YLR120C, YLR121C	augustus_masked-scf7180000031146-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000031146-processed-gene-0.17&CDS=1-1785
82	OG0000082	YDR277C, YOR047C	augustus_masked-scf7180000030456-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000030456-processed-gene-0.23&CDS=1-1335, augustus_masked-scf7180000030685-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000030685-processed-gene-0.11&CDS=1-879
83	OG0000083	YDR351W, YHR103W	augustus_masked-scf7180000029809-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000029809-processed-gene-0.0&CDS=1-633, snap_masked-scf7180000030884-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000030884-processed-gene-0.8&CDS=1-1713
84	OG0000084	YDR411C, YNR032W	augustus_masked-scf7180000031561-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000031561-processed-gene-0.7&CDS=1-1008, maker-scf7180000030763-augustus-gene-0.10-mRNA-1_1&gene=maker-scf7180000030763-augustus-gene-0.10&CDS=1-1071
85	OG0000085	YDR440W	augustus_masked-scf7180000030740-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000030740-processed-gene-0.4&CDS=1-1521, augustus_masked-scf7180000031269-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000031269-processed-gene-0.10&CDS=1-363, snap_masked-scf7180000028866-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000028866-processed-gene-0.11&CDS=1-1407
86	OG0000086	YDR447C, YML024W	augustus_masked-scf7180000031571-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000031571-processed-gene-0.7&CDS=1-408, genemark-scf7180000030964-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000030964-processed-gene-0.3&CDS=1-360
87	OG0000087	YDR505C, YLR177W	augustus_masked-scf7180000030776-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000030776-processed-gene-0.1&CDS=1-1425, augustus_masked-scf7180000031500-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031500-processed-gene-0.3&CDS=1-804
88	OG0000088	YDR536W	augustus_masked-scf7180000028964-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000028964-processed-gene-0.2&CDS=1-1212, augustus_masked-scf7180000030458-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000030458-processed-gene-0.2&CDS=1-1695, snap_masked-scf7180000029487-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000029487-processed-gene-0.1&CDS=1-1413
89	OG0000089	YEL022W, YJR031C	augustus_masked-scf7180000030599-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000030599-processed-gene-0.6&CDS=1-1395, augustus_masked-scf7180000031176-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031176-processed-gene-0.4&CDS=1-4200
90	OG0000090	YER041W	augustus_masked-scf7180000031625-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000031625-processed-gene-0.50&CDS=1-1197, augustus_masked-scf7180000031625-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000031625-processed-gene-0.51&CDS=1-516, snap_masked-scf7180000031619-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000031619-processed-gene-0.5&CDS=1-2208
91	OG0000091	YER075C	augustus_masked-scf7180000030463-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000030463-processed-gene-0.56&CDS=1-1914, augustus_masked-scf7180000030570-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000030570-processed-gene-0.2&CDS=1-1737, augustus_masked-scf7180000031629-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000031629-processed-gene-0.32&CDS=1-843
92	OG0000092	YER185W, YGR213C, YLR046C	augustus_masked-scf7180000028629-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000028629-processed-gene-0.8&CDS=1-882
93	OG0000093	YFL059W, YMR096W, YNL333W	augustus_masked-scf7180000031496-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000031496-processed-gene-0.30&CDS=1-885
94	OG0000094	YFL060C, YMR095C, YNL334C	augustus_masked-scf7180000031496-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000031496-processed-gene-0.26&CDS=1-693
95	OG0000095	YFR006W	augustus_masked-scf7180000029491-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000029491-processed-gene-0.0&CDS=1-1239, augustus_masked-scf7180000030506-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000030506-processed-gene-0.5&CDS=1-1029, genemark-scf7180000030469-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000030469-processed-gene-0.8&CDS=1-1116
96	OG0000096	YGL043W	augustus_masked-scf7180000029001-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000029001-processed-gene-0.2&CDS=1-837, augustus_masked-scf7180000030695-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000030695-processed-gene-0.8&CDS=1-627, augustus_masked-scf7180000031255-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031255-processed-gene-0.4&CDS=1-837
97	OG0000097	YGL073W	augustus_masked-scf7180000031678-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000031678-processed-gene-0.30&CDS=1-1296, snap_masked-scf7180000029924-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000029924-processed-gene-0.4&CDS=1-189, snap_masked-scf7180000030401-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000030401-processed-gene-0.0&CDS=1-225
98	OG0000098	YGL198W	augustus_masked-scf7180000029585-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000029585-processed-gene-0.0&CDS=1-915, augustus_masked-scf7180000031149-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000031149-processed-gene-0.15&CDS=1-915, augustus_masked-scf7180000031451-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000031451-processed-gene-0.33&CDS=1-930
99	OG0000099	YGL233W	augustus_masked-scf7180000029601-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000029601-processed-gene-0.0&CDS=1-516, snap_masked-scf7180000031223-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000031223-processed-gene-0.7&CDS=1-2319, snap_masked-scf7180000031683-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000031683-processed-gene-0.0&CDS=1-639
100	OG0000100	YGL257C, YNR059W	augustus_masked-scf7180000031250-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031250-processed-gene-0.2&CDS=1-2436, snap_masked-scf7180000030493-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000030493-processed-gene-0.12&CDS=1-1899
101	OG0000101	YGR048W	augustus_masked-scf7180000028801-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000028801-processed-gene-0.3&CDS=1-984, augustus_masked-scf7180000028810-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000028810-processed-gene-0.0&CDS=1-918, augustus_masked-scf7180000030497-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000030497-processed-gene-0.1&CDS=1-948
102	OG0000102	YGR098C	augustus_masked-scf7180000028629-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000028629-processed-gene-0.2&CDS=1-966, augustus_masked-scf7180000028685-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000028685-processed-gene-0.3&CDS=1-4647, snap_masked-scf7180000028629-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000028629-processed-gene-0.14&CDS=1-618
103	OG0000103	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	
104	OG0000104	YGR141W, YPR157W	augustus_masked-scf7180000029668-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000029668-processed-gene-0.7&CDS=1-1248, snap_masked-scf7180000029712-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000029712-processed-gene-0.1&CDS=1-714
105	OG0000105	YGR234W	augustus_masked-scf7180000030594-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000030594-processed-gene-0.8&CDS=1-1044, genemark-scf7180000029518-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000029518-processed-gene-0.0&CDS=1-1152, snap_masked-scf7180000030489-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000030489-processed-gene-0.15&CDS=1-1047
106	OG0000106	YGR284C	augustus_masked-scf7180000028834-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000028834-processed-gene-0.2&CDS=1-870, augustus_masked-scf7180000030619-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000030619-processed-gene-0.13&CDS=1-870, augustus_masked-scf7180000031220-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000031220-processed-gene-0.13&CDS=1-870
107	OG0000107	YHL003C, YKL008C	augustus_masked-scf7180000029971-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000029971-processed-gene-0.2&CDS=1-819, augustus_masked-scf7180000031593-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000031593-processed-gene-0.13&CDS=1-819
108	OG0000108	YHL019C, YPL259C	snap_masked-scf7180000031033-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000031033-processed-gene-0.7&CDS=1-1323, snap_masked-scf7180000031174-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000031174-processed-gene-0.5&CDS=1-1527
