	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034629_Pichia_exigua
57	OG0000057	YNL283C, YOL105C, YOR008C	augustus_masked-flattened_line_18-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.7&CDS=1-1332, augustus_masked-flattened_line_2-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.68&CDS=1-1104
58	OG0000058	YOL119C, YOR306C	genemark-flattened_line_12-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.36&CDS=1-1569, maker-flattened_line_32-augustus-gene-0.197-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-0.197&CDS=1-2034, maker-flattened_line_38-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.1&CDS=1-2784
59	OG0000059	YAL007C, YDL018C, YOR016C	snap_masked-flattened_line_10-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.104&CDS=1-525
60	OG0000060	YAL054C, YLR153C	augustus_masked-flattened_line_150-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.8&CDS=1-2016, augustus_masked-flattened_line_66-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.5&CDS=1-2028
61	OG0000061	YAL067C, YCR028C, YGR065C	snap_masked-flattened_line_8-processed-gene-3.150-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.150&CDS=1-177
62	OG0000062	YAR035W, YER024W	augustus_masked-flattened_line_46-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.166&CDS=1-2262, augustus_masked-flattened_line_58-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.123&CDS=1-2130
63	OG0000063	YBL002W, YDR224C	augustus_masked-flattened_line_28-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.64&CDS=1-384, augustus_masked-flattened_line_4-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.53&CDS=1-387
64	OG0000064	YBL003C, YDR225W	augustus_masked-flattened_line_28-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.87&CDS=1-393, augustus_masked-flattened_line_4-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.93&CDS=1-393
65	OG0000065	YBL052C, YOR244W	augustus_masked-flattened_line_12-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.54&CDS=1-1410, augustus_masked-flattened_line_136-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.29&CDS=1-1653
66	OG0000066	YBR002C, YMR101C	augustus_masked-flattened_line_22-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.65&CDS=1-849, augustus_masked-flattened_line_8-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.62&CDS=1-912
67	OG0000067	YBR006W, YDR294C	augustus_masked-flattened_line_32-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.81&CDS=1-1500, maker-flattened_line_100-augustus-gene-0.25-mRNA-1_1&gene=maker-flattened_line_100-augustus-gene-0.25&CDS=1-2916
68	OG0000068	YBR009C, YNL030W	augustus_masked-flattened_line_102-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.40&CDS=1-309, augustus_masked-flattened_line_62-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.152&CDS=1-309
69	OG0000069	YBR010W, YNL031C	augustus_masked-flattened_line_102-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.29&CDS=1-408, augustus_masked-flattened_line_62-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.184&CDS=1-408
70	OG0000070	YBR025C, YHL014C	augustus_masked-flattened_line_62-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.175&CDS=1-1185, snap_masked-flattened_line_18-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.108&CDS=1-1224
71	OG0000071	YBR038W, YNL192W	augustus_masked-flattened_line_46-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.155&CDS=1-2901, augustus_masked-flattened_line_80-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.111&CDS=1-3081
72	OG0000072	YBR067C, YIL011W, YOR010C	augustus_masked-flattened_line_8-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.63&CDS=1-582
73	OG0000073	YBR073W, YGL163C	augustus_masked-flattened_line_62-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.161&CDS=1-2685, augustus_masked-flattened_line_82-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.79&CDS=1-4284
74	OG0000074	YBR151W, YML050W	snap_masked-flattened_line_32-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.129&CDS=1-780, snap_masked-flattened_line_52-processed-gene-0.180-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.180&CDS=1-918
75	OG0000075	YBR199W, YJR139C	augustus_masked-flattened_line_46-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.168&CDS=1-1407, maker-flattened_line_40-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.4&CDS=1-2172
76	OG0000076	YBR200W, YHR042W	augustus_masked-flattened_line_104-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.5&CDS=1-4743, augustus_masked-flattened_line_36-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.17&CDS=1-5778
77	OG0000077	YBR237W, YNL112W	augustus_masked-flattened_line_2-processed-gene-4.183-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.183&CDS=1-2964, augustus_masked-flattened_line_6-processed-gene-3.213-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.213&CDS=1-1614
78	OG0000078	YBR238C, YGL107C	maker-flattened_line_8-snap-gene-2.2-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-2.2&CDS=1-3420, snap_masked-flattened_line_38-processed-gene-0.193-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.193&CDS=1-1908
79	OG0000079	YBR249C, YDR035W	augustus_masked-flattened_line_62-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.143&CDS=1-1083, genemark-flattened_line_20-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.110&CDS=1-1113
80	OG0000080	YBR263W, YLR058C	augustus_masked-flattened_line_34-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.109&CDS=1-1470, augustus_masked-flattened_line_76-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.77&CDS=1-1410
81	OG0000081	YBR283C, YLR378C	augustus_masked-flattened_line_18-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.69&CDS=1-1434, augustus_masked-flattened_line_8-processed-gene-3.175-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.175&CDS=1-1449
82	OG0000082	YBR293W, YDR128W	augustus_masked-flattened_line_26-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.75&CDS=1-7428, augustus_masked-flattened_line_8-processed-gene-3.174-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.174&CDS=1-1623
83	OG0000083	YBR294W, YLR092W	augustus_masked-flattened_line_4-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.100&CDS=1-2640, augustus_masked-flattened_line_52-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.140&CDS=1-2679
84	OG0000084	YCL037C, YDR515W	augustus_masked-flattened_line_22-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.82&CDS=1-1887, augustus_masked-flattened_line_32-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.89&CDS=1-1608
85	OG0000085	YCR010C, YNR002C	genemark-flattened_line_122-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.34&CDS=1-495, snap_masked-flattened_line_74-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.139&CDS=1-840
86	OG0000086	YCR034W, YLR372W	augustus_masked-flattened_line_0-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.34&CDS=1-957, augustus_masked-flattened_line_6-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.2&CDS=1-918
87	OG0000087	YCR060W, YOR007C	augustus_masked-flattened_line_24-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.86&CDS=1-1053, snap_masked-flattened_line_34-processed-gene-0.214-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.214&CDS=1-1023
88	OG0000088	YCR102C, YLR460C, YNL134C	augustus_masked-flattened_line_20-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.22&CDS=1-1116
89	OG0000089	YDL126C, YLR397C	maker-flattened_line_32-augustus-gene-0.208-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-0.208&CDS=1-2412, snap_masked-flattened_line_18-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.18&CDS=1-2505
90	OG0000090	YDL132W, YGR003W	augustus_masked-flattened_line_14-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.60&CDS=1-2520, maker-flattened_line_0-augustus-gene-5.134-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.134&CDS=1-3918
91	OG0000091	YDL134C, YNR032W	augustus_masked-flattened_line_0-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.45&CDS=1-1062, augustus_masked-flattened_line_22-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.155&CDS=1-1056
92	OG0000092	YDL138W, YDL194W	augustus_masked-flattened_line_14-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.32&CDS=1-1629, maker-flattened_line_0-augustus-gene-5.133-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.133&CDS=1-3993
93	OG0000093	YDL174C	augustus_masked-flattened_line_32-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.74&CDS=1-1752, genemark-flattened_line_12-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.117&CDS=1-1848, snap_masked-flattened_line_0-processed-gene-5.91-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.91&CDS=1-1707
94	OG0000094	YDL210W	augustus_masked-flattened_line_12-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.69&CDS=1-1674, augustus_masked-flattened_line_42-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.161&CDS=1-1659, snap_masked-flattened_line_40-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.152&CDS=1-1656
95	OG0000095	YDR032C	augustus_masked-flattened_line_0-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.35&CDS=1-1998, augustus_masked-flattened_line_0-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.36&CDS=1-594, augustus_masked-flattened_line_20-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.17&CDS=1-603
96	OG0000096	YDR037W, YNL073W	augustus_masked-flattened_line_116-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.54&CDS=1-1770, augustus_masked-flattened_line_18-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.29&CDS=1-1653
97	OG0000097	YDR038C, YDR039C, YDR040C	augustus_masked-flattened_line_8-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.48&CDS=1-3216
98	OG0000098	YDR135C, YLL015W	augustus_masked-flattened_line_16-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.147&CDS=1-4647, snap_masked-flattened_line_0-processed-gene-4.111-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.111&CDS=1-4692
99	OG0000099	YDR143C	augustus_masked-flattened_line_42-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.168&CDS=1-951, augustus_masked-flattened_line_68-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.27&CDS=1-2238, genemark-flattened_line_12-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.126&CDS=1-480
100	OG0000100	YDR178W, YLR164W	augustus_masked-flattened_line_12-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.127&CDS=1-468, augustus_masked-flattened_line_56-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.160&CDS=1-495
101	OG0000101	YDR214W, YNL281W	augustus_masked-flattened_line_18-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.20&CDS=1-447, augustus_masked-flattened_line_54-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.180&CDS=1-984
102	OG0000102	YDR235W, YML046W	augustus_masked-flattened_line_28-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.99&CDS=1-1971, augustus_masked-flattened_line_4-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.87&CDS=1-1533
103	OG0000103	YDR242W	augustus_masked-flattened_line_24-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.24&CDS=1-1716, augustus_masked-flattened_line_42-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.159&CDS=1-1608, augustus_masked-flattened_line_80-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.102&CDS=1-1656
104	OG0000104	YDR313C, YDR323C	augustus_masked-flattened_line_16-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.123&CDS=1-1515, genemark-flattened_line_28-processed-gene-1.152-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.152&CDS=1-2499
105	OG0000105	YDR368W, YOR120W	augustus_masked-flattened_line_50-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.59&CDS=1-921, snap_masked-flattened_line_108-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.51&CDS=1-945
106	OG0000106	YDR388W, YMR032W	augustus_masked-flattened_line_16-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.114&CDS=1-1428, augustus_masked-flattened_line_24-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.133&CDS=1-1947
107	OG0000107	YDR399W, YJR133W	augustus_masked-flattened_line_100-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.40&CDS=1-636, augustus_masked-flattened_line_2-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.59&CDS=1-621
108	OG0000108	YDR458C, YML034W	augustus_masked-flattened_line_40-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.75&CDS=1-2061, snap_masked-flattened_line_36-processed-gene-0.165-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.165&CDS=1-2226
109	OG0000109	YDR463W, YHR006W	snap_masked-flattened_line_10-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.95&CDS=1-1452, snap_masked-flattened_line_6-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.110&CDS=1-6003
110	OG0000110	YDR466W, YPL203W	augustus_masked-flattened_line_110-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.39&CDS=1-1548, augustus_masked-flattened_line_66-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.45&CDS=1-3084
111	OG0000111	YDR497C, YOL103W	augustus_masked-flattened_line_6-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.14&CDS=1-1653, augustus_masked-flattened_line_6-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.3&CDS=1-1560
112	OG0000112	YEL036C, YML115C	augustus_masked-flattened_line_14-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.35&CDS=1-1485, snap_masked-flattened_line_108-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.53&CDS=1-1371
113	OG0000113	YER005W	augustus_masked-flattened_line_54-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.177&CDS=1-4071, genemark-flattened_line_10-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.25&CDS=1-2106, maker-flattened_line_4-snap-gene-3.7-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.7&CDS=1-8151
114	OG0000114	YER014W, YKL040C	genemark-flattened_line_0-processed-gene-4.3-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.3&CDS=1-5019, maker-flattened_line_22-snap-gene-1.97-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-1.97&CDS=1-846
115	OG0000115	YER017C, YMR089C	genemark-flattened_line_10-processed-gene-2.42-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.42&CDS=1-2154, genemark-flattened_line_66-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.151&CDS=1-2646
116	OG0000116	YER047C, YPR173C	augustus_masked-flattened_line_38-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.125&CDS=1-1959, augustus_masked-flattened_line_6-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.29&CDS=1-1335
117	OG0000117	YER054C, YIL045W	augustus_masked-flattened_line_42-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.180&CDS=1-2325, augustus_masked-flattened_line_78-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.116&CDS=1-1956
118	OG0000118	YER067W, YIL057C	augustus_masked-flattened_line_18-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.41&CDS=1-570, augustus_masked-flattened_line_2-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.41&CDS=1-531
119	OG0000119	YER111C, YLR182W	augustus_masked-flattened_line_16-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.132&CDS=1-3270, augustus_masked-flattened_line_40-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.98&CDS=1-2697
120	OG0000120	YER172C, YGR271W	augustus_masked-flattened_line_46-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.187&CDS=1-6735, maker-flattened_line_0-augustus-gene-2.125-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.125&CDS=1-9888
121	OG0000121	YER176W, YOR330C	augustus_masked-flattened_line_70-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.125&CDS=1-7089, snap_masked-flattened_line_58-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.156&CDS=1-3681
122	OG0000122	YFL011W, YMR011W	augustus_masked-flattened_line_0-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.78&CDS=1-1653, augustus_masked-flattened_line_12-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.124&CDS=1-1767
123	OG0000123	YFL059W, YMR096W, YNL333W	augustus_masked-flattened_line_40-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.73&CDS=1-897
124	OG0000124	YFL060C, YMR095C, YNL334C	augustus_masked-flattened_line_40-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.104&CDS=1-732
