	OrthologID	Candida_intermedia	Saccharomyces_cerevisiae
46	OG0000046	-processed-gene-1.5-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-1.5&CDS=1-1884, -snap-gene-11.238-mRNA-1_1&gene=maker-gi|1002316278|dbj|BCGD01000005.1|-snap-gene-11.238&CDS=1-6327	YDR144C, YLR120C, YLR121C
47	OG0000047	-processed-gene-10.65-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.65&CDS=1-594, -processed-gene-4.69-mRNA-1_1&gene=snap_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-4.69&CDS=1-885, -processed-gene-5.115-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.115&CDS=1-897	YIR013C, YLR013W
48	OG0000048	-processed-gene-16.152-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-16.152&CDS=1-2856, -processed-gene-6.117-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.117&CDS=1-2517	YCR037C, YJL198W, YNR013C
49	OG0000049	-processed-gene-6.123-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.123&CDS=1-3645, -processed-gene-6.97-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-6.97&CDS=1-3423	YIL002C, YNL106C, YOR109W
50	OG0000050	-processed-gene-13.4-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.4&CDS=1-705	YDR533C, YMR322C, YOR391C, YPL280W
51	OG0000051	-processed-gene-13.45-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.45&CDS=1-1044, -processed-gene-18.19-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-18.19&CDS=1-1188, -processed-gene-19.97-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-19.97&CDS=1-1044	YMR303C, YOL086C
52	OG0000052	-processed-gene-14.128-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-14.128&CDS=1-3408, -processed-gene-17.47-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-17.47&CDS=1-3309	YDR038C, YDR039C, YDR040C
53	OG0000053	-processed-gene-15.125-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-15.125&CDS=1-408, -processed-gene-18.6-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-18.6&CDS=1-408, -processed-gene-6.112-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.112&CDS=1-408	YBR010W, YNL031C
54	OG0000054	-processed-gene-5.118-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-5.118&CDS=1-960, -processed-gene-9.85-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.85&CDS=1-969	YBL068W, YER099C, YHL011C
55	OG0000055	-processed-gene-13.115-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-13.115&CDS=1-1767, -snap-gene-20.74-mRNA-1_1&gene=maker-gi|1002316281|dbj|BCGD01000002.1|-snap-gene-20.74&CDS=1-408, -snap-gene-20.75-mRNA-1_1&gene=maker-gi|1002316281|dbj|BCGD01000002.1|-snap-gene-20.75&CDS=1-471, -snap-gene-20.76-mRNA-1_1&gene=maker-gi|1002316281|dbj|BCGD01000002.1|-snap-gene-20.76&CDS=1-306	YLR149C
56	OG0000056	-processed-gene-17.48-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-17.48&CDS=1-2088	YBR297W, YFL052W, YGR288W, YPR196W
57	OG0000057	-processed-gene-17.49-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-17.49&CDS=1-1740	YBR298C, YDL247W, YGR289C, YJR160C
58	OG0000058		YKL220C, YLL051C, YNR060W, YOR381W, YOR384W
59	OG0000059	-processed-gene-0.6-mRNA-1_1&gene=genemark-gi|1002316274|dbj|BCGD01000009.1|-processed-gene-0.6&CDS=1-1071, -processed-gene-4.44-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.44&CDS=1-1095	YCR105W, YMR318C
60	OG0000060	-processed-gene-0.7-mRNA-1_1&gene=genemark-gi|1002316274|dbj|BCGD01000009.1|-processed-gene-0.7&CDS=1-930, -processed-gene-7.31-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-7.31&CDS=1-912	YDR368W, YOR120W
61	OG0000061	-processed-gene-1.4-mRNA-1_1&gene=genemark-gi|1002316275|dbj|BCGD01000008.1|-processed-gene-1.4&CDS=1-978, -processed-gene-15.9-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-15.9&CDS=1-984	YIL035C, YOR061W
62	OG0000062	-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-gi|1002316275|dbj|BCGD01000008.1|-processed-gene-2.48&CDS=1-8190, -processed-gene-9.123-mRNA-1_1&gene=augustus_masked-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.123&CDS=1-7590	YLR454W, YPR117W
63	OG0000063	-processed-gene-10.29-mRNA-1_1&gene=snap_masked-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-10.29&CDS=1-1743, -processed-gene-2.96-mRNA-1_1&gene=genemark-gi|1002316275|dbj|BCGD01000008.1|-processed-gene-2.96&CDS=1-1890	YDR398W, YHR196W
64	OG0000064	-processed-gene-2.37-mRNA-1_1&gene=snap_masked-gi|1002316275|dbj|BCGD01000008.1|-processed-gene-2.37&CDS=1-723, -processed-gene-22.178-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-22.178&CDS=1-765, -processed-gene-4.61-mRNA-1_1&gene=genemark-gi|1002316275|dbj|BCGD01000008.1|-processed-gene-4.61&CDS=1-720	YIR038C
65	OG0000065	-processed-gene-2.107-mRNA-1_1&gene=genemark-gi|1002316275|dbj|BCGD01000008.1|-processed-gene-2.107&CDS=1-2214, -processed-gene-5.83-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.83&CDS=1-1704	YFL050C, YOL130W
66	OG0000066	-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-gi|1002316275|dbj|BCGD01000008.1|-processed-gene-3.76&CDS=1-4614, -processed-gene-6.102-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-6.102&CDS=1-3765	YIL126W, YOR290C
67	OG0000067	-processed-gene-16.40-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-16.40&CDS=1-1119, -processed-gene-4.9-mRNA-1_1&gene=genemark-gi|1002316275|dbj|BCGD01000008.1|-processed-gene-4.9&CDS=1-1098	YBR249C, YDR035W
68	OG0000068	-augustus-gene-1.144-mRNA-1_1&gene=maker-gi|1002316280|dbj|BCGD01000003.1|-augustus-gene-1.144&CDS=1-2568, -processed-gene-0.19-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-0.19&CDS=1-1563, -processed-gene-4.60-mRNA-1_1&gene=genemark-gi|1002316275|dbj|BCGD01000008.1|-processed-gene-4.60&CDS=1-1614	YER156C
69	OG0000069	-processed-gene-0.125-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-0.125&CDS=1-1653, -processed-gene-18.105-mRNA-1_1&gene=snap_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-18.105&CDS=1-1665	YIR031C, YNL117W
70	OG0000070	-processed-gene-0.103-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-0.103&CDS=1-1185, -processed-gene-17.89-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-17.89&CDS=1-1209	YHR179W, YPL171C
71	OG0000071	-processed-gene-1.119-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-1.119&CDS=1-2331, -processed-gene-3.48-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-3.48&CDS=1-2268	YAL023C, YGR199W
72	OG0000072	-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-1.39&CDS=1-447, -processed-gene-2.108-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-2.108&CDS=1-477	YBR109C, YPR188C
73	OG0000073	-processed-gene-1.121-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-1.121&CDS=1-780, -processed-gene-11.20-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-11.20&CDS=1-1236	YJL079C, YKR013W
74	OG0000074	-processed-gene-11.117-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.117&CDS=1-2742, -processed-gene-3.118-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-3.118&CDS=1-2406	YFL047W, YHR182W
75	OG0000075	-processed-gene-20.18-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.18&CDS=1-543, -processed-gene-3.107-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-3.107&CDS=1-540	YDL137W, YDL192W
76	OG0000076	-processed-gene-5.107-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-5.107&CDS=1-1548, -snap-gene-12.40-mRNA-1_1&gene=maker-gi|1002316279|dbj|BCGD01000004.1|-snap-gene-12.40&CDS=1-1191	YER133W, YML016C
77	OG0000077	-processed-gene-5.112-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-5.112&CDS=1-2016, -processed-gene-6.46-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.46&CDS=1-2070	YAL054C, YLR153C
78	OG0000078	-processed-gene-13.129-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-13.129&CDS=1-966, -processed-gene-5.115-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-5.115&CDS=1-783	YDL002C, YDR174W
79	OG0000079	-processed-gene-14.16-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-14.16&CDS=1-1239, -processed-gene-7.51-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-7.51&CDS=1-1359, -processed-gene-7.52-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-7.52&CDS=1-1290	YOR099W
80	OG0000080	-processed-gene-4.51-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-4.51&CDS=1-2859, -processed-gene-7.54-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-7.54&CDS=1-2385	YER017C, YMR089C
81	OG0000081	-processed-gene-11.9-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.9&CDS=1-2493, -processed-gene-8.71-mRNA-1_1&gene=snap_masked-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.71&CDS=1-1905	YER075C, YOR208W
82	OG0000082	-processed-gene-4.3-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.3&CDS=1-1572, -processed-gene-8.23-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.23&CDS=1-1335	YDL091C, YML013W
83	OG0000083	-processed-gene-9.10-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-9.10&CDS=1-1350, -processed-gene-9.40-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.40&CDS=1-1218	YLR090W, YNL064C
84	OG0000084	-processed-gene-10.69-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.69&CDS=1-1233, -processed-gene-10.79-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.79&CDS=1-1062	YKR042W, YNL066W
85	OG0000085	-processed-gene-11.148-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.148&CDS=1-1014, -processed-gene-18.28-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-18.28&CDS=1-1014	YDR541C, YOL151W
86	OG0000086	-processed-gene-12.48-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-12.48&CDS=1-2715, -processed-gene-12.62-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-12.62&CDS=1-2712, -processed-gene-4.32-mRNA-1_1&gene=augustus_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-4.32&CDS=1-2655	YPR194C
87	OG0000087	-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-7.40&CDS=1-1023, -processed-gene-7.60-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.60&CDS=1-1173	YOR390W, YPL279C
88	OG0000088	-processed-gene-11.121-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-11.121&CDS=1-1536, -processed-gene-15.20-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-15.20&CDS=1-1539	YBR020W, YDR009W
89	OG0000089	-processed-gene-1.32-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-1.32&CDS=1-954, -processed-gene-11.83-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-11.83&CDS=1-945, -processed-gene-9.98-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.98&CDS=1-954	YHR104W
90	OG0000090	-processed-gene-0.5-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-0.5&CDS=1-1815	YOR389W, YPL277C, YPL278C
91	OG0000091	-processed-gene-0.15-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-0.15&CDS=1-774, -processed-gene-12.138-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-12.138&CDS=1-777	YHL033C, YLL045C
92	OG0000092	-processed-gene-0.58-mRNA-1_1&gene=snap_masked-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-0.58&CDS=1-762, -processed-gene-13.119-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-13.119&CDS=1-1377	YFR031C-A, YIL018W
93	OG0000093	-processed-gene-1.20-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-1.20&CDS=1-2955, -processed-gene-3.65-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.65&CDS=1-2829	YGR240C, YMR205C
94	OG0000094	-processed-gene-2.66-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-2.66&CDS=1-1227, -processed-gene-6.63-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-6.63&CDS=1-1281	YDL066W, YLR174W
95	OG0000095	-processed-gene-16.131-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-16.131&CDS=1-1065, -processed-gene-2.49-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-2.49&CDS=1-1020, -processed-gene-9.4-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.4&CDS=1-1065	YDL144C
96	OG0000096	-processed-gene-10.95-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.95&CDS=1-1914, -processed-gene-2.52-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-2.52&CDS=1-1938, -processed-gene-3.19-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-3.19&CDS=1-1965	YEL065W
97	OG0000097	-processed-gene-20.70-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-20.70&CDS=1-540, -processed-gene-3.14-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-3.14&CDS=1-486	YDR155C, YML078W
98	OG0000098	-processed-gene-16.90-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.90&CDS=1-1467, -processed-gene-5.126-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-5.126&CDS=1-1410	YBR263W, YLR058C
99	OG0000099	-processed-gene-6.66-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-6.66&CDS=1-987, -processed-gene-6.67-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-6.67&CDS=1-999, -processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-6.68&CDS=1-1044	YJR019C
100	OG0000100	-processed-gene-10.100-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.100&CDS=1-1467, -processed-gene-10.101-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.101&CDS=1-1488, -processed-gene-8.31-mRNA-1_1&gene=augustus_masked-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-8.31&CDS=1-1464	YGR212W
101	OG0000101	-processed-gene-11.63-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-11.63&CDS=1-4557, -processed-gene-12.19-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.19&CDS=1-4428, -processed-gene-8.132-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-8.132&CDS=1-4434	YOR153W
102	OG0000102	-processed-gene-10.110-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-10.110&CDS=1-1518, -processed-gene-22.164-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-22.164&CDS=1-1419, -processed-gene-8.124-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-8.124&CDS=1-1434	YOL119C
103	OG0000103	-processed-gene-19.122-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-19.122&CDS=1-513, -processed-gene-9.26-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-9.26&CDS=1-456	YDR178W, YLR164W
104	OG0000104	-processed-gene-0.7-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-0.7&CDS=1-1668, -processed-gene-11.33-mRNA-1_1&gene=genemark-gi|1002316278|dbj|BCGD01000005.1|-processed-gene-11.33&CDS=1-1674, -processed-gene-7.2-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.2&CDS=1-1689	YDL210W
105	OG0000105	-processed-gene-0.111-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-0.111&CDS=1-1536, -processed-gene-22.191-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-22.191&CDS=1-1503	YMR169C, YMR170C
106	OG0000106	-augustus-gene-2.44-mRNA-1_1&gene=maker-gi|1002316281|dbj|BCGD01000002.1|-augustus-gene-2.44&CDS=1-5514, -processed-gene-4.2-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.2&CDS=1-1695, -processed-gene-5.50-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.50&CDS=1-1698	YDR402C
107	OG0000107	-processed-gene-10.115-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.115&CDS=1-2565, -processed-gene-6.102-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.102&CDS=1-2655	YMR266W, YOL084W
108	OG0000108	-processed-gene-19.119-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-19.119&CDS=1-1374, -processed-gene-6.132-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.132&CDS=1-1374	YBR118W, YPR080W
109	OG0000109	-processed-gene-16.110-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.110&CDS=1-1632, -processed-gene-7.20-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.20&CDS=1-1653	YBR139W, YMR297W
110	OG0000110	-processed-gene-12.28-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.28&CDS=1-1260, -processed-gene-8.114-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.114&CDS=1-1272	YKL106W, YLR027C
111	OG0000111	-processed-gene-18.187-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-18.187&CDS=1-1518, -snap-gene-9.158-mRNA-1_1&gene=maker-gi|1002316279|dbj|BCGD01000004.1|-snap-gene-9.158&CDS=1-1569	YBR239C, YJL103C
112	OG0000112	-processed-gene-10.25-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-10.25&CDS=1-2790, -processed-gene-8.31-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.31&CDS=1-3396	YDR466W, YDR490C
113	OG0000113	-processed-gene-11.81-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-11.81&CDS=1-2442, -processed-gene-20.187-mRNA-1_1&gene=augustus_masked-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-20.187&CDS=1-2001	YHR031C, YML061C
114	OG0000114	-processed-gene-12.54-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-12.54&CDS=1-3768, -processed-gene-13.8-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-13.8&CDS=1-2250	YAR035W, YER024W
115	OG0000115	-processed-gene-13.25-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-13.25&CDS=1-996, -processed-gene-3.28-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-3.28&CDS=1-1074	YML019W, YOR085W
116	OG0000116	-processed-gene-15.143-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-15.143&CDS=1-1878, -processed-gene-6.24-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-6.24&CDS=1-1398	YBR212W, YHR086W
117	OG0000117	-processed-gene-15.131-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-15.131&CDS=1-1062, -processed-gene-3.8-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-3.8&CDS=1-1005	YCL064C, YIL167W
118	OG0000118	-processed-gene-16.120-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-16.120&CDS=1-3294, -processed-gene-17.92-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-17.92&CDS=1-3186	YLR389C, YPR122W
119	OG0000119	-processed-gene-17.91-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-17.91&CDS=1-717	YFL060C, YMR095C, YNL334C
120	OG0000120	-processed-gene-17.67-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-17.67&CDS=1-876	YFL059W, YMR096W, YNL333W
121	OG0000121	-augustus-gene-6.1-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-6.1&CDS=1-3063, -processed-gene-14.106-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-14.106&CDS=1-1344, -processed-gene-17.80-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-17.80&CDS=1-1377	YOR049C
122	OG0000122	-processed-gene-1.19-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-1.19&CDS=1-1152, -processed-gene-18.33-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-18.33&CDS=1-1956	YBR291C, YFR045W
123	OG0000123	-processed-gene-3.26-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-3.26&CDS=1-3195, -processed-gene-3.36-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.36&CDS=1-3105	YBR245C, YOR304W
124	OG0000124	-processed-gene-16.115-mRNA-1_1&gene=genemark-gi|1002316281|dbj|BCGD01000002.1|-processed-gene-16.115&CDS=1-984, -snap-gene-4.136-mRNA-1_1&gene=maker-gi|1002316280|dbj|BCGD01000003.1|-snap-gene-4.136&CDS=1-924	YBR002C, YMR101C
125	OG0000125	-processed-gene-1.97-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-1.97&CDS=1-1368, -processed-gene-4.99-mRNA-1_1&gene=snap_masked-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-4.99&CDS=1-3108	YOL087C, YOR272W
126	OG0000126	-processed-gene-4.60-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-4.60&CDS=1-1353, -processed-gene-4.87-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-4.87&CDS=1-1422	YDR463W, YHR006W
127	OG0000127	-processed-gene-19.88-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-19.88&CDS=1-1422, -processed-gene-8.73-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-8.73&CDS=1-939	YDL216C, YFR004W
128	OG0000128	-processed-gene-11.31-mRNA-1_1&gene=genemark-gi|1002316280|dbj|BCGD01000003.1|-processed-gene-11.31&CDS=1-1065, -processed-gene-6.104-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.104&CDS=1-942	YDL047W, YNR032W
