	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034939_Komagataella_pseudopastoris
41	OG0000041	YCR105W, YMR318C	snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-0.81&CDS=1-1071, snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-9.115-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-9.115&CDS=1-1077, snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.152&CDS=1-1074
42	OG0000042	YDL029W, YFR053C, YGL253W	maker-NODE_16_length_203096_cov_33.4034_ID_31-augustus-gene-1.206-mRNA-1_1&gene=maker-NODE_16_length_203096_cov_33.4034_ID_31-augustus-gene-1.206&CDS=1-2634, snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-2.68&CDS=1-1488
43	OG0000043	YDL072C, YKL065C, YMR040W	augustus_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-2.21&CDS=1-552, snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-2.50&CDS=1-579
44	OG0000044	YDL161W, YLL038C, YLR206W	genemark-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.142-mRNA-1_1&gene=genemark-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.142&CDS=1-948, snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-6.89-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-6.89&CDS=1-1560
45	OG0000045	YDL222C, YML052W, YNL194C	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-6.271-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-6.271&CDS=1-858, snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.268-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.268&CDS=1-837
46	OG0000046	YDL230W, YER075C	augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-3.42&CDS=1-2301, genemark-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-0.124&CDS=1-876, snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-1.91&CDS=1-2397
47	OG0000047	YDL244W, YFL058W, YJR156C, YNL332W	snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.94&CDS=1-1020
48	OG0000048	YDR021W, YJL138C, YKR059W	maker-NODE_4_length_670543_cov_35.4121_ID_7-snap-gene-4.1-mRNA-1_1&gene=maker-NODE_4_length_670543_cov_35.4121_ID_7-snap-gene-4.1&CDS=1-1458, snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-4.110&CDS=1-1188
49	OG0000049	YDR107C, YER113C, YLR083C	augustus_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-0.62&CDS=1-1860, augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-2.79&CDS=1-2376
50	OG0000050	YDR216W, YJR127C, YML081W	snap_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-1.97&CDS=1-3480, snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.162-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.162&CDS=1-2787
51	OG0000051	YDR243C, YNL112W	maker-NODE_3_length_777129_cov_32.6323_ID_5-augustus-gene-6.12-mRNA-1_1&gene=maker-NODE_3_length_777129_cov_32.6323_ID_5-augustus-gene-6.12&CDS=1-2079, snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-1.144&CDS=1-2352, snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-0.105&CDS=1-1659
52	OG0000052	YDR247W, YHR082C, YPL026C	snap_masked-NODE_19_length_154961_cov_31.7871_ID_37-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_19_length_154961_cov_31.7871_ID_37-processed-gene-0.86&CDS=1-1266, snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-5.102-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-5.102&CDS=1-2331
53	OG0000053	YDR300C, YHR033W, YNL101W	augustus_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.140&CDS=1-3819, snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.8-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.8&CDS=1-1842
54	OG0000054	YDR338C, YHR032W	snap_masked-NODE_22_length_97672_cov_33.0443_ID_43-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_22_length_97672_cov_33.0443_ID_43-processed-gene-0.37&CDS=1-1737, snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-4.77-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-4.77&CDS=1-2001, snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.274-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.274&CDS=1-1458
55	OG0000055	YDR523C, YHR102W	maker-NODE_16_length_203096_cov_33.4034_ID_31-snap-gene-0.149-mRNA-1_1&gene=maker-NODE_16_length_203096_cov_33.4034_ID_31-snap-gene-0.149&CDS=1-1284, snap_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-0.110&CDS=1-1476, snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-1.68&CDS=1-2130
56	OG0000056	YER133W, YML016C	maker-NODE_10_length_408594_cov_38.2114_ID_19-snap-gene-1.121-mRNA-1_1&gene=maker-NODE_10_length_408594_cov_38.2114_ID_19-snap-gene-1.121&CDS=1-1251, snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-1.20&CDS=1-1647, snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.106&CDS=1-1479
57	OG0000057	YFR038W, YOR304W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.75&CDS=1-3036, snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.129-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.129&CDS=1-2334, snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.79-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.79&CDS=1-3162
58	OG0000058	YGL027C, YHL033C, YLL045C	maker-NODE_3_length_777129_cov_32.6323_ID_5-snap-gene-3.176-mRNA-1_1&gene=maker-NODE_3_length_777129_cov_32.6323_ID_5-snap-gene-3.176&CDS=1-747, snap_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-2.165-mRNA-1_1&gene=snap_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-2.165&CDS=1-3129
59	OG0000059	YGR152C, YNL098C, YOR101W	maker-NODE_9_length_485800_cov_32.7032_ID_17-snap-gene-3.289-mRNA-1_1&gene=maker-NODE_9_length_485800_cov_32.7032_ID_17-snap-gene-3.289&CDS=1-741, snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.169-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.169&CDS=1-642
60	OG0000060	YHR047C, YIL137C, YKL157W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.103&CDS=1-2901, snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.77-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.77&CDS=1-2598
61	OG0000061	YHR176W, YJL003W	augustus_masked-NODE_18_length_156365_cov_33.01_ID_35-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_18_length_156365_cov_33.01_ID_35-processed-gene-0.142&CDS=1-1503, maker-NODE_1_length_1101463_cov_32.2612_ID_1-augustus-gene-10.163-mRNA-1_1&gene=maker-NODE_1_length_1101463_cov_32.2612_ID_1-augustus-gene-10.163&CDS=1-2343, snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-2.25&CDS=1-1383
62	OG0000062	YHR186C, YIL095W, YNL020C	augustus_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-0.25&CDS=1-7293, snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-4.53&CDS=1-1893
63	OG0000063	YIL039W, YPR022C	genemark-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-0.6&CDS=1-2235, snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.184-mRNA-1_1&gene=snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.184&CDS=1-2649, snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.202-mRNA-1_1&gene=snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.202&CDS=1-3660
64	OG0000064	YIL123W, YKR042W, YNL066W	snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.88&CDS=1-1035, snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.159-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.159&CDS=1-1266
65	OG0000065	YJL042W, YOR227W, YPL137C	snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.233-mRNA-1_1&gene=snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.233&CDS=1-3723, snap_masked-NODE_23_length_42618_cov_34.8587_ID_45-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_23_length_42618_cov_34.8587_ID_45-processed-gene-0.12&CDS=1-3480
66	OG0000066	YJR061W, YKL201C	maker-NODE_1_length_1101463_cov_32.2612_ID_1-augustus-gene-5.0-mRNA-1_1&gene=maker-NODE_1_length_1101463_cov_32.2612_ID_1-augustus-gene-5.0&CDS=1-4953, snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.38&CDS=1-1956, snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.68&CDS=1-2307
67	OG0000067	YLR034C, YOL122C	genemark-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-0.106&CDS=1-1464, snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-6.87-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-6.87&CDS=1-1689, snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-4.71-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-4.71&CDS=1-1404
68	OG0000068	YLR144C, YNR067C	snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.85&CDS=1-2298, snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.93-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.93&CDS=1-2127, snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.73&CDS=1-3045
69	OG0000069	YLR152C, YNL095C, YOR092W	augustus_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.174-mRNA-1_1&gene=augustus_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.174&CDS=1-3483, genemark-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-0.107&CDS=1-1427
70	OG0000070	YNL301C, YNL302C, YOL120C, YOL121C	maker-NODE_4_length_670543_cov_35.4121_ID_7-snap-gene-3.119-mRNA-1_1&gene=maker-NODE_4_length_670543_cov_35.4121_ID_7-snap-gene-3.119&CDS=1-993
71	OG0000071	YOL055C, YPL258C, YPR121W	maker-NODE_2_length_799181_cov_33.4065_ID_3-augustus-gene-2.141-mRNA-1_1&gene=maker-NODE_2_length_799181_cov_33.4065_ID_3-augustus-gene-2.141&CDS=1-4305, snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.79-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.79&CDS=1-1671
72	OG0000072	YOR389W, YPL277C, YPL278C	snap_masked-NODE_21_length_119628_cov_43.4068_ID_41-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_21_length_119628_cov_43.4068_ID_41-processed-gene-0.50&CDS=1-1560, snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.282-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.282&CDS=1-1572
73	OG0000073	Q0045, Q0065, Q0070	maker-NODE_32_length_4514_cov_1120.31_ID_63-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_32_length_4514_cov_1120.31_ID_63-snap-gene-0.0&CDS=1-270, maker-NODE_36_length_3747_cov_1088.71_ID_71-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_36_length_3747_cov_1088.71_ID_71-snap-gene-0.2&CDS=1-753
74	OG0000074		augustus_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-2.86&CDS=1-1686, augustus_masked-NODE_46_length_1999_cov_61.0015_ID_91-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_46_length_1999_cov_61.0015_ID_91-processed-gene-0.2&CDS=1-642, snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-2.59&CDS=1-1539, snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-0.106&CDS=1-1779, snap_masked-NODE_28_length_7165_cov_27.5685_ID_55-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_28_length_7165_cov_27.5685_ID_55-processed-gene-0.3&CDS=1-888
75	OG0000075	YAL067C	snap_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-2.173-mRNA-1_1&gene=snap_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-2.173&CDS=1-1821, snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.208-mRNA-1_1&gene=snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.208&CDS=1-1779, snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.120-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.120&CDS=1-1758
76	OG0000076	YAR035W, YER024W	maker-NODE_1_length_1101463_cov_32.2612_ID_1-augustus-gene-9.1-mRNA-1_1&gene=maker-NODE_1_length_1101463_cov_32.2612_ID_1-augustus-gene-9.1&CDS=1-4626, snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-0.92&CDS=1-2391
77	OG0000077	YBL007C, YCL027W	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-2.111&CDS=1-3492, snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-2.65&CDS=1-1266
78	OG0000078	YBL011W, YKR067W	snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-1.125-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-1.125&CDS=1-2013, snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-0.20&CDS=1-2205
79	OG0000079	YBL052C, YOR244W	genemark-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-0.48&CDS=1-2103, snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-2.81-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-2.81&CDS=1-1392
80	OG0000080	YBL068W, YER099C	maker-NODE_7_length_555879_cov_32.5039_ID_13-augustus-gene-0.140-mRNA-1_1&gene=maker-NODE_7_length_555879_cov_32.5039_ID_13-augustus-gene-0.140&CDS=1-2697, snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.160-mRNA-1_1&gene=snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.160&CDS=1-981
81	OG0000081	YBR009C, YNL030W	augustus_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-0.65&CDS=1-309, snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.287-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.287&CDS=1-309
82	OG0000082	YBR010W, YNL031C	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.236-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.236&CDS=1-411, snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-0.141-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-0.141&CDS=1-411
83	OG0000083	YBR015C	snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.84&CDS=1-1977, snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-10.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-10.12&CDS=1-2052, snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-1.89&CDS=1-1734
84	OG0000084	YBR038W, YNL192W	snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-0.94&CDS=1-2862, snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.146-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.146&CDS=1-3144
85	OG0000085	YBR073W, YGL163C	snap_masked-NODE_22_length_97672_cov_33.0443_ID_43-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_22_length_97672_cov_33.0443_ID_43-processed-gene-0.15&CDS=1-2520, snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-3.118&CDS=1-2514
86	OG0000086	YBR139W, YMR297W	genemark-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-10.126-mRNA-1_1&gene=genemark-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-10.126&CDS=1-1572, snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.0-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.0&CDS=1-1602
87	OG0000087	YBR181C, YPL090C	augustus_masked-NODE_21_length_119628_cov_43.4068_ID_41-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_21_length_119628_cov_43.4068_ID_41-processed-gene-0.99&CDS=1-987, snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-2.55-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-2.55&CDS=1-708
88	OG0000088	YBR183W, YPL087W	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.234-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.234&CDS=1-882, snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-1.67&CDS=1-849
89	OG0000089	YBR263W, YLR058C	snap_masked-NODE_18_length_156365_cov_33.01_ID_35-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_18_length_156365_cov_33.01_ID_35-processed-gene-0.90&CDS=1-1410, snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.138&CDS=1-1491
90	OG0000090	YBR264C, YKR014C	augustus_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.157&CDS=1-648, maker-NODE_1_length_1101463_cov_32.2612_ID_1-snap-gene-8.178-mRNA-1_1&gene=maker-NODE_1_length_1101463_cov_32.2612_ID_1-snap-gene-8.178&CDS=1-618
91	OG0000091	YBR283C, YLR378C	maker-NODE_5_length_612577_cov_31.9479_ID_9-augustus-gene-3.165-mRNA-1_1&gene=maker-NODE_5_length_612577_cov_31.9479_ID_9-augustus-gene-3.165&CDS=1-1881, snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.199-mRNA-1_1&gene=snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.199&CDS=1-1437
92	OG0000092	YBR297W, YFL052W, YGR288W, YPR196W	
93	OG0000093	YCL067C, YCR039C, YCR096C	snap_masked-NODE_48_length_1666_cov_42.7461_ID_95-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_48_length_1666_cov_42.7461_ID_95-processed-gene-0.0&CDS=1-516
94	OG0000094	YCR002C, YLR314C	genemark-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-0.123&CDS=1-1416, snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.140&CDS=1-948
95	OG0000095	YCR010C, YNR002C	snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-0.78&CDS=1-813, snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.87&CDS=1-786
96	OG0000096	YCR034W, YLR372W	augustus_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-4.45&CDS=1-1002, snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.201-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.201&CDS=1-987
