	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034999_Cephaloascus_fragrans
28	OG0000028	YAR019C, YDR523C	augustus_masked-NODE_21_length_165098_cov_12.4271_ID_41-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_21_length_165098_cov_12.4271_ID_41-processed-gene-0.5&CDS=1-4119, augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-1.5&CDS=1-1575, maker-NODE_2_length_1483094_cov_12.2697_ID_3-augustus-gene-10.60-mRNA-1_1&gene=maker-NODE_2_length_1483094_cov_12.2697_ID_3-augustus-gene-10.60&CDS=1-1632
29	OG0000029	YBL017C, YIL173W, YJL222W, YNR065C	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-13.54-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-13.54&CDS=1-4569
30	OG0000030	YBL056W, YBR125C, YER089C	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-11.25-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-11.25&CDS=1-1017, augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-0.59&CDS=1-1323
31	OG0000031	YBR009C, YNL030W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-11.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-11.33&CDS=1-309, augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-5.15&CDS=1-309, augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-3.135&CDS=1-309
32	OG0000032	YBR062C, YDR143C	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.12&CDS=1-1272, maker-NODE_16_length_236357_cov_12.4859_ID_31-augustus-gene-1.200-mRNA-1_1&gene=maker-NODE_16_length_236357_cov_12.4859_ID_31-augustus-gene-1.200&CDS=1-531, maker-NODE_5_length_1066020_cov_12.392_ID_9-augustus-gene-2.44-mRNA-1_1&gene=maker-NODE_5_length_1066020_cov_12.392_ID_9-augustus-gene-2.44&CDS=1-1842
33	OG0000033	YBR067C, YIL011W	augustus_masked-NODE_13_length_301457_cov_12.8257_ID_25-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_13_length_301457_cov_12.8257_ID_25-processed-gene-0.107&CDS=1-594, augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-0.5&CDS=1-345, genemark-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.67-mRNA-1_1&gene=genemark-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.67&CDS=1-717
34	OG0000034	YBR147W, YDR352W, YOL092W	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-5.6&CDS=1-858, maker-NODE_1_length_1709425_cov_12.0966_ID_1-augustus-gene-10.134-mRNA-1_1&gene=maker-NODE_1_length_1709425_cov_12.0966_ID_1-augustus-gene-10.134&CDS=1-888
35	OG0000035	YBR177C, YMR210W, YPL095C	augustus_masked-NODE_15_length_272457_cov_11.9734_ID_29-processed-gene-1.232-mRNA-1_1&gene=augustus_masked-NODE_15_length_272457_cov_11.9734_ID_29-processed-gene-1.232&CDS=1-1224, augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-2.113&CDS=1-1335
36	OG0000036	YBR297W, YFL052W, YGR288W, YPR196W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-13.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-13.111&CDS=1-2742
37	OG0000037	YCR065W, YIL131C, YNL068C	augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-1.132&CDS=1-1968, augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-10.25&CDS=1-2499
38	OG0000038	YDL029W, YDR106W	augustus_masked-NODE_15_length_272457_cov_11.9734_ID_29-processed-gene-1.227-mRNA-1_1&gene=augustus_masked-NODE_15_length_272457_cov_11.9734_ID_29-processed-gene-1.227&CDS=1-1230, augustus_masked-NODE_29_length_94111_cov_12.1954_ID_57-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_29_length_94111_cov_12.1954_ID_57-processed-gene-0.26&CDS=1-1164, maker-NODE_4_length_1243373_cov_12.0868_ID_7-augustus-gene-2.139-mRNA-1_1&gene=maker-NODE_4_length_1243373_cov_12.0868_ID_7-augustus-gene-2.139&CDS=1-1155
39	OG0000039	YDL137W, YDL192W, YOR094W	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.113&CDS=1-525, genemark-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-13.79-mRNA-1_1&gene=genemark-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-13.79&CDS=1-543
40	OG0000040	YDL174C	augustus_masked-NODE_16_length_236357_cov_12.4859_ID_31-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_16_length_236357_cov_12.4859_ID_31-processed-gene-1.25&CDS=1-1698, augustus_masked-NODE_18_length_201193_cov_12.2024_ID_35-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_18_length_201193_cov_12.2024_ID_35-processed-gene-1.5&CDS=1-1668, augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.18-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.18&CDS=1-1677, augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-1.126&CDS=1-1737
41	OG0000041	YDL244W, YFL058W, YJR156C, YNL332W	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.50-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.50&CDS=1-1038
42	OG0000042	YDR326C, YFL042C, YHR080C	augustus_masked-NODE_15_length_272457_cov_11.9734_ID_29-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_15_length_272457_cov_11.9734_ID_29-processed-gene-0.26&CDS=1-3261, augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-0.19&CDS=1-2490
43	OG0000043	YDR533C, YMR322C, YOR391C, YPL280W	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-5.27&CDS=1-720
44	OG0000044	YER056C, YER060W, YER060W-A	augustus_masked-NODE_23_length_159673_cov_12.5473_ID_45-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_23_length_159673_cov_12.5473_ID_45-processed-gene-0.151&CDS=1-1536, augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-9.153-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-9.153&CDS=1-1593
45	OG0000045	YFL041W, YMR058W	augustus_masked-NODE_14_length_293170_cov_12.5859_ID_27-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_14_length_293170_cov_12.5859_ID_27-processed-gene-1.9&CDS=1-1908, augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.27&CDS=1-1992, augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-4.119&CDS=1-1944
46	OG0000046	YGL257C, YNR059W	augustus_masked-NODE_25_length_157129_cov_13.2327_ID_49-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-NODE_25_length_157129_cov_13.2327_ID_49-processed-gene-0.202&CDS=1-1764, augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-8.4-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-8.4&CDS=1-2163, genemark-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.57-mRNA-1_1&gene=genemark-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.57&CDS=1-2427
47	OG0000047	YGR032W, YMR306W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.119&CDS=1-5616, augustus_masked-NODE_31_length_73414_cov_12.5368_ID_61-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_31_length_73414_cov_12.5368_ID_61-processed-gene-0.104&CDS=1-5382, augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-11.45-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-11.45&CDS=1-5484
48	OG0000048	YGR056W, YKR008W, YLR357W	augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-0.12&CDS=1-1689, augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-0.92&CDS=1-2256
49	OG0000049	YGR126W, YGR138C, YPR156C	augustus_masked-NODE_15_length_272457_cov_11.9734_ID_29-processed-gene-1.242-mRNA-1_1&gene=augustus_masked-NODE_15_length_272457_cov_11.9734_ID_29-processed-gene-1.242&CDS=1-405, augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-9.15&CDS=1-1869
50	OG0000050	YHR176W	augustus_masked-NODE_14_length_293170_cov_12.5859_ID_27-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_14_length_293170_cov_12.5859_ID_27-processed-gene-1.74&CDS=1-1434, augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-2.137&CDS=1-1440, augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-0.54&CDS=1-1488, augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-1.139&CDS=1-1545
51	OG0000051	YHR179W, YPL171C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-1.124&CDS=1-1206, maker-NODE_3_length_1365740_cov_12.258_ID_5-snap-gene-1.48-mRNA-1_1&gene=maker-NODE_3_length_1365740_cov_12.258_ID_5-snap-gene-1.48&CDS=1-1911, snap_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-2.110&CDS=1-801
52	OG0000052	YHR206W, YOR140W	augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.42&CDS=1-2583, augustus_masked-NODE_27_length_134901_cov_12.4581_ID_53-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_27_length_134901_cov_12.4581_ID_53-processed-gene-0.192&CDS=1-1581, augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-2.4&CDS=1-2553
53	OG0000053	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.224-mRNA-1_1&gene=augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.224&CDS=1-3384, augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-0.113&CDS=1-2841
54	OG0000054	YIR013C, YLR013W	augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.37&CDS=1-954, maker-NODE_13_length_301457_cov_12.8257_ID_25-augustus-gene-1.56-mRNA-1_1&gene=maker-NODE_13_length_301457_cov_12.8257_ID_25-augustus-gene-1.56&CDS=1-1101, maker-NODE_1_length_1709425_cov_12.0966_ID_1-augustus-gene-16.121-mRNA-1_1&gene=maker-NODE_1_length_1709425_cov_12.0966_ID_1-augustus-gene-16.121&CDS=1-1605
55	OG0000055	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-1.19&CDS=1-4017, augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-12.26&CDS=1-3549
56	OG0000056	YJL079C, YKR013W	augustus_masked-NODE_15_length_272457_cov_11.9734_ID_29-processed-gene-1.265-mRNA-1_1&gene=augustus_masked-NODE_15_length_272457_cov_11.9734_ID_29-processed-gene-1.265&CDS=1-927, augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-2.108&CDS=1-1056, genemark-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.54-mRNA-1_1&gene=genemark-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.54&CDS=1-726
57	OG0000057	YJL116C, YKR042W, YNL066W	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-1.119&CDS=1-1173, genemark-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.133&CDS=1-1254
58	OG0000058	YJL172W, YOL153C	augustus_masked-NODE_28_length_95373_cov_12.3035_ID_55-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_28_length_95373_cov_12.3035_ID_55-processed-gene-0.117&CDS=1-1755, augustus_masked-NODE_28_length_95373_cov_12.3035_ID_55-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_28_length_95373_cov_12.3035_ID_55-processed-gene-0.142&CDS=1-1746, maker-NODE_11_length_325871_cov_12.6428_ID_21-snap-gene-0.86-mRNA-1_1&gene=maker-NODE_11_length_325871_cov_12.6428_ID_21-snap-gene-0.86&CDS=1-3516
59	OG0000059	YJR126C	augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-1.15&CDS=1-2295, augustus_masked-NODE_16_length_236357_cov_12.4859_ID_31-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_16_length_236357_cov_12.4859_ID_31-processed-gene-1.39&CDS=1-2364, augustus_masked-NODE_30_length_77561_cov_103.49_ID_59-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_30_length_77561_cov_103.49_ID_59-processed-gene-0.28&CDS=1-2406, maker-NODE_6_length_814577_cov_12.2606_ID_11-snap-gene-1.130-mRNA-1_1&gene=maker-NODE_6_length_814577_cov_12.2606_ID_11-snap-gene-1.130&CDS=1-2871
60	OG0000060	YJR152W	augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.3&CDS=1-1635, augustus_masked-NODE_35_length_37639_cov_12.4365_ID_69-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_35_length_37639_cov_12.4365_ID_69-processed-gene-0.13&CDS=1-1557, augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-2.153&CDS=1-1602, augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-1.127&CDS=1-1575
61	OG0000061	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
62	OG0000062	YLR144C, YNR067C	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-9.93&CDS=1-2106, augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-8.10-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-8.10&CDS=1-2253, augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-3.0&CDS=1-3855
63	OG0000063	YLR343W, YMR307W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.118&CDS=1-1713, augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-11.44-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-11.44&CDS=1-1677, snap_masked-NODE_13_length_301457_cov_12.8257_ID_25-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_13_length_301457_cov_12.8257_ID_25-processed-gene-1.34&CDS=1-1626
64	OG0000064	YML111W, YMR275C, YNR069C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-8.22-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-8.22&CDS=1-2202, augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-3.134&CDS=1-2118
65	OG0000065	YML116W, YMR279C, YOR378W	augustus_masked-NODE_18_length_201193_cov_12.2024_ID_35-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_18_length_201193_cov_12.2024_ID_35-processed-gene-0.96&CDS=1-1803, augustus_masked-NODE_23_length_159673_cov_12.5473_ID_45-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-NODE_23_length_159673_cov_12.5473_ID_45-processed-gene-0.164&CDS=1-1560
66	OG0000066	YMR303C, YOL086C	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.131&CDS=1-1161, augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.96&CDS=1-1146, augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-4.39&CDS=1-1053
67	OG0000067		augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.24&CDS=1-2139, augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-10.31&CDS=1-2187, augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-2.12&CDS=1-1938, maker-NODE_8_length_448648_cov_12.3749_ID_15-augustus-gene-2.99-mRNA-1_1&gene=maker-NODE_8_length_448648_cov_12.3749_ID_15-augustus-gene-2.99&CDS=1-2277, snap_masked-NODE_21_length_165098_cov_12.4271_ID_41-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_21_length_165098_cov_12.4271_ID_41-processed-gene-0.134&CDS=1-2226
68	OG0000068	YAL005C, YLL024C	maker-NODE_1_length_1709425_cov_12.0966_ID_1-snap-gene-11.94-mRNA-1_1&gene=maker-NODE_1_length_1709425_cov_12.0966_ID_1-snap-gene-11.94&CDS=1-2640, maker-NODE_3_length_1365740_cov_12.258_ID_5-augustus-gene-11.85-mRNA-1_1&gene=maker-NODE_3_length_1365740_cov_12.258_ID_5-augustus-gene-11.85&CDS=1-2586
69	OG0000069	YAL023C, YGR199W	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-4.128&CDS=1-2226, augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.100&CDS=1-2295
70	OG0000070	YAL054C, YLR153C	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-11.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-11.14&CDS=1-2022, augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-9.135-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-9.135&CDS=1-2025
71	OG0000071	YAR035W, YER024W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-5.114&CDS=1-2403, augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.31&CDS=1-2271
72	OG0000072	YBL002W, YDR224C	augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-0.3&CDS=1-390, augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.63&CDS=1-390
73	OG0000073	YBL011W, YKR067W	augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-4.143&CDS=1-2073, maker-NODE_5_length_1066020_cov_12.392_ID_9-augustus-gene-2.43-mRNA-1_1&gene=maker-NODE_5_length_1066020_cov_12.392_ID_9-augustus-gene-2.43&CDS=1-2235
74	OG0000074	YBL016W, YGR040W	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-5.40&CDS=1-1080, augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-8.74&CDS=1-1068
75	OG0000075	YBL052C, YOR244W	augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.43&CDS=1-1401, augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-0.63&CDS=1-2238
76	OG0000076	YBL063W, YEL061C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.114-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.114&CDS=1-3261, maker-NODE_1_length_1709425_cov_12.0966_ID_1-augustus-gene-13.41-mRNA-1_1&gene=maker-NODE_1_length_1709425_cov_12.0966_ID_1-augustus-gene-13.41&CDS=1-3141
