	OrthologID	Nakaseomyces_castellii	Saccharomyces_cerevisiae
78	OG0000078	genemark-CACA0S12-processed-gene-12.77-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.77&CDS=1-3045, genemark-CACA0S17-processed-gene-0.42-mRNA-1_1&gene=genemark-CACA0S17-processed-gene-0.42&CDS=1-2859	YAL051W, YOR363C
79	OG0000079	genemark-CACA0S27-processed-gene-3.47-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-3.47&CDS=1-3294, snap_masked-CACA0S12-processed-gene-12.123-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-12.123&CDS=1-2013	YJL076W, YKR010C
80	OG0000080	genemark-CACA0S12-processed-gene-12.82-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.82&CDS=1-2121, genemark-CACA0S27-processed-gene-3.65-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-3.65&CDS=1-2379	YJL082W, YKR018C
81	OG0000081	genemark-CACA0S12-processed-gene-12.83-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.83&CDS=1-2340, genemark-CACA0S27-processed-gene-3.66-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-3.66&CDS=1-795	YJL083W, YKR019C
82	OG0000082	augustus_masked-CACA0S33-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-0.57&CDS=1-2193, snap_masked-CACA0S12-processed-gene-12.128-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-12.128&CDS=1-2286	YJL099W, YKR027W
83	OG0000083	genemark-CACA0S12-processed-gene-13.49-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.49&CDS=1-1137, genemark-CACA0S36-processed-gene-7.86-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-7.86&CDS=1-1056	YLR270W, YOR173W
84	OG0000084	genemark-CACA0S12-processed-gene-13.66-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.66&CDS=1-2571, genemark-CACA0S27-processed-gene-7.71-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-7.71&CDS=1-2628	YGR056W, YLR357W
85	OG0000085	genemark-CACA0S12-processed-gene-13.69-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.69&CDS=1-1200, snap_masked-CACA0S21-processed-gene-2.11-mRNA-1_1&gene=snap_masked-CACA0S21-processed-gene-2.11&CDS=1-432	YDR273W, YOR042W
86	OG0000086	maker-CACA0S12-snap-gene-13.155-mRNA-1_1&gene=maker-CACA0S12-snap-gene-13.155&CDS=1-1596	YHR216W, YLR432W, YML056C
87	OG0000087	genemark-CACA0S12-processed-gene-14.114-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.114&CDS=1-1197, genemark-CACA0S12-processed-gene-14.129-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-14.129&CDS=1-1197	YHR179W, YPL171C
88	OG0000088	genemark-CACA0S15-processed-gene-0.38-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.38&CDS=1-1491, genemark-CACA0S27-processed-gene-11.114-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.114&CDS=1-1632	YDL178W, YEL071W
89	OG0000089	genemark-CACA0S15-processed-gene-0.49-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-0.49&CDS=1-483, genemark-CACA0S21-processed-gene-9.64-mRNA-1_1&gene=genemark-CACA0S21-processed-gene-9.64&CDS=1-483	YBR244W, YIR037W
90	OG0000090	genemark-CACA0S15-processed-gene-1.77-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.77&CDS=1-1428, genemark-CACA0S15-processed-gene-8.192-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-8.192&CDS=1-1008	YKL085W, YOL126C
91	OG0000091	genemark-CACA0S15-processed-gene-1.63-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-1.63&CDS=1-3240, genemark-CACA0S15-processed-gene-3.82-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.82&CDS=1-2685	YDR490C, YOL100W
92	OG0000092	augustus_masked-CACA0S15-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-2.71&CDS=1-5880, augustus_masked-CACA0S36-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-4.38&CDS=1-6459	YER172C, YGR271W
93	OG0000093	augustus_masked-CACA0S15-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-3.5&CDS=1-2040, maker-CACA0S27-augustus-gene-8.148-mRNA-1_1&gene=maker-CACA0S27-augustus-gene-8.148&CDS=1-2517	YBR117C, YPR074C
94	OG0000094	genemark-CACA0S15-processed-gene-3.46-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-3.46&CDS=1-1374, genemark-CACA0S27-processed-gene-8.95-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.95&CDS=1-1374	YBR118W, YPR080W
95	OG0000095	genemark-CACA0S15-processed-gene-5.57-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-5.57&CDS=1-930, maker-CACA0S15-augustus-gene-3.1-mRNA-1_1&gene=maker-CACA0S15-augustus-gene-3.1&CDS=1-1320	YDR492W, YOL002C
96	OG0000096	augustus_masked-CACA0S15-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-4.72&CDS=1-4590, genemark-CACA0S33-processed-gene-2.62-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.62&CDS=1-4611	YDR135C, YLL015W
97	OG0000097	genemark-CACA0S15-processed-gene-4.29-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.29&CDS=1-1233, genemark-CACA0S15-processed-gene-4.37-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-4.37&CDS=1-1509	YNL064C, YNL077W
98	OG0000098	augustus_masked-CACA0S15-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-4.61&CDS=1-1530, augustus_masked-CACA0S21-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-CACA0S21-processed-gene-5.99&CDS=1-969	YIL135C, YNL074C
99	OG0000099	genemark-CACA0S15-processed-gene-5.61-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-5.61&CDS=1-495, genemark-CACA0S27-processed-gene-11.84-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.84&CDS=1-495	YDR418W, YEL054C
100	OG0000100	augustus_masked-CACA0S15-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-6.47&CDS=1-363, genemark-CACA0S27-processed-gene-9.83-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-9.83&CDS=1-483	YGL089C, YPL187W
101	OG0000101	genemark-CACA0S27-processed-gene-8.55-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-8.55&CDS=1-2724, snap_masked-CACA0S15-processed-gene-7.15-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-7.15&CDS=1-2343	YKL121W, YMR102C
102	OG0000102	augustus_masked-CACA0S15-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-CACA0S15-processed-gene-7.71&CDS=1-1077, snap_masked-CACA0S15-processed-gene-7.25-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-7.25&CDS=1-741, snap_masked-CACA0S15-processed-gene-7.26-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-7.26&CDS=1-975	YKL096W
103	OG0000103	genemark-CACA0S15-processed-gene-8.182-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-8.182&CDS=1-1350, genemark-CACA0S21-processed-gene-2.87-mRNA-1_1&gene=genemark-CACA0S21-processed-gene-2.87&CDS=1-1362	YKL046C, YMR238W
104	OG0000104	genemark-CACA0S33-processed-gene-4.23-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-4.23&CDS=1-3333, snap_masked-CACA0S15-processed-gene-8.25-mRNA-1_1&gene=snap_masked-CACA0S15-processed-gene-8.25&CDS=1-2763	YKL068W, YMR047C
105	OG0000105	augustus_masked-CACA0S17-processed-gene-7.120-mRNA-1_1&gene=augustus_masked-CACA0S17-processed-gene-7.120&CDS=1-3126, genemark-CACA0S15-processed-gene-8.198-mRNA-1_1&gene=genemark-CACA0S15-processed-gene-8.198&CDS=1-3018	YIR033W, YKL020C
106	OG0000106	genemark-CACA0S17-processed-gene-0.52-mRNA-1_1&gene=genemark-CACA0S17-processed-gene-0.52&CDS=1-1797, genemark-CACA0S33-processed-gene-0.17-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.17&CDS=1-3363, snap_masked-CACA0S17-processed-gene-0.90-mRNA-1_1&gene=snap_masked-CACA0S17-processed-gene-0.90&CDS=1-510	YJL092W
107	OG0000107	augustus_masked-CACA0S17-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-CACA0S17-processed-gene-0.17&CDS=1-1548, augustus_masked-CACA0S27-processed-gene-11.144-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-11.144&CDS=1-1584	YER073W, YOR374W
108	OG0000108	snap_masked-CACA0S17-processed-gene-0.78-mRNA-1_1&gene=snap_masked-CACA0S17-processed-gene-0.78&CDS=1-2601, snap_masked-CACA0S21-processed-gene-11.156-mRNA-1_1&gene=snap_masked-CACA0S21-processed-gene-11.156&CDS=1-2625	YAL056W, YOR371C
109	OG0000109	augustus_masked-CACA0S33-processed-gene-9.1-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-9.1&CDS=1-984, genemark-CACA0S17-processed-gene-2.38-mRNA-1_1&gene=genemark-CACA0S17-processed-gene-2.38&CDS=1-954	YGR086C, YPL004C
110	OG0000110	genemark-CACA0S17-processed-gene-2.22-mRNA-1_1&gene=genemark-CACA0S17-processed-gene-2.22&CDS=1-1767, genemark-CACA0S36-processed-gene-6.12-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-6.12&CDS=1-1578	YGR092W, YPR111W
111	OG0000111	augustus_masked-CACA0S17-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-CACA0S17-processed-gene-4.15&CDS=1-1434, augustus_masked-CACA0S36-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-2.101&CDS=1-1791	YDR147W, YLR133W
112	OG0000112	maker-CACA0S17-snap-gene-5.9-mRNA-1_1&gene=maker-CACA0S17-snap-gene-5.9&CDS=1-5334, snap_masked-CACA0S27-processed-gene-11.65-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-11.65&CDS=1-3786	YIL159W, YNL271C
113	OG0000113	genemark-CACA0S17-processed-gene-5.62-mRNA-1_1&gene=genemark-CACA0S17-processed-gene-5.62&CDS=1-1869, genemark-CACA0S21-processed-gene-7.51-mRNA-1_1&gene=genemark-CACA0S21-processed-gene-7.51&CDS=1-1854	YEL063C, YNL268W
114	OG0000114	augustus_masked-CACA0S17-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-CACA0S17-processed-gene-6.75&CDS=1-1275, genemark-CACA0S21-processed-gene-8.55-mRNA-1_1&gene=genemark-CACA0S21-processed-gene-8.55&CDS=1-1281	YDL066W, YLR174W
115	OG0000115	genemark-CACA0S36-processed-gene-0.44-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-0.44&CDS=1-1119, maker-CACA0S17-snap-gene-7.2-mRNA-1_1&gene=maker-CACA0S17-snap-gene-7.2&CDS=1-2013	YGR279C, YMR305C
116	OG0000116	augustus_masked-CACA0S21-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-CACA0S21-processed-gene-4.128&CDS=1-2886, genemark-CACA0S27-processed-gene-4.70-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-4.70&CDS=1-2967	YGR240C, YMR205C
117	OG0000117	genemark-CACA0S21-processed-gene-5.45-mRNA-1_1&gene=genemark-CACA0S21-processed-gene-5.45&CDS=1-3894, genemark-CACA0S27-processed-gene-5.66-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-5.66&CDS=1-4848	YIL126W, YOR290C
118	OG0000118	genemark-CACA0S21-processed-gene-6.1-mRNA-1_1&gene=genemark-CACA0S21-processed-gene-6.1&CDS=1-780, genemark-CACA0S21-processed-gene-7.55-mRNA-1_1&gene=genemark-CACA0S21-processed-gene-7.55&CDS=1-654	YCL066W, YCR040W
119	OG0000119	augustus_masked-CACA0S21-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-CACA0S21-processed-gene-6.61&CDS=1-666, genemark-CACA0S33-processed-gene-4.18-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-4.18&CDS=1-624	YCL027W, YDR162C
120	OG0000120	genemark-CACA0S21-processed-gene-7.52-mRNA-1_1&gene=genemark-CACA0S21-processed-gene-7.52&CDS=1-702	YCL067C, YCR039C, YCR096C
121	OG0000121	augustus_masked-CACA0S21-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-CACA0S21-processed-gene-7.99&CDS=1-1701, genemark-CACA0S27-processed-gene-1.33-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-1.33&CDS=1-1851	YBR015C, YJL186W
122	OG0000122	augustus_masked-CACA0S21-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-CACA0S21-processed-gene-7.111&CDS=1-1533, snap_masked-CACA0S33-processed-gene-3.150-mRNA-1_1&gene=snap_masked-CACA0S33-processed-gene-3.150&CDS=1-1173	YCL011C, YNL004W
123	OG0000123	augustus_masked-CACA0S21-processed-gene-8.116-mRNA-1_1&gene=augustus_masked-CACA0S21-processed-gene-8.116&CDS=1-1332, maker-CACA0S33-augustus-gene-5.145-mRNA-1_1&gene=maker-CACA0S33-augustus-gene-5.145&CDS=1-2100	YLR300W, YOR190W
124	OG0000124	genemark-CACA0S21-processed-gene-9.84-mRNA-1_1&gene=genemark-CACA0S21-processed-gene-9.84&CDS=1-3288, genemark-CACA0S27-processed-gene-6.67-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.67&CDS=1-3450	YBR245C, YOR304W
125	OG0000125	augustus_masked-CACA0S21-processed-gene-11.142-mRNA-1_1&gene=augustus_masked-CACA0S21-processed-gene-11.142&CDS=1-1254, genemark-CACA0S21-processed-gene-10.37-mRNA-1_1&gene=genemark-CACA0S21-processed-gene-10.37&CDS=1-1227	YBR161W, YPL057C
126	OG0000126	augustus_masked-CACA0S21-processed-gene-11.78-mRNA-1_1&gene=augustus_masked-CACA0S21-processed-gene-11.78&CDS=1-2136, genemark-CACA0S33-processed-gene-7.15-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-7.15&CDS=1-2049	YAL054C, YLR153C
127	OG0000127	genemark-CACA0S21-processed-gene-11.40-mRNA-1_1&gene=genemark-CACA0S21-processed-gene-11.40&CDS=1-1233, genemark-CACA0S33-processed-gene-5.37-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-5.37&CDS=1-1269	YKL081W, YPL048W
128	OG0000128	augustus_masked-CACA0S27-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-0.60&CDS=1-3708, genemark-CACA0S33-processed-gene-10.127-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-10.127&CDS=1-1152	YCR094W, YNR047W
129	OG0000129	genemark-CACA0S36-processed-gene-5.18-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.18&CDS=1-3837, maker-CACA0S27-augustus-gene-1.2-mRNA-1_1&gene=maker-CACA0S27-augustus-gene-1.2&CDS=1-5298	YAR042W, YDL019C
130	OG0000130	augustus_masked-CACA0S27-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-2.105&CDS=1-861, augustus_masked-CACA0S36-processed-gene-8.136-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-8.136&CDS=1-882	YBR011C, YMR267W
131	OG0000131	augustus_masked-CACA0S27-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-1.91&CDS=1-408, genemark-CACA0S36-processed-gene-5.14-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.14&CDS=1-408	YBR010W, YNL031C
132	OG0000132	genemark-CACA0S27-processed-gene-2.56-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-2.56&CDS=1-2523, genemark-CACA0S36-processed-gene-5.10-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.10&CDS=1-2520	YBR001C, YDR001C
133	OG0000133	genemark-CACA0S27-processed-gene-3.77-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-3.77&CDS=1-891	YFL059W, YMR096W, YNL333W
134	OG0000134	genemark-CACA0S27-processed-gene-3.57-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-3.57&CDS=1-630	YFL060C, YMR095C, YNL334C
135	OG0000135	genemark-CACA0S27-processed-gene-4.60-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-4.60&CDS=1-921, genemark-CACA0S33-processed-gene-2.78-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.78&CDS=1-843	YLR307W, YLR308W
136	OG0000136	genemark-CACA0S27-processed-gene-11.75-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.75&CDS=1-1707, genemark-CACA0S36-processed-gene-0.57-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-0.57&CDS=1-1674	YLR343W, YMR307W
137	OG0000137	genemark-CACA0S33-processed-gene-2.80-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.80&CDS=1-966, genemark-CACA0S36-processed-gene-4.106-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.106&CDS=1-978	YBR054W, YDR033W
138	OG0000138	augustus_masked-CACA0S33-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-3.86&CDS=1-1074, augustus_masked-CACA0S36-processed-gene-8.160-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-8.160&CDS=1-1125	YHR139C, YNL160W
139	OG0000139	genemark-CACA0S33-processed-gene-4.17-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-4.17&CDS=1-2127, genemark-CACA0S36-processed-gene-3.48-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.48&CDS=1-2037	YDR107C, YLR083C
140	OG0000140	augustus_masked-CACA0S33-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-5.57&CDS=1-2661, genemark-CACA0S33-processed-gene-8.73-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-8.73&CDS=1-1911	YFL041W, YMR058W
141	OG0000141	augustus_masked-CACA0S33-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-7.51&CDS=1-2250	YCR102C, YLR460C, YNL134C
142	OG0000142	augustus_masked-CACA0S33-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-9.34&CDS=1-648, genemark-CACA0S36-processed-gene-7.96-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-7.96&CDS=1-669	YER031C, YGL210W
143	OG0000143	augustus_masked-CACA0S33-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-10.91&CDS=1-768, augustus_masked-CACA0S36-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-2.83&CDS=1-888	YDR151C, YLR136C
144	OG0000144	genemark-CACA0S36-processed-gene-1.18-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.18&CDS=1-1767	YLR237W, YOR071C, YOR192C
145	OG0000145	snap_masked-CACA0S36-processed-gene-9.171-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-9.171&CDS=1-2172	YKL220C, YLL051C, YOR381W
146	OG0000146	genemark-CACA0S05-processed-gene-0.33-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-0.33&CDS=1-3939, genemark-CACA0S05-processed-gene-12.32-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-12.32&CDS=1-3801	YNL257C
147	OG0000147	genemark-CACA0S05-processed-gene-0.14-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-0.14&CDS=1-765	YGR214W, YLR048W
148	OG0000148	genemark-CACA0S05-processed-gene-1.11-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-1.11&CDS=1-1488, genemark-CACA0S05-processed-gene-13.87-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-13.87&CDS=1-996	YJR054W
149	OG0000149	augustus_masked-CACA0S05-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-CACA0S05-processed-gene-1.63&CDS=1-3168, genemark-CACA0S36-processed-gene-3.54-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.54&CDS=1-3540	YDR122W
150	OG0000150	genemark-CACA0S05-processed-gene-2.38-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-2.38&CDS=1-507	YMR242C, YOR312C
151	OG0000151	augustus_masked-CACA0S05-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-CACA0S05-processed-gene-2.98&CDS=1-201	YLR264W, YOR167C
152	OG0000152	genemark-CACA0S05-processed-gene-2.51-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-2.51&CDS=1-1953, genemark-CACA0S05-processed-gene-4.136-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-4.136&CDS=1-1632	YLR260W
153	OG0000153	genemark-CACA0S05-processed-gene-3.22-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-3.22&CDS=1-552	YJL177W, YKL180W
154	OG0000154	genemark-CACA0S05-processed-gene-3.41-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-3.41&CDS=1-2235, genemark-CACA0S05-processed-gene-5.88-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-5.88&CDS=1-2232	YJL165C
155	OG0000155	genemark-CACA0S05-processed-gene-3.43-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-3.43&CDS=1-1389	YJL164C, YKL166C
156	OG0000156	augustus_masked-CACA0S05-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-CACA0S05-processed-gene-4.52&CDS=1-1761, snap_masked-CACA0S17-processed-gene-6.25-mRNA-1_1&gene=snap_masked-CACA0S17-processed-gene-6.25&CDS=1-3546	YNL225C
157	OG0000157	genemark-CACA0S12-processed-gene-13.92-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.92&CDS=1-1557, snap_masked-CACA0S05-processed-gene-4.44-mRNA-1_1&gene=snap_masked-CACA0S05-processed-gene-4.44&CDS=1-1647	YKR072C
158	OG0000158	genemark-CACA0S05-processed-gene-5.55-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-5.55&CDS=1-2268, genemark-CACA0S12-processed-gene-1.19-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-1.19&CDS=1-2031	YKR089C
159	OG0000159	genemark-CACA0S05-processed-gene-5.52-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-5.52&CDS=1-1809, genemark-CACA0S12-processed-gene-1.43-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-1.43&CDS=1-1584	YKR090W
160	OG0000160	genemark-CACA0S05-processed-gene-5.78-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-5.78&CDS=1-1755	YDR463W, YHR006W
161	OG0000161	snap_masked-CACA0S05-processed-gene-5.14-mRNA-1_1&gene=snap_masked-CACA0S05-processed-gene-5.14&CDS=1-312	YDR458C, YML034W
162	OG0000162	genemark-CACA0S05-processed-gene-5.67-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-5.67&CDS=1-408	YDR447C, YML024W
163	OG0000163	maker-CACA0S05-snap-gene-5.140-mRNA-1_1&gene=maker-CACA0S05-snap-gene-5.140&CDS=1-1176, snap_masked-CACA0S05-processed-gene-5.24-mRNA-1_1&gene=snap_masked-CACA0S05-processed-gene-5.24&CDS=1-555	YJL158C
164	OG0000164	augustus_masked-CACA0S17-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-CACA0S17-processed-gene-1.69&CDS=1-2634, snap_masked-CACA0S05-processed-gene-6.127-mRNA-1_1&gene=snap_masked-CACA0S05-processed-gene-6.127&CDS=1-1317	YMR164C
165	OG0000165	genemark-CACA0S05-processed-gene-6.36-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-6.36&CDS=1-1515	YMR169C, YMR170C
166	OG0000166	augustus_masked-CACA0S05-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-CACA0S05-processed-gene-6.68&CDS=1-1968, genemark-CACA0S21-processed-gene-11.28-mRNA-1_1&gene=genemark-CACA0S21-processed-gene-11.28&CDS=1-1917	YJL128C
167	OG0000167	genemark-CACA0S05-processed-gene-6.43-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-6.43&CDS=1-1482	YJL134W, YKR053C
168	OG0000168	augustus_masked-CACA0S05-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-CACA0S05-processed-gene-7.49&CDS=1-1224	YDR309C, YHR061C
169	OG0000169	augustus_masked-CACA0S05-processed-gene-16.6-mRNA-1_1&gene=augustus_masked-CACA0S05-processed-gene-16.6&CDS=1-3807, augustus_masked-CACA0S05-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-CACA0S05-processed-gene-7.78&CDS=1-4227	YDR326C
170	OG0000170	augustus_masked-CACA0S21-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-CACA0S21-processed-gene-8.96&CDS=1-2241, genemark-CACA0S05-processed-gene-8.54-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-8.54&CDS=1-1599	YLR176C
171	OG0000171	genemark-CACA0S05-processed-gene-8.55-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-8.55&CDS=1-1029, genemark-CACA0S21-processed-gene-8.52-mRNA-1_1&gene=genemark-CACA0S21-processed-gene-8.52&CDS=1-1140	YNL007C
172	OG0000172	genemark-CACA0S05-processed-gene-8.84-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-8.84&CDS=1-1602, maker-CACA0S27-augustus-gene-6.147-mRNA-1_1&gene=maker-CACA0S27-augustus-gene-6.147&CDS=1-2700	YNL029C
173	OG0000173	genemark-CACA0S05-processed-gene-8.88-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-8.88&CDS=1-2130, genemark-CACA0S27-processed-gene-6.80-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-6.80&CDS=1-2145	YIL095W
174	OG0000174	genemark-CACA0S21-processed-gene-5.69-mRNA-1_1&gene=genemark-CACA0S21-processed-gene-5.69&CDS=1-2634, snap_masked-CACA0S05-processed-gene-8.118-mRNA-1_1&gene=snap_masked-CACA0S05-processed-gene-8.118&CDS=1-2745	YIL109C
175	OG0000175	augustus_masked-CACA0S05-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-CACA0S05-processed-gene-8.46&CDS=1-264	YER019C-A, YER087C-B
176	OG0000176	genemark-CACA0S05-processed-gene-8.94-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-8.94&CDS=1-1401, genemark-CACA0S17-processed-gene-7.91-mRNA-1_1&gene=genemark-CACA0S17-processed-gene-7.91&CDS=1-1434	YER088C
177	OG0000177	genemark-CACA0S05-processed-gene-8.95-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-8.95&CDS=1-1158, genemark-CACA0S17-processed-gene-7.92-mRNA-1_1&gene=genemark-CACA0S17-processed-gene-7.92&CDS=1-1377	YBL056W
178	OG0000178	augustus_masked-CACA0S17-processed-gene-7.130-mRNA-1_1&gene=augustus_masked-CACA0S17-processed-gene-7.130&CDS=1-786, genemark-CACA0S05-processed-gene-8.78-mRNA-1_1&gene=genemark-CACA0S05-processed-gene-8.78&CDS=1-654	YER100W
179	OG0000179	augustus_masked-CACA0S05-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-CACA0S05-processed-gene-8.51&CDS=1-1281	YBL069W, YER101C
