	OrthologID	Lachancea_fantastica	Saccharomyces_cerevisiae
87	OG0000087	snap_masked-LAFA0A-processed-gene-5.60-mRNA-1_1&gene=snap_masked-LAFA0A-processed-gene-5.60&CDS=1-2331, snap_masked-LAFA0F-processed-gene-15.14-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-15.14&CDS=1-2259	YJR126C
88	OG0000088	snap_masked-LAFA0A-processed-gene-6.69-mRNA-1_1&gene=snap_masked-LAFA0A-processed-gene-6.69&CDS=1-1329	YER054C, YIL045W
89	OG0000089	augustus_masked-LAFA0A-processed-gene-6.177-mRNA-1_1&gene=augustus_masked-LAFA0A-processed-gene-6.177&CDS=1-597	YDL082W, YMR142C
90	OG0000090	snap_masked-LAFA0A-processed-gene-6.41-mRNA-1_1&gene=snap_masked-LAFA0A-processed-gene-6.41&CDS=1-429	YDL083C, YMR143W
91	OG0000091	snap_masked-LAFA0A-processed-gene-6.51-mRNA-1_1&gene=snap_masked-LAFA0A-processed-gene-6.51&CDS=1-1695, snap_masked-LAFA0E-processed-gene-18.107-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.107&CDS=1-1719	YDL210W
92	OG0000092	snap_masked-LAFA0A-processed-gene-6.52-mRNA-1_1&gene=snap_masked-LAFA0A-processed-gene-6.52&CDS=1-1155, snap_masked-LAFA0C-processed-gene-4.61-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.61&CDS=1-1131	YGL255W
93	OG0000093	snap_masked-LAFA0A-processed-gene-6.53-mRNA-1_1&gene=snap_masked-LAFA0A-processed-gene-6.53&CDS=1-675, snap_masked-LAFA0E-processed-gene-20.142-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.142&CDS=1-675	YER004W
94	OG0000094	snap_masked-LAFA0A-processed-gene-6.54-mRNA-1_1&gene=snap_masked-LAFA0A-processed-gene-6.54&CDS=1-774, snap_masked-LAFA0E-processed-gene-20.143-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.143&CDS=1-789	YOL154W
95	OG0000095	augustus_masked-LAFA0E-processed-gene-20.274-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-20.274&CDS=1-645, snap_masked-LAFA0A-processed-gene-6.101-mRNA-1_1&gene=snap_masked-LAFA0A-processed-gene-6.101&CDS=1-642	YKL070W
96	OG0000096	snap_masked-LAFA0B-processed-gene-0.34-mRNA-1_1&gene=snap_masked-LAFA0B-processed-gene-0.34&CDS=1-1704	YCL069W, YKR105C
97	OG0000097	snap_masked-LAFA0B-processed-gene-1.10-mRNA-1_1&gene=snap_masked-LAFA0B-processed-gene-1.10&CDS=1-2835, snap_masked-LAFA0F-processed-gene-16.118-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-16.118&CDS=1-2925	YBR084W
98	OG0000098	snap_masked-LAFA0B-processed-gene-1.39-mRNA-1_1&gene=snap_masked-LAFA0B-processed-gene-1.39&CDS=1-309	YGR209C, YLR043C
99	OG0000099	augustus_masked-LAFA0B-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-LAFA0B-processed-gene-3.59&CDS=1-1575, snap_masked-LAFA0B-processed-gene-7.176-mRNA-1_1&gene=snap_masked-LAFA0B-processed-gene-7.176&CDS=1-1551	YGR177C
100	OG0000100	snap_masked-LAFA0B-processed-gene-3.113-mRNA-1_1&gene=snap_masked-LAFA0B-processed-gene-3.113&CDS=1-2280	YKL072W, YMR053C
101	OG0000101	genemark-LAFA0B-processed-gene-4.19-mRNA-1_1&gene=genemark-LAFA0B-processed-gene-4.19&CDS=1-1011, snap_masked-LAFA0F-processed-gene-18.63-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-18.63&CDS=1-1008	YPR127W
102	OG0000102	snap_masked-LAFA0B-processed-gene-6.7-mRNA-1_1&gene=snap_masked-LAFA0B-processed-gene-6.7&CDS=1-468	YOR234C, YPL143W
103	OG0000103	maker-LAFA0B-snap-gene-6.94-mRNA-1_1&gene=maker-LAFA0B-snap-gene-6.94&CDS=1-4452	YOR231W, YPL140C
104	OG0000104	snap_masked-LAFA0B-processed-gene-6.24-mRNA-1_1&gene=snap_masked-LAFA0B-processed-gene-6.24&CDS=1-1344	YOR229W, YOR230W
105	OG0000105	snap_masked-LAFA0B-processed-gene-6.30-mRNA-1_1&gene=snap_masked-LAFA0B-processed-gene-6.30&CDS=1-1410	YER081W, YIL074C
106	OG0000106	snap_masked-LAFA0B-processed-gene-6.47-mRNA-1_1&gene=snap_masked-LAFA0B-processed-gene-6.47&CDS=1-516	YER067W, YIL057C
107	OG0000107	snap_masked-LAFA0B-processed-gene-7.122-mRNA-1_1&gene=snap_masked-LAFA0B-processed-gene-7.122&CDS=1-747	YER062C, YIL053W
108	OG0000108	snap_masked-LAFA0B-processed-gene-7.161-mRNA-1_1&gene=snap_masked-LAFA0B-processed-gene-7.161&CDS=1-1428	YER059W, YIL050W
109	OG0000109	maker-LAFA0B-snap-gene-7.1-mRNA-1_1&gene=maker-LAFA0B-snap-gene-7.1&CDS=1-378	YER056C-A, YIL052C
110	OG0000110	snap_masked-LAFA0B-processed-gene-7.152-mRNA-1_1&gene=snap_masked-LAFA0B-processed-gene-7.152&CDS=1-1659, snap_masked-LAFA0E-processed-gene-8.132-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-8.132&CDS=1-1767	YNL125C
111	OG0000111	snap_masked-LAFA0B-processed-gene-7.156-mRNA-1_1&gene=snap_masked-LAFA0B-processed-gene-7.156&CDS=1-621	YGL258W, YOR387C
112	OG0000112	augustus_masked-LAFA0F-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-0.51&CDS=1-1335, snap_masked-LAFA0C-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-0.4&CDS=1-1704	YIL162W
113	OG0000113	snap_masked-LAFA0C-processed-gene-0.19-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-0.19&CDS=1-3285	YDL037C, YIR019C
114	OG0000114	snap_masked-LAFA0C-processed-gene-0.20-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-0.20&CDS=1-2028, snap_masked-LAFA0F-processed-gene-15.16-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-15.16&CDS=1-2139, snap_masked-LAFA0F-processed-gene-15.18-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-15.18&CDS=1-2139	
115	OG0000115	maker-LAFA0C-augustus-gene-1.50-mRNA-1_1&gene=maker-LAFA0C-augustus-gene-1.50&CDS=1-987	YNL301C, YOL120C
116	OG0000116	snap_masked-LAFA0C-processed-gene-2.118-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.118&CDS=1-1476	YGR197C, YJR015W
117	OG0000117	snap_masked-LAFA0C-processed-gene-2.108-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.108&CDS=1-609	YGL089C, YPL187W
118	OG0000118	genemark-LAFA0C-processed-gene-2.42-mRNA-1_1&gene=genemark-LAFA0C-processed-gene-2.42&CDS=1-903	YGL096W, YPL177C
119	OG0000119	snap_masked-LAFA0C-processed-gene-3.29-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.29&CDS=1-555	YBR244W, YIR037W
120	OG0000120	snap_masked-LAFA0C-processed-gene-4.56-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.56&CDS=1-3519	YBR218C, YGL062W
121	OG0000121	augustus_masked-LAFA0C-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-4.100&CDS=1-2082	YBR216C, YGL060W
122	OG0000122	augustus_masked-LAFA0C-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-4.113&CDS=1-2175	YBR214W, YGL056C
123	OG0000123	snap_masked-LAFA0C-processed-gene-6.42-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.42&CDS=1-828	YNL098C, YOR101W
124	OG0000124	snap_masked-LAFA0C-processed-gene-7.77-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-7.77&CDS=1-708	YBR005W, YDR003W
125	OG0000125	snap_masked-LAFA0C-processed-gene-7.80-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-7.80&CDS=1-396	YBL002W, YDR224C
126	OG0000126	snap_masked-LAFA0C-processed-gene-7.63-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-7.63&CDS=1-396	YBL003C, YDR225W
127	OG0000127	snap_masked-LAFA0C-processed-gene-7.70-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-7.70&CDS=1-1041	YGL162W, YPR009W
128	OG0000128	snap_masked-LAFA0C-processed-gene-9.210-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-9.210&CDS=1-2871	YAL051W, YOR363C
129	OG0000129	snap_masked-LAFA0C-processed-gene-9.215-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-9.215&CDS=1-2490	YAL056W, YOR371C
130	OG0000130	snap_masked-LAFA0C-processed-gene-9.219-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-9.219&CDS=1-1374	YAL062W, YOR375C
131	OG0000131	snap_masked-LAFA0C-processed-gene-9.228-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-9.228&CDS=1-933, snap_masked-LAFA0F-processed-gene-0.22-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-0.22&CDS=1-945	YDL124W
132	OG0000132	augustus_masked-LAFA0G-processed-gene-23.142-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-23.142&CDS=1-951, snap_masked-LAFA0D-processed-gene-0.74-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-0.74&CDS=1-1158	YJR149W
133	OG0000133	snap_masked-LAFA0D-processed-gene-0.49-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-0.49&CDS=1-1455	YFR053C, YGL253W
134	OG0000134	snap_masked-LAFA0D-processed-gene-1.66-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-1.66&CDS=1-1488, snap_masked-LAFA0F-processed-gene-0.6-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-0.6&CDS=1-1467	YGL202W
135	OG0000135	snap_masked-LAFA0D-processed-gene-2.4-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.4&CDS=1-1917	YGR138C, YPR156C
136	OG0000136	genemark-LAFA0D-processed-gene-2.120-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-2.120&CDS=1-714	YGR136W, YPR154W
137	OG0000137	snap_masked-LAFA0D-processed-gene-3.24-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.24&CDS=1-1158	YMR253C, YPL264C
138	OG0000138	maker-LAFA0D-snap-gene-4.131-mRNA-1_1&gene=maker-LAFA0D-snap-gene-4.131&CDS=1-2403	YBL089W, YER119C
139	OG0000139	snap_masked-LAFA0D-processed-gene-4.87-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.87&CDS=1-411	YBL087C, YER117W
140	OG0000140	snap_masked-LAFA0D-processed-gene-5.33-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.33&CDS=1-606	YBL072C, YER102W
141	OG0000141	snap_masked-LAFA0D-processed-gene-5.12-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.12&CDS=1-1281	YBL069W, YER101C
142	OG0000142	snap_masked-LAFA0D-processed-gene-6.103-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.103&CDS=1-2526	YDR385W, YOR133W
143	OG0000143	snap_masked-LAFA0D-processed-gene-6.134-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.134&CDS=1-507	YGR131W, YPR149W
144	OG0000144	snap_masked-LAFA0D-processed-gene-6.137-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.137&CDS=1-1716	YGR124W, YPR145W
145	OG0000145	snap_masked-LAFA0D-processed-gene-7.97-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-7.97&CDS=1-435	YGR118W, YPR132W
146	OG0000146	genemark-LAFA0D-processed-gene-9.28-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-9.28&CDS=1-798	YDL048C, YLR375W
147	OG0000147	snap_masked-LAFA0D-processed-gene-9.87-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-9.87&CDS=1-315	YMR230W, YOR293W
148	OG0000148	snap_masked-LAFA0D-processed-gene-9.92-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-9.92&CDS=1-1122	YCR105W, YMR318C
149	OG0000149	snap_masked-LAFA0D-processed-gene-10.39-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-10.39&CDS=1-1191	YHR179W, YPL171C
150	OG0000150	snap_masked-LAFA0D-processed-gene-10.59-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-10.59&CDS=1-2277	YBL005W, YGL013C
151	OG0000151	snap_masked-LAFA0D-processed-gene-10.66-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-10.66&CDS=1-1914	YBL009W, YGL021W
152	OG0000152	genemark-LAFA0D-processed-gene-11.96-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-11.96&CDS=1-357	YER131W, YGL189C
153	OG0000153	snap_masked-LAFA0D-processed-gene-11.35-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-11.35&CDS=1-4824	YER132C, YGL197W
154	OG0000154	snap_masked-LAFA0D-processed-gene-12.54-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-12.54&CDS=1-768	YHL033C, YLL045C
155	OG0000155	snap_masked-LAFA0D-processed-gene-13.126-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-13.126&CDS=1-1215	YGR109C, YPR120C
156	OG0000156	snap_masked-LAFA0D-processed-gene-13.134-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-13.134&CDS=1-762	YFR031C-A, YIL018W
157	OG0000157	snap_masked-LAFA0D-processed-gene-15.123-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-15.123&CDS=1-1263	YDR277C, YOR047C
158	OG0000158	snap_masked-LAFA0D-processed-gene-15.135-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-15.135&CDS=1-813	YKR075C, YOR062C
159	OG0000159	genemark-LAFA0E-processed-gene-0.18-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-0.18&CDS=1-1176	YGR279C, YMR305C
160	OG0000160	snap_masked-LAFA0E-processed-gene-1.69-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-1.69&CDS=1-1038	YER185W, YGR213C
161	OG0000161	snap_masked-LAFA0E-processed-gene-2.13-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-2.13&CDS=1-1596	YEL041W, YJR049C
162	OG0000162	snap_masked-LAFA0E-processed-gene-2.31-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-2.31&CDS=1-330	YEL039C, YJR048W
163	OG0000163	snap_masked-LAFA0E-processed-gene-2.16-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-2.16&CDS=1-471	YEL034W, YJR047C
164	OG0000164	maker-LAFA0E-augustus-gene-2.0-mRNA-1_1&gene=maker-LAFA0E-augustus-gene-2.0&CDS=1-4824	YIL111W, YNL052W
165	OG0000165	maker-LAFA0E-snap-gene-3.84-mRNA-1_1&gene=maker-LAFA0E-snap-gene-3.84&CDS=1-756	YGR214W, YLR048W
166	OG0000166	genemark-LAFA0E-processed-gene-3.119-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-3.119&CDS=1-2136	YJR059W, YKL198C
167	OG0000167	augustus_masked-LAFA0E-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-4.109&CDS=1-1728	YGR254W, YHR174W
168	OG0000168	augustus_masked-LAFA0E-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-4.116&CDS=1-2856	YDL239C, YNL225C
169	OG0000169	snap_masked-LAFA0E-processed-gene-5.7-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-5.7&CDS=1-1299	YDR132C, YLR108C
170	OG0000170	snap_masked-LAFA0E-processed-gene-5.39-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-5.39&CDS=1-2640	YBR294W, YLR092W
171	OG0000171	snap_masked-LAFA0E-processed-gene-6.86-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-6.86&CDS=1-2067	YDR107C, YLR083C
172	OG0000172	snap_masked-LAFA0E-processed-gene-6.93-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-6.93&CDS=1-762	YDR098C, YER174C
173	OG0000173	snap_masked-LAFA0E-processed-gene-7.17-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-7.17&CDS=1-183	YDR461W, YNL145W
174	OG0000174	augustus_masked-LAFA0E-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-7.72&CDS=1-354	YLR287C-A, YOR182C
175	OG0000175	snap_masked-LAFA0E-processed-gene-8.138-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-8.138&CDS=1-657	YAR002C-A, YGL002W
176	OG0000176	genemark-LAFA0E-processed-gene-8.39-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-8.39&CDS=1-1932	YBL054W, YER088C
177	OG0000177	augustus_masked-LAFA0E-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-8.88&CDS=1-1770	YHR123W, YNL130C
178	OG0000178	maker-LAFA0E-snap-gene-9.0-mRNA-1_1&gene=maker-LAFA0E-snap-gene-9.0&CDS=1-1617	YHR131C, YNL144C
179	OG0000179	genemark-LAFA0E-processed-gene-9.49-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-9.49&CDS=1-1476	YHR115C, YNL116W
180	OG0000180	snap_masked-LAFA0E-processed-gene-9.106-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-9.106&CDS=1-1686	YIR031C, YNL117W
181	OG0000181	snap_masked-LAFA0E-processed-gene-10.76-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-10.76&CDS=1-708	YBR181C, YPL090C
182	OG0000182	maker-LAFA0E-snap-gene-10.43-mRNA-1_1&gene=maker-LAFA0E-snap-gene-10.43&CDS=1-1032	YBR189W, YPL081W
183	OG0000183	snap_masked-LAFA0E-processed-gene-11.30-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-11.30&CDS=1-1098	YBR161W, YPL057C
184	OG0000184	snap_masked-LAFA0E-processed-gene-12.119-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-12.119&CDS=1-738	YHR043C, YHR044C
185	OG0000185	snap_masked-LAFA0E-processed-gene-13.56-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-13.56&CDS=1-309	YJR094W-A, YPR043W
186	OG0000186	snap_masked-LAFA0E-processed-gene-13.93-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-13.93&CDS=1-1608	YDR463W, YHR006W
187	OG0000187	snap_masked-LAFA0E-processed-gene-14.71-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.71&CDS=1-438	YDR450W, YML026C
188	OG0000188	augustus_masked-LAFA0E-processed-gene-14.10-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-14.10&CDS=1-549	YDR447C, YML024W
189	OG0000189	augustus_masked-LAFA0E-processed-gene-14.41-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-14.41&CDS=1-8628	YBR140C, YOL081W
190	OG0000190	snap_masked-LAFA0E-processed-gene-15.92-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.92&CDS=1-1551	YOL082W, YOL083W
191	OG0000191	snap_masked-LAFA0E-processed-gene-15.131-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.131&CDS=1-1788, snap_masked-LAFA0F-processed-gene-14.111-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-14.111&CDS=1-1179	YLR286C
192	OG0000192	maker-LAFA0E-snap-gene-16.89-mRNA-1_1&gene=maker-LAFA0E-snap-gene-16.89&CDS=1-1791	YJL079C, YKR013W
193	OG0000193	snap_masked-LAFA0E-processed-gene-16.29-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.29&CDS=1-2175	YJL082W, YKR018C
194	OG0000194	snap_masked-LAFA0E-processed-gene-16.30-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.30&CDS=1-1941	YJL083W, YKR019C
195	OG0000195	snap_masked-LAFA0E-processed-gene-16.17-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.17&CDS=1-477	YGL031C, YGR148C
196	OG0000196	genemark-LAFA0E-processed-gene-17.134-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-17.134&CDS=1-876	YPR013C, YPR015C
197	OG0000197	snap_masked-LAFA0E-processed-gene-20.128-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.128&CDS=1-1935	YIL105C, YNL047C
198	OG0000198	snap_masked-LAFA0E-processed-gene-20.176-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.176&CDS=1-978, snap_masked-LAFA0G-processed-gene-23.110-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-23.110&CDS=1-990	YPL273W
199	OG0000199	snap_masked-LAFA0E-processed-gene-20.136-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.136&CDS=1-2703	YML111W, YMR275C
200	OG0000200	snap_masked-LAFA0E-processed-gene-20.184-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.184&CDS=1-495	YDR418W, YEL054C
201	OG0000201	snap_masked-LAFA0F-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-0.3&CDS=1-1524, snap_masked-LAFA0F-processed-gene-4.97-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-4.97&CDS=1-1962	YBR043C
202	OG0000202	maker-LAFA0F-augustus-gene-0.80-mRNA-1_1&gene=maker-LAFA0F-augustus-gene-0.80&CDS=1-2280, snap_masked-LAFA0F-processed-gene-0.38-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-0.38&CDS=1-885	YNR064C
203	OG0000203	snap_masked-LAFA0F-processed-gene-1.83-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.83&CDS=1-369	YBR016W, YDL012C
204	OG0000204	genemark-LAFA0F-processed-gene-2.4-mRNA-1_1&gene=genemark-LAFA0F-processed-gene-2.4&CDS=1-1092	YBR031W, YDR012W
205	OG0000205	snap_masked-LAFA0F-processed-gene-2.135-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.135&CDS=1-201	YLR264W, YOR167C
206	OG0000206	augustus_masked-LAFA0F-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-3.62&CDS=1-2712	YBR150C, YOL089C
207	OG0000207	snap_masked-LAFA0F-processed-gene-3.19-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.19&CDS=1-921	YDR368W, YOR120W
208	OG0000208	genemark-LAFA0F-processed-gene-3.126-mRNA-1_1&gene=genemark-LAFA0F-processed-gene-3.126&CDS=1-1302	YNL283C, YOL105C
209	OG0000209	genemark-LAFA0F-processed-gene-4.137-mRNA-1_1&gene=genemark-LAFA0F-processed-gene-4.137&CDS=1-468	YBR048W, YDR025W
210	OG0000210	maker-LAFA0F-augustus-gene-5.129-mRNA-1_1&gene=maker-LAFA0F-augustus-gene-5.129&CDS=1-2358	YMR199W, YPL256C
211	OG0000211	augustus_masked-LAFA0F-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-6.31&CDS=1-783	YHR203C, YJR145C
212	OG0000212	maker-LAFA0F-snap-gene-8.112-mRNA-1_1&gene=maker-LAFA0F-snap-gene-8.112&CDS=1-414	YHL001W, YKL006W
213	OG0000213	snap_masked-LAFA0F-processed-gene-8.17-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-8.17&CDS=1-1239	YHL003C, YKL008C
214	OG0000214	snap_masked-LAFA0F-processed-gene-9.49-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-9.49&CDS=1-885	YFL059W, YNL333W
215	OG0000215	snap_masked-LAFA0F-processed-gene-9.56-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-9.56&CDS=1-2265	YKL121W, YMR102C
216	OG0000216	snap_masked-LAFA0F-processed-gene-10.21-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-10.21&CDS=1-318	YHR141C, YNL162W
217	OG0000217	augustus_masked-LAFA0F-processed-gene-10.67-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-10.67&CDS=1-1134	YHR139C, YNL160W
218	OG0000218	snap_masked-LAFA0F-processed-gene-11.44-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-11.44&CDS=1-612	YLR029C, YMR121C
219	OG0000219	snap_masked-LAFA0F-processed-gene-11.67-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-11.67&CDS=1-1326	YGR010W, YLR328W
220	OG0000220	snap_masked-LAFA0F-processed-gene-11.51-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-11.51&CDS=1-1641	YBR270C, YJL058C
221	OG0000221	augustus_masked-LAFA0F-processed-gene-13.126-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-13.126&CDS=1-819	YMR206W, YNR014W
222	OG0000222	snap_masked-LAFA0F-processed-gene-14.89-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-14.89&CDS=1-2391	YHR146W, YNL173C
223	OG0000223	snap_masked-LAFA0F-processed-gene-15.4-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-15.4&CDS=1-1839	YDL229W, YNL209W
224	OG0000224	snap_masked-LAFA0F-processed-gene-15.33-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-15.33&CDS=1-753	YDR151C, YLR136C
225	OG0000225	snap_masked-LAFA0F-processed-gene-16.89-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-16.89&CDS=1-279	YBR089C-A, YPR052C
226	OG0000226	snap_masked-LAFA0F-processed-gene-16.100-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-16.100&CDS=1-594	YBL027W, YBR084C-A
227	OG0000227	snap_masked-LAFA0F-processed-gene-18.58-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-18.58&CDS=1-1125	YDL243C, YNL331C
228	OG0000228	snap_masked-LAFA0F-processed-gene-18.67-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-18.67&CDS=1-252	YHR021C, YKL156W
229	OG0000229	snap_masked-LAFA0F-processed-gene-19.82-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-19.82&CDS=1-1797	YGL257C, YNR059W
230	OG0000230	snap_masked-LAFA0F-processed-gene-20.76-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-20.76&CDS=1-1200	YIL135C, YNL074C
231	OG0000231	snap_masked-LAFA0F-processed-gene-20.77-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-20.77&CDS=1-600	YIL133C, YNL069C
232	OG0000232	snap_masked-LAFA0F-processed-gene-20.66-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-20.66&CDS=1-1338	YIL123W, YNL066W
233	OG0000233	snap_masked-LAFA0F-processed-gene-21.94-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-21.94&CDS=1-906	YMR316W, YOR385W
234	OG0000234	snap_masked-LAFA0F-processed-gene-21.156-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-21.156&CDS=1-753	YIR035C, YIR036C
