	OrthologID	Candida_versatilis	Saccharomyces_cerevisiae
33	OG0000033	-processed-gene-0.91-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-0.91&CDS=1-1674, -processed-gene-2.68-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-2.68&CDS=1-1665, -processed-gene-3.112-mRNA-1_1&gene=augustus_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-3.112&CDS=1-1482, -processed-gene-3.63-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-3.63&CDS=1-1749	YBR008C
34	OG0000034	-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.140&CDS=1-1443, -processed-gene-2.96-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-2.96&CDS=1-1476, -processed-gene-3.93-mRNA-1_1&gene=augustus_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-3.93&CDS=1-1428, -processed-gene-9.175-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-9.175&CDS=1-1458	YJL163C
35	OG0000035	-processed-gene-1.63-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-1.63&CDS=1-621, -processed-gene-20.46-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-20.46&CDS=1-606, -processed-gene-3.150-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-3.150&CDS=1-606, -processed-gene-38.86-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-38.86&CDS=1-633	YNR018W
36	OG0000036	-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-1.57&CDS=1-1638, -processed-gene-2.62-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-2.62&CDS=1-1641, -processed-gene-2.78-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-2.78&CDS=1-1650, -processed-gene-3.81-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.81&CDS=1-1644	YDL174C
37	OG0000037	-processed-gene-17.121-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-17.121&CDS=1-1284, -processed-gene-2.142-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-2.142&CDS=1-1260, -processed-gene-3.77-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.77&CDS=1-1311	YOL119C, YOR306C
38	OG0000038	-augustus-gene-16.53-mRNA-1_1&gene=maker-gi|1002316100|dbj|BCJV01000002.1|-augustus-gene-16.53&CDS=1-1704, -processed-gene-3.68-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-3.68&CDS=1-1719, -processed-gene-8.2-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.2&CDS=1-1821	YBR005W, YDR003W
39	OG0000039	-processed-gene-14.36-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-14.36&CDS=1-714	YDR533C, YMR322C, YOR391C, YPL280W
40	OG0000040	-processed-gene-14.49-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-14.49&CDS=1-672, -processed-gene-9.105-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-9.105&CDS=1-522	YBR089C-A, YDL002C, YPR052C
41	OG0000041	-processed-gene-15.187-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-15.187&CDS=1-1056, -processed-gene-2.110-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.110&CDS=1-1047	YCR102C, YLR460C, YNL134C
42	OG0000042	-processed-gene-10.68-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.68&CDS=1-981, -processed-gene-20.40-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-20.40&CDS=1-972	YGR154C, YKR076W, YMR251W
43	OG0000043	-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-0.115&CDS=1-1242, -processed-gene-11.102-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-11.102&CDS=1-2229, -processed-gene-3.99-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-3.99&CDS=1-1134	YIL085C, YNL029C
44	OG0000044	-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-2.12&CDS=1-1740, -processed-gene-25.76-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.76&CDS=1-1416, -processed-gene-28.39-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-28.39&CDS=1-1947, -processed-gene-3.140-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-3.140&CDS=1-1509	YGL102C
45	OG0000045	-processed-gene-14.186-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.186&CDS=1-1362, -processed-gene-41.125-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-41.125&CDS=1-1509, -processed-gene-7.168-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.168&CDS=1-1413	YLR120C, YLR121C
46	OG0000046	-processed-gene-20.72-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-20.72&CDS=1-1605, -processed-gene-38.113-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-38.113&CDS=1-1668	YCR065W, YIL131C, YNL068C
47	OG0000047	-processed-gene-20.78-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-20.78&CDS=1-2376	YBL017C, YIL173W, YJL222W, YNR065C
48	OG0000048	-processed-gene-0.81-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-0.81&CDS=1-1029	YDR541C, YGL039W, YGL157W, YOL151W
49	OG0000049	-processed-gene-8.87-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-8.87&CDS=1-1755	YDL080C, YGR087C, YLR044C, YLR134W
50	OG0000050	-augustus-gene-24.54-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-augustus-gene-24.54&CDS=1-2337, -processed-gene-24.108-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.108&CDS=1-873	YMR015C, YMR183C, YPL232W
51	OG0000051		YAR071W, YBR092C, YBR093C, YDL024C, YHR215W
52	OG0000052	-processed-gene-0.16-mRNA-1_1&gene=snap_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-0.16&CDS=1-1314, -processed-gene-0.3-mRNA-1_1&gene=snap_masked-gi|1002316094|dbj|BCJV01000008.1|-processed-gene-0.3&CDS=1-1314, -processed-gene-20.18-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.18&CDS=1-3414	YLR138W
53	OG0000053	-processed-gene-0.109-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-0.109&CDS=1-915, -processed-gene-0.6-mRNA-1_1&gene=snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.6&CDS=1-894, -processed-gene-2.75-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-2.75&CDS=1-897	YOR049C
54	OG0000054	-processed-gene-0.9-mRNA-1_1&gene=snap_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-0.9&CDS=1-1857	YLR237W, YOR071C, YOR192C
55	OG0000055	-processed-gene-0.13-mRNA-1_1&gene=snap_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-0.13&CDS=1-669, -processed-gene-4.110-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-4.110&CDS=1-669, -processed-gene-4.56-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-4.56&CDS=1-621	YJL218W
56	OG0000056	-processed-gene-0.38-mRNA-1_1&gene=snap_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-0.38&CDS=1-1629, -processed-gene-2.91-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-2.91&CDS=1-1488	YEL047C, YJR051W
57	OG0000057	-processed-gene-1.96-mRNA-1_1&gene=snap_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-1.96&CDS=1-369, -processed-gene-13.4-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-13.4&CDS=1-306	YGR209C, YLR043C
58	OG0000058	-processed-gene-1.119-mRNA-1_1&gene=snap_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-1.119&CDS=1-762	YER185W, YGR213C, YLR046C
59	OG0000059	-processed-gene-1.40-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-1.40&CDS=1-219, -processed-gene-1.80-mRNA-1_1&gene=augustus_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-1.80&CDS=1-1191, -processed-gene-2.56-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.56&CDS=1-291	YNR074C
60	OG0000060	-processed-gene-1.113-mRNA-1_1&gene=snap_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-1.113&CDS=1-1560, -processed-gene-1.28-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-1.28&CDS=1-1503, -processed-gene-13.165-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.165&CDS=1-1578	YOR374W
61	OG0000061	-processed-gene-0.79-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-0.79&CDS=1-1524, -processed-gene-3.37-mRNA-1_1&gene=snap_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-3.37&CDS=1-1581, -processed-gene-7.82-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.82&CDS=1-1581	YGR260W
62	OG0000062	-processed-gene-3.13-mRNA-1_1&gene=snap_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-3.13&CDS=1-1458, -processed-gene-6.47-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.47&CDS=1-1593, -snap-gene-6.74-mRNA-1_1&gene=maker-gi|1002316099|dbj|BCJV01000003.1|-snap-gene-6.74&CDS=1-1584	YLR152C
63	OG0000063	-processed-gene-0.90-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-0.90&CDS=1-1065, -processed-gene-2.90-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.90&CDS=1-1062, -processed-gene-8.159-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-8.159&CDS=1-2283	YBR247C
64	OG0000064	-processed-gene-1.41-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-1.41&CDS=1-3294	YDR038C, YDR039C, YDR040C
65	OG0000065	-processed-gene-1.64-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-1.64&CDS=1-1983, -processed-gene-4.114-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.114&CDS=1-1689	YDR326C, YHR080C
66	OG0000066	-processed-gene-1.68-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-1.68&CDS=1-1275, -processed-gene-12.88-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.88&CDS=1-1314, -processed-gene-19.153-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-19.153&CDS=1-1206	YMR020W
67	OG0000067	-processed-gene-1.61-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-1.61&CDS=1-618, -processed-gene-1.62-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-1.62&CDS=1-612, -processed-gene-19.166-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-19.166&CDS=1-1518	YDL106C
68	OG0000068	-processed-gene-3.54-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-3.54&CDS=1-1137, -snap-gene-5.61-mRNA-1_1&gene=maker-gi|1002316099|dbj|BCJV01000003.1|-snap-gene-5.61&CDS=1-2208	YDL022W, YOL059W
69	OG0000069	-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-1.71&CDS=1-825, -processed-gene-16.65-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-16.65&CDS=1-849, -processed-gene-3.111-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-3.111&CDS=1-825	YDL057W
70	OG0000070	-processed-gene-20.95-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-20.95&CDS=1-1623, -processed-gene-3.61-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-3.61&CDS=1-1614	YGL077C, YNR056C
71	OG0000071	-processed-gene-3.103-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-3.103&CDS=1-636, -processed-gene-5.116-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.116&CDS=1-576	YLR178C, YLR179C
72	OG0000072	-processed-gene-4.76-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.76&CDS=1-1077	YDL246C, YJR159W, YLR070C
73	OG0000073	-processed-gene-30.73-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-30.73&CDS=1-1860, -processed-gene-6.11-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.11&CDS=1-3249	YDL185W, YDL227C
74	OG0000074	-processed-gene-17.4-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-17.4&CDS=1-1419, -processed-gene-6.45-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.45&CDS=1-1632	YGL160W, YLR047C
75	OG0000075	-processed-gene-11.108-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.108&CDS=1-1251, -processed-gene-27.149-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.149&CDS=1-429	YBR062C, YDR143C
76	OG0000076	-processed-gene-11.32-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.32&CDS=1-1014	YNL283C, YOL105C, YOR008C
77	OG0000077	-processed-gene-12.145-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-12.145&CDS=1-1014, -processed-gene-27.106-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.106&CDS=1-744	YCL036W, YDR514C
78	OG0000078	-processed-gene-0.77-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-0.77&CDS=1-1836, -processed-gene-13.199-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-13.199&CDS=1-1860, -processed-gene-15.70-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-15.70&CDS=1-1842	YPR159W
79	OG0000079	-processed-gene-19.120-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-19.120&CDS=1-1113, -processed-gene-3.124-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.124&CDS=1-1038	YDR030C, YPL247C
80	OG0000080	-processed-gene-1.37-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-1.37&CDS=1-564, -processed-gene-19.100-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-19.100&CDS=1-762	YDR253C, YPL038W
81	OG0000081	-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.111&CDS=1-2124, -processed-gene-20.43-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-20.43&CDS=1-969	YOR390W, YPL279C
82	OG0000082	-processed-gene-1.88-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-1.88&CDS=1-900, -processed-gene-2.73-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-2.73&CDS=1-894, -processed-gene-21.159-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.159&CDS=1-858	YJR096W
83	OG0000083	-processed-gene-4.38-mRNA-1_1&gene=genemark-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-4.38&CDS=1-1179, -processed-gene-7.4-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-7.4&CDS=1-876	YJL079C, YKR013W
84	OG0000084	-processed-gene-41.218-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-41.218&CDS=1-3681, -processed-gene-7.76-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-7.76&CDS=1-1242	YEL036C, YMR278W
85	OG0000085	-processed-gene-5.136-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.136&CDS=1-576, -processed-gene-9.173-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-9.173&CDS=1-576	YDR453C, YML028W
86	OG0000086	-processed-gene-11.149-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-11.149&CDS=1-1344, -processed-gene-5.117-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.117&CDS=1-1314	YGL003C, YGL116W
87	OG0000087	-processed-gene-17.39-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-17.39&CDS=1-1542, -processed-gene-41.81-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-41.81&CDS=1-2148	YCR098C, YML123C
88	OG0000088	-processed-gene-19.160-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-19.160&CDS=1-429, -processed-gene-41.55-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-41.55&CDS=1-429	YBR010W, YNL031C
89	OG0000089	-processed-gene-10.5-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-10.5&CDS=1-2001, -processed-gene-20.105-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-20.105&CDS=1-2079	YDL056W, YLR182W
90	OG0000090	-processed-gene-21.105-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.105&CDS=1-1974, -processed-gene-37.117-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-37.117&CDS=1-2169	YJR005W, YKL135C
91	OG0000091	-processed-gene-0.80-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-0.80&CDS=1-1053, -processed-gene-2.116-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.116&CDS=1-3054, -processed-gene-2.55-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.55&CDS=1-954	YPR022C
92	OG0000092	-processed-gene-16.141-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.141&CDS=1-1119, -processed-gene-16.83-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-16.83&CDS=1-1641, -processed-gene-2.96-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.96&CDS=1-747	YPL151C
93	OG0000093	-processed-gene-5.125-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.125&CDS=1-792	YOL055C, YPL258C, YPR121W
94	OG0000094	-processed-gene-14.111-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-14.111&CDS=1-561, -processed-gene-21.144-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.144&CDS=1-561	YGL147C, YNL067W
95	OG0000095	-processed-gene-14.121-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-14.121&CDS=1-1845	YER056C, YER060W, YER060W-A
96	OG0000096	-processed-gene-15.74-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-15.74&CDS=1-2049	YIL009W, YMR246W, YOR317W
97	OG0000097	-processed-gene-18.71-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-18.71&CDS=1-1389	YDR263C, YER041W, YOR033C
98	OG0000098	-processed-gene-19.152-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.152&CDS=1-312, -processed-gene-31.70-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-31.70&CDS=1-312	YBR009C, YNL030W
99	OG0000099	-processed-gene-19.103-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-19.103&CDS=1-2745, -processed-gene-30.111-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-30.111&CDS=1-2841	YBR038W, YNL192W
100	OG0000100	-processed-gene-24.91-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.91&CDS=1-2313, -processed-gene-33.129-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-33.129&CDS=1-2031	YLL011W, YOL087C
101	OG0000101	-processed-gene-29.94-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-29.94&CDS=1-678	YFL060C, YMR095C, YNL334C
102	OG0000102	-processed-gene-41.82-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-41.82&CDS=1-954	YLL062C, YMR321C, YPL273W
103	OG0000103		YBR297W, YFL052W, YGR288W, YPR196W
104	OG0000104		YKL222C, YLR266C, YOR162C, YOR172W
105	OG0000105	-processed-gene-0.1-mRNA-1_1&gene=snap_masked-gi|1002316088|dbj|BCJV01000014.1|-processed-gene-0.1&CDS=1-1203, -processed-gene-0.1-mRNA-1_1&gene=snap_masked-gi|1002316089|dbj|BCJV01000013.1|-processed-gene-0.1&CDS=1-1203	YPR201W
106	OG0000106	-processed-gene-0.0-mRNA-1_1&gene=snap_masked-gi|1002316091|dbj|BCJV01000011.1|-processed-gene-0.0&CDS=1-669, -processed-gene-39.71-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-39.71&CDS=1-918	YDR297W
107	OG0000107	-processed-gene-0.12-mRNA-1_1&gene=snap_masked-gi|1002316092|dbj|BCJV01000010.1|-processed-gene-0.12&CDS=1-780, -snap-gene-10.57-mRNA-1_1&gene=maker-gi|1002316099|dbj|BCJV01000003.1|-snap-gene-10.57&CDS=1-1257	YPL254W
108	OG0000108	-processed-gene-0.13-mRNA-1_1&gene=snap_masked-gi|1002316092|dbj|BCJV01000010.1|-processed-gene-0.13&CDS=1-945, -processed-gene-10.100-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.100&CDS=1-945	YPR140W
109	OG0000109	-processed-gene-0.10-mRNA-1_1&gene=snap_masked-gi|1002316092|dbj|BCJV01000010.1|-processed-gene-0.10&CDS=1-888, -processed-gene-10.22-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.22&CDS=1-888	YPR139C
110	OG0000110	-processed-gene-0.0-mRNA-1_1&gene=snap_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-0.0&CDS=1-696, -processed-gene-0.5-mRNA-1_1&gene=augustus_masked-gi|1002316094|dbj|BCJV01000008.1|-processed-gene-0.5&CDS=1-696	YIR030C
111	OG0000111	-processed-gene-0.27-mRNA-1_1&gene=snap_masked-gi|1002316096|dbj|BCJV01000006.1|-processed-gene-0.27&CDS=1-1620	YFL053W, YML070W
112	OG0000112	-processed-gene-0.2-mRNA-1_1&gene=snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.2&CDS=1-1806, -processed-gene-2.38-mRNA-1_1&gene=snap_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-2.38&CDS=1-1803	YGR055W
113	OG0000113	-processed-gene-0.44-mRNA-1_1&gene=snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.44&CDS=1-675, -processed-gene-0.94-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-0.94&CDS=1-672	YJR111C
114	OG0000114	-processed-gene-0.18-mRNA-1_1&gene=snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.18&CDS=1-507	YEL066W, YPR193C
115	OG0000115	-processed-gene-0.50-mRNA-1_1&gene=snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.50&CDS=1-837	YLR284C, YOR180C
116	OG0000116	-processed-gene-0.14-mRNA-1_1&gene=snap_masked-gi|1002316098|dbj|BCJV01000004.1|-processed-gene-0.14&CDS=1-1482, -snap-gene-11.171-mRNA-1_1&gene=maker-gi|1002316100|dbj|BCJV01000002.1|-snap-gene-11.171&CDS=1-1347	YGL202W
