	OrthologID	Kluyveromyces_marxianus	Saccharomyces_cerevisiae
51	OG0000051	genemark-BBIL01000001.1-processed-gene-9.100-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.100&CDS=1-1734, genemark-BBIL01000010.1-processed-gene-1.26-mRNA-1_1&gene=genemark-BBIL01000010.1-processed-gene-1.26&CDS=1-1749	YJL172W, YOL153C
52	OG0000052	genemark-BBIL01000001.1-processed-gene-9.101-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.101&CDS=1-822, genemark-BBIL01000023.1-processed-gene-2.74-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.74&CDS=1-825	YDL049C, YJL174W
53	OG0000053	genemark-BBIL01000001.1-processed-gene-10.93-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.93&CDS=1-1596, snap_masked-BBIL01000008.1-processed-gene-4.66-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-4.66&CDS=1-1587	YDR131C, YJL149W
54	OG0000054	genemark-BBIL01000001.1-processed-gene-14.100-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-14.100&CDS=1-777, genemark-BBIL01000001.1-processed-gene-16.40-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-16.40&CDS=1-777	YCL066W, YCR040W
55	OG0000055	augustus_masked-BBIL01000001.1-processed-gene-15.103-mRNA-1_1&gene=augustus_masked-BBIL01000001.1-processed-gene-15.103&CDS=1-1731, genemark-BBIL01000001.1-processed-gene-15.51-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-15.51&CDS=1-1740	YEL063C, YNL268W
56	OG0000056	augustus_masked-BBIL01000004.1-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-BBIL01000004.1-processed-gene-4.44&CDS=1-3894, genemark-BBIL01000001.1-processed-gene-15.52-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-15.52&CDS=1-5574	YIL159W, YNL271C
57	OG0000057	genemark-BBIL01000001.1-processed-gene-15.73-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-15.73&CDS=1-2070, maker-BBIL01000029.1-snap-gene-0.2-mRNA-1_1&gene=maker-BBIL01000029.1-snap-gene-0.2&CDS=1-2406	YLR188W, YPL270W
58	OG0000058	genemark-BBIL01000001.1-processed-gene-16.45-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-16.45&CDS=1-3339, genemark-BBIL01000004.1-processed-gene-3.112-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-3.112&CDS=1-3909	YDR507C, YKL101W
59	OG0000059	genemark-BBIL01000001.1-processed-gene-16.69-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-16.69&CDS=1-3825, genemark-BBIL01000008.1-processed-gene-0.43-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-0.43&CDS=1-3858, snap_masked-BBIL01000008.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-0.17&CDS=1-3888	YKL215C
60	OG0000060	genemark-BBIL01000004.1-processed-gene-3.109-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-3.109&CDS=1-2529, genemark-BBIL01000035.1-processed-gene-6.63-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-6.63&CDS=1-2337	YER017C, YMR089C
61	OG0000061	genemark-BBIL01000004.1-processed-gene-3.136-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-3.136&CDS=1-390, genemark-BBIL01000023.1-processed-gene-9.79-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-9.79&CDS=1-390	YBL003C, YDR225W
62	OG0000062	genemark-BBIL01000004.1-processed-gene-4.116-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-4.116&CDS=1-3033, genemark-BBIL01000010.1-processed-gene-10.76-mRNA-1_1&gene=genemark-BBIL01000010.1-processed-gene-10.76&CDS=1-2391	YLR144C, YNR067C
63	OG0000063	genemark-BBIL01000004.1-processed-gene-4.107-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-4.107&CDS=1-1314, genemark-BBIL01000029.1-processed-gene-7.112-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-7.112&CDS=1-2142	YBL052C, YOR244W
64	OG0000064	augustus_masked-BBIL01000004.1-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-BBIL01000004.1-processed-gene-6.100&CDS=1-2391	YLR266C, YOR162C, YOR172W
65	OG0000065	genemark-BBIL01000004.1-processed-gene-6.68-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-6.68&CDS=1-1407, genemark-BBIL01000010.1-processed-gene-1.10-mRNA-1_1&gene=genemark-BBIL01000010.1-processed-gene-1.10&CDS=1-1491	YBR263W, YLR058C
66	OG0000066	augustus_masked-BBIL01000023.1-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-BBIL01000023.1-processed-gene-6.10&CDS=1-3195, genemark-BBIL01000004.1-processed-gene-8.97-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-8.97&CDS=1-3279	YBR245C, YOR304W
67	OG0000067	augustus_masked-BBIL01000004.1-processed-gene-11.128-mRNA-1_1&gene=augustus_masked-BBIL01000004.1-processed-gene-11.128&CDS=1-2220, genemark-BBIL01000023.1-processed-gene-10.54-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-10.54&CDS=1-915	YDR143C, YDR265W
68	OG0000068	genemark-BBIL01000004.1-processed-gene-11.34-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-11.34&CDS=1-1800	YDR144C, YLR120C, YLR121C
69	OG0000069	genemark-BBIL01000004.1-processed-gene-12.136-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-12.136&CDS=1-924, snap_masked-BBIL01000005.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-0.4&CDS=1-927	YDR368W, YOR120W
70	OG0000070	genemark-BBIL01000004.1-processed-gene-14.82-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-14.82&CDS=1-1776, genemark-BBIL01000008.1-processed-gene-1.126-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.126&CDS=1-1449	YHR050W, YLR034C
71	OG0000071	augustus_masked-BBIL01000004.1-processed-gene-15.71-mRNA-1_1&gene=augustus_masked-BBIL01000004.1-processed-gene-15.71&CDS=1-1365	YOR229W, YOR230W, YPL139C
72	OG0000072	snap_masked-BBIL01000005.1-processed-gene-1.54-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-1.54&CDS=1-1692	YOL055C, YPL258C, YPR121W
73	OG0000073	genemark-BBIL01000005.1-processed-gene-1.125-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-1.125&CDS=1-2802, genemark-BBIL01000005.1-processed-gene-1.99-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-1.99&CDS=1-2829	YJR061W, YKL201C
74	OG0000074	genemark-BBIL01000005.1-processed-gene-3.26-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-3.26&CDS=1-1245, genemark-BBIL01000008.1-processed-gene-10.55-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-10.55&CDS=1-1287	YDL066W, YLR174W
75	OG0000075	genemark-BBIL01000005.1-processed-gene-4.128-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-4.128&CDS=1-2235, maker-BBIL01000008.1-snap-gene-6.77-mRNA-1_1&gene=maker-BBIL01000008.1-snap-gene-6.77&CDS=1-2313	YAL023C, YGR199W
76	OG0000076	genemark-BBIL01000005.1-processed-gene-6.60-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-6.60&CDS=1-1479, genemark-BBIL01000031.1-processed-gene-0.17-mRNA-1_1&gene=genemark-BBIL01000031.1-processed-gene-0.17&CDS=1-1278, genemark-BBIL01000035.1-processed-gene-8.69-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-8.69&CDS=1-1428	YKL221W
77	OG0000077	genemark-BBIL01000005.1-processed-gene-12.125-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-12.125&CDS=1-2766, genemark-BBIL01000029.1-processed-gene-4.42-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-4.42&CDS=1-5754	YCR106W, YLL054C
78	OG0000078	genemark-BBIL01000005.1-processed-gene-14.68-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.68&CDS=1-891	YFL059W, YMR096W, YNL333W
79	OG0000079	genemark-BBIL01000005.1-processed-gene-14.36-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.36&CDS=1-636	YFL060C, YMR095C, YNL334C
80	OG0000080	genemark-BBIL01000008.1-processed-gene-4.102-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-4.102&CDS=1-3249	YDR038C, YDR039C, YDR040C
81	OG0000081	genemark-BBIL01000010.1-processed-gene-0.40-mRNA-1_1&gene=genemark-BBIL01000010.1-processed-gene-0.40&CDS=1-1563, maker-BBIL01000008.1-snap-gene-9.1-mRNA-1_1&gene=maker-BBIL01000008.1-snap-gene-9.1&CDS=1-1944	YER073W, YOR374W
82	OG0000082	genemark-BBIL01000008.1-processed-gene-9.151-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-9.151&CDS=1-2517, genemark-BBIL01000023.1-processed-gene-7.23-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-7.23&CDS=1-2610	YMR054W, YOR270C
83	OG0000083	genemark-BBIL01000010.1-processed-gene-3.86-mRNA-1_1&gene=genemark-BBIL01000010.1-processed-gene-3.86&CDS=1-2397, snap_masked-BBIL01000010.1-processed-gene-8.0-mRNA-1_1&gene=snap_masked-BBIL01000010.1-processed-gene-8.0&CDS=1-2112	YHR031C, YML061C
84	OG0000084	genemark-BBIL01000029.1-processed-gene-4.57-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-4.57&CDS=1-5325, snap_masked-BBIL01000010.1-processed-gene-4.75-mRNA-1_1&gene=snap_masked-BBIL01000010.1-processed-gene-4.75&CDS=1-5676	YLR342W, YMR306W
85	OG0000085	genemark-BBIL01000010.1-processed-gene-6.111-mRNA-1_1&gene=genemark-BBIL01000010.1-processed-gene-6.111&CDS=1-4908, genemark-BBIL01000023.1-processed-gene-0.57-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-0.57&CDS=1-3978	YIL126W, YOR290C
86	OG0000086	genemark-BBIL01000023.1-processed-gene-0.56-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-0.56&CDS=1-573, genemark-BBIL01000029.1-processed-gene-2.70-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-2.70&CDS=1-573	YGL147C, YNL067W
87	OG0000087	genemark-BBIL01000023.1-processed-gene-8.1-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-8.1&CDS=1-1875, snap_masked-BBIL01000035.1-processed-gene-0.100-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-0.100&CDS=1-1842	YFL041W, YMR058W
88	OG0000088	genemark-BBIL01000023.1-processed-gene-9.52-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-9.52&CDS=1-1866, genemark-BBIL01000035.1-processed-gene-5.95-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-5.95&CDS=1-1812	YBR015C, YJL186W
89	OG0000089	genemark-BBIL01000029.1-processed-gene-2.103-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-2.103&CDS=1-309, snap_masked-BBIL01000023.1-processed-gene-9.102-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-9.102&CDS=1-309	YBR009C, YNL030W
90	OG0000090	genemark-BBIL01000029.1-processed-gene-0.42-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-0.42&CDS=1-1707, genemark-BBIL01000035.1-processed-gene-7.128-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-7.128&CDS=1-1734, maker-BBIL01000029.1-snap-gene-0.0-mRNA-1_1&gene=maker-BBIL01000029.1-snap-gene-0.0&CDS=1-1728	YDL210W
91	OG0000091	genemark-BBIL01000029.1-processed-gene-1.45-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-1.45&CDS=1-900, genemark-BBIL01000029.1-processed-gene-5.70-mRNA-1_1&gene=genemark-BBIL01000029.1-processed-gene-5.70&CDS=1-945	YDR492W, YOL002C
92	OG0000092	augustus_masked-BBIL01000031.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-BBIL01000031.1-processed-gene-0.1&CDS=1-1917, augustus_masked-BBIL01000035.1-processed-gene-8.180-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-8.180&CDS=1-4479, snap_masked-BBIL01000032.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-BBIL01000032.1-processed-gene-0.4&CDS=1-1833	YKL222C
93	OG0000093	genemark-BBIL01000001.1-processed-gene-0.74-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-0.74&CDS=1-1641, genemark-BBIL01000008.1-processed-gene-0.52-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-0.52&CDS=1-1683	YLL055W
94	OG0000094	maker-BBIL01000001.1-augustus-gene-0.95-mRNA-1_1&gene=maker-BBIL01000001.1-augustus-gene-0.95&CDS=1-3873	YBR169C, YPL106C
95	OG0000095	genemark-BBIL01000001.1-processed-gene-0.90-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-0.90&CDS=1-1344	YBR177C, YPL095C
96	OG0000096	genemark-BBIL01000001.1-processed-gene-0.93-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-0.93&CDS=1-708	YBR181C, YPL090C
97	OG0000097	genemark-BBIL01000001.1-processed-gene-1.51-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-1.51&CDS=1-951	YBR183W, YPL087W
98	OG0000098	genemark-BBIL01000001.1-processed-gene-1.59-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-1.59&CDS=1-1179, snap_masked-BBIL01000023.1-processed-gene-1.64-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-1.64&CDS=1-1326	YDL131W
99	OG0000099	maker-BBIL01000001.1-snap-gene-1.48-mRNA-1_1&gene=maker-BBIL01000001.1-snap-gene-1.48&CDS=1-978	YBR191W, YPL079W
100	OG0000100	snap_masked-BBIL01000001.1-processed-gene-1.130-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-1.130&CDS=1-681	YBR197C, YPL077C
101	OG0000101	genemark-BBIL01000001.1-processed-gene-1.77-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-1.77&CDS=1-2595	YHR131C, YNL144C
102	OG0000102	genemark-BBIL01000001.1-processed-gene-2.81-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-2.81&CDS=1-471	YEL034W, YJR047C
103	OG0000103	snap_masked-BBIL01000001.1-processed-gene-2.127-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-2.127&CDS=1-597	YDL082W, YMR142C
104	OG0000104	snap_masked-BBIL01000001.1-processed-gene-2.110-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-2.110&CDS=1-429	YDL083C, YMR143W
105	OG0000105	genemark-BBIL01000001.1-processed-gene-3.52-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-3.52&CDS=1-2634	YDR351W, YHR103W
106	OG0000106	snap_masked-BBIL01000001.1-processed-gene-3.44-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-3.44&CDS=1-714	YGL076C, YPL198W
107	OG0000107	genemark-BBIL01000001.1-processed-gene-4.52-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-4.52&CDS=1-2310	YGL071W, YPL202C
108	OG0000108	maker-BBIL01000001.1-snap-gene-4.99-mRNA-1_1&gene=maker-BBIL01000001.1-snap-gene-4.99&CDS=1-1458	YJL079C, YKR013W
109	OG0000109	augustus_masked-BBIL01000001.1-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-BBIL01000001.1-processed-gene-4.145&CDS=1-3084	YJL082W, YKR018C
110	OG0000110	snap_masked-BBIL01000001.1-processed-gene-5.108-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-5.108&CDS=1-2754	YML111W, YMR275C
111	OG0000111	snap_masked-BBIL01000001.1-processed-gene-5.122-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-5.122&CDS=1-1917	YCR026C, YEL016C
112	OG0000112	genemark-BBIL01000001.1-processed-gene-6.20-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-6.20&CDS=1-468	YBR048W, YDR025W
113	OG0000113	genemark-BBIL01000001.1-processed-gene-7.32-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-7.32&CDS=1-1311	YGR254W, YHR174W
114	OG0000114	genemark-BBIL01000001.1-processed-gene-7.17-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-7.17&CDS=1-1209	YHR179W, YPL171C
115	OG0000115	genemark-BBIL01000001.1-processed-gene-8.101-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-8.101&CDS=1-648	YAR002C-A, YGL002W
116	OG0000116	genemark-BBIL01000001.1-processed-gene-8.132-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-8.132&CDS=1-2778	YFR023W, YHR015W
117	OG0000117	genemark-BBIL01000001.1-processed-gene-9.88-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.88&CDS=1-2208	YNL299W, YOL115W
118	OG0000118	genemark-BBIL01000001.1-processed-gene-9.66-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.66&CDS=1-969	YNL301C, YOL120C
119	OG0000119	genemark-BBIL01000001.1-processed-gene-9.102-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.102&CDS=1-552	YJL177W, YKL180W
120	OG0000120	augustus_masked-BBIL01000001.1-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-BBIL01000001.1-processed-gene-10.5&CDS=1-1656, genemark-BBIL01000004.1-processed-gene-15.291-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-15.291&CDS=1-1530	YCR028C
121	OG0000121	genemark-BBIL01000001.1-processed-gene-10.111-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.111&CDS=1-1266	YJL139C, YKR061W
122	OG0000122	maker-BBIL01000001.1-augustus-gene-10.39-mRNA-1_1&gene=maker-BBIL01000001.1-augustus-gene-10.39&CDS=1-2019	YJL138C, YKR059W
123	OG0000123	snap_masked-BBIL01000001.1-processed-gene-10.73-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-10.73&CDS=1-1359	YJL137C, YKR058W
124	OG0000124	genemark-BBIL01000001.1-processed-gene-10.101-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.101&CDS=1-1218	YJL134W, YKR053C
125	OG0000125	genemark-BBIL01000001.1-processed-gene-10.102-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.102&CDS=1-414	YGR243W, YHR162W
126	OG0000126	maker-BBIL01000001.1-snap-gene-11.153-mRNA-1_1&gene=maker-BBIL01000001.1-snap-gene-11.153&CDS=1-1386	YMR222C, YOR280C
127	OG0000127	genemark-BBIL01000001.1-processed-gene-12.67-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.67&CDS=1-3525	YBR218C, YGL062W
128	OG0000128	snap_masked-BBIL01000001.1-processed-gene-12.15-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-12.15&CDS=1-2112	YBR216C, YGL060W
129	OG0000129	genemark-BBIL01000001.1-processed-gene-12.91-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.91&CDS=1-1524	YBR214W, YGL056C
130	OG0000130	augustus_masked-BBIL01000001.1-processed-gene-12.150-mRNA-1_1&gene=augustus_masked-BBIL01000001.1-processed-gene-12.150&CDS=1-1293	YLR300W, YOR190W
131	OG0000131	genemark-BBIL01000001.1-processed-gene-12.103-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.103&CDS=1-1290, genemark-BBIL01000010.1-processed-gene-2.18-mRNA-1_1&gene=genemark-BBIL01000010.1-processed-gene-2.18&CDS=1-1290	YOR187W
132	OG0000132	genemark-BBIL01000010.1-processed-gene-2.39-mRNA-1_1&gene=genemark-BBIL01000010.1-processed-gene-2.39&CDS=1-330, snap_masked-BBIL01000001.1-processed-gene-12.23-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-12.23&CDS=1-330	YLR295C
133	OG0000133	genemark-BBIL01000001.1-processed-gene-12.77-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.77&CDS=1-642, genemark-BBIL01000010.1-processed-gene-2.38-mRNA-1_1&gene=genemark-BBIL01000010.1-processed-gene-2.38&CDS=1-642	YLR293C
134	OG0000134	genemark-BBIL01000001.1-processed-gene-12.78-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.78&CDS=1-1068, genemark-BBIL01000010.1-processed-gene-2.36-mRNA-1_1&gene=genemark-BBIL01000010.1-processed-gene-2.36&CDS=1-1068	YLR291C
135	OG0000135	genemark-BBIL01000001.1-processed-gene-12.80-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.80&CDS=1-189	YLR287C-A, YOR182C
136	OG0000136	snap_masked-BBIL01000001.1-processed-gene-13.90-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-13.90&CDS=1-840	YLR284C, YOR180C
137	OG0000137	genemark-BBIL01000001.1-processed-gene-13.54-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.54&CDS=1-351	YBR016W, YDL012C
138	OG0000138	genemark-BBIL01000001.1-processed-gene-13.79-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.79&CDS=1-861	YDL021W, YOL056W
139	OG0000139	genemark-BBIL01000001.1-processed-gene-14.115-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-14.115&CDS=1-2754	YCR037C, YJL198W
140	OG0000140	genemark-BBIL01000001.1-processed-gene-14.116-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-14.116&CDS=1-4095	YCL068C, YCR038C
141	OG0000141	augustus_masked-BBIL01000002.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-BBIL01000002.1-processed-gene-0.16&CDS=1-489, genemark-BBIL01000001.1-processed-gene-14.98-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-14.98&CDS=1-1974	YJL206C
142	OG0000142	augustus_masked-BBIL01000002.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-BBIL01000002.1-processed-gene-0.19&CDS=1-576, snap_masked-BBIL01000001.1-processed-gene-14.58-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-14.58&CDS=1-549	YNL245C
143	OG0000143	augustus_masked-BBIL01000001.1-processed-gene-14.26-mRNA-1_1&gene=augustus_masked-BBIL01000001.1-processed-gene-14.26&CDS=1-3555	YHR155W, YNL257C
144	OG0000144	snap_masked-BBIL01000001.1-processed-gene-15.38-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-15.38&CDS=1-267	YDR500C, YLR185W
145	OG0000145	maker-BBIL01000001.1-snap-gene-16.201-mRNA-1_1&gene=maker-BBIL01000001.1-snap-gene-16.201&CDS=1-1101	YCL026C-A, YCL026C-B
146	OG0000146	genemark-BBIL01000001.1-processed-gene-16.20-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-16.20&CDS=1-321	YCL035C, YDR513W
147	OG0000147	maker-BBIL01000001.1-snap-gene-16.203-mRNA-1_1&gene=maker-BBIL01000001.1-snap-gene-16.203&CDS=1-1740	YCL036W, YDR514C
148	OG0000148	genemark-BBIL01000001.1-processed-gene-16.21-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-16.21&CDS=1-1458	YCL037C, YDR515W
149	OG0000149	genemark-BBIL01000001.1-processed-gene-16.54-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-16.54&CDS=1-1443	YCL040W, YDR516C
150	OG0000150	genemark-BBIL01000001.1-processed-gene-16.30-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-16.30&CDS=1-981	YCL050C, YDR530C
151	OG0000151	augustus_masked-BBIL01000001.1-processed-gene-16.190-mRNA-1_1&gene=augustus_masked-BBIL01000001.1-processed-gene-16.190&CDS=1-1197	YCL051W, YDR528W
152	OG0000152	genemark-BBIL01000002.1-processed-gene-0.9-mRNA-1_1&gene=genemark-BBIL01000002.1-processed-gene-0.9&CDS=1-639, genemark-BBIL01000005.1-processed-gene-0.47-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-0.47&CDS=1-639	YCR097W
153	OG0000153	genemark-BBIL01000004.1-processed-gene-1.55-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-1.55&CDS=1-465	YGL031C, YGR148C
154	OG0000154	augustus_masked-BBIL01000004.1-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-BBIL01000004.1-processed-gene-1.103&CDS=1-1536, snap_masked-BBIL01000004.1-processed-gene-1.14-mRNA-1_1&gene=snap_masked-BBIL01000004.1-processed-gene-1.14&CDS=1-1314	YMR265C
155	OG0000155	augustus_masked-BBIL01000004.1-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-BBIL01000004.1-processed-gene-2.4&CDS=1-276	YHR021C, YKL156W
156	OG0000156	augustus_masked-BBIL01000004.1-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-BBIL01000004.1-processed-gene-2.18&CDS=1-1272	YDR222W, YLR225C
157	OG0000157	maker-BBIL01000004.1-snap-gene-2.130-mRNA-1_1&gene=maker-BBIL01000004.1-snap-gene-2.130&CDS=1-1596	YKR076W, YMR251W
158	OG0000158	snap_masked-BBIL01000004.1-processed-gene-3.47-mRNA-1_1&gene=snap_masked-BBIL01000004.1-processed-gene-3.47&CDS=1-201	YER160C, YLR035C-A
159	OG0000159	snap_masked-BBIL01000004.1-processed-gene-5.18-mRNA-1_1&gene=snap_masked-BBIL01000004.1-processed-gene-5.18&CDS=1-1698	YDR463W, YHR006W
160	OG0000160	snap_masked-BBIL01000004.1-processed-gene-6.25-mRNA-1_1&gene=snap_masked-BBIL01000004.1-processed-gene-6.25&CDS=1-516	YMR242C, YOR312C
161	OG0000161	genemark-BBIL01000004.1-processed-gene-7.57-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-7.57&CDS=1-1518	YBR020W, YDR009W
162	OG0000162	genemark-BBIL01000004.1-processed-gene-7.77-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-7.77&CDS=1-522	YGR085C, YPR102C
163	OG0000163	genemark-BBIL01000004.1-processed-gene-8.91-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-8.91&CDS=1-1470	YDL048C, YLR375W
164	OG0000164	genemark-BBIL01000004.1-processed-gene-8.81-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-8.81&CDS=1-1593	YMR199W, YPL256C
165	OG0000165	augustus_masked-BBIL01000004.1-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-BBIL01000004.1-processed-gene-10.34&CDS=1-1323	YCL011C, YNL004W
166	OG0000166	genemark-BBIL01000004.1-processed-gene-10.115-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-10.115&CDS=1-357	YER131W, YGL189C
167	OG0000167	genemark-BBIL01000004.1-processed-gene-11.15-mRNA-1_1&gene=genemark-BBIL01000004.1-processed-gene-11.15&CDS=1-672	YGR136W, YPR154W
