	OrthologID	Saccharomyces_cerevisiae	yHAB136_Kazachstania_bromeliacearum
22	OG0000022	YBR297W, YOR162C, YOR172W	augustus_masked-NODE_63_length_47375_cov_21.1743_ID_125-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_63_length_47375_cov_21.1743_ID_125-processed-gene-0.43&CDS=1-4662, snap_masked-NODE_46_length_84487_cov_23.4918_ID_91-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_46_length_84487_cov_23.4918_ID_91-processed-gene-0.52&CDS=1-1935, snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_79_length_25970_cov_21.2646_ID_157-processed-gene-0.32&CDS=1-2496
23	OG0000023	YDR541C, YGL039W, YGL157W, YOL151W	snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-1.103&CDS=1-1023, snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-1.171-mRNA-1_1&gene=snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-1.171&CDS=1-1020
24	OG0000024	YER133W, YML016C, YPL179W	snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.168-mRNA-1_1&gene=snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.168&CDS=1-1494, snap_masked-NODE_14_length_224486_cov_20.7905_ID_27-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NODE_14_length_224486_cov_20.7905_ID_27-processed-gene-1.102&CDS=1-2181, snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-0.56&CDS=1-936
25	OG0000025	YGR254W, YHR174W, YMR323W, YOR393W, YPL281C	snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.108&CDS=1-3600
26	OG0000026	YIL107C, YIL109C, YNL049C	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-1.122&CDS=1-2610, snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-1.123&CDS=1-2415, snap_masked-NODE_75_length_28403_cov_20.7601_ID_149-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_75_length_28403_cov_20.7601_ID_149-processed-gene-0.40&CDS=1-4752
27	OG0000027	YJL116C, YKR042W, YNL066W	augustus_masked-NODE_21_length_168541_cov_21.5361_ID_41-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_21_length_168541_cov_21.5361_ID_41-processed-gene-0.8&CDS=1-1098, augustus_masked-NODE_6_length_297843_cov_20.8202_ID_11-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_6_length_297843_cov_20.8202_ID_11-processed-gene-1.62&CDS=1-1005, snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-1.97&CDS=1-1314
28	OG0000028	YLR044C, YLR134W	snap_masked-NODE_16_length_197293_cov_20.9529_ID_31-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_16_length_197293_cov_20.9529_ID_31-processed-gene-0.109&CDS=1-1692, snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.72&CDS=1-1692, snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.2-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.2&CDS=1-1689, snap_masked-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-0.28&CDS=1-1692
29	OG0000029	YAL005C, YER103W, YLL024C	snap_masked-NODE_23_length_135800_cov_19.7169_ID_45-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_23_length_135800_cov_19.7169_ID_45-processed-gene-0.27&CDS=1-1920, snap_masked-NODE_38_length_96637_cov_19.6807_ID_75-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_38_length_96637_cov_19.6807_ID_75-processed-gene-0.129&CDS=1-1935
30	OG0000030	YBL017C, YIL173W, YJL222W, YNR065C	augustus_masked-NODE_5_length_371082_cov_21.955_ID_9-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-NODE_5_length_371082_cov_21.955_ID_9-processed-gene-2.137&CDS=1-5178
31	OG0000031	YBR012C, YHL044W	augustus_masked-NODE_22_length_167286_cov_23.0006_ID_43-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_22_length_167286_cov_23.0006_ID_43-processed-gene-0.54&CDS=1-780, augustus_masked-NODE_22_length_167286_cov_23.0006_ID_43-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_22_length_167286_cov_23.0006_ID_43-processed-gene-0.55&CDS=1-1230, snap_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.29&CDS=1-645
32	OG0000032	YBR245C, YOR304W	genemark-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.209-mRNA-1_1&gene=genemark-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.209&CDS=1-5298, snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.164&CDS=1-3144, snap_masked-NODE_12_length_246126_cov_21.8889_ID_23-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_12_length_246126_cov_21.8889_ID_23-processed-gene-1.17&CDS=1-3453
33	OG0000033	YCR004C, YDR032C	snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-0.51&CDS=1-594, snap_masked-NODE_16_length_197293_cov_20.9529_ID_31-processed-gene-0.178-mRNA-1_1&gene=snap_masked-NODE_16_length_197293_cov_20.9529_ID_31-processed-gene-0.178&CDS=1-771, snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-4.71-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-4.71&CDS=1-594
34	OG0000034	YDR144C, YLR120C, YLR121C	snap_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.35&CDS=1-1578, snap_masked-NODE_5_length_371082_cov_21.955_ID_9-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_5_length_371082_cov_21.955_ID_9-processed-gene-0.91&CDS=1-1614
35	OG0000035	YER123W, YHR135C	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-0.50&CDS=1-1410, snap_masked-NODE_69_length_35753_cov_21.4616_ID_137-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_69_length_35753_cov_21.4616_ID_137-processed-gene-0.19&CDS=1-1563, snap_masked-NODE_7_length_294517_cov_21.9556_ID_13-processed-gene-1.219-mRNA-1_1&gene=snap_masked-NODE_7_length_294517_cov_21.9556_ID_13-processed-gene-1.219&CDS=1-1584
36	OG0000036	YER132C, YGL195W, YGL197W	augustus_masked-NODE_5_length_371082_cov_21.955_ID_9-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NODE_5_length_371082_cov_21.955_ID_9-processed-gene-2.108&CDS=1-14136, snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-0.73&CDS=1-4947
37	OG0000037	YGR189C	augustus_masked-NODE_23_length_135800_cov_19.7169_ID_45-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_23_length_135800_cov_19.7169_ID_45-processed-gene-0.64&CDS=1-1284, maker-NODE_58_length_55950_cov_24.9021_ID_115-snap-gene-0.67-mRNA-1_1&gene=maker-NODE_58_length_55950_cov_24.9021_ID_115-snap-gene-0.67&CDS=1-1797, snap_masked-NODE_45_length_86374_cov_21.9482_ID_89-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_45_length_86374_cov_21.9482_ID_89-processed-gene-0.115&CDS=1-3018, snap_masked-NODE_9_length_289189_cov_21.4249_ID_17-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_9_length_289189_cov_21.4249_ID_17-processed-gene-1.41&CDS=1-846
38	OG0000038	YGR192C, YJR009C	augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-1.69&CDS=1-993, snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.94&CDS=1-993, snap_masked-NODE_58_length_55950_cov_24.9021_ID_115-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_58_length_55950_cov_24.9021_ID_115-processed-gene-0.32&CDS=1-990
39	OG0000039	YHL009W-A, YHL009W-B, YJL113W, YJL114W, YPL060C-A	
40	OG0000040	YHR179W, YPL171C	augustus_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.84&CDS=1-1188, snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.105&CDS=1-1191, snap_masked-NODE_7_length_294517_cov_21.9556_ID_13-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_7_length_294517_cov_21.9556_ID_13-processed-gene-0.92&CDS=1-1191
41	OG0000041	YJL110C, YKR034W	augustus_masked-NODE_20_length_173093_cov_21.6662_ID_39-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-NODE_20_length_173093_cov_21.6662_ID_39-processed-gene-0.215&CDS=1-1179, snap_masked-NODE_21_length_168541_cov_21.5361_ID_41-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_21_length_168541_cov_21.5361_ID_41-processed-gene-0.83&CDS=1-1320, snap_masked-NODE_6_length_297843_cov_20.8202_ID_11-processed-gene-1.156-mRNA-1_1&gene=snap_masked-NODE_6_length_297843_cov_20.8202_ID_11-processed-gene-1.156&CDS=1-1833
42	OG0000042	YJR061W, YKL201C	snap_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.25&CDS=1-2820, snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.56&CDS=1-2763, snap_masked-NODE_92_length_14164_cov_22.438_ID_183-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_92_length_14164_cov_22.438_ID_183-processed-gene-0.12&CDS=1-2502
43	OG0000043	YJR152W	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-4.97-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-4.97&CDS=1-1626, snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-2.112&CDS=1-1623, snap_masked-NODE_32_length_114782_cov_21.7396_ID_63-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_32_length_114782_cov_21.7396_ID_63-processed-gene-0.82&CDS=1-1608, snap_masked-NODE_63_length_47375_cov_21.1743_ID_125-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_63_length_47375_cov_21.1743_ID_125-processed-gene-0.30&CDS=1-1593
44	OG0000044	YKL164C	augustus_masked-NODE_21_length_168541_cov_21.5361_ID_41-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_21_length_168541_cov_21.5361_ID_41-processed-gene-0.22&CDS=1-999, snap_masked-NODE_19_length_179553_cov_20.8368_ID_37-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_19_length_179553_cov_20.8368_ID_37-processed-gene-0.103&CDS=1-1065, snap_masked-NODE_19_length_179553_cov_20.8368_ID_37-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_19_length_179553_cov_20.8368_ID_37-processed-gene-0.145&CDS=1-888, snap_masked-NODE_21_length_168541_cov_21.5361_ID_41-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_21_length_168541_cov_21.5361_ID_41-processed-gene-0.144&CDS=1-993
45	OG0000045	YLR237W, YOR071C, YOR192C	augustus_masked-NODE_52_length_67019_cov_23.3557_ID_103-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_52_length_67019_cov_23.3557_ID_103-processed-gene-0.74&CDS=1-2808, snap_masked-NODE_15_length_201512_cov_20.2718_ID_29-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_15_length_201512_cov_20.2718_ID_29-processed-gene-0.58&CDS=1-1755
46	OG0000046	YMR008C, YOL011W	augustus_masked-NODE_22_length_167286_cov_23.0006_ID_43-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_22_length_167286_cov_23.0006_ID_43-processed-gene-0.38&CDS=1-2013, snap_masked-NODE_82_length_24187_cov_21.2298_ID_163-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_82_length_24187_cov_21.2298_ID_163-processed-gene-0.22&CDS=1-1953, snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-1.160-mRNA-1_1&gene=snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-1.160&CDS=1-2010
47	OG0000047	YMR083W, YMR303C, YOL086C	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-2.111&CDS=1-1128, snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.164-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.164&CDS=1-1053
48	OG0000048	YMR152W	snap_masked-NODE_21_length_168541_cov_21.5361_ID_41-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_21_length_168541_cov_21.5361_ID_41-processed-gene-0.121&CDS=1-1107, snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-1.96&CDS=1-1107, snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_39_length_94383_cov_19.9911_ID_77-processed-gene-0.25&CDS=1-1107, snap_masked-NODE_97_length_11033_cov_20.7506_ID_193-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_97_length_11033_cov_20.7506_ID_193-processed-gene-0.21&CDS=1-1098
49	OG0000049	YMR199W, YMR200W, YPL256C	maker-NODE_9_length_289189_cov_21.4249_ID_17-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_9_length_289189_cov_21.4249_ID_17-augustus-gene-0.3&CDS=1-2775, snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-3.140-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-3.140&CDS=1-1518
50	OG0000050	YOR231W, YPL140C, YPL141C	augustus_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-0.49&CDS=1-2274, maker-NODE_11_length_248256_cov_21.6689_ID_21-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_11_length_248256_cov_21.6689_ID_21-snap-gene-0.1&CDS=1-3402
51	OG0000051	YAL041W, YAL042W	genemark-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.58&CDS=1-3450, snap_masked-NODE_22_length_167286_cov_23.0006_ID_43-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_22_length_167286_cov_23.0006_ID_43-processed-gene-0.142&CDS=1-1218
52	OG0000052	YAL054C, YLR153C	augustus_masked-NODE_15_length_201512_cov_20.2718_ID_29-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_15_length_201512_cov_20.2718_ID_29-processed-gene-1.76&CDS=1-2046, snap_masked-NODE_33_length_108832_cov_20.4996_ID_65-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_33_length_108832_cov_20.4996_ID_65-processed-gene-0.82&CDS=1-2124
53	OG0000053	YAL060W, YAL061W	augustus_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-1.20&CDS=1-1173, snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.61-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.61&CDS=1-1140
54	OG0000054	YAR035W, YAR042W	augustus_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.81&CDS=1-7266, snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-0.15&CDS=1-3516
55	OG0000055	YAR066W, YHR214W, YIL169C, YOL155C	
56	OG0000056	YBL002W, YDR224C	snap_masked-NODE_15_length_201512_cov_20.2718_ID_29-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_15_length_201512_cov_20.2718_ID_29-processed-gene-0.51&CDS=1-396, snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-0.22&CDS=1-396
57	OG0000057	YBL027W, YBR084C-A	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-1.121&CDS=1-588, snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-2.133&CDS=1-573
58	OG0000058	YBL052C, YOR244W	genemark-NODE_6_length_297843_cov_20.8202_ID_11-processed-gene-1.211-mRNA-1_1&gene=genemark-NODE_6_length_297843_cov_20.8202_ID_11-processed-gene-1.211&CDS=1-2103, snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_11_length_248256_cov_21.6689_ID_21-processed-gene-0.29&CDS=1-1338
59	OG0000059	YBL069W, YER101C	snap_masked-NODE_38_length_96637_cov_19.6807_ID_75-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_38_length_96637_cov_19.6807_ID_75-processed-gene-0.106&CDS=1-1290, snap_masked-NODE_6_length_297843_cov_20.8202_ID_11-processed-gene-1.166-mRNA-1_1&gene=snap_masked-NODE_6_length_297843_cov_20.8202_ID_11-processed-gene-1.166&CDS=1-1284
60	OG0000060	YBL072C, YER102W	augustus_masked-NODE_6_length_297843_cov_20.8202_ID_11-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_6_length_297843_cov_20.8202_ID_11-processed-gene-1.28&CDS=1-600, snap_masked-NODE_38_length_96637_cov_19.6807_ID_75-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_38_length_96637_cov_19.6807_ID_75-processed-gene-0.131&CDS=1-600
61	OG0000061	YBL085W, YER114C	augustus_masked-NODE_38_length_96637_cov_19.6807_ID_75-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_38_length_96637_cov_19.6807_ID_75-processed-gene-0.59&CDS=1-2880, snap_masked-NODE_6_length_297843_cov_20.8202_ID_11-processed-gene-1.172-mRNA-1_1&gene=snap_masked-NODE_6_length_297843_cov_20.8202_ID_11-processed-gene-1.172&CDS=1-2805
62	OG0000062	YBL106C, YPR032W	snap_masked-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-1.28&CDS=1-3117, snap_masked-NODE_6_length_297843_cov_20.8202_ID_11-processed-gene-1.136-mRNA-1_1&gene=snap_masked-NODE_6_length_297843_cov_20.8202_ID_11-processed-gene-1.136&CDS=1-2916
63	OG0000063	YBR008C	maker-NODE_20_length_173093_cov_21.6662_ID_39-snap-gene-0.286-mRNA-1_1&gene=maker-NODE_20_length_173093_cov_21.6662_ID_39-snap-gene-0.286&CDS=1-1902, snap_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.193-mRNA-1_1&gene=snap_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.193&CDS=1-1623, snap_masked-NODE_45_length_86374_cov_21.9482_ID_89-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_45_length_86374_cov_21.9482_ID_89-processed-gene-0.101&CDS=1-1602
64	OG0000064	YBR015C	augustus_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-0.66&CDS=1-5151, genemark-NODE_68_length_39233_cov_23.1864_ID_135-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_68_length_39233_cov_23.1864_ID_135-processed-gene-0.42&CDS=1-1674, snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-0.28&CDS=1-1632
65	OG0000065	YBR020W, YDR009W	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.135-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.135&CDS=1-1548, snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-0.11&CDS=1-1563
66	OG0000066	YBR021W, YIR028W	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.136-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.136&CDS=1-1947, snap_masked-NODE_32_length_114782_cov_21.7396_ID_63-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_32_length_114782_cov_21.7396_ID_63-processed-gene-0.83&CDS=1-1905
67	OG0000067	YBR024W, YBR037C	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.138-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.138&CDS=1-918, snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_8_length_292075_cov_22.5245_ID_15-processed-gene-0.13&CDS=1-822
68	OG0000068	YBR025C, YHL014C	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.172-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.172&CDS=1-1182, snap_masked-NODE_62_length_47433_cov_19.885_ID_123-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_62_length_47433_cov_19.885_ID_123-processed-gene-0.28&CDS=1-993
69	OG0000069	YBR048W, YDR025W	maker-NODE_10_length_278180_cov_22.5073_ID_19-snap-gene-0.5-mRNA-1_1&gene=maker-NODE_10_length_278180_cov_22.5073_ID_19-snap-gene-0.5&CDS=1-471, snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-4.98-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-4.98&CDS=1-471
70	OG0000070	YBR068C, YDR046C	augustus_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-4.112&CDS=1-2034, maker-NODE_2_length_515064_cov_21.8181_ID_3-snap-gene-1.129-mRNA-1_1&gene=maker-NODE_2_length_515064_cov_21.8181_ID_3-snap-gene-1.129&CDS=1-3309
71	OG0000071	YBR082C, YDR059C	augustus_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-1.76&CDS=1-441, snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-2.134&CDS=1-441
72	OG0000072	YBR084W, YGR204W	maker-NODE_57_length_56142_cov_22.7723_ID_113-snap-gene-0.32-mRNA-1_1&gene=maker-NODE_57_length_56142_cov_22.7723_ID_113-snap-gene-0.32&CDS=1-3321, snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-1.99&CDS=1-2877
73	OG0000073	YBR089C-A, YPR052C	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-2.125-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-2.125&CDS=1-282, snap_masked-NODE_65_length_46413_cov_20.6311_ID_129-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_65_length_46413_cov_20.6311_ID_129-processed-gene-0.0&CDS=1-279
