	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034761_Lipomyces_lipofer
60	OG0000060	YGL031C, YGR148C	maker-flattened_line_8-augustus-gene-1.10-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.10&CDS=1-483, maker-flattened_line_8-augustus-gene-1.17-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.17&CDS=1-483
61	OG0000061	YGL125W, YPL023C	augustus_masked-flattened_line_21-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.94&CDS=1-1818, maker-flattened_line_54-augustus-gene-0.232-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.232&CDS=1-900
62	OG0000062	YGR010W, YLR328W	augustus_masked-flattened_line_8-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.107&CDS=1-1206, augustus_masked-flattened_line_8-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.136&CDS=1-1206
63	OG0000063	YGR108W, YPR119W	maker-flattened_line_8-augustus-gene-0.49-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.49&CDS=1-1536, maker-flattened_line_8-augustus-gene-2.156-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.156&CDS=1-1524
64	OG0000064	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	
65	OG0000065	YGR118W, YPR132W	augustus_masked-flattened_line_1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-0.103&CDS=1-435, genemark-flattened_line_1-processed-gene-3.191-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.191&CDS=1-435
66	OG0000066	YGR143W, YPR159W	maker-flattened_line_0-augustus-gene-0.126-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.126&CDS=1-2016, maker-flattened_line_0-augustus-gene-3.324-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.324&CDS=1-2016
67	OG0000067	YGR192C, YJL052W, YJR009C	maker-flattened_line_40-augustus-gene-0.18-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.18&CDS=1-1014
68	OG0000068	YHR146W, YNL173C	genemark-flattened_line_0-processed-gene-2.1-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.1&CDS=1-1764, maker-flattened_line_0-augustus-gene-2.142-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.142&CDS=1-1878
69	OG0000069	YHR179W, YPL171C	augustus_masked-flattened_line_525-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_525-processed-gene-0.12&CDS=1-1101, augustus_masked-flattened_line_6-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.36&CDS=1-1086
70	OG0000070	YHR198C, YHR199C	augustus_masked-flattened_line_1-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-0.114&CDS=1-786, augustus_masked-flattened_line_1-processed-gene-3.235-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.235&CDS=1-786
71	OG0000071	YIL149C, YKR095W	maker-flattened_line_142-augustus-gene-0.27-mRNA-1_1&gene=maker-flattened_line_142-augustus-gene-0.27&CDS=1-5016, maker-flattened_line_64-augustus-gene-0.89-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.89&CDS=1-5871
72	OG0000072	YIL162W	augustus_masked-flattened_line_140-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.3&CDS=1-2130, augustus_masked-flattened_line_23-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.205&CDS=1-2169, augustus_masked-flattened_line_513-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_513-processed-gene-0.6&CDS=1-2112
73	OG0000073	YJL076W, YKR010C	snap_masked-flattened_line_15-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.130&CDS=1-2307, snap_masked-flattened_line_15-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.141&CDS=1-1668
74	OG0000074	YJL163C	maker-flattened_line_11-augustus-gene-1.131-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-1.131&CDS=1-1785, maker-flattened_line_246-augustus-gene-0.51-mRNA-1_1&gene=maker-flattened_line_246-augustus-gene-0.51&CDS=1-1704, maker-flattened_line_310-augustus-gene-0.25-mRNA-1_1&gene=maker-flattened_line_310-augustus-gene-0.25&CDS=1-1782
75	OG0000075	YJR124C	augustus_masked-flattened_line_23-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.161&CDS=1-1515, augustus_masked-flattened_line_78-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.170&CDS=1-1455, maker-flattened_line_23-augustus-gene-1.93-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-1.93&CDS=1-1509
76	OG0000076	YLR144C	augustus_masked-flattened_line_128-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.10&CDS=1-2514, augustus_masked-flattened_line_686-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_686-processed-gene-0.2&CDS=1-2181, maker-flattened_line_128-augustus-gene-0.104-mRNA-1_1&gene=maker-flattened_line_128-augustus-gene-0.104&CDS=1-2541
77	OG0000077	YMR006C, YMR008C, YOL011W	augustus_masked-flattened_line_162-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.11&CDS=1-1935
78	OG0000078	YMR083W, YMR303C, YOL086C	maker-flattened_line_300-augustus-gene-0.46-mRNA-1_1&gene=maker-flattened_line_300-augustus-gene-0.46&CDS=1-1374
79	OG0000079	YMR183C, YPL232W	snap_masked-flattened_line_35-processed-gene-0.263-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.263&CDS=1-921, snap_masked-flattened_line_35-processed-gene-0.284-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.284&CDS=1-921
80	OG0000080	YNL104C, YOR108W	augustus_masked-flattened_line_1-processed-gene-3.259-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.259&CDS=1-1701, maker-flattened_line_1-augustus-gene-0.45-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-0.45&CDS=1-1701
81	OG0000081	YOL055C, YPL258C, YPR121W	augustus_masked-flattened_line_2-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.89&CDS=1-879
82	OG0000082	YAL007C, YOR016C	augustus_masked-flattened_line_13-processed-gene-1.233-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.233&CDS=1-627
83	OG0000083	YAL015C, YOL043C	augustus_masked-flattened_line_72-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.91&CDS=1-987
84	OG0000084	YAL018C, YOL048C	augustus_masked-flattened_line_9-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.138&CDS=1-999
85	OG0000085	YAL034C, YOR338W	augustus_masked-flattened_line_50-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.193&CDS=1-1116
86	OG0000086	YAL041W	augustus_masked-flattened_line_92-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.109&CDS=1-1392, snap_masked-flattened_line_1250-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_1250-processed-gene-0.1&CDS=1-318
87	OG0000087	YAL044W-A	augustus_masked-flattened_line_8-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.122&CDS=1-363, augustus_masked-flattened_line_8-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.4&CDS=1-363
88	OG0000088	YAL053W	maker-flattened_line_0-augustus-gene-2.131-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.131&CDS=1-1875, maker-flattened_line_0-augustus-gene-2.137-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.137&CDS=1-1875
89	OG0000089	YAL060W, YAL061W	genemark-flattened_line_136-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.67&CDS=1-1053
90	OG0000090	YAR002C-A, YGL002W	maker-flattened_line_160-augustus-gene-0.8-mRNA-1_1&gene=maker-flattened_line_160-augustus-gene-0.8&CDS=1-669
91	OG0000091	YAR003W	maker-flattened_line_1-augustus-gene-1.5-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-1.5&CDS=1-1299, maker-flattened_line_1-augustus-gene-3.91-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-3.91&CDS=1-1299
92	OG0000092	YAR019C	augustus_masked-flattened_line_0-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.138&CDS=1-1359, augustus_masked-flattened_line_0-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.96&CDS=1-1359
93	OG0000093	YBL002W, YDR224C	maker-flattened_line_31-augustus-gene-0.174-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-0.174&CDS=1-414
94	OG0000094	YBL009W, YGL021W	maker-flattened_line_11-augustus-gene-1.135-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-1.135&CDS=1-2175
95	OG0000095	YBL011W	maker-flattened_line_144-augustus-gene-0.85-mRNA-1_1&gene=maker-flattened_line_144-augustus-gene-0.85&CDS=1-1806, maker-flattened_line_230-augustus-gene-0.44-mRNA-1_1&gene=maker-flattened_line_230-augustus-gene-0.44&CDS=1-1818
96	OG0000096	YBL027W, YBR084C-A	maker-flattened_line_152-snap-gene-0.111-mRNA-1_1&gene=maker-flattened_line_152-snap-gene-0.111&CDS=1-573
97	OG0000097	YBL043W, YJR115W	augustus_masked-flattened_line_252-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_252-processed-gene-0.28&CDS=1-1191
98	OG0000098	YBL051C	maker-flattened_line_4-augustus-gene-1.9-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-1.9&CDS=1-1743, snap_masked-flattened_line_100-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.43&CDS=1-1860
99	OG0000099	YBL056W, YER089C	maker-flattened_line_112-snap-gene-0.16-mRNA-1_1&gene=maker-flattened_line_112-snap-gene-0.16&CDS=1-1359
100	OG0000100	YBL072C, YER102W	maker-flattened_line_94-augustus-gene-0.151-mRNA-1_1&gene=maker-flattened_line_94-augustus-gene-0.151&CDS=1-606
101	OG0000101	YBL085W, YER114C	augustus_masked-flattened_line_15-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.117&CDS=1-2220
102	OG0000102	YBL087C, YER117W	genemark-flattened_line_72-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.14&CDS=1-417
103	OG0000103	YBL089W, YER119C	augustus_masked-flattened_line_74-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.52&CDS=1-1569
104	OG0000104	YBL106C, YPR032W	maker-flattened_line_38-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.6&CDS=1-2742
105	OG0000105	YBR002C	maker-flattened_line_1-augustus-gene-0.62-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-0.62&CDS=1-828, maker-flattened_line_1-augustus-gene-3.79-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-3.79&CDS=1-828
106	OG0000106	YBR008C	augustus_masked-flattened_line_36-processed-gene-0.254-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.254&CDS=1-1650, maker-flattened_line_11-augustus-gene-2.165-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-2.165&CDS=1-1608
107	OG0000107	YBR009C, YNL030W	augustus_masked-flattened_line_184-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_184-processed-gene-0.83&CDS=1-309
108	OG0000108	YBR010W, YNL031C	augustus_masked-flattened_line_184-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_184-processed-gene-0.72&CDS=1-408
109	OG0000109	YBR014C, YDL010W	augustus_masked-flattened_line_2-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.120&CDS=1-510
110	OG0000110	YBR024W, YBR037C	maker-flattened_line_88-augustus-gene-0.57-mRNA-1_1&gene=maker-flattened_line_88-augustus-gene-0.57&CDS=1-1035
111	OG0000111	YBR031W, YDR012W	maker-flattened_line_36-augustus-gene-0.5-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.5&CDS=1-1023
112	OG0000112	YBR042C, YDR018C	maker-flattened_line_168-snap-gene-0.62-mRNA-1_1&gene=maker-flattened_line_168-snap-gene-0.62&CDS=1-1215
113	OG0000113	YBR048W, YDR025W	maker-flattened_line_336-augustus-gene-0.42-mRNA-1_1&gene=maker-flattened_line_336-augustus-gene-0.42&CDS=1-465
114	OG0000114	YBR054W, YDR033W	augustus_masked-flattened_line_511-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_511-processed-gene-0.5&CDS=1-915
115	OG0000115	YBR066C, YDR043C	augustus_masked-flattened_line_54-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.88&CDS=1-1488
116	OG0000116	YBR089C-A, YPR052C	maker-flattened_line_244-augustus-gene-0.78-mRNA-1_1&gene=maker-flattened_line_244-augustus-gene-0.78&CDS=1-309
117	OG0000117	YBR104W, YPR058W	maker-flattened_line_9-augustus-gene-0.108-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-0.108&CDS=1-942
118	OG0000118	YBR118W, YPR080W	maker-flattened_line_244-snap-gene-0.35-mRNA-1_1&gene=maker-flattened_line_244-snap-gene-0.35&CDS=1-1512
119	OG0000119	YBR122C	augustus_masked-flattened_line_0-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.126&CDS=1-666, augustus_masked-flattened_line_0-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.127&CDS=1-666
120	OG0000120	YBR147W, YOL092W	genemark-flattened_line_11-processed-gene-2.69-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.69&CDS=1-960
121	OG0000121	YBR150C, YOL089C	genemark-flattened_line_129-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_129-processed-gene-0.5&CDS=1-2736
122	OG0000122	YBR151W	augustus_masked-flattened_line_1-processed-gene-3.227-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.227&CDS=1-861, maker-flattened_line_1-augustus-gene-0.59-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-0.59&CDS=1-858
123	OG0000123	YBR159W	augustus_masked-flattened_line_131-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.16&CDS=1-1026, maker-flattened_line_131-augustus-gene-0.101-mRNA-1_1&gene=maker-flattened_line_131-augustus-gene-0.101&CDS=1-1026
124	OG0000124	YBR161W, YPL057C	genemark-flattened_line_82-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.43&CDS=1-924
125	OG0000125	YBR169C, YPL106C	augustus_masked-flattened_line_11-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.29&CDS=1-2118
126	OG0000126	YBR172C, YPL105C	genemark-flattened_line_11-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.52&CDS=1-2733
127	OG0000127	YBR181C, YPL090C	maker-flattened_line_94-augustus-gene-0.147-mRNA-1_1&gene=maker-flattened_line_94-augustus-gene-0.147&CDS=1-723
128	OG0000128	YBR182C, YPL089C	augustus_masked-flattened_line_38-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.212&CDS=1-2142
129	OG0000129	YBR183W, YPL087W	augustus_masked-flattened_line_182-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_182-processed-gene-0.14&CDS=1-870
130	OG0000130	YBR191W, YPL079W	augustus_masked-flattened_line_66-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.131&CDS=1-480
131	OG0000131	YBR214W, YGL056C	snap_masked-flattened_line_92-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.23&CDS=1-1491
132	OG0000132	YBR216C, YGL060W	maker-flattened_line_25-augustus-gene-1.119-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-1.119&CDS=1-1956
133	OG0000133	YBR218C	maker-flattened_line_0-augustus-gene-2.132-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.132&CDS=1-3606, maker-flattened_line_0-augustus-gene-2.136-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.136&CDS=1-3606
134	OG0000134	YBR238C, YGL107C	augustus_masked-flattened_line_15-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.87&CDS=1-1608
135	OG0000135	YBR241C, YGL104C	augustus_masked-flattened_line_60-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.151&CDS=1-1605
136	OG0000136	YBR242W, YGL101W	augustus_masked-flattened_line_21-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.123&CDS=1-687
137	OG0000137	YBR295W	maker-flattened_line_224-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_224-augustus-gene-0.6&CDS=1-3354, snap_masked-flattened_line_206-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_206-processed-gene-0.84&CDS=1-3300
138	OG0000138	YCL011C, YNL004W	augustus_masked-flattened_line_27-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.66&CDS=1-1119
139	OG0000139	YCL034W	maker-flattened_line_1-augustus-gene-3.89-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-3.89&CDS=1-1359, maker-flattened_line_1-snap-gene-0.76-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-0.76&CDS=1-1398
140	OG0000140	YCL036W, YDR514C	augustus_masked-flattened_line_90-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.25&CDS=1-1050
141	OG0000141	YCL037C, YDR515W	maker-flattened_line_17-augustus-gene-0.25-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-0.25&CDS=1-2226
142	OG0000142	YCL040W, YDR516C	maker-flattened_line_74-augustus-gene-0.144-mRNA-1_1&gene=maker-flattened_line_74-augustus-gene-0.144&CDS=1-1773
143	OG0000143	YCL050C, YDR530C	maker-flattened_line_144-augustus-gene-0.74-mRNA-1_1&gene=maker-flattened_line_144-augustus-gene-0.74&CDS=1-951
144	OG0000144	YCL064C, YIL167W	maker-flattened_line_174-augustus-gene-0.102-mRNA-1_1&gene=maker-flattened_line_174-augustus-gene-0.102&CDS=1-1023
145	OG0000145	YCR010C, YNR002C	maker-flattened_line_168-augustus-gene-0.73-mRNA-1_1&gene=maker-flattened_line_168-augustus-gene-0.73&CDS=1-879
146	OG0000146	YCR026C, YEL016C	maker-flattened_line_96-augustus-gene-0.83-mRNA-1_1&gene=maker-flattened_line_96-augustus-gene-0.83&CDS=1-2052
147	OG0000147	YCR031C, YJL191W	snap_masked-flattened_line_252-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_252-processed-gene-0.61&CDS=1-468
148	OG0000148	YCR044C	augustus_masked-flattened_line_0-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.117&CDS=1-984, augustus_masked-flattened_line_0-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.136&CDS=1-984
149	OG0000149	YCR048W, YNR019W	maker-flattened_line_172-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_172-augustus-gene-0.0&CDS=1-1731
150	OG0000150	YCR051W	augustus_masked-flattened_line_8-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.145&CDS=1-699, augustus_masked-flattened_line_8-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.24&CDS=1-699
151	OG0000151	YCR067C, YNR026C	augustus_masked-flattened_line_44-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.111&CDS=1-1254
152	OG0000152	YCR068W	augustus_masked-flattened_line_108-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.22&CDS=1-1233, maker-flattened_line_29-snap-gene-1.21-mRNA-1_1&gene=maker-flattened_line_29-snap-gene-1.21&CDS=1-1215
153	OG0000153	YCR073C, YNR031C	maker-flattened_line_2-augustus-gene-2.95-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.95&CDS=1-3912
154	OG0000154	YCR073W-A, YNR034W	maker-flattened_line_9-augustus-gene-2.21-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-2.21&CDS=1-780
155	OG0000155	YCR102C, YLR460C, YNL134C	
156	OG0000156	YDL015C	augustus_masked-flattened_line_208-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_208-processed-gene-0.71&CDS=1-1098, augustus_masked-flattened_line_29-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.103&CDS=1-894
157	OG0000157	YDL042C, YOL068C	snap_masked-flattened_line_80-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.49&CDS=1-1437
158	OG0000158	YDL046W	augustus_masked-flattened_line_0-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.84&CDS=1-519, augustus_masked-flattened_line_0-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.105&CDS=1-519
159	OG0000159	YDL048C, YLR375W	augustus_masked-flattened_line_272-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_272-processed-gene-0.32&CDS=1-2895
160	OG0000160	YDL049C, YJL174W	augustus_masked-flattened_line_116-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.89&CDS=1-846
