	OrthologID	Saccharomyces_cerevisiae	Tetrapisispora_phaffii
67	OG0000067	YDR525W-A, YJL151C	snap_masked-NC_016528.1-processed-gene-2.10-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.10&CDS=1-414, snap_masked-NC_016535.1-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-1.47&CDS=1-219
68	OG0000068	YEL034W, YJR047C	snap_masked-NC_016525.1-processed-gene-7.38-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-7.38&CDS=1-474, snap_masked-NC_016534.1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-0.76&CDS=1-474
69	OG0000069	YEL063C, YNL268W	augustus_masked-NC_016521.1-processed-gene-10.14-mRNA-1_1&gene=augustus_masked-NC_016521.1-processed-gene-10.14&CDS=1-1809, genemark-NC_016521.1-processed-gene-10.192-mRNA-1_1&gene=genemark-NC_016521.1-processed-gene-10.192&CDS=1-1797
70	OG0000070	YER001W	augustus_masked-NC_016527.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NC_016527.1-processed-gene-0.46&CDS=1-2487, snap_masked-NC_016525.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-0.6&CDS=1-2274, snap_masked-NC_016525.1-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-1.12&CDS=1-2568
71	OG0000071	YER047C, YPL074W	genemark-NC_016522.1-processed-gene-3.83-mRNA-1_1&gene=genemark-NC_016522.1-processed-gene-3.83&CDS=1-2562, snap_masked-NC_016528.1-processed-gene-4.101-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-4.101&CDS=1-2166
72	OG0000072	YER070W, YIL066C	maker-NC_016530.1-augustus-gene-1.92-mRNA-1_1&gene=maker-NC_016530.1-augustus-gene-1.92&CDS=1-4659, snap_masked-NC_016529.1-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-2.12&CDS=1-2625
73	OG0000073	YER133W, YPL179W	snap_masked-NC_016527.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-0.27&CDS=1-936, snap_masked-NC_016533.1-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-2.23&CDS=1-1737
74	OG0000074	YFL059W, YMR096W, YNL333W	snap_masked-NC_016526.1-processed-gene-6.92-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-6.92&CDS=1-897
75	OG0000075	YFL060C, YMR095C, YNL334C	genemark-NC_016526.1-processed-gene-6.118-mRNA-1_1&gene=genemark-NC_016526.1-processed-gene-6.118&CDS=1-672
76	OG0000076	YFR015C, YLR258W	snap_masked-NC_016521.1-processed-gene-8.24-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-8.24&CDS=1-2169, snap_masked-NC_016534.1-processed-gene-2.60-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-2.60&CDS=1-2136
77	OG0000077	YFR024C-A, YHR016C	genemark-NC_016520.1-processed-gene-4.21-mRNA-1_1&gene=genemark-NC_016520.1-processed-gene-4.21&CDS=1-1191, snap_masked-NC_016534.1-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-2.68&CDS=1-1362
78	OG0000078	YFR031C-A, YIL018W	snap_masked-NC_016522.1-processed-gene-3.13-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-3.13&CDS=1-762, snap_masked-NC_016522.1-processed-gene-9.233-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-9.233&CDS=1-762
79	OG0000079	YGL147C, YNL067W	snap_masked-NC_016522.1-processed-gene-6.66-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-6.66&CDS=1-573, snap_masked-NC_016526.1-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-1.138&CDS=1-573
80	OG0000080	YGR023W, YLR332W	augustus_masked-NC_016525.1-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NC_016525.1-processed-gene-2.48&CDS=1-1248, snap_masked-NC_016530.1-processed-gene-2.92-mRNA-1_1&gene=snap_masked-NC_016530.1-processed-gene-2.92&CDS=1-1278
81	OG0000081	YGR027C, YLR333C	snap_masked-NC_016525.1-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-2.25&CDS=1-324, snap_masked-NC_016530.1-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NC_016530.1-processed-gene-2.69&CDS=1-324
82	OG0000082	YGR086C, YPL004C	snap_masked-NC_016529.1-processed-gene-2.40-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-2.40&CDS=1-990, snap_masked-NC_016535.1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-1.49&CDS=1-957
83	OG0000083	YGR088W	genemark-NC_016529.1-processed-gene-2.106-mRNA-1_1&gene=genemark-NC_016529.1-processed-gene-2.106&CDS=1-1686, snap_masked-NC_016531.1-processed-gene-4.119-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.119&CDS=1-1650, snap_masked-NC_016535.1-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.52&CDS=1-1647
84	OG0000084	YGR097W, YPR115W	genemark-NC_016523.1-processed-gene-6.10-mRNA-1_1&gene=genemark-NC_016523.1-processed-gene-6.10&CDS=1-3486, snap_masked-NC_016523.1-processed-gene-8.59-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-8.59&CDS=1-2646
85	OG0000085	YGR109C, YPR120C	genemark-NC_016523.1-processed-gene-8.38-mRNA-1_1&gene=genemark-NC_016523.1-processed-gene-8.38&CDS=1-1125, snap_masked-NC_016523.1-processed-gene-6.131-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-6.131&CDS=1-1374
86	OG0000086	YGR214W, YLR048W	maker-NC_016520.1-snap-gene-11.0-mRNA-1_1&gene=maker-NC_016520.1-snap-gene-11.0&CDS=1-759, snap_masked-NC_016527.1-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-2.80&CDS=1-759
87	OG0000087	YGR279C, YMR305C	snap_masked-NC_016520.1-processed-gene-12.134-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-12.134&CDS=1-1107, snap_masked-NC_016531.1-processed-gene-4.144-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-4.144&CDS=1-1137
88	OG0000088	YHL003C, YKL008C	snap_masked-NC_016522.1-processed-gene-8.115-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-8.115&CDS=1-1272, snap_masked-NC_016526.1-processed-gene-7.58-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-7.58&CDS=1-1341
89	OG0000089	YHR131C, YNL144C	genemark-NC_016525.1-processed-gene-4.37-mRNA-1_1&gene=genemark-NC_016525.1-processed-gene-4.37&CDS=1-2961, snap_masked-NC_016528.1-processed-gene-3.2-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-3.2&CDS=1-2313
90	OG0000090	YHR179W, YPL171C	snap_masked-NC_016520.1-processed-gene-4.63-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-4.63&CDS=1-1200, snap_masked-NC_016527.1-processed-gene-5.39-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-5.39&CDS=1-1191
91	OG0000091	YHR203C, YJR145C	snap_masked-NC_016521.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-0.70&CDS=1-783, snap_masked-NC_016522.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-0.46&CDS=1-783
92	OG0000092	YHR216W, YLR432W, YML056C	maker-NC_016521.1-snap-gene-1.81-mRNA-1_1&gene=maker-NC_016521.1-snap-gene-1.81&CDS=1-1569
93	OG0000093	YIL133C, YNL069C	augustus_masked-NC_016525.1-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NC_016525.1-processed-gene-3.96&CDS=1-600, snap_masked-NC_016522.1-processed-gene-6.80-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-6.80&CDS=1-600
94	OG0000094	YIL135C, YNL074C	augustus_masked-NC_016525.1-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-NC_016525.1-processed-gene-3.97&CDS=1-1101, snap_masked-NC_016522.1-processed-gene-6.79-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-6.79&CDS=1-1206
95	OG0000095	YIL149C, YKR095W	snap_masked-NC_016523.1-processed-gene-9.135-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-9.135&CDS=1-3549, snap_masked-NC_016524.1-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-0.61&CDS=1-3852
96	OG0000096	YJL139C, YKR061W	snap_masked-NC_016520.1-processed-gene-6.93-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-6.93&CDS=1-1320, snap_masked-NC_016521.1-processed-gene-7.3-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-7.3&CDS=1-1260
97	OG0000097	YJL162C, YJR097W	snap_masked-NC_016520.1-processed-gene-6.83-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-6.83&CDS=1-1476, snap_masked-NC_016521.1-processed-gene-9.78-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.78&CDS=1-504
98	OG0000098	YJL172W, YOL153C	snap_masked-NC_016524.1-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-0.49&CDS=1-1752, snap_masked-NW_003780271.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NW_003780271.1-processed-gene-0.1&CDS=1-1653
99	OG0000099	YJL190C, YLR367W	genemark-NC_016520.1-processed-gene-5.118-mRNA-1_1&gene=genemark-NC_016520.1-processed-gene-5.118&CDS=1-390, maker-NC_016525.1-snap-gene-2.39-mRNA-1_1&gene=maker-NC_016525.1-snap-gene-2.39&CDS=1-390
100	OG0000100	YJR061W, YKL201C	snap_masked-NC_016525.1-processed-gene-7.23-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-7.23&CDS=1-2802, snap_masked-NC_016534.1-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-2.56&CDS=1-3039
101	OG0000101	YKR075C, YOR062C	augustus_masked-NC_016529.1-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NC_016529.1-processed-gene-3.75&CDS=1-660, snap_masked-NC_016527.1-processed-gene-3.45-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-3.45&CDS=1-744
102	OG0000102	YLL010C, YLR019W	snap_masked-NC_016524.1-processed-gene-6.15-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-6.15&CDS=1-1482, snap_masked-NC_016533.1-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-1.110&CDS=1-1356
103	OG0000103	YLR028C, YMR120C	snap_masked-NC_016526.1-processed-gene-4.135-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-4.135&CDS=1-1776, snap_masked-NC_016526.1-processed-gene-6.52-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-6.52&CDS=1-1773
104	OG0000104	YLR146C, YPR069C	snap_masked-NC_016520.1-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-2.69&CDS=1-894, snap_masked-NC_016520.1-processed-gene-7.67-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-7.67&CDS=1-882
105	OG0000105	YLR229C, YNL180C	snap_masked-NC_016522.1-processed-gene-5.101-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.101&CDS=1-573, snap_masked-NC_016525.1-processed-gene-5.51-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-5.51&CDS=1-981
106	OG0000106	YLR237W, YOR071C, YOR192C	snap_masked-NC_016522.1-processed-gene-5.103-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.103&CDS=1-1770
107	OG0000107	YLR260W, YOR171C	snap_masked-NC_016525.1-processed-gene-5.58-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-5.58&CDS=1-2031, snap_masked-NC_016529.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-1.7&CDS=1-1767
108	OG0000108	YMR230W, YOR293W	snap_masked-NC_016526.1-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-2.86&CDS=1-315, snap_masked-NC_016529.1-processed-gene-3.110-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-3.110&CDS=1-315
109	OG0000109	YMR242C, YOR312C	augustus_masked-NC_016526.1-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-NC_016526.1-processed-gene-2.103&CDS=1-573, snap_masked-NC_016528.1-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-1.53&CDS=1-537
110	OG0000110	YMR253C, YPL264C	snap_masked-NC_016524.1-processed-gene-7.112-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.112&CDS=1-1296, snap_masked-NC_016526.1-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-2.53&CDS=1-942
111	OG0000111	YNL148C, YPL174C	augustus_masked-NC_016523.1-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-NC_016523.1-processed-gene-3.99&CDS=1-2583, snap_masked-NC_016528.1-processed-gene-3.5-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-3.5&CDS=1-702
112	OG0000112	YOL055C, YPL258C, YPR121W	genemark-NC_016535.1-processed-gene-1.12-mRNA-1_1&gene=genemark-NC_016535.1-processed-gene-1.12&CDS=1-1659
113	OG0000113	YAL007C, YOR016C	snap_masked-NC_016527.1-processed-gene-6.129-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-6.129&CDS=1-630
114	OG0000114	YAL016W	snap_masked-NC_016527.1-processed-gene-6.164-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-6.164&CDS=1-1827, snap_masked-NC_016531.1-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-1.44&CDS=1-1875
115	OG0000115	YAL017W, YOL045W	snap_masked-NC_016527.1-processed-gene-6.165-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-6.165&CDS=1-4101
116	OG0000116	YAL023C	genemark-NC_016531.1-processed-gene-0.90-mRNA-1_1&gene=genemark-NC_016531.1-processed-gene-0.90&CDS=1-2262, snap_masked-NC_016527.1-processed-gene-6.139-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-6.139&CDS=1-2280
117	OG0000117	YAL051W, YOR363C	snap_masked-NC_016533.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-0.5&CDS=1-3696
118	OG0000118	YAL058W	genemark-NC_016533.1-processed-gene-0.64-mRNA-1_1&gene=genemark-NC_016533.1-processed-gene-0.64&CDS=1-1680, snap_masked-NC_016527.1-processed-gene-6.185-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-6.185&CDS=1-1830
119	OG0000119	YAL062W, YOR375C	snap_masked-NC_016533.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-0.1&CDS=1-1383
120	OG0000120	YBL005W, YGL013C	snap_masked-NC_016525.1-processed-gene-2.2-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-2.2&CDS=1-3576
121	OG0000121	YBL030C, YBR085W	snap_masked-NC_016532.1-processed-gene-3.77-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.77&CDS=1-912
122	OG0000122	YBL067C, YER098W	snap_masked-NC_016524.1-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-1.80&CDS=1-2145
123	OG0000123	YBL069W, YER101C	snap_masked-NC_016524.1-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-1.58&CDS=1-1275
124	OG0000124	YBL072C, YER102W	snap_masked-NC_016524.1-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-1.79&CDS=1-600
125	OG0000125	YBL087C, YER117W	genemark-NC_016524.1-processed-gene-1.26-mRNA-1_1&gene=genemark-NC_016524.1-processed-gene-1.26&CDS=1-345
126	OG0000126	YBL106C, YPR032W	snap_masked-NC_016524.1-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-1.63&CDS=1-3186
127	OG0000127	YBR005W, YDR003W	snap_masked-NC_016527.1-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-1.77&CDS=1-720
128	OG0000128	YBR012C	augustus_masked-NC_016534.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NC_016534.1-processed-gene-0.79&CDS=1-693, snap_masked-NC_016530.1-processed-gene-4.112-mRNA-1_1&gene=snap_masked-NC_016530.1-processed-gene-4.112&CDS=1-879
129	OG0000129	YBR014C, YDL010W	snap_masked-NC_016527.1-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-1.52&CDS=1-573
130	OG0000130	YBR021W, YIR028W	genemark-NC_016532.1-processed-gene-1.127-mRNA-1_1&gene=genemark-NC_016532.1-processed-gene-1.127&CDS=1-1908
131	OG0000131	YBR031W, YDR012W	snap_masked-NC_016532.1-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-1.30&CDS=1-1086
132	OG0000132	YBR048W, YDR025W	snap_masked-NC_016532.1-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-1.29&CDS=1-465
133	OG0000133	YBR059C	genemark-NC_016532.1-processed-gene-2.97-mRNA-1_1&gene=genemark-NC_016532.1-processed-gene-2.97&CDS=1-2364, snap_masked-NC_016520.1-processed-gene-9.86-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-9.86&CDS=1-3132
134	OG0000134	YBR066C, YDR043C	snap_masked-NC_016520.1-processed-gene-8.66-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-8.66&CDS=1-942
135	OG0000135	YBR083W	snap_masked-NC_016520.1-processed-gene-8.77-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-8.77&CDS=1-1758, snap_masked-NC_016532.1-processed-gene-2.17-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-2.17&CDS=1-1848
136	OG0000136	YBR084W	snap_masked-NC_016520.1-processed-gene-11.2-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-11.2&CDS=1-2844, snap_masked-NC_016520.1-processed-gene-8.76-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-8.76&CDS=1-2892
137	OG0000137	YBR177C, YPL095C	snap_masked-NC_016528.1-processed-gene-3.45-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-3.45&CDS=1-1368
138	OG0000138	YBR182C, YPL089C	snap_masked-NC_016520.1-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-2.87&CDS=1-1911
139	OG0000139	YBR183W	genemark-NC_016531.1-processed-gene-3.132-mRNA-1_1&gene=genemark-NC_016531.1-processed-gene-3.132&CDS=1-948, snap_masked-NC_016528.1-processed-gene-4.93-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-4.93&CDS=1-951
140	OG0000140	YBR205W	snap_masked-NC_016528.1-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-4.110&CDS=1-1449, snap_masked-NC_016531.1-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-3.32&CDS=1-1326
141	OG0000141	YBR238C	snap_masked-NC_016529.1-processed-gene-4.90-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-4.90&CDS=1-2229, snap_masked-NC_016533.1-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-2.19&CDS=1-2145
142	OG0000142	YBR242W, YGL101W	snap_masked-NC_016529.1-processed-gene-4.69-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-4.69&CDS=1-720
143	OG0000143	YCL025C	snap_masked-NC_016521.1-processed-gene-10.94-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-10.94&CDS=1-1917, snap_masked-NC_016524.1-processed-gene-7.99-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.99&CDS=1-1941
144	OG0000144	YCL050C, YDR530C	snap_masked-NC_016524.1-processed-gene-7.114-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.114&CDS=1-960
145	OG0000145	YCL051W, YDR528W	snap_masked-NC_016524.1-processed-gene-7.152-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.152&CDS=1-1752
146	OG0000146	YCL068C, YCR038C	snap_masked-NC_016523.1-processed-gene-9.127-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-9.127&CDS=1-4350
147	OG0000147	YCR010C, YNR002C	snap_masked-NC_016521.1-processed-gene-9.63-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.63&CDS=1-972
148	OG0000148	YCR030C	augustus_masked-NC_016520.1-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-NC_016520.1-processed-gene-5.15&CDS=1-2475, snap_masked-NC_016524.1-processed-gene-7.131-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.131&CDS=1-2448
149	OG0000149	YCR035C	snap_masked-NC_016520.1-processed-gene-5.55-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-5.55&CDS=1-1179, snap_masked-NC_016524.1-processed-gene-7.136-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.136&CDS=1-1140
150	OG0000150	YCR037C	snap_masked-NC_016521.1-processed-gene-8.12-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-8.12&CDS=1-2883, snap_masked-NC_016524.1-processed-gene-7.137-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.137&CDS=1-2682
151	OG0000151	YCR073W-A, YNR034W	snap_masked-NC_016527.1-processed-gene-5.16-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-5.16&CDS=1-1083
152	OG0000152	YCR094W, YNR048W	genemark-NC_016532.1-processed-gene-3.37-mRNA-1_1&gene=genemark-NC_016532.1-processed-gene-3.37&CDS=1-1185
153	OG0000153	YCR097W	maker-NC_016524.1-augustus-gene-7.74-mRNA-1_1&gene=maker-NC_016524.1-augustus-gene-7.74&CDS=1-252, snap_masked-NC_016532.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-0.32&CDS=1-213
154	OG0000154	YCR098C	snap_masked-NC_016523.1-processed-gene-5.43-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-5.43&CDS=1-1707, snap_masked-NC_016533.1-processed-gene-3.182-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-3.182&CDS=1-1803
155	OG0000155	YCR105W	maker-NC_016525.1-augustus-gene-4.46-mRNA-1_1&gene=maker-NC_016525.1-augustus-gene-4.46&CDS=1-1395, snap_masked-NC_016520.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-0.51&CDS=1-1086
156	OG0000156	YDL021W, YOL056W	genemark-NC_016535.1-processed-gene-1.27-mRNA-1_1&gene=genemark-NC_016535.1-processed-gene-1.27&CDS=1-840
157	OG0000157	YDL022W	snap_masked-NC_016527.1-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-1.84&CDS=1-1182, snap_masked-NC_016535.1-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-1.76&CDS=1-1179
158	OG0000158	YDL042C, YOL068C	snap_masked-NC_016532.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-0.45&CDS=1-1683
159	OG0000159	YDL055C	snap_masked-NC_016521.1-processed-gene-2.127-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-2.127&CDS=1-1083, snap_masked-NC_016521.1-processed-gene-5.74-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-5.74&CDS=1-1083
160	OG0000160	YDL075W, YLR406C	snap_masked-NC_016521.1-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-1.95&CDS=1-339
161	OG0000161	YDL084W	snap_masked-NC_016526.1-processed-gene-4.101-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-4.101&CDS=1-1314, snap_masked-NC_016526.1-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-5.63&CDS=1-1314
162	OG0000162	YDL095W	snap_masked-NC_016522.1-processed-gene-8.103-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-8.103&CDS=1-2397, snap_masked-NC_016526.1-processed-gene-4.97-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-4.97&CDS=1-3447
163	OG0000163	YDL136W, YDL191W	augustus_masked-NC_016520.1-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-NC_016520.1-processed-gene-7.89&CDS=1-360
164	OG0000164	YDL137W	maker-NC_016535.1-snap-gene-2.3-mRNA-1_1&gene=maker-NC_016535.1-snap-gene-2.3&CDS=1-498, snap_masked-NC_016520.1-processed-gene-6.81-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-6.81&CDS=1-543
165	OG0000165	YDL138W, YDL194W	snap_masked-NC_016520.1-processed-gene-6.80-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-6.80&CDS=1-2436
166	OG0000166	YDL155W, YLR210W	snap_masked-NC_016529.1-processed-gene-4.77-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-4.77&CDS=1-1419
167	OG0000167	YDL161W, YLR206W	snap_masked-NC_016523.1-processed-gene-9.159-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-9.159&CDS=1-1461
168	OG0000168	YDL220C	augustus_masked-NC_016527.1-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NC_016527.1-processed-gene-1.20&CDS=1-3306, augustus_masked-NC_016534.1-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NC_016534.1-processed-gene-3.124&CDS=1-2466
169	OG0000169	YDR011W	maker-NC_016520.1-augustus-gene-9.82-mRNA-1_1&gene=maker-NC_016520.1-augustus-gene-9.82&CDS=1-4983, snap_masked-NC_016532.1-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-1.33&CDS=1-4470
170	OG0000170	YDR081C	augustus_masked-NC_016523.1-processed-gene-9.98-mRNA-1_1&gene=augustus_masked-NC_016523.1-processed-gene-9.98&CDS=1-2382, snap_masked-NC_016520.1-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-4.53&CDS=1-2469
