	OrthologID	Aspergillus_nidulans	Saccharomyces_cerevisiae
2618	OG0002618	AN12057	YPR155C
2619	OG0002619	AN0225	YLL048C
2620	OG0002620	AN6306	YGR181W
2621	OG0002621	AN4330	YPL043W
2622	OG0002622	AN5010	YDR449C
2623	OG0002623	AN7458	YJL069C
2624	OG0002624	AN0582	YNL312W
2625	OG0002625	AN0715	YJR089W
2626	OG0002626	AN10212	YKL162C
2627	OG0002627	AN11775	YJL004C
2628	OG0002628	AN8059	YDL217C
2629	OG0002629	AN6310	YLR106C
2630	OG0002630	AN1462	YBL007C
2631	OG0002631	AN5815	YPL209C
2632	OG0002632	AN1343	YHR004C
2633	OG0002633	AN5757	YNL154C
2634	OG0002634	AN5588	YPR024W
2635	OG0002635	AN2998	YGR204W
2636	OG0002636	AN10470	YJR006W
2637	OG0002637	AN1085	YOR165W
2638	OG0002638	AN0165	YGR261C
2639	OG0002639	AN1698	YML010W
2640	OG0002640	AN12011	YLR281C
2641	OG0002641	AN8799	YJL125C
2642	OG0002642	AN8064	YNL290W
2643	OG0002643	AN4513	YGL216W
2644	OG0002644	AN0310	YLR196W
2645	OG0002645	AN0695	YDL208W
2646	OG0002646	AN8337	YGL255W
2647	OG0002647	AN1760	YBR217W
2648	OG0002648	AN10393	YPL040C
2649	OG0002649	AN9528	YLL006W
2650	OG0002650	AN11813	YIL007C
2651	OG0002651	AN3458	YKR085C
2652	OG0002652	AN2887	YPR049C
2653	OG0002653	AN5347	YDR205W
2654	OG0002654	AN6072	YDR465C
2655	OG0002655	AN2085	YOR157C
2656	OG0002656	AN10189	YOR021C
2657	OG0002657	AN8285	YDL108W
2658	OG0002658	AN2093	YGL124C
2659	OG0002659	AN10119	YKL025C
2660	OG0002660	AN2518	YDR189W
2661	OG0002661	AN6149	YGL064C
2662	OG0002662	AN0470	YJR113C
2663	OG0002663	AN20006	Q0115
2664	OG0002664	AN1780	YER078C
2665	OG0002665	AN10178	YLL018C-A
2666	OG0002666	AN1280	YML002W
2667	OG0002667	AN1120	YLR337C
2668	OG0002668	AN5130	YDR044W
2669	OG0002669	AN0843	YJR123W
2670	OG0002670	AN0411	YPL218W
2671	OG0002671	AN5627	YGL092W
2672	OG0002672	AN2417	YGR099W
2673	OG0002673	AN2210	YER036C
2674	OG0002674	AN5701	YBR249C
2675	OG0002675	AN6564	YBR146W
2676	OG0002676	AN6627	YDR292C
2677	OG0002677	AN8868	YCR027C
2678	OG0002678	AN8701	YDR128W
2679	OG0002679	AN4053	YPL125W
2680	OG0002680	AN0235	YHR079C
2681	OG0002681	AN0275	YCR075C
2682	OG0002682	AN3799	YLR130C
2683	OG0002683	AN10134	YBR271W
2684	OG0002684	AN6522	YMR023C
2685	OG0002685	AN6688	YLR314C
2686	OG0002686	AN6577	YGL236C
2687	OG0002687	AN5992	YBR202W
2688	OG0002688	AN0554	YOR374W
2689	OG0002689	AN12213	YJL166W
2690	OG0002690	AN4453	YOL076W
2691	OG0002691	AN4899	YDL065C
2692	OG0002692	AN0625	YNL022C
2693	OG0002693	AN10734	YGL195W
2694	OG0002694	AN4419	YIR026C
2695	OG0002695	AN10878	YGR172C
2696	OG0002696	AN6980	YFR002W
2697	OG0002697	AN6993	YJR133W
2698	OG0002698	AN1380	YGR264C
2699	OG0002699	AN4728	YCL045C
2700	OG0002700	AN5577	YHR008C
2701	OG0002701	AN3150	YJL101C
2702	OG0002702	AN1222	YDR502C
2703	OG0002703	AN2914	YHR018C
2704	OG0002704	AN7354	YBL092W
2705	OG0002705	AN1003	YOR136W
2706	OG0002706	AN6253	YPR047W
2707	OG0002707	AN9436	YER171W
2708	OG0002708	AN2737	YPL169C
2709	OG0002709	AN4187	YPL082C
2710	OG0002710	AN4287	YOR307C
2711	OG0002711	AN11141	YOR320C
2712	OG0002712	AN4301	YIL010W
2713	OG0002713	AN6842	YDR322W
2714	OG0002714	AN7309	YCR066W
2715	OG0002715	AN3821	YJR125C
2716	OG0002716	AN3084	YOR059C
2717	OG0002717	AN0802	YMR165C
2718	OG0002718	AN12299	YOL073C
2719	OG0002719	AN4952	YNL091W
2720	OG0002720	AN7526	YDR299W
2721	OG0002721	AN6166	YKL028W
2722	OG0002722	AN0598	YOL086W-A
2723	OG0002723	AN4308	YGR220C
2724	OG0002724	AN0387	YOR386W
2725	OG0002725	AN2135	YDL150W
2726	OG0002726	AN10539	YNL024C
2727	OG0002727	AN2707	YBR180W
2728	OG0002728	AN8010	YFR015C
2729	OG0002729	AN8216	YKL067W
2730	OG0002730	AN1631	YGR055W
2731	OG0002731	AN6599	YGR021W
2732	OG0002732	AN3748	YER055C
2733	OG0002733	AN9419	YOR335C
2734	OG0002734	AN1545	YGL190C
2735	OG0002735	AN2970	YDL236W
2736	OG0002736	AN10570	YPR073C
2737	OG0002737	AN7576	YDL240W
2738	OG0002738	AN20012	Q0275
2739	OG0002739	AN1966	YDR457W
2740	OG0002740	AN6572	YGL119W
2741	OG0002741	AN1921	YOL147C
2742	OG0002742	AN3144	YDR323C
2743	OG0002743	AN0770	YDL091C
2744	OG0002744	AN5599	YBL011W
2745	OG0002745	AN2124	YDR284C
2746	OG0002746	AN4460	YLR222C
2747	OG0002747	AN1931	YIL044C
2748	OG0002748	AN7603	YHR026W
2749	OG0002749	AN5779	YIR009W
2750	OG0002750	AN10712	YHR089C
2751	OG0002751	AN11706	YPR089W
2752	OG0002752	AN7205	YMR131C
2753	OG0002753	AN6328	YKR051W
2754	OG0002754	AN3071	YMR127C
2755	OG0002755	AN12152	YNR041C
2756	OG0002756	AN2969	YJR068W
2757	OG0002757	AN10903	YDL238C
2758	OG0002758	AN6513	YOR274W
2759	OG0002759	AN2905	YPL016W
2760	OG0002760	AN0381	YIL142W
2761	OG0002761	AN3313	YPL266W
2762	OG0002762	AN3832	YLR069C
2763	OG0002763	AN0659	YJR041C
2764	OG0002764	AN3439	YKR030W
2765	OG0002765	AN6286	YMR196W
2766	OG0002766	AN5602	YDR214W
2767	OG0002767	AN3927	YER019W
2768	OG0002768	AN6550	YNR033W
2769	OG0002769	AN1555	YBR023C
2770	OG0002770	AN3593	YJR024C
2771	OG0002771	AN10451	YDL201W
2772	OG0002772	AN5862	YER044C
2773	OG0002773	AN4048	YMR262W
2774	OG0002774	AN4867	YNL126W
2775	OG0002775	AN10200	YKR081C
2776	OG0002776	AN7106	YPL002C
2777	OG0002777	AN4623	YOR336W
2778	OG0002778	AN3168	YLR447C
2779	OG0002779	AN2747	YPR187W
2780	OG0002780	AN11226	YBL040C
2781	OG0002781	AN7009	YLR085C
2782	OG0002782	AN10635	YPR135W
2783	OG0002783	AN6417	YNR055C
2784	OG0002784	AN2984	YBR182C
2785	OG0002785	AN8713	YPL022W
2786	OG0002786	AN10439	YLR088W
2787	OG0002787	AN6902	YKL009W
2788	OG0002788	AN12358	YOR305W
2789	OG0002789	AN2875	YKL060C
2790	OG0002790	AN4231	YBR256C
2791	OG0002791	AN4269	YOL005C
2792	OG0002792	AN12319	YMR286W
2793	OG0002793	AN7677	YDR479C
2794	OG0002794	AN7752	YOR176W
2795	OG0002795	AN7441	YJL081C
2796	OG0002796	AN6911	YPL045W
2797	OG0002797	AN11885	YLR143W
2798	OG0002798	AN11040	YDR196C
2799	OG0002799	AN0321	YOR207C
2800	OG0002800	AN3879	YJL127C
2801	OG0002801	AN4093	YGL243W
2802	OG0002802	AN4322	YGL083W
2803	OG0002803	AN10827	YCL012C
2804	OG0002804	AN1260	YGR091W
2805	OG0002805	AN5722	YOR090C
2806	OG0002806	AN2508	YCL017C
2807	OG0002807	AN6037	YBR196C
2808	OG0002808	AN5531	YER007W
2809	OG0002809	AN5200	YBL098W
2810	OG0002810	AN4224	YJR116W
2811	OG0002811	AN7035	YDR415C
2812	OG0002812	AN3642	YJL053W
2813	OG0002813	AN10018	YNL003C
2814	OG0002814	AN0074	YKL172W
2815	OG0002815	AN0707	YOR048C
2816	OG0002816	AN7709	YMR283C
2817	OG0002817	AN4566	YNL192W
2818	OG0002818	AN4589	YDR086C
2819	OG0002819	AN5438	YBR155W
2820	OG0002820	AN8254	YHR072W-A
2821	OG0002821	AN1665	YJL057C
2822	OG0002822	AN6349	YMR259C
2823	OG0002823	AN1459	YJR143C
2824	OG0002824	AN5747	YOR259C
2825	OG0002825	AN3665	YGR125W
2826	OG0002826	AN5610	YBR115C
2827	OG0002827	AN4949	YDR362C
2828	OG0002828	AN3602	YAL021C
2829	OG0002829	AN4304	YPL059W
2830	OG0002830	AN2008	YHR100C
2831	OG0002831	AN6736	YMR200W
2832	OG0002832	AN6232	YBR127C
2833	OG0002833	AN1996	YFR048W
2834	OG0002834	AN10682	YLR386W
2835	OG0002835	AN4633	YPL098C
2836	OG0002836	AN3131	YDR375C
2837	OG0002837	AN0163	YDL135C
2838	OG0002838	AN10007	YLR438C-A
2839	OG0002839	AN4755	YMR002W
2840	OG0002840	AN6530	YOR175C
2841	OG0002841	AN9094	YDL103C
2842	OG0002842	AN8066	YNL062C
2843	OG0002843	AN1249	YKL012W
2844	OG0002844	AN7673	YIL023C
2845	OG0002845	AN2761	YBR082C
2846	OG0002846	AN10955	YOL080C
2847	OG0002847	AN4650	YNL152W
2848	OG0002848	AN8857	YCR063W
2849	OG0002849	AN8879	YLR166C
2850	OG0002850	AN1538	YGR005C
2851	OG0002851	AN11163	YHR204W
2852	OG0002852	AN4075	YDR400W
2853	OG0002853	AN5736	YBR070C
2854	OG0002854	AN5217	YGR086C
2855	OG0002855	AN10809	YER159C
2856	OG0002856	AN5643	YOR304W
2857	OG0002857	AN8291	YPL195W
2858	OG0002858	AN0097	YOR005C
2859	OG0002859	AN5866	YDR071C
2860	OG0002860	AN1904	YJR064W
2861	OG0002861	AN8187	YEL056W
2862	OG0002862	AN8674	YOR332W
2863	OG0002863	AN1210	YJR134C
2864	OG0002864	AN0668	YCL010C
2865	OG0002865	AN6574	YDL074C
2866	OG0002866	AN3720	YNL049C
2867	OG0002867	AN0228	YGL201C
2868	OG0002868	AN8023	YKR001C
2869	OG0002869	AN8280	YER015W
2870	OG0002870	AN3004	YPL196W
2871	OG0002871	AN9079	YOR296W
2872	OG0002872	AN11104	YOR181W
2873	OG0002873	AN4251	YHL004W
2874	OG0002874	AN10067	YKR065C
2875	OG0002875	AN6069	YDL164C
2876	OG0002876	AN1133	YNL305C
2877	OG0002877	AN0261	YPR181C
2878	OG0002878	AN11894	YBR022W
2879	OG0002879	AN0189	YBR257W
2880	OG0002880	AN2567	YJR085C
2881	OG0002881	AN1769	YOL064C
2882	OG0002882	AN0418	YHL016C
2883	OG0002883	AN7513	YML007W
2884	OG0002884	AN1533	YPR144C
2885	OG0002885	AN1527	YDR262W
2886	OG0002886	AN11005	YLL029W
2887	OG0002887	AN8706	YFL017C
2888	OG0002888	AN0804	YGR024C
2889	OG0002889	AN10614	YLR150W
2890	OG0002890	AN3714	YCR061W
2891	OG0002891	AN8721	YPL030W
2892	OG0002892	AN10145	YDR004W
2893	OG0002893	AN0725	YNL265C
2894	OG0002894	AN4942	YER009W
2895	OG0002895	AN7428	YHR171W
2896	OG0002896	AN4085	YAL016W
2897	OG0002897	AN9398	YBR247C
2898	OG0002898	AN7015	YPL122C
2899	OG0002899	AN0936	YKL194C
2900	OG0002900	AN1023	YNL084C
2901	OG0002901	AN0870	YJR077C
2902	OG0002902	AN4384	YMR113W
2903	OG0002903	AN10651	YIL156W-B
2904	OG0002904	AN2096	YGL084C
2905	OG0002905	AN0716	YGR046W
2906	OG0002906	AN11344	YDR320C-A
2907	OG0002907	AN2283	YNL248C
2908	OG0002908	AN10032	YDL004W
2909	OG0002909	AN9446	YDR531W
2910	OG0002910	AN6399	YNL239W
2911	OG0002911	AN10962	YMR137C
2912	OG0002912	AN6493	YGL233W
2913	OG0002913	AN5185	YLR427W
2914	OG0002914	AN0462	YER008C
2915	OG0002915	AN5356	YOR100C
2916	OG0002916	AN0636	YPL175W
2917	OG0002917	AN11056	YML015C
2918	OG0002918	AN7430	YBR248C
2919	OG0002919	AN6303	YOR217W
2920	OG0002920	AN4515	YEL040W
2921	OG0002921	AN0757	YBL024W
2922	OG0002922	AN9148	YKL035W
2923	OG0002923	AN6070	YPR019W
2924	OG0002924	AN7254	YDL126C
2925	OG0002925	AN1366	YLL034C
2926	OG0002926	AN7300	YMR075W
2927	OG0002927	AN5132	YDL198C
2928	OG0002928	AN2481	YML059C
2929	OG0002929	AN10241	YOR223W
2930	OG0002930	AN4266	YDL206W
2931	OG0002931	AN1957	YOR201C
2932	OG0002932	AN4708	YMR097C
2933	OG0002933	AN4164	YOL071W
2934	OG0002934	AN4869	YGL011C
2935	OG0002935	AN0420	YDR424C
2936	OG0002936	AN8485	YKR071C
2937	OG0002937	AN2238	YNL007C
2938	OG0002938	AN8264	YNL193W
2939	OG0002939	AN2172	YNL025C
2940	OG0002940	AN9474	YPL088W
2941	OG0002941	AN0821	YOL009C
2942	OG0002942	AN4168	YFR024C-A
2943	OG0002943	AN10645	YGR053C
2944	OG0002944	AN6015	YHR124W
2945	OG0002945	AN7726	YDR159W
2946	OG0002946	AN3785	YML102W
2947	OG0002947	AN5526	YLR074C
2948	OG0002948	AN1844	YGL045W
2949	OG0002949	AN9061	YNL224C
2950	OG0002950	AN12419	YOR341W
2951	OG0002951	AN2438	YOR262W
2952	OG0002952	AN3632	YNL240C
2953	OG0002953	AN6055	YDL141W
2954	OG0002954	AN2292	YIL019W
2955	OG0002955	AN4283	YLR005W
2956	OG0002956	AN4317	YLR208W
2957	OG0002957	AN5793	YOR362C
2958	OG0002958	AN8875	YEL004W
2959	OG0002959	AN5886	YGL009C
2960	OG0002960	AN10710	YFL045C
2961	OG0002961	AN6078	YNL141W
2962	OG0002962	AN10585	YGL191W
2963	OG0002963	AN12408	YEL013W
2964	OG0002964	AN3948	YML038C
2965	OG0002965	AN4033	YEL003W
2966	OG0002966	AN0988	YLL019C
2967	OG0002967	AN2991	YLR099W-A
2968	OG0002968	AN1722	YPL172C
2969	OG0002969	AN1259	YLR117C
2970	OG0002970	AN4978	YDR432W
2971	OG0002971	AN10052	YOR004W
2972	OG0002972	AN4710	YDL105W
2973	OG0002973	AN11898	YKL195W
2974	OG0002974	AN4523	YHR165C
2975	OG0002975	AN5897	YLR439W
2976	OG0002976	AN11110	YNL040W
2977	OG0002977	AN7439	YPR175W
2978	OG0002978	AN1352	YNL024C-A
2979	OG0002979	AN10214	YEL020C
2980	OG0002980	AN2139	YOR258W
2981	OG0002981	AN9409	YGR187C
2982	OG0002982	AN10475	YOL097C
2983	OG0002983	AN0290	YIL034C
2984	OG0002984	AN12337	YOR154W
2985	OG0002985	AN0240	YLR354C
2986	OG0002986	AN5586	YDL055C
2987	OG0002987	AN0560	YBR102C
2988	OG0002988	AN5902	YGR227W
2989	OG0002989	AN10445	YOR271C
2990	OG0002990	AN2855	YHL027W
2991	OG0002991	AN5911	YOR141C
2992	OG0002992	AN5579	YLL040C
2993	OG0002993	AN3149	YMR035W
2994	OG0002994	AN7993	YDR027C
2995	OG0002995	AN6653	YIR031C
2996	OG0002996	AN6064	YOR126C
2997	OG0002997	AN10243	YBL001C
2998	OG0002998	AN1638	YKL157W
2999	OG0002999	AN4534	YGR271C-A
3000	OG0003000	AN4543	YIL064W
3001	OG0003001	AN8846	YGR229C
3002	OG0003002	AN6567	YFL024C
3003	OG0003003	AN10492	YGL252C
3004	OG0003004	AN3888	YBR293W
3005	OG0003005	AN0120	YMR028W
3006	OG0003006	AN10807	YLL032C
3007	OG0003007	AN1547	YBL015W
3008	OG0003008	AN5455	YJL109C
3009	OG0003009	AN5799	YOR323C
3010	OG0003010	AN6255	YLR038C
3011	OG0003011	AN7314	YNL325C
3012	OG0003012	AN1485	YOR061W
3013	OG0003013	AN7185	YMR216C
3014	OG0003014	AN0697	YCR030C
3015	OG0003015	AN8204	YGL067W
3016	OG0003016	AN3759	YPR037C
3017	OG0003017	AN6214	YPL001W
3018	OG0003018	AN6543	YBR101C
3019	OG0003019	AN5836	YKL043W
3020	OG0003020	AN10924	YER168C
3021	OG0003021	AN5617	YNL218W
3022	OG0003022	AN10290	YBR035C
3023	OG0003023	AN1879	YBR281C
3024	OG0003024	AN0129	YBR276C
3025	OG0003025	AN10940	YGL136C
3026	OG0003026	AN4407	YML032C
3027	OG0003027	AN3056	YOL022C
3028	OG0003028	AN4412	YJL050W
3029	OG0003029	AN0086	YIL085C
3030	OG0003030	AN8374	YPR194C
3031	OG0003031	AN5704	YKL192C
3032	OG0003032	AN3809	YGL037C
3033	OG0003033	AN3669	YNL288W
3034	OG0003034	AN2103	YDR511W
3035	OG0003035	AN5806	YMR039C
3036	OG0003036	AN3073	YCR024C
3037	OG0003037	AN7506	YJR138W
3038	OG0003038	AN9120	YOR151C
3039	OG0003039	AN0847	YKL073W
3040	OG0003040	AN10621	YOL090W
3041	OG0003041	AN5918	YDR256C
3042	OG0003042	AN3737	YDL156W
3043	OG0003043	AN7545	YGL237C
3044	OG0003044	AN7164	YDR539W
3045	OG0003045	AN6717	YKL085W
3046	OG0003046	AN10771	YGL169W
3047	OG0003047	AN6904	YPR100W
3048	OG0003048	AN6540	YOR017W
3049	OG0003049	AN10917	YOR144C
3050	OG0003050	AN2244	YGR173W
3051	OG0003051	AN0556	YMR224C
3052	OG0003052	AN4758	YMR074C
3053	OG0003053	AN10755	YNL102W
3054	OG0003054	AN10702	YDR221W
3055	OG0003055	AN8687	YKR023W
3056	OG0003056	AN1195	YKL080W
3057	OG0003057	AN3656	YJL126W
3058	OG0003058	AN8017	YCL039W
3059	OG0003059	AN2759	YLR186W
3060	OG0003060	AN1341	YHR012W
3061	OG0003061	AN6705	YFR037C
3062	OG0003062	AN9116	YOR209C
3063	OG0003063	AN11565	YDR377W
3064	OG0003064	AN4557	YMR089C
3065	OG0003065	AN0709	YDL020C
3066	OG0003066	AN2154	YGR157W
3067	OG0003067	AN0092	YCL054W
3068	OG0003068	AN5025	YMR020W
3069	OG0003069	AN2440	YOR095C
3070	OG0003070	AN7711	YBR111C
3071	OG0003071	AN8837	YPL188W
3072	OG0003072	AN2873	YIR034C
3073	OG0003073	AN4601	YLR189C
3074	OG0003074	AN0504	YDL047W
3075	OG0003075	AN11146	YLR245C
3076	OG0003076	AN6348	YNR017W
3077	OG0003077	AN7451	YDL215C
3078	OG0003078	AN5635	YDR001C
3079	OG0003079	AN8830	YCR008W
3080	OG0003080	AN3222	YOR155C
3081	OG0003081	AN4095	YPR079W
3082	OG0003082	AN5789	YCR047C
3083	OG0003083	AN11004	YNR007C
3084	OG0003084	AN5693	YJL104W
3085	OG0003085	AN10345	YKL046C
3086	OG0003086	AN6007	YLR398C
3087	OG0003087	AN6898	YKL002W
3088	OG0003088	AN0673	YDL029W
3089	OG0003089	AN5816	YNR020C
3090	OG0003090	AN6244	YDL111C
3091	OG0003091	AN2212	YDR177W
3092	OG0003092	AN3839	YLR195C
3093	OG0003093	AN2288	YDR456W
3094	OG0003094	AN1776	YDL087C
3095	OG0003095	AN0076	YNL085W
3096	OG0003096	AN0153	YPL128C
3097	OG0003097	AN6604	YHR187W
3098	OG0003098	AN1396	YIL155C
3099	OG0003099	AN3938	YBL004W
3100	OG0003100	AN8054	YOL038W
3101	OG0003101	AN2904	YDR394W
3102	OG0003102	AN1909	YBR062C
3103	OG0003103	AN10019	YDL025C
3104	OG0003104	AN10561	YER029C
3105	OG0003105	AN5498	YKR062W
3106	OG0003106	AN0190	YAR008W
3107	OG0003107	AN4591	YMR278W
3108	OG0003108	AN6086	YLR097C
3109	OG0003109	AN0850	YKL047W
3110	OG0003110	AN2705	YDR403W
3111	OG0003111	AN0816	YOR194C
3112	OG0003112	AN0191	YPL101W
3113	OG0003113	AN10873	YNL026W
3114	OG0003114	AN10012	YJR122W
3115	OG0003115	AN10265	YEL036C
3116	OG0003116	AN3579	YKR088C
3117	OG0003117	AN4761	YDL095W
3118	OG0003118	AN5518	YDR336W
3119	OG0003119	AN10131	YLR420W
3120	OG0003120	AN0700	YGL114W
3121	OG0003121	AN10406	YHR069C
3122	OG0003122	AN9083	YML022W
3123	OG0003123	AN2281	YDR329C
3124	OG0003124	AN0253	YOL006C
3125	OG0003125	AN8012	YJL167W
3126	OG0003126	AN3840	YOR241W
3127	OG0003127	AN0880	YDR142C
3128	OG0003128	AN7037	YLR417W
3129	OG0003129	AN5127	YIL004C
3130	OG0003130	AN3082	YLR115W
3131	OG0003131	AN10594	YOR357C
3132	OG0003132	AN9434	YOL098C
3133	OG0003133	AN0558	YOL132W
3134	OG0003134	AN2419	YGR009C
3135	OG0003135	AN6501	YOR319W
3136	OG0003136	AN0040	YOR330C
3137	OG0003137	AN6496	YJL062W
3138	OG0003138	AN3753	YLR318W
3139	OG0003139	AN10540	YOL057W
3140	OG0003140	AN10352	YLR197W
3141	OG0003141	AN6695	YHR077C
3142	OG0003142	AN5177	YPR169W
3143	OG0003143	AN1015	YPR160W
3144	OG0003144	AN1981	YJL031C
3145	OG0003145	AN1923	YLR089C
3146	OG0003146	AN5604	YLR377C
3147	OG0003147	AN0293	YHR075C
3148	OG0003148	AN3830	YER086W
3149	OG0003149	AN5710	YHR108W
3150	OG0003150	AN7104	YJL141C
3151	OG0003151	AN2967	YNR015W
3152	OG0003152	AN8770	YER069W
3153	OG0003153	AN4969	YIL144W
3154	OG0003154	AN0049	YMR281W
3155	OG0003155	AN10521	YPR168W
3156	OG0003156	AN5777	YJR107W
3157	OG0003157	AN9500	YHR071W
3158	OG0003158	AN9157	YOR168W
3159	OG0003159		YDR213W, YLR228C
3160	OG0003160		YER160C, YLR035C-A
