	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034710_Kluyveromyces_dobzhanskii
43	OG0000043	YPR013C, YPR015C	snap_masked-NODE_26_length_85352_cov_19.4836_ID_51-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_26_length_85352_cov_19.4836_ID_51-processed-gene-0.17&CDS=1-1179, snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-0.42&CDS=1-840, snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.74&CDS=1-603
44	OG0000044	Q0045, Q0065, Q0070	maker-NODE_27_length_66167_cov_518.028_ID_53-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_27_length_66167_cov_518.028_ID_53-snap-gene-0.3&CDS=1-282, maker-NODE_27_length_66167_cov_518.028_ID_53-snap-gene-0.6-mRNA-1_1&gene=maker-NODE_27_length_66167_cov_518.028_ID_53-snap-gene-0.6&CDS=1-603
45	OG0000045	Q0105, Q0110, Q0115, Q0120	maker-NODE_27_length_66167_cov_518.028_ID_53-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_27_length_66167_cov_518.028_ID_53-snap-gene-0.4&CDS=1-441
46	OG0000046	YAL023C, YGR199W	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.141-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.141&CDS=1-2229, snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.52&CDS=1-2274
47	OG0000047	YAL054C, YLR153C	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-1.74&CDS=1-2052, snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-4.71-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-4.71&CDS=1-2127
48	OG0000048	YBL003C, YDR225W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.127&CDS=1-390, snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-4.54-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-4.54&CDS=1-390
49	OG0000049	YBL011W, YKR067W	snap_masked-NODE_34_length_34291_cov_20.2358_ID_67-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_34_length_34291_cov_20.2358_ID_67-processed-gene-0.41&CDS=1-2202, snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.110-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.110&CDS=1-2166
50	OG0000050	YBL016W, YGR040W	snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.64&CDS=1-1086, snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.67-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.67&CDS=1-1140
51	OG0000051	YBL052C, YOR244W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.124-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.124&CDS=1-2586, snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.128-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.128&CDS=1-2253
52	OG0000052	YBR009C, YNL030W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-2.69&CDS=1-309, snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-0.61&CDS=1-309
53	OG0000053	YBR010W, YNL031C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-2.50&CDS=1-408, snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-0.85&CDS=1-408
54	OG0000054	YBR025C, YHL014C	maker-NODE_6_length_691739_cov_21.9184_ID_11-augustus-gene-4.46-mRNA-1_1&gene=maker-NODE_6_length_691739_cov_21.9184_ID_11-augustus-gene-4.46&CDS=1-2211, snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.113-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.113&CDS=1-1179
55	OG0000055	YBR038W, YNL192W	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-0.33&CDS=1-3027, snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.149-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.149&CDS=1-2754
56	OG0000056	YBR059C, YIL095W	snap_masked-NODE_32_length_42615_cov_17.3902_ID_63-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_32_length_42615_cov_17.3902_ID_63-processed-gene-0.12&CDS=1-2391, snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-0.81&CDS=1-2319
57	OG0000057	YBR066C, YDR043C	snap_masked-NODE_18_length_188073_cov_18.5781_ID_35-processed-gene-0.159-mRNA-1_1&gene=snap_masked-NODE_18_length_188073_cov_18.5781_ID_35-processed-gene-0.159&CDS=1-1011, snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-2.117&CDS=1-2727
58	OG0000058	YBR114W, YOR191W	genemark-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-1.63-mRNA-1_1&gene=genemark-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-1.63&CDS=1-2379, snap_masked-NODE_9_length_330969_cov_17.5382_ID_17-processed-gene-2.180-mRNA-1_1&gene=snap_masked-NODE_9_length_330969_cov_17.5382_ID_17-processed-gene-2.180&CDS=1-4773
59	OG0000059	YBR245C, YOR304W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.67-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.67&CDS=1-3270, snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-4.121-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-4.121&CDS=1-3243
60	OG0000060	YBR263W, YLR058C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.82-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.82&CDS=1-1407, snap_masked-NODE_9_length_330969_cov_17.5382_ID_17-processed-gene-1.62-mRNA-1_1&gene=snap_masked-NODE_9_length_330969_cov_17.5382_ID_17-processed-gene-1.62&CDS=1-1482
61	OG0000061	YBR297W, YFL052W, YGR288W, YPR196W	
62	OG0000062	YCL064C, YIL167W	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.23&CDS=1-1080, snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.106&CDS=1-981
63	OG0000063	YCL067C, YCR039C, YCR096C	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.1&CDS=1-666
64	OG0000064	YCR008W, YJL165C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.84-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.84&CDS=1-2289, snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-3.121-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-3.121&CDS=1-1821
65	OG0000065	YCR102C, YLR460C, YNL134C	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-3.118&CDS=1-1110
66	OG0000066	YDL037C, YIR019C	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-1.84&CDS=1-6903, snap_masked-NODE_22_length_135479_cov_32.0172_ID_43-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_22_length_135479_cov_32.0172_ID_43-processed-gene-0.88&CDS=1-3900
67	OG0000067	YDL056W, YER111C	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-0.75&CDS=1-2772, snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-7.91-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-7.91&CDS=1-2262
68	OG0000068	YDL066W, YLR174W	snap_masked-NODE_11_length_285983_cov_19.1963_ID_21-processed-gene-1.175-mRNA-1_1&gene=snap_masked-NODE_11_length_285983_cov_19.1963_ID_21-processed-gene-1.175&CDS=1-1242, snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-1.94&CDS=1-1284
69	OG0000069	YDL078C, YKL085W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.145-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.145&CDS=1-1014, snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-5.196-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-5.196&CDS=1-1014
70	OG0000070	YDL095W, YDR307W	augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.127&CDS=1-1887, snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-1.54&CDS=1-2508
71	OG0000071	YDL174C	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.55&CDS=1-1677, snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.123-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.123&CDS=1-1746, snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.106-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.106&CDS=1-1713
72	OG0000072	YDR037W, YNL072W	augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-7.107&CDS=1-2517, snap_masked-NODE_18_length_188073_cov_18.5781_ID_35-processed-gene-0.202-mRNA-1_1&gene=snap_masked-NODE_18_length_188073_cov_18.5781_ID_35-processed-gene-0.202&CDS=1-1764
73	OG0000073	YDR038C, YDR039C, YDR040C	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-0.28&CDS=1-3252
74	OG0000074	YDR131C, YJL149W	snap_masked-NODE_18_length_188073_cov_18.5781_ID_35-processed-gene-0.230-mRNA-1_1&gene=snap_masked-NODE_18_length_188073_cov_18.5781_ID_35-processed-gene-0.230&CDS=1-1578, snap_masked-NODE_21_length_144443_cov_18.5003_ID_41-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_21_length_144443_cov_18.5003_ID_41-processed-gene-0.48&CDS=1-1599
75	OG0000075	YDR135C, YLL015W	augustus_masked-NODE_18_length_188073_cov_18.5781_ID_35-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_18_length_188073_cov_18.5781_ID_35-processed-gene-0.65&CDS=1-4521, augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.165-mRNA-1_1&gene=augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.165&CDS=1-4716
76	OG0000076	YDR218C, YJR076C	snap_masked-NODE_11_length_285983_cov_19.1963_ID_21-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_11_length_285983_cov_19.1963_ID_21-processed-gene-0.81&CDS=1-1257, snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-4.69-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-4.69&CDS=1-1074
77	OG0000077	YDR258C, YLL026W	snap_masked-NODE_21_length_144443_cov_18.5003_ID_41-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_21_length_144443_cov_18.5003_ID_41-processed-gene-0.34&CDS=1-2694, snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.116&CDS=1-2475
78	OG0000078	YDR338C, YHR032W	maker-NODE_3_length_946268_cov_22.856_ID_5-augustus-gene-5.104-mRNA-1_1&gene=maker-NODE_3_length_946268_cov_22.856_ID_5-augustus-gene-5.104&CDS=1-2907, snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.48&CDS=1-1830
79	OG0000079	YDR368W, YOR120W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-8.76-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-8.76&CDS=1-921, snap_masked-NODE_9_length_330969_cov_17.5382_ID_17-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_9_length_330969_cov_17.5382_ID_17-processed-gene-0.89&CDS=1-930
80	OG0000080	YDR466W, YDR490C	genemark-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.89-mRNA-1_1&gene=genemark-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.89&CDS=1-1944, snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.51&CDS=1-2775
81	OG0000081	YDR476C, YOR094W	augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-4.128&CDS=1-1392, snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.7-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-5.7&CDS=1-546
82	OG0000082	YDR492W, YOL002C	augustus_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.116&CDS=1-927, snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.55-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.55&CDS=1-945
83	OG0000083	YDR507C, YKL101W	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.11&CDS=1-3339, snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-4.77-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-4.77&CDS=1-3789
84	OG0000084	YDR523C, YHR102W	genemark-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.94&CDS=1-1647, snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.56&CDS=1-3027
85	OG0000085	YEL063C, YNL268W	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.29&CDS=1-1737, snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.59&CDS=1-1746
86	OG0000086	YER017C, YMR089C	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-4.80-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-4.80&CDS=1-2487, snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-1.92&CDS=1-2337
87	OG0000087	YER056C, YER060W, YER060W-A	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-0.74&CDS=1-1560
88	OG0000088	YER123W, YHR135C	genemark-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-7.15-mRNA-1_1&gene=genemark-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-7.15&CDS=1-1623, snap_masked-NODE_30_length_52010_cov_27.3855_ID_59-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_30_length_52010_cov_27.3855_ID_59-processed-gene-0.4&CDS=1-1434
89	OG0000089	YER130C, YMR037C	augustus_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-5.26&CDS=1-1896, genemark-NODE_34_length_34291_cov_20.2358_ID_67-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_34_length_34291_cov_20.2358_ID_67-processed-gene-0.25&CDS=1-1515
90	OG0000090	YER172C, YGR271W	snap_masked-NODE_16_length_196327_cov_29.5581_ID_31-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_16_length_196327_cov_29.5581_ID_31-processed-gene-0.111&CDS=1-6459, snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-7.61-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-7.61&CDS=1-5877
91	OG0000091	YFL029C, YPL031C	augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.111&CDS=1-2952, maker-NODE_2_length_1173375_cov_22.3644_ID_3-snap-gene-6.154-mRNA-1_1&gene=maker-NODE_2_length_1173375_cov_22.3644_ID_3-snap-gene-6.154&CDS=1-912
92	OG0000092	YFL041W, YMR058W	snap_masked-NODE_17_length_192782_cov_28.4375_ID_33-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_17_length_192782_cov_28.4375_ID_33-processed-gene-0.108&CDS=1-1851, snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-5.250-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-5.250&CDS=1-1902
93	OG0000093	YFL059W, YMR096W, YNL333W	snap_masked-NODE_22_length_135479_cov_32.0172_ID_43-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_22_length_135479_cov_32.0172_ID_43-processed-gene-0.108&CDS=1-891
94	OG0000094	YFL060C, YMR095C, YNL334C	snap_masked-NODE_22_length_135479_cov_32.0172_ID_43-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_22_length_135479_cov_32.0172_ID_43-processed-gene-0.82&CDS=1-624
95	OG0000095	YFR040W, YKR028W	snap_masked-NODE_22_length_135479_cov_32.0172_ID_43-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_22_length_135479_cov_32.0172_ID_43-processed-gene-0.62&CDS=1-2988, snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-5.8-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-5.8&CDS=1-3327
96	OG0000096	YGL014W, YGL178W	snap_masked-NODE_30_length_52010_cov_27.3855_ID_59-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_30_length_52010_cov_27.3855_ID_59-processed-gene-0.18&CDS=1-2529, snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-7.43-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-7.43&CDS=1-2379
97	OG0000097	YGL147C, YNL067W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-7.64-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-7.64&CDS=1-573, snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.32&CDS=1-573
98	OG0000098	YGR059W, YHR107C	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.16&CDS=1-1182, snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-2.91&CDS=1-1647
99	OG0000099	YGR086C, YPL004C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-10.78-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-10.78&CDS=1-918, snap_masked-NODE_25_length_93352_cov_43.2161_ID_49-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_25_length_93352_cov_43.2161_ID_49-processed-gene-0.68&CDS=1-954
100	OG0000100	YGR169C, YOL066C	augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-5.111&CDS=1-2136, maker-NODE_6_length_691739_cov_21.9184_ID_11-snap-gene-4.94-mRNA-1_1&gene=maker-NODE_6_length_691739_cov_21.9184_ID_11-snap-gene-4.94&CDS=1-2736
101	OG0000101	YGR240C, YMR205C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.59-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.59&CDS=1-2814, snap_masked-NODE_21_length_144443_cov_18.5003_ID_41-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_21_length_144443_cov_18.5003_ID_41-processed-gene-0.6&CDS=1-2895
102	OG0000102	YGR289C	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-1.96&CDS=1-1755, snap_masked-NODE_37_length_12395_cov_74.8073_ID_73-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_37_length_12395_cov_74.8073_ID_73-processed-gene-0.7&CDS=1-1755, snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-0.9&CDS=1-1779
103	OG0000103	YHL007C, YNL298W	snap_masked-NODE_11_length_285983_cov_19.1963_ID_21-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_11_length_285983_cov_19.1963_ID_21-processed-gene-0.112&CDS=1-2973, snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.72-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.72&CDS=1-2640
104	OG0000104	YHL019C, YPL259C	augustus_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-4.35&CDS=1-1533, snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.99-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.99&CDS=1-1332
105	OG0000105	YHR023W, YOR326W	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-3.116&CDS=1-5541, snap_masked-NODE_9_length_330969_cov_17.5382_ID_17-processed-gene-2.165-mRNA-1_1&gene=snap_masked-NODE_9_length_330969_cov_17.5382_ID_17-processed-gene-2.165&CDS=1-4650
106	OG0000106	YHR028C, YOR219C	augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-3.9&CDS=1-3351, snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-10.23-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-10.23&CDS=1-2610
107	OG0000107	YHR031C, YML061C	snap_masked-NODE_10_length_295244_cov_19.1389_ID_19-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_10_length_295244_cov_19.1389_ID_19-processed-gene-0.75&CDS=1-2466, snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.70-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.70&CDS=1-2133
