	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034594_Starmera_quercuum
47	OG0000047	YBL097W, YPR024W	maker-flattened_line_17-augustus-gene-0.45-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-0.45&CDS=1-4149, snap_masked-flattened_line_35-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.54&CDS=1-2046
48	OG0000048	YBR002C, YMR101C	snap_masked-flattened_line_29-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.30&CDS=1-927, snap_masked-flattened_line_77-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.115&CDS=1-822
49	OG0000049	YBR009C, YNL030W	snap_masked-flattened_line_15-processed-gene-2.189-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.189&CDS=1-309, snap_masked-flattened_line_19-processed-gene-1.297-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.297&CDS=1-309
50	OG0000050	YBR010W, YNL031C	snap_masked-flattened_line_15-processed-gene-2.229-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.229&CDS=1-408, snap_masked-flattened_line_19-processed-gene-1.244-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.244&CDS=1-408
51	OG0000051	YBR011C, YML103C	maker-flattened_line_13-snap-gene-2.299-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-2.299&CDS=1-5568, snap_masked-flattened_line_11-processed-gene-2.64-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.64&CDS=1-870
52	OG0000052	YBR038W, YNL192W	augustus_masked-flattened_line_83-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_83-processed-gene-0.28&CDS=1-3531, snap_masked-flattened_line_25-processed-gene-1.137-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.137&CDS=1-3096
53	OG0000053	YBR150C, YOL089C	snap_masked-flattened_line_2-processed-gene-1.21-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.21&CDS=1-2436, snap_masked-flattened_line_6-processed-gene-1.110-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.110&CDS=1-2433
54	OG0000054	YBR177C, YPL095C	snap_masked-flattened_line_2-processed-gene-5.51-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.51&CDS=1-1275, snap_masked-flattened_line_6-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.138&CDS=1-1302
55	OG0000055	YBR181C, YPL090C	genemark-flattened_line_4-processed-gene-3.40-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.40&CDS=1-708, snap_masked-flattened_line_35-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.82&CDS=1-708
56	OG0000056	YBR242W, YGL101W	snap_masked-flattened_line_10-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.72&CDS=1-669, snap_masked-flattened_line_10-processed-gene-3.16-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.16&CDS=1-669
57	OG0000057	YBR245C, YOR304W	genemark-flattened_line_23-processed-gene-1.54-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.54&CDS=1-3087, snap_masked-flattened_line_47-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.88&CDS=1-3129
58	OG0000058	YCL037C, YDR515W	snap_masked-flattened_line_47-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.97&CDS=1-1623, snap_masked-flattened_line_59-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.120&CDS=1-1548
59	OG0000059	YCL066W, YCR040W	augustus_masked-flattened_line_10-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.17&CDS=1-723, snap_masked-flattened_line_10-processed-gene-2.43-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.43&CDS=1-1131
60	OG0000060	YCL067C, YCR039C, YCR096C	genemark-flattened_line_10-processed-gene-2.117-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.117&CDS=1-648
61	OG0000061	YCR034W, YLR372W	snap_masked-flattened_line_21-processed-gene-1.164-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.164&CDS=1-1008, snap_masked-flattened_line_29-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.38&CDS=1-981
62	OG0000062	YCR102C, YLR460C, YNL134C	snap_masked-flattened_line_29-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.19&CDS=1-1122
63	OG0000063	YDL025C, YOR267C	snap_masked-flattened_line_47-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.61&CDS=1-1707, snap_masked-flattened_line_8-processed-gene-3.160-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.160&CDS=1-1626
64	OG0000064	YDL037C, YIR019C	snap_masked-flattened_line_271-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_271-processed-gene-0.1&CDS=1-351, snap_masked-flattened_line_83-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.97&CDS=1-792
65	OG0000065	YDL066W, YLR174W	snap_masked-flattened_line_0-processed-gene-8.33-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.33&CDS=1-1233, snap_masked-flattened_line_65-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.73&CDS=1-1320
66	OG0000066	YDL081C, YDL130W	maker-flattened_line_97-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_97-snap-gene-0.3&CDS=1-1041, snap_masked-flattened_line_2-processed-gene-5.11-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.11&CDS=1-324
67	OG0000067	YDL091C, YML013W	snap_masked-flattened_line_21-processed-gene-0.142-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.142&CDS=1-1587, snap_masked-flattened_line_25-processed-gene-1.144-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.144&CDS=1-1539
68	OG0000068	YDL113C, YDR425W	snap_masked-flattened_line_21-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.119&CDS=1-1776, snap_masked-flattened_line_23-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.67&CDS=1-1665
69	OG0000069	YDL114W, YLR435W	maker-flattened_line_2-augustus-gene-5.7-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-5.7&CDS=1-1425, snap_masked-flattened_line_15-processed-gene-2.251-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.251&CDS=1-894
70	OG0000070	YDR037W, YNL073W	snap_masked-flattened_line_8-processed-gene-1.42-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.42&CDS=1-1641, snap_masked-flattened_line_85-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.44&CDS=1-1758
71	OG0000071	YDR038C, YDR039C, YDR040C	snap_masked-flattened_line_65-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.68&CDS=1-3135
72	OG0000072	YDR135C, YLL015W	snap_masked-flattened_line_19-processed-gene-1.207-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.207&CDS=1-4407, snap_masked-flattened_line_55-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.138&CDS=1-4506
73	OG0000073	YDR144C, YLR120C, YLR121C	snap_masked-flattened_line_109-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.34&CDS=1-1797
74	OG0000074	YDR178W, YLR164W	genemark-flattened_line_6-processed-gene-3.58-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.58&CDS=1-774, snap_masked-flattened_line_23-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.77&CDS=1-504
75	OG0000075	YDR197W, YHR063C	augustus_masked-flattened_line_63-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.112&CDS=1-1095, snap_masked-flattened_line_0-processed-gene-1.104-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.104&CDS=1-1068
76	OG0000076	YDR218C, YJR076C	snap_masked-flattened_line_11-processed-gene-1.89-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.89&CDS=1-1029, snap_masked-flattened_line_13-processed-gene-2.140-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.140&CDS=1-1200
77	OG0000077	YDR406W, YOR153W	snap_masked-flattened_line_17-processed-gene-1.220-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.220&CDS=1-4638, snap_masked-flattened_line_87-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.63&CDS=1-4509
78	OG0000078	YDR507C, YKL101W	snap_masked-flattened_line_2-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.58&CDS=1-3456, snap_masked-flattened_line_45-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.113&CDS=1-3156
79	OG0000079	YEL063C, YNL268W	snap_masked-flattened_line_23-processed-gene-1.215-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.215&CDS=1-1695, snap_masked-flattened_line_23-processed-gene-1.246-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.246&CDS=1-1719
80	OG0000080	YER015W	snap_masked-flattened_line_17-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.37&CDS=1-2193, snap_masked-flattened_line_6-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.95&CDS=1-2118, snap_masked-flattened_line_71-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.80&CDS=1-2076
81	OG0000081	YER017C, YMR089C	genemark-flattened_line_27-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.38&CDS=1-2424, snap_masked-flattened_line_79-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.101&CDS=1-2247
82	OG0000082	YER047C, YPL074W	augustus_masked-flattened_line_13-processed-gene-2.223-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.223&CDS=1-2034, snap_masked-flattened_line_77-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.136&CDS=1-2394
83	OG0000083	YER056C, YER060W, YER060W-A	snap_masked-flattened_line_59-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.71&CDS=1-1566
84	OG0000084	YER073W, YOR374W	genemark-flattened_line_61-processed-gene-0.150-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.150&CDS=1-1557, maker-flattened_line_13-snap-gene-0.139-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-0.139&CDS=1-1947
85	OG0000085	YER075C, YOR208W	snap_masked-flattened_line_13-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.30&CDS=1-1803, snap_masked-flattened_line_13-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.5&CDS=1-2241
86	OG0000086	YER107C, YOR026W	genemark-flattened_line_33-processed-gene-0.197-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.197&CDS=1-1035, snap_masked-flattened_line_8-processed-gene-2.127-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.127&CDS=1-1071
87	OG0000087	YER119C, YIL088C	maker-flattened_line_8-snap-gene-2.0-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-2.0&CDS=1-1416, snap_masked-flattened_line_19-processed-gene-1.246-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.246&CDS=1-1233
88	OG0000088	YER133W, YML016C	snap_masked-flattened_line_0-processed-gene-3.72-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.72&CDS=1-1674, snap_masked-flattened_line_191-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_191-processed-gene-0.2&CDS=1-981
89	OG0000089	YFL021W	snap_masked-flattened_line_11-processed-gene-3.112-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.112&CDS=1-1872, snap_masked-flattened_line_17-processed-gene-1.225-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.225&CDS=1-1554, snap_masked-flattened_line_4-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.100&CDS=1-882
90	OG0000090	YFL041W, YMR058W	snap_masked-flattened_line_45-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.86&CDS=1-1944, snap_masked-flattened_line_6-processed-gene-1.125-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.125&CDS=1-1848
91	OG0000091	YFL059W, YMR096W, YNL333W	snap_masked-flattened_line_29-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.72&CDS=1-894
92	OG0000092	YFL060C, YMR095C, YNL334C	snap_masked-flattened_line_73-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.88&CDS=1-687
93	OG0000093	YFR021W, YGR068C	augustus_masked-flattened_line_6-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.87&CDS=1-3108, snap_masked-flattened_line_0-processed-gene-6.56-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.56&CDS=1-1590
94	OG0000094	YGL038C, YJR075W	snap_masked-flattened_line_4-processed-gene-2.127-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.127&CDS=1-1149, snap_masked-flattened_line_6-processed-gene-2.82-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.82&CDS=1-1191
95	OG0000095	YGL085W, YGR263C	snap_masked-flattened_line_39-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.60&CDS=1-1842, snap_masked-flattened_line_53-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.24&CDS=1-1278
96	OG0000096	YGL120C, YNR011C	snap_masked-flattened_line_11-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.61&CDS=1-2679, snap_masked-flattened_line_4-processed-gene-4.187-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.187&CDS=1-2175
97	OG0000097	YGL147C, YNL067W	snap_masked-flattened_line_15-processed-gene-2.209-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.209&CDS=1-573, snap_masked-flattened_line_19-processed-gene-1.238-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.238&CDS=1-573
98	OG0000098	YGL160W, YLR047C	genemark-flattened_line_19-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.17&CDS=1-1866, snap_masked-flattened_line_71-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.67&CDS=1-1572
99	OG0000099	YGL185C, YPL113C	snap_masked-flattened_line_19-processed-gene-1.289-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.289&CDS=1-1131, snap_masked-flattened_line_79-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.79&CDS=1-1107
100	OG0000100	YGL194C, YPR068C	genemark-flattened_line_8-processed-gene-3.42-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.42&CDS=1-1008, snap_masked-flattened_line_109-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.41&CDS=1-1332
101	OG0000101	YGR015C	augustus_masked-flattened_line_19-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.155&CDS=1-906, snap_masked-flattened_line_17-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.1&CDS=1-1167, snap_masked-flattened_line_17-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.2&CDS=1-1020
102	OG0000102	YGR184C, YLR024C	snap_masked-flattened_line_6-processed-gene-2.52-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.52&CDS=1-5868, snap_masked-flattened_line_6-processed-gene-2.53-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.53&CDS=1-5418
103	OG0000103	YGR192C, YJL052W, YJR009C	snap_masked-flattened_line_0-processed-gene-6.72-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.72&CDS=1-1002
104	OG0000104	YGR197C, YJR015W	snap_masked-flattened_line_11-processed-gene-3.117-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.117&CDS=1-1710, snap_masked-flattened_line_41-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.136&CDS=1-1542
105	OG0000105	YGR203W, YPR200C	snap_masked-flattened_line_2-processed-gene-3.79-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.79&CDS=1-420, snap_masked-flattened_line_87-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.89&CDS=1-417
106	OG0000106	YGR240C, YMR205C	augustus_masked-flattened_line_11-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.25&CDS=1-2814, maker-flattened_line_0-snap-gene-3.106-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.106&CDS=1-2844
107	OG0000107	YHL019C, YPL259C	snap_masked-flattened_line_55-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.154&CDS=1-1275, snap_masked-flattened_line_59-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.116&CDS=1-1413
108	OG0000108	YHL027W, YJL056C	snap_masked-flattened_line_4-processed-gene-4.186-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.186&CDS=1-2256, snap_masked-flattened_line_73-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.97&CDS=1-2025
109	OG0000109	YHL033C, YLL045C	snap_masked-flattened_line_2-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.28&CDS=1-774, snap_masked-flattened_line_43-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.115&CDS=1-774
110	OG0000110	YHL039W, YPL208W	snap_masked-flattened_line_113-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.26&CDS=1-1698, snap_masked-flattened_line_15-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.49&CDS=1-1806
111	OG0000111	YHR031C, YML061C	snap_masked-flattened_line_2-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.85&CDS=1-2130, snap_masked-flattened_line_21-processed-gene-1.230-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.230&CDS=1-2574
112	OG0000112	YHR050W, YLR034C	genemark-flattened_line_45-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.17&CDS=1-1455, snap_masked-flattened_line_43-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.102&CDS=1-1749
113	OG0000113	YHR155W, YNL257C	snap_masked-flattened_line_10-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.62&CDS=1-3546, snap_masked-flattened_line_10-processed-gene-3.4-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.4&CDS=1-3546
114	OG0000114	YHR179W, YPL171C	snap_masked-flattened_line_111-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.55&CDS=1-1146, snap_masked-flattened_line_43-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.103&CDS=1-1146
115	OG0000115	YHR203C, YJR145C	snap_masked-flattened_line_51-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.140&CDS=1-783, snap_masked-flattened_line_6-processed-gene-4.115-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.115&CDS=1-783
116	OG0000116	YIL009W, YMR246W, YOR317W	snap_masked-flattened_line_45-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.85&CDS=1-2088
117	OG0000117	YIL035C, YOR061W	snap_masked-flattened_line_25-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.125&CDS=1-999, snap_masked-flattened_line_4-processed-gene-2.165-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.165&CDS=1-1002
118	OG0000118	YIL038C, YPR072W	genemark-flattened_line_4-processed-gene-2.40-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.40&CDS=1-1860, snap_masked-flattened_line_17-processed-gene-1.266-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.266&CDS=1-1800
119	OG0000119	YIL126W, YOR290C	snap_masked-flattened_line_19-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.87&CDS=1-3723, snap_masked-flattened_line_35-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.77&CDS=1-4635
120	OG0000120	YIL159W, YNL271C	maker-flattened_line_2-snap-gene-4.3-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-4.3&CDS=1-4026, snap_masked-flattened_line_23-processed-gene-1.214-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.214&CDS=1-5208
121	OG0000121	YJL190C, YLR367W	maker-flattened_line_35-snap-gene-0.16-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-0.16&CDS=1-390, snap_masked-flattened_line_0-processed-gene-7.159-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.159&CDS=1-390
