	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035662_Meyerozyma_caribbica
32	OG0000032	YCL064C, YIL167W, YML020W	maker-NODE_11_length_366366_cov_17.326_ID_1157-snap-gene-2.7-mRNA-1_1&gene=maker-NODE_11_length_366366_cov_17.326_ID_1157-snap-gene-2.7&CDS=1-3516, snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.58-mRNA-1_1&gene=snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.58&CDS=1-1065
33	OG0000033	YCR028C, YDR242W	augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.93&CDS=1-1665, maker-NODE_9_length_596901_cov_18.4558_ID_1197-augustus-gene-4.128-mRNA-1_1&gene=maker-NODE_9_length_596901_cov_18.4558_ID_1197-augustus-gene-4.128&CDS=1-3096, snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-1.144&CDS=1-1713
34	OG0000034	YCR037C, YJL198W, YNR013C	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.164-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.164&CDS=1-2838, snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.179-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.179&CDS=1-2481
35	OG0000035	YDL170W	genemark-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-0.111&CDS=1-1515, snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-1.65&CDS=1-1833, snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-5.17-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-5.17&CDS=1-2151, snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.28-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.28&CDS=1-1791
36	OG0000036	YDL244W, YFL058W, YJR156C, YNL332W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.40-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.40&CDS=1-1014
37	OG0000037	YDR135C, YLL015W	augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-1.33&CDS=1-4845, augustus_masked-NODE_21_length_33955_cov_14.8703_ID_2015-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_21_length_33955_cov_14.8703_ID_2015-processed-gene-0.2&CDS=1-6723, snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-2.90&CDS=1-4566
38	OG0000038	YDR207C, YPL248C	augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-5.98&CDS=1-1107, genemark-NODE_188_length_409_cov_0.862069_ID_2889-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_188_length_409_cov_0.862069_ID_2889-processed-gene-0.0&CDS=1-336, snap_masked-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.237-mRNA-1_1&gene=snap_masked-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.237&CDS=1-561
39	OG0000039	YDR243C, YMR155W	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-3.89-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-3.89&CDS=1-1416, snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.61-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.61&CDS=1-1314, snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-6.16-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-6.16&CDS=1-3123
40	OG0000040	YDR385W, YKL173W, YOR133W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-5.2-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-5.2&CDS=1-2526, snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-5.1-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-5.1&CDS=1-2886
41	OG0000041	YFL030W, YMR237W, YOR299W	augustus_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.63&CDS=1-1218, augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.144-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.144&CDS=1-3822
42	OG0000042	YGL141W, YMR019W	augustus_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-0.22&CDS=1-2070, maker-NODE_2_length_1278474_cov_17.5864_ID_847-augustus-gene-11.105-mRNA-1_1&gene=maker-NODE_2_length_1278474_cov_17.5864_ID_847-augustus-gene-11.105&CDS=1-6042, snap_masked-NODE_18_length_61333_cov_30.325_ID_1861-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_18_length_61333_cov_30.325_ID_1861-processed-gene-0.62&CDS=1-1911
43	OG0000043	YGR192C, YJL052W, YJR009C	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.46-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.46&CDS=1-999, snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-2.100&CDS=1-999
44	OG0000044	YGR263C	augustus_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.210-mRNA-1_1&gene=augustus_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.210&CDS=1-1236, snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.84&CDS=1-1155, snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.92-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.92&CDS=1-1233, snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.94-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.94&CDS=1-1236
45	OG0000045	YGR281W	augustus_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-2.1&CDS=1-4251, maker-NODE_2_length_1278474_cov_17.5864_ID_847-augustus-gene-0.106-mRNA-1_1&gene=maker-NODE_2_length_1278474_cov_17.5864_ID_847-augustus-gene-0.106&CDS=1-5235, snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.124-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.124&CDS=1-4290, snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-3.153-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-3.153&CDS=1-4545
46	OG0000046	YHR206W, YOR140W	augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-2.78&CDS=1-1803, snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-11.53-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-11.53&CDS=1-1908, snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-0.64&CDS=1-1470
47	OG0000047	YIL002C, YNL106C, YOR109W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-2.12&CDS=1-3885, snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-7.13-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-7.13&CDS=1-3075
48	OG0000048	YJL042W, YOR227W, YPL137C	snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-0.145&CDS=1-3588, snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-1.37&CDS=1-3834
49	OG0000049	YJL068C	augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.65-mRNA-1_1&gene=augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.65&CDS=1-1536, maker-NODE_2_length_1278474_cov_17.5864_ID_847-augustus-gene-9.6-mRNA-1_1&gene=maker-NODE_2_length_1278474_cov_17.5864_ID_847-augustus-gene-9.6&CDS=1-2391, snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-2.131-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-2.131&CDS=1-1533, snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.48-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.48&CDS=1-1560
50	OG0000050	YJL079C, YKR013W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-0.101&CDS=1-666, snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-11.10-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-11.10&CDS=1-1017, snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.31&CDS=1-702
51	OG0000051	YKL128C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-3.136-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-3.136&CDS=1-993, snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-9.21-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-9.21&CDS=1-930, snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-1.49&CDS=1-981, snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-2.103&CDS=1-912
52	OG0000052	YLR144C, YNR067C	snap_masked-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.140&CDS=1-3342, snap_masked-NODE_19_length_51166_cov_30.8657_ID_1917-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_19_length_51166_cov_30.8657_ID_1917-processed-gene-0.54&CDS=1-2112, snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-13.121-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-13.121&CDS=1-3171
53	OG0000053	YLR237W, YOR071C, YOR192C	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.161-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.161&CDS=1-1641, snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.54-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.54&CDS=1-1692
54	OG0000054	YML072C, YNL087W, YOR086C	maker-NODE_3_length_1034512_cov_18.7206_ID_919-augustus-gene-6.60-mRNA-1_1&gene=maker-NODE_3_length_1034512_cov_18.7206_ID_919-augustus-gene-6.60&CDS=1-5163, maker-NODE_4_length_887185_cov_24.1062_ID_1360-snap-gene-1.103-mRNA-1_1&gene=maker-NODE_4_length_887185_cov_24.1062_ID_1360-snap-gene-1.103&CDS=1-4803
55	OG0000055	YPR022C	maker-NODE_16_length_162208_cov_25.2841_ID_1753-snap-gene-0.77-mRNA-1_1&gene=maker-NODE_16_length_162208_cov_25.2841_ID_1753-snap-gene-0.77&CDS=1-2265, maker-NODE_1_length_1511766_cov_19.3565_ID_781-snap-gene-3.4-mRNA-1_1&gene=maker-NODE_1_length_1511766_cov_19.3565_ID_781-snap-gene-3.4&CDS=1-2181, snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-0.108&CDS=1-2367, snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.41&CDS=1-3240
56	OG0000056	YAL054C, YLR153C	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-3.63-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-3.63&CDS=1-2004, snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.200-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.200&CDS=1-2010
57	OG0000057	YAR066W, YHR214W, YIL169C, YOL155C	
58	OG0000058	YBL042C, YBR021W, YIR028W	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.28&CDS=1-5502
59	OG0000059	YBL052C, YOR244W	augustus_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-0.97&CDS=1-1905, snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-3.156-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-3.156&CDS=1-1512
60	OG0000060	YBL060W, YDR170C	snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-1.148-mRNA-1_1&gene=snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-1.148&CDS=1-2658, snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-2.8&CDS=1-5490
61	OG0000061	YBL068W-A, YBL069W, YER101C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.154-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.154&CDS=1-1683
62	OG0000062	YBR009C, YNL030W	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-3.66&CDS=1-309, snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-4.140-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-4.140&CDS=1-309
63	OG0000063	YBR010W, YNL031C	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-3.93-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-3.93&CDS=1-408, snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-4.115-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-4.115&CDS=1-408
64	OG0000064	YBR139W, YMR297W	snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-1.146-mRNA-1_1&gene=snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-1.146&CDS=1-1626, snap_masked-NODE_18_length_61333_cov_30.325_ID_1861-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_18_length_61333_cov_30.325_ID_1861-processed-gene-0.58&CDS=1-1650
65	OG0000065	YBR212W, YHR086W	snap_masked-NODE_15_length_185063_cov_26.2943_ID_1655-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_15_length_185063_cov_26.2943_ID_1655-processed-gene-0.74&CDS=1-2049, snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.13-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.13&CDS=1-1230
66	OG0000066	YBR249C, YDR035W	maker-NODE_2_length_1278474_cov_17.5864_ID_847-snap-gene-8.37-mRNA-1_1&gene=maker-NODE_2_length_1278474_cov_17.5864_ID_847-snap-gene-8.37&CDS=1-1122, snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-3.16&CDS=1-1098
67	OG0000067	YBR263W, YLR058C	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.59-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.59&CDS=1-3492, maker-NODE_9_length_596901_cov_18.4558_ID_1197-augustus-gene-4.130-mRNA-1_1&gene=maker-NODE_9_length_596901_cov_18.4558_ID_1197-augustus-gene-4.130&CDS=1-5139
68	OG0000068	YCR105W, YMR318C	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-0.132&CDS=1-1077, snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-2.128-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-2.128&CDS=1-1092
69	OG0000069	YDL066W, YLR174W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-6.162-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-6.162&CDS=1-1227, snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-5.107-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-5.107&CDS=1-1311
70	OG0000070	YDL081C, YDL130W	snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.96&CDS=1-315, snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-1.154-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-1.154&CDS=1-318
71	OG0000071	YDL090C, YJR025C	maker-NODE_4_length_887185_cov_24.1062_ID_1360-snap-gene-7.1-mRNA-1_1&gene=maker-NODE_4_length_887185_cov_24.1062_ID_1360-snap-gene-7.1&CDS=1-1671, snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-3.12&CDS=1-507
72	OG0000072	YDL138W	snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.95&CDS=1-1605, snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-6.25-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-6.25&CDS=1-1908, snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-5.154-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-5.154&CDS=1-1602
73	OG0000073	YDL144C	maker-NODE_6_length_736192_cov_18.5434_ID_1264-augustus-gene-6.2-mRNA-1_1&gene=maker-NODE_6_length_736192_cov_18.5434_ID_1264-augustus-gene-6.2&CDS=1-1998, snap_masked-NODE_19_length_51166_cov_30.8657_ID_1917-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_19_length_51166_cov_30.8657_ID_1917-processed-gene-0.51&CDS=1-1023, snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-0.124&CDS=1-996
74	OG0000074	YDL174C	maker-NODE_2_length_1278474_cov_17.5864_ID_847-snap-gene-3.155-mRNA-1_1&gene=maker-NODE_2_length_1278474_cov_17.5864_ID_847-snap-gene-3.155&CDS=1-2820, snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-1.68&CDS=1-1752, snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-4.149-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-4.149&CDS=1-1662
75	OG0000075	YDL216C, YFR004W	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-2.143-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-2.143&CDS=1-1170, snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.56&CDS=1-936
76	OG0000076	YDL226C, YNL202W	maker-NODE_10_length_506719_cov_18.9381_ID_1110-augustus-gene-4.122-mRNA-1_1&gene=maker-NODE_10_length_506719_cov_18.9381_ID_1110-augustus-gene-4.122&CDS=1-4554, maker-NODE_1_length_1511766_cov_19.3565_ID_781-augustus-gene-1.143-mRNA-1_1&gene=maker-NODE_1_length_1511766_cov_19.3565_ID_781-augustus-gene-1.143&CDS=1-2157
77	OG0000077	YDL246C, YJR159W, YLR070C	maker-NODE_9_length_596901_cov_18.4558_ID_1197-augustus-gene-0.88-mRNA-1_1&gene=maker-NODE_9_length_596901_cov_18.4558_ID_1197-augustus-gene-0.88&CDS=1-1656
78	OG0000078	YDR038C, YDR039C, YDR040C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.116-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.116&CDS=1-3258
79	OG0000079	YDR144C, YLR120C, YLR121C	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-5.152-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-5.152&CDS=1-1650
80	OG0000080	YDR313C, YGL023C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.45-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.45&CDS=1-1743, snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-5.151-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-5.151&CDS=1-933
81	OG0000081	YDR314C, YER162C	augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.176-mRNA-1_1&gene=augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.176&CDS=1-1995, genemark-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-2.85-mRNA-1_1&gene=genemark-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-2.85&CDS=1-2922
82	OG0000082	YDR326C, YHR080C	genemark-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.31&CDS=1-3264, snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-5.29-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-5.29&CDS=1-2271
83	OG0000083	YDR368W, YOR120W	maker-NODE_1_length_1511766_cov_19.3565_ID_781-snap-gene-3.5-mRNA-1_1&gene=maker-NODE_1_length_1511766_cov_19.3565_ID_781-snap-gene-3.5&CDS=1-924, snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-2.114&CDS=1-909
