	OrthologID	Lipomyces_starkeyi	Saccharomyces_cerevisiae
48	OG0000048	augustus_masked-scaffold_12-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-6.76&CDS=1-1638, maker-scaffold_10-augustus-gene-0.79-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-0.79&CDS=1-1665, maker-scaffold_2-augustus-gene-16.112-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-16.112&CDS=1-1650	YBR008C
49	OG0000049	maker-scaffold_12-augustus-gene-6.112-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-6.112&CDS=1-939, snap_masked-scaffold_10-processed-gene-3.128-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-3.128&CDS=1-861	YBR151W, YML050W
50	OG0000050	augustus_masked-scaffold_6-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.119&CDS=1-1110, maker-scaffold_10-augustus-gene-4.47-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-4.47&CDS=1-2829	YER066W, YFL009W
51	OG0000051	augustus_masked-scaffold_5-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.31&CDS=1-417, maker-scaffold_11-augustus-gene-2.50-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-2.50&CDS=1-1404	YOR390W, YPL279C
52	OG0000052	augustus_masked-scaffold_12-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-7.14&CDS=1-1725	YAL051W, YCR106W, YOR363C
53	OG0000053	augustus_masked-scaffold_13-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-4.71&CDS=1-1350, augustus_masked-scaffold_2-processed-gene-17.9-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.9&CDS=1-1584, augustus_masked-scaffold_6-processed-gene-12.121-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-12.121&CDS=1-1362	YKL046C
54	OG0000054	augustus_masked-scaffold_9-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.35&CDS=1-879, maker-scaffold_13-snap-gene-6.203-mRNA-1_1&gene=maker-scaffold_13-snap-gene-6.203&CDS=1-939	YDR368W, YOR120W
55	OG0000055	augustus_masked-scaffold_8-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-8.56&CDS=1-633, maker-scaffold_14-augustus-gene-1.157-mRNA-1_1&gene=maker-scaffold_14-augustus-gene-1.157&CDS=1-579, maker-scaffold_5-augustus-gene-0.84-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-0.84&CDS=1-501	YHR175W
56	OG0000056	augustus_masked-scaffold_14-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-6.106&CDS=1-1749, maker-scaffold_3-augustus-gene-14.4-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-14.4&CDS=1-1797, maker-scaffold_4-augustus-gene-1.67-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-1.67&CDS=1-1761	YIL166C
57	OG0000057	augustus_masked-scaffold_14-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-6.126&CDS=1-1017, maker-scaffold_2-augustus-gene-4.93-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-4.93&CDS=1-1029, snap_masked-scaffold_2-processed-gene-4.129-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.129&CDS=1-1053	YPL088W
58	OG0000058	genemark-scaffold_2-processed-gene-8.8-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-8.8&CDS=1-1893, maker-scaffold_16-snap-gene-0.18-mRNA-1_1&gene=maker-scaffold_16-snap-gene-0.18&CDS=1-2037	YJR005W, YKL135C
59	OG0000059	augustus_masked-scaffold_17-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-3.2&CDS=1-2475, augustus_masked-scaffold_17-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-3.21&CDS=1-729, augustus_masked-scaffold_17-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-3.22&CDS=1-411, maker-scaffold_16-augustus-gene-3.110-mRNA-1_1&gene=maker-scaffold_16-augustus-gene-3.110&CDS=1-2397	
60	OG0000060	maker-scaffold_16-augustus-gene-5.128-mRNA-1_1&gene=maker-scaffold_16-augustus-gene-5.128&CDS=1-2130	YFR057W, YLR098C, YOR337W
61	OG0000061	maker-scaffold_2-augustus-gene-0.67-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-0.67&CDS=1-1497, maker-scaffold_6-augustus-gene-14.114-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-14.114&CDS=1-1497, maker-scaffold_8-augustus-gene-4.13-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-4.13&CDS=1-1497	YOR374W
62	OG0000062	augustus_masked-scaffold_2-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.5&CDS=1-1089, augustus_masked-scaffold_4-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.72&CDS=1-1083	YHR179W, YPL171C
63	OG0000063	maker-scaffold_2-augustus-gene-13.105-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-13.105&CDS=1-1014	YGR192C, YJL052W, YJR009C
64	OG0000064	maker-scaffold_3-augustus-gene-0.47-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-0.47&CDS=1-2886, maker-scaffold_3-augustus-gene-13.94-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-13.94&CDS=1-2448	YMR119W, YNL008C
65	OG0000065	augustus_masked-scaffold_3-processed-gene-11.64-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.64&CDS=1-1503	YJL042W, YOR227W, YPL137C
66	OG0000066	augustus_masked-scaffold_6-processed-gene-11.112-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-11.112&CDS=1-1002, maker-scaffold_3-snap-gene-11.91-mRNA-1_1&gene=maker-scaffold_3-snap-gene-11.91&CDS=1-1182	YBL032W, YBR233W
67	OG0000067	maker-scaffold_3-augustus-gene-16.152-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-16.152&CDS=1-1662	YBL042C, YBR021W, YIR028W
68	OG0000068	augustus_masked-scaffold_4-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-9.26&CDS=1-1977	YMR006C, YMR008C, YOL011W
69	OG0000069	augustus_masked-scaffold_4-processed-gene-14.111-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-14.111&CDS=1-366, augustus_masked-scaffold_9-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.37&CDS=1-363	YDR447C, YML024W
70	OG0000070	genemark-scaffold_5-processed-gene-0.110-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.110&CDS=1-1707	YGR087C, YLR044C, YLR134W
71	OG0000071	augustus_masked-scaffold_5-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.113&CDS=1-2823, augustus_masked-scaffold_5-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.129&CDS=1-3030, maker-scaffold_5-snap-gene-1.148-mRNA-1_1&gene=maker-scaffold_5-snap-gene-1.148&CDS=1-2511	YKR064W
72	OG0000072	maker-scaffold_5-augustus-gene-6.72-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-6.72&CDS=1-2385, maker-scaffold_7-augustus-gene-4.51-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-4.51&CDS=1-1617	YGL181W, YIL044C
73	OG0000073	augustus_masked-scaffold_5-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.30&CDS=1-1734, maker-scaffold_7-augustus-gene-4.44-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-4.44&CDS=1-2001	YBL067C, YER098W
74	OG0000074	augustus_masked-scaffold_5-processed-gene-14.187-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-14.187&CDS=1-1134, augustus_masked-scaffold_6-processed-gene-12.124-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-12.124&CDS=1-1095, augustus_masked-scaffold_6-processed-gene-9.19-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.19&CDS=1-1092	YER145C
75	OG0000075	maker-scaffold_6-augustus-gene-5.149-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.149&CDS=1-945	YFL059W, YMR096W, YNL333W
76	OG0000076	augustus_masked-scaffold_8-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.129&CDS=1-1065, maker-scaffold_7-snap-gene-0.30-mRNA-1_1&gene=maker-scaffold_7-snap-gene-0.30&CDS=1-1149	YDL246C, YJR159W
77	OG0000077	augustus_masked-scaffold_7-processed-gene-8.149-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.149&CDS=1-3177	YDR038C, YDR039C, YDR040C
78	OG0000078	genemark-scaffold_8-processed-gene-5.61-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-5.61&CDS=1-309, maker-scaffold_7-augustus-gene-11.156-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-11.156&CDS=1-309	YBR009C, YNL030W
79	OG0000079	maker-scaffold_8-augustus-gene-6.104-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-6.104&CDS=1-882	YOL055C, YPL258C, YPR121W
80	OG0000080	maker-scaffold_8-augustus-gene-8.108-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-8.108&CDS=1-747	YFL060C, YMR095C, YNL334C
81	OG0000081		YGR109W-A, YGR109W-B, YIL082W, YIL082W-A
82	OG0000082	augustus_masked-scaffold_1-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.70&CDS=1-1647, maker-scaffold_17-snap-gene-3.39-mRNA-1_1&gene=maker-scaffold_17-snap-gene-3.39&CDS=1-3153	YDR536W
83	OG0000083	augustus_masked-scaffold_1-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.65&CDS=1-1056	YAL034C, YOR338W
84	OG0000084	augustus_masked-scaffold_1-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.12&CDS=1-606	YBL072C, YER102W
85	OG0000085	maker-scaffold_1-augustus-gene-2.89-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-2.89&CDS=1-723	YBR181C, YPL090C
86	OG0000086	genemark-scaffold_1-processed-gene-4.65-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.65&CDS=1-543	YKL141W, YMR118C
87	OG0000087	augustus_masked-scaffold_1-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.123&CDS=1-588, maker-scaffold_9-augustus-gene-6.14-mRNA-1_1&gene=maker-scaffold_9-augustus-gene-6.14&CDS=1-654	YIR032C
88	OG0000088	augustus_masked-scaffold_2-processed-gene-15.121-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.121&CDS=1-1467, maker-scaffold_1-augustus-gene-4.92-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-4.92&CDS=1-468	YPL064C
89	OG0000089	maker-scaffold_1-augustus-gene-4.84-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-4.84&CDS=1-1386	YCL040W, YDR516C
90	OG0000090	snap_masked-scaffold_1-processed-gene-5.87-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.87&CDS=1-1356	YHL003C, YKL008C
91	OG0000091	augustus_masked-scaffold_1-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.41&CDS=1-261	YJL136C, YKR057W
92	OG0000092	maker-scaffold_2-augustus-gene-13.121-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-13.121&CDS=1-996, snap_masked-scaffold_1-processed-gene-6.100-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.100&CDS=1-975	YDL114W
93	OG0000093	augustus_masked-scaffold_1-processed-gene-7.121-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.121&CDS=1-2559	YER054C, YIL045W
94	OG0000094	snap_masked-scaffold_1-processed-gene-7.38-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.38&CDS=1-735	YER062C, YIL053W
95	OG0000095	maker-scaffold_1-augustus-gene-7.85-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.85&CDS=1-1752	YGR241C, YHR161C
96	OG0000096	augustus_masked-scaffold_1-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.126&CDS=1-780	YHL033C, YLL045C
97	OG0000097	maker-scaffold_1-augustus-gene-7.74-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.74&CDS=1-3054	YBL106C, YPR032W
98	OG0000098	augustus_masked-scaffold_1-processed-gene-8.4-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.4&CDS=1-1260, augustus_masked-scaffold_3-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.28&CDS=1-1254	YCR068W
99	OG0000099	maker-scaffold_1-augustus-gene-8.71-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-8.71&CDS=1-1074	YER027C, YGL208W
100	OG0000100	augustus_masked-scaffold_1-processed-gene-9.6-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.6&CDS=1-1989	YGR143W, YPR159W
101	OG0000101	maker-scaffold_1-snap-gene-9.56-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.56&CDS=1-795	YMR233W, YOR295W
102	OG0000102	maker-scaffold_1-augustus-gene-10.87-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.87&CDS=1-1482	YIL085C, YNL029C
103	OG0000103	genemark-scaffold_1-processed-gene-13.76-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.76&CDS=1-441, snap_masked-scaffold_1-processed-gene-10.46-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.46&CDS=1-369	YLL036C
104	OG0000104	maker-scaffold_1-augustus-gene-11.14-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-11.14&CDS=1-1479	YJR127C, YML081W
105	OG0000105	maker-scaffold_1-augustus-gene-11.15-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-11.15&CDS=1-1524	YML118W, YMR285C
106	OG0000106	genemark-scaffold_1-processed-gene-11.158-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.158&CDS=1-189	YLR287C-A, YOR182C
107	OG0000107	augustus_masked-scaffold_1-processed-gene-11.98-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.98&CDS=1-501	YJL177W, YKL180W
108	OG0000108	augustus_masked-scaffold_1-processed-gene-11.101-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.101&CDS=1-2271, augustus_masked-scaffold_4-processed-gene-11.19-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-11.19&CDS=1-1809	YDL142C
109	OG0000109	maker-scaffold_1-augustus-gene-12.112-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-12.112&CDS=1-2790	YOR256C, YPL176C
110	OG0000110	genemark-scaffold_1-processed-gene-13.84-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.84&CDS=1-3105	YGR238C, YHR158C
111	OG0000111	maker-scaffold_1-augustus-gene-13.133-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-13.133&CDS=1-750	YMR222C, YOR280C
112	OG0000112	augustus_masked-scaffold_1-processed-gene-14.72-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.72&CDS=1-2025	YDL088C, YMR153W
113	OG0000113	augustus_masked-scaffold_1-processed-gene-14.59-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.59&CDS=1-660, augustus_masked-scaffold_6-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.107&CDS=1-591	YDR171W
114	OG0000114	augustus_masked-scaffold_1-processed-gene-14.83-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.83&CDS=1-411	YGR034W, YLR344W
115	OG0000115	maker-scaffold_1-snap-gene-15.127-mRNA-1_1&gene=maker-scaffold_1-snap-gene-15.127&CDS=1-1377	YJL134W, YKR053C
116	OG0000116	maker-scaffold_1-augustus-gene-15.50-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-15.50&CDS=1-3240	YLL016W, YLR310C
117	OG0000117	augustus_masked-scaffold_1-processed-gene-16.99-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.99&CDS=1-669	YML106W, YMR271C
118	OG0000118	augustus_masked-scaffold_1-processed-gene-16.113-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.113&CDS=1-2175	YFL050C, YOL130W
119	OG0000119	augustus_masked-scaffold_1-processed-gene-16.128-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.128&CDS=1-318	YHR141C, YNL162W
120	OG0000120	augustus_masked-scaffold_8-processed-gene-10.54-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-10.54&CDS=1-684, maker-scaffold_1-snap-gene-17.79-mRNA-1_1&gene=maker-scaffold_1-snap-gene-17.79&CDS=1-777	YBL064C
121	OG0000121	augustus_masked-scaffold_1-processed-gene-17.61-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-17.61&CDS=1-1470	YBR214W, YGL056C
122	OG0000122	maker-scaffold_1-augustus-gene-19.119-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-19.119&CDS=1-1512	YGR108W, YPR119W
123	OG0000123	maker-scaffold_7-snap-gene-1.137-mRNA-1_1&gene=maker-scaffold_7-snap-gene-1.137&CDS=1-1017, snap_masked-scaffold_1-processed-gene-19.67-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.67&CDS=1-489, snap_masked-scaffold_69-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scaffold_69-processed-gene-0.0&CDS=1-1545	
124	OG0000124	maker-scaffold_10-augustus-gene-0.78-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-0.78&CDS=1-606	YCL026C-A, YCL026C-B
125	OG0000125	augustus_masked-scaffold_2-processed-gene-14.74-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.74&CDS=1-1173, snap_masked-scaffold_10-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-0.13&CDS=1-369	YOR322C
126	OG0000126	augustus_masked-scaffold_10-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-1.112&CDS=1-1149, augustus_masked-scaffold_11-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-0.109&CDS=1-1152	YNL331C
127	OG0000127	augustus_masked-scaffold_6-processed-gene-13.77-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-13.77&CDS=1-1947, maker-scaffold_10-augustus-gene-1.81-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-1.81&CDS=1-1581	YIL124W
128	OG0000128	snap_masked-scaffold_10-processed-gene-2.135-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-2.135&CDS=1-705, snap_masked-scaffold_10-processed-gene-3.143-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-3.143&CDS=1-387	YER010C
129	OG0000129	augustus_masked-scaffold_17-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-2.105&CDS=1-1554, maker-scaffold_10-augustus-gene-2.96-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-2.96&CDS=1-1701	YHR048W
130	OG0000130	augustus_masked-scaffold_10-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-2.17&CDS=1-2895, genemark-scaffold_10-processed-gene-2.89-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-2.89&CDS=1-2223	YKR079C
131	OG0000131	maker-scaffold_10-augustus-gene-3.95-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-3.95&CDS=1-1413	YLR449W, YML074C
132	OG0000132	maker-scaffold_10-augustus-gene-3.101-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-3.101&CDS=1-435	YGR118W, YPR132W
133	OG0000133	genemark-scaffold_6-processed-gene-8.74-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.74&CDS=1-2577, maker-scaffold_10-augustus-gene-4.48-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-4.48&CDS=1-2223	YJL141C
134	OG0000134	augustus_masked-scaffold_10-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-4.126&CDS=1-354	YDL075W, YLR406C
135	OG0000135	maker-scaffold_10-augustus-gene-4.43-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-4.43&CDS=1-978	YHR198C, YHR199C
136	OG0000136	snap_masked-scaffold_10-processed-gene-4.88-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.88&CDS=1-321	YCL035C, YDR513W
137	OG0000137	augustus_masked-scaffold_10-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-5.66&CDS=1-1158, snap_masked-scaffold_3-processed-gene-1.29-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.29&CDS=1-1218	YDR371W
138	OG0000138	augustus_masked-scaffold_10-processed-gene-6.169-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-6.169&CDS=1-894, maker-scaffold_7-augustus-gene-10.20-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-10.20&CDS=1-1140	YDL015C
139	OG0000139	maker-scaffold_10-snap-gene-7.112-mRNA-1_1&gene=maker-scaffold_10-snap-gene-7.112&CDS=1-3114	YKL072W, YMR053C
140	OG0000140	maker-scaffold_11-augustus-gene-4.128-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-4.128&CDS=1-1194	YDR312W, YHR066W
141	OG0000141	maker-scaffold_11-augustus-gene-4.143-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-4.143&CDS=1-858	YMR183C, YPL232W
142	OG0000142	augustus_masked-scaffold_11-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-5.132&CDS=1-324	YEL039C, YJR048W
143	OG0000143	augustus_masked-scaffold_11-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-5.133&CDS=1-1437	YAL017W, YOL045W
144	OG0000144	augustus_masked-scaffold_11-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-5.135&CDS=1-984, maker-scaffold_13-augustus-gene-1.6-mRNA-1_1&gene=maker-scaffold_13-augustus-gene-1.6&CDS=1-1017	YBR046C
145	OG0000145	snap_masked-scaffold_11-processed-gene-6.136-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-6.136&CDS=1-402, snap_masked-scaffold_3-processed-gene-14.61-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.61&CDS=1-762	YHR058C
146	OG0000146	maker-scaffold_11-augustus-gene-6.94-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-6.94&CDS=1-1272	YKL133C, YMR115W
147	OG0000147	maker-scaffold_11-augustus-gene-6.100-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-6.100&CDS=1-1212	YHR123W, YNL130C
148	OG0000148	snap_masked-scaffold_11-processed-gene-7.77-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-7.77&CDS=1-1410	YMR253C, YPL264C
149	OG0000149	maker-scaffold_11-augustus-gene-7.121-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-7.121&CDS=1-1023	YBR031W, YDR012W
150	OG0000150	maker-scaffold_11-augustus-gene-7.126-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-7.126&CDS=1-3105	YLR450W, YML075C
151	OG0000151	augustus_masked-scaffold_11-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-7.67&CDS=1-879	YER028C, YGL209W
152	OG0000152	augustus_masked-scaffold_12-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-1.123&CDS=1-789, maker-scaffold_4-augustus-gene-15.15-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-15.15&CDS=1-789	YER183C
153	OG0000153	maker-scaffold_12-augustus-gene-2.163-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-2.163&CDS=1-2898	YDR069C, YER144C
154	OG0000154	maker-scaffold_12-augustus-gene-3.126-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-3.126&CDS=1-780	YCR073W-A, YNR034W
155	OG0000155	maker-scaffold_12-augustus-gene-3.139-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-3.139&CDS=1-3627	YIL095W, YNL020C
156	OG0000156	genemark-scaffold_12-processed-gene-3.117-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.117&CDS=1-366	YFL034C-A, YLR061W
157	OG0000157	augustus_masked-scaffold_12-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-3.41&CDS=1-1680	YDR348C, YHR097C
158	OG0000158	maker-scaffold_12-snap-gene-4.121-mRNA-1_1&gene=maker-scaffold_12-snap-gene-4.121&CDS=1-957	YLR270W, YOR173W
159	OG0000159	maker-scaffold_12-augustus-gene-4.51-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-4.51&CDS=1-3591	YNL299W, YOL115W
160	OG0000160	genemark-scaffold_12-processed-gene-5.68-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-5.68&CDS=1-2331	YJL084C, YKR021W
161	OG0000161	augustus_masked-scaffold_12-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-5.33&CDS=1-717, augustus_masked-scaffold_22-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scaffold_22-processed-gene-0.37&CDS=1-690	YBL029W
162	OG0000162	maker-scaffold_12-augustus-gene-6.104-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-6.104&CDS=1-438	YNL302C, YOL121C
163	OG0000163	maker-scaffold_12-augustus-gene-6.105-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-6.105&CDS=1-4605, maker-scaffold_7-augustus-gene-6.117-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.117&CDS=1-2376	YPL242C
