	OrthologID	Ogataea_parapolymorpha	Saccharomyces_cerevisiae
57	OG0000057	augustus_masked-NC_027863.1-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-0.139&CDS=1-3321, augustus_masked-NC_027866.1-processed-gene-8.218-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-8.218&CDS=1-2943, snap_masked-NC_027861.1-processed-gene-12.100-mRNA-1_1&gene=snap_masked-NC_027861.1-processed-gene-12.100&CDS=1-2862	YBR038W, YNL192W
58	OG0000058	augustus_masked-NC_027862.1-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-7.15&CDS=1-1695, snap_masked-NC_027861.1-processed-gene-13.91-mRNA-1_1&gene=snap_masked-NC_027861.1-processed-gene-13.91&CDS=1-1278, snap_masked-NC_027862.1-processed-gene-4.35-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-4.35&CDS=1-1431	YFL021W, YKR034W
59	OG0000059	augustus_masked-NC_027863.1-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-4.70&CDS=1-1593, augustus_masked-NC_027865.1-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-5.123&CDS=1-1383, maker-NC_027862.1-snap-gene-2.7-mRNA-1_1&gene=maker-NC_027862.1-snap-gene-2.7&CDS=1-1155	YER133W, YML016C
60	OG0000060	augustus_masked-NC_027862.1-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-2.40&CDS=1-1590, augustus_masked-NC_027863.1-processed-gene-8.78-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-8.78&CDS=1-1251, augustus_masked-NC_027866.1-processed-gene-8.295-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-8.295&CDS=1-1134	YCR045C, YEL060C
61	OG0000061	augustus_masked-NC_027862.1-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-2.46&CDS=1-1245, maker-NC_027863.1-augustus-gene-8.150-mRNA-1_1&gene=maker-NC_027863.1-augustus-gene-8.150&CDS=1-2277	YBR031W, YBR239C, YDR012W
62	OG0000062	augustus_masked-NC_027862.1-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-2.75&CDS=1-3099, augustus_masked-NC_027863.1-processed-gene-11.179-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-11.179&CDS=1-9123, augustus_masked-NC_027866.1-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-7.86&CDS=1-2061	YBR245C, YFR038W
63	OG0000063	augustus_masked-NC_027862.1-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.105&CDS=1-2328, augustus_masked-NC_027863.1-processed-gene-11.158-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-11.158&CDS=1-2760	YGL257C, YIL014W, YNR059W
64	OG0000064	augustus_masked-NC_027862.1-processed-gene-11.119-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.119&CDS=1-1215, augustus_masked-NC_027862.1-processed-gene-11.146-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.146&CDS=1-1440	YER028C, YGL035C, YGL209W
65	OG0000065	augustus_masked-NC_027866.1-processed-gene-5.158-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.158&CDS=1-1395, maker-NC_027862.1-snap-gene-11.63-mRNA-1_1&gene=maker-NC_027862.1-snap-gene-11.63&CDS=1-4983, snap_masked-NC_027866.1-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NC_027866.1-processed-gene-2.71&CDS=1-1533	YKL221W, YNL125C
66	OG0000066	augustus_masked-NC_027863.1-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-0.136&CDS=1-1620	YCL069W, YGR224W, YKR105C, YPR198W
67	OG0000067	augustus_masked-NC_027863.1-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.81&CDS=1-1380, augustus_masked-NC_027864.1-processed-gene-11.67-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.67&CDS=1-6219	YOR227W, YOR244W, YPL137C
68	OG0000068	augustus_masked-NC_027863.1-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-2.113&CDS=1-939, augustus_masked-NC_027866.1-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.116&CDS=1-1395	YJL137C, YKR058W, YOR320C
69	OG0000069	augustus_masked-NC_027863.1-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-6.45&CDS=1-2946, maker-NC_027865.1-augustus-gene-5.12-mRNA-1_1&gene=maker-NC_027865.1-augustus-gene-5.12&CDS=1-474	YBR287W, YHR146W, YNL173C
70	OG0000070	augustus_masked-NC_027864.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-0.56&CDS=1-3588, augustus_masked-NC_027864.1-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-5.137&CDS=1-1440, augustus_masked-NC_027865.1-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.152&CDS=1-768	YDL238C, YKL071W
71	OG0000071	augustus_masked-NC_027864.1-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.23&CDS=1-897, maker-NC_027866.1-augustus-gene-7.1-mRNA-1_1&gene=maker-NC_027866.1-augustus-gene-7.1&CDS=1-3174	YGL027C, YHL033C, YLL045C
72	OG0000072	augustus_masked-NC_027865.1-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.142&CDS=1-1695, genemark-NC_027865.1-processed-gene-0.11-mRNA-1_1&gene=genemark-NC_027865.1-processed-gene-0.11&CDS=1-1443	YLR237W, YOR071C, YOR192C
73	OG0000073	augustus_masked-NC_027860.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-0.17&CDS=1-3129, augustus_masked-NC_027864.1-processed-gene-5.147-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-5.147&CDS=1-1251	YBL097W, YJR107W
74	OG0000074	augustus_masked-NC_027860.1-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.61&CDS=1-1935, snap_masked-NC_027860.1-processed-gene-10.80-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-10.80&CDS=1-1542	YMR008C, YNL012W
75	OG0000075	augustus_masked-NC_027861.1-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-2.73&CDS=1-1269, maker-NC_027860.1-augustus-gene-1.145-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-1.145&CDS=1-3123	YDL159W, YOR231W
76	OG0000076	augustus_masked-NC_027860.1-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.67&CDS=1-2136, augustus_masked-NC_027865.1-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.132&CDS=1-1878	YJR005W, YKL135C
77	OG0000077	augustus_masked-NC_027860.1-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.72&CDS=1-2721, augustus_masked-NC_027866.1-processed-gene-4.189-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.189&CDS=1-2715	YHR098C, YNL049C
78	OG0000078	augustus_masked-NC_027860.1-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-1.74&CDS=1-2961, augustus_masked-NC_027865.1-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.22&CDS=1-942	YDR463W, YHR006W
79	OG0000079	augustus_masked-NC_027862.1-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.154&CDS=1-975, maker-NC_027860.1-augustus-gene-2.166-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-2.166&CDS=1-2181	YBL068W, YER099C
80	OG0000080	augustus_masked-NC_027861.1-processed-gene-13.146-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.146&CDS=1-2256, maker-NC_027860.1-augustus-gene-2.168-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-2.168&CDS=1-1587	YBR237W, YNL112W
81	OG0000081	augustus_masked-NC_027860.1-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.24&CDS=1-2019, augustus_masked-NC_027860.1-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.89&CDS=1-2010	YAL054C, YLR153C
82	OG0000082	augustus_masked-NC_027860.1-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.146&CDS=1-1911, augustus_masked-NC_027864.1-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-6.17&CDS=1-549	YDR304C, YLR216C
83	OG0000083	augustus_masked-NC_027860.1-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.148&CDS=1-564, augustus_masked-NC_027865.1-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.33&CDS=1-441	YBR082C, YGR133W
84	OG0000084	augustus_masked-NC_027860.1-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.132&CDS=1-1563, augustus_masked-NC_027864.1-processed-gene-11.92-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.92&CDS=1-1434	YER054C, YIL045W
85	OG0000085	augustus_masked-NC_027860.1-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.89&CDS=1-2679, augustus_masked-NC_027864.1-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.29&CDS=1-2571	YMR266W, YOL084W
86	OG0000086	augustus_masked-NC_027863.1-processed-gene-8.80-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-8.80&CDS=1-1617, augustus_masked-NC_027865.1-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-8.74&CDS=1-1746, snap_masked-NC_027860.1-processed-gene-5.72-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-5.72&CDS=1-1611	YIL166C
87	OG0000087	augustus_masked-NC_027860.1-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-5.107&CDS=1-1458, augustus_masked-NC_027861.1-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-2.91&CDS=1-1413	YCL037C, YDR515W
88	OG0000088	augustus_masked-NC_027860.1-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-5.112&CDS=1-1620, augustus_masked-NC_027861.1-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-1.110&CDS=1-1683	YKL088W, YKR072C
89	OG0000089	augustus_masked-NC_027863.1-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.95&CDS=1-1377, maker-NC_027860.1-snap-gene-5.10-mRNA-1_1&gene=maker-NC_027860.1-snap-gene-5.10&CDS=1-2256	YBR118W, YPR080W
90	OG0000090	augustus_masked-NC_027860.1-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-5.104&CDS=1-1224, augustus_masked-NC_027864.1-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-4.95&CDS=1-1125	YJL116C, YNL066W
91	OG0000091	augustus_masked-NC_027860.1-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.84&CDS=1-1272, maker-NC_027864.1-augustus-gene-8.4-mRNA-1_1&gene=maker-NC_027864.1-augustus-gene-8.4&CDS=1-2661	YLR300W, YOR190W
92	OG0000092	augustus_masked-NC_027860.1-processed-gene-7.154-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.154&CDS=1-4518, augustus_masked-NC_027863.1-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.92&CDS=1-4560	YER017C, YKR001C
93	OG0000093	augustus_masked-NC_027860.1-processed-gene-7.166-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.166&CDS=1-2184, augustus_masked-NC_027864.1-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-5.132&CDS=1-3102	YDR328C, YFL042C
94	OG0000094	augustus_masked-NC_027860.1-processed-gene-7.189-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.189&CDS=1-1272, augustus_masked-NC_027863.1-processed-gene-11.186-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-11.186&CDS=1-2250	YGR052W, YHR082C
95	OG0000095	augustus_masked-NC_027860.1-processed-gene-8.80-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-8.80&CDS=1-1692, augustus_masked-NC_027866.1-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-1.98&CDS=1-1203	YDL225W, YJR076C
96	OG0000096	maker-NC_027860.1-augustus-gene-8.183-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-8.183&CDS=1-11781, snap_masked-NC_027866.1-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NC_027866.1-processed-gene-1.133&CDS=1-6702	YJL130C, YJR109C
97	OG0000097	augustus_masked-NC_027860.1-processed-gene-9.132-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-9.132&CDS=1-624, augustus_masked-NC_027865.1-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.63&CDS=1-795	YCR095C, YNL099C
98	OG0000098	augustus_masked-NC_027860.1-processed-gene-9.150-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-9.150&CDS=1-2577, augustus_masked-NC_027863.1-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-3.53&CDS=1-1053	YBL016W, YFL029C
99	OG0000099	augustus_masked-NC_027860.1-processed-gene-10.4-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-10.4&CDS=1-1722, augustus_masked-NC_027860.1-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-12.26&CDS=1-1998	YBR195C, YEL056W
100	OG0000100	augustus_masked-NC_027860.1-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-10.26&CDS=1-1683, augustus_masked-NC_027863.1-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-1.118&CDS=1-1566	YDL091C, YML013W
101	OG0000101	augustus_masked-NC_027860.1-processed-gene-11.101-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-11.101&CDS=1-2613, augustus_masked-NC_027865.1-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-6.22&CDS=1-2406	YHR028C, YOR219C
102	OG0000102	augustus_masked-NC_027860.1-processed-gene-13.6-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-13.6&CDS=1-1638, augustus_masked-NC_027864.1-processed-gene-2.173-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-2.173&CDS=1-1485	YGL003C, YGL116W
103	OG0000103	augustus_masked-NC_027862.1-processed-gene-10.167-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.167&CDS=1-2280, snap_masked-NC_027860.1-processed-gene-13.99-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-13.99&CDS=1-258	YGR037C, YML007W
104	OG0000104	augustus_masked-NC_027860.1-processed-gene-14.49-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-14.49&CDS=1-2301, augustus_masked-NC_027866.1-processed-gene-8.221-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-8.221&CDS=1-2472	YBR033W, YKL038W
105	OG0000105	snap_masked-NC_027860.1-processed-gene-14.85-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-14.85&CDS=1-2361	YAL051W, YLL054C, YOR363C
106	OG0000106	augustus_masked-NC_027861.1-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-6.116&CDS=1-1290, snap_masked-NC_027860.1-processed-gene-14.88-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-14.88&CDS=1-1308	YKL133C, YMR115W
107	OG0000107	augustus_masked-NC_027862.1-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.134&CDS=1-1902, augustus_masked-NC_027862.1-processed-gene-11.118-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.118&CDS=1-1950, snap_masked-NC_027861.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NC_027861.1-processed-gene-0.69&CDS=1-1635	YDL170W
108	OG0000108	augustus_masked-NC_027861.1-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-1.92&CDS=1-1032, augustus_masked-NC_027863.1-processed-gene-11.183-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-11.183&CDS=1-957	YCR034W, YLR372W
109	OG0000109	augustus_masked-NC_027866.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-0.82&CDS=1-2406, maker-NC_027861.1-augustus-gene-1.12-mRNA-1_1&gene=maker-NC_027861.1-augustus-gene-1.12&CDS=1-2745	YGR123C, YOL062C
110	OG0000110	augustus_masked-NC_027861.1-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-1.102&CDS=1-1629, augustus_masked-NC_027862.1-processed-gene-12.98-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.98&CDS=1-1599	YDR497C, YOL103W
111	OG0000111	augustus_masked-NC_027861.1-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-3.81&CDS=1-3216, maker-NC_027861.1-augustus-gene-3.140-mRNA-1_1&gene=maker-NC_027861.1-augustus-gene-3.140&CDS=1-4050	YHR135C, YNL154C
112	OG0000112	augustus_masked-NC_027861.1-processed-gene-13.157-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.157&CDS=1-408, augustus_masked-NC_027861.1-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-4.133&CDS=1-408	YBR010W, YNL031C
113	OG0000113	maker-NC_027861.1-augustus-gene-4.1-mRNA-1_1&gene=maker-NC_027861.1-augustus-gene-4.1&CDS=1-6234, snap_masked-NC_027864.1-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-2.91&CDS=1-4605	YCL009C, YOR326W
114	OG0000114	augustus_masked-NC_027861.1-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-4.141&CDS=1-4014, augustus_masked-NC_027863.1-processed-gene-10.38-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-10.38&CDS=1-2937	YBR200W, YHR042W
115	OG0000115	maker-NC_027861.1-augustus-gene-4.7-mRNA-1_1&gene=maker-NC_027861.1-augustus-gene-4.7&CDS=1-2265, maker-NC_027864.1-augustus-gene-3.163-mRNA-1_1&gene=maker-NC_027864.1-augustus-gene-3.163&CDS=1-2301	YBR025C, YHL014C
116	OG0000116	augustus_masked-NC_027861.1-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-4.155&CDS=1-882, snap_masked-NC_027865.1-processed-gene-3.89-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-3.89&CDS=1-567	YJL079C, YKR013W
117	OG0000117	augustus_masked-NC_027861.1-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-5.120&CDS=1-1776	YOR389W, YPL277C, YPL278C
118	OG0000118	augustus_masked-NC_027861.1-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-6.64&CDS=1-5073, maker-NC_027861.1-augustus-gene-11.180-mRNA-1_1&gene=maker-NC_027861.1-augustus-gene-11.180&CDS=1-2124	YMR020W, YPR160W
119	OG0000119	augustus_masked-NC_027861.1-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-6.98&CDS=1-879, maker-NC_027861.1-augustus-gene-9.3-mRNA-1_1&gene=maker-NC_027861.1-augustus-gene-9.3&CDS=1-4977	YHR209W, YLR347C
120	OG0000120	augustus_masked-NC_027864.1-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-1.92&CDS=1-2178, maker-NC_027861.1-snap-gene-6.119-mRNA-1_1&gene=maker-NC_027861.1-snap-gene-6.119&CDS=1-2928	YAR035W, YER024W
121	OG0000121	augustus_masked-NC_027861.1-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-7.65&CDS=1-2835, augustus_masked-NC_027864.1-processed-gene-10.35-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-10.35&CDS=1-2904	YGR240C, YMR205C
122	OG0000122	augustus_masked-NC_027861.1-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-7.71&CDS=1-1419, augustus_masked-NC_027866.1-processed-gene-4.187-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.187&CDS=1-1443	YGL202W, YHR137W
123	OG0000123	augustus_masked-NC_027861.1-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-7.76&CDS=1-573, augustus_masked-NC_027863.1-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-6.0&CDS=1-570	YGL147C, YNL067W
124	OG0000124	augustus_masked-NC_027861.1-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-8.94&CDS=1-987, augustus_masked-NC_027862.1-processed-gene-11.152-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.152&CDS=1-984	YIL035C, YOR061W
125	OG0000125	augustus_masked-NC_027861.1-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-9.83&CDS=1-5364, augustus_masked-NC_027864.1-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-8.34&CDS=1-2268	YDR074W, YJR126C
126	OG0000126	augustus_masked-NC_027861.1-processed-gene-9.113-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-9.113&CDS=1-2199, augustus_masked-NC_027866.1-processed-gene-8.226-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-8.226&CDS=1-2208	YAL023C, YGR199W
127	OG0000127	augustus_masked-NC_027861.1-processed-gene-11.12-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-11.12&CDS=1-1476, snap_masked-NC_027864.1-processed-gene-10.94-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-10.94&CDS=1-1872	YGR197C, YJR015W
128	OG0000128	augustus_masked-NC_027861.1-processed-gene-12.129-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-12.129&CDS=1-1263, augustus_masked-NC_027865.1-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.41&CDS=1-1032, snap_masked-NC_027864.1-processed-gene-11.236-mRNA-1_1&gene=snap_masked-NC_027864.1-processed-gene-11.236&CDS=1-1740	YOR380W
129	OG0000129	augustus_masked-NC_027861.1-processed-gene-12.130-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-12.130&CDS=1-2253, snap_masked-NC_027865.1-processed-gene-8.130-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-8.130&CDS=1-1305	YDR083W, YKL043W
130	OG0000130	augustus_masked-NC_027861.1-processed-gene-13.131-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.131&CDS=1-957, augustus_masked-NC_027865.1-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.25&CDS=1-1530	YPL031C, YPR161C
131	OG0000131	augustus_masked-NC_027861.1-processed-gene-14.15-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.15&CDS=1-1539	YER056C, YER060W, YER060W-A
132	OG0000132	augustus_masked-NC_027861.1-processed-gene-14.61-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.61&CDS=1-1572, augustus_masked-NC_027863.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NC_027863.1-processed-gene-0.103&CDS=1-1608, augustus_masked-NC_027865.1-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.123&CDS=1-1599	YLL055W
133	OG0000133	augustus_masked-NC_027862.1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.106&CDS=1-1716, augustus_masked-NC_027862.1-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-2.27&CDS=1-630	YDR002W, YLR335W
134	OG0000134	augustus_masked-NC_027862.1-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.133&CDS=1-537, augustus_masked-NC_027866.1-processed-gene-8.243-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-8.243&CDS=1-534	YER067W, YIL057C
