	OrthologID	Metschnikowia_hibisci	Saccharomyces_cerevisiae
58	OG0000058	augustus_masked-hib_s183-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.94&CDS=1-2085, augustus_masked-hib_s93-processed-gene-11.90-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-11.90&CDS=1-2007, augustus_masked-hib_s98-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.87&CDS=1-1929	YMR008C, YOL011W
59	OG0000059	augustus_masked-hib_s183-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-3.92&CDS=1-1509, augustus_masked-hib_s183-processed-gene-8.140-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-8.140&CDS=1-1506	YDL159W, YOR231W, YPL140C
60	OG0000060	augustus_masked-hib_s71-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-7.43&CDS=1-3534, maker-hib_s183-augustus-gene-3.45-mRNA-1_1&gene=maker-hib_s183-augustus-gene-3.45&CDS=1-4236	YML072C, YNL087W, YOR086C
61	OG0000061	augustus_masked-hib_s184-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-hib_s184-processed-gene-1.110&CDS=1-3495, snap_masked-hib_s183-processed-gene-6.93-mRNA-1_1&gene=snap_masked-hib_s183-processed-gene-6.93&CDS=1-3441	YDR216W, YJR127C, YML081W
62	OG0000062	augustus_masked-hib_s183-processed-gene-7.153-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-7.153&CDS=1-408, augustus_masked-hib_s184-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-hib_s184-processed-gene-2.85&CDS=1-408, augustus_masked-hib_s90-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-hib_s90-processed-gene-0.114&CDS=1-408	YBR010W, YNL031C
63	OG0000063	augustus_masked-hib_s183-processed-gene-8.175-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-8.175&CDS=1-2196, augustus_masked-hib_s93-processed-gene-18.229-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-18.229&CDS=1-1749, snap_masked-hib_s91-processed-gene-9.102-mRNA-1_1&gene=snap_masked-hib_s91-processed-gene-9.102&CDS=1-1986	YLR098C, YOR337W
64	OG0000064	augustus_masked-hib_s184-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-hib_s184-processed-gene-0.6&CDS=1-1503, augustus_masked-hib_s80-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-1.33&CDS=1-1533	YMR169C, YMR170C, YOR374W
65	OG0000065	augustus_masked-hib_s184-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-hib_s184-processed-gene-2.92&CDS=1-2301, augustus_masked-hib_s93-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-2.42&CDS=1-2499	YDR326C, YFL042C, YHR080C
66	OG0000066	maker-hib_s184-augustus-gene-4.95-mRNA-1_1&gene=maker-hib_s184-augustus-gene-4.95&CDS=1-4917	YBL017C, YIL173W, YJL222W, YNR065C
67	OG0000067	augustus_masked-hib_s184-processed-gene-5.195-mRNA-1_1&gene=augustus_masked-hib_s184-processed-gene-5.195&CDS=1-2973, augustus_masked-hib_s91-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-hib_s91-processed-gene-7.113&CDS=1-4422	YBL060W, YEL022W, YJR031C
68	OG0000068	augustus_masked-hib_s184-processed-gene-5.160-mRNA-1_1&gene=augustus_masked-hib_s184-processed-gene-5.160&CDS=1-1791, augustus_masked-hib_s93-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-7.18&CDS=1-1542, genemark-hib_s184-processed-gene-5.43-mRNA-1_1&gene=genemark-hib_s184-processed-gene-5.43&CDS=1-1458	YGR197C, YJR015W
69	OG0000069	augustus_masked-hib_s184-processed-gene-5.169-mRNA-1_1&gene=augustus_masked-hib_s184-processed-gene-5.169&CDS=1-1305, augustus_masked-hib_s93-processed-gene-11.75-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-11.75&CDS=1-1317	YDL155W, YGR108W, YPR119W
70	OG0000070	augustus_masked-hib_s71-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-4.8&CDS=1-2313, augustus_masked-hib_s98-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.3&CDS=1-2247	YAL053W, YGL139W, YPL221W
71	OG0000071	augustus_masked-hib_s91-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-hib_s91-processed-gene-1.121&CDS=1-1188, augustus_masked-hib_s91-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-hib_s91-processed-gene-6.17&CDS=1-1671, maker-hib_s71-augustus-gene-10.117-mRNA-1_1&gene=maker-hib_s71-augustus-gene-10.117&CDS=1-1590	YBR062C, YDR143C
72	OG0000072	augustus_masked-hib_s93-processed-gene-18.209-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-18.209&CDS=1-1950, maker-hib_s71-augustus-gene-17.145-mRNA-1_1&gene=maker-hib_s71-augustus-gene-17.145&CDS=1-2433	YDR107C, YER113C, YLR083C
73	OG0000073	augustus_masked-hib_s71-processed-gene-17.121-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.121&CDS=1-1626, augustus_masked-hib_s90-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-hib_s90-processed-gene-5.18&CDS=1-1524, maker-hib_s98-augustus-gene-1.100-mRNA-1_1&gene=maker-hib_s98-augustus-gene-1.100&CDS=1-1191	YER133W, YML016C
74	OG0000074	augustus_masked-hib_s80-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-0.10&CDS=1-2142, maker-hib_s93-snap-gene-9.95-mRNA-1_1&gene=maker-hib_s93-snap-gene-9.95&CDS=1-2247	YFL050C, YKL064W, YOL130W
75	OG0000075	augustus_masked-hib_s90-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-hib_s90-processed-gene-3.28&CDS=1-2103, augustus_masked-hib_s93-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-0.72&CDS=1-1578, augustus_masked-hib_s93-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-5.4&CDS=1-2316	YGL257C, YNR059W
76	OG0000076	augustus_masked-hib_s90-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-hib_s90-processed-gene-5.9&CDS=1-762, augustus_masked-hib_s93-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-9.32&CDS=1-792, augustus_masked-hib_s98-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.107&CDS=1-765	YCR010C, YNR002C
77	OG0000077	augustus_masked-hib_s91-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-hib_s91-processed-gene-0.26&CDS=1-636, augustus_masked-hib_s93-processed-gene-11.91-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-11.91&CDS=1-579, augustus_masked-hib_s93-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-6.28&CDS=1-633	YKR014C, YOR089C
78	OG0000078	augustus_masked-hib_s91-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-hib_s91-processed-gene-2.134&CDS=1-807, augustus_masked-hib_s93-processed-gene-15.76-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-15.76&CDS=1-804	YDL127W, YDL179W, YNL289W
79	OG0000079	augustus_masked-hib_s93-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-1.152&CDS=1-2298, augustus_masked-hib_s98-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.133&CDS=1-2388	YDL109C, YDR444W, YGL144C
80	OG0000080	augustus_masked-hib_s93-processed-gene-17.102-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-17.102&CDS=1-693	YDR533C, YMR322C, YOR391C, YPL280W
81	OG0000081	augustus_masked-hib_s93-processed-gene-18.232-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-18.232&CDS=1-2247, augustus_masked-hib_s94-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-2.110&CDS=1-1095, augustus_masked-hib_s98-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.120&CDS=1-1104	YBL016W, YHR030C
82	OG0000082	augustus_masked-hib_s93-processed-gene-18.204-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-18.204&CDS=1-1524, snap_masked-hib_s98-processed-gene-5.81-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-5.81&CDS=1-1536	YER056C, YER060W, YER060W-A
83	OG0000083		YKL220C, YLL051C, YNR060W, YOR381W, YOR384W
84	OG0000084	maker-hib_C9625-snap-gene-0.0-mRNA-1_1&gene=maker-hib_C9625-snap-gene-0.0&CDS=1-426	Q0045, Q0065, Q0070
85	OG0000085	maker-hib_C9661-snap-gene-0.0-mRNA-1_1&gene=maker-hib_C9661-snap-gene-0.0&CDS=1-1467, maker-hib_C9717-snap-gene-0.0-mRNA-1_1&gene=maker-hib_C9717-snap-gene-0.0&CDS=1-1320	Q0050, Q0055
86	OG0000086	snap_masked-hib_C9709-processed-gene-0.3-mRNA-1_1&gene=snap_masked-hib_C9709-processed-gene-0.3&CDS=1-1032	YCR102C, YLR460C, YNL134C
87	OG0000087	augustus_masked-hib_s106-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-0.21&CDS=1-1305, augustus_masked-hib_s93-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-4.31&CDS=1-1536, augustus_masked-hib_s94-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.98&CDS=1-1818	YLR380W
88	OG0000088	genemark-hib_s106-processed-gene-0.97-mRNA-1_1&gene=genemark-hib_s106-processed-gene-0.97&CDS=1-1302, genemark-hib_s155-processed-gene-4.125-mRNA-1_1&gene=genemark-hib_s155-processed-gene-4.125&CDS=1-2256	YBR239C, YJL103C
89	OG0000089	augustus_masked-hib_s106-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-0.8&CDS=1-1680, maker-hib_s93-augustus-gene-12.93-mRNA-1_1&gene=maker-hib_s93-augustus-gene-12.93&CDS=1-1638	YDR243C, YNL112W
90	OG0000090	augustus_masked-hib_s106-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-0.34&CDS=1-2013, augustus_masked-hib_s93-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-1.126&CDS=1-1719	YDR194C, YMR290C
91	OG0000091	augustus_masked-hib_s106-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-1.13&CDS=1-1800, augustus_masked-hib_s106-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-2.165&CDS=1-2196	YFR022W, YGR068C
92	OG0000092	augustus_masked-hib_s106-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-1.33&CDS=1-2082, augustus_masked-hib_s80-processed-gene-2.177-mRNA-1_1&gene=augustus_masked-hib_s80-processed-gene-2.177&CDS=1-1176	YCL039W, YKL021C
93	OG0000093	augustus_masked-hib_s106-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-1.36&CDS=1-2064, maker-hib_s183-augustus-gene-1.46-mRNA-1_1&gene=maker-hib_s183-augustus-gene-1.46&CDS=1-4443	YLR188W, YOL057W
94	OG0000094	augustus_masked-hib_s98-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.128&CDS=1-2034, maker-hib_s106-snap-gene-1.95-mRNA-1_1&gene=maker-hib_s106-snap-gene-1.95&CDS=1-2133	YDR172W, YKR084C
95	OG0000095	augustus_masked-hib_s106-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-2.128&CDS=1-5655, augustus_masked-hib_s106-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-2.151&CDS=1-5352	YGR184C, YLR024C
96	OG0000096	maker-hib_s91-augustus-gene-1.104-mRNA-1_1&gene=maker-hib_s91-augustus-gene-1.104&CDS=1-2577, snap_masked-hib_s106-processed-gene-2.77-mRNA-1_1&gene=snap_masked-hib_s106-processed-gene-2.77&CDS=1-1716	YOR059C, YOR201C
97	OG0000097	augustus_masked-hib_s106-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-3.109&CDS=1-3246	YDR038C, YDR039C, YDR040C
98	OG0000098	augustus_masked-hib_s106-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-3.111&CDS=1-1722, augustus_masked-hib_s155-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-hib_s155-processed-gene-5.51&CDS=1-1665	YBR298C, YGR289C
99	OG0000099	augustus_masked-hib_s184-processed-gene-5.187-mRNA-1_1&gene=augustus_masked-hib_s184-processed-gene-5.187&CDS=1-1536, snap_masked-hib_s106-processed-gene-3.71-mRNA-1_1&gene=snap_masked-hib_s106-processed-gene-3.71&CDS=1-2103	YBL052C, YOR244W
100	OG0000100	augustus_masked-hib_s106-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-3.131&CDS=1-1521, genemark-hib_s71-processed-gene-6.159-mRNA-1_1&gene=genemark-hib_s71-processed-gene-6.159&CDS=1-1524	YER048C, YIR004W
101	OG0000101	augustus_masked-hib_s106-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-4.36&CDS=1-3441, snap_masked-hib_s184-processed-gene-3.93-mRNA-1_1&gene=snap_masked-hib_s184-processed-gene-3.93&CDS=1-2787	YBR114W, YOR191W
102	OG0000102	augustus_masked-hib_s106-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-4.15&CDS=1-909, augustus_masked-hib_s91-processed-gene-7.137-mRNA-1_1&gene=augustus_masked-hib_s91-processed-gene-7.137&CDS=1-816	YDL114W, YLR426W
103	OG0000103	augustus_masked-hib_s106-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-4.39&CDS=1-1356, augustus_masked-hib_s94-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.37&CDS=1-1374	YEL036C, YML115C
104	OG0000104	augustus_masked-hib_s106-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-4.46&CDS=1-2685, maker-hib_s90-augustus-gene-3.43-mRNA-1_1&gene=maker-hib_s90-augustus-gene-3.43&CDS=1-2277	YHR203C, YJR145C
105	OG0000105	augustus_masked-hib_s106-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-4.26&CDS=1-1260, augustus_masked-hib_s71-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-1.129&CDS=1-939	YDL216C, YFR004W
106	OG0000106	augustus_masked-hib_s106-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-4.28&CDS=1-660, augustus_masked-hib_s90-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-hib_s90-processed-gene-7.17&CDS=1-594, augustus_masked-hib_s93-processed-gene-16.37-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-16.37&CDS=1-2421	YPR165W
107	OG0000107	augustus_masked-hib_s106-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-4.30&CDS=1-2226, augustus_masked-hib_s184-processed-gene-5.216-mRNA-1_1&gene=augustus_masked-hib_s184-processed-gene-5.216&CDS=1-1995	YNL183C, YOR267C
108	OG0000108	augustus_masked-hib_s106-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-hib_s106-processed-gene-4.61&CDS=1-702, augustus_masked-hib_s141-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-hib_s141-processed-gene-0.42&CDS=1-702	YBR118W, YPR080W
109	OG0000109	augustus_masked-hib_s130-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-hib_s130-processed-gene-0.15&CDS=1-1329, augustus_masked-hib_s71-processed-gene-16.120-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.120&CDS=1-3078	YOL087C, YOR272W
110	OG0000110	augustus_masked-hib_s155-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-hib_s155-processed-gene-2.34&CDS=1-5061, maker-hib_s93-snap-gene-4.57-mRNA-1_1&gene=maker-hib_s93-snap-gene-4.57&CDS=1-6360	YJL095W, YLR362W
111	OG0000111	augustus_masked-hib_s155-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-hib_s155-processed-gene-3.6&CDS=1-2100, maker-hib_s71-augustus-gene-18.85-mRNA-1_1&gene=maker-hib_s71-augustus-gene-18.85&CDS=1-4545	YIL095W, YNL020C
112	OG0000112	augustus_masked-hib_s155-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-hib_s155-processed-gene-3.15&CDS=1-2124, augustus_masked-hib_s16-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.113&CDS=1-2187, augustus_masked-hib_s93-processed-gene-18.205-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-18.205&CDS=1-2109, augustus_masked-hib_s93-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-6.21&CDS=1-2148	
113	OG0000113	augustus_masked-hib_s155-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-hib_s155-processed-gene-5.19&CDS=1-1314, augustus_masked-hib_s71-processed-gene-12.39-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.39&CDS=1-1605	YDL091C, YML013W
114	OG0000114	augustus_masked-hib_s16-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.136&CDS=1-2178, augustus_masked-hib_s93-processed-gene-15.100-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-15.100&CDS=1-2511	YJL092W, YOL095C
115	OG0000115	augustus_masked-hib_s16-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.112&CDS=1-1317, augustus_masked-hib_s16-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.100&CDS=1-2544	YGR159C, YPL190C
116	OG0000116	augustus_masked-hib_s16-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.99&CDS=1-2826, augustus_masked-hib_s93-processed-gene-16.41-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-16.41&CDS=1-3480	YER017C, YMR089C
117	OG0000117	augustus_masked-hib_s16-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.117&CDS=1-1404, augustus_masked-hib_s16-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.118&CDS=1-1986, augustus_masked-hib_s183-processed-gene-7.127-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-7.127&CDS=1-1314	YDL020C
118	OG0000118	augustus_masked-hib_s16-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.120&CDS=1-2667, augustus_masked-hib_s91-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-hib_s91-processed-gene-6.24&CDS=1-2319	YJL212C, YPR194C
119	OG0000119	augustus_masked-hib_s16-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.103&CDS=1-1317, augustus_masked-hib_s93-processed-gene-17.140-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-17.140&CDS=1-1233	YLR090W, YNL064C
120	OG0000120	augustus_masked-hib_s16-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.93&CDS=1-1203, augustus_masked-hib_s93-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-6.16&CDS=1-1176	YAL012W, YGL184C
121	OG0000121	augustus_masked-hib_s16-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.116&CDS=1-999, augustus_masked-hib_s90-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-hib_s90-processed-gene-7.70&CDS=1-1029	YDR541C, YOL151W
122	OG0000122	augustus_masked-hib_s16-processed-gene-4.164-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.164&CDS=1-2511, augustus_masked-hib_s71-processed-gene-18.55-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-18.55&CDS=1-2640	YBR073W, YGL163C
123	OG0000123	augustus_masked-hib_s183-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-2.20&CDS=1-5484, genemark-hib_s16-processed-gene-4.78-mRNA-1_1&gene=genemark-hib_s16-processed-gene-4.78&CDS=1-4647	YHR023W, YOR326W
124	OG0000124	augustus_masked-hib_s183-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.73&CDS=1-1041, snap_masked-hib_s93-processed-gene-1.24-mRNA-1_1&gene=snap_masked-hib_s93-processed-gene-1.24&CDS=1-1044	YMR303C, YOL086C
125	OG0000125	augustus_masked-hib_s183-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.83&CDS=1-999, augustus_masked-hib_s91-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-hib_s91-processed-gene-4.117&CDS=1-1017	YCL064C, YIL167W
126	OG0000126	augustus_masked-hib_s90-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-hib_s90-processed-gene-3.9&CDS=1-2535, snap_masked-hib_s183-processed-gene-2.85-mRNA-1_1&gene=snap_masked-hib_s183-processed-gene-2.85&CDS=1-795	YOR032C, YOR344C
127	OG0000127	augustus_masked-hib_s183-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-3.112&CDS=1-2442, augustus_masked-hib_s184-processed-gene-5.212-mRNA-1_1&gene=augustus_masked-hib_s184-processed-gene-5.212&CDS=1-1842	YGL216W, YPL155C
128	OG0000128	augustus_masked-hib_s183-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-4.22&CDS=1-2217, augustus_masked-hib_s93-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-3.7&CDS=1-2166, snap_masked-hib_s90-processed-gene-7.87-mRNA-1_1&gene=snap_masked-hib_s90-processed-gene-7.87&CDS=1-2076	YER015W
129	OG0000129	augustus_masked-hib_s183-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-4.23&CDS=1-1848, augustus_masked-hib_s93-processed-gene-14.74-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-14.74&CDS=1-1686	YDR380W, YLR044C
130	OG0000130	augustus_masked-hib_s183-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-4.25&CDS=1-2829, augustus_masked-hib_s93-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-1.122&CDS=1-2946	YGR240C, YMR205C
131	OG0000131	augustus_masked-hib_s183-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-4.33&CDS=1-2337, augustus_masked-hib_s90-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-hib_s90-processed-gene-3.41&CDS=1-2403	YJL200C, YLR304C
132	OG0000132	augustus_masked-hib_s183-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-4.12&CDS=1-4443, augustus_masked-hib_s90-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-hib_s90-processed-gene-2.39&CDS=1-4650, augustus_masked-hib_s93-processed-gene-16.25-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-16.25&CDS=1-7095	YDR135C
133	OG0000133	augustus_masked-hib_s183-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-5.7&CDS=1-2592, augustus_masked-hib_s71-processed-gene-17.110-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-17.110&CDS=1-2523	YBR033W, YKL038W
134	OG0000134	augustus_masked-hib_s183-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-6.103&CDS=1-1818, augustus_masked-hib_s71-processed-gene-13.48-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.48&CDS=1-1899	YGL125W, YPL023C
135	OG0000135	augustus_masked-hib_s183-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-6.108&CDS=1-1461, augustus_masked-hib_s184-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-hib_s184-processed-gene-4.99&CDS=1-1941	YKL088W, YKR072C
136	OG0000136	augustus_masked-hib_s93-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-hib_s93-processed-gene-8.67&CDS=1-693, maker-hib_s183-augustus-gene-6.51-mRNA-1_1&gene=maker-hib_s183-augustus-gene-6.51&CDS=1-5670	YDR141C, YLR118C
137	OG0000137	augustus_masked-hib_s183-processed-gene-7.118-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-7.118&CDS=1-1254, snap_masked-hib_s90-processed-gene-1.58-mRNA-1_1&gene=snap_masked-hib_s90-processed-gene-1.58&CDS=1-1719	YDL225W, YLR314C
138	OG0000138	augustus_masked-hib_s183-processed-gene-7.123-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-7.123&CDS=1-2034, augustus_masked-hib_s90-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-hib_s90-processed-gene-6.7&CDS=1-2016	YAL054C, YLR153C
139	OG0000139	augustus_masked-hib_s183-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-7.125&CDS=1-309, augustus_masked-hib_s184-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-hib_s184-processed-gene-2.66&CDS=1-309	YBR009C, YNL030W
