	OrthologID	Candida_sorboxylosa	Saccharomyces_cerevisiae
66	OG0000066	-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-0.72&CDS=1-1485, -processed-gene-5.19-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-5.19&CDS=1-1194	YJL081C, YPR034W
67	OG0000067	-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-0.95&CDS=1-5142, -processed-gene-6.70-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.70&CDS=1-1605	YBR293W, YDR270W
68	OG0000068	-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.109&CDS=1-1026, -processed-gene-1.53-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-1.53&CDS=1-972	YCR034W, YLR372W
69	OG0000069	-processed-gene-22.63-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-22.63&CDS=1-2691, -snap-gene-1.3-mRNA-1_1&gene=maker-gi|1002316171|dbj|BCGC01000007.1|-snap-gene-1.3&CDS=1-2445	YDL056W, YER111C
70	OG0000070	-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-1.62&CDS=1-1464, -processed-gene-6.86-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-6.86&CDS=1-2568	YDL132W, YGR003W
71	OG0000071	-processed-gene-7.103-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.103&CDS=1-5250, -snap-gene-2.92-mRNA-1_1&gene=maker-gi|1002316171|dbj|BCGC01000007.1|-snap-gene-2.92&CDS=1-5403	YBR245C, YOR304W
72	OG0000072	-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.56&CDS=1-1662	YOL055C, YPL258C, YPR121W
73	OG0000073	-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-0.46&CDS=1-2253, -processed-gene-4.14-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.14&CDS=1-2121	YAR035W, YER024W
74	OG0000074	-processed-gene-4.117-mRNA-1_1&gene=genemark-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-4.117&CDS=1-2838, -snap-gene-5.119-mRNA-1_1&gene=maker-gi|1002316171|dbj|BCGC01000007.1|-snap-gene-5.119&CDS=1-4920	YJR061W, YKL201C
75	OG0000075	-processed-gene-24.91-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-24.91&CDS=1-4626, -processed-gene-5.85-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.85&CDS=1-4695	YDR135C, YLL015W
76	OG0000076	-processed-gene-12.21-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-12.21&CDS=1-2313, -processed-gene-6.101-mRNA-1_1&gene=snap_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.101&CDS=1-1497	YDL025C, YOR267C
77	OG0000077	-processed-gene-2.111-mRNA-1_1&gene=snap_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-2.111&CDS=1-1125, -processed-gene-7.123-mRNA-1_1&gene=augustus_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-7.123&CDS=1-3801	YFL039C, YHR128W
78	OG0000078	-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-3.77&CDS=1-1137, -processed-gene-8.73-mRNA-1_1&gene=augustus_masked-gi|1002316176|dbj|BCGC01000002.1|-processed-gene-8.73&CDS=1-1623	YDL159W, YOR231W
79	OG0000079	-processed-gene-21.40-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-21.40&CDS=1-1611, -processed-gene-4.30-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-4.30&CDS=1-1830	YIL121W, YNL065W
80	OG0000080	-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-0.58&CDS=1-1122, -processed-gene-4.32-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-4.32&CDS=1-1074	YCR105W, YMR318C
81	OG0000081	-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-5.39&CDS=1-2811, -processed-gene-9.32-mRNA-1_1&gene=augustus_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-9.32&CDS=1-2274	YGL120C, YKR086W
82	OG0000082	-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-5.42&CDS=1-1233, -processed-gene-6.102-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.102&CDS=1-1131	YBR207W, YER145C
83	OG0000083	-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-gi|1002316176|dbj|BCGC01000002.1|-processed-gene-4.81&CDS=1-1758, -processed-gene-6.54-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-6.54&CDS=1-1593	YDR037W, YNL073W
84	OG0000084	-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-6.62&CDS=1-1158, -processed-gene-6.80-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-6.80&CDS=1-1818	YKR070W, YLR220W
85	OG0000085	-processed-gene-12.45-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-12.45&CDS=1-1236, -processed-gene-6.83-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-6.83&CDS=1-7392	YEL036C, YHL030W
86	OG0000086	-processed-gene-31.122-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-31.122&CDS=1-408, -processed-gene-7.92-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.92&CDS=1-408	YBR010W, YNL031C
87	OG0000087	-processed-gene-31.157-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-31.157&CDS=1-309, -processed-gene-7.69-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.69&CDS=1-309	YBR009C, YNL030W
88	OG0000088	-processed-gene-10.128-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-10.128&CDS=1-1317, -processed-gene-7.93-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.93&CDS=1-1233	YDL066W, YLR174W
89	OG0000089	-processed-gene-0.86-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.86&CDS=1-1707, -processed-gene-2.90-mRNA-1_1&gene=snap_masked-gi|1002316176|dbj|BCGC01000002.1|-processed-gene-2.90&CDS=1-2031	YDR313C, YGL023C
90	OG0000090	-processed-gene-1.82-mRNA-1_1&gene=genemark-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.82&CDS=1-1530, -processed-gene-2.93-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.93&CDS=1-2793	YDR497C, YOL103W
91	OG0000091	-processed-gene-2.138-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.138&CDS=1-2517, -processed-gene-26.107-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-26.107&CDS=1-2973	YHR028C, YOR219C
92	OG0000092	-augustus-gene-8.95-mRNA-1_1&gene=maker-gi|1002316177|dbj|BCGC01000001.1|-augustus-gene-8.95&CDS=1-390, -processed-gene-2.126-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.126&CDS=1-390	YJL190C, YLR367W
93	OG0000093	-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.79&CDS=1-1287, -processed-gene-3.95-mRNA-1_1&gene=augustus_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-3.95&CDS=1-2001	YER047C, YPR173C
94	OG0000094	-processed-gene-22.88-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-22.88&CDS=1-1938, -processed-gene-5.50-mRNA-1_1&gene=genemark-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.50&CDS=1-1395	YFL021W, YKR034W
95	OG0000095	-processed-gene-5.158-mRNA-1_1&gene=snap_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-5.158&CDS=1-1809, -processed-gene-5.29-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.29&CDS=1-1875	YBR238C, YGL107C
96	OG0000096	-processed-gene-18.73-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.73&CDS=1-1086, -processed-gene-5.127-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.127&CDS=1-1107	YBR249C, YDR035W
97	OG0000097	-processed-gene-4.16-mRNA-1_1&gene=genemark-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-4.16&CDS=1-999, -processed-gene-6.84-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.84&CDS=1-984	YIL035C, YOR061W
98	OG0000098	-augustus-gene-6.97-mRNA-1_1&gene=maker-gi|1002316173|dbj|BCGC01000005.1|-augustus-gene-6.97&CDS=1-3231, -processed-gene-15.7-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-15.7&CDS=1-1233, -processed-gene-31.140-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-31.140&CDS=1-1797	YDR034C
99	OG0000099	-processed-gene-7.132-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.132&CDS=1-8136	YEL063C, YNL268W, YNL270C
100	OG0000100	-processed-gene-7.158-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.158&CDS=1-1137, -processed-gene-7.163-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-7.163&CDS=1-1443	YOR390W, YPL279C
101	OG0000101	-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.57&CDS=1-1350, -processed-gene-2.8-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.8&CDS=1-1644, -processed-gene-2.9-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.9&CDS=1-1464	YKL221W
102	OG0000102	-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-0.80&CDS=1-2595, -processed-gene-13.57-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-13.57&CDS=1-2439	YHR047C, YKL157W
103	OG0000103	-augustus-gene-7.74-mRNA-1_1&gene=maker-gi|1002316174|dbj|BCGC01000004.1|-augustus-gene-7.74&CDS=1-7398, -processed-gene-2.22-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.22&CDS=1-4062, -processed-gene-20.75-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.75&CDS=1-6027	YGR281W
104	OG0000104	-processed-gene-11.119-mRNA-1_1&gene=augustus_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-11.119&CDS=1-1203, -processed-gene-2.35-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-2.35&CDS=1-1077	YKR042W, YNL066W
105	OG0000105	-augustus-gene-5.119-mRNA-1_1&gene=maker-gi|1002316174|dbj|BCGC01000004.1|-augustus-gene-5.119&CDS=1-2949, -processed-gene-9.82-mRNA-1_1&gene=genemark-gi|1002316176|dbj|BCGC01000002.1|-processed-gene-9.82&CDS=1-1377	YDR465C, YLR034C
106	OG0000106	-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-6.52&CDS=1-1203, -processed-gene-6.53-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-6.53&CDS=1-486	YJL134W, YKR053C
107	OG0000107	-processed-gene-12.12-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-12.12&CDS=1-2601, -processed-gene-8.88-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-8.88&CDS=1-2775	YMR266W, YOL084W
108	OG0000108	-processed-gene-4.54-mRNA-1_1&gene=snap_masked-gi|1002316176|dbj|BCGC01000002.1|-processed-gene-4.54&CDS=1-2559, -processed-gene-8.91-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-8.91&CDS=1-2265	YLR142W, YLR144C
109	OG0000109	-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-gi|1002316176|dbj|BCGC01000002.1|-processed-gene-1.6&CDS=1-960, -processed-gene-8.136-mRNA-1_1&gene=augustus_masked-gi|1002316174|dbj|BCGC01000004.1|-processed-gene-8.136&CDS=1-1731	YBR160W, YPR161C
110	OG0000110	-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-0.49&CDS=1-1053, -processed-gene-11.89-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-11.89&CDS=1-1038, -processed-gene-7.114-mRNA-1_1&gene=augustus_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-7.114&CDS=1-1038	YPL088W
111	OG0000111	-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-4.92&CDS=1-1209, -snap-gene-2.1-mRNA-1_1&gene=maker-gi|1002316176|dbj|BCGC01000002.1|-snap-gene-2.1&CDS=1-5052	YIL151C, YKR096W
112	OG0000112	-processed-gene-12.30-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-12.30&CDS=1-933, -processed-gene-5.90-mRNA-1_1&gene=augustus_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-5.90&CDS=1-912	YDR368W, YOR120W
113	OG0000113	-processed-gene-10.131-mRNA-1_1&gene=augustus_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-10.131&CDS=1-2202, -processed-gene-20.26-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-20.26&CDS=1-3018	YIL005W, YPL029W
114	OG0000114	-processed-gene-10.79-mRNA-1_1&gene=snap_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-10.79&CDS=1-2484, -processed-gene-24.63-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-24.63&CDS=1-4794	YBR114W, YOR191W
115	OG0000115	-processed-gene-11.125-mRNA-1_1&gene=augustus_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-11.125&CDS=1-1527, -processed-gene-11.55-mRNA-1_1&gene=augustus_masked-gi|1002316176|dbj|BCGC01000002.1|-processed-gene-11.55&CDS=1-1998	YDR235W, YML046W
116	OG0000116	-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-gi|1002316176|dbj|BCGC01000002.1|-processed-gene-0.28&CDS=1-1071, -processed-gene-31.121-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-31.121&CDS=1-1677	YKL124W, YMR171C
117	OG0000117	-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-gi|1002316176|dbj|BCGC01000002.1|-processed-gene-1.9&CDS=1-3444, -processed-gene-8.75-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-8.75&CDS=1-1524	YDR477W, YKL101W
118	OG0000118	-processed-gene-1.86-mRNA-1_1&gene=snap_masked-gi|1002316176|dbj|BCGC01000002.1|-processed-gene-1.86&CDS=1-456, -processed-gene-18.46-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-18.46&CDS=1-453	YEL066W, YPR193C
119	OG0000119	-processed-gene-16.91-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-16.91&CDS=1-5175, -processed-gene-2.66-mRNA-1_1&gene=augustus_masked-gi|1002316176|dbj|BCGC01000002.1|-processed-gene-2.66&CDS=1-612	YOR367W, YPL242C
120	OG0000120	-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-gi|1002316176|dbj|BCGC01000002.1|-processed-gene-3.58&CDS=1-1068	YCR102C, YLR460C, YNL134C
121	OG0000121	-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-gi|1002316176|dbj|BCGC01000002.1|-processed-gene-6.49&CDS=1-339, -processed-gene-7.28-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-7.28&CDS=1-1620	YBL103C, YOL067C
122	OG0000122	-processed-gene-7.109-mRNA-1_1&gene=genemark-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-7.109&CDS=1-639, -snap-gene-9.140-mRNA-1_1&gene=maker-gi|1002316176|dbj|BCGC01000002.1|-snap-gene-9.140&CDS=1-1920	YJR059W, YKL198C
123	OG0000123	-processed-gene-10.113-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-10.113&CDS=1-4818, -processed-gene-11.78-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-11.78&CDS=1-2076	YER017C, YKR001C
124	OG0000124	-processed-gene-12.62-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-12.62&CDS=1-1188, -processed-gene-31.146-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-31.146&CDS=1-1491	YCL037C, YDR515W
125	OG0000125	-processed-gene-13.8-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-13.8&CDS=1-1110	YMR006C, YMR008C, YOL011W
126	OG0000126	-processed-gene-14.86-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-14.86&CDS=1-927, -processed-gene-31.107-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-31.107&CDS=1-855	YMR183C, YPL232W
127	OG0000127	-processed-gene-19.6-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-19.6&CDS=1-597	YBR067C, YIL011W, YOR010C
128	OG0000128		YKL222C, YLR266C, YOR162C, YOR172W
129	OG0000129	-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-gi|1002316148|dbj|BCGC01000030.1|-processed-gene-0.0&CDS=1-1068	YLR031W, YMR124W
130	OG0000130	-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-gi|1002316150|dbj|BCGC01000028.1|-processed-gene-0.1&CDS=1-645, -processed-gene-4.123-mRNA-1_1&gene=augustus_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-4.123&CDS=1-1794	YGL110C
131	OG0000131	-processed-gene-0.3-mRNA-1_1&gene=snap_masked-gi|1002316161|dbj|BCGC01000017.1|-processed-gene-0.3&CDS=1-426	YCL066W, YCR040W
132	OG0000132	-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-gi|1002316163|dbj|BCGC01000015.1|-processed-gene-0.3&CDS=1-2787, -processed-gene-7.44-mRNA-1_1&gene=genemark-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.44&CDS=1-4272	YPL226W
133	OG0000133	-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-gi|1002316166|dbj|BCGC01000012.1|-processed-gene-0.13&CDS=1-2847, -processed-gene-1.142-mRNA-1_1&gene=augustus_masked-gi|1002316168|dbj|BCGC01000010.1|-processed-gene-1.142&CDS=1-2724	YGL008C
134	OG0000134	-processed-gene-0.216-mRNA-1_1&gene=snap_masked-gi|1002316166|dbj|BCGC01000012.1|-processed-gene-0.216&CDS=1-2397	YJL212C, YPR194C
135	OG0000135	-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-gi|1002316167|dbj|BCGC01000011.1|-processed-gene-0.70&CDS=1-1755	YHL017W, YKL039W
136	OG0000136	-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-gi|1002316167|dbj|BCGC01000011.1|-processed-gene-0.77&CDS=1-633, -processed-gene-6.72-mRNA-1_1&gene=augustus_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-6.72&CDS=1-726	YGR235C
137	OG0000137	-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-gi|1002316167|dbj|BCGC01000011.1|-processed-gene-0.78&CDS=1-837, -processed-gene-30.111-mRNA-1_1&gene=snap_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-30.111&CDS=1-333	YOR036W
138	OG0000138	-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-gi|1002316167|dbj|BCGC01000011.1|-processed-gene-0.79&CDS=1-4908, -processed-gene-2.130-mRNA-1_1&gene=augustus_masked-gi|1002316169|dbj|BCGC01000009.1|-processed-gene-2.130&CDS=1-2271	YNL127W
139	OG0000139	-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-gi|1002316167|dbj|BCGC01000011.1|-processed-gene-0.81&CDS=1-1182	YHR123W, YNL130C
140	OG0000140	-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-gi|1002316167|dbj|BCGC01000011.1|-processed-gene-0.117&CDS=1-741	YBR005W, YDR003W
141	OG0000141	-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-gi|1002316167|dbj|BCGC01000011.1|-processed-gene-0.122&CDS=1-1614	YLR260W, YOR171C
142	OG0000142	-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-gi|1002316167|dbj|BCGC01000011.1|-processed-gene-0.126&CDS=1-4020	YOR227W, YPL137C
143	OG0000143	-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-gi|1002316167|dbj|BCGC01000011.1|-processed-gene-0.105&CDS=1-564, -processed-gene-11.47-mRNA-1_1&gene=snap_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-11.47&CDS=1-276	YBR111W-A
144	OG0000144	-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-gi|1002316168|dbj|BCGC01000010.1|-processed-gene-0.20&CDS=1-360	YMR230W, YOR293W
145	OG0000145	-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-gi|1002316168|dbj|BCGC01000010.1|-processed-gene-0.26&CDS=1-3405	YDL109C, YGL144C
146	OG0000146	-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-gi|1002316168|dbj|BCGC01000010.1|-processed-gene-1.145&CDS=1-2754	YBR031W, YDR012W
147	OG0000147	-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-gi|1002316168|dbj|BCGC01000010.1|-processed-gene-1.147&CDS=1-885	YBR105C, YGR066C
148	OG0000148	-augustus-gene-1.3-mRNA-1_1&gene=maker-gi|1002316168|dbj|BCGC01000010.1|-augustus-gene-1.3&CDS=1-1986, -processed-gene-14.101-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-14.101&CDS=1-2496	YLR248W
149	OG0000149	-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-gi|1002316168|dbj|BCGC01000010.1|-processed-gene-1.151&CDS=1-4296	YFL042C, YLR072W
150	OG0000150	-processed-gene-1.30-mRNA-1_1&gene=snap_masked-gi|1002316168|dbj|BCGC01000010.1|-processed-gene-1.30&CDS=1-1782, -processed-gene-2.69-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.69&CDS=1-1767	YGR055W
151	OG0000151	-processed-gene-0.101-mRNA-1_1&gene=snap_masked-gi|1002316169|dbj|BCGC01000009.1|-processed-gene-0.101&CDS=1-1335, -processed-gene-3.102-mRNA-1_1&gene=genemark-gi|1002316170|dbj|BCGC01000008.1|-processed-gene-3.102&CDS=1-1161	YGL209W
152	OG0000152	-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-3.71&CDS=1-1650, -snap-gene-0.4-mRNA-1_1&gene=maker-gi|1002316169|dbj|BCGC01000009.1|-snap-gene-0.4&CDS=1-2031	YDL170W
153	OG0000153	-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-gi|1002316169|dbj|BCGC01000009.1|-processed-gene-0.50&CDS=1-1308, -snap-gene-4.52-mRNA-1_1&gene=maker-gi|1002316175|dbj|BCGC01000003.1|-snap-gene-4.52&CDS=1-1887	YEL056W
154	OG0000154	-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-gi|1002316177|dbj|BCGC01000001.1|-processed-gene-0.32&CDS=1-1959, -processed-gene-1.98-mRNA-1_1&gene=augustus_masked-gi|1002316169|dbj|BCGC01000009.1|-processed-gene-1.98&CDS=1-2937	YBR084W
155	OG0000155	-processed-gene-1.11-mRNA-1_1&gene=snap_masked-gi|1002316169|dbj|BCGC01000009.1|-processed-gene-1.11&CDS=1-495	YDR418W, YEL054C
156	OG0000156	-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-gi|1002316169|dbj|BCGC01000009.1|-processed-gene-1.103&CDS=1-1302	YAL034C, YOR338W
157	OG0000157	-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-gi|1002316169|dbj|BCGC01000009.1|-processed-gene-1.104&CDS=1-1896, -processed-gene-6.74-mRNA-1_1&gene=augustus_masked-gi|1002316176|dbj|BCGC01000002.1|-processed-gene-6.74&CDS=1-2154	YLL029W
158	OG0000158	-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-gi|1002316169|dbj|BCGC01000009.1|-processed-gene-2.146&CDS=1-1260, -processed-gene-9.96-mRNA-1_1&gene=snap_masked-gi|1002316175|dbj|BCGC01000003.1|-processed-gene-9.96&CDS=1-1392	YBR199W
159	OG0000159	-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-gi|1002316169|dbj|BCGC01000009.1|-processed-gene-2.131&CDS=1-1410	YCL040W, YDR516C
160	OG0000160	-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-gi|1002316169|dbj|BCGC01000009.1|-processed-gene-2.156&CDS=1-318	YGR027C, YLR333C
