	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035679_Candida_rhagii
29	OG0000029	YJR004C	augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-2.42&CDS=1-2403, genemark-NODE_20_length_252601_cov_47.633_ID_2704-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_20_length_252601_cov_47.633_ID_2704-processed-gene-1.90&CDS=1-5460, snap_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-2.172-mRNA-1_1&gene=snap_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-2.172&CDS=1-1629, snap_masked-NODE_31_length_5153_cov_74.1554_ID_4554-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_31_length_5153_cov_74.1554_ID_4554-processed-gene-0.1&CDS=1-2826, snap_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-8.214-mRNA-1_1&gene=snap_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-8.214&CDS=1-3807
30	OG0000030	YKL128C	augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.214-mRNA-1_1&gene=augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.214&CDS=1-981, augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-1.112&CDS=1-939, augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-6.101&CDS=1-996, augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-3.99&CDS=1-948, maker-NODE_21_length_212649_cov_42.6514_ID_2803-snap-gene-0.115-mRNA-1_1&gene=maker-NODE_21_length_212649_cov_42.6514_ID_2803-snap-gene-0.115&CDS=1-942
31	OG0000031	YLL005C, YMR266W, YOL084W	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-0.32&CDS=1-2766, augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-5.104&CDS=1-2598, genemark-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-5.102-mRNA-1_1&gene=genemark-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-5.102&CDS=1-2232
32	OG0000032	YLR090W, YLR386W, YNL064C	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-8.251-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-8.251&CDS=1-1218, augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-2.26&CDS=1-1332, maker-NODE_3_length_984103_cov_43.6458_ID_5856-augustus-gene-2.50-mRNA-1_1&gene=maker-NODE_3_length_984103_cov_43.6458_ID_5856-augustus-gene-2.50&CDS=1-4464
33	OG0000033	YLR144C, YNR067C	augustus_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-1.138&CDS=1-2085, augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.29&CDS=1-2253, augustus_masked-NODE_25_length_44421_cov_63.8079_ID_3107-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_25_length_44421_cov_63.8079_ID_3107-processed-gene-0.52&CDS=1-3447, augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-3.11&CDS=1-3297
34	OG0000034	YMR006C, YMR008C, YOL011W	augustus_masked-NODE_21_length_212649_cov_42.6514_ID_2803-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_21_length_212649_cov_42.6514_ID_2803-processed-gene-0.26&CDS=1-2169, augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-2.114&CDS=1-1920, snap_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.147-mRNA-1_1&gene=snap_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.147&CDS=1-1977
35	OG0000035	YNR063W	augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-2.30&CDS=1-867, augustus_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-2.41&CDS=1-2055, augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-7.126&CDS=1-1932, maker-NODE_13_length_385540_cov_42.6626_ID_2160-augustus-gene-2.247-mRNA-1_1&gene=maker-NODE_13_length_385540_cov_42.6626_ID_2160-augustus-gene-2.247&CDS=1-3486, snap_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-2.79&CDS=1-2643
36	OG0000036	YBL017C, YIL173W, YJL222W, YNR065C	snap_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-1.27&CDS=1-4653
37	OG0000037	YBL089W, YER119C, YIL088C	augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.221-mRNA-1_1&gene=augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.221&CDS=1-1395, augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-2.116&CDS=1-1314
38	OG0000038	YBR038W, YNL192W	augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.101&CDS=1-3219, maker-NODE_4_length_891347_cov_44.5073_ID_5516-augustus-gene-5.44-mRNA-1_1&gene=maker-NODE_4_length_891347_cov_44.5073_ID_5516-augustus-gene-5.44&CDS=1-4644, snap_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-2.76-mRNA-1_1&gene=snap_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-2.76&CDS=1-3066
39	OG0000039	YBR240C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-1.113&CDS=1-1020, augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.104&CDS=1-2043, snap_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-2.175-mRNA-1_1&gene=snap_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-2.175&CDS=1-1425, snap_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-7.51-mRNA-1_1&gene=snap_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-7.51&CDS=1-1566
40	OG0000040	YBR260C, YDR379W, YOR127W	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-1.25&CDS=1-1896, augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.187-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.187&CDS=1-3513
41	OG0000041	YBR297W, YFL052W, YGR288W, YPR196W	genemark-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.47-mRNA-1_1&gene=genemark-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.47&CDS=1-1863
42	OG0000042	YBR298C, YDL247W, YGR289C, YJR160C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.225-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.225&CDS=1-1743
43	OG0000043	YCL024W, YDR477W, YDR507C	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-3.14&CDS=1-1908, augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-3.21&CDS=1-4176
44	OG0000044	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-1.125&CDS=1-2811, augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.119&CDS=1-2547
45	OG0000045	YDL159W, YOR231W, YPL140C	augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-0.132&CDS=1-1284, snap_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.148-mRNA-1_1&gene=snap_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.148&CDS=1-1626
46	OG0000046	YDL244W, YFL058W, YJR156C, YNL332W	augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.37&CDS=1-1017
47	OG0000047	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.228-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.228&CDS=1-3303, maker-NODE_14_length_382939_cov_48.858_ID_2359-augustus-gene-1.91-mRNA-1_1&gene=maker-NODE_14_length_382939_cov_48.858_ID_2359-augustus-gene-1.91&CDS=1-3258
48	OG0000048	YDR253C, YGR067C, YPL038W	augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-0.20&CDS=1-1428, genemark-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-2.118-mRNA-1_1&gene=genemark-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-2.118&CDS=1-2397
49	OG0000049	YDR326C, YFL042C, YHR080C	augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.24&CDS=1-3183, augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-7.149-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-7.149&CDS=1-2646
50	OG0000050	YDR385W, YKL173W, YOR133W	augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-0.26&CDS=1-2931, augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-0.99&CDS=1-2526
51	OG0000051	YDR466W, YDR471W, YHR010W	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-6.131&CDS=1-2649, genemark-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.6-mRNA-1_1&gene=genemark-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.6&CDS=1-3708
52	OG0000052	YDR533C, YMR322C, YOR391C, YPL280W	augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.44&CDS=1-702
53	OG0000053	YER008C, YJR036C	snap_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-0.112&CDS=1-2730, snap_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.3&CDS=1-807, snap_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-5.155-mRNA-1_1&gene=snap_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-5.155&CDS=1-4047
54	OG0000054	YER056C, YER060W, YER060W-A	augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-2.47&CDS=1-1530, snap_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-2.54-mRNA-1_1&gene=snap_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-2.54&CDS=1-1557
55	OG0000055	YFR022W, YGR068C, YOR018W	augustus_masked-NODE_24_length_110387_cov_53.1016_ID_2847-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_24_length_110387_cov_53.1016_ID_2847-processed-gene-0.36&CDS=1-2094, genemark-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.17-mRNA-1_1&gene=genemark-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.17&CDS=1-3675
56	OG0000056	YGR192C, YJL052W, YJR009C	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.13&CDS=1-996, augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-3.95&CDS=1-1002
57	OG0000057	YGR197C, YJR015W	augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-1.23&CDS=1-1905, augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-1.46&CDS=1-1512, augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.210-mRNA-1_1&gene=augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.210&CDS=1-1545
58	OG0000058	YGR281W	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-3.33&CDS=1-4254, augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.67&CDS=1-4065, augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-6.13&CDS=1-4839, snap_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-2.101-mRNA-1_1&gene=snap_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-2.101&CDS=1-4356
59	OG0000059	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_23_length_115203_cov_43.2049_ID_3069-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_23_length_115203_cov_43.2049_ID_3069-processed-gene-0.27&CDS=1-3111, augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-8.59&CDS=1-3393
60	OG0000060	YIL120W, YIL121W, YNL065W	augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-0.1&CDS=1-1452, augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.48&CDS=1-1641
61	OG0000061	YJL034W, YLL024C	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-4.159&CDS=1-1911, augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-7.156-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-7.156&CDS=1-2046, augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.168-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.168&CDS=1-1938
62	OG0000062	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.232-mRNA-1_1&gene=augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.232&CDS=1-3873, augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-8.185-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-8.185&CDS=1-3936
63	OG0000063	YJL079C, YKR013W	augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.14&CDS=1-1041, augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.47&CDS=1-837, augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-6.131&CDS=1-627
64	OG0000064	YJL116C, YKR042W, YNL066W	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-5.132&CDS=1-1164, augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-8.256-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-8.256&CDS=1-1185
65	OG0000065	YJL172W, YOL153C	augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-0.124&CDS=1-1746, augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-5.32&CDS=1-1791, augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-6.34&CDS=1-1713
66	OG0000066	YJR019C, YLR396C	augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-0.114&CDS=1-4209, augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-0.115&CDS=1-990, augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_18_length_309925_cov_41.2959_ID_2671-processed-gene-0.116&CDS=1-1017
67	OG0000067	YKL046C, YMR238W	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.207-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.207&CDS=1-1350, augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.197-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.197&CDS=1-1170, augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-5.19&CDS=1-1347
68	OG0000068	YKL107W	augustus_masked-NODE_118_length_421_cov_64.8533_ID_6475-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_118_length_421_cov_64.8533_ID_6475-processed-gene-0.0&CDS=1-348, augustus_masked-NODE_24_length_110387_cov_53.1016_ID_2847-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_24_length_110387_cov_53.1016_ID_2847-processed-gene-0.15&CDS=1-888, snap_masked-NODE_29_length_6948_cov_112.973_ID_3364-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_29_length_6948_cov_112.973_ID_3364-processed-gene-0.1&CDS=1-510, snap_masked-NODE_32_length_5069_cov_77.9234_ID_3450-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_32_length_5069_cov_77.9234_ID_3450-processed-gene-0.3&CDS=1-951
69	OG0000069	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
70	OG0000070	YLR034C, YOL122C	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-2.158&CDS=1-1629, augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-3.114&CDS=1-2133, genemark-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.59-mRNA-1_1&gene=genemark-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.59&CDS=1-1578
71	OG0000071	YML072C, YNL087W, YOR086C	genemark-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.78-mRNA-1_1&gene=genemark-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.78&CDS=1-4911, maker-NODE_6_length_723125_cov_44.3351_ID_1383-snap-gene-4.1-mRNA-1_1&gene=maker-NODE_6_length_723125_cov_44.3351_ID_1383-snap-gene-4.1&CDS=1-4734
72	OG0000072	YML111W, YMR275C, YNR069C	augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-5.47&CDS=1-2316, snap_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-0.50&CDS=1-2841
73	OG0000073	YMR169C, YMR170C, YOR374W	augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-3.44&CDS=1-1572, augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.198-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.198&CDS=1-1503
74	OG0000074	YPR159W	augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-0.34&CDS=1-1887, augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-4.33&CDS=1-1998, augustus_masked-NODE_23_length_115203_cov_43.2049_ID_3069-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_23_length_115203_cov_43.2049_ID_3069-processed-gene-0.33&CDS=1-1965, augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-5.27&CDS=1-2058
