	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041818_Magnusiomyces_tetrasperma
75	OG0000075	YCR091W, YNR047W	genemark-flattened_line_4-processed-gene-2.89-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.89&CDS=1-3516, genemark-flattened_line_62-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.107&CDS=1-3417
76	OG0000076	YCR094W, YNR048W	genemark-flattened_line_377-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_377-processed-gene-0.1&CDS=1-1227, genemark-flattened_line_654-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_654-processed-gene-0.3&CDS=1-1221
77	OG0000077	YCR105W, YMR318C	genemark-flattened_line_196-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_196-processed-gene-0.78&CDS=1-1086, genemark-flattened_line_226-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_226-processed-gene-0.48&CDS=1-1086
78	OG0000078	YDL022W, YOL059W	genemark-flattened_line_414-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_414-processed-gene-0.25&CDS=1-1149, snap_masked-flattened_line_707-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_707-processed-gene-0.1&CDS=1-1323
79	OG0000079	YDL042C, YOL068C	genemark-flattened_line_44-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.33&CDS=1-2553, genemark-flattened_line_72-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.16&CDS=1-3108
80	OG0000080	YDL048C, YLR375W	genemark-flattened_line_30-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.80&CDS=1-2082, genemark-flattened_line_92-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.43&CDS=1-2064
81	OG0000081	YDL049C, YJL174W	genemark-flattened_line_54-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.39&CDS=1-831, genemark-flattened_line_70-processed-gene-0.180-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.180&CDS=1-813
82	OG0000082	YDL075W, YLR406C	genemark-flattened_line_104-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.119&CDS=1-360, genemark-flattened_line_122-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.23&CDS=1-360
83	OG0000083	YDL082W, YMR142C	snap_masked-flattened_line_342-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_342-processed-gene-0.3&CDS=1-633, snap_masked-flattened_line_546-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_546-processed-gene-0.11&CDS=1-654
84	OG0000084	YDL083C, YMR143W	genemark-flattened_line_184-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_184-processed-gene-0.58&CDS=1-438, genemark-flattened_line_2-processed-gene-1.34-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.34&CDS=1-438
85	OG0000085	YDL085W, YMR145C	genemark-flattened_line_88-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.53&CDS=1-1689, genemark-flattened_line_88-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.87&CDS=1-1725
86	OG0000086	YDL091C, YML013W	genemark-flattened_line_240-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_240-processed-gene-0.74&CDS=1-1572, genemark-flattened_line_268-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_268-processed-gene-0.30&CDS=1-1584
87	OG0000087	YDL109C, YGL144C	genemark-flattened_line_412-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_412-processed-gene-0.2&CDS=1-3741, maker-flattened_line_182-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_182-snap-gene-0.0&CDS=1-3684
88	OG0000088	YDL136W, YDL191W	genemark-flattened_line_30-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.56&CDS=1-366, genemark-flattened_line_84-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.74&CDS=1-366
89	OG0000089	YDL137W, YDL192W	genemark-flattened_line_30-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.54&CDS=1-543, genemark-flattened_line_84-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.76&CDS=1-543
90	OG0000090	YDL155W, YLR210W	genemark-flattened_line_24-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.98&CDS=1-2388, snap_masked-flattened_line_74-processed-gene-0.158-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.158&CDS=1-2391
91	OG0000091	YDL224C, YNL197C	genemark-flattened_line_252-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_252-processed-gene-0.37&CDS=1-2943, genemark-flattened_line_418-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_418-processed-gene-0.37&CDS=1-2769
92	OG0000092	YDR038C, YDR039C, YDR040C	genemark-flattened_line_397-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_397-processed-gene-0.15&CDS=1-3225
93	OG0000093	YDR066C, YER139C	augustus_masked-flattened_line_36-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.100&CDS=1-810, genemark-flattened_line_58-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-1.53&CDS=1-807
94	OG0000094	YDR069C, YER144C	genemark-flattened_line_100-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.44&CDS=1-3663, genemark-flattened_line_116-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.36&CDS=1-3270
95	OG0000095	YDR099W, YER177W	genemark-flattened_line_104-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.152&CDS=1-846, genemark-flattened_line_166-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_166-processed-gene-0.62&CDS=1-846
96	OG0000096	YDR107C, YLR083C	genemark-flattened_line_224-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_224-processed-gene-0.39&CDS=1-1875, genemark-flattened_line_248-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_248-processed-gene-0.3&CDS=1-1878
97	OG0000097	YDR122W, YLR096W	genemark-flattened_line_236-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_236-processed-gene-0.58&CDS=1-4563, genemark-flattened_line_78-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.53&CDS=1-4515
98	OG0000098	YDR144C, YLR120C, YLR121C	snap_masked-flattened_line_100-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.134&CDS=1-1638
99	OG0000099	YDR146C, YLR131C	genemark-flattened_line_158-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_158-processed-gene-0.12&CDS=1-4722, genemark-flattened_line_34-processed-gene-1.15-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.15&CDS=1-4299
100	OG0000100	YDR147W, YLR133W	genemark-flattened_line_34-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.13&CDS=1-2121, maker-flattened_line_158-snap-gene-0.66-mRNA-1_1&gene=maker-flattened_line_158-snap-gene-0.66&CDS=1-2202
101	OG0000101	YDR151C, YLR136C	genemark-flattened_line_2-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.59&CDS=1-948, genemark-flattened_line_52-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-1.26&CDS=1-966
102	OG0000102	YDR178W, YLR164W	genemark-flattened_line_100-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.40&CDS=1-498, genemark-flattened_line_116-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.32&CDS=1-492
103	OG0000103	YDR223W, YLR223C	augustus_masked-flattened_line_234-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_234-processed-gene-0.69&CDS=1-3330, augustus_masked-flattened_line_72-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.56&CDS=1-3063
104	OG0000104	YDR251W, YPL032C	snap_masked-flattened_line_646-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_646-processed-gene-0.1&CDS=1-2682, snap_masked-flattened_line_731-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_731-processed-gene-0.2&CDS=1-2628
105	OG0000105	YDR252W, YPL037C	genemark-flattened_line_264-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_264-processed-gene-0.40&CDS=1-453, genemark-flattened_line_632-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_632-processed-gene-0.3&CDS=1-459
106	OG0000106	YDR264C, YOR034C	genemark-flattened_line_30-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.68&CDS=1-2514, genemark-flattened_line_90-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.41&CDS=1-2385
107	OG0000107	YDR272W, YOR040W	genemark-flattened_line_202-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_202-processed-gene-0.99&CDS=1-945, maker-flattened_line_148-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_148-augustus-gene-0.2&CDS=1-834
108	OG0000108	YDR273W, YOR042W	augustus_masked-flattened_line_148-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.75&CDS=1-2271, genemark-flattened_line_202-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_202-processed-gene-0.100&CDS=1-1848
109	OG0000109	YDR277C, YOR047C	genemark-flattened_line_150-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.108&CDS=1-993, maker-flattened_line_312-snap-gene-0.22-mRNA-1_1&gene=maker-flattened_line_312-snap-gene-0.22&CDS=1-1026
110	OG0000110	YDR326C, YHR080C	genemark-flattened_line_156-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.101&CDS=1-3702, genemark-flattened_line_164-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_164-processed-gene-0.46&CDS=1-2694
111	OG0000111	YDR348C, YHR097C	genemark-flattened_line_90-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.4&CDS=1-2361, snap_masked-flattened_line_42-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.70&CDS=1-1119
112	OG0000112	YDR358W, YHR108W	genemark-flattened_line_94-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.34&CDS=1-2031, maker-flattened_line_28-snap-gene-0.57-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-0.57&CDS=1-1995
113	OG0000113	YDR368W, YOR120W	genemark-flattened_line_156-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.88&CDS=1-930, genemark-flattened_line_496-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_496-processed-gene-0.1&CDS=1-912
114	OG0000114	YDR379W, YOR127W	genemark-flattened_line_68-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.72&CDS=1-3612, maker-flattened_line_318-augustus-gene-0.37-mRNA-1_1&gene=maker-flattened_line_318-augustus-gene-0.37&CDS=1-3891
115	OG0000115	YDR389W, YOR134W	genemark-flattened_line_0-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.31&CDS=1-4623, genemark-flattened_line_124-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.40&CDS=1-4038
116	OG0000116	YDR406W, YOR153W, YOR328W	genemark-flattened_line_0-processed-gene-2.97-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.97&CDS=1-4689
117	OG0000117	YDR409W, YOR156C	genemark-flattened_line_154-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_154-processed-gene-0.12&CDS=1-2880, snap_masked-flattened_line_28-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.106&CDS=1-2703
118	OG0000118	YDR418W, YEL054C	genemark-flattened_line_150-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.121&CDS=1-495, genemark-flattened_line_180-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.10&CDS=1-495
119	OG0000119	YDR447C, YML024W	genemark-flattened_line_44-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.88&CDS=1-411, genemark-flattened_line_48-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.73&CDS=1-411
120	OG0000120	YDR451C, YML027W	genemark-flattened_line_14-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.93&CDS=1-1398, genemark-flattened_line_144-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_144-processed-gene-0.43&CDS=1-1188
121	OG0000121	YDR453C, YML028W	genemark-flattened_line_24-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.102&CDS=1-585, genemark-flattened_line_74-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.100&CDS=1-585
122	OG0000122	YDR458C, YML034W	snap_masked-flattened_line_36-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.8&CDS=1-3081, snap_masked-flattened_line_58-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.74&CDS=1-3048
123	OG0000123	YDR471W, YHR010W	genemark-flattened_line_190-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_190-processed-gene-0.6&CDS=1-414, genemark-flattened_line_206-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_206-processed-gene-0.80&CDS=1-414
124	OG0000124	YDR500C, YLR185W	genemark-flattened_line_18-processed-gene-2.4-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.4&CDS=1-240, snap_masked-flattened_line_26-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.31&CDS=1-240
125	OG0000125	YDR501W, YLR183C	genemark-flattened_line_18-processed-gene-2.22-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.22&CDS=1-1827, genemark-flattened_line_26-processed-gene-1.193-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.193&CDS=1-1707
126	OG0000126	YDR505C, YLR177W	genemark-flattened_line_108-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.5&CDS=1-3051, genemark-flattened_line_146-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.93&CDS=1-4755
127	OG0000127	YEL006W, YIL006W	genemark-flattened_line_174-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_174-processed-gene-0.4&CDS=1-1431, genemark-flattened_line_414-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_414-processed-gene-0.14&CDS=1-1473
128	OG0000128	YEL034W, YJR047C	genemark-flattened_line_234-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_234-processed-gene-0.60&CDS=1-480, genemark-flattened_line_72-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.34&CDS=1-480
129	OG0000129	YEL038W	augustus_masked-flattened_line_387-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_387-processed-gene-0.13&CDS=1-192, genemark-flattened_line_584-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_584-processed-gene-0.2&CDS=1-786, snap_masked-flattened_line_1214-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_1214-processed-gene-0.2&CDS=1-246
130	OG0000130	YEL041W, YJR049C	genemark-flattened_line_379-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_379-processed-gene-0.3&CDS=1-1953, genemark-flattened_line_50-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.22&CDS=1-1941
131	OG0000131	YEL063C	genemark-flattened_line_214-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_214-processed-gene-0.92&CDS=1-1620, genemark-flattened_line_381-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_381-processed-gene-0.37&CDS=1-1677, genemark-flattened_line_572-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_572-processed-gene-0.7&CDS=1-1680
132	OG0000132	YER015W	genemark-flattened_line_16-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.93&CDS=1-2199, genemark-flattened_line_50-processed-gene-1.4-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-1.4&CDS=1-2211, genemark-flattened_line_90-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.26&CDS=1-2211
133	OG0000133	YER019C-A, YER087C-B	augustus_masked-flattened_line_118-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.76&CDS=1-267, genemark-flattened_line_76-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.115&CDS=1-267
134	OG0000134	YER027C, YGL208W	genemark-flattened_line_32-processed-gene-1.27-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.27&CDS=1-1230, genemark-flattened_line_66-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.62&CDS=1-1629
135	OG0000135	YER028C, YGL209W	genemark-flattened_line_0-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.63&CDS=1-1266, genemark-flattened_line_124-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.52&CDS=1-1260
136	OG0000136	YER031C, YGL210W	genemark-flattened_line_10-processed-gene-2.62-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.62&CDS=1-633, genemark-flattened_line_220-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_220-processed-gene-0.35&CDS=1-633
137	OG0000137	YER037W, YGL224C	genemark-flattened_line_80-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.111&CDS=1-1206, genemark-flattened_line_82-processed-gene-0.170-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.170&CDS=1-1386
138	OG0000138	YER054C, YIL045W	augustus_masked-flattened_line_214-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_214-processed-gene-0.56&CDS=1-1806, augustus_masked-flattened_line_572-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_572-processed-gene-0.5&CDS=1-2499
139	OG0000139	YER056C-A, YIL052C	genemark-flattened_line_158-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_158-processed-gene-0.22&CDS=1-363, snap_masked-flattened_line_34-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.114&CDS=1-357
140	OG0000140	YER057C, YIL051C	genemark-flattened_line_54-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-1.114&CDS=1-480, genemark-flattened_line_70-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.135&CDS=1-384
141	OG0000141	YER073W	genemark-flattened_line_128-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.11&CDS=1-1578, genemark-flattened_line_16-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.79&CDS=1-1578, genemark-flattened_line_288-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_288-processed-gene-0.53&CDS=1-1584
142	OG0000142	YER074W, YIL069C	genemark-flattened_line_16-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.78&CDS=1-405, genemark-flattened_line_60-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.105&CDS=1-405
143	OG0000143	YER129W, YGL179C	genemark-flattened_line_134-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.56&CDS=1-6561, genemark-flattened_line_174-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_174-processed-gene-0.24&CDS=1-6333
144	OG0000144	YER131W, YGL189C	genemark-flattened_line_214-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_214-processed-gene-0.98&CDS=1-363, genemark-flattened_line_474-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_474-processed-gene-0.9&CDS=1-363
145	OG0000145	YFL004W, YPL019C	genemark-flattened_line_172-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_172-processed-gene-0.53&CDS=1-2415, genemark-flattened_line_542-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_542-processed-gene-0.6&CDS=1-2367
146	OG0000146	YFL033C, YJL128C	maker-flattened_line_142-snap-gene-0.132-mRNA-1_1&gene=maker-flattened_line_142-snap-gene-0.132&CDS=1-8832, maker-flattened_line_306-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_306-snap-gene-0.0&CDS=1-9213
147	OG0000147	YFL050C, YOL130W	augustus_masked-flattened_line_162-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.65&CDS=1-1485, genemark-flattened_line_44-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.43&CDS=1-1857
