	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034667_Blastobotrys_serpentis
70	OG0000070	YIR033W, YKL020C	maker-flattened_line_26-augustus-gene-1.184-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-1.184&CDS=1-2991, snap_masked-flattened_line_48-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.137&CDS=1-3273
71	OG0000071	YIR038C	augustus_masked-flattened_line_6-processed-gene-3.197-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.197&CDS=1-1770, snap_masked-flattened_line_96-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.15&CDS=1-690, snap_masked-flattened_line_96-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.16&CDS=1-690
72	OG0000072	YJL110C, YKR034W	snap_masked-flattened_line_26-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.34&CDS=1-789, snap_masked-flattened_line_62-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.119&CDS=1-1011
73	OG0000073	YJL172W, YOL153C	snap_masked-flattened_line_6-processed-gene-3.15-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.15&CDS=1-1761, snap_masked-flattened_line_64-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.59&CDS=1-1761
74	OG0000074	YJR005W, YKL135C	maker-flattened_line_8-augustus-gene-1.140-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.140&CDS=1-4050, snap_masked-flattened_line_26-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.23&CDS=1-2241
75	OG0000075	YKL107W	snap_masked-flattened_line_52-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.124&CDS=1-930, snap_masked-flattened_line_52-processed-gene-0.187-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.187&CDS=1-930, snap_masked-flattened_line_56-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.88&CDS=1-936
76	OG0000076	YKL188C, YPL147W	snap_masked-flattened_line_104-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.119&CDS=1-2364, snap_masked-flattened_line_112-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.90&CDS=1-2106
77	OG0000077	YKR039W	genemark-flattened_line_86-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.142&CDS=1-1752, snap_masked-flattened_line_30-processed-gene-1.107-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.107&CDS=1-1728, snap_masked-flattened_line_68-processed-gene-0.179-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.179&CDS=1-1728
78	OG0000078	YLL028W	snap_masked-flattened_line_12-processed-gene-2.99-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.99&CDS=1-1695, snap_masked-flattened_line_6-processed-gene-3.66-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.66&CDS=1-1698, snap_masked-flattened_line_8-processed-gene-2.198-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.198&CDS=1-1554
79	OG0000079	YLL057C	snap_masked-flattened_line_128-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.23&CDS=1-1128, snap_masked-flattened_line_32-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.32&CDS=1-1122, snap_masked-flattened_line_6-processed-gene-3.68-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.68&CDS=1-1149
80	OG0000080	YLR144C	snap_masked-flattened_line_18-processed-gene-1.139-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.139&CDS=1-3039, snap_masked-flattened_line_30-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.76&CDS=1-3303, snap_masked-flattened_line_52-processed-gene-0.165-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.165&CDS=1-2247
81	OG0000081	YLR237W, YOR071C, YOR192C	augustus_masked-flattened_line_177-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_177-processed-gene-0.6&CDS=1-1572
82	OG0000082	YMR179W	augustus_masked-flattened_line_46-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-1.1&CDS=1-1524, snap_masked-flattened_line_10-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.30&CDS=1-825, snap_masked-flattened_line_70-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.7&CDS=1-1926
83	OG0000083	YMR193W, YMR194W, YPL249C-A	maker-flattened_line_171-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_171-snap-gene-0.0&CDS=1-1056
84	OG0000084	YNL006W, YOL087C	snap_masked-flattened_line_14-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.71&CDS=1-924, snap_masked-flattened_line_22-processed-gene-1.245-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.245&CDS=1-2676
85	OG0000085	YOL055C, YPL258C, YPR121W	snap_masked-flattened_line_36-processed-gene-1.41-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.41&CDS=1-1563
86	OG0000086	YOL152W	snap_masked-flattened_line_36-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.20&CDS=1-1764, snap_masked-flattened_line_8-processed-gene-2.157-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.157&CDS=1-1788, snap_masked-flattened_line_8-processed-gene-2.158-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.158&CDS=1-1758
87	OG0000087	YOR334W, YPL060W	snap_masked-flattened_line_138-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.82&CDS=1-1296, snap_masked-flattened_line_56-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.139&CDS=1-1392
88	OG0000088	YPL088W	maker-flattened_line_2-snap-gene-0.89-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-0.89&CDS=1-1026, snap_masked-flattened_line_22-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.112&CDS=1-1014, snap_masked-flattened_line_56-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.119&CDS=1-999
89	OG0000089	YPL248C	maker-flattened_line_74-snap-gene-0.144-mRNA-1_1&gene=maker-flattened_line_74-snap-gene-0.144&CDS=1-1971, snap_masked-flattened_line_4-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.148&CDS=1-2064, snap_masked-flattened_line_60-processed-gene-0.209-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.209&CDS=1-2223
90	OG0000090	YPR194C	genemark-flattened_line_40-processed-gene-1.175-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.175&CDS=1-2547, snap_masked-flattened_line_161-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.14&CDS=1-2565, snap_masked-flattened_line_2-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.17&CDS=1-2577
91	OG0000091	Q0045, Q0065, Q0070	maker-flattened_line_156-snap-gene-0.30-mRNA-1_1&gene=maker-flattened_line_156-snap-gene-0.30&CDS=1-303
92	OG0000092		augustus_masked-flattened_line_66-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.121&CDS=1-2034, snap_masked-flattened_line_16-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.26&CDS=1-2109, snap_masked-flattened_line_50-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.65&CDS=1-1791, snap_masked-flattened_line_66-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.49&CDS=1-2142
93	OG0000093	YAL007C, YOR016C	snap_masked-flattened_line_10-processed-gene-2.72-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.72&CDS=1-615
94	OG0000094	YAL017W, YOL045W	maker-flattened_line_0-snap-gene-5.283-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-5.283&CDS=1-3009
95	OG0000095	YAL018C, YOL048C	snap_masked-flattened_line_14-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.62&CDS=1-846
96	OG0000096	YAL034C, YOR338W	augustus_masked-flattened_line_56-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.61&CDS=1-978
97	OG0000097	YAL060W, YAL061W	augustus_masked-flattened_line_14-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.125&CDS=1-1149
98	OG0000098	YAL062W, YOR375C	snap_masked-flattened_line_24-processed-gene-1.172-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.172&CDS=1-1380
99	OG0000099	YAR002C-A, YGL002W	snap_masked-flattened_line_62-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.136&CDS=1-639
100	OG0000100	YAR042W, YDL019C	snap_masked-flattened_line_8-processed-gene-2.220-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.220&CDS=1-3342
101	OG0000101	YBL002W, YDR224C	snap_masked-flattened_line_62-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.154&CDS=1-408
102	OG0000102	YBL009W, YGL021W	genemark-flattened_line_4-processed-gene-3.72-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.72&CDS=1-2895
103	OG0000103	YBL027W, YBR084C-A	snap_masked-flattened_line_20-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.123&CDS=1-573
104	OG0000104	YBL056W, YER089C	snap_masked-flattened_line_36-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.31&CDS=1-1284
105	OG0000105	YBL060W	genemark-flattened_line_112-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.11&CDS=1-2784, maker-flattened_line_0-augustus-gene-1.147-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.147&CDS=1-2820
106	OG0000106	YBL067C, YER098W	snap_masked-flattened_line_22-processed-gene-1.250-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.250&CDS=1-2082
107	OG0000107	YBL072C, YER102W	snap_masked-flattened_line_169-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_169-processed-gene-0.28&CDS=1-615
108	OG0000108	YBL079W, YER105C	snap_masked-flattened_line_26-processed-gene-1.61-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.61&CDS=1-4197
109	OG0000109	YBL085W, YER114C	snap_masked-flattened_line_88-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.93&CDS=1-2340
110	OG0000110	YBL087C, YER117W	maker-flattened_line_20-snap-gene-0.52-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.52&CDS=1-414
111	OG0000111	YBL089W, YER119C	augustus_masked-flattened_line_58-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.213&CDS=1-1338
112	OG0000112	YBL091C	snap_masked-flattened_line_132-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_132-processed-gene-0.10&CDS=1-1269, snap_masked-flattened_line_58-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.136&CDS=1-1257
113	OG0000113	YBL106C, YPR032W	snap_masked-flattened_line_20-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.15&CDS=1-2979
114	OG0000114	YBR005W, YDR003W	snap_masked-flattened_line_194-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_194-processed-gene-0.17&CDS=1-504
115	OG0000115	YBR006W	snap_masked-flattened_line_20-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.46&CDS=1-1473, snap_masked-flattened_line_50-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.60&CDS=1-1512
116	OG0000116	YBR008C	snap_masked-flattened_line_159-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.17&CDS=1-1548, snap_masked-flattened_line_82-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.111&CDS=1-1665
117	OG0000117	YBR015C, YJL186W	snap_masked-flattened_line_46-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-1.148&CDS=1-1632
118	OG0000118	YBR020W, YDR009W	snap_masked-flattened_line_16-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.18&CDS=1-1527
119	OG0000119	YBR021W, YIR028W	snap_masked-flattened_line_138-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.77&CDS=1-1656
120	OG0000120	YBR026C	snap_masked-flattened_line_42-processed-gene-1.165-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.165&CDS=1-1074, snap_masked-flattened_line_56-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.138&CDS=1-1116
121	OG0000121	YBR031W, YDR012W	snap_masked-flattened_line_24-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.51&CDS=1-1098
122	OG0000122	YBR033W, YKL038W	genemark-flattened_line_14-processed-gene-2.174-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.174&CDS=1-1743
123	OG0000123	YBR048W, YDR025W	snap_masked-flattened_line_60-processed-gene-0.218-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.218&CDS=1-465
124	OG0000124	YBR054W, YDR033W	snap_masked-flattened_line_0-processed-gene-5.145-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.145&CDS=1-966
125	OG0000125	YBR084W	maker-flattened_line_26-snap-gene-1.1-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.1&CDS=1-2931, snap_masked-flattened_line_6-processed-gene-3.26-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.26&CDS=1-2820
126	OG0000126	YBR089C-A, YPR052C	maker-flattened_line_4-snap-gene-1.154-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.154&CDS=1-312
127	OG0000127	YBR104W, YPR058W	snap_masked-flattened_line_10-processed-gene-2.85-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.85&CDS=1-927
128	OG0000128	YBR118W, YPR080W	genemark-flattened_line_0-processed-gene-4.89-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.89&CDS=1-1377
129	OG0000129	YBR140C, YOL081W	maker-flattened_line_32-snap-gene-1.134-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-1.134&CDS=1-7029
130	OG0000130	YBR147W, YOL092W	genemark-flattened_line_120-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.66&CDS=1-855
131	OG0000131	YBR161W, YPL057C	snap_masked-flattened_line_90-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.23&CDS=1-963
132	OG0000132	YBR169C, YPL106C	snap_masked-flattened_line_2-processed-gene-2.121-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.121&CDS=1-2103
133	OG0000133	YBR172C, YPL105C	snap_masked-flattened_line_2-processed-gene-2.123-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.123&CDS=1-2616
134	OG0000134	YBR181C, YPL090C	snap_masked-flattened_line_30-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.71&CDS=1-723
135	OG0000135	YBR182C, YPL089C	snap_masked-flattened_line_30-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.72&CDS=1-1602
136	OG0000136	YBR183W, YPL087W	maker-flattened_line_98-snap-gene-0.143-mRNA-1_1&gene=maker-flattened_line_98-snap-gene-0.143&CDS=1-840
137	OG0000137	YBR189W, YPL081W	maker-flattened_line_10-snap-gene-0.52-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-0.52&CDS=1-1035
138	OG0000138	YBR199W	snap_masked-flattened_line_14-processed-gene-1.99-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.99&CDS=1-1272, snap_masked-flattened_line_56-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.90&CDS=1-1020
139	OG0000139	YBR214W, YGL056C	snap_masked-flattened_line_104-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.100&CDS=1-1380
140	OG0000140	YBR216C, YGL060W	augustus_masked-flattened_line_70-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.106&CDS=1-1899
141	OG0000141	YBR218C, YGL062W	snap_masked-flattened_line_110-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.94&CDS=1-3459
142	OG0000142	YBR238C, YGL107C	snap_masked-flattened_line_30-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.119&CDS=1-1698
143	OG0000143	YBR239C	genemark-flattened_line_48-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.34&CDS=1-1647, snap_masked-flattened_line_24-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.68&CDS=1-1362
144	OG0000144	YBR241C, YGL104C	snap_masked-flattened_line_48-processed-gene-0.191-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.191&CDS=1-1416
145	OG0000145	YBR242W, YGL101W	genemark-flattened_line_138-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.16&CDS=1-681
146	OG0000146	YBR270C, YJL058C	genemark-flattened_line_6-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.127&CDS=1-1707
147	OG0000147	YBR273C, YJL048C	snap_masked-flattened_line_183-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_183-processed-gene-0.18&CDS=1-1326
148	OG0000148	YBR294W, YLR092W	snap_masked-flattened_line_74-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.50&CDS=1-2439
149	OG0000149	YCL011C, YNL004W	snap_masked-flattened_line_8-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.15&CDS=1-1245
150	OG0000150	YCL024W, YDR507C	maker-flattened_line_146-snap-gene-0.48-mRNA-1_1&gene=maker-flattened_line_146-snap-gene-0.48&CDS=1-2832
151	OG0000151	YCL035C, YDR513W	maker-flattened_line_18-snap-gene-1.259-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.259&CDS=1-291
152	OG0000152	YCL036W, YDR514C	snap_masked-flattened_line_56-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.106&CDS=1-924
153	OG0000153	YCL037C, YDR515W	snap_masked-flattened_line_30-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.84&CDS=1-1392
154	OG0000154	YCL040W, YDR516C	snap_masked-flattened_line_10-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.31&CDS=1-1386
155	OG0000155	YCL050C, YDR530C	snap_masked-flattened_line_56-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.159&CDS=1-933
156	OG0000156	YCL066W, YCR040W	snap_masked-flattened_line_10-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.39&CDS=1-894
157	OG0000157	YCR014C	snap_masked-flattened_line_108-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.76&CDS=1-1509, snap_masked-flattened_line_32-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.29&CDS=1-1722
158	OG0000158	YCR024C	augustus_masked-flattened_line_72-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.170&CDS=1-1356, maker-flattened_line_2-snap-gene-0.88-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-0.88&CDS=1-3657
159	OG0000159	YCR026C, YEL016C	snap_masked-flattened_line_82-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.143&CDS=1-2088
160	OG0000160	YCR027C	augustus_masked-flattened_line_12-processed-gene-2.178-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.178&CDS=1-552, snap_masked-flattened_line_70-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.24&CDS=1-555
161	OG0000161	YCR031C, YJL191W	maker-flattened_line_76-snap-gene-0.81-mRNA-1_1&gene=maker-flattened_line_76-snap-gene-0.81&CDS=1-1410
162	OG0000162	YCR073C, YNR031C	snap_masked-flattened_line_104-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.108&CDS=1-4317
163	OG0000163	YDL022W, YOL059W	snap_masked-flattened_line_98-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.64&CDS=1-1125
164	OG0000164	YDL042C, YOL068C	snap_masked-flattened_line_44-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.10&CDS=1-1563
165	OG0000165	YDL048C, YLR375W	snap_masked-flattened_line_36-processed-gene-1.45-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.45&CDS=1-915
166	OG0000166	YDL061C, YLR388W	genemark-flattened_line_22-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.42&CDS=1-168
