	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034665_Kodamaea_laetipori
669	OG0000669	YBR199W	augustus_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-5.53&CDS=1-1383
670	OG0000670	YBR200W	snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-4.45-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-4.45&CDS=1-1914
671	OG0000671	YBR202W	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-1.77&CDS=1-2367
672	OG0000672	YBR203W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-18.115-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-18.115&CDS=1-2214
673	OG0000673	YBR204C	snap_masked-NODE_25_length_107399_cov_18.061_ID_49-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_25_length_107399_cov_18.061_ID_49-processed-gene-0.119&CDS=1-1896
674	OG0000674	YBR207W	genemark-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-7.21-mRNA-1_1&gene=genemark-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-7.21&CDS=1-1167
675	OG0000675	YBR208C	snap_masked-NODE_25_length_107399_cov_18.061_ID_49-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_25_length_107399_cov_18.061_ID_49-processed-gene-0.129&CDS=1-5457
676	OG0000676	YBR212W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-4.82-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-4.82&CDS=1-1926
677	OG0000677	YBR213W	augustus_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-4.5&CDS=1-954
678	OG0000678	YBR215W	augustus_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-1.107&CDS=1-1239
679	OG0000679	YBR217W	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-1.73&CDS=1-435
680	OG0000680	YBR220C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-10.105-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-10.105&CDS=1-1686
681	OG0000681	YBR221C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-10.104-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-10.104&CDS=1-1131
682	OG0000682	YBR223C	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-3.73-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-3.73&CDS=1-1623
683	OG0000683	YBR229C	snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-0.72&CDS=1-2826
684	OG0000684	YBR231C	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-6.107-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-6.107&CDS=1-909
685	OG0000685	YBR233W	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-6.108-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-6.108&CDS=1-1590
686	OG0000686	YBR233W-A	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-1.93-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-1.93&CDS=1-234
687	OG0000687	YBR234C	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-1.90&CDS=1-1134
688	OG0000688	YBR235W	augustus_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-4.38&CDS=1-6450
689	OG0000689	YBR236C	snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-1.56&CDS=1-1590
690	OG0000690	YBR241C	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-3.65&CDS=1-1416
691	OG0000691	YBR243C	augustus_masked-NODE_21_length_147534_cov_18.2628_ID_41-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_21_length_147534_cov_18.2628_ID_41-processed-gene-0.74&CDS=1-1485
692	OG0000692	YBR246W	snap_masked-NODE_21_length_147534_cov_18.2628_ID_41-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_21_length_147534_cov_18.2628_ID_41-processed-gene-0.40&CDS=1-1026
693	OG0000693	YBR247C	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-3.44&CDS=1-1371
694	OG0000694	YBR248C	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-3.41-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-3.41&CDS=1-1719
695	OG0000695	YBR249C	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-6.90-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-6.90&CDS=1-1092
696	OG0000696	YBR251W	augustus_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-3.53&CDS=1-846
697	OG0000697	YBR254C	snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-1.65&CDS=1-576
698	OG0000698	YBR255W	augustus_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-1.108&CDS=1-2385
699	OG0000699	YBR256C	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-1.35&CDS=1-711
700	OG0000700	YBR257W	augustus_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-9.131-mRNA-1_1&gene=augustus_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-9.131&CDS=1-807
701	OG0000701	YBR260C	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-4.81-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-4.81&CDS=1-1842
702	OG0000702	YBR261C	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-1.82&CDS=1-738
703	OG0000703	YBR263W	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-3.70-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-3.70&CDS=1-1461
704	OG0000704	YBR265W	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-6.91-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-6.91&CDS=1-945
705	OG0000705	YBR267W	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-6.95-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-6.95&CDS=1-1200
706	OG0000706	YBR268W	snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-6.41-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-6.41&CDS=1-282
707	OG0000707	YBR271W	snap_masked-NODE_20_length_154717_cov_20.4798_ID_39-processed-gene-0.192-mRNA-1_1&gene=snap_masked-NODE_20_length_154717_cov_20.4798_ID_39-processed-gene-0.192&CDS=1-1209
708	OG0000708	YBR275C	snap_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-0.90&CDS=1-5142
709	OG0000709	YBR276C	snap_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-1.119&CDS=1-2721
710	OG0000710	YBR279W	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-8.106-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-8.106&CDS=1-1278
711	OG0000711	YBR281C	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.45-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.45&CDS=1-2952
712	OG0000712	YBR282W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-8.26-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-8.26&CDS=1-516
713	OG0000713	YBR283C	augustus_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-6.74&CDS=1-1482
714	OG0000714	YBR286W	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-8.105-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-8.105&CDS=1-1578
715	OG0000715	YBR288C	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-9.76-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-9.76&CDS=1-1659
716	OG0000716	YBR289W	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.61&CDS=1-2241
717	OG0000717	YBR291C	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.76&CDS=1-876
718	OG0000718	YBR293W	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-6.88-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-6.88&CDS=1-1701
719	OG0000719	YBR296C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-10.110-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-10.110&CDS=1-1752
720	OG0000720	YCL004W	snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.171-mRNA-1_1&gene=snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.171&CDS=1-1872
721	OG0000721	YCL005W-A	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-4.73-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-4.73&CDS=1-213
722	OG0000722	YCL009C	augustus_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-4.88&CDS=1-906
723	OG0000723	YCL010C	snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.172-mRNA-1_1&gene=snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.172&CDS=1-909
724	OG0000724	YCL012C	snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.174-mRNA-1_1&gene=snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.174&CDS=1-546
725	OG0000725	YCL014W	snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.175-mRNA-1_1&gene=snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.175&CDS=1-4560
726	OG0000726	YCL017C	snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.218-mRNA-1_1&gene=snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.218&CDS=1-1404
727	OG0000727	YCL018W	snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.217-mRNA-1_1&gene=snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.217&CDS=1-1098
728	OG0000728	YCL030C	snap_masked-NODE_24_length_108921_cov_21.3027_ID_47-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_24_length_108921_cov_21.3027_ID_47-processed-gene-0.124&CDS=1-2556
729	OG0000729	YCL031C	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-4.30-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-4.30&CDS=1-846
730	OG0000730	YCL032W	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-8.30-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-8.30&CDS=1-1560
731	OG0000731	YCL033C	augustus_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.121&CDS=1-387
732	OG0000732	YCL034W	snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.47-mRNA-1_1&gene=snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.47&CDS=1-1338
733	OG0000733	YCL039W	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-0.11&CDS=1-2247
734	OG0000734	YCL043C	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-1.2&CDS=1-1692
735	OG0000735	YCL045C	snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-3.91&CDS=1-2547
736	OG0000736	YCL047C	augustus_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-12.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-12.77&CDS=1-807
737	OG0000737	YCL054W	snap_masked-NODE_23_length_136047_cov_18.9773_ID_45-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_23_length_136047_cov_18.9773_ID_45-processed-gene-0.126&CDS=1-2475
738	OG0000738	YCL055W	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-0.81&CDS=1-1023
739	OG0000739	YCL057C-A	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-8.72-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-8.72&CDS=1-249
740	OG0000740	YCL057W	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-3.85-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-3.85&CDS=1-2043
741	OG0000741	YCL059C	snap_masked-NODE_18_length_186838_cov_20.1711_ID_35-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_18_length_186838_cov_20.1711_ID_35-processed-gene-0.94&CDS=1-996
742	OG0000742	YCL061C	snap_masked-NODE_18_length_186838_cov_20.1711_ID_35-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_18_length_186838_cov_20.1711_ID_35-processed-gene-0.136&CDS=1-3375
743	OG0000743	YCR002C	snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-3.100-mRNA-1_1&gene=snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-3.100&CDS=1-1068
744	OG0000744	YCR003W	snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-3.80-mRNA-1_1&gene=snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-3.80&CDS=1-558
745	OG0000745	YCR008W	augustus_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.111&CDS=1-1986
746	OG0000746	YCR009C	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-0.60&CDS=1-795
747	OG0000747	YCR011C	snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.63-mRNA-1_1&gene=snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.63&CDS=1-3081
748	OG0000748	YCR012W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-15.6-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-15.6&CDS=1-1248
749	OG0000749	YCR015C	snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-0.61&CDS=1-726
750	OG0000750	YCR016W	snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-0.80&CDS=1-1029
751	OG0000751	YCR017C	snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-1.36&CDS=1-2877
752	OG0000752	YCR019W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-8.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-8.12&CDS=1-1020
753	OG0000753	YCR020C-A	snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.119-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.119&CDS=1-249
754	OG0000754	YCR021C	snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-0.1&CDS=1-987
755	OG0000755	YCR024C	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-2.60-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-2.60&CDS=1-1338
756	OG0000756	YCR027C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-5.32-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-5.32&CDS=1-543
757	OG0000757	YCR028C-A	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.51-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.51&CDS=1-393
758	OG0000758	YCR030C	snap_masked-NODE_24_length_108921_cov_21.3027_ID_47-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_24_length_108921_cov_21.3027_ID_47-processed-gene-0.135&CDS=1-3108
759	OG0000759	YCR032W	snap_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-2.47&CDS=1-6366
760	OG0000760	YCR033W	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-0.56&CDS=1-3225
761	OG0000761	YCR034W	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-0.48&CDS=1-987
762	OG0000762	YCR035C	snap_masked-NODE_27_length_84593_cov_17.7132_ID_53-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_27_length_84593_cov_17.7132_ID_53-processed-gene-0.35&CDS=1-942
763	OG0000763	YCR036W	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-0.62&CDS=1-975
764	OG0000764	YCR042C	maker-NODE_2_length_1366927_cov_17.7151_ID_3-snap-gene-9.45-mRNA-1_1&gene=maker-NODE_2_length_1366927_cov_17.7151_ID_3-snap-gene-9.45&CDS=1-5244
765	OG0000765	YCR044C	augustus_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-6.80&CDS=1-1176
766	OG0000766	YCR046C	snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.120-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.120&CDS=1-525
767	OG0000767	YCR047C	snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.121-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.121&CDS=1-807
768	OG0000768	YCR051W	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-5.49-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-5.49&CDS=1-657
769	OG0000769	YCR053W	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-3.52-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-3.52&CDS=1-1521
770	OG0000770	YCR054C	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-3.70-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-3.70&CDS=1-1446
771	OG0000771	YCR057C	snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-1.70&CDS=1-2730
772	OG0000772	YCR059C	maker-NODE_17_length_236945_cov_17.6332_ID_33-snap-gene-1.123-mRNA-1_1&gene=maker-NODE_17_length_236945_cov_17.6332_ID_33-snap-gene-1.123&CDS=1-828
773	OG0000773	YCR060W	genemark-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-1.164-mRNA-1_1&gene=genemark-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-1.164&CDS=1-819
774	OG0000774	YCR061W	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.96-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.96&CDS=1-1728
775	OG0000775	YCR063W	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.78&CDS=1-471
776	OG0000776	YCR065W	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.64&CDS=1-1653
777	OG0000777	YCR066W	genemark-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-5.107-mRNA-1_1&gene=genemark-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-5.107&CDS=1-1434
778	OG0000778	YCR068W	augustus_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-5.75&CDS=1-1752
779	OG0000779	YCR071C	maker-NODE_8_length_789900_cov_17.6408_ID_15-augustus-gene-6.251-mRNA-1_1&gene=maker-NODE_8_length_789900_cov_17.6408_ID_15-augustus-gene-6.251&CDS=1-2505
780	OG0000780	YCR072C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-10.116-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-10.116&CDS=1-1542
781	OG0000781	YCR077C	snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-6.71-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-6.71&CDS=1-2439
782	OG0000782	YCR079W	augustus_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-1.64&CDS=1-1296
783	OG0000783	YCR081W	genemark-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-6.191-mRNA-1_1&gene=genemark-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-6.191&CDS=1-4647
784	OG0000784	YCR084C	snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.36-mRNA-1_1&gene=snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.36&CDS=1-2085
