	OrthologID	Kazachstania_naganishii	Saccharomyces_cerevisiae
76	OG0000076	genemark-HE978317-processed-gene-3.84-mRNA-1_1&gene=genemark-HE978317-processed-gene-3.84&CDS=1-936, genemark-HE978326-processed-gene-0.57-mRNA-1_1&gene=genemark-HE978326-processed-gene-0.57&CDS=1-1692	YER133W, YPL179W
77	OG0000077	augustus_masked-HE978317-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-4.28&CDS=1-801, augustus_masked-HE978318-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-6.102&CDS=1-999	YGL162W, YPR009W
78	OG0000078	genemark-HE978317-processed-gene-5.152-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.152&CDS=1-1452, genemark-HE978322-processed-gene-0.87-mRNA-1_1&gene=genemark-HE978322-processed-gene-0.87&CDS=1-1458	YFR053C, YGL253W
79	OG0000079	augustus_masked-HE978321-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-0.63&CDS=1-2235, genemark-HE978317-processed-gene-5.128-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.128&CDS=1-2442	YKL072W, YMR053C
80	OG0000080	augustus_masked-HE978317-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-5.99&CDS=1-2319, genemark-HE978322-processed-gene-4.129-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.129&CDS=1-1692	YIR031C, YNL117W
81	OG0000081	genemark-HE978317-processed-gene-8.46-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.46&CDS=1-1212, genemark-HE978319-processed-gene-4.10-mRNA-1_1&gene=genemark-HE978319-processed-gene-4.10&CDS=1-1161	YGL082W, YPL191C
82	OG0000082	augustus_masked-HE978317-processed-gene-8.142-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-8.142&CDS=1-993, genemark-HE978319-processed-gene-3.80-mRNA-1_1&gene=genemark-HE978319-processed-gene-3.80&CDS=1-1749	YGL071W, YPL202C
83	OG0000083	maker-HE978325-snap-gene-3.148-mRNA-1_1&gene=maker-HE978325-snap-gene-3.148&CDS=1-1926, snap_masked-HE978318-processed-gene-0.99-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-0.99&CDS=1-1551	YER073W, YOR374W
84	OG0000084	genemark-HE978318-processed-gene-1.68-mRNA-1_1&gene=genemark-HE978318-processed-gene-1.68&CDS=1-1191, genemark-HE978320-processed-gene-6.155-mRNA-1_1&gene=genemark-HE978320-processed-gene-6.155&CDS=1-1200	YHR179W, YPL171C
85	OG0000085	augustus_masked-HE978318-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-3.110&CDS=1-1284, snap_masked-HE978326-processed-gene-3.12-mRNA-1_1&gene=snap_masked-HE978326-processed-gene-3.12&CDS=1-1569	YIL135C, YNL074C
86	OG0000086	genemark-HE978318-processed-gene-3.78-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.78&CDS=1-600, genemark-HE978326-processed-gene-3.59-mRNA-1_1&gene=genemark-HE978326-processed-gene-3.59&CDS=1-600	YIL133C, YNL069C
87	OG0000087	genemark-HE978318-processed-gene-3.61-mRNA-1_1&gene=genemark-HE978318-processed-gene-3.61&CDS=1-4077, genemark-HE978323-processed-gene-4.94-mRNA-1_1&gene=genemark-HE978323-processed-gene-4.94&CDS=1-4908	YIL126W, YOR290C
88	OG0000088	augustus_masked-HE978318-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-5.57&CDS=1-4068, genemark-HE978325-processed-gene-2.11-mRNA-1_1&gene=genemark-HE978325-processed-gene-2.11&CDS=1-2139	YER017C, YMR089C
89	OG0000089	genemark-HE978318-processed-gene-5.37-mRNA-1_1&gene=genemark-HE978318-processed-gene-5.37&CDS=1-2244, genemark-HE978326-processed-gene-2.58-mRNA-1_1&gene=genemark-HE978326-processed-gene-2.58&CDS=1-1794	YLR260W, YOR171C
90	OG0000090	snap_masked-HE978318-processed-gene-7.36-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-7.36&CDS=1-1623	YHR216W, YLR432W, YML056C
91	OG0000091	snap_masked-HE978319-processed-gene-2.19-mRNA-1_1&gene=snap_masked-HE978319-processed-gene-2.19&CDS=1-318, snap_masked-HE978321-processed-gene-6.61-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-6.61&CDS=1-318	YHR141C, YNL162W
92	OG0000092	genemark-HE978321-processed-gene-6.197-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.197&CDS=1-1011, snap_masked-HE978319-processed-gene-2.21-mRNA-1_1&gene=snap_masked-HE978319-processed-gene-2.21&CDS=1-1116	YHR139C, YNL160W
93	OG0000093	genemark-HE978319-processed-gene-2.80-mRNA-1_1&gene=genemark-HE978319-processed-gene-2.80&CDS=1-1761, genemark-HE978321-processed-gene-6.192-mRNA-1_1&gene=genemark-HE978321-processed-gene-6.192&CDS=1-2295	YHR131C, YNL144C
94	OG0000094	genemark-HE978319-processed-gene-4.29-mRNA-1_1&gene=genemark-HE978319-processed-gene-4.29&CDS=1-3543, maker-HE978326-augustus-gene-1.2-mRNA-1_1&gene=maker-HE978326-augustus-gene-1.2&CDS=1-5196	YBR218C, YGL062W
95	OG0000095	augustus_masked-HE978319-processed-gene-6.247-mRNA-1_1&gene=augustus_masked-HE978319-processed-gene-6.247&CDS=1-246, snap_masked-HE978319-processed-gene-5.9-mRNA-1_1&gene=snap_masked-HE978319-processed-gene-5.9&CDS=1-246	YHR021C, YKL156W
96	OG0000096	genemark-HE978319-processed-gene-5.84-mRNA-1_1&gene=genemark-HE978319-processed-gene-5.84&CDS=1-849, genemark-HE978326-processed-gene-1.77-mRNA-1_1&gene=genemark-HE978326-processed-gene-1.77&CDS=1-840	YLR284C, YOR180C
97	OG0000097	genemark-HE978323-processed-gene-4.103-mRNA-1_1&gene=genemark-HE978323-processed-gene-4.103&CDS=1-2871, snap_masked-HE978320-processed-gene-1.116-mRNA-1_1&gene=snap_masked-HE978320-processed-gene-1.116&CDS=1-2916	YBR084W, YGR204W
98	OG0000098	genemark-HE978320-processed-gene-1.56-mRNA-1_1&gene=genemark-HE978320-processed-gene-1.56&CDS=1-996, genemark-HE978326-processed-gene-3.87-mRNA-1_1&gene=genemark-HE978326-processed-gene-3.87&CDS=1-993	YGR192C, YJR009C
99	OG0000099	genemark-HE978320-processed-gene-2.35-mRNA-1_1&gene=genemark-HE978320-processed-gene-2.35&CDS=1-4203, genemark-HE978325-processed-gene-1.106-mRNA-1_1&gene=genemark-HE978325-processed-gene-1.106&CDS=1-4140	YIL013C, YOR011W
100	OG0000100	augustus_masked-HE978320-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-HE978320-processed-gene-4.2&CDS=1-1215, augustus_masked-HE978321-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-5.35&CDS=1-1281	YDR085C, YER158C
101	OG0000101	genemark-HE978326-processed-gene-2.63-mRNA-1_1&gene=genemark-HE978326-processed-gene-2.63&CDS=1-1563, snap_masked-HE978320-processed-gene-4.110-mRNA-1_1&gene=snap_masked-HE978320-processed-gene-4.110&CDS=1-1668	YDR111C, YLR089C
102	OG0000102	genemark-HE978320-processed-gene-5.26-mRNA-1_1&gene=genemark-HE978320-processed-gene-5.26&CDS=1-411, snap_masked-HE978322-processed-gene-2.8-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-2.8&CDS=1-456	YDR134C, YLR110C
103	OG0000103	genemark-HE978326-processed-gene-4.186-mRNA-1_1&gene=genemark-HE978326-processed-gene-4.186&CDS=1-2640, snap_masked-HE978320-processed-gene-6.280-mRNA-1_1&gene=snap_masked-HE978320-processed-gene-6.280&CDS=1-2487	YMR054W, YOR270C
104	OG0000104	genemark-HE978320-processed-gene-6.200-mRNA-1_1&gene=genemark-HE978320-processed-gene-6.200&CDS=1-1626, genemark-HE978323-processed-gene-0.92-mRNA-1_1&gene=genemark-HE978323-processed-gene-0.92&CDS=1-1650	YML116W, YMR279C
105	OG0000105	genemark-HE978326-processed-gene-4.175-mRNA-1_1&gene=genemark-HE978326-processed-gene-4.175&CDS=1-3450, snap_masked-HE978321-processed-gene-0.34-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-0.34&CDS=1-2715	YIR033W, YKL020C
106	OG0000106	snap_masked-HE978321-processed-gene-1.129-mRNA-1_1&gene=snap_masked-HE978321-processed-gene-1.129&CDS=1-567, snap_masked-HE978323-processed-gene-4.58-mRNA-1_1&gene=snap_masked-HE978323-processed-gene-4.58&CDS=1-573	YBL027W, YBR084C-A
107	OG0000107	maker-HE978321-augustus-gene-2.145-mRNA-1_1&gene=maker-HE978321-augustus-gene-2.145&CDS=1-2184, maker-HE978323-snap-gene-4.86-mRNA-1_1&gene=maker-HE978323-snap-gene-4.86&CDS=1-3549	YBR068C, YDR046C
108	OG0000108	genemark-HE978321-processed-gene-2.51-mRNA-1_1&gene=genemark-HE978321-processed-gene-2.51&CDS=1-3291	YDR038C, YDR039C, YDR040C
109	OG0000109	genemark-HE978321-processed-gene-2.83-mRNA-1_1&gene=genemark-HE978321-processed-gene-2.83&CDS=1-471, genemark-HE978323-processed-gene-1.44-mRNA-1_1&gene=genemark-HE978323-processed-gene-1.44&CDS=1-471	YBR048W, YDR025W
110	OG0000110	genemark-HE978321-processed-gene-3.64-mRNA-1_1&gene=genemark-HE978321-processed-gene-3.64&CDS=1-309, genemark-HE978323-processed-gene-1.26-mRNA-1_1&gene=genemark-HE978323-processed-gene-1.26&CDS=1-309	YBR009C, YNL030W
111	OG0000111	augustus_masked-HE978321-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-HE978321-processed-gene-5.9&CDS=1-939, snap_masked-HE978325-processed-gene-2.135-mRNA-1_1&gene=snap_masked-HE978325-processed-gene-2.135&CDS=1-762	YFR031C-A, YIL018W
112	OG0000112	genemark-HE978322-processed-gene-1.109-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.109&CDS=1-573, genemark-HE978326-processed-gene-3.77-mRNA-1_1&gene=genemark-HE978326-processed-gene-3.77&CDS=1-573	YGL147C, YNL067W
113	OG0000113	genemark-HE978322-processed-gene-1.105-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.105&CDS=1-330	YDR139C, YIL148W, YKR094C
114	OG0000114	genemark-HE978322-processed-gene-4.126-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.126&CDS=1-1137	YCR102C, YLR460C, YNL134C
115	OG0000115	augustus_masked-HE978323-processed-gene-4.242-mRNA-1_1&gene=augustus_masked-HE978323-processed-gene-4.242&CDS=1-1422, genemark-HE978322-processed-gene-5.48-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.48&CDS=1-3801	YLL021W, YLR313C
116	OG0000116	genemark-HE978324-processed-gene-1.95-mRNA-1_1&gene=genemark-HE978324-processed-gene-1.95&CDS=1-9234, snap_masked-HE978324-processed-gene-4.3-mRNA-1_1&gene=snap_masked-HE978324-processed-gene-4.3&CDS=1-9135	YBR140C, YOL081W
117	OG0000117	genemark-HE978324-processed-gene-2.21-mRNA-1_1&gene=genemark-HE978324-processed-gene-2.21&CDS=1-1251, genemark-HE978324-processed-gene-3.46-mRNA-1_1&gene=genemark-HE978324-processed-gene-3.46&CDS=1-1179	YDL022W, YOL059W
118	OG0000118	genemark-HE978324-processed-gene-2.46-mRNA-1_1&gene=genemark-HE978324-processed-gene-2.46&CDS=1-1671	YOL055C, YPL258C, YPR121W
119	OG0000119	genemark-HE978324-processed-gene-3.18-mRNA-1_1&gene=genemark-HE978324-processed-gene-3.18&CDS=1-4068, snap_masked-HE978324-processed-gene-2.133-mRNA-1_1&gene=snap_masked-HE978324-processed-gene-2.133&CDS=1-3645	YAR042W, YDL019C
120	OG0000120	genemark-HE978324-processed-gene-2.50-mRNA-1_1&gene=genemark-HE978324-processed-gene-2.50&CDS=1-1566, genemark-HE978324-processed-gene-3.8-mRNA-1_1&gene=genemark-HE978324-processed-gene-3.8&CDS=1-1548	YBR020W, YDR009W
121	OG0000121	augustus_masked-HE978324-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-HE978324-processed-gene-4.162&CDS=1-1230, genemark-HE978326-processed-gene-2.65-mRNA-1_1&gene=genemark-HE978326-processed-gene-2.65&CDS=1-942	YDR492W, YOL002C
122	OG0000122	genemark-HE978325-processed-gene-1.97-mRNA-1_1&gene=genemark-HE978325-processed-gene-1.97&CDS=1-690, genemark-HE978325-processed-gene-1.99-mRNA-1_1&gene=genemark-HE978325-processed-gene-1.99&CDS=1-765	YER011W, YOR010C
123	OG0000123	augustus_masked-HE978325-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-HE978325-processed-gene-2.75&CDS=1-1020, maker-HE978325-augustus-gene-2.164-mRNA-1_1&gene=maker-HE978325-augustus-gene-2.164&CDS=1-3450	YFR038W, YPL088W
124	OG0000124		YAR066W, YHR214W, YIL169C, YOL155C
125	OG0000125	maker-HE978314-snap-gene-0.94-mRNA-1_1&gene=maker-HE978314-snap-gene-0.94&CDS=1-969	YNL301C, YOL120C
126	OG0000126	genemark-HE978314-processed-gene-0.112-mRNA-1_1&gene=genemark-HE978314-processed-gene-0.112&CDS=1-1578, genemark-HE978324-processed-gene-4.137-mRNA-1_1&gene=genemark-HE978324-processed-gene-4.137&CDS=1-1896	YOL115W
127	OG0000127	augustus_masked-HE978314-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-HE978314-processed-gene-0.88&CDS=1-2340, snap_masked-HE978318-processed-gene-1.95-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-1.95&CDS=1-2943	YHR154W
128	OG0000128	genemark-HE978314-processed-gene-1.86-mRNA-1_1&gene=genemark-HE978314-processed-gene-1.86&CDS=1-1977	YBR182C, YPL089C
129	OG0000129	genemark-HE978314-processed-gene-1.66-mRNA-1_1&gene=genemark-HE978314-processed-gene-1.66&CDS=1-1023	YBR183W, YPL087W
130	OG0000130	augustus_masked-HE978314-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-HE978314-processed-gene-2.83&CDS=1-2580, augustus_masked-HE978314-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-HE978314-processed-gene-5.83&CDS=1-2328	YPL032C
131	OG0000131	genemark-HE978314-processed-gene-2.36-mRNA-1_1&gene=genemark-HE978314-processed-gene-2.36&CDS=1-1263	YDR247W, YPL026C
132	OG0000132	maker-HE978314-snap-gene-2.1-mRNA-1_1&gene=maker-HE978314-snap-gene-2.1&CDS=1-1344, maker-HE978314-snap-gene-6.119-mRNA-1_1&gene=maker-HE978314-snap-gene-6.119&CDS=1-2178	YLR228C
133	OG0000133	maker-HE978314-snap-gene-3.88-mRNA-1_1&gene=maker-HE978314-snap-gene-3.88&CDS=1-3378	YOR231W, YPL140C
134	OG0000134	genemark-HE978314-processed-gene-3.110-mRNA-1_1&gene=genemark-HE978314-processed-gene-3.110&CDS=1-492	YOR226C, YPL135W
135	OG0000135	augustus_masked-HE978314-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-HE978314-processed-gene-4.22&CDS=1-2019, snap_masked-HE978323-processed-gene-2.12-mRNA-1_1&gene=snap_masked-HE978323-processed-gene-2.12&CDS=1-2547	YOR208W
136	OG0000136	genemark-HE978314-processed-gene-4.77-mRNA-1_1&gene=genemark-HE978314-processed-gene-4.77&CDS=1-1842, genemark-HE978321-processed-gene-2.91-mRNA-1_1&gene=genemark-HE978321-processed-gene-2.91&CDS=1-1863	YOR204W
137	OG0000137	genemark-HE978314-processed-gene-6.99-mRNA-1_1&gene=genemark-HE978314-processed-gene-6.99&CDS=1-1281	YDR222W, YLR225C
138	OG0000138	genemark-HE978314-processed-gene-6.87-mRNA-1_1&gene=genemark-HE978314-processed-gene-6.87&CDS=1-1665	YDR200C, YLR238W
139	OG0000139	genemark-HE978314-processed-gene-7.60-mRNA-1_1&gene=genemark-HE978314-processed-gene-7.60&CDS=1-870	YDR151C, YLR136C
140	OG0000140	genemark-HE978314-processed-gene-7.63-mRNA-1_1&gene=genemark-HE978314-processed-gene-7.63&CDS=1-1185, genemark-HE978320-processed-gene-5.35-mRNA-1_1&gene=genemark-HE978320-processed-gene-5.35&CDS=1-1209	YLR130C
141	OG0000141	genemark-HE978314-processed-gene-8.81-mRNA-1_1&gene=genemark-HE978314-processed-gene-8.81&CDS=1-2364, genemark-HE978321-processed-gene-3.91-mRNA-1_1&gene=genemark-HE978321-processed-gene-3.91&CDS=1-1776	YNL020C
142	OG0000142	maker-HE978314-snap-gene-8.48-mRNA-1_1&gene=maker-HE978314-snap-gene-8.48&CDS=1-4755	YDL093W, YDL095W
143	OG0000143	genemark-HE978314-processed-gene-9.104-mRNA-1_1&gene=genemark-HE978314-processed-gene-9.104&CDS=1-612	YLR029C, YMR121C
144	OG0000144	genemark-HE978314-processed-gene-9.105-mRNA-1_1&gene=genemark-HE978314-processed-gene-9.105&CDS=1-1776, genemark-HE978318-processed-gene-4.115-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.115&CDS=1-1776	YLR028C
145	OG0000145	genemark-HE978314-processed-gene-9.137-mRNA-1_1&gene=genemark-HE978314-processed-gene-9.137&CDS=1-2040, genemark-HE978318-processed-gene-4.147-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.147&CDS=1-2079	YMR108W
146	OG0000146	genemark-HE978314-processed-gene-9.112-mRNA-1_1&gene=genemark-HE978314-processed-gene-9.112&CDS=1-1710, genemark-HE978318-processed-gene-4.123-mRNA-1_1&gene=genemark-HE978318-processed-gene-4.123&CDS=1-1707	YMR105C
147	OG0000147	genemark-HE978314-processed-gene-10.51-mRNA-1_1&gene=genemark-HE978314-processed-gene-10.51&CDS=1-405	YHL001W, YKL006W
148	OG0000148	genemark-HE978315-processed-gene-10.124-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.124&CDS=1-1824, snap_masked-HE978314-processed-gene-10.12-mRNA-1_1&gene=snap_masked-HE978314-processed-gene-10.12&CDS=1-648	YGR013W
149	OG0000149	genemark-HE978314-processed-gene-10.57-mRNA-1_1&gene=genemark-HE978314-processed-gene-10.57&CDS=1-2373, genemark-HE978315-processed-gene-10.119-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.119&CDS=1-2508	YHL007C
150	OG0000150	genemark-HE978314-processed-gene-11.102-mRNA-1_1&gene=genemark-HE978314-processed-gene-11.102&CDS=1-960, genemark-HE978316-processed-gene-11.50-mRNA-1_1&gene=genemark-HE978316-processed-gene-11.50&CDS=1-960	YHL011C
151	OG0000151	genemark-HE978314-processed-gene-11.158-mRNA-1_1&gene=genemark-HE978314-processed-gene-11.158&CDS=1-2037, genemark-HE978315-processed-gene-2.121-mRNA-1_1&gene=genemark-HE978315-processed-gene-2.121&CDS=1-2070	YPR074C
152	OG0000152	genemark-HE978314-processed-gene-11.168-mRNA-1_1&gene=genemark-HE978314-processed-gene-11.168&CDS=1-522	YGR085C, YPR102C
153	OG0000153	genemark-HE978315-processed-gene-2.106-mRNA-1_1&gene=genemark-HE978315-processed-gene-2.106&CDS=1-990, snap_masked-HE978314-processed-gene-11.281-mRNA-1_1&gene=snap_masked-HE978314-processed-gene-11.281&CDS=1-1014	YGR086C
154	OG0000154	genemark-HE978314-processed-gene-11.128-mRNA-1_1&gene=genemark-HE978314-processed-gene-11.128&CDS=1-1038, genemark-HE978314-processed-gene-11.184-mRNA-1_1&gene=genemark-HE978314-processed-gene-11.184&CDS=1-1059	YPR127W
155	OG0000155	maker-HE978314-augustus-gene-11.315-mRNA-1_1&gene=maker-HE978314-augustus-gene-11.315&CDS=1-2349	YGR121C, YPR138C
156	OG0000156	genemark-HE978314-processed-gene-11.135-mRNA-1_1&gene=genemark-HE978314-processed-gene-11.135&CDS=1-1734	YGR124W, YPR145W
157	OG0000157	genemark-HE978315-processed-gene-1.60-mRNA-1_1&gene=genemark-HE978315-processed-gene-1.60&CDS=1-2271, snap_masked-HE978314-processed-gene-11.301-mRNA-1_1&gene=snap_masked-HE978314-processed-gene-11.301&CDS=1-999	YGR130C
158	OG0000158	genemark-HE978315-processed-gene-0.68-mRNA-1_1&gene=genemark-HE978315-processed-gene-0.68&CDS=1-3546	YJR061W, YKL201C
159	OG0000159	genemark-HE978315-processed-gene-0.70-mRNA-1_1&gene=genemark-HE978315-processed-gene-0.70&CDS=1-2235, genemark-HE978320-processed-gene-0.59-mRNA-1_1&gene=genemark-HE978320-processed-gene-0.59&CDS=1-2064	YJR059W
160	OG0000160	augustus_masked-HE978315-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-HE978315-processed-gene-0.36&CDS=1-3435, genemark-HE978317-processed-gene-5.119-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.119&CDS=1-2364	YFR040W
161	OG0000161	genemark-HE978315-processed-gene-1.58-mRNA-1_1&gene=genemark-HE978315-processed-gene-1.58&CDS=1-1866	YGR138C, YPR156C
162	OG0000162	genemark-HE978316-processed-gene-2.43-mRNA-1_1&gene=genemark-HE978316-processed-gene-2.43&CDS=1-1380, snap_masked-HE978315-processed-gene-3.74-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-3.74&CDS=1-1170	YKR034W
163	OG0000163	genemark-HE978315-processed-gene-3.41-mRNA-1_1&gene=genemark-HE978315-processed-gene-3.41&CDS=1-3084, genemark-HE978316-processed-gene-3.50-mRNA-1_1&gene=genemark-HE978316-processed-gene-3.50&CDS=1-2784	YKR028W
164	OG0000164	genemark-HE978315-processed-gene-3.67-mRNA-1_1&gene=genemark-HE978315-processed-gene-3.67&CDS=1-1368	YDR312W, YHR066W
165	OG0000165	maker-HE978315-snap-gene-4.0-mRNA-1_1&gene=maker-HE978315-snap-gene-4.0&CDS=1-894	YEL066W, YPR193C
166	OG0000166	genemark-HE978315-processed-gene-4.30-mRNA-1_1&gene=genemark-HE978315-processed-gene-4.30&CDS=1-411	YBL087C, YER117W
167	OG0000167	augustus_masked-HE978316-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-HE978316-processed-gene-6.25&CDS=1-1656, snap_masked-HE978315-processed-gene-4.101-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-4.101&CDS=1-2061	YER109C
168	OG0000168	genemark-HE978315-processed-gene-4.25-mRNA-1_1&gene=genemark-HE978315-processed-gene-4.25&CDS=1-1749, snap_masked-HE978316-processed-gene-7.13-mRNA-1_1&gene=snap_masked-HE978316-processed-gene-7.13&CDS=1-1932	YER088C
169	OG0000169	genemark-HE978315-processed-gene-5.66-mRNA-1_1&gene=genemark-HE978315-processed-gene-5.66&CDS=1-1263, genemark-HE978316-processed-gene-7.73-mRNA-1_1&gene=genemark-HE978316-processed-gene-7.73&CDS=1-1422	YLR210W
170	OG0000170	genemark-HE978315-processed-gene-5.72-mRNA-1_1&gene=genemark-HE978315-processed-gene-5.72&CDS=1-366	YDL136W, YDL191W
171	OG0000171	genemark-HE978316-processed-gene-8.83-mRNA-1_1&gene=genemark-HE978316-processed-gene-8.83&CDS=1-1326, maker-HE978315-augustus-gene-5.144-mRNA-1_1&gene=maker-HE978315-augustus-gene-5.144&CDS=1-1584	YDL131W
172	OG0000172	genemark-HE978315-processed-gene-5.78-mRNA-1_1&gene=genemark-HE978315-processed-gene-5.78&CDS=1-936	YDL127W, YDL179W
173	OG0000173	genemark-HE978315-processed-gene-6.39-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.39&CDS=1-405	YDR471W, YHR010W
174	OG0000174	genemark-HE978315-processed-gene-6.25-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.25&CDS=1-591	YDR453C, YML028W
175	OG0000175	genemark-HE978315-processed-gene-7.58-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.58&CDS=1-2130, genemark-HE978316-processed-gene-6.76-mRNA-1_1&gene=genemark-HE978316-processed-gene-6.76&CDS=1-2601	YML016C
176	OG0000176	genemark-HE978315-processed-gene-8.50-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.50&CDS=1-732, genemark-HE978324-processed-gene-0.68-mRNA-1_1&gene=genemark-HE978324-processed-gene-0.68&CDS=1-579	YHR100C
177	OG0000177	genemark-HE978315-processed-gene-8.52-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.52&CDS=1-810	YDR348C, YHR097C
178	OG0000178	genemark-HE978315-processed-gene-8.73-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.73&CDS=1-2241, genemark-HE978316-processed-gene-10.68-mRNA-1_1&gene=genemark-HE978316-processed-gene-10.68&CDS=1-1803	YHR084W
179	OG0000179	augustus_masked-HE978315-processed-gene-8.97-mRNA-1_1&gene=augustus_masked-HE978315-processed-gene-8.97&CDS=1-3483, augustus_masked-HE978316-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-HE978316-processed-gene-10.11&CDS=1-4818	YDR326C
180	OG0000180	genemark-HE978315-processed-gene-9.61-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.61&CDS=1-2067, genemark-HE978319-processed-gene-6.163-mRNA-1_1&gene=genemark-HE978319-processed-gene-6.163&CDS=1-2031	YHR042W
181	OG0000181	augustus_masked-HE978315-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-HE978315-processed-gene-9.33&CDS=1-735	YHR043C, YHR044C
