	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034881_Torulaspora_pretoriensis
93	OG0000093	YBR102C	genemark-flattened_line_12-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.26&CDS=1-2133, genemark-flattened_line_12-processed-gene-4.157-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.157&CDS=1-2133
94	OG0000094	YBR103W	genemark-flattened_line_12-processed-gene-1.51-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.51&CDS=1-1542, genemark-flattened_line_12-processed-gene-4.133-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.133&CDS=1-1542
95	OG0000095	YBR105C	genemark-flattened_line_12-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.24&CDS=1-1182, genemark-flattened_line_12-processed-gene-4.160-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.160&CDS=1-1182
96	OG0000096	YBR106W	genemark-flattened_line_12-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.45&CDS=1-567, genemark-flattened_line_12-processed-gene-4.139-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.139&CDS=1-567
97	OG0000097	YBR107C	augustus_masked-flattened_line_12-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.144&CDS=1-663, snap_masked-flattened_line_12-processed-gene-4.110-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.110&CDS=1-663
98	OG0000098	YBR108W	augustus_masked-flattened_line_12-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.162&CDS=1-2115, snap_masked-flattened_line_12-processed-gene-4.87-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.87&CDS=1-2115
99	OG0000099	YBR109C	genemark-flattened_line_12-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.22&CDS=1-441, genemark-flattened_line_12-processed-gene-4.162-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.162&CDS=1-441
100	OG0000100	YBR110W	genemark-flattened_line_12-processed-gene-4.143-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.143&CDS=1-1347, snap_masked-flattened_line_12-processed-gene-1.101-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.101&CDS=1-1347
101	OG0000101	YBR111C	genemark-flattened_line_12-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.19&CDS=1-636, genemark-flattened_line_12-processed-gene-4.165-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.165&CDS=1-636
102	OG0000102	YBR111W-A	maker-flattened_line_12-snap-gene-1.179-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.179&CDS=1-231, maker-flattened_line_12-snap-gene-4.55-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-4.55&CDS=1-231
103	OG0000103	YBR112C	genemark-flattened_line_12-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.18&CDS=1-2268, genemark-flattened_line_12-processed-gene-4.166-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.166&CDS=1-2268
104	OG0000104	YBR114W	genemark-flattened_line_12-processed-gene-1.39-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.39&CDS=1-2244, genemark-flattened_line_12-processed-gene-4.145-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.145&CDS=1-2244
105	OG0000105	YBR115C	genemark-flattened_line_12-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.17&CDS=1-4161, genemark-flattened_line_12-processed-gene-4.167-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.167&CDS=1-4161
106	OG0000106	YBR119W	genemark-flattened_line_12-processed-gene-1.34-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.34&CDS=1-831, genemark-flattened_line_12-processed-gene-5.75-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.75&CDS=1-831
107	OG0000107	YBR120C	genemark-flattened_line_12-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.13&CDS=1-474, genemark-flattened_line_12-processed-gene-5.100-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.100&CDS=1-474
108	OG0000108	YBR125C	genemark-flattened_line_12-processed-gene-1.12-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.12&CDS=1-1227, genemark-flattened_line_12-processed-gene-5.101-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.101&CDS=1-1227
109	OG0000109	YBR126C	genemark-flattened_line_12-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.11&CDS=1-1491, genemark-flattened_line_12-processed-gene-5.102-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.102&CDS=1-1491
110	OG0000110	YBR127C	genemark-flattened_line_12-processed-gene-1.9-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.9&CDS=1-1524, genemark-flattened_line_12-processed-gene-5.104-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.104&CDS=1-1524
111	OG0000111	YBR128C	snap_masked-flattened_line_12-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.67&CDS=1-1044, snap_masked-flattened_line_12-processed-gene-5.168-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-5.168&CDS=1-1044
112	OG0000112	YBR131W	genemark-flattened_line_12-processed-gene-1.4-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.4&CDS=1-1896, genemark-flattened_line_12-processed-gene-5.80-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.80&CDS=1-1896
113	OG0000113	YBR132C	genemark-flattened_line_12-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.1&CDS=1-1731, genemark-flattened_line_12-processed-gene-5.109-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.109&CDS=1-1731
114	OG0000114	YBR133C	genemark-flattened_line_12-processed-gene-1.0-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.0&CDS=1-2517, genemark-flattened_line_12-processed-gene-5.110-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.110&CDS=1-2517
115	OG0000115	YBR136W	genemark-flattened_line_12-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.2&CDS=1-7500, genemark-flattened_line_12-processed-gene-5.82-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.82&CDS=1-7500
116	OG0000116	YBR161W, YPL057C	genemark-flattened_line_10-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.151&CDS=1-1095
117	OG0000117	YBR181C, YPL090C	snap_masked-flattened_line_4-processed-gene-2.66-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.66&CDS=1-708
118	OG0000118	YBR189W, YPL081W	maker-flattened_line_10-snap-gene-3.1-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-3.1&CDS=1-1020
119	OG0000119	YBR203W	augustus_masked-flattened_line_8-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.128&CDS=1-2565, genemark-flattened_line_8-processed-gene-3.59-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.59&CDS=1-2565
120	OG0000120	YBR204C	genemark-flattened_line_8-processed-gene-3.82-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.82&CDS=1-1041, genemark-flattened_line_8-processed-gene-4.58-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.58&CDS=1-1041
121	OG0000121	YBR208C	genemark-flattened_line_8-processed-gene-3.83-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.83&CDS=1-5490, genemark-flattened_line_8-processed-gene-4.56-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.56&CDS=1-5490
122	OG0000122	YBR214W, YGL056C	genemark-flattened_line_10-processed-gene-4.45-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.45&CDS=1-2199
123	OG0000123	YBR218C, YGL062W	genemark-flattened_line_10-processed-gene-4.17-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.17&CDS=1-3531
124	OG0000124	YBR231C	snap_masked-flattened_line_8-processed-gene-3.6-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.6&CDS=1-885, snap_masked-flattened_line_8-processed-gene-4.33-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.33&CDS=1-885
125	OG0000125	YBR233W	genemark-flattened_line_8-processed-gene-4.64-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.64&CDS=1-1296, maker-flattened_line_8-snap-gene-3.97-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-3.97&CDS=1-1251
126	OG0000126	YBR234C	genemark-flattened_line_8-processed-gene-3.51-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.51&CDS=1-1137, genemark-flattened_line_8-processed-gene-4.85-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.85&CDS=1-1137
127	OG0000127	YBR242W, YGL101W	genemark-flattened_line_6-processed-gene-3.86-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.86&CDS=1-657
128	OG0000128	YBR251W	maker-flattened_line_3-augustus-gene-0.48-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-0.48&CDS=1-1437, maker-flattened_line_3-augustus-gene-7.83-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-7.83&CDS=1-1437
129	OG0000129	YBR253W	genemark-flattened_line_3-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.125&CDS=1-375, genemark-flattened_line_3-processed-gene-7.228-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.228&CDS=1-375
130	OG0000130	YBR254C	genemark-flattened_line_3-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.148&CDS=1-525, genemark-flattened_line_3-processed-gene-7.197-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.197&CDS=1-525
131	OG0000131	YBR255C-A	maker-flattened_line_3-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-0.1&CDS=1-375, maker-flattened_line_3-snap-gene-7.2-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-7.2&CDS=1-375
132	OG0000132	YBR255W	augustus_masked-flattened_line_3-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.21&CDS=1-1794, snap_masked-flattened_line_3-processed-gene-7.150-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.150&CDS=1-1794
133	OG0000133	YBR256C	genemark-flattened_line_3-processed-gene-0.150-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.150&CDS=1-711, genemark-flattened_line_3-processed-gene-7.195-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.195&CDS=1-711
134	OG0000134	YCL004W	genemark-flattened_line_9-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.85&CDS=1-1446, genemark-flattened_line_9-processed-gene-5.50-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.50&CDS=1-1446
135	OG0000135	YCL005W	augustus_masked-flattened_line_9-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.145&CDS=1-987, snap_masked-flattened_line_9-processed-gene-5.106-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.106&CDS=1-801
136	OG0000136	YCL009C	genemark-flattened_line_9-processed-gene-1.78-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.78&CDS=1-900, genemark-flattened_line_9-processed-gene-6.171-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.171&CDS=1-900
137	OG0000137	YCL010C	snap_masked-flattened_line_9-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.23&CDS=1-795, snap_masked-flattened_line_9-processed-gene-6.94-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-6.94&CDS=1-795
138	OG0000138	YCL014W	genemark-flattened_line_9-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.98&CDS=1-4623, genemark-flattened_line_9-processed-gene-6.167-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.167&CDS=1-4623
139	OG0000139	YCL016C	genemark-flattened_line_9-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.80&CDS=1-1125, genemark-flattened_line_9-processed-gene-6.169-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.169&CDS=1-1125
140	OG0000140	YCL017C	genemark-flattened_line_9-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.81&CDS=1-1485, genemark-flattened_line_9-processed-gene-5.54-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.54&CDS=1-1485
141	OG0000141	YCL018W	maker-flattened_line_9-augustus-gene-1.119-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-1.119&CDS=1-1917, maker-flattened_line_9-augustus-gene-5.166-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-5.166&CDS=1-1917
142	OG0000142	YCL066W, YCR040W	augustus_masked-flattened_line_85-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.3&CDS=1-615
143	OG0000143	YCL069W, YKR105C	genemark-flattened_line_44-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.50&CDS=1-1842
144	OG0000144	YCR002C	genemark-flattened_line_9-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.105&CDS=1-987, genemark-flattened_line_9-processed-gene-5.28-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.28&CDS=1-987
145	OG0000145	YCR003W	genemark-flattened_line_9-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.88&CDS=1-456, genemark-flattened_line_9-processed-gene-5.47-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.47&CDS=1-456
146	OG0000146	YCR004C	genemark-flattened_line_9-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.106&CDS=1-726, genemark-flattened_line_9-processed-gene-5.27-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.27&CDS=1-726
147	OG0000147	YCR008W	genemark-flattened_line_9-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.90&CDS=1-1737, genemark-flattened_line_9-processed-gene-5.45-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.45&CDS=1-1737
148	OG0000148	YCR009C	genemark-flattened_line_9-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.108&CDS=1-795, genemark-flattened_line_9-processed-gene-5.25-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.25&CDS=1-795
149	OG0000149	YCR011C	genemark-flattened_line_9-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.112&CDS=1-3105, genemark-flattened_line_9-processed-gene-5.21-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.21&CDS=1-3105
150	OG0000150	YCR012W	genemark-flattened_line_9-processed-gene-2.53-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.53&CDS=1-1248, genemark-flattened_line_9-processed-gene-5.43-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.43&CDS=1-1248
151	OG0000151	YCR014C	genemark-flattened_line_9-processed-gene-2.56-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.56&CDS=1-1713, genemark-flattened_line_9-processed-gene-5.20-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.20&CDS=1-1713
152	OG0000152	YCR015C	genemark-flattened_line_9-processed-gene-2.57-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.57&CDS=1-915, genemark-flattened_line_9-processed-gene-5.19-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.19&CDS=1-915
153	OG0000153	YCR016W	genemark-flattened_line_9-processed-gene-2.54-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.54&CDS=1-813, genemark-flattened_line_9-processed-gene-5.42-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.42&CDS=1-813
154	OG0000154	YCR017C	genemark-flattened_line_9-processed-gene-2.58-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.58&CDS=1-2985, genemark-flattened_line_9-processed-gene-5.18-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.18&CDS=1-2985
155	OG0000155	YCR030C	genemark-flattened_line_9-processed-gene-2.93-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.93&CDS=1-2457, genemark-flattened_line_9-processed-gene-5.5-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.5&CDS=1-2457
156	OG0000156	YCR032W	genemark-flattened_line_9-processed-gene-2.69-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.69&CDS=1-6390, genemark-flattened_line_9-processed-gene-5.1-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.1&CDS=1-6390
157	OG0000157	YCR033W	augustus_masked-flattened_line_9-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.45&CDS=1-3519, snap_masked-flattened_line_9-processed-gene-2.120-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.120&CDS=1-3519
158	OG0000158	YCR034W	genemark-flattened_line_12-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.70&CDS=1-1032, genemark-flattened_line_12-processed-gene-5.92-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.92&CDS=1-1032
159	OG0000159	YCR035C	genemark-flattened_line_12-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.51&CDS=1-1149, genemark-flattened_line_12-processed-gene-5.122-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.122&CDS=1-1149
160	OG0000160	YCR036W	genemark-flattened_line_12-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.69&CDS=1-1005, genemark-flattened_line_12-processed-gene-5.93-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.93&CDS=1-1005
161	OG0000161	YCR037C	genemark-flattened_line_12-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.49&CDS=1-2676, genemark-flattened_line_12-processed-gene-5.124-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.124&CDS=1-2676
162	OG0000162	YCR106W, YLL054C	augustus_masked-flattened_line_16-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.104&CDS=1-2127
163	OG0000163	YDL021W, YOL056W	genemark-flattened_line_16-processed-gene-3.74-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.74&CDS=1-903
164	OG0000164	YDL037C	genemark-flattened_line_36-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.62&CDS=1-783, genemark-flattened_line_57-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.9&CDS=1-477
165	OG0000165	YDL075W, YLR406C	genemark-flattened_line_22-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.136&CDS=1-339
166	OG0000166	YDL082W, YMR142C	snap_masked-flattened_line_1-processed-gene-2.80-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.80&CDS=1-594
167	OG0000167	YDL083C, YMR143W	snap_masked-flattened_line_1-processed-gene-2.107-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.107&CDS=1-429
168	OG0000168	YDL123W	genemark-flattened_line_3-processed-gene-2.83-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.83&CDS=1-387, genemark-flattened_line_3-processed-gene-5.145-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.145&CDS=1-387
169	OG0000169	YDL126C	maker-flattened_line_3-snap-gene-2.55-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-2.55&CDS=1-2874, maker-flattened_line_3-snap-gene-5.3-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-5.3&CDS=1-2874
170	OG0000170	YDL127W	genemark-flattened_line_3-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.102&CDS=1-942, genemark-flattened_line_3-processed-gene-5.118-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.118&CDS=1-942
171	OG0000171	YDL128W	genemark-flattened_line_3-processed-gene-2.103-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.103&CDS=1-1209, genemark-flattened_line_3-processed-gene-5.117-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.117&CDS=1-1209
172	OG0000172	YDL130W	genemark-flattened_line_3-processed-gene-2.106-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.106&CDS=1-318, genemark-flattened_line_3-processed-gene-5.114-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.114&CDS=1-318
173	OG0000173	YDL131W, YDL182W	snap_masked-flattened_line_10-processed-gene-3.84-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.84&CDS=1-1179
174	OG0000174	YDL132W	genemark-flattened_line_3-processed-gene-2.108-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.108&CDS=1-2442, genemark-flattened_line_3-processed-gene-5.112-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.112&CDS=1-2442
175	OG0000175	YDL133W	genemark-flattened_line_3-processed-gene-2.109-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.109&CDS=1-1287, genemark-flattened_line_3-processed-gene-5.111-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.111&CDS=1-1287
176	OG0000176	YDL134C, YDL188C	genemark-flattened_line_18-processed-gene-3.263-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.263&CDS=1-1119
177	OG0000177	YDL136W, YDL191W	genemark-flattened_line_18-processed-gene-3.217-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.217&CDS=1-369
178	OG0000178	YDL161W, YLR206W	genemark-flattened_line_18-processed-gene-3.200-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.200&CDS=1-1503
