	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035645_Yarrowia_divulgata
27	OG0000027	YJR152W	snap_masked-flattened_line_103-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.79&CDS=1-1545, snap_masked-flattened_line_109-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.70&CDS=1-1578, snap_masked-flattened_line_282-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_282-processed-gene-0.10&CDS=1-1497, snap_masked-flattened_line_318-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_318-processed-gene-0.27&CDS=1-1491, snap_masked-flattened_line_43-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.25&CDS=1-1443
28	OG0000028	YKL133C, YMR115W	augustus_masked-flattened_line_278-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_278-processed-gene-0.10&CDS=1-1512, augustus_masked-flattened_line_390-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_390-processed-gene-0.0&CDS=1-1119, snap_masked-flattened_line_13-processed-gene-2.23-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.23&CDS=1-1377, snap_masked-flattened_line_35-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.18&CDS=1-1602
29	OG0000029	YMR110C	genemark-flattened_line_69-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.56&CDS=1-1482, snap_masked-flattened_line_4-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.31&CDS=1-1560, snap_masked-flattened_line_4-processed-gene-3.1-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.1&CDS=1-1560, snap_masked-flattened_line_65-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.46&CDS=1-1599, snap_masked-flattened_line_67-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.112&CDS=1-1599
30	OG0000030	YMR303C, YOL086C	snap_masked-flattened_line_25-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.72&CDS=1-1041, snap_masked-flattened_line_25-processed-gene-1.53-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.53&CDS=1-1047, snap_masked-flattened_line_27-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.72&CDS=1-1053, snap_masked-flattened_line_47-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.67&CDS=1-1047
31	OG0000031	YBL017C, YIL173W, YJL222W, YNR065C	snap_masked-flattened_line_113-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.99&CDS=1-2472
32	OG0000032	YBR072W, YDR171W	augustus_masked-flattened_line_232-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_232-processed-gene-0.45&CDS=1-477, snap_masked-flattened_line_232-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_232-processed-gene-0.7&CDS=1-444, snap_masked-flattened_line_442-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_442-processed-gene-0.2&CDS=1-399
33	OG0000033	YBR150C, YOL089C	augustus_masked-flattened_line_248-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_248-processed-gene-0.33&CDS=1-2700, augustus_masked-flattened_line_79-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.107&CDS=1-1236, snap_masked-flattened_line_5-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.27&CDS=1-2562
34	OG0000034	YBR207W, YER145C	snap_masked-flattened_line_203-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_203-processed-gene-0.42&CDS=1-1251, snap_masked-flattened_line_314-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_314-processed-gene-0.24&CDS=1-1215, snap_masked-flattened_line_55-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.79&CDS=1-1218
35	OG0000035	YBR297W, YFL052W, YGR288W, YPR196W	snap_masked-flattened_line_77-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.8&CDS=1-1827
36	OG0000036	YCL073C, YEL065W, YHL040C, YHL047C, YKR106W	
37	OG0000037	YDR533C, YMR322C, YOR391C, YPL280W	snap_masked-flattened_line_117-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.81&CDS=1-717
38	OG0000038	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	snap_masked-flattened_line_280-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_280-processed-gene-0.3&CDS=1-2028
39	OG0000039	YHL016C	snap_masked-flattened_line_153-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_153-processed-gene-0.18&CDS=1-2205, snap_masked-flattened_line_19-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.76&CDS=1-2238, snap_masked-flattened_line_250-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_250-processed-gene-0.19&CDS=1-2142, snap_masked-flattened_line_55-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.73&CDS=1-2187
40	OG0000040	YIL166C	snap_masked-flattened_line_0-processed-gene-2.121-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.121&CDS=1-1677, snap_masked-flattened_line_199-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_199-processed-gene-0.66&CDS=1-1734, snap_masked-flattened_line_332-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_332-processed-gene-0.16&CDS=1-1623, snap_masked-flattened_line_59-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.136&CDS=1-1626
41	OG0000041	YKL222C, YLR266C, YOR162C, YOR172W	maker-flattened_line_49-augustus-gene-1.85-mRNA-1_1&gene=maker-flattened_line_49-augustus-gene-1.85&CDS=1-2301
42	OG0000042	YLL024C	snap_masked-flattened_line_107-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.76&CDS=1-1929, snap_masked-flattened_line_15-processed-gene-2.44-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.44&CDS=1-1944, snap_masked-flattened_line_2-processed-gene-3.201-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.201&CDS=1-1929, snap_masked-flattened_line_47-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-1.87&CDS=1-1929
43	OG0000043	YLR144C, YNR067C	snap_masked-flattened_line_15-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.4&CDS=1-2100, snap_masked-flattened_line_205-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_205-processed-gene-0.4&CDS=1-2790, snap_masked-flattened_line_35-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.112&CDS=1-2124
44	OG0000044	YML116W, YMR279C, YOR378W	snap_masked-flattened_line_145-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_145-processed-gene-0.12&CDS=1-1689, snap_masked-flattened_line_252-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_252-processed-gene-0.6&CDS=1-1689
45	OG0000045	YBL068W-A, YBL069W, YER101C	augustus_masked-flattened_line_93-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_93-processed-gene-0.94&CDS=1-1239
46	OG0000046	YBR008C	genemark-flattened_line_189-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_189-processed-gene-0.49&CDS=1-3234, snap_masked-flattened_line_330-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_330-processed-gene-0.33&CDS=1-1686, snap_masked-flattened_line_488-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_488-processed-gene-0.3&CDS=1-1653
47	OG0000047	YBR009C, YNL030W	snap_masked-flattened_line_163-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_163-processed-gene-0.98&CDS=1-309, snap_masked-flattened_line_9-processed-gene-2.10-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.10&CDS=1-309
48	OG0000048	YBR021W, YIR028W	snap_masked-flattened_line_157-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.12&CDS=1-1752, snap_masked-flattened_line_195-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_195-processed-gene-0.13&CDS=1-1779
49	OG0000049	YBR233W	snap_masked-flattened_line_31-processed-gene-1.50-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.50&CDS=1-1281, snap_masked-flattened_line_49-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.33&CDS=1-672, snap_masked-flattened_line_63-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.24&CDS=1-1224
50	OG0000050	YBR242W, YGL101W	maker-flattened_line_199-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_199-augustus-gene-0.0&CDS=1-669, snap_masked-flattened_line_5-processed-gene-1.35-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.35&CDS=1-651
51	OG0000051	YCL001W-A, YCL001W-B, YNL001W	snap_masked-flattened_line_0-processed-gene-2.113-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.113&CDS=1-1212
52	OG0000052	YDL138W, YDL194W	genemark-flattened_line_99-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_99-processed-gene-0.52&CDS=1-1506, snap_masked-flattened_line_260-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_260-processed-gene-0.35&CDS=1-1542
53	OG0000053	YDR032C	snap_masked-flattened_line_19-processed-gene-2.75-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.75&CDS=1-606, snap_masked-flattened_line_193-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.33&CDS=1-609, snap_masked-flattened_line_376-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_376-processed-gene-0.20&CDS=1-606
54	OG0000054	YDR034C	augustus_masked-flattened_line_238-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_238-processed-gene-0.29&CDS=1-2238, augustus_masked-flattened_line_89-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.35&CDS=1-1632, snap_masked-flattened_line_19-processed-gene-2.72-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.72&CDS=1-1074
55	OG0000055	YDR038C, YDR039C, YDR040C	snap_masked-flattened_line_97-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.1&CDS=1-3234
56	OG0000056	YDR069C, YER144C	augustus_masked-flattened_line_4-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.52&CDS=1-2499, snap_masked-flattened_line_4-processed-gene-3.50-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.50&CDS=1-2823
57	OG0000057	YDR144C, YLR120C, YLR121C	snap_masked-flattened_line_5-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.59&CDS=1-1602
58	OG0000058	YDR174W	augustus_masked-flattened_line_300-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_300-processed-gene-0.26&CDS=1-771, snap_masked-flattened_line_115-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.42&CDS=1-762, snap_masked-flattened_line_193-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.46&CDS=1-747
59	OG0000059	YDR497C, YOL103W	snap_masked-flattened_line_4-processed-gene-2.24-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.24&CDS=1-1620, snap_masked-flattened_line_4-processed-gene-2.4-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.4&CDS=1-1620
60	OG0000060	YER042W	genemark-flattened_line_15-processed-gene-2.171-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.171&CDS=1-591, snap_masked-flattened_line_19-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.69&CDS=1-561, snap_masked-flattened_line_21-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.38&CDS=1-543
61	OG0000061	YFL050C, YOL130W	snap_masked-flattened_line_59-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.135&CDS=1-1815, snap_masked-flattened_line_63-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.75&CDS=1-1380
62	OG0000062	YFL059W, YMR096W, YNL333W	snap_masked-flattened_line_115-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.20&CDS=1-894
63	OG0000063	YFL060C, YMR095C, YNL334C	snap_masked-flattened_line_21-processed-gene-2.27-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.27&CDS=1-720
64	OG0000064	YGL139W, YPL221W	snap_masked-flattened_line_135-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_135-processed-gene-0.85&CDS=1-2154, snap_masked-flattened_line_21-processed-gene-2.18-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.18&CDS=1-2298
65	OG0000065	YGL160W, YLR047C	snap_masked-flattened_line_300-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_300-processed-gene-0.1&CDS=1-1575, snap_masked-flattened_line_320-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_320-processed-gene-0.19&CDS=1-2055
66	OG0000066	YGL227W, YMR171C	snap_masked-flattened_line_79-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.43&CDS=1-1662, snap_masked-flattened_line_91-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.112&CDS=1-1428
67	OG0000067	YGR026W, YLL023C	augustus_masked-flattened_line_59-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.5&CDS=1-978, snap_masked-flattened_line_242-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_242-processed-gene-0.10&CDS=1-906
68	OG0000068	YGR087C, YLR044C, YLR134W	snap_masked-flattened_line_39-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.36&CDS=1-1803
69	OG0000069	YGR192C, YJL052W, YJR009C	snap_masked-flattened_line_119-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.81&CDS=1-1014
70	OG0000070	YGR197C, YJR015W	augustus_masked-flattened_line_43-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.51&CDS=1-1323, snap_masked-flattened_line_55-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.75&CDS=1-1341
71	OG0000071	YGR212W	augustus_masked-flattened_line_151-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_151-processed-gene-0.29&CDS=1-1428, augustus_masked-flattened_line_43-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.35&CDS=1-1383, snap_masked-flattened_line_191-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_191-processed-gene-0.3&CDS=1-1329
72	OG0000072	YHL002W, YMR032W	maker-flattened_line_15-snap-gene-2.60-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-2.60&CDS=1-2421, snap_masked-flattened_line_145-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_145-processed-gene-0.1&CDS=1-2061
73	OG0000073	YHR146W, YNL173C	snap_masked-flattened_line_211-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_211-processed-gene-0.52&CDS=1-1710, snap_masked-flattened_line_99-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.0&CDS=1-957
74	OG0000074	YIL035C, YOR061W	snap_masked-flattened_line_105-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.22&CDS=1-1026, snap_masked-flattened_line_83-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.24&CDS=1-1017
75	OG0000075	YIR033W, YKL020C	augustus_masked-flattened_line_7-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.46&CDS=1-3921, snap_masked-flattened_line_97-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.22&CDS=1-2895
76	OG0000076	YJL079C, YKR013W	augustus_masked-flattened_line_85-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.46&CDS=1-522, snap_masked-flattened_line_75-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.1&CDS=1-906
77	OG0000077	YJL172W, YOL153C	snap_masked-flattened_line_129-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.22&CDS=1-1740, snap_masked-flattened_line_43-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.12&CDS=1-1740
78	OG0000078	YJR119C, YMR176W	maker-flattened_line_109-snap-gene-0.102-mRNA-1_1&gene=maker-flattened_line_109-snap-gene-0.102&CDS=1-4068, maker-flattened_line_127-snap-gene-0.121-mRNA-1_1&gene=maker-flattened_line_127-snap-gene-0.121&CDS=1-1833
79	OG0000079	YKL081W, YPL048W	snap_masked-flattened_line_115-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.25&CDS=1-1203, snap_masked-flattened_line_7-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.6&CDS=1-1203
80	OG0000080	YKL090W	augustus_masked-flattened_line_47-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-1.3&CDS=1-690, snap_masked-flattened_line_33-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.6&CDS=1-1683, snap_masked-flattened_line_49-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.17&CDS=1-1332
81	OG0000081	YLL062C, YMR321C, YPL273W	snap_masked-flattened_line_129-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.30&CDS=1-1041
82	OG0000082	YLR093C, YOR327C	snap_masked-flattened_line_19-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.71&CDS=1-678, snap_masked-flattened_line_63-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.71&CDS=1-339
83	OG0000083	YLR380W	snap_masked-flattened_line_15-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.23&CDS=1-1200, snap_masked-flattened_line_27-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.68&CDS=1-1140, snap_masked-flattened_line_71-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.7&CDS=1-1227
84	OG0000084	YMR006C, YMR008C, YOL011W	snap_masked-flattened_line_214-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_214-processed-gene-0.57&CDS=1-1914
85	OG0000085	YMR155W	augustus_masked-flattened_line_81-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.132&CDS=1-2640, snap_masked-flattened_line_4-processed-gene-2.3-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.3&CDS=1-1275, snap_masked-flattened_line_4-processed-gene-2.42-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.42&CDS=1-1275
86	OG0000086	YMR169C, YMR170C	snap_masked-flattened_line_302-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_302-processed-gene-0.16&CDS=1-1494, snap_masked-flattened_line_39-processed-gene-1.50-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.50&CDS=1-1575
87	OG0000087	YMR183C, YPL232W	snap_masked-flattened_line_27-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.49&CDS=1-1179, snap_masked-flattened_line_7-processed-gene-2.165-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.165&CDS=1-972
88	OG0000088	YMR242C, YOR312C	snap_masked-flattened_line_4-processed-gene-2.19-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.19&CDS=1-519, snap_masked-flattened_line_4-processed-gene-2.29-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.29&CDS=1-519
89	OG0000089	YMR316W, YNL165W, YOR385W	snap_masked-flattened_line_17-processed-gene-2.17-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.17&CDS=1-831
90	OG0000090	YNR064C	augustus_masked-flattened_line_71-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.126&CDS=1-1041, augustus_masked-flattened_line_97-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.56&CDS=1-1062, snap_masked-flattened_line_21-processed-gene-1.22-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.22&CDS=1-1056
91	OG0000091	YOL055C, YPL258C, YPR121W	snap_masked-flattened_line_23-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.22&CDS=1-1539
92	OG0000092	YOR374W	snap_masked-flattened_line_272-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_272-processed-gene-0.11&CDS=1-1488, snap_masked-flattened_line_31-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.105&CDS=1-1566, snap_masked-flattened_line_348-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_348-processed-gene-0.10&CDS=1-1488
