	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034866_Zygosaccharomyces_bisporus
68	OG0000068	YFL039C, YHR129C	augustus_masked-flattened_line_18-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.157&CDS=1-1146, snap_masked-flattened_line_50-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.117&CDS=1-1152
69	OG0000069	YFL064C, YLR462W, YPR202W	augustus_masked-flattened_line_250-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_250-processed-gene-0.1&CDS=1-465
70	OG0000070	YGL194C, YNL330C	augustus_masked-flattened_line_38-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.212&CDS=1-1344, augustus_masked-flattened_line_56-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.94&CDS=1-5307
71	OG0000071	YGL255W	augustus_masked-flattened_line_110-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.3&CDS=1-1203, augustus_masked-flattened_line_248-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_248-processed-gene-0.1&CDS=1-1203, augustus_masked-flattened_line_50-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.141&CDS=1-1179
72	OG0000072	YGR059W, YHR107C	augustus_masked-flattened_line_130-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.5&CDS=1-1176, snap_masked-flattened_line_6-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.7&CDS=1-1992
73	OG0000073	YGR086C, YPL004C	augustus_masked-flattened_line_114-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.20&CDS=1-1008, genemark-flattened_line_124-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.10&CDS=1-1053
74	OG0000074	YGR192C, YJL052W, YJR009C	augustus_masked-flattened_line_98-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.105&CDS=1-996
75	OG0000075	YGR240C, YMR205C	snap_masked-flattened_line_6-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.133&CDS=1-2985, snap_masked-flattened_line_88-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.21&CDS=1-2874
76	OG0000076	YGR249W, YOR140W	augustus_masked-flattened_line_0-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.41&CDS=1-1038, augustus_masked-flattened_line_4-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.25&CDS=1-2088
77	OG0000077	YGR254W, YHR174W	augustus_masked-flattened_line_74-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.64&CDS=1-1335, snap_masked-flattened_line_0-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.75&CDS=1-1311
78	OG0000078	YHL007C, YNL298W	augustus_masked-flattened_line_4-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.67&CDS=1-2958, augustus_masked-flattened_line_54-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.85&CDS=1-2625
79	OG0000079	YHL040C, YHL047C	augustus_masked-flattened_line_18-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.64&CDS=1-1860, augustus_masked-flattened_line_22-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.48&CDS=1-2142
80	OG0000080	YHR023W, YOR326W	augustus_masked-flattened_line_108-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.33&CDS=1-5766, augustus_masked-flattened_line_28-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.8&CDS=1-4779
81	OG0000081	YHR028C, YOR219C	augustus_masked-flattened_line_70-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.133&CDS=1-2598, maker-flattened_line_30-augustus-gene-0.170-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-0.170&CDS=1-3846
82	OG0000082	YHR048W	augustus_masked-flattened_line_132-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.2&CDS=1-1569, augustus_masked-flattened_line_46-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.205&CDS=1-1836, snap_masked-flattened_line_40-processed-gene-0.188-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.188&CDS=1-1560
83	OG0000083	YHR050W, YLR034C	augustus_masked-flattened_line_30-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.125&CDS=1-1554, augustus_masked-flattened_line_62-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.14&CDS=1-1398
84	OG0000084	YHR216W, YLR432W, YML056C	augustus_masked-flattened_line_16-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.96&CDS=1-1563
85	OG0000085	YIL039W, YPL074W	augustus_masked-flattened_line_14-processed-gene-1.223-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.223&CDS=1-4017, augustus_masked-flattened_line_152-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.4&CDS=1-2115
86	OG0000086	YIL126W, YOR290C	augustus_masked-flattened_line_100-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.71&CDS=1-3954, genemark-flattened_line_126-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.7&CDS=1-4971
87	OG0000087	YIL166C	augustus_masked-flattened_line_110-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.0&CDS=1-1650, augustus_masked-flattened_line_160-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_160-processed-gene-0.12&CDS=1-1650, snap_masked-flattened_line_72-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.21&CDS=1-1665
88	OG0000088	YJL130C, YJR109C	augustus_masked-flattened_line_12-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.100&CDS=1-3345, augustus_masked-flattened_line_90-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.91&CDS=1-6648
89	OG0000089	YJL200C, YLR304C	augustus_masked-flattened_line_124-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.29&CDS=1-2367, augustus_masked-flattened_line_4-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.46&CDS=1-2334
90	OG0000090	YJR045C, YLR369W	snap_masked-flattened_line_128-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.55&CDS=1-1935, snap_masked-flattened_line_148-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.43&CDS=1-1935
91	OG0000091	YJR152W	augustus_masked-flattened_line_160-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_160-processed-gene-0.10&CDS=1-1635, augustus_masked-flattened_line_184-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_184-processed-gene-0.1&CDS=1-1635, snap_masked-flattened_line_16-processed-gene-1.179-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.179&CDS=1-1599
92	OG0000092	YKL046C, YMR238W	maker-flattened_line_84-augustus-gene-0.90-mRNA-1_1&gene=maker-flattened_line_84-augustus-gene-0.90&CDS=1-1839, snap_masked-flattened_line_8-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.19&CDS=1-1359
93	OG0000093	YKL220C, YNR060W, YOR381W	snap_masked-flattened_line_22-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.116&CDS=1-2031
94	OG0000094	YKR001C, YLL001W	augustus_masked-flattened_line_4-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.75&CDS=1-2094, maker-flattened_line_24-augustus-gene-1.81-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.81&CDS=1-3615
95	OG0000095	YLL057C	augustus_masked-flattened_line_4-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.40&CDS=1-1218, augustus_masked-flattened_line_50-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.164&CDS=1-1206, augustus_masked-flattened_line_72-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.60&CDS=1-1251
96	OG0000096	YLR069C, YMR058W	augustus_masked-flattened_line_6-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.136&CDS=1-1812, maker-flattened_line_50-augustus-gene-0.135-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.135&CDS=1-4140
97	OG0000097	YLR144C, YNR067C	maker-flattened_line_92-snap-gene-0.113-mRNA-1_1&gene=maker-flattened_line_92-snap-gene-0.113&CDS=1-3810, snap_masked-flattened_line_30-processed-gene-0.180-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.180&CDS=1-2601
98	OG0000098	YLR186W, YOR002W	augustus_masked-flattened_line_122-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.13&CDS=1-3684, augustus_masked-flattened_line_22-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.88&CDS=1-2778
99	OG0000099	YLR188W, YPL270W	maker-flattened_line_72-augustus-gene-0.43-mRNA-1_1&gene=maker-flattened_line_72-augustus-gene-0.43&CDS=1-2409, snap_masked-flattened_line_122-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.37&CDS=1-2124
100	OG0000100	YLR237W, YOR071C, YOR192C	augustus_masked-flattened_line_44-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.206&CDS=1-1959
101	OG0000101	YLR342W, YMR306W	augustus_masked-flattened_line_10-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.55&CDS=1-5682, augustus_masked-flattened_line_94-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.13&CDS=1-5640
102	OG0000102	YLR343W, YMR307W	augustus_masked-flattened_line_10-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.0&CDS=1-1680, augustus_masked-flattened_line_94-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.14&CDS=1-1683
103	OG0000103	YML103C, YOL084W	augustus_masked-flattened_line_68-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.2&CDS=1-8367, snap_masked-flattened_line_54-processed-gene-0.173-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.173&CDS=1-2781
104	OG0000104	YMR006C, YMR008C, YOL011W	maker-flattened_line_22-snap-gene-1.203-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-1.203&CDS=1-3714
105	OG0000105	YMR054W, YOR270C	augustus_masked-flattened_line_2-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.14&CDS=1-2448, augustus_masked-flattened_line_6-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.134&CDS=1-2631
106	OG0000106	YMR172W, YOL116W	augustus_masked-flattened_line_20-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.32&CDS=1-3252, augustus_masked-flattened_line_54-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.83&CDS=1-396
107	OG0000107	YMR253C, YPL264C	augustus_masked-flattened_line_16-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.105&CDS=1-1146, snap_masked-flattened_line_76-processed-gene-0.147-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.147&CDS=1-1137
108	OG0000108	YMR303C, YOL086C	augustus_masked-flattened_line_2-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.39&CDS=1-1125, augustus_masked-flattened_line_54-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.132&CDS=1-1050
109	OG0000109	YOL055C, YPL258C, YPR121W	augustus_masked-flattened_line_96-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.45&CDS=1-1656
110	OG0000110	YOL082W, YOL083W	augustus_masked-flattened_line_132-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.4&CDS=1-981, snap_masked-flattened_line_54-processed-gene-0.174-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.174&CDS=1-1365
111	OG0000111	YOR388C	augustus_masked-flattened_line_62-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.25&CDS=1-1128, augustus_masked-flattened_line_88-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.83&CDS=1-1128, genemark-flattened_line_102-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.27&CDS=1-1233
112	OG0000112	YAL051W, YOR363C	augustus_masked-flattened_line_28-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.140&CDS=1-2919
113	OG0000113	YAL062W, YOR375C	augustus_masked-flattened_line_28-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.147&CDS=1-3060
114	OG0000114	YBL003C	augustus_masked-flattened_line_2-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.117&CDS=1-396, augustus_masked-flattened_line_44-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.185&CDS=1-396
115	OG0000115	YBL027W, YBR084C-A	snap_masked-flattened_line_34-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.88&CDS=1-633
116	OG0000116	YBL067C, YER098W	augustus_masked-flattened_line_36-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.196&CDS=1-2415
117	OG0000117	YBL069W, YER101C	maker-flattened_line_36-augustus-gene-0.184-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.184&CDS=1-1557
118	OG0000118	YBL072C, YER102W	augustus_masked-flattened_line_36-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.198&CDS=1-606
119	OG0000119	YBL106C, YPR032W	genemark-flattened_line_12-processed-gene-1.157-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.157&CDS=1-3135
120	OG0000120	YBR005W, YDR003W	augustus_masked-flattened_line_2-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.98&CDS=1-594
121	OG0000121	YBR009C, YNL030W	augustus_masked-flattened_line_2-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.124&CDS=1-309
122	OG0000122	YBR010W, YNL031C	maker-flattened_line_2-augustus-gene-3.65-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.65&CDS=1-1047
123	OG0000123	YBR020W, YDR009W	augustus_masked-flattened_line_2-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.114&CDS=1-1572
124	OG0000124	YBR031W, YDR012W	maker-flattened_line_2-augustus-gene-3.64-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.64&CDS=1-2703
125	OG0000125	YBR048W, YDR025W	augustus_masked-flattened_line_2-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.86&CDS=1-465
126	OG0000126	YBR054W, YDR033W	augustus_masked-flattened_line_2-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.113&CDS=1-1053
127	OG0000127	YBR118W, YPR080W	augustus_masked-flattened_line_106-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.19&CDS=1-1377
128	OG0000128	YBR181C, YPL090C	genemark-flattened_line_112-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.3&CDS=1-735
129	OG0000129	YBR189W, YPL081W	maker-flattened_line_20-snap-gene-1.123-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.123&CDS=1-1023
130	OG0000130	YBR214W, YGL056C	maker-flattened_line_8-augustus-gene-1.94-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.94&CDS=1-2529
131	OG0000131	YBR293W	snap_masked-flattened_line_160-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_160-processed-gene-0.21&CDS=1-948, snap_masked-flattened_line_204-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_204-processed-gene-0.8&CDS=1-1311
132	OG0000132	YCL040W, YDR516C	augustus_masked-flattened_line_86-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.66&CDS=1-3786
133	OG0000133	YCL050C, YDR530C	augustus_masked-flattened_line_86-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.79&CDS=1-954
134	OG0000134	YCL051W, YDR528W	augustus_masked-flattened_line_86-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.59&CDS=1-1560
135	OG0000135	YCL066W, YCR040W	augustus_masked-flattened_line_180-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_180-processed-gene-0.12&CDS=1-600
136	OG0000136	YCL068C, YCR038C	augustus_masked-flattened_line_124-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.38&CDS=1-4221
137	OG0000137	YCR010C, YNR002C	maker-flattened_line_154-snap-gene-0.20-mRNA-1_1&gene=maker-flattened_line_154-snap-gene-0.20&CDS=1-1770
138	OG0000138	YCR026C, YEL016C	snap_masked-flattened_line_102-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.47&CDS=1-1593
139	OG0000139	YCR031C, YJL191W	augustus_masked-flattened_line_0-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.61&CDS=1-417
140	OG0000140	YCR073C, YNR031C	augustus_masked-flattened_line_88-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.48&CDS=1-1416
141	OG0000141	YCR105W, YMR318C	augustus_masked-flattened_line_78-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.52&CDS=1-1131
142	OG0000142	YDL021W, YOL056W	augustus_masked-flattened_line_96-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.62&CDS=1-903
143	OG0000143	YDL061C, YLR388W	augustus_masked-flattened_line_182-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_182-processed-gene-0.13&CDS=1-330
144	OG0000144	YDL066W	augustus_masked-flattened_line_182-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_182-processed-gene-0.23&CDS=1-1266, maker-flattened_line_74-augustus-gene-0.96-mRNA-1_1&gene=maker-flattened_line_74-augustus-gene-0.96&CDS=1-2187
145	OG0000145	YDL075W, YLR406C	genemark-flattened_line_16-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.22&CDS=1-372
146	OG0000146	YDL082W, YMR142C	augustus_masked-flattened_line_62-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.7&CDS=1-597
147	OG0000147	YDL083C, YMR143W	augustus_masked-flattened_line_62-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.27&CDS=1-429
148	OG0000148	YDL136W, YDL191W	augustus_masked-flattened_line_92-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.30&CDS=1-360
149	OG0000149	YDL138W, YDL194W	augustus_masked-flattened_line_92-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.32&CDS=1-3033
150	OG0000150	YDL174C	augustus_masked-flattened_line_136-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.59&CDS=1-1746, augustus_masked-flattened_line_42-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.186&CDS=1-1731
151	OG0000151	YDL246C, YJR159W	snap_masked-flattened_line_50-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.78&CDS=1-1056
152	OG0000152	YDR151C, YLR136C	augustus_masked-flattened_line_2-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.87&CDS=1-939
153	OG0000153	YDR155C, YML078W	maker-flattened_line_30-augustus-gene-0.166-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-0.166&CDS=1-1749
154	OG0000154	YDR185C, YLR168C	augustus_masked-flattened_line_44-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.196&CDS=1-4500
155	OG0000155	YDR312W, YHR066W	augustus_masked-flattened_line_6-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.128&CDS=1-1275
